BOTTLE,20181001PRINUNIVRMK
# processed by CCHDO on 2021-02-24, no changes
# 04/20/2018 Initialized README file   
# Data source: J.Jackson 8/29/17   
# SHIP: R/V Knorr  
# Cruise:   
# Region: Davis Strait  
# EXPOCODE:316N20130914  
# DATES: 20130914 - 201309YY  
# Chief Scientist: Craig Lee  
# 82 stations with 24 place Rosette  
# CTD: Who - B. Petrie; Status - final  
# 	Includes: CTDSAL, CTDOXY  
# 	Temperature data are IPTS-68   
# 	CTDSAL are pSS-78    
# Nutrients: Who - K.Azetsu-Scott; Status - final    
#  	Notes: includes ammonium  
# OXYGEN: Who - K.Azetsu-Scott; Status - final  
# 	Notes:  includes some very strange results (relative to CTDOXY) 
# TCARBN: Who - K.Azetsu-Scott; Status - final  
# 	Notes: 	  
# ALKALI: Who - K.Azetsu-Scott; Status - final  
# 	Notes:   
# O-18: Who - K.Azetsu-Scott; Status - final  
# 	Notes:   
# These data should be cited as:  
# References that have used data from this cruise:  
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DELO18,DELO18_FLAG_W,BTL_DATE,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,/MILLE,,,
  316N20130914, Davis,     1,  1, 391501,      1,2,20130915,0737, 67.3172, -53.9487,   35,     25.1,   4.5497,  32.7332,2,    280.9,2,   -999.0,9,     1.55,2,     1.22,2,     0.08,2,     0.42,2,     1.36,2,   2028.6,2,   2178.3,2,    -1.09,2, 20130915,      737
  316N20130914, Davis,     1,  1, 391502,      2,2,20130915,0737, 67.3172, -53.9487,   35,     19.9,   4.5501,  32.7227,2,    281.0,2,   -999.0,9,     1.68,2,     1.30,2,     0.08,2,     0.42,2,     1.48,2,   2030.6,2,   2176.5,2,    -1.08,2, 20130915,      737
  316N20130914, Davis,     1,  1, 391503,      3,2,20130915,0737, 67.3172, -53.9487,   35,      9.8,   4.5392,  32.6802,2,    281.3,2,    309.0,2,     1.68,2,     1.34,2,     0.09,2,     0.45,2,     1.54,2,   2029.4,2,   2178.3,2,    -1.05,2, 20130915,      737
  316N20130914, Davis,     1,  1, 391504,      4,2,20130915,0737, 67.3172, -53.9487,   35,      4.9,   4.5345,  32.6685,2,    281.3,2,    309.0,2,     1.51,2,     1.06,2,     0.08,2,     0.40,2,     1.35,2,   2026.4,2,   2173.3,2,    -1.10,2, 20130915,      737
  316N20130914, Davis,     1,  1, 391505,      5,2,20130915,0737, 67.3172, -53.9487,   35,      3.0,   4.5183,  32.6505,2,    281.3,2,    309.7,2,     1.57,2,     1.12,2,     0.09,2,     0.39,2,     1.38,2,   2024.0,2,   2171.1,2,    -1.11,2, 20130915,      737
  316N20130914, Davis,     2,  1, 391506,      1,2,20130915,0915, 67.2637, -54.4835,   67,     56.8,   4.6464,  33.0374,2,    275.1,2,    303.1,2,     1.70,2,     1.00,2,     0.07,2,     0.42,2,     1.65,2,   2046.0,2,   2207.9,2,    -0.89,2, 20130915,      915
  316N20130914, Davis,     2,  1, 391507,      2,2,20130915,0915, 67.2637, -54.4835,   67,     30.9,   4.6292,  33.0206,2,    277.3,2,    305.1,2,     1.62,2,     1.03,2,     0.07,2,     0.40,2,     1.48,2,   2047.2,2,   2194.5,2,    -0.88,2, 20130915,      915
  316N20130914, Davis,     2,  1, 391508,      3,2,20130915,0915, 67.2637, -54.4835,   67,     20.7,   4.5855,  33.0032,2,    279.8,2,    307.4,2,     1.48,2,     1.31,2,     0.07,2,     0.37,2,     1.35,2,   2043.1,2,   2199.6,2,    -0.89,2, 20130915,      915
  316N20130914, Davis,     2,  1, 391509,      4,2,20130915,0915, 67.2637, -54.4835,   67,     10.7,   4.5110,  32.9781,2,    282.6,2,    311.6,2,     1.44,2,     1.47,2,     0.09,2,     0.39,2,     1.58,2,   2038.8,2,   2200.6,2,    -0.95,2, 20130915,      915
  316N20130914, Davis,     2,  1, 391510,      5,2,20130915,0915, 67.2637, -54.4835,   67,      5.9,   4.5078,  32.9761,2,    283.0,2,    312.3,2,     1.46,2,     0.84,2,     0.07,2,     0.39,2,     1.07,2,   2042.0,2,   2193.9,2,    -0.89,2, 20130915,      915
  316N20130914, Davis,     2,  1, 391511,      6,2,20130915,0915, 67.2637, -54.4835,   67,      2.8,   4.5022,  32.9772,2,    283.2,2,    310.9,2,     1.34,2,     0.73,2,     0.08,2,     0.38,2,     1.08,2,   2040.5,2,   2196.2,2,    -0.89,2, 20130915,      915
  316N20130914, Davis,     3,  1, 391512,      1,2,20130916,0215, 67.2292, -54.8657,   61,     51.4,   4.7351,  33.0734,2,    282.6,2,    303.6,2,     1.55,2,     1.29,2,     0.08,2,     0.37,2,     1.23,2,   2045.8,2,   2196.5,2,    -0.88,2, 20130916,      215
  316N20130914, Davis,     3,  1, 391513,      2,2,20130916,0215, 67.2292, -54.8657,   61,     31.1,   4.7293,  33.0702,2,    283.4,2,    306.1,2,     1.42,2,     1.14,2,     0.07,2,     0.35,2,     1.12,2,   2047.3,2,   2196.9,2,    -0.84,2, 20130916,      215
  316N20130914, Davis,     3,  1, 391514,      3,2,20130916,0215, 67.2292, -54.8657,   61,     21.3,   4.6602,  33.0367,2,    285.5,2,    308.2,2,     1.29,2,     2.82,2,     0.06,2,     0.35,2,      1.1,2,   2045.5,2,   2193.7,2,    -0.82,2, 20130916,      215
  316N20130914, Davis,     3,  1, 391515,      4,2,20130916,0215, 67.2292, -54.8657,   61,     11.4,   4.5849,  33.0008,2,    286.1,2,    309.8,2,     1.47,2,     1.17,2,     0.07,2,     0.37,2,     1.05,2,   2042.8,2,   2194.9,2,    -0.87,2, 20130916,      215
  316N20130914, Davis,     3,  1, 391516,      5,2,20130916,0215, 67.2292, -54.8657,   61,      6.2,   4.5802,  32.9988,2,    286.1,2,    308.9,2,     1.48,2,     1.96,2,     0.07,2,     0.35,2,     1.17,2,   2040.3,2,   2199.5,2,    -0.87,2, 20130916,      215
  316N20130914, Davis,     3,  1, 391517,      6,2,20130916,0215, 67.2292, -54.8657,   61,      2.4,   4.5780,  32.9985,2,    286.0,2,    308.9,2,     1.14,2,     0.62,2,     0.07,2,     0.33,2,     1.27,2,   2042.0,2,   2200.0,2,    -0.92,2, 20130916,      215
  316N20130914, Davis,     4,  1, 391518,      1,2,20130916,0346, 67.1937, -55.3183,   81,     71.4,   4.4007,  33.1551,2,    281.0,2,    304.2,2,     2.05,2,     2.31,2,     0.13,2,     0.42,2,     1.82,2,   2056.7,2,   2216.0,2,    -0.73,2, 20130916,      346
  316N20130914, Davis,     4,  1, 391519,      2,2,20130916,0346, 67.1937, -55.3183,   81,     51.3,   4.4296,  33.1195,2,    283.4,2,    306.1,2,     1.92,2,     2.79,2,     0.13,2,     0.40,2,     1.66,2,   2052.3,2,   2215.5,2,    -0.75,2, 20130916,      346
  316N20130914, Davis,     4,  1, 391520,      3,2,20130916,0346, 67.1937, -55.3183,   81,     31.3,   4.4761,  33.0524,2,    287.1,2,    310.3,2,     1.37,2,     1.45,2,     0.11,2,     0.36,2,      1.1,2,   2043.7,2,   2201.6,2,  -999.00,9, 20130916,      346
  316N20130914, Davis,     4,  1, 391521,      4,2,20130916,0346, 67.1937, -55.3183,   81,     21.5,   4.4896,  33.0271,2,    289.0,2,    313.0,2,     1.47,2,     1.58,2,     0.10,2,     0.49,2,     0.99,2,   2040.3,2,   2198.9,2,    -0.84,2, 20130916,      346
  316N20130914, Davis,     4,  1, 391522,      5,2,20130916,0346, 67.1937, -55.3183,   81,     11.3,   4.4805,  33.0230,2,    289.1,2,    312.5,2,     1.29,2,     1.54,2,     0.10,2,     0.35,2,     0.99,2,   2042.2,2,   2191.9,2,    -0.84,2, 20130916,      346
  316N20130914, Davis,     4,  1, 391523,      6,2,20130916,0346, 67.1937, -55.3183,   81,      6.4,   4.4804,  33.0233,2,    288.8,2,    312.6,2,     1.46,2,     1.87,2,     0.10,2,     0.35,2,     1.12,2,   2037.1,2,   2200.7,2,    -0.84,2, 20130916,      346
  316N20130914, Davis,     4,  1, 391524,      7,2,20130916,0346, 67.1937, -55.3183,   81,      2.7,   4.4805,  33.0231,2,    289.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,  -999.00,9, 20130916,      346
  316N20130914, Davis,     5,  1, 391525,      1,2,20130916,0521, 67.1608, -55.8220,  123,    113.1,   3.3200,  33.4845,2,    280.4,2,   -999.0,9,     3.37,2,     3.94,2,     0.35,2,     0.63,2,     1.64,2,   2087.9,2,   2236.4,2,    -0.51,2, 20130916,      521
  316N20130914, Davis,     5,  1, 391526,      2,2,20130916,0521, 67.1608, -55.8220,  123,     51.7,   3.9891,  33.1892,2,    286.8,2,   -999.0,9,     2.50,2,     2.84,2,     0.15,2,     0.50,2,     2.52,2,   2055.3,2,   2213.5,2,    -0.62,2, 20130916,      521
  316N20130914, Davis,     5,  1, 391527,      3,2,20130916,0521, 67.1608, -55.8220,  123,     31.7,   4.1024,  33.0940,2,    290.2,2,   -999.0,9,     2.06,2,     1.34,2,     0.11,2,     0.42,2,     1.93,2,   2045.6,2,   2212.2,2,    -0.71,2, 20130916,      521
  316N20130914, Davis,     5,  1, 391528,      4,2,20130916,0521, 67.1608, -55.8220,  123,     20.9,   4.1025,  33.0946,2,    290.4,2,   -999.0,9,     2.33,2,     1.27,2,     0.11,2,     0.44,2,     2.03,2,   2047.7,2,   2209.0,2,    -0.69,2, 20130916,      521
  316N20130914, Davis,     5,  1, 391529,      5,2,20130916,0521, 67.1608, -55.8220,  123,     11.4,   4.1056,  33.0943,2,    290.8,2,   -999.0,9,     1.82,2,     1.49,2,     0.11,2,     0.45,2,     2.32,2,   2046.4,2,   2210.8,2,    -0.73,2, 20130916,      521
  316N20130914, Davis,     5,  1, 391530,      6,2,20130916,0521, 67.1608, -55.8220,  123,      6.0,   4.1186,  33.0949,2,    290.6,2,   -999.0,9,     1.08,2,     1.42,2,     0.11,2,     0.41,2,     1.96,2,   2051.5,2,   2229.7,2,    -0.70,2, 20130916,      521
  316N20130914, Davis,     5,  1, 391531,      7,2,20130916,0521, 67.1608, -55.8220,  123,      2.7,   4.1112,  33.0944,2,    290.2,2,   -999.0,9,     0.88,2,     1.23,2,     0.10,2,     0.39,2,     2.05,2,   2052.1,2,   2217.4,2,    -0.68,2, 20130916,      521
  316N20130914, Davis,     6,  1, 391532,      1,2,20130916,0754, 67.1082, -56.3162,  163,    152.9,   2.3953,  33.9607,2,    273.3,2,   -999.0,9,     5.81,2,    11.47,2,     0.20,2,     0.92,2,     0.69,2,   2135.5,2,   2246.3,2,    -0.25,2, 20130916,      754
  316N20130914, Davis,     6,  1, 391533,      2,2,20130916,0754, 67.1082, -56.3162,  163,    102.4,   2.4385,  33.8280,2,    294.3,2,   -999.0,9,     3.79,2,     7.83,2,     0.24,2,     0.76,2,     2.12,2,   2106.8,2,   2251.9,2,    -0.32,2, 20130916,      754
  316N20130914, Davis,     6,  1, 391534,      3,2,20130916,0754, 67.1082, -56.3162,  163,     51.7,   2.9906,  33.5988,2,    289.9,2,   -999.0,9,     3.31,2,     5.64,2,     0.21,2,     0.68,2,     2.54,2,   2106.6,2,   2235.4,2,    -0.46,2, 20130916,      754
  316N20130914, Davis,     6,  1, 391535,      4,2,20130916,0754, 67.1082, -56.3162,  163,     31.5,   3.8058,  33.3649,2,    295.7,2,   -999.0,9,     1.62,2,     2.14,2,     0.16,2,     0.44,2,     1.76,2,   2064.9,2,   2233.9,2,    -0.55,2, 20130916,      754
  316N20130914, Davis,     6,  1, 391536,      5,2,20130916,0754, 67.1082, -56.3162,  163,     21.3,   4.0102,  33.3322,2,    294.1,2,   -999.0,9,     1.55,2,     1.89,2,     0.15,2,     0.45,2,     2.18,2,   2061.8,2,   2229.3,2,    -0.63,2, 20130916,      754
  316N20130914, Davis,     6,  1, 391537,      6,2,20130916,0754, 67.1082, -56.3162,  163,     11.4,   4.0117,  33.3301,2,    294.4,2,   -999.0,9,     1.37,2,     1.52,2,     0.14,2,     0.40,2,     1.87,2,   2059.7,2,   2227.4,2,    -0.61,2, 20130916,      754
  316N20130914, Davis,     6,  1, 391538,      7,2,20130916,0754, 67.1082, -56.3162,  163,      5.5,   4.0078,  33.3274,2,    294.5,2,   -999.0,9,     1.43,2,     1.48,2,     0.14,2,     0.41,2,     1.74,2,   2059.8,2,   2226.8,2,    -0.62,2, 20130916,      754
  316N20130914, Davis,     6,  1, 391539,      8,2,20130916,0754, 67.1082, -56.3162,  163,      2.5,   4.0074,  33.3275,2,    294.5,2,   -999.0,9,     1.15,2,     1.10,2,     0.11,2,     0.38,2,     1.55,2,   2060.5,2,   2228.4,2,    -0.60,2, 20130916,      754
  316N20130914, Davis,     7,  1, 391540,      1,2,20130916,0926, 67.0688, -56.6745,  398,    388.2,   4.5221,  34.8015,2,    269.0,2,    288.3,2,     5.20,2,    10.05,2,     0.04,2,     0.83,2,     0.75,2,   2153.8,2,   2300.0,2,     0.15,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391541,      2,2,20130916,0926, 67.0688, -56.6745,  398,    303.8,   4.3957,  34.7492,2,    271.6,2,    291.5,2,     6.91,2,    14.19,2,     0.00,2,     0.97,2,     0.64,2,   2152.4,2,   2296.4,2,     0.14,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391542,      3,2,20130916,0926, 67.0688, -56.6745,  398,    204.0,   3.0687,  34.3464,2,    276.0,2,    294.8,2,     6.52,2,    12.27,2,     0.04,2,     0.92,2,      0.9,2,   2142.5,2,   2274.6,2,    -0.11,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391543,      4,2,20130916,0926, 67.0688, -56.6745,  398,    101.8,   2.4227,  33.9083,2,    293.1,2,    312.7,2,     3.83,2,     8.35,2,     0.22,2,     0.76,2,     1.59,2,   2113.6,2,   2257.4,2,    -0.28,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391544,      5,2,20130916,0926, 67.0688, -56.6745,  398,     52.0,   2.1773,  33.6015,2,    302.5,2,    322.6,2,     2.26,2,     4.38,2,     0.26,2,     0.67,2,     2.99,2,   2095.6,2,   2237.0,2,    -0.48,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391545,      6,2,20130916,0926, 67.0688, -56.6745,  398,     31.3,   3.5352,  33.3763,2,    297.5,2,    317.2,2,     1.75,2,     2.71,2,     0.19,2,     0.48,2,     2.07,2,   2068.2,2,   2230.4,2,    -0.56,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391546,      7,2,20130916,0926, 67.0688, -56.6745,  398,     21.3,   3.6780,  33.3297,2,    297.7,2,   -999.0,9,     1.56,2,     2.05,2,     0.16,2,     0.43,2,     1.71,2,   2062.9,2,   2228.6,2,    -0.59,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391547,      8,2,20130916,0926, 67.0688, -56.6745,  398,     11.1,   3.7028,  33.0622,2,    300.5,2,    321.0,2,     1.82,2,     1.22,2,     0.11,2,     0.39,2,     1.16,2,   2052.7,2,   2218.1,2,    -0.80,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391548,      9,2,20130916,0926, 67.0688, -56.6745,  398,      6.1,   3.7039,  33.0603,2,    301.1,2,    320.8,2,     1.91,2,     1.19,2,     0.12,2,     0.41,2,     1.31,2,   2052.8,2,   2214.6,2,    -0.83,2, 20130916,      926
  316N20130914, Davis,     7,  1, 391549,     10,2,20130916,0926, 67.0688, -56.6745,  398,      2.1,   3.7047,  33.0595,2,    301.0,2,    320.6,2,     1.64,2,     1.15,2,     0.09,2,     0.35,2,      0.7,2,   2050.8,2,   2215.5,2,    -0.07,2, 20130916,      926
  316N20130914, Davis,     8,  1, 391550,      1,2,20130917,0159, 67.0392, -57.0388,  693,    683.0,   3.2389,  34.7443,2,    227.0,2,    240.5,2,    18.21,2,    16.46,2,     0.00,2,     1.13,2,     0.26,2,   2186.7,2,   2297.1,2,    -0.02,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391551,      2,2,20130917,0159, 67.0392, -57.0388,  693,    607.3,   3.4189,  34.7628,2,    234.9,2,    245.8,2,    15.65,2,    15.06,2,     0.00,2,     1.22,2,     0.47,2,   2183.0,2,   2297.1,2,     0.06,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391552,      3,2,20130917,0159, 67.0392, -57.0388,  693,    507.2,   4.4515,  34.8740,2,    259.3,2,   -999.0,9,    10.02,2,    15.62,2,     0.00,2,     1.08,2,     0.56,2,   2166.0,2,   2295.5,2,     0.13,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391553,      4,2,20130917,0159, 67.0392, -57.0388,  693,    407.0,   3.9570,  34.7361,2,    261.0,2,   -999.0,9,     8.77,2,    13.07,2,     0.06,2,     0.99,2,     0.41,2,   2162.1,2,   2289.6,2,     0.04,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391554,      5,2,20130917,0159, 67.0392, -57.0388,  693,    305.5,   3.8280,  34.6340,2,    268.4,2,   -999.0,9,     7.66,2,    12.19,2,     0.00,2,     0.99,2,     2.16,2,   2156.5,2,   2287.5,2,     0.03,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391555,      6,2,20130917,0159, 67.0392, -57.0388,  693,    205.5,   3.7161,  34.4473,2,    284.2,2,    298.9,2,     4.54,2,    10.85,2,     0.05,2,     0.87,2,        1,2,   2138.8,2,   2282.5,2,    -0.05,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391556,      7,2,20130917,0159, 67.0392, -57.0388,  693,    102.2,   2.0190,  33.8583,2,    300.5,2,   -999.0,9,     3.33,2,     7.91,2,     0.16,2,     0.80,2,     1.83,2,   2142.6,2,   2257.7,2,    -0.33,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391557,      8,2,20130917,0159, 67.0392, -57.0388,  693,     52.6,   2.5954,  33.7131,2,    302.3,2,   -999.0,9,     2.97,2,     6.38,2,     0.19,2,     0.71,2,     2.56,2,   2106.1,2,   2249.8,2,    -0.42,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391558,      9,2,20130917,0159, 67.0392, -57.0388,  693,     27.2,   3.6479,  33.3575,2,    299.5,2,   -999.0,9,     1.76,2,     2.78,2,     0.12,2,     0.54,2,     2.08,2,   2078.5,2,   2234.0,2,    -0.59,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391559,     10,2,20130917,0159, 67.0392, -57.0388,  693,     12.6,   3.8002,  33.2640,2,    301.9,2,   -999.0,9,     1.64,2,     1.48,2,     0.14,2,     0.42,2,     1.16,2,   2118.2,2,   2230.8,2,    -0.65,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391560,     11,2,20130917,0159, 67.0392, -57.0388,  693,      5.5,   3.8430,  33.2465,2,    301.5,2,    316.9,2,     1.75,2,     1.66,2,     0.13,2,     0.43,2,     1.35,2,   2057.2,2,   2217.3,2,    -0.67,2, 20130917,      159
  316N20130914, Davis,     8,  1, 391561,     12,2,20130917,0159, 67.0392, -57.0388,  693,      2.4,   3.8396,  33.2471,2,    301.7,2,   -999.0,9,     1.58,2,     1.39,2,     0.13,2,     0.41,2,     1.34,2,   2063.1,2,   2202.6,2,    -0.67,2, 20130917,      159
  316N20130914, Davis,     9,  1, 391562,      1,2,20130917,0351, 67.0123, -57.3588,  810,    799.6,   1.3208,  34.5762,2,    147.0,2,    197.5,2,    27.72,2,    16.73,2,     0.00,2,     1.33,2,     0.42,2,   2212.4,2,   2280.8,2,    -0.09,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391563,      2,2,20130917,0351, 67.0123, -57.3588,  810,    708.8,   1.8184,  34.2718,2,    152.1,2,    211.9,2,    20.95,2,    13.16,2,     0.00,2,     1.15,2,     0.53,2,   2205.3,2,   2282.6,2,    -0.10,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391564,      3,2,20130917,0351, 67.0123, -57.3588,  810,    607.7,   1.5726,  34.5105,2,    159.0,2,   -999.0,9,    25.04,2,    17.42,2,     0.00,2,     1.29,2,     0.52,2,   2207.0,2,   2267.2,2,    -0.13,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391565,      4,2,20130917,0351, 67.0123, -57.3588,  810,    508.0,   1.7341,  34.4923,2,    205.2,2,   -999.0,9,    16.47,2,    12.23,2,     0.00,2,     1.08,2,     0.62,2,   2198.2,2,   2278.4,2,    -0.12,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391566,      5,2,20130917,0351, 67.0123, -57.3588,  810,    405.1,   3.1472,  34.6130,2,    237.7,2,   -999.0,9,    13.32,2,    15.17,2,     0.05,2,     0.35,2,      0.5,2,   2172.2,2,   2285.0,2,     0.01,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391567,      6,2,20130917,0351, 67.0123, -57.3588,  810,    304.7,   4.0536,  34.6225,2,    269.4,2,   -999.0,9,     4.41,2,     9.37,2,     0.00,2,     0.86,2,     0.58,2,   2146.8,2,   2279.6,2,     0.05,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391568,      7,2,20130917,0351, 67.0123, -57.3588,  810,    205.8,   3.2336,  34.2651,2,    276.6,2,    300.4,2,     4.83,2,    10.94,2,     0.06,2,     0.76,2,      0.7,2,   2131.8,2,   2265.6,2,    -0.12,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391569,      8,2,20130917,0351, 67.0123, -57.3588,  810,    103.1,   2.6851,  33.9491,2,    285.0,2,   -999.0,9,     3.61,2,     8.26,2,     0.23,2,     0.64,2,     1.64,2,   2117.1,2,   2249.1,2,    -0.29,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391570,      9,2,20130917,0351, 67.0123, -57.3588,  810,     52.4,   2.8317,  33.6318,2,    290.6,2,   -999.0,9,     2.54,2,     4.70,2,     0.27,2,     0.64,2,     2.68,2,   2096.0,2,   2240.4,2,    -0.49,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391571,     10,2,20130917,0351, 67.0123, -57.3588,  810,     24.5,   1.5321,  33.0872,2,    299.3,2,   -999.0,9,     4.31,2,     3.14,2,     0.19,2,     0.58,2,     1.29,2,   2085.9,2,   2221.1,2,    -0.99,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391572,     11,2,20130917,0351, 67.0123, -57.3588,  810,      9.3,   3.4988,  32.5134,2,    298.3,2,   -999.0,9,     2.70,2,     0.71,2,     0.08,2,     0.42,2,     0.71,2,   2042.5,2,   2192.4,2,    -1.05,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391573,     12,2,20130917,0351, 67.0123, -57.3588,  810,      5.5,   3.5139,  32.4558,2,    298.2,2,   -999.0,9,     2.73,2,     0.45,2,     0.08,2,     0.37,2,     0.66,2,   2035.8,2,   2187.1,2,    -1.27,2, 20130917,      351
  316N20130914, Davis,     9,  1, 391574,     13,2,20130917,0351, 67.0123, -57.3588,  810,      2.6,   3.5189,  32.4574,2,    297.8,2,    324.8,2,     2.46,2,     0.46,2,     0.05,2,     0.37,2,     0.87,2,   2040.1,2,   2177.5,2,    -1.18,2, 20130917,      351
  316N20130914, Davis,    10,  1, 391575,      1,2,20130917,0558, 66.9743, -57.6625,  872,    861.8,   1.1418,  34.5079,2,    163.6,2,    190.5,2,    22.35,2,     9.42,2,     0.00,2,     0.99,2,     0.43,2,   2219.2,2,   2287.6,2,    -0.16,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391576,      2,2,20130917,0558, 66.9743, -57.6625,  872,    806.0,   1.2875,  34.5112,2,    178.9,2,   -999.0,9,    31.44,2,    17.75,2,     0.00,2,     1.38,2,     0.36,2,   2212.8,2,   2284.3,2,    -0.17,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391577,      3,2,20130917,0558, 66.9743, -57.6625,  872,    701.4,   1.4998,  34.5148,2,    188.5,2,   -999.0,9,    19.76,2,    12.77,2,     0.00,2,     1.06,2,     0.37,2,   2207.4,2,   2284.9,2,    -0.12,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391578,      4,2,20130917,0558, 66.9743, -57.6625,  872,    611.6,   1.6795,  34.5176,2,    196.4,2,   -999.0,9,    16.58,2,    12.60,2,     0.06,2,     1.06,2,     0.68,2,   2202.6,2,   2283.8,2,    -0.07,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391579,      5,2,20130917,0558, 66.9743, -57.6625,  872,    507.7,   2.0668,  34.5271,2,    207.4,2,   -999.0,9,    14.53,2,    11.45,2,     0.00,2,     1.01,2,     0.64,2,   2193.9,2,   2284.2,2,    -0.15,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391580,      6,2,20130917,0558, 66.9743, -57.6625,  872,    405.1,   2.1862,  34.4833,2,    212.3,2,   -999.0,9,    13.30,2,    11.82,2,     0.00,2,     0.99,2,     0.51,2,   2188.7,2,   2282.6,2,    -0.14,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391581,      7,2,20130917,0558, 66.9743, -57.6625,  872,    304.1,   1.8722,  34.3508,2,    215.1,2,   -999.0,9,    14.99,2,    13.66,2,     0.04,2,     1.07,2,     0.44,2,   2186.2,2,   2278.3,2,    -0.24,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391582,      8,2,20130917,0558, 66.9743, -57.6625,  872,    203.2,   0.9249,  33.9808,2,    242.1,2,    267.0,2,    11.00,2,    12.11,2,     0.00,2,     1.01,2,     0.48,2,   2165.6,2,   2257.9,2,    -0.49,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391583,      9,2,20130917,0558, 66.9743, -57.6625,  872,    102.1,  -1.1313,  33.4075,2,    279.4,2,   -999.0,9,     8.75,2,     8.43,2,     0.05,2,     0.90,2,     0.41,2,   2142.4,2,   2241.4,2,    -1.00,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391584,     10,2,20130917,0558, 66.9743, -57.6625,  872,     51.6,  -1.4514,  33.0379,2,    296.0,2,   -999.0,9,     6.85,2,     5.80,2,     0.08,2,     0.72,2,     0.58,2,   2129.0,2,   2225.0,2,    -1.33,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391585,     11,2,20130917,0558, 66.9743, -57.6625,  872,     26.1,  -1.2775,  32.6430,2,    308.9,2,   -999.0,9,     9.26,2,     5.05,2,     0.31,2,     0.86,2,     0.41,2,   2107.9,2,   2217.0,2,    -1.69,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391586,     12,2,20130917,0558, 66.9743, -57.6625,  872,     10.9,   1.8940,  31.4627,2,    312.9,2,   -999.0,9,     3.82,2,     0.00,2,     0.04,2,     0.51,2,     0.39,2,   2012.1,2,   2158.5,2,    -1.91,2, 20130917,      558
  316N20130914, Davis,    10,  1, 391587,     13,2,20130917,0558, 66.9743, -57.6625,  872,      5.9,   1.9100,  31.4602,2,    313.0,2,    344.6,2,     3.58,2,     0.00,2,     0.00,2,     0.48,2,     0.34,2,   2013.7,2,   2154.8,2,    -1.89,2, 20130917,      558
