EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C
18SN19970924, A97, 4, 1, 2, 2, 2, 19970925, 0451, 70.5617, -141.7222, 490,    451.0,   0.4150,  34.8310, 2,  34.8325, 2,    295.5, 2,    293.8, 2,     8.21, 2,    12.61, 2,     0.02, 2,     0.86, 2,    3.440, 2,    1.540, 2,    0.090, 2,    4.700, 2,   2151.0, 2,   2286.1, 2,   0.3956
18SN19970924, A97, 4, 1, 1, 1, 2, 19970925, 0451, 70.5617, -141.7222, 490,    482.0,   0.2832,  34.8572, 2,  34.8613, 2,    296.6, 2,    296.3, 2,     8.21, 2,    12.66, 2,     0.02, 2,     0.88, 2,    2.660, 2,    1.300, 2,    0.110, 2,    3.490, 3,   2150.4, 2,   2323.7, 3,   0.2628
18SN19970924, A97, 5, 1, 34, 34, 2, 19970925, 1501, 70.6992, -141.7685, 1035,      7.4,   0.0011,  30.4864, 2,  30.4760, 2,    342.5, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.0009
18SN19970924, A97, 5, 1, 33, 33, 2, 19970925, 1501, 70.6992, -141.7685, 1035,      8.1,  -0.0328,  30.5221, 2,  30.4850, 2,    364.4, 2,    371.4, 2,     6.18, 2,     0.78, 2,     0.03, 2,     0.82, 2,    6.970, 2,    3.510, 2, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.0331
18SN19970924, A97, 5, 1, 32, 32, 2, 19970925, 1501, 70.6992, -141.7685, 1035,     22.8,  -0.4763,  31.2058, 2,  31.1320, 2,    380.4, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.4769
18SN19970924, A97, 5, 1, 31, 31, 2, 19970925, 1501, 70.6992, -141.7685, 1035,     23.2,  -0.5108,  31.2110, 2,  31.1590, 2,    380.2, 2,    381.9, 2,     7.06, 2,     1.47, 2,     0.04, 2,     0.90, 2,    6.970, 2,    3.510, 2,    0.450, 2,   10.210, 2,   2069.4, 2,   2195.4, 2,  -0.5113
18SN19970924, A97, 5, 1, 30, 30, 2, 19970925, 1501, 70.6992, -141.7685, 1035,     42.3,  -0.9943,  31.9344, 2,  31.9110, 2,    353.5, 2,    348.4, 2,    12.93, 2,     5.48, 2,     0.09, 2,     1.21, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.9952
18SN19970924, A97, 5, 1, 29, 29, 2, 19970925, 1501, 70.6992, -141.7685, 1035,     61.9,  -1.3087,  32.3833, 2,  32.3470, 2,    318.1, 2,    313.0, 2,    21.93, 2,    10.18, 2,     0.07, 2,     1.53, 2,    6.770, 2,    3.420, 2,    0.430, 2,   10.750, 2,   2085.7, 2,   2209.1, 2,  -1.3100
18SN19970924, A97, 5, 1, 28, 28, 2, 19970925, 1501, 70.6992, -141.7685, 1035,     82.5,  -1.4187,  32.6674, 2,  32.6520, 2,    304.4, 2,    303.8, 2,    28.09, 2,    12.43, 2,     0.09, 2,     1.65, 2,    5.980, 2,    2.800, 2,    0.270, 2,   10.930, 2,   2122.5, 2,   2228.5, 2,  -1.4204
18SN19970924, A97, 5, 1, 27, 27, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    102.5,  -1.4784,  32.8329, 2,  32.8280, 2,    293.9, 2,    296.1, 2,    31.12, 2,    13.80, 2,     0.03, 2,     1.72, 2,    5.440, 2,    2.700, 2,    0.250, 2,   10.900, 2,   2165.0, 2,   2246.2, 2,  -1.4804
18SN19970924, A97, 5, 1, 26, 26, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    122.7,  -1.5027,  33.1309, 2,  33.1160, 2,    287.6, 2,    299.2, 2,    34.84, 2,    15.17, 2,     0.05, 2,     1.77, 2,    5.150, 2,    2.620, 2,    0.240, 2,   10.700, 2,   2184.8, 2,   2248.5, 2,  -1.5052
18SN19970924, A97, 5, 1, 25, 25, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    143.6,  -1.4251,  33.3544, 2,  33.3580, 2,    285.3, 2,    287.3, 2,    33.36, 2,    15.07, 2,     0.01, 2,     1.75, 2,    4.960, 2,    2.490, 2,    0.250, 2,    9.410, 2,   2197.7, 2,   2254.2, 2,  -1.4283
18SN19970924, A97, 5, 1, 24, 24, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    163.9,  -1.2311,  33.6744, 2,  33.6860, 2,    278.8, 2,    278.6, 2,    30.81, 2,    15.06, 2,     0.01, 2,     1.63, 2,    5.570, 2,    2.710, 2,    0.250, 2,   10.320, 2,   2200.6, 2,   2262.9, 2,  -1.2350
18SN19970924, A97, 5, 1, 23, 23, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    183.9,  -0.9182,  33.9859, 2,  33.9910, 2,    274.2, 2,    266.0, 2,    26.11, 2,    14.96, 2,     0.01, 2,     1.47, 2,    4.710, 2,    2.450, 2,    0.230, 2,    9.370, 2,   2214.9, 2,   2271.3, 2,  -0.9233
18SN19970924, A97, 5, 1, 22, 22, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    203.7,  -0.5740,  34.3552, 2,  34.3510, 2,    269.3, 2,    265.0, 2,    19.36, 2,    13.98, 2,     0.00, 2,     1.22, 2,    4.490, 2,    2.180, 2,    0.160, 2,    8.360, 2,   2218.3, 2,   2272.7, 2,  -0.5805
18SN19970924, A97, 5, 1, 21, 21, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    224.1,  -0.4034,  34.4725, 2,  34.4700, 2,    271.2, 2,    270.9, 2,    16.23, 2,    13.39, 2,     0.00, 2,     1.11, 2,    3.650, 3,    1.903, 2,    0.137, 2,    5.870, 2,   2208.1, 2,   2274.6, 2,  -0.4109
18SN19970924, A97, 5, 1, 20, 20, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    249.1,  -0.1992,  34.5699, 2,  34.5780, 2,    274.4, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    3.540, 2,    1.660, 2,    0.100, 2,    5.370, 2,   2191.3, 2,   2274.8, 2,  -0.2081
18SN19970924, A97, 5, 1, 19, 19, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    249.1,  -0.1961,  34.5710, 2,  34.5790, 2,    274.4, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    3.670, 2,    1.810, 2,    0.130, 2,    5.140, 2,   2182.2, 2,   2288.8, 3,  -0.2050
18SN19970924, A97, 5, 1, 18, 18, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    249.2,  -0.1642,  34.5803, 2,  34.5810, 2,    274.4, 2,    273.8, 2,    13.49, 2,    13.00, 2,     0.00, 2,     1.00, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.1731
18SN19970924, A97, 5, 1, 17, 17, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    274.3,   0.1116,  34.6812, 2,  34.6800, 2,    280.3, 2,    279.8, 2,    11.14, 2,    12.90, 2,     0.00, 2,     0.93, 2,    3.770, 2,    1.740, 2,    0.080, 2,    4.940, 2,   2171.8, 2,   2276.7, 2,   0.1010
18SN19970924, A97, 5, 1, 15, 15, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    304.7,   0.2169,  34.7155, 2,  34.7130, 2,    281.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.2048
18SN19970924, A97, 5, 1, 16, 16, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    304.9,   0.2072,  34.7118, 2,  34.7120, 2,    281.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    3.700, 2,    1.770, 2,    0.110, 2,    5.110, 2,   2165.1, 2,   2301.0, 3,   0.1951
18SN19970924, A97, 5, 1, 14, 14, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    304.9,   0.2073,  34.7133, 2,  34.7150, 2,    281.9, 2,    282.4, 2,    10.26, 2,    12.80, 2,     0.00, 2,     0.93, 2,    3.820, 2,    1.740, 2,    0.120, 2,    4.630, 2,   2163.4, 2,   2293.9, 3,   0.1952
18SN19970924, A97, 5, 1, 13, 13, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    345.2,   0.3567,  34.7583, 2,  34.7570, 2,    287.2, 2,    287.0, 2,     9.09, 2,    12.71, 2,     0.00, 2,     0.91, 2,    3.860, 2,    1.810, 2,    0.120, 2,    5.020, 3,   2155.2, 2,   2288.1, 3,   0.3423
18SN19970924, A97, 5, 1, 12, 12, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    385.7,   0.4226,  34.7868, 2,  34.7860, 2,    288.3, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.4062
18SN19970924, A97, 5, 1, 10, 10, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    385.9,   0.4214,  34.7866, 2,  34.7870, 2,    288.3, 2,    289.6, 2,     8.41, 2,    12.71, 2,     0.00, 2,     0.90, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.4050
18SN19970924, A97, 5, 1, 11, 11, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    386.0,   0.4238,  34.7874, 2,  34.7860, 2,    288.3, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    3.960, 2,    1.760, 2,    0.090, 2,    4.510, 2,   2157.9, 3,   2283.5, 2,   0.4074
18SN19970924, A97, 5, 1, 9, 9, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    426.6,   0.4470,  34.8040, 2,  34.8060, 2,    289.8, 2,    291.6, 2,     8.01, 2,    12.71, 2,     0.00, 2,     0.89, 2,    3.670, 2,    1.770, 2,    0.100, 2,    4.610, 2,   2150.4, 2,   2286.4, 2,   0.4286
18SN19970924, A97, 5, 1, 8, 8, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    476.5,   0.4479,  34.8201, 2,  34.8190, 2,    291.7, 2,   -999.0, 5,     7.92, 2,    12.71, 2,     0.00, 2,     0.89, 2,    3.530, 2,    1.640, 2,    0.100, 2,    4.550, 2,   2156.2, 3,   2291.5, 2,   0.4272
18SN19970924, A97, 5, 1, 7, 7, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    527.1,   0.4401,  34.8307, 2,  34.8320, 2,    292.3, 2,    293.8, 2,     7.62, 2,    12.71, 2,     0.00, 2,     0.89, 2,    3.340, 2,    1.670, 2,    0.110, 2,    4.560, 3,   2153.2, 2,   2280.3, 3,   0.4170
18SN19970924, A97, 5, 1, 6, 6, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    595.8,   0.4076,  34.8439, 2,  34.8450, 2,    292.5, 2,    294.9, 2,     7.33, 2,    12.80, 2,     0.00, 2,     0.89, 2,    3.190, 2,    1.480, 2,    0.050, 3,    4.100, 2,   2154.7, 3,   2294.9, 2,   0.3812
18SN19970924, A97, 5, 1, 5, 5, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    676.7,   0.3646,  34.8538, 2,  34.8550, 2,    295.1, 2,    294.9, 2,     7.62, 2,    12.80, 2,     0.00, 2,     0.89, 2,    2.670, 2,    1.250, 2,    0.100, 2,    3.620, 2,   2150.4, 2,   2308.1, 3,   0.3343
18SN19970924, A97, 5, 1, 4, 4, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    756.0,   0.3289,  34.8594, 2,  34.8610, 2,    297.4, 2,    300.6, 3,     7.33, 2,    12.80, 2,     0.00, 2,     0.89, 2,    2.610, 2,    1.180, 2,    0.070, 2,    3.410, 2,   2153.7, 3,   2297.7, 2,   0.2948
18SN19970924, A97, 5, 1, 3, 3, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    856.9,   0.2681,  34.8663, 2,  34.8680, 2,    298.1, 2,    296.3, 2,     7.43, 2,    12.80, 2,     0.00, 2,     0.89, 2,    2.250, 2,    1.140, 2,    0.040, 2,    3.020, 2,   2149.4, 2,   2300.9, 2,   0.2291
18SN19970924, A97, 5, 1, 2, 2, 2, 19970925, 1501, 70.6992, -141.7685, 1035,    959.1,  -0.0116,  34.8855, 2,  34.8870, 2,    300.8, 2,    298.6, 2,     7.92, 2,    12.90, 2,     0.00, 2,     0.91, 2,    1.810, 2,    0.850, 2,    0.010, 2,    2.820, 2,   2151.9, 2,   2283.5, 3,  -0.0540
18SN19970924, A97, 5, 1, 1, 1, 2, 19970925, 1501, 70.6992, -141.7685, 1035,   1046.2,  -0.1948,  34.9003, 2,  34.9000, 2,    299.3, 2,    298.7, 2,     8.50, 2,    13.19, 2,     0.00, 2,     0.93, 2,    1.300, 2,    0.650, 2,    0.010, 2,    2.010, 2,   2154.8, 3,   2326.4, 4,  -0.2403
18SN19970924, A97, 6, 1, 32, 32, 2, 19970925, 1824, 70.7933, -141.8308, 1820,      9.2,  -0.0449,  30.5460, 2,  30.5480, 2,    369.6, 2,   -999.0, 9,     5.10, 9,     0.29, 9,     0.01, 9,     0.77, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.0452
18SN19970924, A97, 6, 1, 31, 31, 2, 19970925, 1824, 70.7933, -141.8308, 1820,     10.0,  -0.0138,  30.5597, 2,  30.5540, 2,    371.2, 2,    374.2, 2,     5.10, 2,     0.29, 2,     0.01, 2,     0.78, 2,    6.870, 2,    3.700, 2,    0.400, 2,    9.230, 2,   2051.1, 2,   2190.9, 2,  -0.0141
18SN19970924, A97, 6, 1, 30, 30, 2, 19970925, 1824, 70.7933, -141.8308, 1820,     24.2,  -0.0045,  30.8561, 2,  30.9140, 2,    368.6, 2,   -999.0, 9,     6.86, 9,     1.27, 9,     0.03, 9,     0.85, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.0051
18SN19970924, A97, 6, 1, 29, 29, 2, 19970925, 1824, 70.7933, -141.8308, 1820,     24.5,  -0.1188,  31.2215, 2,  31.0240, 2,    367.4, 2,    372.7, 2,     7.35, 2,     1.67, 2,     0.04, 2,     0.90, 2,    6.700, 2,    3.590, 2,    0.370, 2,   11.680, 2,   2081.4, 2,   2220.4, 2,  -0.1195
18SN19970924, A97, 6, 1, 28, 28, 2, 19970925, 1824, 70.7933, -141.8308, 1820,     44.2,  -0.9394,  31.8385, 2,  31.7300, 2,    355.2, 2,    359.7, 2,    11.56, 2,     4.21, 2,     0.10, 2,     1.12, 2,    6.430, 2,    3.200, 2,    0.420, 2,   11.450, 2,   2101.4, 2,   2219.7, 2,  -0.9404
18SN19970924, A97, 6, 1, 27, 27, 2, 19970925, 1824, 70.7933, -141.8308, 1820,     62.5,  -1.3567,  32.4250, 2,  32.3450, 2,    317.6, 2,    314.4, 2,    21.64, 2,     9.99, 2,     0.07, 2,     1.51, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.3579
18SN19970924, A97, 6, 1, 26, 26, 2, 19970925, 1824, 70.7933, -141.8308, 1820,     84.6,  -1.4480,  32.6626, 2,  32.6340, 2,    304.6, 2,    303.4, 2,    27.70, 2,    12.33, 2,     0.08, 2,     1.65, 2,    5.150, 2,    2.730, 2,    0.330, 2,   10.570, 2,   2183.5, 2,   2241.9, 2,  -1.4497
18SN19970924, A97, 6, 1, 25, 25, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    104.2,  -1.5214,  32.9572, 2,  32.9320, 2,    291.9, 2,    296.3, 2,    32.79, 2,    14.39, 2,     0.01, 2,     1.76, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.5234
18SN19970924, A97, 6, 1, 24, 24, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    123.8,  -1.4992,  33.1598, 2,  33.1520, 2,    289.6, 2,    295.6, 2,    34.25, 2,    15.07, 2,     0.01, 2,     1.79, 2,    4.960, 2,    2.480, 2,    0.320, 2,    9.490, 2,   2210.8, 2,   2264.5, 2,  -1.5017
18SN19970924, A97, 6, 1, 23, 23, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    143.9,  -1.4196,  33.4300, 2,  33.3850, 2,    285.0, 2,    289.0, 2,    33.66, 2,    15.07, 2,     0.01, 2,     1.75, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4228
18SN19970924, A97, 6, 1, 22, 22, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    164.5,  -1.1792,  33.7587, 2,  33.7360, 2,    278.5, 2,    279.7, 2,    30.13, 2,    14.77, 2,     0.01, 2,     1.61, 2,    4.590, 2,    2.250, 2,    0.190, 2,    8.520, 2,   2215.5, 2,   2290.6, 3,  -1.1833
18SN19970924, A97, 6, 1, 21, 21, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    184.3,  -0.7948,  34.1282, 2,  34.1170, 2,    274.0, 2,    268.2, 2,    23.57, 2,    14.37, 2,     0.01, 2,     1.37, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.8002
18SN19970924, A97, 6, 1, 20, 20, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    204.9,  -0.5508,  34.3619, 2,  34.3680, 2,    273.5, 2,   -999.0, 5,    18.48, 2,    13.69, 2,     0.01, 2,     1.14, 2,    3.810, 2,    1.760, 2,    0.190, 2,    5.040, 2,   2188.0, 2,   2277.9, 2,  -0.5574
18SN19970924, A97, 6, 1, 19, 19, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    224.9,  -0.2627,  34.5412, 2,  34.5340, 2,    274.7, 2,    271.7, 2,    14.37, 2,    13.10, 2,     0.01, 2,     1.03, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.2705
18SN19970924, A97, 6, 1, 18, 18, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    250.1,  -0.0129,  34.6362, 2,  34.6290, 2,    278.4, 2,    276.5, 2,    12.22, 2,    12.80, 2,     0.01, 2,     0.99, 2,    3.610, 2,    1.820, 2,    0.180, 2,    4.990, 2,   2168.0, 2,   2276.0, 2,  -0.0223
18SN19970924, A97, 6, 1, 17, 17, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    276.0,   0.1535,  34.6873, 2,  34.6880, 2,    281.5, 2,    280.6, 2,    11.04, 2,    12.71, 2,     0.01, 2,     0.96, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.1427
18SN19970924, A97, 6, 1, 16, 16, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    306.4,   0.2617,  34.7239, 2,  34.7250, 2,    283.4, 2,    288.0, 3,    10.07, 2,    12.71, 2,     0.01, 2,     0.90, 2,    3.950, 2,    1.790, 2, -999.000, 9,    4.910, 2,   2161.6, 2,   2264.0, 3,   0.2494
18SN19970924, A97, 6, 1, 15, 15, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    347.3,   0.3551,  34.7570, 2,  34.7590, 2,    287.0, 2,    286.4, 2,     9.38, 2,    12.71, 2,     0.01, 2,     0.91, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.3406
18SN19970924, A97, 6, 1, 14, 14, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    387.4,   0.4246,  34.7901, 2,  34.7920, 2,    290.6, 2,    290.1, 2,     8.21, 2,    12.61, 2,     0.01, 2,     0.90, 2,    4.200, 3,    1.830, 2,    0.130, 2,    4.460, 2,   2155.1, 2,   2292.8, 2,   0.4082
18SN19970924, A97, 6, 1, 13, 13, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    426.9,   0.4429,  34.8115, 2,  34.8110, 2,    291.5, 2,    291.5, 2,     8.11, 2,    12.61, 2,     0.01, 2,     0.90, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.4245
18SN19970924, A97, 6, 1, 12, 12, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    477.3,   0.4362,  34.8270, 2,  34.8280, 2,    294.1, 2,    292.8, 2,     7.92, 2,    12.61, 2,     0.01, 2,     0.89, 2,    3.960, 2,    1.610, 2,    0.050, 2,    4.110, 2,   2154.7, 2,   2290.6, 2,   0.4155
18SN19970924, A97, 6, 1, 11, 11, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    527.5,   0.4157,  34.8390, 2,  34.8400, 2,    295.4, 2,    293.9, 2,     7.43, 2,    12.61, 2,     0.01, 2,     0.89, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.3926
18SN19970924, A97, 6, 1, 10, 10, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    592.5,   0.3741,  34.8499, 2,  34.8510, 2,    295.9, 2,    294.3, 2,     7.82, 2,    12.70, 2,     0.01, 2,     0.90, 2,    3.270, 2,    1.540, 2,    0.060, 2,    3.850, 2,   2151.2, 2,   2293.2, 2,   0.3481
18SN19970924, A97, 6, 1, 9, 9, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    679.6,   0.3249,  34.8597, 2,  34.8610, 2,    296.6, 2,    302.1, 3,     7.33, 2,    12.70, 2,     0.01, 2,     0.89, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.2947
18SN19970924, A97, 6, 1, 8, 8, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    785.9,   0.2166,  34.8693, 2,  34.8690, 2,    298.6, 2,    297.3, 2,     7.33, 2,    12.70, 2,     0.01, 2,     0.90, 2,    2.340, 2,    1.290, 2,    0.050, 2,    3.460, 2,   2151.0, 2,   2288.8, 2,   0.1817
18SN19970924, A97, 6, 1, 7, 7, 2, 19970925, 1824, 70.7933, -141.8308, 1820,    913.5,   0.0873,  34.8778, 2,  34.8790, 2,    298.3, 2,    298.5, 2,     7.43, 2,    12.70, 2,     0.01, 2,     0.90, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.0466
18SN19970924, A97, 6, 1, 6, 6, 2, 19970925, 1824, 70.7933, -141.8308, 1820,   1040.7,  -0.0275,  34.8865, 2,  34.8870, 2,    298.3, 2,    299.0, 2,     7.72, 2,    12.80, 2,     0.01, 2,     0.91, 2,    1.700, 3,    0.903, 3,    0.033, 3,    2.903, 3,   2149.7, 2,   2286.9, 2,  -0.0741
18SN19970924, A97, 6, 1, 5, 5, 2, 19970925, 1824, 70.7933, -141.8308, 1820,   1167.1,  -0.1290,  34.8942, 2,  34.8940, 2,    297.8, 2,    299.0, 2,     8.11, 2,    13.00, 2,     0.01, 2,     0.92, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.1815
18SN19970924, A97, 6, 1, 4, 4, 2, 19970925, 1824, 70.7933, -141.8308, 1820,   1370.0,  -0.2863,  34.9112, 2,  34.9110, 2,    296.1, 2,    298.0, 2,     8.99, 2,    13.29, 2,     0.01, 2,     1.01, 3,    0.940, 2,    0.480, 2,    0.030, 3,    2.430, 2,   2144.9, 2,   -999.0, 9,  -0.3487
18SN19970924, A97, 6, 1, 3, 3, 2, 19970925, 1824, 70.7933, -141.8308, 1820,   1573.3,  -0.3836,  34.9276, 2,  34.9280, 2,    292.5, 2,    294.2, 2,    10.55, 2,    13.88, 2,     0.00, 2,     1.00, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.4570
18SN19970924, A97, 6, 1, 2, 2, 2, 19970925, 1824, 70.7933, -141.8308, 1820,   1776.3,  -0.4156,  34.9419, 2,  34.9410, 2,    289.4, 2,    288.5, 2,    12.61, 2,    14.37, 2,     0.01, 2,     1.03, 2,    0.400, 2,    0.150, 2,    0.000, 2,    1.930, 2,   2150.2, 2,   2295.4, 2,  -0.5011
18SN19970924, A97, 6, 1, 1, 1, 2, 19970925, 1824, 70.7933, -141.8308, 1820,   1846.7,  -0.4169,  34.9459, 2,  34.9440, 2,    289.1, 2,    286.4, 2,    13.19, 2,    14.56, 2,     0.01, 2,     1.05, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.5069
18SN19970924, A97, 7, 1, 35, 35, 2, 19970925, 2145, 71.0303, -141.9850, 2410,      9.4,   1.9863,  27.2083, 2,  27.1100, 2,    366.2, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.9860
18SN19970924, A97, 7, 1, 34, 34, 2, 19970925, 2145, 71.0303, -141.9850, 2410,      9.7,   2.2540,  26.8310, 2,  27.0090, 2,    368.5, 2,    365.1, 2,     6.49, 2,     0.10, 2,     0.00, 2,     0.56, 2,    6.540, 2,    3.160, 2,    0.310, 2,   10.070, 2,   1967.0, 2,   2092.1, 2,   2.2536
18SN19970924, A97, 7, 1, 33, 33, 2, 19970925, 2145, 71.0303, -141.9850, 2410,     24.4,  -0.7019,  30.8985, 2,  30.7710, 2,    399.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.7024
18SN19970924, A97, 7, 1, 32, 32, 2, 19970925, 2145, 71.0303, -141.9850, 2410,     25.3,  -0.7582,  30.8483, 2,  30.8070, 2,    398.6, 2,    396.4, 2,     5.10, 2,     0.39, 2,     0.01, 2,     0.81, 2,    7.100, 2,    3.370, 2,    0.340, 2,   13.360, 3,   2056.9, 2,   2198.7, 2,  -0.7588
