EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C
18SN19970924, A97, 7, 1, 31, 31, 2, 19970925, 2145, 71.0303, -141.9850, 2410,     45.5,  -0.8511,  31.8331, 2,  31.8100, 2,    368.5, 2,    358.7, 2,    10.87, 2,     4.11, 2,     0.10, 2,     1.12, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.8521
18SN19970924, A97, 7, 1, 30, 30, 2, 19970925, 2145, 71.0303, -141.9850, 2410,     65.8,  -1.2602,  32.2826, 2,  32.2610, 2,    326.0, 2,    324.1, 2,    18.31, 2,     8.32, 2,     0.08, 2,     1.39, 2,    5.830, 2,    2.760, 2, -999.000, 9,   11.650, 2,   2161.1, 2,   2244.2, 2,  -1.2616
18SN19970924, A97, 7, 1, 29, 29, 2, 19970925, 2145, 71.0303, -141.9850, 2410,     85.1,  -1.3421,  32.5014, 2,  32.4980, 2,    313.3, 2,    322.6, 2,    22.52, 2,    10.18, 2,     0.17, 2,     1.52, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.3438
18SN19970924, A97, 7, 1, 28, 28, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    104.9,  -1.4984,  32.6572, 2,  32.6450, 2,    305.6, 2,    296.6, 2,    28.00, 2,    12.63, 2,     0.04, 2,     1.62, 2,    5.990, 2,    2.550, 2,    0.180, 2,   10.430, 2,   2197.0, 2,   2257.9, 2,  -1.5004
18SN19970924, A97, 7, 1, 27, 27, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    125.2,  -1.5151,  32.7466, 2,  32.7500, 2,    292.9, 2,    295.3, 2,    30.05, 2,    13.31, 2,     0.05, 2,     1.70, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.5175
18SN19970924, A97, 7, 1, 26, 26, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    145.1,  -1.4866,  32.9395, 2,  32.9460, 2,    289.9, 2,    285.5, 2,    32.59, 2,    14.78, 2,     0.01, 2,     1.79, 2,    4.500, 2,    2.150, 2, -999.000, 9,    9.560, 2,   2206.3, 2,   2292.6, 3,  -1.4896
18SN19970924, A97, 7, 1, 25, 25, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    166.8,  -1.4914,  33.1371, 2,  33.1370, 2,    280.9, 2,    292.6, 2,    32.68, 2,    14.58, 2,     0.00, 2,     1.74, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4949
18SN19970924, A97, 7, 1, 24, 24, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    186.7,  -1.3953,  33.4012, 2,  33.3940, 2,    282.4, 2,    284.7, 2,    32.68, 2,    15.07, 2,     0.00, 2,     1.73, 2,    4.750, 2,    2.210, 2,    0.140, 2,   10.950, 3,   2217.2, 2,   2279.6, 2,  -1.3995
18SN19970924, A97, 7, 1, 23, 23, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    206.7,  -1.1493,  33.7948, 2,  33.8180, 2,    278.3, 2,    276.5, 2,    29.15, 2,    14.87, 2,     0.01, 2,     1.57, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.1546
18SN19970924, A97, 7, 1, 22, 22, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    226.1,  -0.7753,  34.1805, 2,  34.1970, 2,    265.4, 2,    268.7, 2,    22.39, 2,    14.28, 2,     0.01, 2,     1.33, 2,    3.970, 2,    1.790, 2,    0.120, 2,    7.630, 2,   2197.8, 2,   2286.2, 2,  -0.7820
18SN19970924, A97, 7, 1, 21, 21, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    251.7,  -0.4279,  34.4533, 2,  34.4650, 2,    268.1, 2,    269.3, 2,    16.03, 2,    13.39, 2,     0.01, 2,     1.11, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.4363
18SN19970924, A97, 7, 1, 20, 20, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    276.5,  -0.1590,  34.5790, 2,  34.5760, 2,    271.5, 2,    275.4, 2,    13.20, 2,    13.00, 2,     0.01, 2,     1.02, 2,    3.870, 2,    1.760, 2,    0.050, 2,    6.730, 2,   2172.1, 2,   2285.1, 2,  -0.1690
18SN19970924, A97, 7, 1, 19, 19, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    307.3,   0.0850,  34.6672, 2,  34.6710, 2,    280.1, 2,    279.7, 2,    11.24, 2,    12.80, 2,     0.01, 2,     0.97, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.0731
18SN19970924, A97, 7, 1, 18, 18, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    348.4,   0.2858,  34.7317, 2,  34.7340, 2,    286.8, 2,    284.4, 2,     9.77, 2,    12.71, 2,     0.01, 2,     0.93, 2, -999.000, 9,    1.750, 2,    0.070, 2,    5.620, 2,   2159.8, 2,   2278.7, 3,   0.2716
18SN19970924, A97, 7, 1, 17, 17, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    387.4,   0.3386,  34.7650, 2,  34.7670, 2,    288.5, 2,    288.0, 2,     8.70, 2,    12.71, 2,     0.01, 2,     0.90, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.3224
18SN19970924, A97, 7, 1, 16, 16, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    426.8,   0.4055,  34.7916, 2,  34.7890, 2,    290.0, 2,    290.5, 2,     7.92, 2,    12.71, 2,     0.01, 2,     0.89, 2,    3.560, 2,    1.620, 2,    0.040, 2,    5.660, 2,   2153.1, 2,   2282.6, 3,   0.3873
18SN19970924, A97, 7, 1, 15, 15, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    476.4,   0.4501,  34.8118, 2,  34.8130, 2,    292.4, 2,   -999.0, 5,     7.72, 2,    12.71, 2,     0.01, 2,     0.89, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.4294
18SN19970924, A97, 7, 1, 14, 14, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    526.8,   0.4433,  34.8257, 2,  34.8270, 2,    296.4, 2,    293.8, 2,     7.53, 2,    12.71, 2,     0.01, 2,     0.85, 2,    3.460, 2,    1.580, 2,    0.050, 2,    4.980, 2,   2152.0, 2,   2290.3, 2,   0.4202
18SN19970924, A97, 7, 1, 13, 13, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    592.1,   0.4166,  34.8397, 2,  34.8390, 2,    292.7, 2,    295.1, 2,     7.13, 2,    12.70, 2,     0.01, 2,     0.84, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.3904
18SN19970924, A97, 7, 1, 12, 12, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    673.9,   0.3666,  34.8539, 2,  34.8560, 2,    295.9, 2,    295.6, 2,     7.33, 2,    12.80, 2,     0.01, 2,     0.89, 2,    2.730, 2,    1.240, 2,    0.020, 2,    4.720, 2,   2153.6, 2,   2292.1, 2,   0.3365
18SN19970924, A97, 7, 1, 11, 11, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    777.0,   0.2700,  34.8651, 2,  34.8650, 2,    295.9, 2,    297.3, 2,     7.33, 2,    12.80, 2,     0.01, 2,     0.89, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.2352
18SN19970924, A97, 7, 1, 10, 10, 2, 19970925, 2145, 71.0303, -141.9850, 2410,    902.6,   0.1428,  34.8746, 2,  34.8750, 2,    297.2, 2,    298.1, 2,     7.43, 2,    12.80, 2,     0.01, 2,     0.88, 2,    2.330, 2,    0.960, 2,    0.030, 2,    3.520, 2,   2151.2, 2,   2293.3, 2,   0.1023
18SN19970924, A97, 7, 1, 9, 9, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   1034.5,   0.0211,  34.8825, 2,  34.8840, 2,    298.2, 2,    302.3, 3,     7.62, 2,    12.80, 2,     0.01, 2,     0.89, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.0255
18SN19970924, A97, 7, 1, 8, 8, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   1163.4,  -0.1026,  34.8920, 2,  34.8920, 2,    296.2, 2,    299.9, 2,     7.82, 2,    12.80, 2,     0.01, 2,     0.91, 2,    2.010, 2,    0.790, 2,    0.000, 3,    3.420, 2,   2149.7, 2,   2291.8, 2,  -0.1552
18SN19970924, A97, 7, 1, 7, 7, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   1316.1,  -0.2398,  34.9052, 2,  34.9030, 2,    298.2, 2,    299.5, 2,     8.70, 2,    13.19, 2,     0.01, 2,     0.94, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   2282.8, 3,  -0.2997
18SN19970924, A97, 7, 1, 6, 6, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   1563.6,  -0.3542,  34.9215, 2,  34.9220, 2,    294.0, 2,    296.9, 2,     9.97, 2,    13.58, 2,     0.01, 2,     0.93, 3,    1.710, 3,    0.340, 2,    0.000, 2,    2.320, 2,   2153.1, 3,   2294.9, 2,  -0.4273
18SN19970924, A97, 7, 1, 5, 5, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   1752.4,  -0.4028,  34.9345, 2,  34.9340, 2,    291.0, 2,    292.7, 2,    11.24, 2,    14.07, 2,     0.01, 2,     0.97, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.4870
18SN19970924, A97, 7, 1, 4, 4, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   1941.4,  -0.4151,  34.9428, 2,  34.9410, 2,    284.8, 2,    289.5, 2,    12.12, 2,    14.37, 2,     0.01, 2,     1.02, 2,    0.830, 2,    0.160, 2,    0.000, 2,    2.100, 2,   2153.9, 2,   2296.6, 2,  -0.5114
18SN19970924, A97, 7, 1, 3, 3, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   2123.0,  -0.4051,  34.9480, 2,  34.9480, 2,    285.4, 2,    287.2, 2,    13.09, 2,    14.46, 2,     0.01, 2,     1.03, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.5139
18SN19970924, A97, 7, 1, 2, 2, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   2285.2,  -0.3955,  34.9520, 2,  34.9520, 2,    284.3, 2,    285.5, 2,    13.49, 2,    14.56, 2,     0.01, 2,     1.04, 2,    0.503, 3,    0.100, 2,    0.000, 2,    1.790, 3,   2156.7, 2,   2296.4, 2,  -0.5159
18SN19970924, A97, 7, 1, 1, 1, 2, 19970925, 2145, 71.0303, -141.9850, 2410,   2367.7,  -0.3873,  34.9537, 2,  34.9540, 2,    283.8, 2,    282.8, 2,    14.37, 2,    14.66, 2,     0.01, 2,     1.05, 2,    0.710, 2,    0.130, 2,    0.000, 2,    2.130, 2,   2158.2, 2,   2293.9, 2,  -0.5139
18SN19970924, A97, 8, 1, 36, 36, 2, 19970926, 0139, 71.2562, -142.0237, 2868,      9.4,   0.5504,  29.3407, 2,  28.8834, 2,    390.5, 2,    366.2, 2,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.5501
18SN19970924, A97, 8, 1, 35, 35, 2, 19970926, 0139, 71.2562, -142.0237, 2868,     10.4,   0.1928,  29.7013, 2,  29.0131, 2,    392.4, 2,    376.0, 2,     5.19, 2,     0.01, 2,     0.00, 2,     0.69, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2004.4, 2,   2133.4, 2,   0.1926
18SN19970924, A97, 8, 1, 34, 34, 2, 19970926, 0139, 71.2562, -142.0237, 2868,     26.0,  -0.1981,  31.5625, 2,  31.4068, 2,    399.4, 2,    378.2, 2,     7.69, 2,     1.67, 2,     0.07, 2,     0.94, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2070.1, 2,   2211.8, 2,  -0.1989
18SN19970924, A97, 8, 1, 33, 33, 2, 19970926, 0139, 71.2562, -142.0237, 2868,     45.6,  -0.4839,  31.9403, 2,  31.9137, 2,    365.7, 2,    361.3, 2,    11.03, 2,     3.67, 2,     0.19, 2,     1.08, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.4851
18SN19970924, A97, 8, 1, 32, 32, 2, 19970926, 0139, 71.2562, -142.0237, 2868,     66.6,  -1.2215,  32.2088, 2,  32.1872, 2,    336.7, 2,    333.8, 2,    16.24, 2,     6.60, 2,     0.10, 2,     1.34, 2,    6.180, 2,    3.190, 2,    0.330, 2,   11.530, 2,   2153.1, 2,   2249.3, 2,  -1.2228
18SN19970924, A97, 8, 1, 31, 31, 2, 19970926, 0139, 71.2562, -142.0237, 2868,     86.5,  -1.3664,  32.4419, 2,  32.4240, 2,    308.0, 2,    308.3, 2,    22.39, 2,    10.09, 2,     0.08, 2,     1.54, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.3681
18SN19970924, A97, 8, 1, 30, 30, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    105.7,  -1.4654,  32.5756, 2,  32.5740, 2,    291.6, 2,    295.5, 2,    26.45, 2,    11.69, 2,     0.07, 2,     1.65, 2,    5.540, 2,    2.800, 2,    0.260, 2,   10.790, 2,   2194.6, 2,   2260.7, 2,  -1.4675
18SN19970924, A97, 8, 1, 29, 29, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    126.9,  -1.5165,  32.6573, 2,  32.6589, 2,    312.1, 2,    315.3, 2,    28.02, 2,    12.55, 2,     0.12, 2,     1.66, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.5190
18SN19970924, A97, 8, 1, 28, 28, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    146.6,  -1.5242,  32.7686, 2,  32.7656, 2,    307.1, 2,    303.0, 2,    30.62, 2,    13.57, 2,     0.06, 2,     1.72, 2,    6.000, 2,    2.800, 2,    0.280, 2,   10.500, 2,   2185.4, 2,   2253.5, 2,  -1.5271
18SN19970924, A97, 8, 1, 27, 27, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    166.6,  -1.5089,  32.9084, 2,  32.9135, 2,    286.8, 2,    292.0, 2,    32.29, 2,    14.25, 2,     0.00, 2,     1.78, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.5123
18SN19970924, A97, 8, 1, 26, 26, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    187.4,  -1.4793,  33.1366, 2,  33.1458, 2,    282.2, 2,    286.5, 2,    33.54, 2,    15.02, 2,     0.00, 2,     1.79, 2,    5.120, 2,    2.400, 2,    0.220, 2,    8.870, 2,   2208.7, 2,   2268.0, 2,  -1.4833
18SN19970924, A97, 8, 1, 25, 25, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    206.6,  -1.3230,  33.4351, 2,  33.4463, 2,    283.5, 2,    271.4, 2,    33.02, 2,    15.60, 2,     0.00, 2,     1.77, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.3278
18SN19970924, A97, 8, 1, 24, 24, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    227.3,  -1.0823,  33.8134, 2,  33.8314, 2,    270.5, 2,    270.8, 2,    28.55, 2,    14.87, 2,     0.00, 2,     1.57, 2,    4.820, 2,    2.070, 2,    0.160, 2,    8.130, 2,   2210.5, 2,   2285.1, 3,  -1.0883
18SN19970924, A97, 8, 1, 23, 23, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    252.4,  -0.6160,  34.3054, 2,  34.3125, 2,    257.4, 2,    267.5, 2,    19.50, 2,    13.71, 2,     0.00, 2,     1.23, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.6240
18SN19970924, A97, 8, 1, 22, 22, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    277.0,  -0.3494,  34.5189, 2,  34.5237, 2,    262.2, 2,    270.8, 2,    14.83, 2,    13.09, 2,     0.00, 2,     1.07, 2,    3.860, 2,    1.720, 2,    0.120, 2,    6.480, 3,   2172.1, 2,   2277.0, 2,  -0.3589
18SN19970924, A97, 8, 1, 21, 21, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    307.2,   0.0117,  34.6411, 2,  34.6406, 2,    270.3, 2,    278.0, 2,    11.93, 2,    12.80, 2,     0.00, 2,     0.99, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.0001
18SN19970924, A97, 8, 1, 20, 20, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    347.5,   0.2563,  34.7203, 2,  34.7208, 2,    285.3, 2,    287.6, 2,    10.07, 2,    12.70, 2,     0.00, 2,     0.94, 2,    3.950, 2,    1.920, 2,    0.160, 2,    6.650, 2,   2157.1, 2,   2285.1, 2,   0.2422
18SN19970924, A97, 8, 1, 19, 19, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    387.3,   0.3608,  34.7589, 2,  34.7603, 2,    293.1, 2,    287.7, 2,     9.04, 2,    12.66, 2,     0.00, 2,     0.92, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.3445
18SN19970924, A97, 8, 1, 18, 18, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    427.7,   0.4316,  34.7876, 2,  34.7892, 2,    292.0, 2,    290.1, 2,     8.21, 2,    12.61, 2,     0.00, 2,     0.91, 2,    4.290, 2,    1.800, 2,    0.120, 2,    6.560, 2,   2151.4, 2,   2287.0, 2,   0.4133
18SN19970924, A97, 8, 1, 17, 17, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    478.6,   0.4564,  34.8099, 2,  34.8111, 2,    296.8, 2,    292.5, 2,     7.80, 2,    12.61, 2,     0.00, 2,     0.89, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.4355
18SN19970924, A97, 8, 1, 16, 16, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    530.6,   0.4544,  34.8240, 2,  34.8231, 2,    297.1, 2,    293.4, 2,     7.50, 2,    12.66, 2,     0.00, 2,     0.89, 2,    3.580, 2,    1.620, 2,    0.090, 2,    5.920, 2,   2148.8, 2,   2287.1, 2,   0.4310
18SN19970924, A97, 8, 1, 15, 15, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    594.8,   0.4110,  34.8423, 2,  34.8408, 2,    296.3, 2,    294.4, 2,     7.41, 2,    12.66, 2,     0.00, 2,     0.89, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.3847
18SN19970924, A97, 8, 1, 14, 14, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    680.4,   0.3522,  34.8557, 2,  34.8554, 2,    294.5, 2,    295.8, 2,     7.31, 2,    12.71, 2,     0.00, 2,     0.89, 2,    3.190, 2,    1.240, 2,    0.120, 3,    5.360, 2,   2149.1, 2,   2286.1, 2,   0.3218
18SN19970924, A97, 8, 1, 13, 13, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    786.7,   0.2633,  34.8634, 2,  34.8637, 2,    296.0, 2,    297.4, 2,     7.42, 2,    12.71, 2,     0.00, 2,     0.90, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.2280
18SN19970924, A97, 8, 1, 12, 12, 2, 19970926, 0139, 71.2562, -142.0237, 2868,    912.6,   0.1675,  34.8712, 2,  34.8729, 2,    295.0, 2,    297.9, 2,     7.53, 2,    12.71, 2,     0.00, 2,     0.90, 2,    2.420, 2,    1.130, 2,    0.050, 2,    4.230, 2,   2148.9, 2,   2292.7, 2,   0.1262
18SN19970924, A97, 8, 1, 11, 11, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   1037.5,   0.0440,  34.8835, 2,  34.8841, 2,    294.0, 2,    298.8, 2,     7.85, 2,    12.76, 2,     0.00, 2,     0.90, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.0030
18SN19970924, A97, 8, 1, 10, 10, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   1161.1,  -0.0688,  34.8903, 2,  34.8899, 2,    296.1, 2,    298.7, 2,     8.28, 2,    12.81, 2,     0.00, 2,     0.91, 2,    1.810, 2,    0.870, 2,    0.060, 3,    4.080, 2,   2147.4, 2,   2288.0, 2,  -0.1216
18SN19970924, A97, 8, 1, 9, 9, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   1314.4,  -0.1840,  34.9005, 2,  34.9005, 2,    298.9, 2,    298.9, 2,     9.01, 2,    13.05, 2,     0.00, 2,     0.93, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.2443
18SN19970924, A97, 8, 1, 8, 8, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   1515.7,  -0.2931,  34.9144, 2,  34.9129, 2,    301.0, 2,    297.8, 2,    10.68, 2,    13.29, 2,     0.00, 2,     0.95, 2,    1.250, 2,    0.350, 2,    0.010, 2,    2.530, 2,   2147.7, 2,   2292.5, 2,  -0.3640
18SN19970924, A97, 8, 1, 7, 7, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   1767.8,  -0.3878,  34.9294, 2,  34.9289, 2,    297.6, 2,    294.1, 2,    11.83, 2,    13.91, 2,     0.00, 2,     0.99, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.4732
18SN19970924, A97, 8, 1, 6, 6, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   2022.8,  -0.4103,  34.9419, 2,  34.9422, 2,    295.9, 2,    290.3, 2,    12.56, 2,    14.25, 2,     0.00, 2,     1.02, 2,    0.520, 2,    0.120, 2,    0.000, 2,    1.700, 2,   2149.2, 2,   2291.8, 2,  -0.5121
18SN19970924, A97, 8, 1, 5, 5, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   2273.4,  -0.4001,  34.9488, 2,  34.9491, 2,    289.3, 2,    293.1, 3,    13.19, 2,    14.54, 2,     0.00, 2,     1.03, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.5196
18SN19970924, A97, 8, 1, 4, 4, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   2422.3,  -0.3891,  34.9515, 2,  34.9513, 2,    289.9, 2,    286.4, 2,    13.51, 2,    14.59, 2,     0.00, 2,     1.03, 2,    0.320, 2,    0.080, 2,    0.000, 2,    1.610, 2,   2152.0, 2,   2295.1, 2,  -0.5197
18SN19970924, A97, 8, 1, 3, 3, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   2569.1,  -0.3764,  34.9534, 2,  34.9531, 2,    285.5, 2,    284.5, 2,    14.66, 2,    14.64, 2,     0.00, 2,     1.03, 2, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.5183
18SN19970924, A97, 8, 1, 2, 2, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   2763.4,  -0.3552,  34.9559, 2,  34.9561, 2,    280.3, 2,    281.8, 2,    14.67, 2,    14.73, 2,     0.00, 2,     1.05, 2,    0.360, 2,    0.060, 2,    0.000, 2,    1.730, 2,   2156.4, 2,   2285.4, 3,  -0.5127
18SN19970924, A97, 8, 1, 1, 1, 2, 19970926, 0139, 71.2562, -142.0237, 2868,   2875.9,  -0.3459,  34.9566, 2,  34.9559, 2,    281.1, 2,    281.5, 2,    14.67, 2,    14.74, 2,     0.00, 2,     1.06, 2,    0.390, 2,    0.040, 2,    0.000, 2,    1.600, 2,   2156.7, 2,   2295.1, 2,  -0.5126
18SN19970924, A97, 9, 1, 36, 36, 2, 19970926, 1500, 71.8585, -142.0088, 2888,      9.5,   3.0922,  24.0848, 2,  24.0885, 2,    336.8, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0918
18SN19970924, A97, 9, 1, 35, 35, 2, 19970926, 1500, 71.8585, -142.0088, 2888,      9.7,   3.0605,  24.1129, 2,  24.0965, 2,    361.4, 2,    343.6, 2,     7.63, 2,     0.07, 2,     0.00, 2,     0.45, 2,    6.190, 2,    3.110, 2,    0.360, 2,    6.080, 3,   1881.6, 2,   1981.9, 2,   3.0601
18SN19970924, A97, 9, 1, 34, 34, 2, 19970926, 1500, 71.8585, -142.0088, 2888,     24.0,  -0.2046,  27.6864, 2,  27.6819, 2,    364.4, 2,    379.7, 2,     3.73, 2,     0.07, 2,     0.00, 2,     0.72, 2,    7.720, 2,    3.860, 2,    0.350, 2,   11.340, 2,   1865.6, 2,   -999.0, 9,  -0.2051
18SN19970924, A97, 9, 1, 33, 33, 2, 19970926, 1500, 71.8585, -142.0088, 2888,     44.1,  -0.5889,  30.7368, 2,  30.4974, 2,    412.6, 2,    404.7, 2,     4.13, 2,     0.06, 2,     0.00, 2,     0.81, 2,    7.330, 2,    3.430, 2,    0.370, 2,   10.140, 2,   2016.0, 2,   2160.0, 2,  -0.5899
18SN19970924, A97, 9, 1, 32, 32, 2, 19970926, 1500, 71.8585, -142.0088, 2888,     63.6,  -1.1167,  31.7263, 2,  31.6246, 2,    391.8, 2,    362.0, 2,    11.12, 2,     3.95, 2,     0.06, 2,     1.15, 2,    6.110, 2,    3.160, 2,    0.270, 2,    9.890, 2,   2106.3, 2,   2222.9, 2,  -1.1180
