EXPOCODE,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,THETA
,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PMOL/KG,,PMOL/KG,,FMOL/KG,,DEGC
  06MT20030626,   352,  1,      6,20030708, 63.0085, -40.5370,  278,    203.2,   5.1652,  34.8963,2, -999.000,9, -999.000,9,    1.521,2, 5.14905824
  06MT20030626,   352,  1,      5,20030708, 63.0085, -40.5370,  278,    203.4,   5.1856,  34.8972,2, -999.000,9, -999.000,9,    1.566,2, 5.16940934
  06MT20030626,   352,  1,      4,20030708, 63.0085, -40.5370,  278,    203.3,   5.1674,  34.8962,2, -999.000,9, -999.000,9,    1.593,2, 5.15124669
  06MT20030626,   352,  1,      3,20030708, 63.0085, -40.5370,  278,    254.1,   5.0489,  34.8909,2, -999.000,9, -999.000,9,    1.827,2, 5.02885253
  06MT20030626,   352,  1,      2,20030708, 63.0085, -40.5370,  278,    267.0,   5.0450,  34.8914,2,    4.493,2,    2.403,2,     -999,9, 5.02391723
  06MT20030626,   352,  1,      1,20030708, 63.0085, -40.5370,  278,    267.8,   5.0450,  34.8916,2, -999.000,9, -999.000,9,    1.656,2, 5.02385239
  06MT20030626,   365,  1,      6,20030711, 63.8330, -36.9713,  358,     15.0,   7.9233,  35.0946,2,    3.928,2,    2.171,2,    1.341,2, 7.92180541
  06MT20030626,   365,  1,      5,20030711, 63.8330, -36.9713,  358,    105.0,   6.1742,  34.8975,2,    4.386,2,    2.403,2,     -999,9, 6.16511009
  06MT20030626,   365,  1,      4,20030711, 63.8330, -36.9713,  358,    200.3,   5.1212,  34.9174,2,    4.202,2,    2.282,2,    1.377,2, 5.10535473
  06MT20030626,   365,  1,      3,20030711, 63.8330, -36.9713,  358,    303.0,   4.0696,  34.8287,2,    4.336,2,    2.414,2,    1.674,2, 4.04794652
  06MT20030626,   365,  1,      2,20030711, 63.8330, -36.9713,  358,    348.5,   4.0433,  34.8271,2,    4.333,2,    2.389,2,     -999,9, 4.01834637
  06MT20030626,   365,  1,      1,20030711, 63.8330, -36.9713,  358,    348.2,   4.0403,  34.8271,2, -999.000,9, -999.000,9,    1.746,2,  4.0153769
  06MT20030626,   366,  1,      8,20030711, 63.7662, -36.8528,  598,     16.1,   8.0858,  35.1157,2, -999.000,9, -999.000,9,     1.44,2, 8.08417542
  06MT20030626,   366,  1,      7,20030711, 63.7662, -36.8528,  598,    204.0,   7.0893,  35.1018,2,    3.853,2,    2.146,2,    1.332,2, 7.07000324
  06MT20030626,   366,  1,      6,20030711, 63.7662, -36.8528,  598,    300.3,   6.2507,  35.0369,2,    4.130,2,    2.209,2,    1.305,2, 6.22404583
  06MT20030626,   366,  1,      5,20030711, 63.7662, -36.8528,  598,    403.4,   4.9604,  34.9177,2, -999.000,9, -999.000,9,    1.467,2, 4.92838905
  06MT20030626,   366,  1,      4,20030711, 63.7662, -36.8528,  598,    499.1,   4.7108,  34.8896,2,    4.083,2,    2.239,2,    1.557,2, 4.67183305
  06MT20030626,   366,  1,      3,20030711, 63.7662, -36.8528,  598,    541.5,   4.7474,  34.8947,2,    4.137,2,    2.222,2,     -999,9, 4.70479421
  06MT20030626,   366,  1,      2,20030711, 63.7662, -36.8528,  598,    587.2,   4.6800,  34.8852,2, -999.000,9, -999.000,9,     -999,9, 4.63391587
  06MT20030626,   366,  1,      1,20030711, 63.7662, -36.8528,  598,    588.1,   4.7053,  34.8876,2, -999.000,9, -999.000,9,    1.485,2, 4.65902376
  06MT20030626,   367,  1,     13,20030711, 63.7408, -36.7935, 1322,     13.2,   8.1305,  35.1164,2, -999.000,9, -999.000,9,     -999,9, 8.12916383
  06MT20030626,   367,  1,     12,20030711, 63.7408, -36.7935, 1322,     54.3,   8.0754,  35.1144,2, -999.000,9, -999.000,9,     -999,9, 8.06991168
  06MT20030626,   367,  1,     11,20030711, 63.7408, -36.7935, 1322,    104.5,   7.7459,  35.1257,2,    3.942,2,    2.173,2,    1.152,2,  7.7355612
  06MT20030626,   367,  1,     10,20030711, 63.7408, -36.7935, 1322,    202.7,   6.8965,  35.1051,2, -999.000,9, -999.000,9,    1.215,2, 6.87762397
  06MT20030626,   367,  1,      9,20030711, 63.7408, -36.7935, 1322,    497.0,   4.9811,  34.9387,2,    3.983,2,    2.128,2,    1.314,2, 4.94122259
  06MT20030626,   367,  1,      8,20030711, 63.7408, -36.7935, 1322,    795.2,   4.2150,  34.9318,2,    3.676,2,    1.940,2,     -999,9, 4.15416005
  06MT20030626,   367,  1,      7,20030711, 63.7408, -36.7935, 1322,    996.2,   3.2237,  34.9049,2, -999.000,9, -999.000,9,     -999,9, 3.15366077
  06MT20030626,   367,  1,      6,20030711, 63.7408, -36.7935, 1322,   1095.9,   3.0722,  34.9113,2,    3.108,2,    1.569,2,     -999,9, 2.99558346
  06MT20030626,   367,  1,      5,20030711, 63.7408, -36.7935, 1322,   1142.3,   2.9931,  34.9096,2, -999.000,9, -999.000,9,     -999,9, 2.91353296
  06MT20030626,   367,  1,      4,20030711, 63.7408, -36.7935, 1322,   1236.0,   2.7669,  34.9083,2,    3.369,2,    1.680,2,     -999,9, 2.68207603
  06MT20030626,   367,  1,      3,20030711, 63.7408, -36.7935, 1322,   1282.4,   2.6577,  34.9050,2, -999.000,9, -999.000,9,    1.026,2, 2.57031961
  06MT20030626,   367,  1,      2,20030711, 63.7408, -36.7935, 1322,   1312.5,   2.6189,  34.9042,2,    3.547,2,    1.816,2,     -999,9, 2.52955592
  06MT20030626,   367,  1,      1,20030711, 63.7408, -36.7935, 1322,   1309.5,   2.6159,  34.9042,2, -999.000,9, -999.000,9,    1.161,2, 2.52682131
  06MT20030626,   368,  1,     13,20030711, 63.7005, -36.7160, 1606,     13.5,   8.2813,  35.1057,2, -999.000,9, -999.000,9,     -999,9, 8.27991833
  06MT20030626,   368,  1,     12,20030711, 63.7005, -36.7160, 1606,    102.4,   7.8621,  35.1241,2, -999.000,9, -999.000,9,     -999,9, 7.85188088
  06MT20030626,   368,  1,     11,20030711, 63.7005, -36.7160, 1606,    151.4,   7.6042,  35.1311,2, -999.000,9, -999.000,9,    1.557,2, 7.58933492
  06MT20030626,   368,  1,     10,20030711, 63.7005, -36.7160, 1606,    200.2,   7.1962,  35.1212,2, -999.000,9, -999.000,9,     -999,9, 7.17709936
  06MT20030626,   368,  1,      9,20030711, 63.7005, -36.7160, 1606,    605.1,   5.0318,  34.9733,2, -999.000,9, -999.000,9,     -999,9, 4.98249978
  06MT20030626,   368,  1,      8,20030711, 63.7005, -36.7160, 1606,    993.6,   4.1153,  34.9277,2,    3.627,2,    1.932,2,    1.206,2, 4.03857875
  06MT20030626,   368,  1,      7,20030711, 63.7005, -36.7160, 1606,   1276.9,   2.8175,  34.9068,2,    3.332,2,    1.719,2,    1.224,2, 2.72896533
  06MT20030626,   368,  1,      6,20030711, 63.7005, -36.7160, 1606,   1372.5,   2.0600,  34.8981,2, -999.000,9, -999.000,9,     -999,9, 1.97189372
  06MT20030626,   368,  1,      5,20030711, 63.7005, -36.7160, 1606,   1475.8,   1.9239,  34.8939,2, -999.000,9, -999.000,9,     -999,9, 1.82951783
  06MT20030626,   368,  1,      4,20030711, 63.7005, -36.7160, 1606,   1475.6,   1.9186,  34.8939,2,    3.702,2,    1.941,2,    1.296,2, 1.82429377
  06MT20030626,   368,  1,      3,20030711, 63.7005, -36.7160, 1606,   1529.6,   1.9254,  34.8940,2,    3.825,2,    1.968,2,    1.422,2, 1.82690187
  06MT20030626,   368,  1,      2,20030711, 63.7005, -36.7160, 1606,   1596.0,   1.9220,  34.8938,2,    3.889,2,    1.993,2,     -999,9, 1.81842449
  06MT20030626,   368,  1,      1,20030711, 63.7005, -36.7160, 1606,   1595.6,   1.9224,  34.8935,2, -999.000,9, -999.000,9,    1.143,2, 1.81885141
  06MT20030626,   369,  1,     16,20030711, 63.5650, -36.4690, 1796,     13.2,   8.6291,  35.0658,2, -999.000,9, -999.000,9,    1.467,2, 8.62771542
  06MT20030626,   369,  1,     15,20030711, 63.5650, -36.4690, 1796,    103.6,   7.2229,  35.1276,2,    3.894,2,    2.168,2,    1.593,2, 7.21306111
  06MT20030626,   369,  1,     14,20030711, 63.5650, -36.4690, 1796,    204.1,   6.5696,  35.0791,2,    3.782,2,    2.168,2,     -999,9, 6.55110912
  06MT20030626,   369,  1,     13,20030711, 63.5650, -36.4690, 1796,    400.4,   5.7975,  35.0050,2,    4.073,2,    2.194,2,    1.548,2,  5.7630901
  06MT20030626,   369,  1,     12,20030711, 63.5650, -36.4690, 1796,    601.7,   4.9378,  34.9445,2,    3.723,2,    1.977,2,     -999,9, 4.88925597
  06MT20030626,   369,  1,     11,20030711, 63.5650, -36.4690, 1796,    808.1,   4.0832,  34.9094,2,    3.754,2,    1.966,2,    1.188,2, 4.02214903
  06MT20030626,   369,  1,     10,20030711, 63.5650, -36.4690, 1796,    807.9,   4.0785,  34.9092,2, -999.000,9, -999.000,9,     -999,9, 4.01749503
  06MT20030626,   369,  1,      9,20030711, 63.5650, -36.4690, 1796,   1010.7,   3.8214,  34.9122,2,    3.524,2,    1.818,2,     -999,9, 3.74553984
  06MT20030626,   369,  1,      8,20030711, 63.5650, -36.4690, 1796,   1212.9,   3.6751,  34.9256,2,    3.332,2,    1.640,2,    0.828,2, 3.58355271
  06MT20030626,   369,  1,      7,20030711, 63.5650, -36.4690, 1796,   1460.2,   3.2844,  34.9079,2,    3.317,2,    1.618,2,     -999,9, 3.17586591
  06MT20030626,   369,  1,      6,20030711, 63.5650, -36.4690, 1796,   1512.0,   3.1472,  34.9050,2, -999.000,9, -999.000,9,    0.774,2, 3.03581102
  06MT20030626,   369,  1,      5,20030711, 63.5650, -36.4690, 1796,   1614.7,   2.6760,  34.9070,2, -999.000,9, -999.000,9,     -999,9,  2.5615786
  06MT20030626,   369,  1,      4,20030711, 63.5650, -36.4690, 1796,   1664.6,   2.5105,  34.9038,2,    3.089,2,    1.624,2,    0.999,2, 2.39401578
  06MT20030626,   369,  1,      3,20030711, 63.5650, -36.4690, 1796,   1715.7,   2.4700,  34.9030,2,    3.293,2,    1.683,2,    1.008,2, 2.34979458
  06MT20030626,   369,  1,      2,20030711, 63.5650, -36.4690, 1796,   1786.0,   2.4556,  34.9024,2, -999.000,9, -999.000,9,     -999,9, 2.32969689
  06MT20030626,   369,  1,      1,20030711, 63.5650, -36.4690, 1796,   1784.9,   2.4563,  34.9025,2,    3.486,2,    1.712,2,    1.035,2, 2.33047978
  06MT20030626,   371,  1,     17,20030711, 63.4778, -36.3122, 1999,      9.2,   8.6950,  35.0681,2, -999.000,9, -999.000,9,    1.377,2, 8.69403065
  06MT20030626,   371,  1,     16,20030711, 63.4778, -36.3122, 1999,      9.4,   8.7012,  35.0682,2, -999.000,9, -999.000,9,     -999,9, 8.70020913
  06MT20030626,   371,  1,     15,20030711, 63.4778, -36.3122, 1999,    102.2,   6.8739,  35.0566,2,    3.796,2,    2.118,2,     -999,9, 6.86447856
  06MT20030626,   371,  1,     14,20030711, 63.4778, -36.3122, 1999,    203.0,   5.9162,  35.0027,2,    3.859,2,    2.141,2,    1.314,2, 5.89885474
  06MT20030626,   371,  1,     13,20030711, 63.4778, -36.3122, 1999,    592.0,   5.1192,  34.9865,2,    3.405,2,    1.897,2,    1.026,2, 5.07061256
  06MT20030626,   371,  1,     12,20030711, 63.4778, -36.3122, 1999,   1024.2,   4.0045,  34.9313,2,    3.536,2,    1.811,2,     1.08,2, 3.92604737
  06MT20030626,   371,  1,     11,20030711, 63.4778, -36.3122, 1999,   1723.3,   2.9271,  34.9067,2, -999.000,9, -999.000,9,     -999,9, 2.80025921
  06MT20030626,   371,  1,     10,20030711, 63.4778, -36.3122, 1999,   1723.1,   2.9277,  34.9066,2, -999.000,9, -999.000,9,     -999,9, 2.80086899
  06MT20030626,   371,  1,      9,20030711, 63.4778, -36.3122, 1999,   1723.3,   2.9295,  34.9066,2,    3.258,2,    1.714,2,    1.044,2, 2.80262814
  06MT20030626,   371,  1,      8,20030711, 63.4778, -36.3122, 1999,   1821.1,   2.5195,  34.9026,2, -999.000,9, -999.000,9,    0.855,2, 2.38974486
  06MT20030626,   371,  1,      7,20030711, 63.4778, -36.3122, 1999,   1820.3,   2.5198,  34.9030,2,    3.168,2,    1.617,2,     -999,9, 2.39010769
  06MT20030626,   371,  1,      6,20030711, 63.4778, -36.3122, 1999,   1898.6,   1.9867,  34.8960,2, -999.000,9, -999.000,9,    1.224,2, 1.85800223
  06MT20030626,   371,  1,      5,20030711, 63.4778, -36.3122, 1999,   1897.5,   2.0017,  34.8958,2, -999.000,9, -999.000,9,     -999,9, 1.87287666
  06MT20030626,   371,  1,      4,20030711, 63.4778, -36.3122, 1999,   1937.3,   1.9900,  34.8960,2, -999.000,9, -999.000,9,    1.404,2, 1.85804379
  06MT20030626,   371,  1,      3,20030711, 63.4778, -36.3122, 1999,   1937.4,   1.9905,  34.8958,2,    3.593,2,    1.845,2,     -999,9, 1.85852874
  06MT20030626,   371,  1,      2,20030711, 63.4778, -36.3122, 1999,   1987.7,   1.9946,  34.8958,2, -999.000,9, -999.000,9,     -999,9, 1.85836007
  06MT20030626,   371,  1,      1,20030711, 63.4778, -36.3122, 1999,   1989.1,   1.9951,  34.8957,2,    3.618,2,    1.836,2,     1.35,2, 1.85873519
  06MT20030626,   372,  1,     16,20030711, 63.4328, -36.2295, 2104,     14.5,   8.5144,  35.0527,2, -999.000,9, -999.000,9,     -999,9, 8.51289169
  06MT20030626,   372,  1,     15,20030711, 63.4328, -36.2295, 2104,     14.1,   8.5334,  35.0524,2, -999.000,9, -999.000,9,    1.503,2, 8.53193133
  06MT20030626,   372,  1,     14,20030711, 63.4328, -36.2295, 2104,     53.2,   8.0935,  35.0775,2,    3.840,2,    2.138,2,     -999,9, 8.08811903
  06MT20030626,   372,  1,     13,20030711, 63.4328, -36.2295, 2104,    104.7,   6.9175,  35.0909,2, -999.000,9, -999.000,9,     -999,9, 6.90780569
  06MT20030626,   372,  1,     12,20030711, 63.4328, -36.2295, 2104,    104.3,   6.9183,  35.0903,2,    3.959,2,    2.207,2,     -999,9, 6.90864247
  06MT20030626,   372,  1,     11,20030711, 63.4328, -36.2295, 2104,    397.7,   5.5975,  34.9939,2, -999.000,9, -999.000,9,    1.224,2, 5.56394833
  06MT20030626,   372,  1,     10,20030711, 63.4328, -36.2295, 2104,    397.1,   5.5849,  34.9934,2, -999.000,9, -999.000,9,     -999,9,  5.5514395
  06MT20030626,   372,  1,      9,20030711, 63.4328, -36.2295, 2104,    804.5,   4.2435,  34.9255,2,    3.620,2,    1.892,2,     -999,9, 4.18172388
  06MT20030626,   372,  1,      8,20030711, 63.4328, -36.2295, 2104,   1012.4,   3.8199,  34.9043,2,    3.665,2,    1.885,2,    1.098,2, 3.74392436
  06MT20030626,   372,  1,      7,20030711, 63.4328, -36.2295, 2104,   1517.7,   3.4899,  34.9179,2,    3.247,2,    1.625,2,    0.801,2, 3.37403907
  06MT20030626,   372,  1,      6,20030711, 63.4328, -36.2295, 2104,   1818.7,   2.9617,  34.9070,2,    3.465,2,    1.744,2,    0.891,2, 2.82604748
  06MT20030626,   372,  1,      5,20030711, 63.4328, -36.2295, 2104,   2018.6,   1.8964,  34.8976,2,    3.487,2,    1.831,2,    1.188,2, 1.75905562
  06MT20030626,   372,  1,      4,20030711, 63.4328, -36.2295, 2104,   2068.8,   1.8744,  34.8981,2,    3.511,2,    1.800,2,    1.152,2,  1.7331727
  06MT20030626,   372,  1,      3,20030711, 63.4328, -36.2295, 2104,   2094.4,   1.8702,  34.8981,2, -999.000,9, -999.000,9,     -999,9, 1.72687349
  06MT20030626,   372,  1,      2,20030711, 63.4328, -36.2295, 2104,   2093.5,   1.8702,  34.8981,2,    3.465,2,    1.795,2,     -999,9, 1.72694977
  06MT20030626,   372,  1,      1,20030711, 63.4328, -36.2295, 2104,   2093.2,   1.8704,  34.8981,2, -999.000,9, -999.000,9,    1.152,2, 1.72717202
  06MT20030626,   373,  1,     20,20030711, 63.3672, -36.0988, 2212,     13.1,   8.4874,  35.0554,2, -999.000,9, -999.000,9,    1.458,2, 8.48604003
  06MT20030626,   373,  1,     19,20030711, 63.3672, -36.0988, 2212,     13.2,   8.4873,  35.0545,2, -999.000,9, -999.000,9,     -999,9, 8.48592967
  06MT20030626,   373,  1,     18,20030711, 63.3672, -36.0988, 2212,    103.4,   7.0715,  35.0927,2,    4.030,2,    2.177,2,     -999,9, 7.06180516
  06MT20030626,   373,  1,     17,20030711, 63.3672, -36.0988, 2212,    203.7,   6.3295,  35.0523,2, -999.000,9, -999.000,9,     -999,9, 6.31142939
  06MT20030626,   373,  1,     16,20030711, 63.3672, -36.0988, 2212,    203.6,   6.3259,  35.0519,2,    4.049,2,    2.210,2,     -999,9, 6.30784416
  06MT20030626,   373,  1,     15,20030711, 63.3672, -36.0988, 2212,    403.6,   5.7133,  35.0024,2, -999.000,9, -999.000,9,    1.323,2, 5.67886855
  06MT20030626,   373,  1,     14,20030711, 63.3672, -36.0988, 2212,    402.9,   5.7083,  35.0024,2, -999.000,9, -999.000,9,     -999,9, 5.67394576
  06MT20030626,   373,  1,     13,20030711, 63.3672, -36.0988, 2212,    606.8,   4.8375,  34.9550,2,    3.644,2,    1.921,2,     -999,9, 4.78898077
  06MT20030626,   373,  1,     12,20030711, 63.3672, -36.0988, 2212,   1007.2,   3.7701,  34.8994,2,    3.772,2,    1.944,2,    0.972,2, 3.69494911
  06MT20030626,   373,  1,     11,20030711, 63.3672, -36.0988, 2212,   1007.2,   3.7686,  34.8993,2, -999.000,9, -999.000,9,     -999,9, 3.69346093
  06MT20030626,   373,  1,     10,20030711, 63.3672, -36.0988, 2212,   1517.4,   3.5037,  34.9186,2,    3.226,2,    1.607,2,     -999,9, 3.38770485
  06MT20030626,   373,  1,      9,20030711, 63.3672, -36.0988, 2212,   1516.7,   3.4999,  34.9185,2, -999.000,9, -999.000,9,     0.81,2, 3.38401024
  06MT20030626,   373,  1,      8,20030711, 63.3672, -36.0988, 2212,   1770.9,   3.1780,  34.9043,2,    3.200,2,    1.591,2,     -999,9, 3.04366833
  06MT20030626,   373,  1,      7,20030711, 63.3672, -36.0988, 2212,   1921.4,   2.8905,  34.9095,2, -999.000,9, -999.000,9,     -999,9, 2.74672198
  06MT20030626,   373,  1,      6,20030711, 63.3672, -36.0988, 2212,   2019.9,   2.4652,  34.9035,2,    3.387,2,    1.726,2,    0.927,2, 2.31903078
  06MT20030626,   373,  1,      5,20030711, 63.3672, -36.0988, 2212,   2121.2,   1.8990,  34.9044,2, -999.000,9, -999.000,9,    1.251,2, 1.75291146
  06MT20030626,   373,  1,      4,20030711, 63.3672, -36.0988, 2212,   2169.9,   1.6389,  34.8985,2,    3.646,2,    1.882,2,    1.269,2, 1.49292821
  06MT20030626,   373,  1,      3,20030711, 63.3672, -36.0988, 2212,   2201.9,   1.5685,  34.8990,2, -999.000,9, -999.000,9,     -999,9, 1.42099537
  06MT20030626,   373,  1,      2,20030711, 63.3672, -36.0988, 2212,   2201.7,   1.5688,  34.8995,2,    3.663,2,    1.937,2,     -999,9, 1.42130535
  06MT20030626,   373,  1,      1,20030711, 63.3672, -36.0988, 2212,   2201.7,   1.5713,  34.8991,2, -999.000,9, -999.000,9,    1.242,2, 1.42376514
  06MT20030626,   374,  1,     13,20030711, 63.3005, -35.9693, 2318,     13.2,   8.5934,  35.0717,2,    3.914,2,    2.178,2,    1.449,2, 8.59201883
  06MT20030626,   374,  1,     12,20030711, 63.3005, -35.9693, 2318,    103.5,   7.0068,  35.1167,2,    3.908,2,    2.137,2,     -999,9, 6.99714283
  06MT20030626,   374,  1,     11,20030711, 63.3005, -35.9693, 2318,    401.4,   5.6332,  35.0065,2,    3.776,2,    2.028,2,    1.242,2, 5.59920702
  06MT20030626,   374,  1,     10,20030711, 63.3005, -35.9693, 2318,    803.5,   4.2306,  34.9245,2, -999.000,9, -999.000,9,     -999,9, 4.16898808
  06MT20030626,   374,  1,      9,20030711, 63.3005, -35.9693, 2318,   1010.3,   3.7820,  34.9002,2,    3.690,2,    1.893,2,     -999,9, 3.70650007
  06MT20030626,   374,  1,      8,20030711, 63.3005, -35.9693, 2318,   1010.2,   3.7829,  34.9008,2, -999.000,9, -999.000,9,    0.864,2, 3.70740028
  06MT20030626,   374,  1,      7,20030711, 63.3005, -35.9693, 2318,   1513.3,   3.5131,  34.9189,2,    3.196,2,    1.570,2,    0.801,2, 3.39735604
  06MT20030626,   374,  1,      6,20030711, 63.3005, -35.9693, 2318,   2019.6,   2.6735,  34.8993,2,    3.285,2,    1.628,2,     -999,9, 2.52420501
  06MT20030626,   374,  1,      5,20030711, 63.3005, -35.9693, 2318,   2119.8,   2.2908,  34.8950,2, -999.000,9, -999.000,9,     -999,9, 2.13859672
  06MT20030626,   374,  1,      4,20030711, 63.3005, -35.9693, 2318,   2218.7,   1.9565,  34.9048,2,    3.619,2,    1.818,2,    1.179,2, 1.80105469
  06MT20030626,   374,  1,      3,20030711, 63.3005, -35.9693, 2318,   2269.5,   1.6368,  34.8983,2,    3.701,2,    1.895,2,    1.206,2, 1.48239518
  06MT20030626,   374,  1,      2,20030711, 63.3005, -35.9693, 2318,   2308.4,   1.5417,  34.9002,2, -999.000,9, -999.000,9,     -999,9, 1.38559607
  06MT20030626,   374,  1,      1,20030711, 63.3005, -35.9693, 2318,   2308.4,   1.5435,  34.9000,2, -999.000,9, -999.000,9,    1.215,2, 1.38736549
  06MT20030626,   375,  1,     15,20030711, 63.2667, -35.9082, 2378,     14.7,   8.6435,  35.0714,2, -999.000,9, -999.000,9,     -999,9, 8.64195623
  06MT20030626,   375,  1,     14,20030711, 63.2667, -35.9082, 2378,     14.5,   8.6429,  35.0714,2, -999.000,9, -999.000,9,     -999,9, 8.64137731
  06MT20030626,   375,  1,     13,20030711, 63.2667, -35.9082, 2378,    103.9,   7.0045,  35.1134,2,    3.861,2,    2.205,2,     -999,9,  6.9948076
  06MT20030626,   375,  1,     12,20030711, 63.2667, -35.9082, 2378,    204.2,   6.3767,  35.0608,2,    3.910,2,    2.132,2,     -999,9, 6.35850758
  06MT20030626,   375,  1,     11,20030711, 63.2667, -35.9082, 2378,    606.4,   4.7852,  34.9490,2,    3.636,2,    1.917,2,     -999,9, 4.73696545
  06MT20030626,   375,  1,     10,20030711, 63.2667, -35.9082, 2378,   1010.8,   3.8148,  34.9036,2, -999.000,9, -999.000,9,     -999,9, 3.73899754
  06MT20030626,   375,  1,      9,20030711, 63.2667, -35.9082, 2378,   1011.3,   3.8123,  34.9034,2,    3.701,2,    1.892,2,     -999,9, 3.73647606
  06MT20030626,   375,  1,      8,20030711, 63.2667, -35.9082, 2378,   1507.2,   3.4476,  34.9120,2,    3.194,2,    1.556,2,     -999,9,  3.3331576
  06MT20030626,   375,  1,      7,20030711, 63.2667, -35.9082, 2378,   2021.6,   2.8750,  34.9076,2,    2.986,2,    1.468,2,     -999,9, 2.72244208
  06MT20030626,   375,  1,      6,20030711, 63.2667, -35.9082, 2378,   2126.2,   2.4015,  34.8973,2, -999.000,9, -999.000,9,    1.152,2, 2.24695546
  06MT20030626,   375,  1,      5,20030711, 63.2667, -35.9082, 2378,   2227.7,   2.0566,  34.9015,2,    3.437,2,    1.765,2,     -999,9, 1.89870417
  06MT20030626,   375,  1,      4,20030711, 63.2667, -35.9082, 2378,   2276.2,   1.6979,  34.8962,2, -999.000,9, -999.000,9,     1.17,2, 1.54187911
  06MT20030626,   375,  1,      3,20030711, 63.2667, -35.9082, 2378,   2324.9,   1.5857,  34.8980,2,    3.584,2,    1.868,2,    1.143,2, 1.42741742
  06MT20030626,   375,  1,      2,20030711, 63.2667, -35.9082, 2378,   2367.7,   1.5563,  34.8996,2, -999.000,9, -999.000,9,     -999,9, 1.39483042
  06MT20030626,   375,  1,      1,20030711, 63.2667, -35.9082, 2378,   2367.7,   1.5570,  34.8994,2,    3.544,2,    1.841,2,    1.224,2, 1.39551874
  06MT20030626,   376,  1,     20,20030712, 63.2335, -35.8285, 2431,     13.0,   8.6680,  35.0576,2, -999.000,9, -999.000,9,    1.503,2, 8.66663279
  06MT20030626,   376,  1,     19,20030712, 63.2335, -35.8285, 2431,     13.1,   8.6678,  35.0576,2, -999.000,9, -999.000,9,     -999,9, 8.66642228
  06MT20030626,   376,  1,     18,20030712, 63.2335, -35.8285, 2431,     58.0,   8.5249,  35.0672,2,    3.908,2,    2.177,2,    1.269,2,  8.5188448
  06MT20030626,   376,  1,     17,20030712, 63.2335, -35.8285, 2431,    108.9,   6.9562,  35.1060,2,    3.945,2,    2.163,2,     -999,9, 6.94607887
  06MT20030626,   376,  1,     16,20030712, 63.2335, -35.8285, 2431,    208.9,   6.2857,  35.0490,2, -999.000,9, -999.000,9,    1.206,2, 6.26723183
  06MT20030626,   376,  1,     15,20030712, 63.2335, -35.8285, 2431,    409.1,   5.4048,  34.9724,2,    3.973,2,    2.149,2,     -999,9,   5.370875
  06MT20030626,   376,  1,     14,20030712, 63.2335, -35.8285, 2431,    508.8,   5.0112,  34.9479,2, -999.000,9, -999.000,9,    1.179,2, 4.97020563
  06MT20030626,   376,  1,     13,20030712, 63.2335, -35.8285, 2431,    814.2,   4.0830,  34.9110,2,    3.721,2,    1.933,2,    0.999,2, 4.02144992
  06MT20030626,   376,  1,     12,20030712, 63.2335, -35.8285, 2431,   1017.4,   3.7728,  34.9010,2,    3.559,2,    1.883,2,    0.864,2, 3.69678573
  06MT20030626,   376,  1,     11,20030712, 63.2335, -35.8285, 2431,   1317.6,   3.6706,  34.9235,2, -999.000,9, -999.000,9,    0.882,2, 3.57016498
  06MT20030626,   376,  1,     10,20030712, 63.2335, -35.8285, 2431,   1317.8,   3.6710,  34.9234,2, -999.000,9, -999.000,9,     -999,9, 3.57054396
  06MT20030626,   376,  1,      9,20030712, 63.2335, -35.8285, 2431,   1520.9,   3.5022,  34.9186,2,    3.208,2,    1.585,2,    0.747,2,  3.3859148
  06MT20030626,   376,  1,      8,20030712, 63.2335, -35.8285, 2431,   1774.6,   3.2059,  34.9048,2, -999.000,9, -999.000,9,    0.675,2,  3.0708639
  06MT20030626,   376,  1,      7,20030712, 63.2335, -35.8285, 2431,   2028.7,   2.9819,  34.9146,2,    2.703,2,    1.330,2,    0.639,2, 2.82705151
  06MT20030626,   376,  1,      6,20030712, 63.2335, -35.8285, 2431,   2231.1,   2.1914,  34.9013,2,    3.446,2,    1.781,2,    1.116,2, 2.03094739
  06MT20030626,   376,  1,      5,20030712, 63.2335, -35.8285, 2431,   2332.5,   1.6649,  34.8988,2, -999.000,9, -999.000,9,     1.08,2, 1.50456728
  06MT20030626,   376,  1,      4,20030712, 63.2335, -35.8285, 2431,   2382.8,   1.4550,  34.8985,2,    3.548,2,    1.796,2,     1.17,2, 1.29404144
  06MT20030626,   376,  1,      3,20030712, 63.2335, -35.8285, 2431,   2420.6,   1.4671,  34.8984,2, -999.000,9, -999.000,9,    1.017,2, 1.30265234
  06MT20030626,   376,  1,      2,20030712, 63.2335, -35.8285, 2431,   2420.3,   1.4667,  34.8985,2,    3.290,2,    1.718,2,     -999,9, 1.30228526
  06MT20030626,   376,  1,      1,20030712, 63.2335, -35.8285, 2431,   2420.4,   1.4666,  34.8986,2, -999.000,9, -999.000,9,    1.008,2, 1.30217799
  06MT20030626,   377,  1,     19,20030712, 63.1655, -35.7173, 2527,     15.2,   8.9252,  35.0197,2, -999.000,9, -999.000,9,     -999,9, 8.92357287
