EXPOCODE,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,THETA
,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PMOL/KG,,PMOL/KG,,FMOL/KG,,DEGC
  06MT20030626,   387,  1,      3,20030713, 62.2013, -38.0513, 2512,   2501.8,   1.1232,  34.8964,2, -999.000,9, -999.000,9,     -999,9,0.958124096
  06MT20030626,   387,  1,      2,20030713, 62.2013, -38.0513, 2512,   2501.1,   1.1277,  34.8964,2,    3.797,2,    1.956,2,     -999,9,0.962599333
  06MT20030626,   387,  1,      1,20030713, 62.2013, -38.0513, 2512,   2501.4,   1.1349,  34.8958,2, -999.000,9, -999.000,9,     -999,9,0.969640514
  06MT20030626,   388,  1,     17,20030713, 62.4010, -38.6382, 2288,     13.1,   8.7097,  35.0040,2,    4.270,2,    2.249,2,     1.53,2, 8.70831925
  06MT20030626,   388,  1,     16,20030713, 62.4010, -38.6382, 2288,    103.5,   6.4418,  35.0623,2, -999.000,9, -999.000,9,    1.485,2, 6.43259984
  06MT20030626,   388,  1,     15,20030713, 62.4010, -38.6382, 2288,    203.1,   6.0373,  35.0305,2,    4.201,2,    2.208,2,     -999,9, 6.01974709
  06MT20030626,   388,  1,     14,20030713, 62.4010, -38.6382, 2288,    606.1,   4.4072,  34.9367,2,    3.869,2,    1.940,2,    1.179,2, 4.36077776
  06MT20030626,   388,  1,     13,20030713, 62.4010, -38.6382, 2288,   1011.2,   3.5842,  34.8909,2,    3.787,2,    1.862,2,    1.035,2, 3.51018629
  06MT20030626,   388,  1,     12,20030713, 62.4010, -38.6382, 2288,   1211.7,   3.5618,  34.9176,2, -999.000,9, -999.000,9,    0.909,2, 3.47142266
  06MT20030626,   388,  1,     11,20030713, 62.4010, -38.6382, 2288,   1515.3,   3.2786,  34.9021,2,    3.397,2,    1.597,2,    0.882,2,  3.1654212
  06MT20030626,   388,  1,     10,20030713, 62.4010, -38.6382, 2288,   1516.7,   3.2778,  34.9019,2, -999.000,9, -999.000,9,     -999,9, 3.16451034
  06MT20030626,   388,  1,      9,20030713, 62.4010, -38.6382, 2288,   1820.7,   3.0718,  34.9176,2, -999.000,9, -999.000,9,    1.062,2, 2.93442737
  06MT20030626,   388,  1,      8,20030713, 62.4010, -38.6382, 2288,   2024.2,   2.1069,  34.8964,2, -999.000,9, -999.000,9,    1.296,2,  1.9658573
  06MT20030626,   388,  1,      7,20030713, 62.4010, -38.6382, 2288,   2023.4,   2.1078,  34.8964,2,    3.787,2,    1.896,2,     -999,9, 1.96681179
  06MT20030626,   388,  1,      6,20030713, 62.4010, -38.6382, 2288,   2023.3,   2.1092,  34.8961,2, -999.000,9, -999.000,9,     -999,9, 1.96819988
  06MT20030626,   388,  1,      5,20030713, 62.4010, -38.6382, 2288,   2139.5,   1.9173,  34.8999,2,    3.834,2,    1.921,2,     -999,9, 1.76936687
  06MT20030626,   388,  1,      4,20030713, 62.4010, -38.6382, 2288,   2140.3,   1.9177,  34.8996,2, -999.000,9, -999.000,9,    1.431,2, 1.76969286
  06MT20030626,   388,  1,      3,20030713, 62.4010, -38.6382, 2288,   2277.7,   1.2671,  34.8927,2, -999.000,9, -999.000,9,    1.305,2, 1.11838503
  06MT20030626,   388,  1,      2,20030713, 62.4010, -38.6382, 2288,   2276.7,   1.2671,  34.8930,2,    3.896,2,    1.978,2,     -999,9, 1.11846721
  06MT20030626,   388,  1,      1,20030713, 62.4010, -38.6382, 2288,    579.5,   4.5082,  34.9412,2, -999.000,9, -999.000,9,     -999,9, 4.46347131
  06MT20030626,   389,  1,     17,20030713, 62.5838, -39.2172, 2035,     15.0,   8.5941,  35.0605,2, -999.000,9, -999.000,9,     1.44,2, 8.59253049
  06MT20030626,   389,  1,     16,20030713, 62.5838, -39.2172, 2035,    104.5,   7.2732,  35.1288,2,    4.133,2,    2.215,2,    1.485,2, 7.26323485
  06MT20030626,   389,  1,     15,20030713, 62.5838, -39.2172, 2035,    403.2,   5.8578,  35.0259,2,    3.955,2,    2.054,2,    1.413,2,  5.8229413
  06MT20030626,   389,  1,     14,20030713, 62.5838, -39.2172, 2035,    806.5,   4.1761,  34.9172,2, -999.000,9, -999.000,9,     1.17,2, 4.11458946
  06MT20030626,   389,  1,     13,20030713, 62.5838, -39.2172, 2035,   1008.2,   3.7537,  34.9014,2, -999.000,9, -999.000,9,     1.08,2, 3.67859104
  06MT20030626,   389,  1,     12,20030713, 62.5838, -39.2172, 2035,   1208.6,   3.5863,  34.9232,2, -999.000,9, -999.000,9,    0.801,2, 3.49594374
  06MT20030626,   389,  1,     11,20030713, 62.5838, -39.2172, 2035,   1208.0,   3.5856,  34.9230,2, -999.000,9, -999.000,9,     -999,9, 3.49530095
  06MT20030626,   389,  1,     10,20030713, 62.5838, -39.2172, 2035,   1512.5,   3.2048,  34.9037,2, -999.000,9, -999.000,9,    0.846,2, 3.09270794
  06MT20030626,   389,  1,      8,20030713, 62.5838, -39.2172, 2035,   1817.4,   2.5785,  34.8965,2, -999.000,9, -999.000,9,    0.981,2, 2.44826471
  06MT20030626,   389,  1,      7,20030713, 62.5838, -39.2172, 2035,   1971.1,   1.9203,  34.8886,2, -999.000,9, -999.000,9,    1.224,2, 1.78659143
  06MT20030626,   389,  1,      6,20030713, 62.5838, -39.2172, 2035,   1970.8,   1.9149,  34.8886,2, -999.000,9, -999.000,9,     -999,9, 1.78129743
  06MT20030626,   389,  1,      5,20030713, 62.5838, -39.2172, 2035,   1999.2,   1.8343,  34.8928,2, -999.000,9, -999.000,9,     -999,9, 1.69953993
  06MT20030626,   389,  1,      4,20030713, 62.5838, -39.2172, 2035,   2000.0,   1.8344,  34.8928,2, -999.000,9, -999.000,9,    1.269,2, 1.69957193
  06MT20030626,   389,  1,      3,20030713, 62.5838, -39.2172, 2035,   2023.7,   1.8345,  34.8928,2, -999.000,9, -999.000,9,     1.26,2, 1.69769673
  06MT20030626,   389,  1,      2,20030713, 62.5838, -39.2172, 2035,   2024.4,   1.8347,  34.8929,2,    3.890,2,    2.016,2,     -999,9, 1.69783489
  06MT20030626,   389,  1,      1,20030713, 62.5838, -39.2172, 2035,   2024.6,   1.8344,  34.8927,2, -999.000,9, -999.000,9,     -999,9,  1.6975235
  06MT20030626,   390,  1,     16,20030714, 62.7828, -39.8173, 1938,     13.1,   8.4468,  35.1183,2,    4.035,2,    2.173,2,    1.332,2, 8.44544276
  06MT20030626,   390,  1,     15,20030714, 62.7828, -39.8173, 1938,    103.5,   7.3647,  35.1237,2,    3.948,2,    2.151,2,     -999,9, 7.35475981
  06MT20030626,   390,  1,     14,20030714, 62.7828, -39.8173, 1938,    203.8,   6.8703,  35.0965,2,    3.958,2,    2.134,2,    1.341,2, 6.85136344
  06MT20030626,   390,  1,     13,20030714, 62.7828, -39.8173, 1938,    605.0,   4.8996,  34.9284,2,    4.202,2,    2.163,2,    1.287,2, 4.85096942
  06MT20030626,   390,  1,     12,20030714, 62.7828, -39.8173, 1938,   1008.8,   4.1007,  34.9353,2,    3.637,2,    1.827,2,     0.99,2, 4.02279114
  06MT20030626,   390,  1,     11,20030714, 62.7828, -39.8173, 1938,   1517.0,   3.1788,  34.9112,2,    3.329,2,    1.640,2,    0.729,2, 3.06660414
  06MT20030626,   390,  1,     10,20030714, 62.7828, -39.8173, 1938,   1517.2,   3.1773,  34.9109,2, -999.000,9, -999.000,9,     -999,9, 3.06510514
  06MT20030626,   390,  1,      9,20030714, 62.7828, -39.8173, 1938,   1619.1,   2.8646,  34.9055,2, -999.000,9, -999.000,9,    1.143,2, 2.74748599
  06MT20030626,   390,  1,      8,20030714, 62.7828, -39.8173, 1938,   1719.8,   2.7891,  34.9032,2,    3.351,2,    1.725,2,     -999,9, 2.66437366
  06MT20030626,   390,  1,      7,20030714, 62.7828, -39.8173, 1938,   1820.7,   2.6382,  34.9024,2, -999.000,9, -999.000,9,    1.017,2, 2.50683972
  06MT20030626,   390,  1,      6,20030714, 62.7828, -39.8173, 1938,   1820.1,   2.6386,  34.9022,2, -999.000,9, -999.000,9,     -999,9, 2.50728645
  06MT20030626,   390,  1,      5,20030714, 62.7828, -39.8173, 1938,   1870.3,   2.5813,  34.9020,2,    3.324,2,    1.736,2,     -999,9, 2.44645917
  06MT20030626,   390,  1,      4,20030714, 62.7828, -39.8173, 1938,   1870.1,   2.5816,  34.9022,2, -999.000,9, -999.000,9,    1.071,2, 2.44677157
  06MT20030626,   390,  1,      3,20030714, 62.7828, -39.8173, 1938,   1928.0,   2.5515,  34.9019,2, -999.000,9, -999.000,9,     -999,9, 2.41208375
  06MT20030626,   390,  1,      2,20030714, 62.7828, -39.8173, 1938,   1927.6,   2.5521,  34.9018,2,    3.592,2,    1.783,2,     -999,9, 2.41271015
  06MT20030626,   390,  1,      1,20030714, 62.7828, -39.8173, 1938,   1927.9,   2.5525,  34.9018,2, -999.000,9, -999.000,9,    1.008,2, 2.41307821
  06MT20030626,   391,  1,     13,20030714, 62.8663, -40.1172, 1702,    103.2,   7.6303,  35.1258,2,    4.044,2,    2.171,2,    1.485,2, 7.62018083
  06MT20030626,   391,  1,     12,20030714, 62.8663, -40.1172, 1702,    402.3,   6.1640,  35.0434,2,    3.990,2,    2.123,2,     -999,9, 6.12826805
  06MT20030626,   391,  1,     11,20030714, 62.8663, -40.1172, 1702,    809.7,   4.6663,  34.9486,2, -999.000,9, -999.000,9,     1.26,2, 4.60142681
  06MT20030626,   391,  1,     10,20030714, 62.8663, -40.1172, 1702,    809.6,   4.6646,  34.9485,2,    3.781,2,    1.889,2,     -999,9, 4.59974612
  06MT20030626,   391,  1,      9,20030714, 62.8663, -40.1172, 1702,   1010.8,   4.1716,  34.9405,2, -999.000,9, -999.000,9,    1.143,2, 4.09296322
  06MT20030626,   391,  1,      8,20030714, 62.8663, -40.1172, 1702,   1010.7,   4.1742,  34.9406,2,    3.898,2,    1.978,2,     -999,9, 4.09555144
  06MT20030626,   391,  1,      7,20030714, 62.8663, -40.1172, 1702,   1111.0,   3.8741,  34.9304,2, -999.000,9, -999.000,9,     -999,9, 3.78939046
  06MT20030626,   391,  1,      6,20030714, 62.8663, -40.1172, 1702,   1412.9,   3.3200,  34.9113,2,    3.372,2,    1.658,2,    1.035,2, 3.21509546
  06MT20030626,   391,  1,      5,20030714, 62.8663, -40.1172, 1702,   1615.0,   2.8620,  34.8981,2,    3.375,2,    1.657,2,    0.981,2, 2.74528523
  06MT20030626,   391,  1,      4,20030714, 62.8663, -40.1172, 1702,   1664.7,   2.7671,  34.8967,2, -999.000,9, -999.000,9,    1.026,2, 2.64736787
  06MT20030626,   391,  1,      3,20030714, 62.8663, -40.1172, 1702,   1692.2,   2.7539,  34.8965,2, -999.000,9, -999.000,9,     -999,9, 2.63200424
  06MT20030626,   391,  1,      2,20030714, 62.8663, -40.1172, 1702,   1692.1,   2.7538,  34.8965,2,    3.379,2,    1.689,2,     -999,9, 2.63191403
  06MT20030626,   391,  1,      1,20030714, 62.8663, -40.1172, 1702,   1691.7,   2.7539,  34.8965,2, -999.000,9, -999.000,9,    0.945,2, 2.63204673
  06MT20030626,   392,  1,     12,20030714, 62.9133, -40.2578, 1372,     12.7,   8.7062,  35.1133,2,    4.138,2,    2.229,2,    1.377,2, 8.70485966
  06MT20030626,   392,  1,     11,20030714, 62.9133, -40.2578, 1372,    103.2,   7.5261,  35.1238,2,    4.141,2,    2.212,2,     -999,9, 7.51606253
  06MT20030626,   392,  1,     10,20030714, 62.9133, -40.2578, 1372,    103.1,   7.5253,  35.1236,2, -999.000,9, -999.000,9,     -999,9, 7.51527298
  06MT20030626,   392,  1,      9,20030714, 62.9133, -40.2578, 1372,    200.8,   6.5900,  35.0788,2,    4.213,2,    2.302,2,     -999,9, 6.57178145
  06MT20030626,   392,  1,      8,20030714, 62.9133, -40.2578, 1372,    398.4,   5.8514,  35.0137,2, -999.000,9, -999.000,9,    1.224,2, 5.81699727
  06MT20030626,   392,  1,      7,20030714, 62.9133, -40.2578, 1372,    598.0,   5.3694,  34.9660,2,    4.310,2,    2.215,2,     -999,9, 5.31916585
  06MT20030626,   392,  1,      6,20030714, 62.9133, -40.2578, 1372,    852.2,   4.8369,  34.9272,2, -999.000,9, -999.000,9,     -999,9, 4.76727391
  06MT20030626,   392,  1,      5,20030714, 62.9133, -40.2578, 1372,   1153.1,   3.8650,  34.9313,2,    3.648,2,    1.787,2,    1.143,2, 3.77679585
  06MT20030626,   392,  1,      4,20030714, 62.9133, -40.2578, 1372,   1302.6,   3.7059,  34.9268,2,    3.944,2,    2.103,2,    1.089,2,  3.6063968
  06MT20030626,   392,  1,      3,20030714, 62.9133, -40.2578, 1372,   1361.9,   3.4251,  34.9176,2, -999.000,9, -999.000,9,     -999,9,  3.3233997
  06MT20030626,   392,  1,      2,20030714, 62.9133, -40.2578, 1372,   1362.4,   3.4257,  34.9179,2,    3.481,2,    1.708,2,     -999,9, 3.32395029
  06MT20030626,   392,  1,      1,20030714, 62.9133, -40.2578, 1372,   1361.7,   3.4298,  34.9182,2, -999.000,9, -999.000,9,    1.116,2, 3.32806644
  06MT20030626,   393,  1,      7,20030714, 62.9663, -40.4140,  453,     11.4,   8.0713,  35.1237,2,    4.281,2,    2.252,2,     -999,9, 8.07015113
  06MT20030626,   393,  1,      6,20030714, 62.9663, -40.4140,  453,     11.5,   8.1608,  35.1198,2, -999.000,9, -999.000,9,     -999,9, 8.15963335
  06MT20030626,   393,  1,      5,20030714, 62.9663, -40.4140,  453,    101.9,   7.3101,  35.0912,2,    4.199,2,    2.245,2,     -999,9, 7.30036204
  06MT20030626,   393,  1,      4,20030714, 62.9663, -40.4140,  453,    101.9,   7.2952,  35.0895,2, -999.000,9, -999.000,9,     -999,9, 7.28547385
  06MT20030626,   393,  1,      3,20030714, 62.9663, -40.4140,  453,    153.0,   6.2406,  34.9801,2,    4.358,2,    2.342,2,     -999,9, 6.22720396
  06MT20030626,   393,  1,      2,20030714, 62.9663, -40.4140,  453,    210.3,   5.2812,  34.9128,2,    4.327,2,    2.458,2,     -999,9, 5.26428713
  06MT20030626,   393,  1,      1,20030714, 62.9663, -40.4140,  453,    210.3,   5.3451,  34.9147,2, -999.000,9, -999.000,9,     -999,9, 5.32808176
  06MT20030626,   394,  1,      7,20030714, 63.0508, -40.7005,  411,    101.4,   5.6317,  34.8985,2, -999.000,9, -999.000,9,     -999,9, 5.62335106
  06MT20030626,   394,  1,      6,20030714, 63.0508, -40.7005,  411,    100.8,   5.6354,  34.8980,2, -999.000,9, -999.000,9,     -999,9, 5.62709807
  06MT20030626,   394,  1,      5,20030714, 63.0508, -40.7005,  411,    202.5,   5.3769,  34.8965,2,    2.132,2,    1.092,2,     -999,9, 5.36048045
  06MT20030626,   394,  1,      4,20030714, 63.0508, -40.7005,  411,    202.4,   5.3167,  34.8903,2, -999.000,9, -999.000,9,     -999,9, 5.30038572
  06MT20030626,   394,  1,      3,20030714, 63.0508, -40.7005,  411,    354.7,   5.1917,  34.8980,2,    4.601,2,    2.417,2,     -999,9, 5.16305482
  06MT20030626,   394,  1,      2,20030714, 63.0508, -40.7005,  411,    401.2,   5.1822,  34.8978,2, -999.000,9, -999.000,9,     -999,9, 5.14969291
  06MT20030626,   394,  1,      1,20030714, 63.0508, -40.7005,  411,    400.9,   5.1836,  34.8978,2, -999.000,9, -999.000,9,     -999,9, 5.15111375
  06MT20030626,   395,  1,      7,20030714, 63.1290, -40.9645,  249,     12.3,   1.2292,  32.1322,2, -999.000,9, -999.000,9,     -999,9, 1.22869557
  06MT20030626,   395,  1,      6,20030714, 63.1290, -40.9645,  249,     12.2,   1.2522,  32.1151,2, -999.000,9, -999.000,9,     -999,9, 1.25169768
  06MT20030626,   395,  1,      5,20030714, 63.1290, -40.9645,  249,     12.0,   1.2863,  32.1044,2,    6.752,2,    3.327,2,    2.124,2, 1.28580271
  06MT20030626,   395,  1,      4,20030714, 63.1290, -40.9645,  249,    102.4,   1.6609,  33.7859,2, -999.000,9, -999.000,9,     1.89,2, 1.65593847
  06MT20030626,   395,  1,      3,20030714, 63.1290, -40.9645,  249,    102.6,   1.6638,  33.7883,2,    6.172,2,    3.062,2,     -999,9, 1.65882568
  06MT20030626,   395,  1,      2,20030714, 63.1290, -40.9645,  249,    239.0,   4.3874,  34.6710,2,    5.010,2,    2.605,2,     -999,9, 4.36990095
  06MT20030626,   395,  1,      1,20030714, 63.1290, -40.9645,  249,    239.0,   4.3899,  34.6712,2, -999.000,9, -999.000,9,    1.755,2, 4.37239615
  06MT20030626,   410,  1,     22,20030716, 63.6348, -32.9003, 2810,     13.6,   9.4599,  35.0289,2, -999.000,9, -999.000,9,    1.413,2, 9.45839005
  06MT20030626,   410,  1,     21,20030716, 63.6348, -32.9003, 2810,    104.1,   7.0664,  35.1285,2,    4.001,2,    2.156,2,     -999,9, 7.05663716
  06MT20030626,   410,  1,     20,20030716, 63.6348, -32.9003, 2810,    206.3,   6.0115,  35.0183,2,    4.150,2,    2.228,2,     -999,9, 5.99371098
  06MT20030626,   410,  1,     19,20030716, 63.6348, -32.9003, 2810,    549.2,   4.8501,  34.9778,2, -999.000,9, -999.000,9,     -999,9,  4.8063447
  06MT20030626,   410,  1,     18,20030716, 63.6348, -32.9003, 2810,    549.3,   4.8462,  34.9772,2,    3.561,2,    1.800,2,    1.017,2, 4.80245345
  06MT20030626,   410,  1,     17,20030716, 63.6348, -32.9003, 2810,    956.9,   3.6716,  34.8896,2, -999.000,9, -999.000,9,     -999,9, 3.60131118
  06MT20030626,   410,  1,     16,20030716, 63.6348, -32.9003, 2810,    956.9,   3.6718,  34.8896,2,    3.817,2,    1.940,2,    0.963,2, 3.60150969
  06MT20030626,   410,  1,     15,20030716, 63.6348, -32.9003, 2810,   1260.3,   3.5513,  34.9071,2, -999.000,9, -999.000,9,     -999,9, 3.45695882
  06MT20030626,   410,  1,     14,20030716, 63.6348, -32.9003, 2810,   1412.6,   3.5136,  34.9175,2, -999.000,9, -999.000,9,    0.765,2, 3.40662138
  06MT20030626,   410,  1,     13,20030716, 63.6348, -32.9003, 2810,   1514.3,   3.3916,  34.9065,2,    3.267,2,    1.573,2,     -999,9, 3.27719553
  06MT20030626,   410,  1,     12,20030716, 63.6348, -32.9003, 2810,   1769.2,   3.2226,  34.8977,2, -999.000,9, -999.000,9,    0.702,2, 3.08784451
  06MT20030626,   410,  1,     11,20030716, 63.6348, -32.9003, 2810,   2023.0,   3.1777,  34.9100,2,    2.954,2,    1.403,2,     -999,9, 3.02042908
  06MT20030626,   410,  1,     10,20030716, 63.6348, -32.9003, 2810,   2022.6,   3.1776,  34.9098,2, -999.000,9, -999.000,9,     -999,9, 3.02036835
  06MT20030626,   410,  1,      9,20030716, 63.6348, -32.9003, 2810,   2274.7,   3.0819,  34.9167,2, -999.000,9, -999.000,9,     -999,9, 2.90242538
  06MT20030626,   410,  1,      8,20030716, 63.6348, -32.9003, 2810,   2424.2,   2.9664,  34.9152,2, -999.000,9, -999.000,9,    0.639,2, 2.77453557
  06MT20030626,   410,  1,      7,20030716, 63.6348, -32.9003, 2810,   2524.8,   2.8185,  34.9081,2,    2.890,2,    1.381,2,    0.756,2, 2.61958019
  06MT20030626,   410,  1,      6,20030716, 63.6348, -32.9003, 2810,   2625.1,   2.4912,  34.8921,2, -999.000,9, -999.000,9,    1.071,2, 2.28881184
  06MT20030626,   410,  1,      5,20030716, 63.6348, -32.9003, 2810,   2725.8,   1.9307,  34.8876,2,    3.527,2,    1.786,2,    1.143,2, 1.72975911
  06MT20030626,   410,  1,      4,20030716, 63.6348, -32.9003, 2810,   2777.2,   1.3293,  34.8901,2, -999.000,9, -999.000,9,     -999,9, 1.13582601
  06MT20030626,   410,  1,      3,20030716, 63.6348, -32.9003, 2810,   2776.6,   1.3302,  34.8900,2,    3.860,2,    1.887,2,     -999,9, 1.13676261
  06MT20030626,   410,  1,      2,20030716, 63.6348, -32.9003, 2810,   2799.8,   1.3224,  34.8902,2,    3.833,2,    1.941,2,     -999,9, 1.12700532
  06MT20030626,   410,  1,      1,20030716, 63.6348, -32.9003, 2810,   2799.7,   1.3226,  34.8901,2, -999.000,9, -999.000,9,    1.404,2, 1.12721077
  06MT20030626,   411,  1,     17,20030716, 63.7820, -33.1018, 2695,     14.0,   9.4764,  35.0229,2, -999.000,9, -999.000,9,     -999,9, 9.47484402
  06MT20030626,   411,  1,     16,20030716, 63.7820, -33.1018, 2695,    103.1,   5.6982,  34.9776,2,    4.258,2,    2.245,2,    1.557,2,   5.689643
  06MT20030626,   411,  1,     15,20030716, 63.7820, -33.1018, 2695,    406.9,   4.6080,  34.9274,2,    3.890,2,    1.971,2,    1.251,2, 4.57681114
  06MT20030626,   411,  1,     14,20030716, 63.7820, -33.1018, 2695,    608.6,   4.0364,  34.9029,2, -999.000,9, -999.000,9,     -999,9, 3.99156717
  06MT20030626,   411,  1,     13,20030716, 63.7820, -33.1018, 2695,    810.0,   3.6755,  34.8806,2,    4.076,2,    2.039,2,    1.377,2, 3.61689726
  06MT20030626,   411,  1,     12,20030716, 63.7820, -33.1018, 2695,   1010.4,   3.6271,  34.8928,2,    3.798,2,    1.855,2,    1.044,2, 3.55281265
  06MT20030626,   411,  1,     11,20030716, 63.7820, -33.1018, 2695,   1510.8,   3.3745,  34.9059,2,    3.368,2,    1.585,2,     -999,9, 3.26059746
  06MT20030626,   411,  1,     10,20030716, 63.7820, -33.1018, 2695,   1510.5,   3.3755,  34.9061,2, -999.000,9, -999.000,9,     -999,9,  3.2616115
  06MT20030626,   411,  1,      9,20030716, 63.7820, -33.1018, 2695,   2011.8,   3.1574,  34.9142,2,    2.996,2,    1.382,2,    0.702,2, 3.00145781
  06MT20030626,   411,  1,      8,20030716, 63.7820, -33.1018, 2695,   2411.7,   2.8631,  34.9198,2, -999.000,9, -999.000,9,     -999,9,  2.6742641
  06MT20030626,   411,  1,      7,20030716, 63.7820, -33.1018, 2695,   2512.1,   2.6283,  34.9080,2,    2.765,2,    1.323,2,    0.756,2, 2.43413192
  06MT20030626,   411,  1,      6,20030716, 63.7820, -33.1018, 2695,   2512.1,   2.6291,  34.9080,2, -999.000,9, -999.000,9,     -999,9, 2.43491712
  06MT20030626,   411,  1,      5,20030716, 63.7820, -33.1018, 2695,   2612.4,   2.0055,  34.8879,2,    3.739,2,    1.798,2,     -999,9, 1.81371692
  06MT20030626,   411,  1,      4,20030716, 63.7820, -33.1018, 2695,   2611.6,   2.0001,  34.8875,2, -999.000,9, -999.000,9,    1.071,2, 1.80849763
  06MT20030626,   411,  1,      3,20030716, 63.7820, -33.1018, 2695,   2660.3,   1.3124,  34.8889,2, -999.000,9, -999.000,9,    1.377,2, 1.12982192
  06MT20030626,   411,  1,      2,20030716, 63.7820, -33.1018, 2695,   2685.0,   0.6381,  34.8969,2, -999.000,9, -999.000,9,     -999,9,0.466835945
  06MT20030626,   411,  1,      1,20030716, 63.7820, -33.1018, 2695,   2684.9,   0.6463,  34.8974,2, -999.000,9, -999.000,9,    1.332,2,0.474876484
  06MT20030626,   412,  1,     18,20030716, 63.9510, -33.3025, 2503,     13.4,   9.3316,  35.0343,2,    4.085,2,    2.138,2,    1.458,2, 9.33012491
  06MT20030626,   412,  1,     17,20030716, 63.9510, -33.3025, 2503,    104.6,   7.1380,  35.1188,2,    3.912,2,    1.988,2,    1.305,2, 7.12813447
  06MT20030626,   412,  1,     16,20030716, 63.9510, -33.3025, 2503,    205.1,   6.3680,  35.0557,2,    3.953,2,    2.048,2,     -999,9, 6.34974148
  06MT20030626,   412,  1,     15,20030716, 63.9510, -33.3025, 2503,    406.4,   5.5547,  34.9902,2, -999.000,9, -999.000,9,    1.341,2, 5.52052537
  06MT20030626,   412,  1,     14,20030716, 63.9510, -33.3025, 2503,    608.3,   4.8098,  34.9657,2,    3.600,2,    1.768,2,     -999,9, 4.76127342
  06MT20030626,   412,  1,     13,20030716, 63.9510, -33.3025, 2503,    809.8,   4.1599,  34.9291,2, -999.000,9, -999.000,9,    1.035,2, 4.09820306
  06MT20030626,   412,  1,     12,20030716, 63.9510, -33.3025, 2503,   1010.0,   3.9470,  34.9362,2,    3.482,2,    1.675,2,    0.999,2, 3.87018056
  06MT20030626,   412,  1,     11,20030716, 63.9510, -33.3025, 2503,   1510.3,   3.5502,  34.9239,2, -999.000,9, -999.000,9,     -999,9,  3.4342821
  06MT20030626,   412,  1,     10,20030716, 63.9510, -33.3025, 2503,   1510.7,   3.5504,  34.9238,2,    3.170,2,    1.508,2,     -999,9, 3.43444485
  06MT20030626,   412,  1,      9,20030716, 63.9510, -33.3025, 2503,   2009.6,   3.2009,  34.9074,2,    3.066,2,    1.427,2,    0.702,2, 3.04453115
  06MT20030626,   412,  1,      8,20030716, 63.9510, -33.3025, 2503,   2205.7,   3.1068,  34.9150,2,    2.758,2,    1.300,2,    0.693,2, 2.93349054
  06MT20030626,   412,  1,      7,20030716, 63.9510, -33.3025, 2503,   2305.7,   2.8249,  34.9096,2, -999.000,9, -999.000,9,      0.9,2, 2.64686366
  06MT20030626,   412,  1,      6,20030716, 63.9510, -33.3025, 2503,   2306.0,   2.8254,  34.9094,2, -999.000,9, -999.000,9,     -999,9, 2.64732757
  06MT20030626,   412,  1,      5,20030716, 63.9510, -33.3025, 2503,   2406.9,   2.1433,  34.8939,2, -999.000,9, -999.000,9,     -999,9, 1.96787177
  06MT20030626,   412,  1,      4,20030716, 63.9510, -33.3025, 2503,   2407.0,   2.1301,  34.8932,2, -999.000,9, -999.000,9,    1.143,2, 1.95490223
  06MT20030626,   412,  1,      3,20030716, 63.9510, -33.3025, 2503,   2459.8,   1.2831,  34.8935,2,    3.901,2,    1.858,2,     -999,9, 1.11865943
  06MT20030626,   412,  1,      2,20030716, 63.9510, -33.3025, 2503,   2493.0,   1.0177,  34.8952,2,    3.816,2,    1.911,2,     -999,9,0.855366259
  06MT20030626,   412,  1,      1,20030716, 63.9510, -33.3025, 2503,   2492.9,   1.0332,  34.8957,2, -999.000,9, -999.000,9,    1.386,2,0.870581075
  06MT20030626,   413,  1,     15,20030716, 64.1500, -33.4633, 2254,     14.9,   9.6309,  35.0225,2, -999.000,9, -999.000,9,     1.44,2,  9.6292269
  06MT20030626,   413,  1,     14,20030716, 64.1500, -33.4633, 2254,    105.7,   7.3752,  35.1457,2,    3.849,2,    2.037,2,     -999,9, 7.36503488
  06MT20030626,   413,  1,     13,20030716, 64.1500, -33.4633, 2254,    408.0,   5.9082,  35.0334,2,    3.568,2,    1.828,2,    1.161,2, 5.87274994
  06MT20030626,   413,  1,     12,20030716, 64.1500, -33.4633, 2254,    808.0,   4.1578,  34.9307,2,    3.705,2,    1.812,2,     -999,9, 4.09626206
  06MT20030626,   413,  1,     11,20030716, 64.1500, -33.4633, 2254,   1012.7,   3.7874,  34.9142,2, -999.000,9, -999.000,9,     -999,9, 3.71163644
  06MT20030626,   413,  1,     10,20030716, 64.1500, -33.4633, 2254,   1012.4,   3.7887,  34.9150,2, -999.000,9, -999.000,9,     -999,9, 3.71294968
  06MT20030626,   413,  1,      9,20030716, 64.1500, -33.4633, 2254,   1012.7,   3.7885,  34.9146,2,    3.689,2,    1.766,2,    1.035,2, 3.71272718
  06MT20030626,   413,  1,      8,20030716, 64.1500, -33.4633, 2254,   1214.7,   3.7789,  34.9471,2, -999.000,9, -999.000,9,    0.846,2,  3.6861922
  06MT20030626,   413,  1,      7,20030716, 64.1500, -33.4633, 2254,   1518.6,   3.3962,  34.9139,2,    3.190,2,    1.509,2,    0.756,2, 3.28134989
