EXPOCODE,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,INDEX,THETA
,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,DEGC
  18SN19970803,   504, 39,      4,19970818, 78.3318, -74.5058,  565,    505.5,  -0.4540,  34.2540,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,      410,  -0.471798098
  18SN19970803,   504, 39,      3,19970818, 78.3318, -74.5058,  565,    505.6,  -0.4500,  34.2550,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,      411,  -0.467820086
  18SN19970803,   504, 39,      2,19970818, 78.3318, -74.5058,  565,    505.8,  -0.4480,  34.2560,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,      412,  -0.465837547
  18SN19970803,   504, 39,      1,19970818, 78.3318, -74.5058,  565,    554.7,  -0.4360,  34.2720,2,    277.6,2,    16.90,2,    13.38,2,     0.04,2,     1.11,2,    2.260,2,    1.120,2, -999.000,9,    4.870,2,   2163.3,2,   2274.2,3,      413,  -0.455884675
  18SN19970803,   505, 42,     11,19970818, 78.3337, -74.9437,  160,      4.0,-999.0000,  32.4920,2,    351.0,2,    15.75,2,     6.55,2,     0.03,2,     1.15,2,    6.250,2,    2.800,2,    0.240,2,    8.760,2,   2114.2,2,   2233.9,2,      414,          -999
  18SN19970803,   505, 42,     10,19970818, 78.3337, -74.9437,  160,      6.8,  -1.3150,  32.5070,2,    350.5,2,    15.45,2,     6.55,2,     0.03,2,     1.15,2,    6.130,2,    2.980,2,    0.260,2,    9.220,2,   2113.8,2,   2224.0,2,      415,   -1.31513383
  18SN19970803,   505, 42,      9,19970818, 78.3337, -74.9437,  160,     27.2,  -1.2620,  32.7320,2,    338.2,2,    16.23,2,     7.73,2,     0.04,2,     1.22,2,    5.980,2,    2.820,2,    0.240,2,    8.920,2,   2127.4,2,   2245.1,2,      416,   -1.26256537
  18SN19970803,   505, 42,      8,19970818, 78.3337, -74.9437,  160,     41.5,  -1.4200,  32.9510,2,    320.1,2,    20.53,2,     9.97,2,     0.04,2,     1.35,2,    5.580,2,    2.680,2,    0.220,2,    8.850,2,   2150.8,2,   2240.3,2,      417,   -1.42082852
  18SN19970803,   505, 42,      7,19970818, 78.3337, -74.9437,  160,     61.8,  -1.3880,  33.0220,2,    315.6,2,    20.63,2,    10.46,2,     0.04,2,     1.35,2,    5.050,2,    2.410,2,    0.190,2,    7.570,3,   2154.3,2,   2260.5,2,      418,    -1.3892721
  18SN19970803,   505, 42,      6,19970818, 78.3337, -74.9437,  160,     76.4,  -1.2910,  33.1580,2,    314.5,2,    18.77,2,    10.07,2,     0.05,2,     1.29,2,    5.170,2,    2.440,2,    0.200,2,    8.280,2,   2155.1,2,   2248.7,2,      419,   -1.29266877
  18SN19970803,   505, 42,      5,19970818, 78.3337, -74.9437,  160,     90.6,  -1.2550,  33.2280,2,    315.1,2,    17.50,2,     9.97,2,     0.06,2,     1.26,2,    5.160,2,    2.400,2,    0.220,2,    8.190,2,   2153.6,2,   2264.4,2,      420,   -1.25703237
  18SN19970803,   505, 42,      4,19970818, 78.3337, -74.9437,  160,    119.1,  -1.2740,  33.2730,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,      421,   -1.27669547
  18SN19970803,   505, 42,      3,19970818, 78.3337, -74.9437,  160,    119.3,  -1.2720,  33.2780,2,    306.7,2,    19.94,2,    10.95,2,     0.07,2,     1.32,2,    4.730,2,    2.300,2,    0.180,2,    7.900,2,   2160.2,2,   2255.7,2,      422,   -1.27470347
  18SN19970803,   505, 42,      2,19970818, 78.3337, -74.9437,  160,    133.7,  -1.1740,  33.4170,2,    301.5,2,    20.43,2,    11.53,2,     0.07,2,     1.31,2,    4.300,2,    2.290,2,    0.150,2,    7.330,2,   2162.1,2,   2260.2,2,      423,   -1.17719875
  18SN19970803,   505, 42,      1,19970818, 78.3337, -74.9437,  160,    150.1,  -1.1040,  33.4980,2,    298.6,2,    19.65,2,    11.73,2,     0.07,2,     1.28,2,    4.310,2,    2.060,2,    0.130,2,    6.510,2,   2162.5,2,   2277.6,2,      424,   -1.10772981
END_DATA
