EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,CHLORA,CHLORA_FLAG_W,PPHYTN,PPHYTN_FLAG_W,DELO18,DELO18_FLAG_W
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UG/KG,,UG/KG,,/MILLE,
  58HJ20120807,Arctic,   616,  1,      4,2,20120816,0601, 78.9967,   6.3338, 1524,    808.5,  -0.3992,  34.8959,2,   -999.0,9,     8.98,2,    14.39,2,     0.06,2,     1.01,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   616,  1,      5,2,20120816,0601, 78.9967,   6.3338, 1524,    504.1,   1.1070,  34.9510,2,   -999.0,9,     6.79,2,    13.37,2,     0.05,2,     0.96,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   616,  1,      6,2,20120816,0601, 78.9967,   6.3338, 1524,    402.8,   2.1785,  35.0089,2,   -999.0,9,     5.90,2,    12.91,2,     0.05,2,     0.93,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   616,  1,      7,2,20120816,0601, 78.9967,   6.3338, 1524,    301.8,   3.0638,  35.0631,2,   -999.0,9,     5.58,2,    12.66,2,     0.06,2,     0.89,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   616,  1,      8,2,20120816,0601, 78.9967,   6.3338, 1524,    200.7,   3.7543,  35.1150,2,   -999.0,9,     4.95,2,    11.98,2,     0.06,2,     0.83,2,   -999.0,9,   -999.0,9,     0.00,2,     0.00,2,  -999.00,9
  58HJ20120807,Arctic,   616,  1,      9,2,20120816,0601, 78.9967,   6.3338, 1524,     99.6,   4.1823,  35.1215,2,   -999.0,9,     5.11,2,    12.32,2,     0.11,2,     0.85,2,   -999.0,9,   -999.0,9,     0.03,2,     0.11,2,  -999.00,9
  58HJ20120807,Arctic,   616,  1,     10,2,20120816,0601, 78.9967,   6.3338, 1524,     49.0,   5.0386,  35.1224,2,   -999.0,9,     5.01,2,    11.76,2,     0.11,2,     0.83,2,   -999.0,9,   -999.0,9,     0.16,2,     0.16,2,  -999.00,9
  58HJ20120807,Arctic,   616,  1,     11,2,20120816,0601, 78.9967,   6.3338, 1524,     28.7,   6.0794,  35.0907,2,   -999.0,9,     3.86,2,     4.87,2,     0.25,2,     0.55,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   616,  1,     12,2,20120816,0601, 78.9967,   6.3338, 1524,     10.1,   6.5119,  34.9794,2,   -999.0,9,     1.93,2,     1.06,2,     0.10,2,     0.21,2,   -999.0,9,   -999.0,9,     0.06,2,     0.08,2,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      1,2,20120816,1234, 79.0022,   8.0843,  999,   1011.9,  -0.8247,  34.8993,2,   -999.0,9,    12.69,2,    15.24,2,     0.09,2,     1.07,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      2,2,20120816,1234, 79.0022,   8.0843,  999,    809.7,  -0.1075,  34.9088,2,   -999.0,9,     9.45,2,    14.37,2,     0.07,2,     1.02,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      3,2,20120816,1234, 79.0022,   8.0843,  999,    504.2,   3.5927,  35.1033,2,   -999.0,9,     9.52,3,    14.48,2,     0.06,2,     1.03,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      4,2,20120816,1234, 79.0022,   8.0843,  999,    402.7,   3.6525,  35.0708,2,   -999.0,9,     5.05,3,    12.22,2,     0.07,2,     0.85,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      5,2,20120816,1234, 79.0022,   8.0843,  999,    302.2,   3.9761,  35.0862,2,   -999.0,9,     5.17,2,    12.02,2,     0.06,2,     0.84,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      6,2,20120816,1234, 79.0022,   8.0843,  999,    200.6,   4.4378,  35.1012,2,   -999.0,9,     4.93,2,    11.90,2,     0.05,2,     0.83,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      7,2,20120816,1234, 79.0022,   8.0843,  999,    150.1,   5.0577,  35.1337,2,   -999.0,9,     4.98,2,    11.83,2,     0.05,2,     0.82,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      8,2,20120816,1234, 79.0022,   8.0843,  999,     99.4,   5.7206,  35.1432,2,   -999.0,9,     4.87,2,    11.58,2,     0.06,2,     0.80,2,   -999.0,9,   -999.0,9,     0.02,2,     0.10,2,  -999.00,9
  58HJ20120807,Arctic,   617,  1,      9,2,20120816,1234, 79.0022,   8.0843,  999,     74.3,   5.8772,  35.1085,2,   -999.0,9,     4.53,2,    10.15,2,     0.16,2,     0.72,2,   -999.0,9,   -999.0,9,     0.06,2,     0.14,2,  -999.00,9
  58HJ20120807,Arctic,   617,  1,     10,2,20120816,1234, 79.0022,   8.0843,  999,     48.6,   6.3904,  35.1340,2,   -999.0,9,     4.55,2,    10.65,2,     0.10,2,     0.75,2,   -999.0,9,   -999.0,9,     0.07,2,     0.12,2,  -999.00,9
  58HJ20120807,Arctic,   617,  1,     11,2,20120816,1234, 79.0022,   8.0843,  999,     29.6,   7.2285,  35.0719,2,   -999.0,9,     2.02,2,     3.33,2,     0.18,2,     0.37,2,   -999.0,9,   -999.0,9,     1.12,2,     0.44,2,  -999.00,9
  58HJ20120807,Arctic,   617,  1,     12,2,20120816,1234, 79.0022,   8.0843,  999,      9.7,   7.2343,  35.0762,2,   -999.0,9,     1.97,2,     3.28,2,     0.15,2,     0.37,2,   -999.0,9,   -999.0,9,     0.81,2,     0.25,2,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      1,2,20120816,1625, 78.9943,   8.4325,  599,    606.0,   1.0389,  34.9605,2,   -999.0,9,     7.46,2,    13.58,2,     0.08,2,     0.98,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      2,2,20120816,1625, 78.9943,   8.4325,  599,    504.2,   3.6505,  35.0594,2,   -999.0,9,     7.42,2,    13.73,2,     0.06,2,     0.98,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      3,2,20120816,1625, 78.9943,   8.4325,  599,    403.0,   3.6906,  35.0500,2,   -999.0,9,     5.76,2,    12.00,2,     0.05,2,     0.86,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      4,2,20120816,1625, 78.9943,   8.4325,  599,    301.7,   3.9432,  35.0663,2,   -999.0,9,     5.51,2,    11.90,2,     0.11,2,     0.85,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      5,2,20120816,1625, 78.9943,   8.4325,  599,    201.0,   4.6433,  35.1050,2,   -999.0,9,     5.10,2,    11.84,2,     0.07,2,     0.84,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      6,2,20120816,1625, 78.9943,   8.4325,  599,    150.2,   5.1443,  35.0932,2,   -999.0,9,     4.77,2,    11.75,2,     0.07,2,     0.82,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      7,2,20120816,1625, 78.9943,   8.4325,  599,     99.1,   6.0877,  35.1549,2,   -999.0,9,     4.57,2,    11.05,2,     0.11,2,     0.78,2,   -999.0,9,   -999.0,9,     0.01,2,     0.11,2,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      8,2,20120816,1625, 78.9943,   8.4325,  599,     74.0,   6.2793,  35.1507,2,   -999.0,9,     4.80,2,    11.19,2,     0.07,2,     0.78,2,   -999.0,9,   -999.0,9,     0.04,2,     0.12,2,  -999.00,9
  58HJ20120807,Arctic,   618,  1,      9,2,20120816,1625, 78.9943,   8.4325,  599,     48.2,   6.8956,  35.1070,2,   -999.0,9,     4.83,2,    11.41,2,     0.07,2,     0.80,2,   -999.0,9,   -999.0,9,     0.26,2,     0.17,2,  -999.00,9
  58HJ20120807,Arctic,   618,  1,     10,2,20120816,1625, 78.9943,   8.4325,  599,     28.4,   7.1346,  35.0258,2,   -999.0,9,     3.29,2,     7.26,2,     0.27,2,  -999.00,9,   -999.0,9,   -999.0,9,     1.00,2,     0.25,2,  -999.00,9
  58HJ20120807,Arctic,   618,  1,     11,2,20120816,1625, 78.9943,   8.4325,  599,      8.7,   6.0739,  34.4793,2,   -999.0,9,     1.81,2,     3.57,2,     0.15,2,     0.37,2,   -999.0,9,   -999.0,9,     0.93,2,     0.46,2,  -999.00,9
  58HJ20120807,Arctic,   618,  1,     12,2,20120816,1625, 78.9943,   8.4325,  599,      3.5,   6.0798,  34.4658,2,   -999.0,9,     1.22,2,     1.28,2,     0.07,2,     0.17,2,   -999.0,9,   -999.0,9,     0.96,2,     0.48,2,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      1,2,20120816,1940, 78.9915,   9.0613,  194,    195.9,   2.9076,  34.9749,2,   -999.0,9,     4.27,2,     9.59,2,     0.20,2,     0.75,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      2,2,20120816,1940, 78.9915,   9.0613,  194,    149.7,   3.4159,  34.9702,2,   -999.0,9,     4.09,2,    10.88,2,     0.05,2,     0.77,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      3,2,20120816,1940, 78.9915,   9.0613,  194,    124.9,   3.4492,  34.9556,2,   -999.0,9,     3.81,2,    10.67,2,     0.07,2,     0.75,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      4,2,20120816,1940, 78.9915,   9.0613,  194,     99.3,   3.9647,  34.9923,2,   -999.0,9,     3.66,2,    10.66,2,     0.10,2,     0.74,2,   -999.0,9,   -999.0,9,     0.03,2,     0.12,2,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      5,2,20120816,1940, 78.9915,   9.0613,  194,     74.0,   4.1457,  34.9759,2,   -999.0,9,     3.76,2,    10.28,2,     0.11,2,     0.74,2,   -999.0,9,   -999.0,9,     0.04,2,     0.12,2,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      6,2,20120816,1940, 78.9915,   9.0613,  194,     48.8,   4.6007,  34.9779,2,   -999.0,9,     3.83,2,     9.35,2,     0.21,2,     0.70,2,   -999.0,9,   -999.0,9,     0.11,2,     0.22,2,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      7,2,20120816,1940, 78.9915,   9.0613,  194,     28.6,   4.9315,  34.7012,2,   -999.0,9,     3.06,2,     6.33,2,     0.26,2,     0.56,2,   -999.0,9,   -999.0,9,     0.41,2,     0.42,2,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      8,2,20120816,1940, 78.9915,   9.0613,  194,     18.5,   5.6391,  34.2995,2,   -999.0,9,     1.30,2,     0.77,2,     0.11,2,     0.21,2,   -999.0,9,   -999.0,9,     0.84,2,     0.44,2,  -999.00,9
  58HJ20120807,Arctic,   619,  1,      9,2,20120816,1940, 78.9915,   9.0613,  194,      9.4,   5.6875,  34.2640,2,   -999.0,9,     0.90,2,     0.03,2,     0.05,2,     0.13,2,   -999.0,9,   -999.0,9,     0.68,2,     0.32,2,  -999.00,9
  58HJ20120807,Arctic,   619,  1,     10,2,20120816,1940, 78.9915,   9.0613,  194,      3.9,   5.6909,  34.2635,2,   -999.0,9,     0.90,2,     0.00,2,     0.05,2,     0.13,2,   -999.0,9,   -999.0,9,     0.61,2,     0.31,2,  -999.00,9
  58HJ20120807,Arctic,   619,  1,     11,2,20120816,1940, 78.9915,   9.0613,  194,      1.1,   5.6936,  34.2636,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
  58HJ20120807,Arctic,   619,  1,     12,2,20120816,1940, 78.9915,   9.0613,  194,      0.7,   5.5316,  16.0696,3,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9
END_DATA
