EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,DEGC
  58JH19961030,   75N,    79,  1,      7,19961106, 74.5673,   4.1688, 3200,    997.4,  -0.8376,  34.8867,2,    316.0,2,     7.96,2,    13.34,2,     0.01,2,     0.92,2,    3.601,2,    1.750,2,    0.229,2,    5.160,2,   13.172,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8752
  58JH19961030,   75N,    79,  1,      6,19961106, 74.5673,   4.1688, 3200,   1197.1,  -0.7733,  34.8993,2,    303.8,2,     9.18,2,    13.83,2,     0.00,2,     0.96,2,    2.134,2,    0.987,2,    0.121,2,    3.534,2,    8.013,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8213
  58JH19961030,   75N,    79,  1,      5,19961106, 74.5673,   4.1688, 3200,   1498.1,  -0.8237,  34.9062,2,    301.2,2,    10.22,2,    14.21,2,     0.00,2,     0.97,2,    1.156,2,    0.521,2,    0.050,2,    2.494,2,    4.515,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8872
  58JH19961030,   75N,    79,  1,      4,19961106, 74.5673,   4.1688, 3200,   2000.5,  -0.9373,  34.9060,2,    300.3,2,    10.91,2,    14.31,2,     0.00,2,     0.98,2,    0.871,2,    0.406,2,    0.033,2,    2.249,2,    3.405,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0291
  58JH19961030,   75N,    79,  1,      3,19961106, 74.5673,   4.1688, 3200,   2500.4,  -0.9815,  34.9037,2,    303.0,2,    11.30,2,    14.33,2,     0.00,2,     0.98,2,    0.781,2,    0.382,2,    0.023,2,    2.293,2,    3.054,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.1062
  58JH19961030,   75N,    79,  1,      2,19961106, 74.5673,   4.1688, 3200,   3000.8,  -0.9770,  34.9020,2,    303.8,2,    11.61,2,    14.33,2,     0.00,2,     0.98,2,    0.776,2,    0.382,2,    0.027,2,    2.381,2,    3.001,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.1395
  58JH19961030,   75N,    79,  1,      1,19961106, 74.5673,   4.1688, 3200,   3151.0,  -0.9658,  34.9021,2,    305.1,2,    11.52,2,    14.32,2,     0.00,2,     0.98,2,    0.773,2,    0.382,2,    0.027,2,    2.364,2,    2.991,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.1407
  58JH19961030,   75N,    80,  1,     12,19961107, 74.5702,   5.6812, 3016,      9.2,   1.6510,  34.3044,2,    323.6,2,     2.05,2,     5.62,2,     0.17,2,     0.48,2,    5.875,2,    2.797,2,    0.453,2,    8.533,2,   15.347,2, -999.000,9,-999.0000,9,  -999.00,9,   1.6506
  58JH19961030,   75N,    80,  1,     11,19961107, 74.5702,   5.6812, 3016,     49.5,   0.4860,  34.6000,2,    341.0,2,     4.38,2,    10.03,2,     0.25,2,     0.74,2,    6.367,2,    3.194,2,    0.489,2,    8.660,2,   18.657,2, -999.000,9,-999.0000,9,  -999.00,9,   0.4840
  58JH19961030,   75N,    80,  1,     10,19961107, 74.5702,   5.6812, 3016,    100.1,   1.7474,  34.8996,2,    314.3,2,     5.53,2,    12.51,2,     0.01,2,     0.85,2,    5.674,2,    2.865,2,    0.426,2,    7.318,2,   17.783,2, -999.000,9,-999.0000,9,  -999.00,9,   1.7423
  58JH19961030,   75N,    80,  1,      9,19961107, 74.5702,   5.6812, 3016,    300.0,   0.2049,  34.8730,2,    313.0,2,     6.40,2,    12.88,2,     0.01,2,     0.89,2,    4.748,2,    2.359,2,    0.332,2,    6.398,2,   15.925,2, -999.000,9,-999.0000,9,  -999.00,9,   0.1929
  58JH19961030,   75N,    80,  1,      8,19961107, 74.5702,   5.6812, 3016,    498.5,  -0.2557,  34.8865,2,    310.4,2,     7.12,2,    13.31,2,     0.01,2,     0.91,2,    4.035,2,    1.929,2,    0.267,2,    5.648,2,   14.371,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.2746
  58JH19961030,   75N,    80,  1,      7,19961107, 74.5702,   5.6812, 3016,    799.3,  -0.6805,  34.8853,2,    313.0,2,     7.61,2,    13.32,2,     0.01,2,     0.91,2,    3.714,2,    1.797,2,    0.245,2,    5.298,2,   13.627,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.7102
  58JH19961030,   75N,    80,  1,      6,19961107, 74.5702,   5.6812, 3016,    999.2,  -0.7952,  34.8850,2,    315.6,2,     7.75,2,    13.30,2,     0.00,2,     0.92,2,    3.701,2,    1.792,2,    0.241,2,    5.303,2,   13.582,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8332
  58JH19961030,   75N,    80,  1,      5,19961107, 74.5702,   5.6812, 3016,   1198.6,  -0.7679,  34.8951,2,    306.9,2,     8.71,2,    13.62,2,     0.00,2,     0.93,2,    2.605,2,    1.231,2,    0.153,2,    4.044,2,    9.618,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8160
  58JH19961030,   75N,    80,  1,      4,19961107, 74.5702,   5.6812, 3016,   1499.9,  -0.7869,  34.9059,2,    298.6,2,    10.17,2,    14.17,2,     0.01,2,     0.98,2,    1.224,2,    0.568,2,    0.053,2,    2.538,2,    4.677,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8509
  58JH19961030,   75N,    80,  1,      3,19961107, 74.5702,   5.6812, 3016,   1999.1,  -0.9025,  34.9063,2,    300.3,2,    10.77,2,    14.28,2,     0.00,2,     0.98,2,    0.916,2,    0.440,2,    0.038,2,    2.263,2,    3.582,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9948
  58JH19961030,   75N,    80,  1,      2,19961107, 74.5702,   5.6812, 3016,   2499.0,  -0.9391,  34.9060,2,    298.2,2,    11.25,2,    14.34,2,     0.00,2,     0.98,2,    0.768,2,    0.372,2,    0.026,2,    2.168,2,    2.987,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0646
  58JH19961030,   75N,    80,  1,      1,19961107, 74.5702,   5.6812, 3016,   2970.8,  -0.9375,  34.9048,2,    303.0,2,    11.40,2,    14.33,2,     0.00,2,     0.98,2,    0.769,2,    0.373,2,    0.023,2,    2.248,2,    2.985,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0986
  58JH19961030,   75N,    81,  1,     12,19961107, 74.5517,   7.0820, 2210,     16.3,   2.4188,  34.4132,2,    316.6,2,     2.01,2,     5.82,2,     0.19,2,     0.49,2,    5.690,2,    2.854,2,    0.438,2,    7.996,2,   14.601,2, -999.000,9,-999.0000,9,  -999.00,9,   2.4179
  58JH19961030,   75N,    81,  1,     11,19961107, 74.5517,   7.0820, 2210,     49.7,   1.9163,  34.7278,2,    321.3,2,     4.50,2,    11.00,2,     0.12,2,     0.76,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.9137
  58JH19961030,   75N,    81,  1,     10,19961107, 74.5517,   7.0820, 2210,     99.2,   1.5568,  34.8915,2,    314.3,2,     5.62,2,    12.59,2,     0.01,2,     0.86,2,    5.641,2,    2.744,2,    0.411,2,    7.280,2,   17.856,2, -999.000,9,-999.0000,9,  -999.00,9,   1.5519
  58JH19961030,   75N,    81,  1,      9,19961107, 74.5517,   7.0820, 2210,    148.9,   1.0614,  34.8918,2,    314.3,2,     5.95,2,    12.73,2,     0.01,2,     0.87,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.0546
  58JH19961030,   75N,    81,  1,      8,19961107, 74.5517,   7.0820, 2210,    299.2,   0.2336,  34.8844,2,    311.7,2,     6.54,2,    12.96,2,     0.01,2,     0.89,2,    4.601,2,    2.192,2,    0.322,2,    6.208,2,   15.526,2, -999.000,9,-999.0000,9,  -999.00,9,   0.2215
  58JH19961030,   75N,    81,  1,      7,19961107, 74.5517,   7.0820, 2210,    498.8,  -0.3471,  34.8872,2,    311.7,2,     7.23,2,    13.33,2,     0.01,2,     0.92,2,    4.057,2,    1.883,2,    0.267,2,    5.662,2,    14.05,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.3657
  58JH19961030,   75N,    81,  1,      6,19961107, 74.5517,   7.0820, 2210,    799.0,  -0.7038,  34.8877,2,    313.0,2,     7.90,2,    13.54,2,     0.00,2,     0.93,2,    3.543,2,    1.618,2,    0.231,2,    5.098,2,   12.473,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.7334
  58JH19961030,   75N,    81,  1,      5,19961107, 74.5517,   7.0820, 2210,    999.9,  -0.7853,  34.8912,2,    312.1,2,     8.44,2,    13.60,2,     0.00,2,     0.94,2,    3.037,2,    1.355,2,    0.191,2,    4.522,2,    10.71,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8235
  58JH19961030,   75N,    81,  1,      4,19961107, 74.5517,   7.0820, 2210,   1199.9,  -0.7768,  34.9027,2,    300.8,2,     9.78,2,    14.06,2,     0.01,2,     0.97,2,    1.602,2,    0.686,2,    0.079,2,    2.930,2,    5.736,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8249
  58JH19961030,   75N,    81,  1,      3,19961107, 74.5517,   7.0820, 2210,   1498.8,  -0.8561,  34.9065,2,    299.0,2,    10.70,2,    14.27,2,     0.01,2,     0.98,2,    0.979,2,    0.416,2,    0.036,2,    2.268,2,    3.582,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9192
  58JH19961030,   75N,    81,  1,      2,19961107, 74.5517,   7.0820, 2210,   1799.6,  -0.9020,  34.9069,2,    299.5,2,    11.15,2,    14.35,2,     0.00,2,     0.99,2,    0.825,2,    0.361,2,    0.031,2,    2.139,2,    3.078,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9819
  58JH19961030,   75N,    81,  1,      1,19961107, 74.5517,   7.0820, 2210,   2151.6,  -0.9106,  34.9076,2,    300.3,2,    11.35,2,    14.35,2,     0.00,2,     0.99,2,    0.765,2,    0.332,2,    0.026,2,    2.097,2,    2.873,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0127
  58JH19961030,   75N,    82,  2,     12,19961107, 74.5507,   8.6308, 3295,      8.6,   4.0149,  34.8185,2,    308.2,2,     2.93,2,     8.03,2,     0.19,2,     0.59,2,    4.936,2,    2.468,2,    0.384,2,    6.844,2,   13.301,2,    1.874,2,   0.0019,4,     2.65,2,   4.0143
  58JH19961030,   75N,    82,  2,     11,19961107, 74.5507,   8.6308, 3295,     49.5,   4.1626,  34.8815,2,    300.8,2,     3.11,2,     8.27,2,     0.20,2,     0.60,2,    5.033,2,    2.530,2,    0.386,2,    6.709,2,   13.061,2, -999.000,9,-999.0000,9,  -999.00,9,   4.1591
  58JH19961030,   75N,    82,  2,     10,19961107, 74.5507,   8.6308, 3295,     97.7,   4.4598,  35.0300,2,    295.5,2,     5.40,2,    12.35,2,     0.02,2,     0.86,2,    5.022,2,    2.497,2,    0.369,2,    5.951,2,   14.583,2,    1.763,2,   1.8080,2,    -0.80,2,   4.4526
  58JH19961030,   75N,    82,  2,      9,19961107, 74.5507,   8.6308, 3295,    149.0,   3.6096,  35.0104,2,    301.2,2,     5.56,2,    12.54,2,     0.01,2,     0.84,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.5996
  58JH19961030,   75N,    82,  2,      8,19961107, 74.5507,   8.6308, 3295,    197.6,   3.3998,  35.0166,2,    304.2,2,     5.48,2,    12.44,2,     0.01,2,     0.83,2,    5.313,2,    2.573,2,    0.389,2,    6.610,2,   16.001,2,    1.790,2,   1.8036,2,    -0.96,2,   3.3868
  58JH19961030,   75N,    82,  2,      7,19961107, 74.5507,   8.6308, 3295,    299.4,   3.0358,  35.0121,2,    305.1,2,     5.56,2,    12.54,2,     0.01,2,     0.86,2,    5.329,2,    2.567,2,    0.390,2,    6.642,2,   16.499,2, -999.000,9,-999.0000,9,  -999.00,9,   3.0168
  58JH19961030,   75N,    82,  2,      6,19961107, 74.5507,   8.6308, 3295,    397.9,   1.9423,  34.9452,2,    308.2,2,     5.87,2,    12.83,2,     0.01,2,     0.87,2,    5.319,2,    2.545,2,    0.383,2,    6.744,2,   17.318,2,    1.637,2,   1.8125,2,     0.28,2,   1.9203
  58JH19961030,   75N,    82,  2,      5,19961107, 74.5507,   8.6308, 3295,    499.8,   0.7746,  34.8917,2,    312.5,2,     6.22,2,    13.05,2,     0.01,2,     0.88,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.7513
  58JH19961030,   75N,    82,  2,      4,19961107, 74.5507,   8.6308, 3295,    600.4,   0.1979,  34.8870,2,    308.2,2,     6.76,2,    13.28,2,     0.01,2,     0.95,2,    4.350,2,    2.006,2,    0.289,2,    5.844,2,   15.008,2,    1.489,2,-999.0000,9,  -999.00,9,   0.1723
  58JH19961030,   75N,    82,  2,      3,19961107, 74.5507,   8.6308, 3295,    699.8,  -0.1201,  34.8890,2,    306.4,2,     7.17,2,    13.40,2,     0.01,2,     0.92,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.1488
  58JH19961030,   75N,    82,  2,      2,19961107, 74.5507,   8.6308, 3295,    796.6,  -0.2480,  34.8899,2,    306.4,2,     7.38,2,    13.48,2,     0.01,2,     0.94,2,    3.673,2,    1.653,2,    0.231,2,    5.109,2,   13.135,2,    1.198,2,-999.0000,9,  -999.00,9,  -0.2805
  58JH19961030,   75N,    82,  2,      1,19961107, 74.5507,   8.6308, 3295,    901.3,  -0.4350,  34.8926,2,    305.6,2,     7.92,2,    13.63,2,     0.00,2,     0.94,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.4712
  58JH19961030,   75N,    82,  1,     12,19961107, 74.5507,   8.6308, 3295,    998.1,  -0.5695,  34.8877,2,    312.1,2,     7.59,2,    13.31,2,     0.00,2,     0.92,2,    3.716,2,    1.702,2,    0.239,2,    5.266,2,   13.298,2,    1.247,2,   1.8348,2,     3.93,2,  -0.6094
  58JH19961030,   75N,    82,  1,     11,19961107, 74.5507,   8.6308, 3295,   1198.9,  -0.7134,  34.8894,2,    311.7,2,     8.08,2,    13.48,2,     0.00,2,     0.93,2,    3.326,2,    1.508,2,    0.215,2,    4.835,2,   11.958,2,    1.113,2,   1.8348,2,     4.28,2,  -0.7620
  58JH19961030,   75N,    82,  1,     10,19961107, 74.5507,   8.6308, 3295,   1398.3,  -0.7464,  34.8950,2,    307.3,2,     8.77,2,    13.70,2,     0.00,2,     0.95,2,    2.677,2,    1.161,2,    0.155,2,    4.099,2,    9.447,2,    1.016,2,-999.0000,9,  -999.00,9,  -0.8053
  58JH19961030,   75N,    82,  1,      9,19961107, 74.5507,   8.6308, 3295,   1584.8,  -0.7543,  34.9032,2,    300.3,2,     9.82,2,    14.04,2,     0.00,2,     0.97,2,    1.596,2,    0.657,2,    0.073,2,    2.904,2,    5.768,2,    0.734,2,   1.8482,2,     6.27,2,  -0.8236
  58JH19961030,   75N,    82,  1,      8,19961107, 74.5507,   8.6308, 3295,   1800.9,  -0.8018,  34.9067,2,    298.2,2,    10.56,2,    14.28,2,     0.00,2,     0.99,2,    1.055,2,    0.451,2,    0.046,2,    2.328,2,    3.913,2,    0.645,2,   1.7143,3,     5.58,2,  -0.8833
  58JH19961030,   75N,    82,  1,      7,19961107, 74.5507,   8.6308, 3295,   1998.5,  -0.8465,  34.9075,2,    298.2,2,    10.96,2,    14.34,2,     0.00,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9396
  58JH19961030,   75N,    82,  1,      6,19961107, 74.5507,   8.6308, 3295,   2198.7,  -0.8645,  34.9078,2,    296.4,2,    11.28,2,    14.41,2,     0.00,2,     1.00,2,    0.785,2,    0.335,2,    0.028,2,    2.032,2,    2.896,2,    0.474,2,   0.0019,4,  -999.00,9,  -0.9705
  58JH19961030,   75N,    82,  1,      5,19961107, 74.5507,   8.6308, 3295,   2400.9,  -0.8749,  34.9078,2,    299.5,2,    11.46,2,    14.48,2,     0.00,2,     1.01,2,    0.728,2,    0.319,2,    0.024,2,    1.981,2,    2.732,2,    0.487,2,   1.8438,2,     5.71,2,  -0.9946
  58JH19961030,   75N,    82,  1,      4,19961107, 74.5507,   8.6308, 3295,   2599.4,  -0.8734,  34.9078,2,    299.9,2,    11.50,2,    14.44,2,     0.00,2,     1.01,2,    0.720,2,    0.321,2,    0.023,2,    1.989,2,    2.713,2,    0.416,2,-999.0000,9,  -999.00,9,  -1.0075
  58JH19961030,   75N,    82,  1,      3,19961107, 74.5507,   8.6308, 3295,   2800.0,  -0.8686,  34.9081,2,    301.2,2,    11.60,2,    14.44,2,     0.00,2,     1.00,2,    0.697,2,    0.310,2,    0.023,2,    1.974,2,    2.656,2,    0.464,2,   1.8393,2,     6.14,2,  -1.0179
  58JH19961030,   75N,    82,  1,      2,19961107, 74.5507,   8.6308, 3295,   3001.3,  -0.8611,  34.9083,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0263
  58JH19961030,   75N,    82,  1,      1,19961107, 74.5507,   8.6308, 3295,   3201.9,  -0.8500,  34.9081,2,    300.3,2,    11.63,2,    14.39,2,     0.00,2,     0.99,2,    0.719,2,    0.330,2,    0.028,2,    2.037,2,    2.756,2,    0.487,2,   0.0015,4,  -999.00,9,  -1.0319
  58JH19961030,   75N,    83,  1,     12,19961108, 74.5478,  10.2357, 2465,     12.3,   3.8582,  34.7919,2,    304.7,2,     2.96,2,     8.22,2,     0.19,2,     0.59,2,    5.169,2,    2.737,2,    0.402,2,    7.027,2,   13.846,2, -999.000,9,-999.0000,9,  -999.00,9,   3.8574
  58JH19961030,   75N,    83,  1,     11,19961108, 74.5478,  10.2357, 2465,     50.2,   3.9422,  34.8157,2,    303.8,2,     3.11,2,     8.50,2,     0.18,2,     0.61,2,    5.141,2,    2.710,2,    0.402,2,    6.949,2,   13.864,2, -999.000,9,-999.0000,9,  -999.00,9,   3.9388
  58JH19961030,   75N,    83,  1,     10,19961108, 74.5478,  10.2357, 2465,     99.3,   2.2608,  34.8407,2,    317.8,2,     4.67,2,    11.45,2,     0.04,2,     0.80,2,    5.763,2,    2.959,2,    0.438,2,    7.421,2,   17.282,2, -999.000,9,-999.0000,9,  -999.00,9,   2.2553
  58JH19961030,   75N,    83,  1,      9,19961108, 74.5478,  10.2357, 2465,    196.8,   2.3050,  34.9412,2,    310.8,2,     5.52,2,    12.59,2,     0.01,2,     0.84,2,    5.550,2,    2.831,2,    0.414,2,    7.099,2,   17.679,2, -999.000,9,-999.0000,9,  -999.00,9,   2.2939
  58JH19961030,   75N,    83,  1,      8,19961108, 74.5478,  10.2357, 2465,    297.7,   1.4274,  34.8986,2,    312.5,2,     5.82,2,    12.81,2,     0.01,2,     0.86,2,    5.518,2,    2.788,2,    0.408,2,    7.184,2,   18.094,2, -999.000,9,-999.0000,9,  -999.00,9,   1.4124
  58JH19961030,   75N,    83,  1,      7,19961108, 74.5478,  10.2357, 2465,    500.1,   0.2786,  34.8860,2,    311.7,2,     6.62,2,    13.19,2,     0.01,2,     0.89,2,    4.588,2,    2.305,2,    0.315,2,    6.200,2,   15.953,2, -999.000,9,-999.0000,9,  -999.00,9,   0.2574
  58JH19961030,   75N,    83,  1,      6,19961108, 74.5478,  10.2357, 2465,    800.0,  -0.4012,  34.8916,2,    308.6,2,     7.70,2,    13.69,2,     0.01,2,     0.92,2,    3.588,2,    1.766,2,    0.232,2,    5.123,2,   13.047,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.4328
  58JH19961030,   75N,    83,  1,      5,19961108, 74.5478,  10.2357, 2465,   1000.3,  -0.5965,  34.8931,2,    305.6,2,     8.38,2,    13.88,2,     0.01,2,     0.95,2,    2.962,2,    1.433,2,    0.179,2,    4.401,2,   10.934,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6362
  58JH19961030,   75N,    83,  1,      4,19961108, 74.5478,  10.2357, 2465,   1197.8,  -0.6883,  34.8972,2,    302.5,2,     9.12,2,    14.09,2,     0.01,2,     0.96,2,    2.293,2,    1.080,2,    0.130,2,    3.698,2,    8.521,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.7371
  58JH19961030,   75N,    83,  1,      3,19961108, 74.5478,  10.2357, 2465,   1499.9,  -0.7798,  34.9060,2,    296.8,2,    10.58,2,    14.42,2,     0.01,2,     0.99,2,    1.090,2,    0.509,2,    0.047,2,    2.394,2,    4.176,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8439
  58JH19961030,   75N,    83,  1,      2,19961108, 74.5478,  10.2357, 2465,   1999.6,  -0.8852,  34.9077,2,    297.3,2,    11.60,2,    14.60,2,     0.01,2,     1.00,2,    0.673,2,    0.330,2,    0.022,2,    1.926,2,    2.634,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9778
  58JH19961030,   75N,    83,  1,      1,19961108, 74.5478,  10.2357, 2465,   2402.6,  -0.9040,  34.9077,2,    298.6,2,    11.92,2,    14.62,2,     0.01,2,     0.99,2,    0.669,2,    0.320,2,    0.020,2,    1.926,2,    2.615,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0233
  58JH19961030,   75N,    84,  1,     12,19961108, 74.5507,  11.8642, 2366,      7.7,   5.1339,  35.0540,2,    299.0,2,     3.68,2,     9.74,2,     0.08,2,     0.65,2,    4.790,2,    2.547,2,    0.364,2,    6.063,2,   12.964,2, -999.000,9,-999.0000,9,  -999.00,9,   5.1333
  58JH19961030,   75N,    84,  1,     11,19961108, 74.5507,  11.8642, 2366,     49.2,   5.1384,  35.0553,2,    293.3,2,     3.72,2,     9.77,2,     0.07,2,     0.65,2,    4.788,2,    2.571,2,    0.359,2,    6.067,2,   12.968,2, -999.000,9,-999.0000,9,  -999.00,9,   5.1345
  58JH19961030,   75N,    84,  1,     10,19961108, 74.5507,  11.8642, 2366,    100.5,   4.9175,  35.0842,2,    292.9,2,     5.38,2,    12.31,2,     0.02,2,     0.82,2,    4.896,2,    2.582,2,    0.356,2,    5.656,2,   14.508,2, -999.000,9,-999.0000,9,  -999.00,9,   4.9098
  58JH19961030,   75N,    84,  1,      9,19961108, 74.5507,  11.8642, 2366,    198.7,   4.0653,  35.0597,2,    298.1,2,     5.56,2,    12.57,2,     0.02,2,     0.84,2,    5.077,2,    2.658,2,    0.369,2,    6.108,2,   15.812,2, -999.000,9,-999.0000,9,  -999.00,9,   4.0512
  58JH19961030,   75N,    84,  1,      8,19961108, 74.5507,  11.8642, 2366,    298.5,   3.3911,  35.0384,2,    303.8,2,     5.61,2,    12.61,2,     0.01,2,     0.85,2,    5.216,2,    2.702,2,    0.385,2,    6.442,2,   16.491,2, -999.000,9,-999.0000,9,  -999.00,9,   3.3713
  58JH19961030,   75N,    84,  1,      7,19961108, 74.5507,  11.8642, 2366,    500.4,   1.8138,  34.9618,2,    308.6,2,     6.09,2,    12.89,2,     0.01,2,     0.88,2,    5.124,2,    2.626,2,    0.373,2,    6.600,2,   16.975,2, -999.000,9,-999.0000,9,  -999.00,9,   1.7862
  58JH19961030,   75N,    84,  1,      6,19961108, 74.5507,  11.8642, 2366,    800.8,  -0.3658,  34.8904,2,    311.7,2,     7.51,2,    13.58,2,     0.02,2,     0.93,2,    3.919,2,    1.934,2,    0.260,2,    5.517,2,   14.076,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.3977
  58JH19961030,   75N,    84,  1,      5,19961108, 74.5507,  11.8642, 2366,    996.5,  -0.6423,  34.8902,2,    309.1,2,     8.22,2,    13.79,2,     0.02,2,     0.94,2,    3.240,2,    1.569,2,    0.201,2,    4.754,2,   11.906,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6815
  58JH19961030,   75N,    84,  1,      4,19961108, 74.5507,  11.8642, 2366,   1197.1,  -0.7288,  34.8981,2,    303.0,2,     9.09,2,    14.02,2,     0.01,2,     0.96,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.7772
  58JH19961030,   75N,    84,  1,      3,19961108, 74.5507,  11.8642, 2366,   1501.6,  -0.8122,  34.9068,2,    296.8,2,    10.91,2,    14.56,2,     0.01,2,     1.00,2,    0.956,2,    0.464,2,    0.035,2,    2.261,2,    3.659,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8760
  58JH19961030,   75N,    84,  1,      2,19961108, 74.5507,  11.8642, 2366,   1998.3,  -0.9004,  34.9075,2,    298.2,2,    11.71,2,    14.69,2,     0.01,2,     1.00,2,    0.686,2,    0.337,2,    0.021,2,    1.948,2,    2.645,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9927
  58JH19961030,   75N,    84,  1,      1,19961108, 74.5507,  11.8642, 2366,   2300.6,  -0.9025,  34.9078,2,   -999.0,9,    12.15,2,    14.78,2,     0.01,2,     1.00,2,    0.612,2,    0.302,2,    0.018,2,    1.835,2,    2.359,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0147
  58JH19961030,   75N,    85,  1,     12,19961108, 74.5500,  13.4505, 2192,      7.6,   5.5634,  35.0529,2,    293.8,2,     3.34,2,     9.25,2,     0.08,2,     0.62,2,    4.679,2,    2.495,2,    0.351,2,    5.988,2,   12.705,2, -999.000,9,-999.0000,9,  -999.00,9,   5.5628
  58JH19961030,   75N,    85,  1,     11,19961108, 74.5500,  13.4505, 2192,     48.5,   5.3731,  35.0570,2,    292.0,2,     3.49,2,     9.47,2,     0.07,2,     0.63,2,    4.751,2,    2.530,2,    0.358,2,    6.064,2,   12.921,2, -999.000,9,-999.0000,9,  -999.00,9,   5.3692
  58JH19961030,   75N,    85,  1,     10,19961108, 74.5500,  13.4505, 2192,     98.7,   5.3283,  35.0590,2,    291.6,2,     3.55,2,     9.54,2,     0.07,2,     0.63,2,    4.765,2,    2.523,2,    0.361,2,    6.040,2,   13.002,2, -999.000,9,-999.0000,9,  -999.00,9,   5.3204
  58JH19961030,   75N,    85,  1,      9,19961108, 74.5500,  13.4505, 2192,    146.3,   4.9248,  35.0881,2,    294.6,2,     5.43,2,    12.31,2,     0.01,2,     0.82,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.9135
  58JH19961030,   75N,    85,  1,      8,19961108, 74.5500,  13.4505, 2192,    298.5,   3.6907,  35.0469,2,    301.2,2,     5.57,2,    12.57,2,     0.01,2,     0.84,2,    5.185,2,    2.655,2,    0.380,2,    6.370,2,   16.333,2, -999.000,9,-999.0000,9,  -999.00,9,   3.6702
