EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,DEGC
  58JH19961030,   75N,    74,  1,      6,19961105, 74.5338,  -3.6336, 3556,   1199.4,  -0.8430,  34.8906,2,    316.0,2,     8.25,2,    13.54,2,     0.01,2,     0.92,2,    3.362,2,    1.563,2,    0.218,2,    4.983,2,   11.965,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8904
  58JH19961030,   75N,    74,  1,      5,19961105, 74.5338,  -3.6336, 3556,   1499.4,  -0.8100,  34.9050,2,    300.3,2,    10.08,2,    14.13,2,     0.01,2,     0.96,2,    1.328,2,    0.582,2,    0.057,2,    2.660,2,    5.097,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8737
  58JH19961030,   75N,    74,  1,      4,19961105, 74.5338,  -3.6336, 3556,   1998.5,  -0.9293,  34.9045,2,    304.7,2,    10.61,2,    14.28,2,     0.01,2,     0.96,2,    1.053,2,    0.459,2,    0.039,2,    2.453,2,    4.075,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0211
  58JH19961030,   75N,    74,  1,      3,19961105, 74.5338,  -3.6336, 3556,   2498.1,  -0.9649,  34.9046,2,    304.3,2,    11.07,2,    14.34,2,     0.01,2,     0.98,2,    0.868,2,    0.390,2,    0.032,2,    2.333,2,     3.32,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0898
  58JH19961030,   75N,    74,  1,      2,19961105, 74.5338,  -3.6336, 3556,   3000.0,  -0.9804,  34.9022,2,    304.7,2,    11.37,2,    14.34,2,     0.01,2,     0.97,2,    0.812,2,    0.324,2,    0.020,2,    2.421,2,    3.118,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.1428
  58JH19961030,   75N,    74,  1,      1,19961105, 74.5338,  -3.6336, 3556,   3501.5,  -0.9732,  34.9003,2,   -999.0,9,    11.78,2,    14.37,2,     0.02,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.1775
  58JH19961030,   75N,    75,  2,     12,19961105, 74.5507,  -2.0374, 3587,      9.5,   0.1959,  34.4648,2,    336.2,2,     3.35,2,     8.22,2,     0.17,2,     0.63,2,    6.198,2,    2.875,2,    0.477,2,    9.034,2,   16.707,2,    1.874,2,   1.7991,2,    -1.57,2,   0.1956
  58JH19961030,   75N,    75,  2,     11,19961105, 74.5507,  -2.0374, 3587,     49.1,   0.8969,  34.6446,2,    325.7,2,     4.27,2,     9.87,2,     0.11,2,     0.71,2,    5.911,2,    2.943,2,    0.456,2,    7.939,2,   16.079,2,    1.918,2,   1.8170,2,    -0.42,2,   0.8948
  58JH19961030,   75N,    75,  2,     10,19961105, 74.5507,  -2.0374, 3587,     99.5,   1.0732,  34.9048,2,    312.1,2,     6.05,2,    12.49,2,     0.02,2,     0.85,2,    5.034,2,    2.486,2,    0.358,2,    6.642,2,   15.548,2, -999.000,9,   1.7366,3,  -999.00,9,   1.0687
  58JH19961030,   75N,    75,  2,      9,19961105, 74.5507,  -2.0374, 3587,    199.2,   0.3694,  34.8986,2,    308.6,2,     6.64,2,    12.81,2,     0.02,2,     0.87,2,    3.878,2,    1.854,2,    0.255,2,    5.342,2,   12.758,2,    1.482,2,   1.8036,2,     4.68,2,   0.3613
  58JH19961030,   75N,    75,  2,      8,19961105, 74.5507,  -2.0374, 3587,    298.1,  -0.0624,  34.8949,2,    311.2,2,     6.90,2,    12.89,2,     0.03,2,     0.89,2,    3.850,2,    1.802,2,    0.244,2,    5.341,2,   12.871,2,    1.188,2,   1.8259,2,     4.30,2,  -0.0737
  58JH19961030,   75N,    75,  2,      7,19961105, 74.5507,  -2.0374, 3587,    401.2,  -0.3390,  34.8946,2,    318.2,2,     6.99,2,    12.98,2,     0.01,2,     0.89,2,    4.338,2,    2.096,2,    0.297,2,    5.971,2,   14.518,2,    1.671,2,   1.9554,3,     2.75,2,  -0.3536
  58JH19961030,   75N,    75,  2,      6,19961105, 74.5507,  -2.0374, 3587,    499.4,  -0.4950,  34.8911,2,    318.6,2,     7.12,2,    13.11,2,     0.01,2,     0.90,2,    4.313,2,    2.062,2,    0.292,2,    5.956,2,   14.653,2, -999.000,9,   1.8259,2,  -999.00,9,  -0.5130
  58JH19961030,   75N,    75,  2,      5,19961105, 74.5507,  -2.0374, 3587,    600.4,  -0.6862,  34.8846,2,    320.0,2,     7.25,2,    13.15,2,     0.02,2,     0.91,2,    4.395,2,    2.094,2,    0.298,2,    6.052,2,   15.131,2,    1.268,2,   1.8348,2,     2.26,2,  -0.7074
  58JH19961030,   75N,    75,  2,      4,19961105, 74.5507,  -2.0374, 3587,    700.1,  -0.7911,  34.8817,2,    322.6,2,     7.26,2,    13.14,2,     0.01,2,     0.91,2,    4.534,2,    2.160,2,    0.309,2,    6.294,2,   15.779,2,    1.344,2,   1.8482,2,     1.92,2,  -0.8159
  58JH19961030,   75N,    75,  2,      3,19961105, 74.5507,  -2.0374, 3587,    797.8,  -0.8353,  34.8811,2,    323.4,2,     7.22,2,    13.14,2,     0.01,2,     0.90,2,    4.739,2,    2.251,2,    0.328,2,    6.509,2,    16.21,2,    1.227,2,   0.0000,4,  -999.00,9,  -0.8639
  58JH19961030,   75N,    75,  2,      2,19961105, 74.5507,  -2.0374, 3587,    999.3,  -0.8869,  34.8805,2,    324.3,2,     7.33,2,    13.19,2,     0.03,2,     0.91,2,    4.579,2,    2.185,2,    0.317,2,    6.383,2,   15.932,2,    1.237,2,   1.8571,2,     0.75,2,  -0.9242
  58JH19961030,   75N,    75,  2,      1,19961105, 74.5507,  -2.0374, 3587,   1200.0,  -0.8724,  34.8842,2,    322.1,2,     7.52,2,    13.21,2,     0.01,2,     0.91,2,    4.356,2,    2.015,2,    0.283,2,    6.139,2,   15.017,2,    1.351,2,   1.8482,2,     2.23,2,  -0.9195
  58JH19961030,   75N,    75,  1,     12,19961105, 74.5507,  -2.0374, 3587,   1398.2,  -0.8243,  34.8921,2,    312.1,2,     8.43,2,    13.63,2,     0.01,2,     0.93,2,    3.139,2,    1.449,2,    0.198,2,    4.705,2,   11.176,2,    1.312,2,   1.9018,3,     4.12,2,  -0.8823
  58JH19961030,   75N,    75,  1,     11,19961105, 74.5507,  -2.0374, 3587,   1599.4,  -0.7820,  34.9047,2,    299.5,2,     9.89,2,    14.18,2,     0.01,2,     0.98,2,    1.464,2,    0.643,2,    0.066,2,    2.796,2,    5.483,2,    0.695,2,   1.8438,2,     5.84,2,  -0.8517
  58JH19961030,   75N,    75,  1,     10,19961105, 74.5507,  -2.0374, 3587,   1799.7,  -0.8407,  34.9050,2,    299.5,2,    10.23,2,    14.29,2,     0.01,2,     0.98,2,    1.249,2,    0.547,2,    0.054,2,    2.600,2,    4.713,2,    0.701,2,   1.8438,2,     5.56,2,  -0.9215
  58JH19961030,   75N,    75,  1,      9,19961105, 74.5507,  -2.0374, 3587,   1999.7,  -0.8930,  34.9049,2,    300.8,2,  -999.00,9,  -999.00,9,     0.01,2,  -999.00,9,    1.099,2,    0.466,2,    0.043,2,    2.465,2,    4.159,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9855
  58JH19961030,   75N,    75,  1,      8,19961105, 74.5507,  -2.0374, 3587,   2196.8,  -0.9170,  34.9052,2,    300.8,2,  -999.00,9,  -999.00,9,     0.01,2,  -999.00,9,    1.006,2,    0.431,2,    0.039,2,    2.380,2,    3.816,2,    0.624,2,   1.8616,2,     6.00,2,  -1.0219
  58JH19961030,   75N,    75,  1,      7,19961105, 74.5507,  -2.0374, 3587,   2399.7,  -0.9326,  34.9055,2,    301.2,2,    10.89,2,    14.39,2,     0.02,2,     1.00,2,    0.921,2,    0.398,2,    0.031,2,    2.317,2,    3.501,2,    0.550,2,   1.8527,2,     6.05,2,  -1.0512
  58JH19961030,   75N,    75,  1,      6,19961105, 74.5507,  -2.0374, 3587,   2599.0,  -0.9430,  34.9053,2,    299.5,2,    11.04,2,    14.43,2,     0.01,2,     0.99,2,    0.851,2,    0.381,2,    0.030,2,    2.275,2,    3.236,2,    0.525,2,   1.8929,3,     6.18,2,  -1.0756
  58JH19961030,   75N,    75,  1,      5,19961105, 74.5507,  -2.0374, 3587,   2799.0,  -0.9553,  34.9041,2,    303.4,2,    11.11,2,    14.36,2,     0.01,2,     0.99,2,    0.835,2,    0.386,2,    0.030,2,    2.331,2,    3.199,2,    0.479,2,   1.8527,2,     6.07,2,  -1.1026
  58JH19961030,   75N,    75,  1,      4,19961105, 74.5507,  -2.0374, 3587,   3001.1,  -0.9619,  34.9031,2,    303.8,2,    11.27,2,    14.35,2,     0.01,2,     0.98,2,    0.804,2,    0.355,2,    0.024,2,    2.360,2,    3.072,2, -999.000,9,   1.8482,2,     6.52,2,  -1.1248
  58JH19961030,   75N,    75,  1,      3,19961105, 74.5507,  -2.0374, 3587,   3199.7,  -0.9646,  34.9021,2,    304.7,2,    11.30,2,    14.31,2,     0.01,2,     0.99,2,    0.791,2,    0.366,2,    0.024,2,    2.401,2,     3.03,2,    0.515,2,   1.8527,2,     6.88,2,  -1.1435
  58JH19961030,   75N,    75,  1,      2,19961105, 74.5507,  -2.0374, 3587,   3398.6,  -0.9685,  34.9011,2,    305.6,2,    11.50,2,    14.34,2,     0.02,2,     0.98,2,    0.770,2,    0.347,2,    0.022,2,    2.431,2,    2.923,2,    0.464,2,   1.8750,2,     6.50,2,  -1.1640
  58JH19961030,   75N,    75,  1,      1,19961105, 74.5507,  -2.0374, 3587,   3500.3,  -0.9692,  34.9006,2,    305.6,2,    11.57,2,    14.32,2,     0.01,2,     0.97,2,    0.765,2,    0.337,2,    0.023,2,    2.446,2,    2.909,2,    0.456,2,   1.8616,2,     6.72,2,  -1.1735
  58JH19961030,   75N,    76,  1,     12,19961106, 74.5665,  -0.4341, 3255,     11.1,  -0.2321,  34.4459,2,    342.3,2,     3.06,2,     7.93,2,     0.18,2,     0.62,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.2325
  58JH19961030,   75N,    76,  1,     11,19961106, 74.5665,  -0.4341, 3255,     99.4,  -0.2143,  34.8532,2,    320.8,2,     6.32,2,    12.77,2,     0.01,2,     0.87,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.2177
  58JH19961030,   75N,    76,  1,     10,19961106, 74.5665,  -0.4341, 3255,    300.5,  -0.5564,  34.8851,2,    321.3,2,     7.00,2,    13.03,2,     0.01,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.5665
  58JH19961030,   75N,    76,  1,      9,19961106, 74.5665,  -0.4341, 3255,    501.1,  -0.8222,  34.8795,2,    323.0,2,     7.20,2,    13.12,2,     0.01,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.8389
  58JH19961030,   75N,    76,  1,      8,19961106, 74.5665,  -0.4341, 3255,    798.4,  -0.8938,  34.8804,2,    323.4,2,     7.33,2,    13.13,2,     0.01,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9221
  58JH19961030,   75N,    76,  1,      7,19961106, 74.5665,  -0.4341, 3255,    998.9,  -0.8939,  34.8827,2,    322.6,2,     7.52,2,    13.22,2,     0.01,2,     0.91,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9311
  58JH19961030,   75N,    76,  1,      6,19961106, 74.5665,  -0.4341, 3255,   1198.8,  -0.8467,  34.8908,2,    314.3,2,     8.28,2,    13.49,2,     0.01,2,     0.93,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.8940
  58JH19961030,   75N,    76,  1,      5,19961106, 74.5665,  -0.4341, 3255,   1499.7,  -0.8254,  34.9046,2,    299.9,2,    10.05,2,    14.16,2,     0.01,2,     0.97,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.8889
  58JH19961030,   75N,    76,  1,      4,19961106, 74.5665,  -0.4341, 3255,   1998.5,  -0.9415,  34.9047,2,    302.1,2,    10.70,2,    14.28,2,     0.01,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0331
  58JH19961030,   75N,    76,  1,      3,19961106, 74.5665,  -0.4341, 3255,   2497.0,  -0.9742,  34.9041,2,    303.8,2,    11.05,2,    14.34,2,     0.01,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0988
  58JH19961030,   75N,    76,  1,      2,19961106, 74.5665,  -0.4341, 3255,   2997.5,  -0.9912,  34.9014,2,    305.1,2,    11.39,2,    14.35,2,     0.01,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.1531
  58JH19961030,   75N,    76,  1,      1,19961106, 74.5665,  -0.4341, 3255,   3202.6,  -0.9893,  34.9009,2,    305.1,2,    11.60,2,    14.35,2,     0.00,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.1678
  58JH19961030,   75N,    77,  2,     12,19961106, 74.5698,   1.0000, 3753,      9.6,  -0.1264,  34.2264,2,    343.2,2,     2.63,2,     6.91,2,     0.20,2,     0.58,2,    6.587,2,    3.284,2,    0.517,2,    9.503,2,   17.354,2,    1.785,2,   0.0016,4,     1.06,2,  -0.1267
  58JH19961030,   75N,    77,  2,     11,19961106, 74.5698,   1.0000, 3753,     49.5,  -0.1807,  34.2448,2,    342.4,2,     2.92,2,     7.38,2,     0.19,2,     0.61,2,    6.464,2,    3.267,2,    0.512,2,    9.245,2,   17.387,2,    1.753,2,-999.0000,9,  -999.00,9,  -0.1823
  58JH19961030,   75N,    77,  2,     10,19961106, 74.5698,   1.0000, 3753,     99.3,  -0.0743,  34.8647,2,    316.9,2,     6.37,2,    12.72,2,     0.01,2,     0.87,2,    4.817,2,    2.371,2,    0.338,2,    6.624,2,   15.592,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.0779
  58JH19961030,   75N,    77,  2,      9,19961106, 74.5698,   1.0000, 3753,    199.3,  -0.4748,  34.8788,2,    322.1,2,     6.83,2,    12.93,2,     0.02,2,     0.89,2,    4.836,2,    2.365,2,    0.333,2,    6.665,2,   15.941,2,    1.336,2,   0.0000,4,  -999.00,9,  -0.4815
  58JH19961030,   75N,    77,  2,      8,19961106, 74.5698,   1.0000, 3753,    300.1,  -0.5949,  34.8844,2,    323.0,2,     6.99,2,    13.01,2,     0.01,2,     0.89,2,    4.815,2,    2.377,2,    0.340,2,    6.610,2,   16.152,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6049
  58JH19961030,   75N,    77,  2,      7,19961106, 74.5698,   1.0000, 3753,    400.3,  -0.7467,  34.8807,2,    325.6,2,     7.05,2,    13.01,2,     0.01,2,     0.90,2,    4.971,2,    2.431,2,    0.351,2,    6.782,2,   16.664,2,    1.366,2,   1.8348,2,     1.30,2,  -0.7599
  58JH19961030,   75N,    77,  2,      6,19961106, 74.5698,   1.0000, 3753,    500.4,  -0.8213,  34.8802,2,    326.1,2,     7.13,2,    13.08,2,     0.01,2,     0.91,2,    4.904,2,    2.425,2,    0.337,2,    6.779,2,   16.868,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8379
  58JH19961030,   75N,    77,  2,      5,19961106, 74.5698,   1.0000, 3753,    599.0,  -0.8639,  34.8796,2,    325.6,2,     7.19,2,    13.07,2,     0.02,2,     0.90,2,    4.816,2,    2.360,2,    0.332,2,    6.646,2,   16.775,2,    1.305,2,   0.0017,4,     1.66,2,  -0.8841
  58JH19961030,   75N,    77,  2,      4,19961106, 74.5698,   1.0000, 3753,    698.8,  -0.8909,  34.8794,2,    326.9,2,     7.17,2,    13.08,2,     0.01,2,     0.90,2,    4.859,2,    2.365,2,    0.337,2,    6.659,2,   16.784,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9150
  58JH19961030,   75N,    77,  2,      3,19961106, 74.5698,   1.0000, 3753,    799.2,  -0.9010,  34.8796,2,    326.1,2,     7.24,2,    13.11,2,     0.01,2,     0.90,2,    4.755,2,    2.344,2,    0.328,2,    6.532,2,   16.532,2,    1.127,2,-999.0000,9,  -999.00,9,  -0.9292
  58JH19961030,   75N,    77,  2,      2,19961106, 74.5698,   1.0000, 3753,    999.1,  -0.9106,  34.8815,2,    326.1,2,     7.43,2,    13.18,2,     0.00,2,     0.91,2,    4.513,2,    2.217,2,    0.308,2,    6.288,2,   15.624,2,    1.332,2,   0.0015,4,     0.86,2,  -0.9477
  58JH19961030,   75N,    77,  2,      1,19961106, 74.5698,   1.0000, 3753,   1199.3,  -0.8906,  34.8851,2,    322.1,2,     7.68,2,    13.28,2,     0.00,2,     0.92,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9375
  58JH19961030,   75N,    77,  1,     12,19961106, 74.5698,   1.0000, 3753,   1399.3,  -0.7891,  34.9019,2,    301.6,2,     9.59,2,    14.04,2,     0.00,2,     0.98,2,    1.739,2,    0.794,2,    0.087,2,    3.071,2,    6.601,2,    0.816,2,   1.8527,2,     5.55,2,  -0.8475
  58JH19961030,   75N,    77,  1,     11,19961106, 74.5698,   1.0000, 3753,   1599.0,  -0.8310,  34.9047,2,    299.5,2,    10.14,2,    14.21,2,     0.00,2,     0.98,2,    1.275,2,    0.582,2,    0.047,2,    2.608,2,     4.93,2,    0.750,2,   1.8571,2,     6.02,2,  -0.9001
  58JH19961030,   75N,    77,  1,     10,19961106, 74.5698,   1.0000, 3753,   1799.5,  -0.8914,  34.9044,2,    300.3,2,    10.41,2,    14.26,2,     0.00,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9715
  58JH19961030,   75N,    77,  1,      9,19961106, 74.5698,   1.0000, 3753,   1998.5,  -0.9199,  34.9047,2,    301.6,2,    10.63,2,    14.30,2,     0.00,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0119
  58JH19961030,   75N,    77,  1,      8,19961106, 74.5698,   1.0000, 3753,   2199.6,  -0.9390,  34.9049,2,    302.1,2,    10.81,2,    14.34,2,     0.00,2,     0.99,2,    0.965,2,    0.451,2,    0.038,2,    2.340,2,    3.698,2,    0.574,2,   1.8571,2,     5.75,2,  -1.0438
  58JH19961030,   75N,    77,  1,      7,19961106, 74.5698,   1.0000, 3753,   2398.7,  -0.9530,  34.9049,2,    302.5,2,    10.96,2,    14.31,2,     0.00,2,     0.99,2,    0.901,2,    0.422,2,    0.031,2,    2.301,2,    3.433,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0711
  58JH19961030,   75N,    77,  1,      6,19961106, 74.5698,   1.0000, 3753,   2598.5,  -0.9655,  34.9041,2,    303.8,2,    11.10,2,    14.32,2,     0.00,2,     0.99,2,    0.857,2,    0.409,2,    0.031,2,    2.313,2,    3.246,2,    0.547,2,   1.8527,2,     6.36,2,  -1.0976
  58JH19961030,   75N,    77,  1,      5,19961106, 74.5698,   1.0000, 3753,   2798.1,  -0.9712,  34.9032,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.1181
  58JH19961030,   75N,    77,  1,      4,19961106, 74.5698,   1.0000, 3753,   2998.7,  -0.9755,  34.9022,2,    303.8,2,    11.31,2,    14.34,2,     0.00,2,     0.99,2,    0.818,2,    0.384,2,    0.026,2,    2.370,2,    3.041,2,    0.473,2,   1.8616,2,     6.64,2,  -1.1379
  58JH19961030,   75N,    77,  1,      3,19961106, 74.5698,   1.0000, 3753,   3198.3,  -0.9754,  34.9016,2,    304.7,2,    11.40,2,    14.36,2,     0.00,2,     0.98,2,    0.804,2,    0.385,2,    0.025,2,    2.397,2,     2.96,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.1539
  58JH19961030,   75N,    77,  1,      2,19961106, 74.5698,   1.0000, 3753,   3498.5,  -0.9670,  34.9008,2,    304.7,2,    11.63,2,    14.33,2,     0.01,2,     0.98,2,    0.782,2,    0.371,2,    0.023,2,    2.414,2,    2.878,2,    0.483,2,   1.8571,2,     6.65,2,  -1.1712
  58JH19961030,   75N,    77,  1,      1,19961106, 74.5698,   1.0000, 3753,   3699.8,  -0.9527,  34.9005,2,    304.7,2,    11.71,2,    14.37,2,     0.00,2,     0.99,2,    0.777,2,    0.359,2,    0.022,2,    2.409,2,    2.819,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.1751
  58JH19961030,   75N,    78,  1,     12,19961106, 74.5688,   2.6325, 3585,     10.1,  -0.0904,  34.1476,2,    341.9,2,     2.81,2,     6.57,2,     0.16,2,     0.55,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.0907
  58JH19961030,   75N,    78,  1,     11,19961106, 74.5688,   2.6325, 3585,     99.5,  -0.7345,  34.8247,2,    331.7,2,     6.04,2,    12.47,2,     0.01,2,     0.85,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.7375
  58JH19961030,   75N,    78,  1,     10,19961106, 74.5688,   2.6325, 3585,    300.0,  -0.5933,  34.8812,2,    318.7,2,     7.06,2,    13.04,2,     0.01,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6033
  58JH19961030,   75N,    78,  1,      9,19961106, 74.5688,   2.6325, 3585,    499.8,  -0.7691,  34.8812,2,    319.1,2,     7.40,2,    13.17,2,     0.01,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.7859
  58JH19961030,   75N,    78,  1,      8,19961106, 74.5688,   2.6325, 3585,    799.0,  -0.8748,  34.8813,2,    320.8,2,     7.47,2,    13.16,2,     0.01,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9032
  58JH19961030,   75N,    78,  1,      7,19961106, 74.5688,   2.6325, 3585,    999.8,  -0.8632,  34.8865,2,    318.2,2,     7.92,2,    13.34,2,     0.01,2,     0.92,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9007
  58JH19961030,   75N,    78,  1,      6,19961106, 74.5688,   2.6325, 3585,   1198.7,  -0.7925,  34.8989,2,    304.3,2,     9.22,2,    13.88,2,     0.01,2,     0.96,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.8404
  58JH19961030,   75N,    78,  1,      5,19961106, 74.5688,   2.6325, 3585,   1499.5,  -0.8503,  34.9046,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9135
  58JH19961030,   75N,    78,  1,      4,19961106, 74.5688,   2.6325, 3585,   1999.9,  -0.9381,  34.9055,2,    302.1,2,    10.78,2,    14.31,2,     0.01,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0299
  58JH19961030,   75N,    78,  1,      3,19961106, 74.5688,   2.6325, 3585,   2499.8,  -0.9763,  34.9040,2,    303.8,2,    11.16,2,    14.34,2,     0.01,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.1011
  58JH19961030,   75N,    78,  1,      2,19961106, 74.5688,   2.6325, 3585,   3000.4,  -0.9878,  34.9015,2,    304.7,2,    11.39,2,    14.35,2,     0.01,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.1500
  58JH19961030,   75N,    78,  1,      1,19961106, 74.5688,   2.6325, 3585,   3561.4,  -0.9619,  34.9007,2,    305.6,2,    11.66,2,    14.33,2,     0.01,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.1717
  58JH19961030,   75N,    79,  1,     12,19961106, 74.5673,   4.1688, 3200,      8.2,  -0.0009,  34.1185,2,    339.8,2,     2.56,2,     6.02,2,     0.19,2,     0.53,2,    6.586,2,    3.324,2,    0.522,2,    9.508,2,   17.246,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.0012
  58JH19961030,   75N,    79,  1,     11,19961106, 74.5673,   4.1688, 3200,     98.6,  -0.7465,  34.7701,2,    331.3,2,     5.83,2,    12.34,2,     0.01,2,     0.85,2,    5.914,2,    2.960,2,    0.436,2,    8.152,2,    18.22,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.7494
  58JH19961030,   75N,    79,  1,     10,19961106, 74.5673,   4.1688, 3200,    299.1,  -0.3446,  34.8802,2,    315.2,2,     6.90,2,    13.01,2,     0.01,2,     0.89,2,    4.215,2,    2.072,2,    0.279,2,    5.832,2,   14.772,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.3552
  58JH19961030,   75N,    79,  1,      9,19961106, 74.5673,   4.1688, 3200,    500.5,  -0.6372,  34.8827,2,    316.0,2,     7.32,2,    13.22,2,     0.01,2,     0.91,2,    4.064,2,    1.987,2,    0.268,2,    5.697,2,   14.701,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6546
  58JH19961030,   75N,    79,  1,      8,19961106, 74.5673,   4.1688, 3200,    799.7,  -0.8301,  34.8830,2,    317.8,2,     7.63,2,    13.29,2,     0.01,2,     0.91,2,    3.949,2,    1.918,2,    0.259,2,    5.593,2,   14.499,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8588
