EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,DEGC
  58AA19940826,   GNS,     7,  1,      5,2,19940828, 66.0000,   1.7380, 2200,    801.4,  -0.4393,  34.9028,2,  34.9040,2,    302.2,2,    301.6,2,     9.03,2,    12.86,2,     0.08,2,     1.14,2,   2153.8,2,   2341.8,3, -0.470757627
  58AA19940826,   GNS,     7,  1,      4,2,19940828, 66.0000,   1.7380, 2200,   1002.3,  -0.6088,  34.9073,2,  34.9070,2,    300.7,2,    300.3,2,     9.72,2,    12.00,2,     0.16,2,     1.20,2,   2156.1,2,   2331.8,3, -0.648567137
  58AA19940826,   GNS,     7,  1,      3,2,19940828, 66.0000,   1.7380, 2200,   1303.3,  -0.8015,  34.9109,2,  34.9100,2,    300.1,2,    300.7,2,    14.01,2,    11.92,2,     0.09,2,     1.20,2,   2157.5,2,   2332.0,3, -0.854693807
  58AA19940826,   GNS,     7,  1,      2,2,19940828, 66.0000,   1.7380, 2200,   1808.4,  -0.9240,  34.9107,2,  34.9090,2,    300.5,2,    303.3,2,    11.89,2,    14.56,2,     0.08,2,     1.13,2,   2156.8,2,   2338.0,3,  -1.00415519
  58AA19940826,   GNS,     7,  1,      1,2,19940828, 66.0000,   1.7380, 2200,   2177.5,  -0.9221,  34.9110,2,  34.9130,2,    300.6,2,    302.0,2,    16.43,2,    14.88,2,     0.07,2,     1.16,2,   2155.5,2,   2334.5,3,  -1.02570247
  58AA19940826,   GNS,     8,  1,      8,2,19940828, 66.0000,   1.5200, 2610,    404.1,   0.5011,  34.8872,2,  34.8870,2,    309.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  0.483534844
  58AA19940826,   GNS,     8,  1,      7,2,19940828, 66.0000,   1.5200, 2610,    602.1,  -0.1153,  34.8954,2,  34.8960,2,    303.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9, -0.139461246
  58AA19940826,   GNS,     8,  1,      6,2,19940828, 66.0000,   1.5200, 2610,    802.5,  -0.4207,  34.9024,2,  34.9020,2,    300.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9, -0.452329598
  58AA19940826,   GNS,     8,  1,      5,2,19940828, 66.0000,   1.5200, 2610,    999.6,  -0.6067,  34.9063,2,  34.9060,2,    299.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -0.64635106
  58AA19940826,   GNS,     8,  1,      4,2,19940828, 66.0000,   1.5200, 2610,   1302.5,  -0.7615,  34.9096,2,  34.9100,2,    299.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9, -0.815076821
  58AA19940826,   GNS,     8,  1,      3,2,19940828, 66.0000,   1.5200, 2610,   1801.6,  -0.8753,  34.9100,2,-999.0000,9,    298.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9, -0.955750524
  58AA19940826,   GNS,     8,  1,      2,2,19940828, 66.0000,   1.5200, 2610,   2193.9,  -0.9058,  34.9099,2,  34.9090,2,    298.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -1.01076063
  58AA19940826,   GNS,     8,  1,      1,2,19940828, 66.0000,   1.5200, 2610,   2613.7,  -0.8987,  34.9104,2,  34.9100,2,    297.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -1.03331938
  58AA19940826,   GNS,     9,  2,      9,2,19940829, 66.0000,   1.4320, 3000,      3.6,  12.3776,  34.9195,2,-999.0000,9,    274.7,2,    273.4,2,     1.21,2,     0.31,2,     0.07,2,     0.31,2,   2045.8,2,   2277.5,2,   12.3771247
  58AA19940826,   GNS,     9,  2,      8,2,19940829, 66.0000,   1.4320, 3000,     12.4,  12.3721,  34.9204,2,-999.0000,9,    273.2,2,    273.0,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2046.0,2,   2295.3,2,   12.3704628
  58AA19940826,   GNS,     9,  2,      7,2,19940829, 66.0000,   1.4320, 3000,     22.5,  12.3728,  34.9219,2,-999.0000,9,    273.8,2,    274.3,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2048.2,2,   2306.8,2,   12.3698279
  58AA19940826,   GNS,     9,  2,      6,2,19940829, 66.0000,   1.4320, 3000,     31.9,  10.8238,  34.9410,2,-999.0000,9,    279.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2070.2,2,   2316.7,2,   10.8199397
  58AA19940826,   GNS,     9,  2,      5,2,19940829, 66.0000,   1.4320, 3000,     51.6,   7.3060,  35.0032,2,-999.0000,9,    287.5,2,    287.0,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2108.1,2,   2338.0,2,   7.30109516
  58AA19940826,   GNS,     9,  2,      4,2,19940829, 66.0000,   1.4320, 3000,     82.5,   5.3075,  34.9940,2,-999.0000,9,    289.0,2,    293.0,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2133.0,2,   2303.8,2,   5.30091446
  58AA19940826,   GNS,     9,  2,      3,2,19940829, 66.0000,   1.4320, 3000,    101.1,   4.4725,  34.9432,2,-999.0000,9,    295.9,2,    297.4,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2139.3,2,   2297.3,2,   4.46508918
  58AA19940826,   GNS,     9,  2,      2,2,19940829, 66.0000,   1.4320, 3000,    200.0,   2.3805,  34.8835,2,  34.8890,2,    314.1,2,    309.5,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2112.5,4,   2301.0,2,   2.36906255
  58AA19940826,   GNS,     9,  2,      1,2,19940829, 66.0000,   1.4320, 3000,    301.1,   1.5268,  34.9022,2,  34.9090,2,    321.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2152.7,2,   2302.1,2,   1.51141705
  58AA19940826,   GNS,     9,  1,     12,2,19940829, 66.0000,   1.4320, 3000,    402.6,   0.4854,  34.8909,2,-999.0000,9,    306.9,2,    306.8,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2154.8,2,   2314.1,3,  0.467955078
  58AA19940826,   GNS,     9,  1,     11,2,19940829, 66.0000,   1.4320, 3000,    504.2,   0.0598,  34.8939,2,-999.0000,9,    305.0,2,    303.4,2,     7.90,2,    11.88,2,     0.11,2,     1.15,2,   2156.3,2,   2321.1,3, 0.0392786871
  58AA19940826,   GNS,     9,  1,     10,2,19940829, 66.0000,   1.4320, 3000,    603.2,  -0.1801,  34.8965,2,-999.0000,9,    304.9,2,    303.8,2,     8.13,2,    11.63,2,     0.10,2,     1.14,2,   2156.2,2,   2335.1,3, -0.203986415
  58AA19940826,   GNS,     9,  1,      9,2,19940829, 66.0000,   1.4320, 3000,    704.2,  -0.3365,  34.9000,2,  34.9010,2,    303.2,2,    302.9,2,     8.64,2,    11.72,2,     0.12,2,     1.14,2,   2156.6,2,   2337.3,3, -0.364119155
  58AA19940826,   GNS,     9,  1,      8,2,19940829, 66.0000,   1.4320, 3000,    804.0,  -0.4525,  34.9018,2,-999.0000,9,    303.0,2,    303.8,2,     9.11,2,    11.76,2,     0.09,2,     1.16,2,   2157.5,2,   2359.8,3, -0.483987314
  58AA19940826,   GNS,     9,  1,      7,2,19940829, 66.0000,   1.4320, 3000,   1006.3,  -0.6342,  34.9067,2,  34.9060,2,    301.5,2,    301.6,2,     9.81,2,    11.90,2,     0.09,2,     1.19,2,   2157.0,2,   2338.7,3, -0.673949659
  58AA19940826,   GNS,     9,  1,      6,2,19940829, 66.0000,   1.4320, 3000,   1307.6,  -0.7640,  34.9096,2,-999.0000,9,    301.2,2,    301.6,2,    10.63,2,    11.68,2,     0.11,2,     1.20,2,   2158.7,2,   2320.3,3, -0.817818836
  58AA19940826,   GNS,     9,  1,      5,2,19940829, 66.0000,   1.4320, 3000,   1507.9,  -0.8247,  34.9102,2,  34.9090,2,    300.8,2,    302.5,2,    14.32,2,    12.27,2,     0.11,2,     1.19,2,   2157.4,2,   2319.1,3, -0.888719556
  58AA19940826,   GNS,     9,  1,      4,2,19940829, 66.0000,   1.4320, 3000,   1812.7,  -0.8798,  34.9102,2,-999.0000,9,    301.3,2,    303.3,2,    15.01,2,    12.42,2,     0.12,2,     1.20,2,   2157.7,2,   2351.7,3, -0.960859031
  58AA19940826,   GNS,     9,  1,      3,2,19940829, 66.0000,   1.4320, 3000,   2014.6,  -0.8978,  34.9101,2,  34.9090,2,    301.2,2,    300.7,2,    15.28,2,    12.21,2,     0.08,2,     1.18,2,   2159.2,2,   2345.8,3, -0.991164697
  58AA19940826,   GNS,     9,  1,      2,2,19940829, 66.0000,   1.4320, 3000,   2518.8,  -0.8992,  34.9102,2,-999.0000,9,    301.6,2,    303.3,2,    16.02,2,    13.04,2,     0.10,2,     1.29,2,   2159.2,2,   2311.0,3,  -1.02688466
  58AA19940826,   GNS,     9,  1,      1,2,19940829, 66.0000,   1.4320, 3000,   3011.6,  -0.8701,  34.9105,2,  34.9120,2,    302.3,2,    302.5,2,    17.05,2,    12.84,2,     0.12,2,     1.23,2,   2163.9,2,   2337.2,3,  -1.03598081
  58AA19940826,   GNS,    10,  1,     12,2,19940829, 66.0020,  -1.0000, 3400,      1.9,  10.8052,  34.7840,2,-999.0000,9,    277.0,2,    282.5,2,     1.17,2,     0.13,2,     0.09,2,     1.56,4,   2057.8,2,   2289.2,2,   10.8049711
  58AA19940826,   GNS,    10,  1,     11,2,19940829, 66.0020,  -1.0000, 3400,     10.1,  10.8057,  34.7841,2,-999.0000,9,    279.1,2,    282.5,2,     1.09,2,     0.10,2,     0.09,2,     0.41,2,   2057.9,2,   2297.4,2,   10.8044826
  58AA19940826,   GNS,    10,  1,     10,2,19940829, 66.0020,  -1.0000, 3400,     54.7,   5.3011,  35.0148,2,-999.0000,9,    294.1,2,    291.3,2,     6.65,2,    12.02,2,     0.09,2,     1.03,2,   2140.0,2,   2339.6,2,   5.29674562
  58AA19940826,   GNS,    10,  1,      9,2,19940829, 66.0020,  -1.0000, 3400,    103.6,   3.7912,  34.9099,2,-999.0000,9,    308.7,2,    303.9,2,     6.34,2,    11.57,2,     0.12,2,     0.99,2,   2139.4,2,   2325.8,2,   3.78417196
  58AA19940826,   GNS,    10,  1,      8,2,19940829, 66.0020,  -1.0000, 3400,    203.5,   2.9321,  34.9160,2,-999.0000,9,    313.2,2,    309.5,2,     6.17,2,    11.30,2,     0.12,2,     1.00,2,   2141.4,2,   2350.7,3,   2.91953634
  58AA19940826,   GNS,    10,  1,      7,2,19940829, 66.0020,  -1.0000, 3400,    400.0,   1.7568,  34.9297,2,-999.0000,9,    305.9,2,    305.6,2,     6.75,2,    12.35,2,     0.09,2,     1.07,2,   2151.8,2,   2338.4,3,   1.73526022
  58AA19940826,   GNS,    10,  1,      6,2,19940829, 66.0020,  -1.0000, 3400,    997.4,  -0.5272,  34.9056,2,  34.9050,2,    298.0,2,    299.4,2,     9.22,2,    13.63,2,     0.07,2,     1.10,2,   2158.0,2,   2328.1,3, -0.567395468
  58AA19940826,   GNS,    10,  1,      5,2,19940829, 66.0020,  -1.0000, 3400,   1479.2,  -0.8033,  34.9105,2,-999.0000,9,    298.9,2,    301.2,2,    10.98,2,    13.23,2,     0.09,2,     1.12,2,   2157.8,2,   2331.9,3, -0.865982767
  58AA19940826,   GNS,    10,  1,      4,2,19940829, 66.0020,  -1.0000, 3400,   1986.2,  -0.8959,  34.9106,2,  34.9110,2,    299.9,2,    302.9,2,    15.45,2,    13.09,2,     0.08,2,     1.14,2,   2157.8,2,   2347.8,3, -0.987492268
  58AA19940826,   GNS,    10,  1,      3,2,19940829, 66.0020,  -1.0000, 3400,   2491.9,  -0.9034,  34.9103,2,-999.0000,9,    300.4,2,    302.5,2,    16.25,2,    13.47,2,     0.12,2,     1.14,2,   2157.9,2,   2319.0,3,  -1.02906713
  58AA19940826,   GNS,    10,  1,      2,2,19940829, 66.0020,  -1.0000, 3400,   3011.9,  -0.8724,  34.9106,2,  34.9100,2,    301.0,2,    301.6,2,    17.02,2,    13.16,2,     0.08,2,     1.14,2,   2159.4,2,   2309.8,3,  -1.03824184
  58AA19940826,   GNS,    10,  1,      1,2,19940829, 66.0020,  -1.0000, 3400,   3360.2,  -0.8437,  34.9106,2,-999.0000,9,    303.1,2,    302.0,2,    17.13,2,    13.47,2,     0.08,2,     1.20,2,   2160.2,2,   2339.9,3,  -1.03913551
  58AA19940826,   GNS,    11,  2,     12,2,19940829, 66.0000,  -3.7370, 3740,      0.6,  10.1935,  34.7395,2,-999.0000,9,    282.8,2,    285.1,2,     1.18,2,     0.06,2,     0.08,2,     0.53,2,   2057.0,2,   2279.5,2,   10.1934304
  58AA19940826,   GNS,    11,  2,     11,2,19940829, 66.0000,  -3.7370, 3740,     12.8,  10.1911,  34.7410,2,-999.0000,9,    284.6,2,    285.5,2,     1.23,2,     0.11,2,     0.10,2,     1.24,3,   2059.2,2,   2289.2,2,   10.1896153
  58AA19940826,   GNS,    11,  2,     10,2,19940829, 66.0000,  -3.7370, 3740,     22.8,   9.6040,  34.7901,2,-999.0000,9,    291.6,2,    295.0,2,     1.49,2,     0.92,2,     0.17,2,     0.68,2,   2073.5,2,   2330.1,3,   9.60145112
  58AA19940826,   GNS,    11,  2,      9,2,19940829, 66.0000,  -3.7370, 3740,     33.2,   6.4385,  34.8869,2,-999.0000,9,    311.0,2,    306.6,2,     2.70,2,     4.01,2,     0.51,2,     0.69,2,   2101.6,2,   2321.7,2,   6.43557544
  58AA19940826,   GNS,    11,  2,      8,2,19940829, 66.0000,  -3.7370, 3740,     53.6,   4.3515,  34.8904,2,-999.0000,9,    304.8,2,    303.5,2,     5.70,2,    11.16,2,     0.10,2,     0.98,2,   2139.2,2,   2300.2,2,   4.34764681
  58AA19940826,   GNS,    11,  2,      7,2,19940829, 66.0000,  -3.7370, 3740,     83.3,   3.0874,  34.8744,2,-999.0000,9,    313.4,2,    311.7,2,     6.02,2,    11.32,2,     0.08,2,     0.96,2,   2142.7,2,   2297.3,2,   3.08223978
  58AA19940826,   GNS,    11,  2,      6,2,19940829, 66.0000,  -3.7370, 3740,    102.9,   2.7360,  34.8842,2,-999.0000,9,    315.7,2,   -999.0,9,     5.96,2,    11.38,2,     0.07,2,     1.07,2,   2143.3,2,   2293.1,2,   2.72990092
  58AA19940826,   GNS,    11,  2,      5,2,19940829, 66.0000,  -3.7370, 3740,    203.0,   2.4701,  34.9530,2,-999.0000,9,    312.2,2,    311.2,2,     6.33,2,    11.99,2,     0.09,2,     1.00,2,   2143.4,2,   2353.5,3,    2.4583148
  58AA19940826,   GNS,    11,  2,      4,2,19940829, 66.0000,  -3.7370, 3740,    303.8,   1.7019,  34.9254,2,-999.0000,9,    308.3,2,    308.2,2,     6.64,2,    12.33,2,     0.09,2,     1.02,2,   2150.8,2,   2330.2,2,   1.68592655
  58AA19940826,   GNS,    11,  2,      3,2,19940829, 66.0000,  -3.7370, 3740,    403.7,   0.7317,  34.8924,2,-999.0000,9,    307.9,2,    308.6,2,     6.98,2,    12.52,2,     0.08,2,     1.06,2,   2154.7,2,   2313.7,2,   0.71337693
  58AA19940826,   GNS,    11,  2,      2,2,19940829, 66.0000,  -3.7370, 3740,    603.0,  -0.0336,  34.8937,2,-999.0000,9,    302.9,2,    305.5,2,     7.82,2,    12.86,2,     0.12,2,     1.06,2,   2157.9,2,   2306.3,3,-0.0582094997
  58AA19940826,   GNS,    11,  2,      1,2,19940829, 66.0000,  -3.7370, 3740,    803.3,  -0.4154,  34.8993,2,-999.0000,9,    302.8,2,    300.8,2,     8.91,2,    13.14,2,     0.09,2,     1.11,2,   2160.7,2,   2297.5,3, -0.447098213
  58AA19940826,   GNS,    11,  1,     12,2,19940829, 66.0000,  -3.7370, 3740,   1008.4,  -0.6202,  34.9074,2,  34.9110,2,    301.6,2,    300.3,2,     9.71,2,    13.13,2,     0.12,2,     1.15,2,   2161.5,2,   2297.8,3, -0.660177504
  58AA19940826,   GNS,    11,  1,     11,2,19940829, 66.0000,  -3.7370, 3740,   1306.6,  -0.7781,  34.9103,2,  34.9120,2,    301.6,2,    302.0,2,    10.65,2,    13.28,2,     0.14,2,     1.13,2,   2161.2,2,   2275.2,3, -0.831721482
  58AA19940826,   GNS,    11,  1,     10,2,19940829, 66.0000,  -3.7370, 3740,   1507.3,  -0.8429,  34.9107,2,  34.9110,2,    301.7,2,    302.5,2,    11.33,2,    13.38,2,     0.08,2,     1.21,2,   2162.6,2,   2335.2,3,  -0.90666955
  58AA19940826,   GNS,    11,  1,      9,2,19940829, 66.0000,  -3.7370, 3740,   1812.6,  -0.8978,  34.9107,2,  34.9110,2,    301.8,2,    302.5,2,    15.22,2,    13.37,2,     0.08,2,     1.15,2,   2162.0,2,   2333.0,3, -0.978594834
  58AA19940826,   GNS,    11,  1,      8,2,19940829, 66.0000,  -3.7370, 3740,   2012.5,  -0.9158,  34.9104,2,  34.9170,2,    302.0,2,   -999.0,9,    15.59,2,    13.35,2,     0.06,2,     1.13,2,   2162.2,2,   2330.4,3,  -1.00877236
  58AA19940826,   GNS,    11,  1,      7,2,19940829, 66.0000,  -3.7370, 3740,   2314.7,  -0.9161,  34.9102,2,  34.9100,2,    301.6,2,    302.9,2,    16.02,2,    13.25,2,     0.07,2,     1.16,2,   2164.6,2,   2340.7,3,  -1.02907611
  58AA19940826,   GNS,    11,  1,      6,2,19940829, 66.0000,  -3.7370, 3740,   2519.0,  -0.9073,  34.9105,2,  34.9110,2,    301.1,2,    302.9,2,    17.04,2,    13.85,2,     0.07,2,     1.17,2,   2162.9,2,   2325.7,3,  -1.03484448
  58AA19940826,   GNS,    11,  1,      5,2,19940829, 66.0000,  -3.7370, 3740,   2718.3,  -0.8963,  34.9106,2,  34.9100,2,    300.6,2,    302.0,2,    17.15,2,    13.46,2,     0.09,2,     1.25,2,   2163.8,2,   2330.9,3,  -1.03877028
  58AA19940826,   GNS,    11,  1,      4,2,19940829, 66.0000,  -3.7370, 3740,   3010.8,  -0.8736,  34.9106,2,  34.9100,2,    300.4,2,    302.9,2,    17.11,2,    13.42,2,     0.07,2,     1.17,2,   2160.4,2,   2337.5,3,  -1.03932621
  58AA19940826,   GNS,    11,  1,      3,2,19940829, 66.0000,  -3.7370, 3740,   3295.8,  -0.8496,  34.9107,2,  34.9100,2,    300.7,2,    302.5,2,    16.96,2,    14.72,2,     0.09,2,     1.18,2,   2161.8,2,   2337.8,3,  -1.03939655
  58AA19940826,   GNS,    11,  1,      2,2,19940829, 66.0000,  -3.7370, 3740,   3491.2,  -0.8323,  34.9105,2,  34.9100,2,    301.5,2,    302.9,2,    17.15,2,    14.77,2,     0.11,2,     1.20,2,   2161.2,2,   2350.2,3,  -1.03938848
  58AA19940826,   GNS,    11,  1,      1,2,19940829, 66.0000,  -3.7370, 3740,   3708.3,  -0.8119,  34.9103,2,  34.9100,2,    302.9,2,    302.0,2,    17.09,2,    13.67,2,     0.07,2,     1.16,2,   2161.0,2,   2341.4,3,  -1.03895425
  58AA19940826,   GNS,    12,  1,     12,2,19940830, 66.0000,  -5.7020, 3358,      0.6,   9.4769,  34.6468,2,-999.0000,9,    286.0,2,    288.1,2,     1.29,2,     0.08,2,     0.08,2,     0.68,2,   2056.6,2,   2316.1,2,    9.4768337
  58AA19940826,   GNS,    12,  1,     11,2,19940830, 66.0000,  -5.7020, 3358,     13.8,   9.4758,  34.6469,2,-999.0000,9,    288.8,2,   -999.0,9,     1.31,2,     0.15,2,     0.11,2,     0.36,2,   2059.3,2,   2319.6,2,   9.47427406
  58AA19940826,   GNS,    12,  1,     10,2,19940830, 66.0000,  -5.7020, 3358,     52.8,   3.0304,  34.8826,2,-999.0000,9,    314.2,2,    312.5,2,     5.49,2,    11.99,2,     0.08,2,     0.97,2,   2142.7,2,   2332.6,2,   3.02716587
  58AA19940826,   GNS,    12,  1,      9,2,19940830, 66.0000,  -5.7020, 3358,    102.0,   2.8121,  34.9698,2,-999.0000,9,    314.9,2,    316.4,2,     6.04,2,    11.95,2,     0.09,2,     0.99,2,   2145.8,2,   2323.9,2,   2.80597646
  58AA19940826,   GNS,    12,  1,      8,2,19940830, 66.0000,  -5.7020, 3358,    203.1,   2.3552,  34.9582,2,-999.0000,9,    312.2,2,    315.1,2,     6.28,2,    13.22,2,     0.12,2,     1.06,2,   2146.5,2,   2301.1,2,   2.34359688
  58AA19940826,   GNS,    12,  1,      7,2,19940830, 66.0000,  -5.7020, 3358,    404.0,   0.5500,  34.8879,2,-999.0000,9,    306.6,2,    311.6,2,     6.92,2,    13.59,2,     0.09,2,     1.09,2,   2152.6,2,   2288.4,2,  0.532274664
  58AA19940826,   GNS,    12,  1,      6,2,19940830, 66.0000,  -5.7020, 3358,    999.4,  -0.5997,  34.9042,2,  34.9100,2,    288.4,2,    300.7,2,     9.59,2,    14.33,2,     0.10,2,     1.14,2,   2158.8,2,   2292.3,2, -0.639406404
  58AA19940826,   GNS,    12,  1,      5,2,19940830, 66.0000,  -5.7020, 3358,   1504.7,  -0.8382,  34.9079,2,  34.9090,2,    287.3,2,    302.5,2,    11.14,2,    13.97,2,     0.09,2,     1.13,2,   2156.8,2,   2292.1,2,  -0.90187637
  58AA19940826,   GNS,    12,  1,      4,2,19940830, 66.0000,  -5.7020, 3358,   1999.3,  -0.9093,  34.9078,2,  34.9100,2,    285.3,2,    304.2,2,    15.59,2,    13.71,2,     0.08,2,     1.10,2,   2160.6,2,   2306.6,2,  -1.00150946
  58AA19940826,   GNS,    12,  1,      3,2,19940830, 66.0000,  -5.7020, 3358,   2499.7,  -0.9059,  34.9078,2,  34.8980,2,    279.7,2,    303.8,2,    17.46,2,    13.70,2,     0.08,2,     1.11,2,   2160.1,2,   2304.3,2,  -1.03202431
  58AA19940826,   GNS,    12,  1,      2,2,19940830, 66.0000,  -5.7020, 3358,   3002.8,  -0.8748,  34.9080,2,  34.8950,2,    277.8,2,    302.9,2,    17.13,2,    13.93,2,     0.11,2,     1.18,2,   2160.7,2,   2298.1,2,  -1.03977959
  58AA19940826,   GNS,    12,  1,      1,2,19940830, 66.0000,  -5.7020, 3358,   3346.5,  -0.8454,  34.9080,2,-999.0000,9,    282.3,2,    302.0,2,    17.15,2,    13.91,2,     0.11,2,     1.16,2,   2160.9,2,   2296.3,2,  -1.03960489
  58AA19940826,   GNS,    13,  2,     10,2,19940830, 65.9220,  -6.2980, 3116,      2.3,   9.2585,  34.7366,2,-999.0000,9,    295.3,2,    291.5,2,     1.24,2,     0.14,2,     0.12,2,     0.39,2,   2057.9,2,   2289.3,2,   9.25824925
  58AA19940826,   GNS,    13,  2,      9,2,19940830, 65.9220,  -6.2980, 3116,     13.7,   9.1943,  34.7465,2,-999.0000,9,    296.4,2,    297.6,2,     1.75,2,     1.40,2,     0.25,2,     0.47,2,   2071.5,2,   2301.5,2,   9.19281175
  58AA19940826,   GNS,    13,  2,      8,2,19940830, 65.9220,  -6.2980, 3116,     23.5,   5.3516,  34.8888,2,-999.0000,9,    313.5,2,    310.4,2,     3.76,2,     6.38,2,     0.84,2,     0.73,2,   2112.6,2,   2324.9,2,   5.34973031
  58AA19940826,   GNS,    13,  2,      7,2,19940830, 65.9220,  -6.2980, 3116,     32.4,   4.3261,  34.9119,2,-999.0000,9,    301.4,2,   -999.0,9,     5.40,2,    10.80,2,     0.14,2,     0.97,2,   2135.0,2,   2325.5,2,   4.32378147
  58AA19940826,   GNS,    13,  2,      6,2,19940830, 65.9220,  -6.2980, 3116,     52.0,   2.9821,  34.9050,2,-999.0000,9,    307.9,2,    310.8,2,     5.99,2,    11.80,2,     0.07,2,     0.99,2,   2142.3,2,   2328.3,2,   2.97893355
  58AA19940826,   GNS,    13,  2,      5,2,19940830, 65.9220,  -6.2980, 3116,     81.6,   2.7007,  34.9102,2,-999.0000,9,    310.3,2,    312.1,2,     6.04,2,    11.98,2,     0.08,2,     0.99,2,   2144.5,2,   2281.0,2,   2.69589738
  58AA19940826,   GNS,    13,  2,      4,2,19940830, 65.9220,  -6.2980, 3116,    101.7,   3.0283,  34.9800,2,  34.9830,2,    309.0,2,    311.6,2,     6.23,2,    12.08,2,     0.13,2,     0.98,2,   2143.2,2,   2304.3,2,   3.02201404
  58AA19940826,   GNS,    13,  2,      3,2,19940830, 65.9220,  -6.2980, 3116,    202.8,   2.5701,  34.9656,2,  34.9700,2,    312.3,2,    312.1,2,     6.18,2,    12.08,2,     0.10,2,     1.03,2,   2145.4,2,   2285.3,2,   2.55815584
  58AA19940826,   GNS,    13,  2,      2,2,19940830, 65.9220,  -6.2980, 3116,    303.9,   1.7012,  34.9265,2,  34.9320,2,    309.3,2,    271.3,4,     6.53,2,    12.68,2,     0.09,2,     1.06,2,   2151.0,2,   2291.8,2,   1.68521917
  58AA19940826,   GNS,    13,  2,      1,2,19940830, 65.9220,  -6.2980, 3116,    402.3,   0.8309,  34.8941,2,  34.9010,2,    311.3,2,    307.3,2,     6.89,2,    12.67,2,     0.07,2,     1.12,2,   2154.6,2,   2297.7,2,  0.812308668
  58AA19940826,   GNS,    13,  1,     12,2,19940830, 65.9220,  -6.2980, 3116,    503.2,   0.3275,  34.8954,2,  34.8970,2,    306.3,2,    305.1,2,     7.36,2,    13.07,2,     0.09,2,     1.08,2,   2157.7,2,   2294.8,2,   0.30590032
  58AA19940826,   GNS,    13,  1,     11,2,19940830, 65.9220,  -6.2980, 3116,    605.3,  -0.0458,  34.8987,2,  34.8990,2,    304.8,2,    303.8,2,     7.81,2,    13.72,2,     0.10,2,     1.13,2,   2158.3,2,   2295.2,2,-0.0704604542
  58AA19940826,   GNS,    13,  1,     10,2,19940830, 65.9220,  -6.2980, 3116,    703.4,  -0.2672,  34.9005,2,  34.9010,2,    303.7,2,    303.4,2,     8.26,2,    13.13,2,     0.08,2,     1.09,2,   2158.0,2,   2288.3,2, -0.295187838
  58AA19940826,   GNS,    13,  1,      9,2,19940830, 65.9220,  -6.2980, 3116,    803.2,  -0.4059,  34.9039,2,  34.9040,2,    301.0,2,    301.2,2,     8.79,2,    13.12,2,     0.08,2,     1.07,2,   2158.6,2,   2273.1,3, -0.437663812
  58AA19940826,   GNS,    13,  1,      8,2,19940830, 65.9220,  -6.2980, 3116,   1003.5,  -0.6307,  34.9074,2,  34.9100,2,    302.0,2,    302.5,2,     9.66,2,    13.30,2,     0.08,2,     1.08,2,   2158.9,2,   2276.3,3, -0.670350037
  58AA19940826,   GNS,    13,  1,      7,2,19940830, 65.9220,  -6.2980, 3116,   1307.3,  -0.7841,  34.9109,2,  34.9100,2,    301.9,2,    303.3,2,    10.81,2,    13.37,2,     0.08,2,     1.10,2,   2157.1,2,   2292.0,2, -0.837689635
