EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,DEGC
  58JH19921105,   GNS,    98,  1,      9,2,19921108, 63.9500,   1.6830, 2297,    100.0,   6.9870,  34.9300,2,   -999.0,9,     3.36,2,     7.93,2,     0.23,2,     0.58,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.9777
  58JH19921105,   GNS,    98,  1,      8,2,19921108, 63.9500,   1.6830, 2297,    150.0,   6.9790,  34.9860,2,   -999.0,9,     4.21,2,    10.12,2,     0.12,2,     0.68,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.9650
  58JH19921105,   GNS,    98,  1,      7,2,19921108, 63.9500,   1.6830, 2297,    200.0,   5.3570,  34.9460,2,   -999.0,9,     6.11,2,    13.86,2,     0.01,2,     0.91,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.3408
  58JH19921105,   GNS,    98,  1,      6,2,19921108, 63.9500,   1.6830, 2297,    300.0,   3.0730,  34.8760,2,   -999.0,9,     6.30,2,    13.84,2,     0.00,2,     0.91,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.0539
  58JH19921105,   GNS,    98,  1,      5,2,19921108, 63.9500,   1.6830, 2297,    400.0,   1.6840,  34.9120,2,   -999.0,9,     6.68,2,    13.94,2,     0.00,2,     0.93,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.6627
  58JH19921105,   GNS,    98,  1,      4,2,19921108, 63.9500,   1.6830, 2297,    500.0,   0.3850,  34.8920,2,   -999.0,9,     7.00,2,    14.17,2,     0.00,2,     0.98,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.3633
  58JH19921105,   GNS,    98,  1,      3,2,19921108, 63.9500,   1.6830, 2297,   1000.0,  -0.5930,  34.9080,2,   -999.0,9,     9.61,2,    14.65,2,     0.00,2,     0.99,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6328
  58JH19921105,   GNS,    98,  1,      2,2,19921108, 63.9500,   1.6830, 2297,   1500.0,  -0.8630,  34.9110,2,   -999.0,9,    11.19,2,    15.05,2,     0.00,2,     1.04,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9261
  58JH19921105,   GNS,    98,  1,      1,2,19921108, 63.9500,   1.6830, 2297,   1800.0,  -0.9180,  34.9100,2,   -999.0,9,    11.71,2,    15.07,2,     0.00,2,     1.01,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9977
  58JH19921105,   GNS,    99,  2,      1,2,19921108, 64.1750,   1.1330, 2759,      0.0,   7.7730,  35.0460,2,   -999.0,9,     3.06,2,     8.45,2,     0.25,2,     0.65,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.7730
  58JH19921105,   GNS,    99,  1,     12,2,19921108, 64.1750,   1.1330, 2759,     10.0,   7.7790,  36.0540,3,   -999.0,9,     2.91,2,     8.50,2,     0.25,2,     0.60,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.7780
  58JH19921105,   GNS,    99,  1,     11,2,19921108, 64.1750,   1.1330, 2759,     30.0,   7.7800,  35.0460,2,   -999.0,9,     3.03,2,     8.60,2,     0.25,2,     0.62,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.7770
  58JH19921105,   GNS,    99,  1,     10,2,19921108, 64.1750,   1.1330, 2759,     50.0,   7.7600,  35.0430,2,   -999.0,9,     3.03,2,     8.65,2,     0.25,2,     0.62,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.7551
  58JH19921105,   GNS,    99,  1,      9,2,19921108, 64.1750,   1.1330, 2759,    100.0,   7.9180,  35.1770,2,   -999.0,9,     4.96,2,    11.63,2,     0.07,2,     0.76,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.9080
  58JH19921105,   GNS,    99,  1,      8,2,19921108, 64.1750,   1.1330, 2759,    150.0,   7.3670,  35.1520,2,   -999.0,9,     6.70,2,    14.45,2,     0.00,2,     0.94,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.3525
  58JH19921105,   GNS,    99,  1,      7,2,19921108, 64.1750,   1.1330, 2759,    200.0,   6.1800,  35.0510,2,   -999.0,9,     6.70,2,    14.27,2,     0.00,2,     0.94,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.1625
  58JH19921105,   GNS,    99,  1,      6,2,19921108, 64.1750,   1.1330, 2759,    300.0,   2.6940,  34.9060,2,   -999.0,9,     6.65,2,    13.90,2,     0.00,2,     0.93,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.6758
  58JH19921105,   GNS,    99,  1,      5,2,19921108, 64.1750,   1.1330, 2759,    500.0,   0.4150,  34.8880,2,   -999.0,9,     6.93,2,    14.17,2,     0.00,2,     0.95,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.3932
  58JH19921105,   GNS,    99,  1,      4,2,19921108, 64.1750,   1.1330, 2759,   1000.0,  -0.6100,  34.9040,2,   -999.0,9,     9.05,2,    14.65,2,     0.00,2,     0.98,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6496
  58JH19921105,   GNS,    99,  1,      3,2,19921108, 64.1750,   1.1330, 2759,   1500.0,  -0.8430,  34.9080,2,   -999.0,9,    10.99,2,    15.01,2,     0.00,2,     1.00,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9064
  58JH19921105,   GNS,    99,  1,      2,2,19921108, 64.1750,   1.1330, 2759,   2000.0,  -0.9130,  34.9080,2,   -999.0,9,    11.75,2,    15.09,2,     0.00,2,     1.02,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0052
  58JH19921105,   GNS,    99,  1,      1,2,19921108, 64.1750,   1.1330, 2759,   2350.0,  -0.9150,  34.9100,2,   -999.0,9,    12.46,2,    15.30,2,     0.00,2,     1.04,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0304
  58JH19921105,   GNS,   100,  2,      1,2,19921108, 64.4250,   0.5670, 2778,      0.0,   7.9660,  35.1030,2,   -999.0,9,     3.06,2,     8.87,2,     0.24,2,     0.71,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.9660
  58JH19921105,   GNS,   100,  1,     12,2,19921108, 64.4250,   0.5670, 2778,     10.0,   7.9670,  35.1060,2,   -999.0,9,     2.94,2,     8.68,2,     0.26,2,     0.64,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.9660
  58JH19921105,   GNS,   100,  1,     11,2,19921108, 64.4250,   0.5670, 2778,     30.0,   7.9810,  35.1060,2,   -999.0,9,     2.94,2,     8.75,2,     0.26,2,     0.64,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.9780
  58JH19921105,   GNS,   100,  1,     10,2,19921108, 64.4250,   0.5670, 2778,     50.0,   7.9820,  35.1080,2,   -999.0,9,     2.96,2,     8.79,2,     0.25,2,     0.64,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.9770
  58JH19921105,   GNS,   100,  1,      9,2,19921108, 64.4250,   0.5670, 2778,    100.0,   7.7510,  35.2000,2,   -999.0,9,     6.25,2,    13.54,2,     0.00,2,     0.92,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.7411
  58JH19921105,   GNS,   100,  1,      8,2,19921108, 64.4250,   0.5670, 2778,    150.0,   6.8340,  35.1590,2,   -999.0,9,     6.46,2,    14.08,2,     0.01,2,     0.93,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.8201
  58JH19921105,   GNS,   100,  1,      7,2,19921108, 64.4250,   0.5670, 2778,    200.0,   5.4050,  35.0280,2,   -999.0,9,     6.72,2,    14.27,2,     0.00,2,     0.93,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.3887
  58JH19921105,   GNS,   100,  1,      6,2,19921108, 64.4250,   0.5670, 2778,    300.0,   2.5190,  34.9040,2,   -999.0,9,     6.95,2,    14.31,2,     0.00,2,     0.94,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.5013
  58JH19921105,   GNS,   100,  1,      5,2,19921108, 64.4250,   0.5670, 2778,    500.0,   0.2500,  34.8940,2,   -999.0,9,     7.17,2,    14.28,2,     0.00,2,     0.97,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.2289
  58JH19921105,   GNS,   100,  1,      4,2,19921108, 64.4250,   0.5670, 2778,   1000.0,  -0.6130,  34.9070,2,   -999.0,9,     9.40,2,    14.68,2,     0.00,2,     1.04,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6526
  58JH19921105,   GNS,   100,  1,      3,2,19921108, 64.4250,   0.5670, 2778,   1500.0,  -0.8430,  34.9120,2,   -999.0,9,    10.99,2,    15.01,2,     0.00,2,     1.01,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9064
  58JH19921105,   GNS,   100,  1,      2,2,19921108, 64.4250,   0.5670, 2778,   2000.0,  -0.9080,  34.9110,2,   -999.0,9,    11.73,2,    15.05,2,     0.00,2,     1.02,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0003
  58JH19921105,   GNS,   100,  1,      1,2,19921108, 64.4250,   0.5670, 2778,   2480.0,  -0.9040,  34.9130,2,   -999.0,9,    12.60,2,    15.30,2,     0.00,2,     1.04,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0288
  58JH19921105,   GNS,   101,  2,      1,2,19921110, 65.0000,  -1.0000, 3141,      0.0,   7.0640,  34.9510,2,    291.6,2,     3.20,2,     8.18,2,     0.19,2,     0.51,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.0640
  58JH19921105,   GNS,   101,  1,     12,2,19921110, 65.0000,  -1.0000, 3141,     10.0,   7.0540,  34.9510,2,    293.4,2,     3.21,2,     8.21,2,     0.18,2,     0.57,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.0531
  58JH19921105,   GNS,   101,  1,     11,2,19921110, 65.0000,  -1.0000, 3141,     50.0,   7.0800,  34.9490,2,    292.5,2,     3.22,2,     8.26,2,     0.18,2,     0.57,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.0753
  58JH19921105,   GNS,   101,  1,     10,2,19921110, 65.0000,  -1.0000, 3141,    100.0,   6.4240,  35.0810,2,    283.3,2,     6.55,2,    14.42,2,     0.04,2,     0.93,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.4151
  58JH19921105,   GNS,   101,  1,      9,2,19921110, 65.0000,  -1.0000, 3141,    150.0,   4.6880,  34.9690,2,    291.6,2,     6.72,2,    14.22,2,     0.01,2,     0.91,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.6767
  58JH19921105,   GNS,   101,  1,      8,2,19921110, 65.0000,  -1.0000, 3141,    200.0,   3.1510,  34.9100,2,    305.6,2,     6.44,2,    14.00,2,     0.01,2,     0.92,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.1383
  58JH19921105,   GNS,   101,  1,      7,2,19921110, 65.0000,  -1.0000, 3141,    300.0,   1.7510,  34.9130,2,    307.7,2,     6.53,2,    14.12,2,     0.02,2,     0.95,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.7351
  58JH19921105,   GNS,   101,  1,      6,2,19921110, 65.0000,  -1.0000, 3141,    500.0,   0.1570,  34.8920,2,    304.7,2,     7.13,2,    14.48,2,     0.01,2,     0.94,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.1363
  58JH19921105,   GNS,   101,  1,      5,2,19921110, 65.0000,  -1.0000, 3141,   1000.0,  -0.6140,  34.9040,2,    304.7,2,     9.45,2,    14.73,2,     0.01,2,     0.98,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6536
  58JH19921105,   GNS,   101,  1,      4,2,19921110, 65.0000,  -1.0000, 3141,   1500.0,  -0.8340,  34.9090,2,    305.1,2,    11.00,2,    15.11,2,     0.02,2,     1.01,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.8975
  58JH19921105,   GNS,   101,  1,      3,2,19921110, 65.0000,  -1.0000, 3141,   2000.0,  -0.8990,  34.9100,2,    306.4,2,    11.79,2,    15.17,2,     0.01,2,     1.01,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9914
  58JH19921105,   GNS,   101,  1,      2,2,19921110, 65.0000,  -1.0000, 3141,   2500.0,  -0.8920,  34.9120,2,    307.3,2,    12.25,2,    15.24,2,     0.01,2,     1.01,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0185
  58JH19921105,   GNS,   101,  1,      1,2,19921110, 65.0000,  -1.0000, 3141,   2840.0,  -0.8700,  34.9130,2,    306.4,2,    12.84,2,    15.42,2,     0.03,2,     1.03,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0224
  58JH19921105,   GNS,   102,  2,      1,2,19921110, 65.0000,  -2.6670, 3334,      0.0,   6.3210,  34.8870,2,    302.1,2,     3.78,2,     8.79,2,     0.16,2,     0.59,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3210
  58JH19921105,   GNS,   102,  1,     12,2,19921110, 65.0000,  -2.6670, 3334,     10.0,   6.3130,  34.8900,2,    295.5,2,     3.79,2,     8.82,2,     0.17,2,     0.60,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3121
  58JH19921105,   GNS,   102,  1,     11,2,19921110, 65.0000,  -2.6670, 3334,     50.0,   6.3180,  34.8900,2,    298.6,2,     3.79,2,     8.84,2,     0.17,2,     0.61,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3136
  58JH19921105,   GNS,   102,  1,     10,2,19921110, 65.0000,  -2.6670, 3334,    100.0,   5.0360,  34.9790,2,    285.1,2,     6.47,2,    14.24,2,     0.04,2,     0.93,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.0282
  58JH19921105,   GNS,   102,  1,      9,2,19921110, 65.0000,  -2.6670, 3334,    150.0,   3.2490,  34.9050,2,    301.2,2,     6.27,2,    13.73,2,     0.02,2,     0.91,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.2394
  58JH19921105,   GNS,   102,  1,      8,2,19921110, 65.0000,  -2.6670, 3334,    200.0,   2.8640,  34.9600,2,    315.6,2,     6.07,2,    13.46,2,     0.01,2,     0.89,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.8518
  58JH19921105,   GNS,   102,  1,      7,2,19921110, 65.0000,  -2.6670, 3334,    300.0,   2.3260,  34.9490,2,    315.1,2,     5.92,2,    13.34,2,     0.01,2,     0.87,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.3087
  58JH19921105,   GNS,   102,  1,      6,2,19921110, 65.0000,  -2.6670, 3334,    500.0,   0.5010,  34.8910,2,    307.3,2,     6.81,2,    14.25,2,     0.01,2,     0.95,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.4788
  58JH19921105,   GNS,   102,  1,      5,2,19921110, 65.0000,  -2.6670, 3334,   1000.0,  -0.5930,  34.9000,2,    304.7,2,     9.26,2,    14.61,2,     0.01,2,     0.98,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6328
  58JH19921105,   GNS,   102,  1,      4,2,19921110, 65.0000,  -2.6670, 3334,   1500.0,  -0.8370,  34.9050,2,    305.1,2,    10.97,2,    15.06,2,     0.01,2,     1.01,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9004
  58JH19921105,   GNS,   102,  1,      3,2,19921110, 65.0000,  -2.6670, 3334,   2000.0,  -0.9100,  34.9060,2,   -999.0,9,    11.87,2,    15.14,2,     0.01,2,     1.01,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0022
  58JH19921105,   GNS,   102,  1,      2,2,19921110, 65.0000,  -2.6670, 3334,   2500.0,  -0.9010,  34.9070,2,    305.6,2,    12.48,2,    15.27,2,     0.01,2,     1.02,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0273
  58JH19921105,   GNS,   102,  1,      1,2,19921110, 65.0000,  -2.6670, 3334,   3100.0,  -0.8590,  34.9090,2,    304.7,2,    12.88,2,    15.35,2,     0.01,2,     1.03,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0323
  58JH19921105,   GNS,   103,  1,      8,2,19921111, 65.0000,  -4.3330, 3299,      0.0,   5.9300,  34.8270,2,    297.7,2,     3.56,2,     8.28,2,     0.21,2,     0.59,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.9300
  58JH19921105,   GNS,   103,  1,      7,2,19921111, 65.0000,  -4.3330, 3299,     10.0,   5.8910,  34.8370,2,    299.0,2,     3.57,2,     8.26,2,     0.20,2,     0.56,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.8902
  58JH19921105,   GNS,   103,  1,      6,2,19921111, 65.0000,  -4.3330, 3299,    100.0,   2.9740,  34.8780,2,   -999.0,9,     5.18,2,    11.94,2,     0.06,2,  -999.00,9,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.9679
  58JH19921105,   GNS,   103,  1,      5,2,19921111, 65.0000,  -4.3330, 3299,    150.0,   2.6480,  34.9360,2,    309.5,2,     6.04,2,    13.61,2,     0.01,2,     0.88,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.6391
  58JH19921105,   GNS,   103,  1,      4,2,19921111, 65.0000,  -4.3330, 3299,    200.0,   2.3480,  34.9360,2,    312.5,2,     5.95,2,    13.55,2,     0.02,2,     0.87,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.3366
  58JH19921105,   GNS,   103,  1,      3,2,19921111, 65.0000,  -4.3330, 3299,   1000.0,  -0.6260,  34.9020,2,    302.5,2,     9.39,2,    15.03,2,     0.01,2,     0.98,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6655
  58JH19921105,   GNS,   103,  1,      2,2,19921111, 65.0000,  -4.3330, 3299,   2000.0,  -0.9150,  34.9070,2,    304.7,2,    11.85,2,    15.29,2,     0.01,2,     1.01,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0072
  58JH19921105,   GNS,   103,  1,      1,2,19921111, 65.0000,  -4.3330, 3299,   3250.0,  -0.8500,  34.9120,2,    306.0,2,    12.77,2,    15.52,2,     0.01,2,     1.02,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0359
  58JH19921105,   GNS,   104,  1,     10,2,19921111, 65.0000,  -6.5000, 2065,      0.0,   5.8030,  34.9110,2,    296.8,2,     3.98,2,     8.99,2,     0.21,2,     0.73,2,0.205047753,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.8030
  58JH19921105,   GNS,   104,  1,      9,2,19921111, 65.0000,  -6.5000, 2065,     30.0,   5.7530,  34.9090,2,    298.2,2,     3.91,2,     8.80,2,     0.24,2,  -999.00,9,0.185519671,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.7505
  58JH19921105,   GNS,   104,  1,      8,2,19921111, 65.0000,  -6.5000, 2065,     50.0,   5.6220,  34.9020,2,    301.2,2,     3.69,2,     8.35,2,     0.29,2,  -999.00,9,0.156227903,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.6179
  58JH19921105,   GNS,   104,  1,      7,2,19921111, 65.0000,  -6.5000, 2065,    100.0,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,-999.0000
  58JH19921105,   GNS,   104,  1,      6,2,19921111, 65.0000,  -6.5000, 2065,    150.0,   3.2390,  34.9960,2,    306.9,2,     5.80,2,    13.53,2,     0.02,2,  -999.00,9,0.136689882,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.2294
  58JH19921105,   GNS,   104,  1,      5,2,19921111, 65.0000,  -6.5000, 2065,    200.0,   2.9020,  34.9900,2,    309.0,2,     5.79,2,    13.53,2,     0.03,2,     0.85,2,0.107399671,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.8897
  58JH19921105,   GNS,   104,  1,      4,2,19921111, 65.0000,  -6.5000, 2065,    400.0,   1.3750,  34.9190,2,    311.2,2,     6.03,2,    13.77,2,     0.02,2,  -999.00,9,0.234338898,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.3547
  58JH19921105,   GNS,   104,  1,      3,2,19921111, 65.0000,  -6.5000, 2065,   1000.0,  -0.6090,  34.9020,2,    303.0,2,     9.13,2,    14.29,2,     0.02,2,  -999.00,9,0.195284878,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6486
  58JH19921105,   GNS,   104,  1,      2,2,19921111, 65.0000,  -6.5000, 2065,   1500.0,  -0.8410,  34.9070,2,    303.0,2,    10.88,2,    14.90,2,     0.02,2,     0.94,2,0.146463115,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9044
  58JH19921105,   GNS,   104,  1,      1,2,19921111, 65.0000,  -6.5000, 2065,   2050.0,  -0.9290,  34.9080,2,    304.3,2,    12.02,2,    14.85,2,     0.02,2,  -999.00,9,0.185519809,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0241
