BOTTLE,20081218PRINUNIVRMKPRINUNIVRMK
# 3/23/06 Initialized README file  
# Data from J. Karstensen 3/21/06 
# Ship: J. Hjort 
# Cruise: 58JH9211 
# Dates: 11/5 - 12/1/1992 
# EXPOCODE: 58JH19921105 
# Region: Norwegian Sea 
# Chief Scientist -J.Blindheim 
# 30 stations with 12 place Rosette 
# Hydro: Who - Blindheim; Status - final 
# 	Notes: See Blindheim and Rey, 2004. 
# 	Cast and bottle number fabricated 
# 	Bottom Depths from topography 
# 	1300 subtracted from station numbers 
# Nuts/O2: Who - F. Rey; Status - final 
# 	Notes: Data from Blindheim 3/27/08 
# 	Includes ammonium 
# CFC: Who - J. Bullister; Status - final 
# 	Notes: CFC on SIO 98 scale 
# 	See Karstensen et al. 2005 
# 	Also includes CFC-113, CCl4, Cl3Et 
# H-3/He-3: Who - P.Schlosser; Status - final 
# 	Notes:  
# References: 
# Blindheim, J. and F. Rey, Water-mass formation and distribution in the Nordic Seas during the 1990s, J. Mar. Sci., 61, 846-863, 2004. 
# Karstensen, J., P. Schlosser, D.W.R. Wallace, J.L. Bullister and J. Blindheim, Watermass transformation in the Greenland Sea during the 1990s, J.Geophys. Res., 110, C07022, doi:10.1029/2004JC002510, 2005. 
EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,DEGC
  58JH19921105,   GNS,    85,  1,     10,2,19921107, 62.3670,   5.2000,  175,      0.0,  10.2200,  29.9680,2,   -999.0,9,     0.99,2,     1.63,2,     0.20,2,     0.25,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.2200
  58JH19921105,   GNS,    85,  1,      9,2,19921107, 62.3670,   5.2000,  175,     10.0,  10.2010,  30.7140,2,   -999.0,9,     0.99,2,     1.63,2,     0.20,2,     0.20,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.1999
  58JH19921105,   GNS,    85,  1,      8,2,19921107, 62.3670,   5.2000,  175,     20.0,  10.2080,  31.5860,2,   -999.0,9,     0.99,2,     1.62,2,     0.21,2,     0.20,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.2058
  58JH19921105,   GNS,    85,  1,      7,2,19921107, 62.3670,   5.2000,  175,     30.0,  10.2080,  31.8570,2,   -999.0,9,     1.01,2,     1.62,2,     0.20,2,     0.20,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.2046
  58JH19921105,   GNS,    85,  1,      6,2,19921107, 62.3670,   5.2000,  175,     50.0,  10.1940,  33.2100,2,   -999.0,9,     0.97,2,     1.71,2,     0.22,2,     0.21,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.1883
  58JH19921105,   GNS,    85,  1,      5,2,19921107, 62.3670,   5.2000,  175,     75.0,  10.1700,  33.3240,2,   -999.0,9,     1.01,2,     1.93,2,     0.20,2,     0.22,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.1614
  58JH19921105,   GNS,    85,  1,      4,2,19921107, 62.3670,   5.2000,  175,    100.0,  10.2760,  33.8520,2,   -999.0,9,     1.44,2,     2.84,2,     0.16,2,     0.28,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.2644
  58JH19921105,   GNS,    85,  1,      3,2,19921107, 62.3670,   5.2000,  175,    125.0,   9.4250,  34.9400,2,   -999.0,9,     3.99,2,     9.12,2,     0.02,2,     0.72,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.4111
  58JH19921105,   GNS,    85,  1,      2,2,19921107, 62.3670,   5.2000,  175,    150.0,   8.8520,  35.1150,2,   -999.0,9,     3.99,2,     9.12,2,     0.02,2,     0.65,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.8359
  58JH19921105,   GNS,    85,  1,      1,2,19921107, 62.3670,   5.2000,  175,    165.0,   8.8080,  35.1290,2,   -999.0,9,     4.98,2,    10.88,2,     0.02,2,     0.79,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.7903
  58JH19921105,   GNS,    86,  1,     10,2,19921107, 62.4830,   4.9330,  280,      0.0,   9.8400,  33.8340,2,   -999.0,9,     1.20,2,     2.32,2,     0.17,2,     0.32,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.8400
  58JH19921105,   GNS,    86,  1,      9,2,19921107, 62.4830,   4.9330,  280,     10.0,   9.8470,  33.8460,2,   -999.0,9,     1.17,2,     2.27,2,     0.19,2,     0.24,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.8459
  58JH19921105,   GNS,    86,  1,      8,2,19921107, 62.4830,   4.9330,  280,     20.0,   9.8470,  33.8770,2,   -999.0,9,     1.17,2,     2.32,2,     0.17,2,     0.24,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.8448
  58JH19921105,   GNS,    86,  1,      7,2,19921107, 62.4830,   4.9330,  280,     30.0,   9.7970,  33.9270,2,   -999.0,9,     1.10,2,     2.39,2,     0.17,2,     0.24,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.7936
  58JH19921105,   GNS,    86,  1,      6,2,19921107, 62.4830,   4.9330,  280,     50.0,  10.0330,  34.0600,2,   -999.0,9,     1.17,2,     2.39,2,     0.21,2,     0.24,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.0273
  58JH19921105,   GNS,    86,  1,      5,2,19921107, 62.4830,   4.9330,  280,     75.0,  10.2650,  34.6330,2,   -999.0,9,     1.17,2,     2.41,2,     0.19,2,     0.25,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.2562
  58JH19921105,   GNS,    86,  1,      4,2,19921107, 62.4830,   4.9330,  280,    100.0,  10.2400,  35.0370,2,   -999.0,9,     1.39,2,     3.89,2,     0.14,2,     0.35,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.2283
  58JH19921105,   GNS,    86,  1,      3,2,19921107, 62.4830,   4.9330,  280,    125.0,   8.7520,  35.1170,2,   -999.0,9,     3.91,2,    10.42,2,     0.00,2,     0.74,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.7387
  58JH19921105,   GNS,    86,  1,      2,2,19921107, 62.4830,   4.9330,  280,    150.0,   8.6660,  35.1220,2,   -999.0,9,     3.93,2,    10.56,2,     0.00,2,     0.79,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.6501
  58JH19921105,   GNS,    86,  1,      1,2,19921107, 62.4830,   4.9330,  280,    180.0,   8.5960,  35.1490,2,   -999.0,9,     4.98,2,    11.65,2,     0.01,2,     0.82,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.5770
  58JH19921105,   GNS,    87,  1,      9,2,19921107, 62.6000,   4.6830,  971,      0.0,   9.8770,  33.5890,2,   -999.0,9,     1.04,2,     2.30,2,     0.09,2,     0.24,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.8770
  58JH19921105,   GNS,    87,  1,      8,2,19921107, 62.6000,   4.6830,  971,     10.0,   9.8770,  33.5950,2,   -999.0,9,     1.04,2,     2.36,2,     0.10,2,     0.24,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.8759
  58JH19921105,   GNS,    87,  1,      7,2,19921107, 62.6000,   4.6830,  971,     20.0,   9.8740,  33.5930,2,   -999.0,9,     1.17,2,     2.81,2,     0.09,2,     0.25,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.8718
  58JH19921105,   GNS,    87,  1,      6,2,19921107, 62.6000,   4.6830,  971,     30.0,  10.2460,  34.2630,2,   -999.0,9,     1.22,2,     3.00,2,     0.09,2,     0.26,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.2425
  58JH19921105,   GNS,    87,  1,      5,2,19921107, 62.6000,   4.6830,  971,     50.0,  11.0090,  34.9250,2,   -999.0,9,     2.12,2,     5.86,2,     0.01,2,     0.45,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  11.0029
  58JH19921105,   GNS,    87,  1,      4,2,19921107, 62.6000,   4.6830,  971,     75.0,  10.0460,  35.0400,2,   -999.0,9,     2.64,2,     7.71,2,     0.00,2,     0.57,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  10.0373
  58JH19921105,   GNS,    87,  1,      3,2,19921107, 62.6000,   4.6830,  971,    100.0,   8.9670,  35.0630,2,   -999.0,9,     3.99,2,    10.42,2,     0.00,2,     0.72,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.9562
  58JH19921105,   GNS,    87,  1,      2,2,19921107, 62.6000,   4.6830,  971,    125.0,   8.2520,  35.1600,2,   -999.0,9,     5.21,2,    12.04,2,     0.00,2,     0.79,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.2391
  58JH19921105,   GNS,    87,  1,      1,2,19921107, 62.6000,   4.6830,  971,    175.0,   7.9300,  35.2050,2,   -999.0,9,     5.81,2,    12.47,2,     0.01,2,     0.87,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.9123
  58JH19921105,   GNS,    88,  1,      9,2,19921107, 62.7170,   4.4330, 1150,      0.0,   9.1580,  35.1380,2,   -999.0,9,     2.84,2,     8.79,2,     0.20,2,  -999.00,9,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.1580
  58JH19921105,   GNS,    88,  1,      8,2,19921107, 62.7170,   4.4330, 1150,     10.0,   9.1560,  35.1410,2,   -999.0,9,     2.82,2,     8.96,2,     0.20,2,     0.62,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.1549
  58JH19921105,   GNS,    88,  1,      7,2,19921107, 62.7170,   4.4330, 1150,     20.0,   9.1620,  34.1400,2,   -999.0,9,     2.82,2,     9.04,2,     0.20,2,     0.62,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.1598
  58JH19921105,   GNS,    88,  1,      6,2,19921107, 62.7170,   4.4330, 1150,     30.0,   9.1630,  35.1410,2,   -999.0,9,     2.89,2,     9.19,2,     0.20,2,     0.63,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.1597
  58JH19921105,   GNS,    88,  1,      5,2,19921107, 62.7170,   4.4330, 1150,     50.0,   9.1790,  35.1500,2,   -999.0,9,     2.89,2,     9.12,2,     0.19,2,     0.63,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.1735
  58JH19921105,   GNS,    88,  1,      4,2,19921107, 62.7170,   4.4330, 1150,     75.0,   9.2390,  35.2650,2,   -999.0,9,     4.04,2,    11.38,2,     0.06,2,     0.79,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.2307
  58JH19921105,   GNS,    88,  1,      3,2,19921107, 62.7170,   4.4330, 1150,    100.0,   9.2150,  35.3160,2,   -999.0,9,     4.81,2,    12.79,2,     0.01,2,     0.83,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.2040
  58JH19921105,   GNS,    88,  1,      2,2,19921107, 62.7170,   4.4330, 1150,    125.0,   8.9190,  35.2990,2,   -999.0,9,     5.45,2,    12.80,2,     0.00,2,     0.87,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.9055
  58JH19921105,   GNS,    88,  1,      1,2,19921107, 62.7170,   4.4330, 1150,    175.0,   8.3260,  35.2600,2,   -999.0,9,     7.00,2,    12.90,2,     0.01,2,     0.87,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.3078
  58JH19921105,   GNS,    89,  2,      1,2,19921107, 62.7750,   4.3170, 1150,      0.0,   9.2750,  34.9540,2,   -999.0,9,     2.32,2,     7.13,2,     0.21,2,     0.64,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.2750
  58JH19921105,   GNS,    89,  1,     12,2,19921107, 62.7750,   4.3170, 1150,     10.0,   9.2740,  34.9500,2,   -999.0,9,     2.24,2,     7.20,2,     0.21,2,     0.54,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.2729
  58JH19921105,   GNS,    89,  1,     11,2,19921107, 62.7750,   4.3170, 1150,     20.0,   9.2820,  34.9540,2,   -999.0,9,     2.26,2,     7.42,2,     0.21,2,     0.54,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.2798
  58JH19921105,   GNS,    89,  1,     10,2,19921107, 62.7750,   4.3170, 1150,     30.0,   9.3120,  35.0870,2,   -999.0,9,     2.64,2,     8.54,2,     0.21,2,     0.61,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3087
  58JH19921105,   GNS,    89,  1,      9,2,19921107, 62.7750,   4.3170, 1150,     50.0,   9.3120,  35.1860,2,   -999.0,9,     3.17,2,     9.77,2,     0.16,2,     0.66,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3065
  58JH19921105,   GNS,    89,  1,      8,2,19921107, 62.7750,   4.3170, 1150,     75.0,   9.3460,  35.2790,2,   -999.0,9,     3.79,2,    11.01,2,     0.10,2,     0.73,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3377
  58JH19921105,   GNS,    89,  1,      7,2,19921107, 62.7750,   4.3170, 1150,    100.0,   9.3160,  35.2700,2,   -999.0,9,     3.76,2,    11.24,2,     0.10,2,     0.76,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3049
  58JH19921105,   GNS,    89,  1,      6,2,19921107, 62.7750,   4.3170, 1150,    125.0,   9.1010,  35.2940,2,   -999.0,9,     4.66,2,    12.45,2,     0.03,2,     0.83,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.0873
  58JH19921105,   GNS,    89,  1,      5,2,19921107, 62.7750,   4.3170, 1150,    150.0,   8.7240,  35.2900,2,   -999.0,9,     5.17,2,    12.91,2,     0.00,2,     0.84,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.7080
  58JH19921105,   GNS,    89,  1,      4,2,19921107, 62.7750,   4.3170, 1150,    200.0,   8.5320,  35.2780,2,   -999.0,9,     5.54,2,    12.82,2,     0.02,2,     0.86,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.5109
  58JH19921105,   GNS,    89,  1,      3,2,19921107, 62.7750,   4.3170, 1150,    250.0,   8.2690,  35.2590,2,   -999.0,9,     5.68,2,    12.83,2,     0.01,2,     0.89,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.2430
  58JH19921105,   GNS,    89,  1,      2,2,19921107, 62.7750,   4.3170, 1150,    300.0,   7.8560,  35.2250,2,   -999.0,9,     5.76,2,    13.39,2,     0.00,2,     0.89,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.8256
  58JH19921105,   GNS,    89,  1,      1,2,19921107, 62.7750,   4.3170, 1150,    348.0,   7.7980,  35.2290,2,   -999.0,9,     6.11,2,    13.57,2,     0.00,2,     0.89,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.7628
  58JH19921105,   GNS,    90,  2,      1,2,19921107, 62.8330,   4.1830, 1150,      0.0,   9.3730,  35.1010,2,   -999.0,9,     2.30,2,     7.80,2,     0.21,2,     0.66,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3730
  58JH19921105,   GNS,    90,  1,     12,2,19921107, 62.8330,   4.1830, 1150,     10.0,   9.3750,  35.1020,2,   -999.0,9,     2.30,2,     7.84,2,     0.21,2,     0.59,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3739
  58JH19921105,   GNS,    90,  1,     11,2,19921107, 62.8330,   4.1830, 1150,     20.0,   9.3940,  35.1030,2,   -999.0,9,     2.30,2,     7.89,2,     0.21,2,     0.58,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3918
  58JH19921105,   GNS,    90,  1,     10,2,19921107, 62.8330,   4.1830, 1150,     30.0,   9.3960,  35.0970,2,   -999.0,9,     2.30,2,     8.06,2,     0.21,2,     0.62,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3927
  58JH19921105,   GNS,    90,  1,      9,2,19921107, 62.8330,   4.1830, 1150,     50.0,   9.3790,  35.0940,2,   -999.0,9,     2.49,2,     8.54,2,     0.21,2,     0.60,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3735
  58JH19921105,   GNS,    90,  1,      8,2,19921107, 62.8330,   4.1830, 1150,     75.0,   9.3920,  35.1790,2,   -999.0,9,     2.70,2,     8.90,2,     0.21,2,     0.64,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3837
  58JH19921105,   GNS,    90,  1,      7,2,19921107, 62.8330,   4.1830, 1150,    100.0,   9.3530,  35.2440,2,   -999.0,9,     3.01,2,     9.65,2,     0.20,2,     0.66,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3419
  58JH19921105,   GNS,    90,  1,      6,2,19921107, 62.8330,   4.1830, 1150,    150.0,   9.2400,  35.2610,2,   -999.0,9,     3.64,2,    10.88,2,     0.12,2,     0.75,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.2234
  58JH19921105,   GNS,    90,  1,      5,2,19921107, 62.8330,   4.1830, 1150,    200.0,   9.0530,  35.3020,2,   -999.0,9,     4.93,2,    12.80,2,     0.04,2,  -999.00,9,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.0311
  58JH19921105,   GNS,    90,  1,      4,2,19921107, 62.8330,   4.1830, 1150,    300.0,   8.4910,  35.2680,2,   -999.0,9,     5.73,2,    13.31,2,     0.00,2,     0.87,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.4592
  58JH19921105,   GNS,    90,  1,      3,2,19921107, 62.8330,   4.1830, 1150,    400.0,   7.6390,  35.2220,2,   -999.0,9,     6.06,2,    12.84,2,     0.01,2,     0.89,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.5989
  58JH19921105,   GNS,    90,  1,      2,2,19921107, 62.8330,   4.1830, 1150,    500.0,   7.5540,  35.2210,2,   -999.0,9,     6.11,2,    13.21,2,     0.01,2,     0.89,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.5039
  58JH19921105,   GNS,    90,  1,      1,2,19921107, 62.8330,   4.1830, 1150,    570.0,   7.4970,  35.2190,2,   -999.0,9,     6.16,2,    13.17,2,     0.00,2,     0.90,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.4398
  58JH19921105,   GNS,    91,  2,      1,2,19921107, 62.8920,   4.0500, 1150,      0.0,   9.4140,  34.8990,2,   -999.0,9,     2.07,2,     6.23,2,     0.19,2,     0.61,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.4140
  58JH19921105,   GNS,    91,  1,     12,2,19921107, 62.8920,   4.0500, 1150,     10.0,   9.4150,  34.8990,2,   -999.0,9,     1.88,2,     6.30,2,     0.19,2,     0.47,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.4139
  58JH19921105,   GNS,    91,  1,     11,2,19921107, 62.8920,   4.0500, 1150,     30.0,   9.4210,  34.0800,2,   -999.0,9,     2.12,2,     7.13,2,     0.20,2,     0.53,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.4177
  58JH19921105,   GNS,    91,  1,     10,2,19921107, 62.8920,   4.0500, 1150,     50.0,   9.3650,  35.2060,2,   -999.0,9,     2.94,2,     9.34,2,     0.19,2,     0.65,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3595
  58JH19921105,   GNS,    91,  1,      9,2,19921107, 62.8920,   4.0500, 1150,     75.0,   9.3190,  35.2370,2,   -999.0,9,     3.27,2,    10.04,2,     0.14,2,     0.68,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3107
  58JH19921105,   GNS,    91,  1,      8,2,19921107, 62.8920,   4.0500, 1150,    100.0,   9.3420,  35.2700,2,   -999.0,9,     3.34,2,    10.28,2,     0.17,2,     0.68,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3309
  58JH19921105,   GNS,    91,  1,      7,2,19921107, 62.8920,   4.0500, 1150,    150.0,   9.0170,  35.2550,2,   -999.0,9,     4.46,2,    12.05,2,     0.06,2,     0.79,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.0007
  58JH19921105,   GNS,    91,  1,      6,2,19921107, 62.8920,   4.0500, 1150,    200.0,   9.1580,  35.3230,2,   -999.0,9,     4.81,2,    12.59,2,     0.03,2,     0.82,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   9.1359
  58JH19921105,   GNS,    91,  1,      5,2,19921107, 62.8920,   4.0500, 1150,    300.0,   8.5940,  35.2880,2,   -999.0,9,     5.93,2,    13.57,2,     0.00,2,     0.89,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   8.5620
  58JH19921105,   GNS,    91,  1,      4,2,19921107, 62.8920,   4.0500, 1150,    400.0,   7.6400,  35.2020,2,   -999.0,9,     6.68,2,    14.27,2,     0.00,2,     0.93,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   7.5999
  58JH19921105,   GNS,    91,  1,      3,2,19921107, 62.8920,   4.0500, 1150,    500.0,   6.8180,  35.1640,2,   -999.0,9,     7.05,2,    14.25,2,     0.01,2,     0.94,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.7707
  58JH19921105,   GNS,    91,  1,      2,2,19921107, 62.8920,   4.0500, 1150,    600.0,   2.6970,  34.9380,2,   -999.0,9,     7.35,2,    14.24,2,     0.00,2,     0.95,2,       -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.6591
