BOTTLE,20180426PRINUNIVRMK
# Processed by CCHDO on 2021-05-24, no changes
# 04/20/2018 Initialized README file   
# Data source: J.Jackson 8/29/17   
# SHIP: R/V Knorr  
# Cruise:   
# Region: Davis Strait  
# EXPOCODE:316N20111002  
# DATES: 20111002 - 201010YY  
# Chief Scientist: Craig Lee  
# 114 stations with 24 place Rosette  
# CTD: Who - B. Petrie; Status - final  
# 	Includes: CTDSAL, CTDOXY  
# 	Temperature data are IPTS-68   
# 	CTDSAL are pSS-78    
# SALNTY: Who - ; Status -   
# 	Notes: 	no data in file  
# Nutrients: Who - K.Azetsu-Scott; Status - final    
#  	Notes: includes ammonium  
# OXYGEN: Who - ; Status -  
# 	Notes: no data in file  
# TCARBN: Who - K.Azetsu-Scott; Status - final  
# 	Notes: 	  
# ALKALI: Who - K.Azetsu-Scott; Status - final  
# 	Notes:   
# O-18: Who - K.Azetsu-Scott; Status - final  
# 	Notes:   
# These data should be cited as:  
# References that have used data from this cruise:  
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,DELO18,DELO18_FLAG_W,BTL_DATE,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,/MILLE,,,
  316N20111002, Davis,    18,  1, 387172,      1,2,20111007,0747, 66.6532, -61.2567,   63,     58.4,   0.8595,  31.5407,2,    336.3,2,     2.83,2,     1.62,2,     0.11,2,     0.69,2,     0.83,2,   2033.8,2,   2165.1,2,   -999.0,9,    -1.96,2, 20111007,      747
  316N20111002, Davis,    18,  1, 387173,      2,2,20111007,0747, 66.6532, -61.2567,   63,     51.5,   0.9464,  31.4708,2,    336.3,2,     2.78,2,     1.61,2,     0.10,2,     0.67,2,     0.74,2,   2034.2,2,   2177.6,2,   -999.0,9,    -1.98,2, 20111007,      747
  316N20111002, Davis,    18,  1, 387174,      3,2,20111007,0747, 66.6532, -61.2567,   63,     30.7,   1.5202,  30.9673,2,    336.8,2,     1.63,2,     1.17,2,     0.09,2,     0.59,2,     0.63,2,   1997.5,2,   2134.7,2,   -999.0,9,    -2.15,2, 20111007,      747
  316N20111002, Davis,    18,  1, 387175,      4,2,20111007,0747, 66.6532, -61.2567,   63,     19.8,   1.5547,  30.9404,2,    336.6,2,     1.58,2,     1.16,2,     0.09,2,     0.59,2,     0.66,2,   1997.4,2,   2116.6,2,   -999.0,9,  -999.00,9, 20111007,      747
  316N20111002, Davis,    18,  1, 387176,      5,2,20111007,0747, 66.6532, -61.2567,   63,      9.9,   1.5680,  30.9189,2,    336.4,2,     1.56,2,     1.15,2,     0.09,2,     0.60,2,     0.61,2,   1997.0,2,   2124.4,2,   -999.0,9,    -2.31,2, 20111007,      747
  316N20111002, Davis,    18,  1, 387177,      6,2,20111007,0747, 66.6532, -61.2567,   63,      6.9,   1.5689,  30.9196,2,    336.6,2,     1.48,2,     1.14,2,     0.09,2,     0.59,2,     0.56,2,   1989.4,2,   2124.8,2,   -999.0,9,    -2.31,2, 20111007,      747
  316N20111002, Davis,    18,  1, 387178,      7,2,20111007,0747, 66.6532, -61.2567,   63,      3.0,   1.5709,  30.9197,2,    336.4,2,     1.51,2,     1.15,2,     0.09,2,     0.60,2,      0.6,2,   1993.2,2,   2133.4,2,    320.1,2,    -2.02,2, 20111007,      747
  316N20111002, Davis,    19,  1, 387179,      1,2,20111008,0843, 67.4695, -63.1543,   56,     51.5,   0.6429,  31.6984,2,    343.4,2,     2.39,2,     1.48,2,     0.12,2,     0.71,2,     1.05,2,   2046.8,2,   2172.1,2,   -999.0,9,    -2.03,2, 20111008,      843
  316N20111002, Davis,    19,  1, 387180,      2,2,20111008,0843, 67.4695, -63.1543,   56,     27.7,   1.7809,  30.8546,2,    337.1,2,     1.05,2,     1.08,2,     0.09,2,     0.58,2,     0.76,2,   1990.4,2,   2134.3,2,   -999.0,9,    -2.48,2, 20111008,      843
  316N20111002, Davis,    19,  1, 387181,      3,2,20111008,0843, 67.4695, -63.1543,   56,     10.9,   1.8972,  30.4389,2,    335.8,2,     0.89,2,     1.04,2,     0.08,2,     0.53,2,     0.48,2,   1964.6,2,   2118.3,2,   -999.0,9,    -2.50,2, 20111008,      843
  316N20111002, Davis,    19,  1, 387182,      4,2,20111008,0843, 67.4695, -63.1543,   56,      3.0,   1.9009,  30.4439,2,    334.7,2,     0.98,2,     1.05,2,     0.08,2,     0.55,2,     0.73,2,   1967.0,2,   2091.8,2,   -999.0,9,    -2.38,2, 20111008,      843
  316N20111002, Davis,    21,  1, 387183,      1,2,20111008,1048, 67.6242, -62.7683,  132,    128.7,  -1.2785,  33.1622,2,    298.4,2,    12.08,2,     8.86,2,     0.16,2,     1.10,2,     0.45,2,   2148.8,2,   2266.0,2,   -999.0,9,    -1.18,2, 20111008,     1048
  316N20111002, Davis,    21,  1, 387184,      2,2,20111008,1048, 67.6242, -62.7683,  132,    101.9,  -1.3197,  33.1182,2,    300.0,2,    11.25,2,     8.48,2,     0.15,2,     1.07,2,      0.4,2,   2144.5,2,   2241.0,2,   -999.0,9,    -1.19,2, 20111008,     1048
  316N20111002, Davis,    21,  1, 387185,      3,2,20111008,1048, 67.6242, -62.7683,  132,     53.5,  -1.3426,  32.8134,2,    310.4,2,    11.04,2,     7.30,2,     0.17,2,     1.12,2,     0.76,2,   2143.9,2,   2236.7,2,   -999.0,9,  -999.00,9, 20111008,     1048
  316N20111002, Davis,    21,  1, 387186,      4,2,20111008,1048, 67.6242, -62.7683,  132,     25.7,  -0.0152,  32.1119,2,    343.0,2,     3.02,2,     1.90,2,     0.13,2,     0.76,2,      0.9,2,   2078.6,2,   2209.5,2,   -999.0,9,    -1.93,2, 20111008,     1048
  316N20111002, Davis,    21,  1, 387187,      5,2,20111008,1048, 67.6242, -62.7683,  132,     10.9,   1.0646,  31.6884,2,    339.7,2,     1.04,2,     1.12,2,     0.09,2,     0.55,2,     0.51,2,   2029.3,2,   2181.4,2,   -999.0,9,    -1.76,2, 20111008,     1048
  316N20111002, Davis,    21,  1, 387188,      6,2,20111008,1048, 67.6242, -62.7683,  132,      4.0,   1.0642,  31.6884,2,    339.5,2,     1.03,2,     1.10,2,     0.09,2,     0.57,2,     0.41,2,   2030.0,2,   2177.9,2,   -999.0,9,    -1.78,2, 20111008,     1048
  316N20111002, Davis,    23,  1, 387190,      1,2,20111008,1255, 67.7218, -62.4870,  939,    927.5,   1.3548,  34.5023,2,    202.3,2,    25.54,2,    15.66,2,     0.10,2,     1.39,2,     0.36,2,   2207.0,2,   2293.9,2,   -999.0,9,    -0.07,2, 20111008,     1255
  316N20111002, Davis,    23,  1, 387191,      2,2,20111008,1255, 67.7218, -62.4870,  939,    595.1,   1.6312,  34.4799,2,    220.6,2,    22.51,2,    16.22,2,     0.11,2,     1.30,2,     0.29,2,   2194.4,2,   2305.2,2,   -999.0,9,  -999.00,9, 20111008,     1255
  316N20111002, Davis,    23,  1, 387192,      3,2,20111008,1255, 67.7218, -62.4870,  939,    496.4,   1.6546,  34.4471,2,    226.5,2,    20.37,2,    15.46,2,     0.11,2,     1.28,2,     0.36,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111008,     1255
  316N20111002, Davis,    23,  1, 387193,      4,2,20111008,1255, 67.7218, -62.4870,  939,    402.5,   1.4966,  34.3369,2,    231.0,2,    18.28,2,    14.82,2,     0.11,2,     1.25,2,     0.39,2,   2187.4,2,   2299.0,2,   -999.0,9,    -0.04,2, 20111008,     1255
  316N20111002, Davis,    23,  1, 387194,      5,2,20111008,1255, 67.7218, -62.4870,  939,    302.7,   0.6669,  34.0687,2,    241.6,2,    15.81,2,    13.56,2,     0.11,2,     1.15,2,     0.26,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111008,     1255
  316N20111002, Davis,    23,  1, 387195,      6,2,20111008,1255, 67.7218, -62.4870,  939,    200.9,  -0.8260,  33.6900,2,    281.3,2,    12.56,2,    10.51,2,     0.11,2,     1.07,2,     0.37,2,   2159.1,2,   2262.8,2,   -999.0,9,    -0.11,2, 20111008,     1255
  316N20111002, Davis,    23,  1, 387196,      7,2,20111008,1255, 67.7218, -62.4870,  939,    102.9,  -1.4820,  33.2447,2,    308.3,2,    11.07,2,     8.20,2,     0.14,2,     1.02,2,     0.29,2,   2151.0,2,   2233.6,2,   -999.0,9,    -1.01,2, 20111008,     1255
  316N20111002, Davis,    23,  1, 387197,      8,2,20111008,1255, 67.7218, -62.4870,  939,     50.5,  -1.4345,  32.8548,2,    310.8,2,    10.85,2,     6.84,2,     0.22,2,     1.08,2,      1.5,2,   2139.6,2,   2248.3,2,   -999.0,9,    -1.15,2, 20111008,     1255
  316N20111002, Davis,    23,  1, 387198,      9,2,20111008,1255, 67.7218, -62.4870,  939,     26.7,  -1.3025,  32.5928,2,    332.8,2,     5.29,2,     3.56,2,     0.19,2,     0.91,2,      0.9,2,   2119.9,2,   2222.1,2,   -999.0,9,  -999.00,9, 20111008,     1255
  316N20111002, Davis,    23,  1, 387199,     10,2,20111008,1255, 67.7218, -62.4870,  939,     11.9,   1.2014,  31.5553,2,    340.6,2,     1.76,2,     0.92,2,     0.08,2,     0.54,2,     0.37,2,   2025.7,2,   2142.8,2,   -999.0,9,  -999.00,9, 20111008,     1255
  316N20111002, Davis,    23,  1, 387200,     11,2,20111008,1255, 67.7218, -62.4870,  939,      4.0,   1.2039,  31.5541,2,    339.9,2,     1.75,2,     0.92,2,     0.08,2,     0.53,2,     0.31,2,   2018.9,2,   2170.3,2,   -999.0,9,  -999.00,9, 20111008,     1255
  316N20111002, Davis,    25,  1, 387201,      1,2,20111008,1602, 67.8447, -62.2252, 1101,   1097.0,   0.6836,  34.4909,2,    168.0,2,    34.19,2,    16.34,2,     0.11,2,     1.36,2,     0.37,2,   2231.0,2,   2293.1,2,   -999.0,9,    -0.06,2, 20111008,     1602
  316N20111002, Davis,    25,  1, 387202,      2,2,20111008,1602, 67.8447, -62.2252, 1101,    889.1,   1.0783,  34.4978,2,    191.1,2,    33.91,2,    18.03,2,     0.11,2,     1.43,2,     0.33,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111008,     1602
  316N20111002, Davis,    25,  1, 387203,      3,2,20111008,1602, 67.8447, -62.2252, 1101,    801.3,   1.2860,  34.5058,2,    198.7,2,    27.87,2,    15.08,2,     0.11,2,     1.31,2,     0.66,2,   2209.4,2,   2315.9,2,   -999.0,9,     0.09,2, 20111008,     1602
  316N20111002, Davis,    25,  1, 387204,      4,2,20111008,1602, 67.8447, -62.2252, 1101,    703.7,   1.5121,  34.5097,2,    207.6,2,    24.89,2,    15.70,2,     0.11,2,     1.34,2,     0.45,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111008,     1602
  316N20111002, Davis,    25,  1, 387205,      5,2,20111008,1602, 67.8447, -62.2252, 1101,    601.0,   1.7556,  34.5105,2,    216.8,2,    21.11,2,    14.87,2,     0.11,2,     1.32,2,     0.31,2,   2201.2,2,   2293.0,2,   -999.0,9,     0.12,2, 20111008,     1602
  316N20111002, Davis,    25,  1, 387206,      6,2,20111008,1602, 67.8447, -62.2252, 1101,    501.3,   1.9907,  34.4936,2,    224.0,2,    19.80,2,    15.96,2,     0.11,2,     1.27,2,     0.31,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111008,     1602
  316N20111002, Davis,    25,  1, 387207,      7,2,20111008,1602, 67.8447, -62.2252, 1101,    401.5,   1.6768,  34.3922,2,    230.4,2,    18.86,2,    14.86,2,     0.11,2,     1.23,2,     0.34,2,   2191.6,2,   2293.1,2,   -999.0,9,  -999.00,9, 20111008,     1602
  316N20111002, Davis,    25,  1, 387208,      8,2,20111008,1602, 67.8447, -62.2252, 1101,    300.7,   0.9940,  34.1682,2,    235.0,2,    14.77,2,    10.74,2,     0.10,2,     1.09,2,     0.31,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111008,     1602
  316N20111002, Davis,    25,  1, 387209,      9,2,20111008,1602, 67.8447, -62.2252, 1101,    201.9,  -0.5111,  33.7876,2,    272.7,2,    12.52,2,    11.00,2,     0.11,2,     1.06,2,     0.46,2,   2165.4,2,   2265.7,2,   -999.0,9,    -0.74,2, 20111008,     1602
  316N20111002, Davis,    25,  1, 387210,     10,2,20111008,1602, 67.8447, -62.2252, 1101,    102.9,  -1.3558,  33.4167,2,    301.8,2,     9.60,2,     7.18,2,     0.11,2,     1.01,2,     0.42,2,   2145.1,2,   2245.2,2,   -999.0,9,    -0.34,2, 20111008,     1602
  316N20111002, Davis,    25,  1, 387211,     11,2,20111008,1602, 67.8447, -62.2252, 1101,     52.5,  -1.4316,  33.0550,2,    310.2,2,    11.83,2,     7.76,2,     0.21,2,     1.06,2,     0.65,2,   2140.0,2,   2246.8,2,   -999.0,9,    -1.14,2, 20111008,     1602
  316N20111002, Davis,    25,  1, 387212,     12,2,20111008,1602, 67.8447, -62.2252, 1101,     24.7,   0.1175,  32.3157,2,    352.1,2,     1.93,2,     1.73,2,     0.16,2,     0.74,2,     0.86,2,   2098.3,2,   2233.7,2,   -999.0,9,    -1.31,2, 20111008,     1602
  316N20111002, Davis,    25,  1, 387213,     13,2,20111008,1602, 67.8447, -62.2252, 1101,     10.9,   1.0893,  31.6812,2,    340.8,2,     1.83,2,     1.02,2,     0.09,2,     0.58,2,     0.38,2,   2025.3,2,   2179.4,2,   -999.0,9,  -999.00,9, 20111008,     1602
  316N20111002, Davis,    25,  1, 387214,     14,2,20111008,1602, 67.8447, -62.2252, 1101,      4.0,   1.0866,  31.6821,2,    340.5,2,     1.21,2,     0.98,2,     0.08,2,     0.47,2,     0.39,2,   2024.5,2,   2171.0,2,   -999.0,9,    -1.79,2, 20111008,     1602
  316N20111002, Davis,    27,  1, 387215,      1,2,20111008,2003, 68.0480, -61.7710, 1645,   1645.7,  -0.1856,  34.4852,2,    116.0,2,    88.52,3,    22.65,2,     0.11,2,     1.79,2,     0.34,2,   2273.4,2,   2367.3,3,   -999.0,9,  -999.00,9, 20111008,     2003
  316N20111002, Davis,    27,  1, 387216,      2,2,20111008,2003, 68.0480, -61.7710, 1645,   1399.0,   0.0563,  34.4834,2,    134.4,2,    72.28,3,    20.62,2,     0.11,2,     1.70,2,     0.38,2,   2263.5,2,   2284.6,2,   -999.0,9,    -0.19,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387217,      3,2,20111008,2003, 68.0480, -61.7710, 1645,   1203.3,   0.4399,  34.4882,2,    155.0,2,    28.35,2,    18.35,2,  -999.00,9,     1.86,2,     -999,9,   2244.7,2,   2293.9,2,   -999.0,9,     0.07,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387218,      4,2,20111008,2003, 68.0480, -61.7710, 1645,   1002.4,   0.8491,  34.4917,2,    180.8,2,    29.54,2,    18.44,2,  -999.00,9,     1.81,2,     -999,9,   2221.4,2,   2307.5,2,   -999.0,9,    -0.04,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387219,      5,2,20111008,2003, 68.0480, -61.7710, 1645,    802.3,   1.1355,  34.4923,2,    198.9,2,    27.45,2,    16.84,2,  -999.00,9,     1.68,2,     -999,9,   2224.2,2,   2267.8,3,   -999.0,9,    -0.04,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387220,      6,2,20111008,2003, 68.0480, -61.7710, 1645,    601.0,   1.5394,  34.4951,2,    217.1,2,    22.42,2,    16.17,2,  -999.00,9,     1.59,2,     -999,9,   2202.3,2,   2287.8,2,   -999.0,9,    -0.02,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387221,      7,2,20111008,2003, 68.0480, -61.7710, 1645,    402.5,   2.5157,  34.5371,2,    236.0,2,    15.93,2,    14.15,2,  -999.00,9,     1.42,2,     -999,9,   2187.4,2,   2288.6,2,   -999.0,9,     0.11,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387222,      8,2,20111008,2003, 68.0480, -61.7710, 1645,    300.7,   1.4288,  34.3301,2,    231.3,2,    17.49,2,    15.15,2,  -999.00,9,     1.51,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111008,     2003
  316N20111002, Davis,    27,  1, 387223,      9,2,20111008,2003, 68.0480, -61.7710, 1645,    199.9,   1.4218,  34.1161,2,    253.9,2,    13.77,2,    13.52,2,  -999.00,9,     1.41,2,     -999,9,   2171.5,2,   2271.2,2,   -999.0,9,  -999.00,9, 20111008,     2003
  316N20111002, Davis,    27,  1, 387224,     10,2,20111008,2003, 68.0480, -61.7710, 1645,    101.9,  -1.0970,  33.4936,2,    302.7,2,     9.00,2,     7.41,2,  -999.00,9,     1.14,2,     -999,9,   2144.2,2,   2252.4,2,   -999.0,9,    -1.02,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387225,     11,2,20111008,2003, 68.0480, -61.7710, 1645,     50.5,  -1.6703,  32.9993,2,    324.0,2,     9.68,2,     6.87,2,  -999.00,9,     1.19,2,     -999,9,   2136.3,2,   2254.4,2,   -999.0,9,    -1.38,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387226,     12,2,20111008,2003, 68.0480, -61.7710, 1645,     26.7,  -0.9133,  32.5977,2,    408.7,3,     3.48,2,     1.10,2,  -999.00,9,     0.79,2,     -999,9,   2087.9,2,   2236.4,2,   -999.0,9,    -1.49,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387227,     13,2,20111008,2003, 68.0480, -61.7710, 1645,     10.9,   1.2573,  31.5141,2,    342.2,2,     2.83,2,     0.85,2,  -999.00,9,     0.62,2,     -999,9,   2025.5,2,   2163.5,2,   -999.0,9,    -1.73,2, 20111008,     2003
  316N20111002, Davis,    27,  1, 387228,     14,2,20111008,2003, 68.0480, -61.7710, 1645,      4.0,   1.2549,  31.5185,2,    342.8,2,     3.35,2,     0.86,2,  -999.00,9,     0.69,2,     -999,9,   2027.7,2,   2177.6,2,   -999.0,9,  -999.00,9, 20111008,     2003
  316N20111002, Davis,    28,  1, 387229,      1,2,20111008,2252, 68.1780, -61.4847, 1706,   1695.8,  -0.2411,  34.4870,2,    112.0,2,    95.89,3,    23.27,2,  -999.00,9,     2.23,2,     -999,9,   2277.2,2,   2413.9,3,    916.2,2,    -0.39,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387230,      2,2,20111008,2252, 68.1780, -61.4847, 1706,   1607.4,  -0.2413,  34.4871,2,    113.0,2,    93.93,3,    21.69,2,  -999.00,9,     2.16,2,     -999,9,   2280.2,2,   2296.6,2,    808.5,2,    -0.28,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387231,      3,2,20111008,2252, 68.1780, -61.4847, 1706,   1401.0,  -0.0470,  34.4842,2,    126.9,2,    76.80,3,    19.52,2,  -999.00,9,     2.03,2,     -999,9,   2263.6,2,   2290.2,2,   -999.0,9,    -0.16,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387232,      4,2,20111008,2252, 68.1780, -61.4847, 1706,   1200.3,   0.3576,  34.4870,2,    149.8,2,    61.38,3,    17.68,2,  -999.00,9,     1.82,2,     -999,9,   2243.6,2,   2286.9,2,    747.7,2,     0.43,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387233,      5,2,20111008,2252, 68.1780, -61.4847, 1706,   1003.4,   0.7375,  34.4911,2,    172.7,2,    35.95,2,    18.31,2,  -999.00,9,     1.75,2,     -999,9,   2225.8,2,   2284.9,2,    655.7,2,    -0.57,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387234,      6,2,20111008,2252, 68.1780, -61.4847, 1706,    801.3,   1.0260,  34.4900,2,    194.5,2,    29.07,2,    15.91,2,  -999.00,9,     1.59,2,     -999,9,   2214.4,2,   2308.0,2,    561.8,2,    -0.10,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387235,      7,2,20111008,2252, 68.1780, -61.4847, 1706,    600.0,   1.8454,  34.5334,2,    220.8,2,    21.63,2,    14.15,2,  -999.00,9,     1.41,2,     -999,9,   2194.1,2,   2298.7,2,   -999.0,9,    -0.03,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387236,      8,2,20111008,2252, 68.1780, -61.4847, 1706,    403.5,   2.3884,  34.5138,2,    237.0,2,    17.66,2,    14.68,2,  -999.00,9,     1.41,2,     -999,9,   2182.4,2,   2284.8,2,    483.6,2,    -0.03,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387237,      9,2,20111008,2252, 68.1780, -61.4847, 1706,    299.7,   1.8806,  34.3682,2,    238.1,2,    16.68,2,    14.54,2,  -999.00,9,     1.42,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111008,     2252
  316N20111002, Davis,    28,  1, 387238,     10,2,20111008,2252, 68.1780, -61.4847, 1706,    200.9,   1.2181,  34.1394,2,    246.1,2,    14.99,2,    13.58,2,  -999.00,9,     1.38,2,     -999,9,   2174.7,2,   2283.0,2,    361.1,2,    -0.26,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387239,     11,2,20111008,2252, 68.1780, -61.4847, 1706,    101.9,   0.4771,  33.7327,2,    298.1,2,     6.60,2,     7.96,2,  -999.00,9,     1.01,2,     -999,9,   2133.2,2,   2243.3,2,    372.4,2,  -999.00,9, 20111008,     2252
  316N20111002, Davis,    28,  1, 387240,     12,2,20111008,2252, 68.1780, -61.4847, 1706,     52.5,  -0.1990,  33.3281,2,    347.7,2,     3.51,2,     3.60,2,  -999.00,9,     0.72,2,     -999,9,   2095.3,2,   2225.9,2,    312.5,2,    -0.80,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387241,     13,2,20111008,2252, 68.1780, -61.4847, 1706,     26.7,   1.4610,  31.6650,2,    335.7,2,     3.15,2,     0.90,2,  -999.00,9,     0.64,2,     -999,9,   2034.1,2,   2174.5,2,    302.8,2,    -1.72,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387242,     14,2,20111008,2252, 68.1780, -61.4847, 1706,     10.9,   2.0066,  31.6101,2,    331.4,2,     2.73,2,     0.89,2,  -999.00,9,     0.57,2,     -999,9,   2024.7,2,   2156.9,2,   -999.0,9,    -1.78,2, 20111008,     2252
  316N20111002, Davis,    28,  1, 387243,     15,2,20111008,2252, 68.1780, -61.4847, 1706,      5.0,   2.0060,  31.6098,2,    331.4,2,     2.75,2,     0.89,2,  -999.00,9,     0.59,2,     -999,9,   2024.5,2,   2163.3,2,    309.3,2,    -1.86,2, 20111008,     2252
  316N20111002, Davis,    29,  1, 387244,      1,2,20111009,0136, 68.3082, -61.2005, 1699,   1686.9,  -0.2283,  34.4869,2,    112.3,2,    78.22,3,    21.00,2,  -999.00,9,     2.00,2,     -999,9,   2274.8,2,   2303.9,2,   -999.0,9,  -999.00,9, 20111009,      136
  316N20111002, Davis,    29,  1, 387245,      2,2,20111009,0136, 68.3082, -61.2005, 1699,   1597.6,  -0.2313,  34.4871,2,    113.1,2,    74.34,3,    21.30,2,  -999.00,9,     2.03,2,     -999,9,   2278.9,2,   2294.0,2,   -999.0,9,  -999.00,9, 20111009,      136
  316N20111002, Davis,    29,  1, 387246,      3,2,20111009,0136, 68.3082, -61.2005, 1699,   1395.1,   0.0153,  34.4837,2,    131.4,2,    53.90,3,    19.91,2,  -999.00,9,     1.93,2,     -999,9,   2260.6,2,   2288.5,2,   -999.0,9,    -0.35,2, 20111009,      136
  316N20111002, Davis,    29,  1, 387247,      4,2,20111009,0136, 68.3082, -61.2005, 1699,   1194.4,   0.4192,  34.4879,2,    154.5,2,    36.80,2,    18.88,2,  -999.00,9,     1.79,2,     -999,9,   2239.9,2,   2310.7,2,   -999.0,9,  -999.00,9, 20111009,      136
  316N20111002, Davis,    29,  1, 387248,      5,2,20111009,0136, 68.3082, -61.2005, 1699,    997.5,   0.8310,  34.4933,2,    179.1,2,     0.00,4,  -999.00,9,  -999.00,9,     0.00,4,     -999,9,   2247.9,2,   2293.0,3,   -999.0,9,  -999.00,9, 20111009,      136
  316N20111002, Davis,    29,  1, 387249,      6,2,20111009,0136, 68.3082, -61.2005, 1699,    800.3,   1.1472,  34.4954,2,    197.2,2,     0.00,4,  -999.00,9,  -999.00,9,     0.00,4,     -999,9,   2215.5,2,   2288.1,2,   -999.0,9,    -0.06,2, 20111009,      136
  316N20111002, Davis,    29,  1, 387250,      7,2,20111009,0136, 68.3082, -61.2005, 1699,    603.0,   1.5192,  34.4971,2,    213.8,2,    23.11,2,    16.21,2,  -999.00,9,     1.51,2,     -999,9,   2199.7,2,   2289.8,2,   -999.0,9,  -999.00,9, 20111009,      136
  316N20111002, Davis,    29,  1, 387251,      8,2,20111009,0136, 68.3082, -61.2005, 1699,    401.5,   1.5879,  34.4365,2,    229.0,2,    19.17,2,    15.37,2,  -999.00,9,     1.39,2,     -999,9,   2190.7,2,   2294.1,2,   -999.0,9,    -0.07,2, 20111009,      136
  316N20111002, Davis,    29,  1, 387252,      9,2,20111009,0136, 68.3082, -61.2005, 1699,    299.7,   2.1944,  34.4112,2,    240.6,2,    15.35,2,    14.63,2,  -999.00,9,     1.35,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, 20111009,      136
  316N20111002, Davis,    29,  1, 387253,     10,2,20111009,0136, 68.3082, -61.2005, 1699,    200.9,   1.5713,  34.1353,2,    259.0,2,    10.16,2,     9.08,2,  -999.00,9,     1.09,2,     -999,9,   2161.2,2,   2262.4,2,   -999.0,9,    -0.42,2, 20111009,      136
  316N20111002, Davis,    29,  1, 387254,     11,2,20111009,0136, 68.3082, -61.2005, 1699,    101.0,  -0.6280,  33.5379,2,    302.3,2,     8.24,2,     7.69,2,  -999.00,9,     1.01,2,     -999,9,   2139.8,2,   2236.5,2,   -999.0,9,    -0.82,2, 20111009,      136
  316N20111002, Davis,    29,  1, 387255,     12,2,20111009,0136, 68.3082, -61.2005, 1699,     50.5,  -1.3695,  33.0065,2,    338.0,2,     5.22,2,     3.71,2,  -999.00,9,     0.80,2,     -999,9,   2088.2,2,   2223.9,2,   -999.0,9,    -0.80,2, 20111009,      136
  316N20111002, Davis,    29,  1, 387256,     13,2,20111009,0136, 68.3082, -61.2005, 1699,     25.7,   1.3193,  31.6683,2,    340.2,2,     3.38,2,     0.95,2,  -999.00,9,     0.61,2,     -999,9,   2032.2,2,   2170.9,2,   -999.0,9,    -2.51,2, 20111009,      136
  316N20111002, Davis,    29,  1, 387257,     14,2,20111009,0136, 68.3082, -61.2005, 1699,      9.9,   1.3132,  31.6666,2,    340.2,2,     3.29,2,     0.93,2,  -999.00,9,     0.62,2,     -999,9,   2032.1,2,   2172.6,2,   -999.0,9,    -1.43,2, 20111009,      136
  316N20111002, Davis,    29,  1, 387258,     15,2,20111009,0136, 68.3082, -61.2005, 1699,      4.0,   1.3192,  31.6666,2,    339.9,2,     3.74,2,     0.93,2,  -999.00,9,     0.66,2,     -999,9,   2032.4,2,   2169.3,2,   -999.0,9,    -1.73,2, 20111009,      136
