EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,THETA
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,PMOL/KG,,PMOL/KG,,DEG C
  06MT20010620,  AR25,   187,  1,     16,2,20010629,0000, 61.2490, -41.0005, 1800,     10.1,   6.9214,  34.9268,2,    327.9,2,    4.424,6,    2.326,6,   6.9205
  06MT20010620,  AR25,   187,  1,     15,2,20010629,0000, 61.2490, -41.0005, 1800,    100.5,   5.9658,  35.0245,2,    302.3,2,    4.113,2,    2.193,2,   5.9572
  06MT20010620,  AR25,   187,  1,     13,2,20010629,0000, 61.2490, -41.0005, 1800,    400.1,   4.8526,  34.9649,2,    302.3,2,    4.177,2,    2.196,2,   4.8211
  06MT20010620,  AR25,   187,  1,     11,2,20010629,0000, 61.2490, -41.0005, 1800,    600.1,   4.2658,  34.9235,2,    301.0,2,    4.017,2,    2.090,2,   4.2205
  06MT20010620,  AR25,   187,  1,      9,2,20010629,0000, 61.2490, -41.0005, 1800,    799.2,   3.9527,  34.9066,2,    300.3,2,    3.984,2,    2.037,2,   3.8931
  06MT20010620,  AR25,   187,  1,      7,2,20010629,0000, 61.2490, -41.0005, 1800,    899.4,   3.7233,  34.8999,2,    299.4,2,    3.835,2,    1.953,2,   3.6572
  06MT20010620,  AR25,   187,  1,      6,2,20010629,0000, 61.2490, -41.0005, 1800,    998.5,   3.4421,  34.8975,2,    298.1,2,    3.589,6,    1.795,6,   3.3702
  06MT20010620,  AR25,   187,  1,      5,2,20010629,0000, 61.2490, -41.0005, 1800,   1250.8,   3.1084,  34.8827,2,    302.7,2,    3.426,2,    1.732,2,   3.0192
  06MT20010620,  AR25,   187,  1,      4,2,20010629,0000, 61.2490, -41.0005, 1800,   1549.3,   2.6785,  34.8853,2,    303.6,2,    3.052,2,    1.537,2,   2.5695
  06MT20010620,  AR25,   187,  1,      3,2,20010629,0000, 61.2490, -41.0005, 1800,   1730.0,   2.0210,  34.8666,2,    313.7,2,    3.725,2,    1.894,2,   1.9057
  06MT20010620,  AR25,   187,  1,      1,2,20010629,0000, 61.2490, -41.0005, 1800,   1790.5,   2.0082,  34.8659,2,    314.1,2,    3.762,6,    1.923,6,   1.8882
  06MT20010620,  AR25,   188,  1,     12,2,20010629,0000, 61.2812, -41.2430, 1450,     10.0,   6.4678,  34.9686,2,    317.2,2,    4.316,2,    2.288,2,   6.4669
  06MT20010620,  AR25,   188,  1,     11,2,20010629,0000, 61.2812, -41.2430, 1450,    100.2,   6.0761,  35.0007,2,    303.6,2,    4.163,2,    2.210,2,   6.0675
  06MT20010620,  AR25,   188,  1,     10,2,20010629,0000, 61.2812, -41.2430, 1450,    297.8,   5.0912,  34.9559,2,    300.7,2,    4.205,2,    2.198,2,   5.0674
  06MT20010620,  AR25,   188,  1,      9,2,20010629,0000, 61.2812, -41.2430, 1450,    499.5,   4.6312,  34.9294,2,    301.7,2,    4.208,2,    2.196,2,   4.5925
  06MT20010620,  AR25,   188,  1,      8,2,20010629,0000, 61.2812, -41.2430, 1450,    700.0,   4.3474,  34.9234,2,    300.8,2,    4.127,2,    2.116,2,   4.2936
  06MT20010620,  AR25,   188,  1,      7,2,20010629,0000, 61.2812, -41.2430, 1450,    899.4,   3.9933,  34.9070,2,    300.8,2,    4.031,6,    2.038,6,   3.9254
  06MT20010620,  AR25,   188,  1,      6,2,20010629,0000, 61.2812, -41.2430, 1450,    996.0,   3.9568,  34.9056,2,    300.4,2,    3.963,2,    2.006,2,   3.8811
  06MT20010620,  AR25,   188,  1,      4,2,20010629,0000, 61.2812, -41.2430, 1450,   1350.0,   3.6402,  34.8983,2,    299.2,2,    3.734,2,    1.863,2,   3.5373
  06MT20010620,  AR25,   188,  1,      3,2,20010629,0000, 61.2812, -41.2430, 1450,   1398.5,   3.5972,  34.8971,2,    299.3,2,    3.671,2,    1.856,2,   3.4906
  06MT20010620,  AR25,   188,  1,      1,2,20010629,0000, 61.2812, -41.2430, 1450,   1439.6,   3.4494,  34.8941,2,    300.3,2,    3.689,6,    1.832,6,   3.3408
  06MT20010620,  AR25,   189,  1,      9,2,20010630,0000, 61.2995, -41.5050,  231,     10.0,   2.8661,  33.7459,2,    364.9,2,    5.522,2,    2.820,2,   2.8655
  06MT20010620,  AR25,   189,  1,      7,2,20010630,0000, 61.2995, -41.5050,  231,     70.3,   3.8016,  34.4916,2,    330.6,2,    4.966,2,    2.572,2,   3.7969
  06MT20010620,  AR25,   189,  1,      6,2,20010630,0000, 61.2995, -41.5050,  231,    150.4,   3.6985,  34.5756,2,    325.1,2,    4.885,6,    2.521,6,   3.6884
  06MT20010620,  AR25,   189,  1,      3,2,20010630,0000, 61.2995, -41.5050,  231,    201.3,   3.7119,  34.6369,2,    320.0,2,    4.825,2,    2.539,2,   3.6983
  06MT20010620,  AR25,   189,  1,      1,2,20010630,0000, 61.2995, -41.5050,  231,    221.1,-999.0000,-999.0000,9,   -999.0,9,    4.953,2,    2.529,2,-999.0000
  06MT20010620,  AR25,   199,  1,     23,2,20010702,0000, 61.4332, -35.7333, 2931,    300.2,   4.9550,  34.9620,2,    304.8,2,    4.161,2,    2.232,2,   4.9314
  06MT20010620,  AR25,   199,  1,     22,2,20010702,0000, 61.4332, -35.7333, 2931,    499.6,   4.1883,  34.9095,2,    305.3,2,    4.204,2,    2.233,2,   4.1513
  06MT20010620,  AR25,   199,  1,     21,2,20010702,0000, 61.4332, -35.7333, 2931,    599.8,   4.0013,  34.8983,2,    303.8,2,    3.810,2,    2.085,2,   3.9574
  06MT20010620,  AR25,   199,  1,     20,2,20010702,0000, 61.4332, -35.7333, 2931,    799.7,   3.6754,  34.8765,2,    307.0,2,    3.958,2,    2.145,2,   3.6176
  06MT20010620,  AR25,   199,  1,     19,2,20010702,0000, 61.4332, -35.7333, 2931,    899.1,   3.6472,  34.8808,2,    302.0,2,    3.715,2,    2.000,2,   3.5817
  06MT20010620,  AR25,   199,  1,     18,2,20010702,0000, 61.4332, -35.7333, 2931,    999.5,   3.5929,  34.8845,2,    296.8,2,    3.498,2,    1.864,2,   3.5198
  06MT20010620,  AR25,   199,  1,     17,2,20010702,0000, 61.4332, -35.7333, 2931,   1099.5,   3.5375,  34.8886,2,    295.5,2,    3.351,2,    1.745,2,   3.4567
  06MT20010620,  AR25,   199,  1,     16,2,20010702,0000, 61.4332, -35.7333, 2931,   1199.7,   3.5342,  34.9016,2,    294.0,2,    3.259,2,    1.639,2,   3.4452
  06MT20010620,  AR25,   199,  1,     15,2,20010702,0000, 61.4332, -35.7333, 2931,   1350.6,   3.4799,  34.9077,2,    295.5,2,    3.182,2,    1.579,2,   3.3787
  06MT20010620,  AR25,   199,  1,     14,2,20010702,0000, 61.4332, -35.7333, 2931,   1451.2,   3.4492,  34.9104,2,    295.7,2,    3.214,2,    1.615,2,   3.3396
  06MT20010620,  AR25,   199,  1,     13,2,20010702,0000, 61.4332, -35.7333, 2931,   1600.0,   3.2856,  34.8933,2,    299.7,2,    3.080,3,    1.613,2,   3.1650
  06MT20010620,  AR25,   199,  1,     12,2,20010702,0000, 61.4332, -35.7333, 2931,   1750.5,   3.1244,  34.8742,2,    305.0,2,    3.229,2,    1.681,2,   2.9927
  06MT20010620,  AR25,   199,  1,     11,2,20010702,0000, 61.4332, -35.7333, 2931,   1850.7,   3.0992,  34.8751,2,    305.0,2,    3.210,2,    1.662,2,   2.9589
  06MT20010620,  AR25,   199,  1,     10,2,20010702,0000, 61.4332, -35.7333, 2931,   1951.6,   3.1022,  34.8809,2,    304.0,2,    3.061,2,    1.583,2,   2.9527
  06MT20010620,  AR25,   199,  1,      9,2,20010702,0000, 61.4332, -35.7333, 2931,   2100.5,   3.1070,  34.8936,2,    301.5,2,    2.773,2,    1.436,2,   2.9437
  06MT20010620,  AR25,   199,  1,      8,2,20010702,0000, 61.4332, -35.7333, 2931,   2250.5,   3.0766,  34.9043,2,    298.6,2,    2.560,2,    1.273,2,   2.8995
  06MT20010620,  AR25,   199,  1,      7,2,20010702,0000, 61.4332, -35.7333, 2931,   2400.0,   3.0052,  34.9098,2,    297.0,2,    2.455,2,    1.235,2,   2.8150
  06MT20010620,  AR25,   199,  1,      6,2,20010702,0000, 61.4332, -35.7333, 2931,   2500.0,   2.9531,  34.9152,2,    295.8,2,    2.146,2,    1.119,2,   2.7541
  06MT20010620,  AR25,   199,  1,      5,2,20010702,0000, 61.4332, -35.7333, 2931,   2700.2,   2.5167,  34.8809,2,    308.8,2,    3.121,2,    1.676,2,   2.3065
  06MT20010620,  AR25,   199,  1,      4,2,20010702,0000, 61.4332, -35.7333, 2931,   2800.3,   2.1980,  34.8763,2,    312.6,2,    3.419,2,    1.841,2,   1.9846
  06MT20010620,  AR25,   199,  1,      3,2,20010702,0000, 61.4332, -35.7333, 2931,   2866.4,   1.8710,  34.8811,2,    313.1,2,    3.405,2,    1.817,2,   1.6579
  06MT20010620,  AR25,   199,  1,      1,2,20010702,0000, 61.4332, -35.7333, 2931,   2921.3,   1.2266,  34.8766,2,    320.8,2,    3.740,2,    1.971,2,   1.0221
  06MT20010620,  AR25,   200,  1,     24,2,20010702,0000, 61.6318, -36.3002, 2814,     10.0,   8.3810,  34.8780,2,    318.5,2,    3.387,2,    1.815,2,   8.3800
  06MT20010620,  AR25,   200,  1,     22,2,20010702,0000, 61.6318, -36.3002, 2814,    150.3,   4.7067,  34.9149,2,    307.3,2,    3.621,2,    1.971,2,   4.6954
  06MT20010620,  AR25,   200,  1,     21,2,20010702,0000, 61.6318, -36.3002, 2814,    399.2,   4.2868,  34.9217,2,    309.8,2,    4.019,2,    2.249,2,   4.2573
  06MT20010620,  AR25,   200,  1,     19,2,20010702,0000, 61.6318, -36.3002, 2814,    591.6,   3.8525,  34.8828,2,    307.7,2,    4.003,2,    2.217,2,   3.8099
  06MT20010620,  AR25,   200,  1,     18,2,20010702,0000, 61.6318, -36.3002, 2814,    899.6,   3.5711,  34.8744,2,    301.1,2,    4.141,2,    2.305,2,   3.5061
  06MT20010620,  AR25,   200,  1,     17,2,20010702,0000, 61.6318, -36.3002, 2814,   1000.2,   3.5252,  34.8792,2,    297.4,2,    4.037,2,    2.239,2,   3.4525
  06MT20010620,  AR25,   200,  1,     16,2,20010702,0000, 61.6318, -36.3002, 2814,   1100.7,   3.4879,  34.8856,2,    295.7,2,    3.439,2,    1.735,2,   3.4074
  06MT20010620,  AR25,   200,  1,     15,2,20010702,0000, 61.6318, -36.3002, 2814,   1250.5,   3.4218,  34.8905,2,    296.2,2,    3.138,2,    1.641,2,   3.3296
  06MT20010620,  AR25,   200,  1,     14,2,20010702,0000, 61.6318, -36.3002, 2814,   1400.0,   3.3185,  34.8879,2,    298.6,2,    3.126,2,    1.639,2,   3.2148
  06MT20010620,  AR25,   200,  1,     13,2,20010702,0000, 61.6318, -36.3002, 2814,   1549.7,   3.1881,  34.8776,2,    302.4,2,    3.184,2,    1.672,2,   3.0731
  06MT20010620,  AR25,   200,  1,     12,2,20010702,0000, 61.6318, -36.3002, 2814,   1700.4,   3.1176,  34.8749,2,    304.2,2,    3.199,2,    1.666,2,   2.9904
  06MT20010620,  AR25,   200,  1,     11,2,20010702,0000, 61.6318, -36.3002, 2814,   1850.6,   3.0722,  34.8775,2,    304.3,2,    3.080,2,    1.602,2,   2.9322
  06MT20010620,  AR25,   200,  1,     10,2,20010702,0000, 61.6318, -36.3002, 2814,   1999.8,   3.0995,  34.8960,2,    300.0,2,    2.855,2,    1.429,2,   2.9456
  06MT20010620,  AR25,   200,  1,      9,2,20010702,0000, 61.6318, -36.3002, 2814,   2149.5,   3.1061,  34.9150,2,    296.1,2,    2.422,2,    1.234,2,   2.9381
  06MT20010620,  AR25,   200,  1,      7,2,20010702,0000, 61.6318, -36.3002, 2814,   2300.3,   2.9825,  34.9130,2,    296.0,2,    2.209,2,    1.153,2,   2.8023
  06MT20010620,  AR25,   200,  1,      6,2,20010702,0000, 61.6318, -36.3002, 2814,   2400.6,   2.8878,  34.9119,2,    296.4,2,    2.231,2,    1.186,2,   2.6996
  06MT20010620,  AR25,   200,  1,      5,2,20010702,0000, 61.6318, -36.3002, 2814,   2550.1,   2.6925,  34.9101,2,    297.3,2,    2.237,2,    1.188,2,   2.4935
  06MT20010620,  AR25,   200,  1,      4,2,20010702,0000, 61.6318, -36.3002, 2814,   2698.9,   2.2027,  34.8856,2,    307.2,2,    3.135,2,    1.657,2,   1.9989
  06MT20010620,  AR25,   200,  1,      3,2,20010702,0000, 61.6318, -36.3002, 2814,   2750.7,   1.8243,  34.8796,2,    314.0,2,    3.458,2,    1.867,2,   1.6232
  06MT20010620,  AR25,   200,  1,      1,2,20010702,0000, 61.6318, -36.3002, 2814,   2803.6,   1.0236,  34.8741,2,    323.4,2,    3.827,2,    1.985,2,   0.8342
  06MT20010620,  AR25,   201,  1,     23,2,20010702,0000, 61.8177, -36.8860, 2699,     10.3,   8.0061,  34.8521,2,    325.1,2,    4.363,2,    2.306,2,   8.0051
  06MT20010620,  AR25,   201,  1,     22,2,20010702,0000, 61.8177, -36.8860, 2699,    249.8,   4.3452,  34.9200,2,    306.9,2,    4.344,2,    2.278,2,   4.3268
  06MT20010620,  AR25,   201,  1,     21,2,20010702,0000, 61.8177, -36.8860, 2699,    500.4,   3.9038,  34.8896,2,    307.5,2,    4.586,2,    2.254,2,   3.8679
  06MT20010620,  AR25,   201,  1,     19,2,20010702,0000, 61.8177, -36.8860, 2699,    900.9,   3.5872,  34.8886,2,    295.3,2,    3.767,2,    1.782,2,   3.5220
  06MT20010620,  AR25,   201,  1,     18,2,20010702,0000, 61.8177, -36.8860, 2699,    999.3,   3.5311,  34.8908,2,    294.3,2,    3.332,2,    1.725,2,   3.4584
  06MT20010620,  AR25,   201,  1,     17,2,20010702,0000, 61.8177, -36.8860, 2699,   1149.9,   3.4462,  34.8968,2,    294.8,2,    3.189,2,    1.621,2,   3.3620
  06MT20010620,  AR25,   201,  1,     16,2,20010702,0000, 61.8177, -36.8860, 2699,   1300.5,   3.3016,  34.8874,2,    298.4,2,    3.173,2,    1.603,2,   3.2064
  06MT20010620,  AR25,   201,  1,     15,2,20010702,0000, 61.8177, -36.8860, 2699,   1450.3,   3.2038,  34.8823,2,    301.2,2,    3.252,2,    1.643,2,   3.0970
  06MT20010620,  AR25,   201,  1,     13,2,20010702,0000, 61.8177, -36.8860, 2699,   1599.4,   3.1225,  34.8783,2,    303.4,2,    3.313,2,    1.651,2,   3.0040
  06MT20010620,  AR25,   201,  1,     12,2,20010702,0000, 61.8177, -36.8860, 2699,   1699.3,   3.0852,  34.8780,2,    303.6,2,    3.419,4,    1.636,2,   2.9585
  06MT20010620,  AR25,   201,  1,     11,2,20010702,0000, 61.8177, -36.8860, 2699,   1849.0,   3.0902,  34.8933,2,    300.0,2,    3.005,3,    1.429,2,   2.9501
  06MT20010620,  AR25,   201,  1,     10,2,20010702,0000, 61.8177, -36.8860, 2699,   1999.7,   3.0656,  34.9095,2,    296.3,2,    2.377,2,    1.222,2,   2.9122
  06MT20010620,  AR25,   201,  1,      9,2,20010702,0000, 61.8177, -36.8860, 2699,   2149.2,   2.9914,  34.9160,2,    294.6,2,    2.165,2,    1.123,2,   2.8253
  06MT20010620,  AR25,   201,  1,      7,2,20010702,0000, 61.8177, -36.8860, 2699,   2300.3,   2.8331,  34.9157,2,    294.8,2,    2.094,2,    1.094,2,   2.6554
  06MT20010620,  AR25,   201,  1,      6,2,20010702,0000, 61.8177, -36.8860, 2699,   2450.9,   2.4846,  34.8981,2,    300.8,2,    2.661,2,    1.391,2,   2.2990
  06MT20010620,  AR25,   201,  1,      5,2,20010702,0000, 61.8177, -36.8860, 2699,   2583.8,   1.6932,  34.8679,2,    318.0,2,    3.720,2,    1.957,2,   1.5101
  06MT20010620,  AR25,   201,  1,      3,2,20010702,0000, 61.8177, -36.8860, 2699,   2636.1,   1.2430,  34.8744,2,    321.7,2,    3.862,2,    1.953,2,   1.0640
  06MT20010620,  AR25,   201,  1,      2,2,20010702,0000, 61.8177, -36.8860, 2699,   2688.8,   0.9813,  34.8760,2,    321.5,2,    3.793,2,    1.909,2,   0.8029
  06MT20010620,  AR25,   203,  1,     23,2,20010702,0000, 62.0217, -37.4730, 2569,      9.7,   8.1512,  34.8620,2,    324.2,2,    4.216,6,    2.283,6,   8.1502
  06MT20010620,  AR25,   203,  1,     22,2,20010702,0000, 62.0217, -37.4730, 2569,    299.5,   4.4273,  34.9367,2,    308.9,2,    4.275,2,    2.286,2,   4.4050
  06MT20010620,  AR25,   203,  1,     21,2,20010702,0000, 62.0217, -37.4730, 2569,    599.9,   3.8532,  34.8981,2,    302.1,2,    4.086,2,    2.122,2,   3.8099
  06MT20010620,  AR25,   203,  1,     20,2,20010702,0000, 62.0217, -37.4730, 2569,    700.2,   3.7029,  34.8867,2,    302.3,2,    3.919,2,    2.039,2,   3.6527
  06MT20010620,  AR25,   203,  1,     19,2,20010702,0000, 62.0217, -37.4730, 2569,    900.0,   3.5561,  34.8913,2,    294.2,2,    3.592,2,    1.734,2,   3.4912
  06MT20010620,  AR25,   203,  1,     17,2,20010702,0000, 62.0217, -37.4730, 2569,    999.9,   3.4884,  34.8943,2,    294.3,2,    3.272,6,    1.657,6,   3.4161
  06MT20010620,  AR25,   203,  1,     16,2,20010702,0000, 62.0217, -37.4730, 2569,   1100.5,   3.4216,  34.8949,2,    295.8,2,    3.432,2,    1.642,2,   3.3416
  06MT20010620,  AR25,   203,  1,     15,2,20010702,0000, 62.0217, -37.4730, 2569,   1249.5,   3.2016,  34.8742,2,    300.9,2,    3.314,2,    1.643,2,   3.1115
  06MT20010620,  AR25,   203,  1,     14,2,20010702,0000, 62.0217, -37.4730, 2569,   1398.3,   3.1569,  34.8791,2,    301.9,2,    3.309,2,    1.644,2,   3.0551
  06MT20010620,  AR25,   203,  1,     13,2,20010702,0000, 62.0217, -37.4730, 2569,   1500.0,   3.1007,  34.8768,2,    303.1,2,    3.367,2,    1.645,2,   2.9909
  06MT20010620,  AR25,   203,  1,     12,2,20010702,0000, 62.0217, -37.4730, 2569,   1600.0,   3.0676,  34.8788,2,    303.3,2,    3.384,6,    1.588,6,   2.9497
  06MT20010620,  AR25,   203,  1,     11,2,20010702,0000, 62.0217, -37.4730, 2569,   1701.4,   3.0797,  34.8923,2,    300.2,2,    2.966,2,    1.443,2,   2.9529
  06MT20010620,  AR25,   203,  1,      9,2,20010702,0000, 62.0217, -37.4730, 2569,   1900.5,   3.0486,  34.9104,2,    295.8,2,    2.445,2,    1.197,2,   2.9044
  06MT20010620,  AR25,   203,  1,      8,2,20010702,0000, 62.0217, -37.4730, 2569,   1999.5,   2.9543,  34.9092,2,    296.1,2,    2.397,2,    1.199,2,   2.8026
  06MT20010620,  AR25,   203,  1,      7,2,20010702,0000, 62.0217, -37.4730, 2569,   2099.4,   2.8319,  34.9101,2,    296.1,2,    2.479,2,    1.241,2,   2.6729
  06MT20010620,  AR25,   203,  1,      6,2,20010702,0000, 62.0217, -37.4730, 2569,   2250.3,   2.5186,  34.8972,2,    300.4,2,    2.737,2,    1.358,2,   2.3510
  06MT20010620,  AR25,   203,  1,      5,2,20010702,0000, 62.0217, -37.4730, 2569,   2399.9,   1.6978,  34.8619,2,    318.9,2,    4.112,2,    1.977,2,   1.5311
  06MT20010620,  AR25,   203,  1,      4,2,20010702,0000, 62.0217, -37.4730, 2569,   2448.0,   1.5254,  34.8646,2,    319.8,2,    4.192,2,    2.004,2,   1.3576
  06MT20010620,  AR25,   203,  1,      3,2,20010702,0000, 62.0217, -37.4730, 2569,   2496.9,   1.3516,  34.8738,2,    320.2,2,    3.849,2,    1.942,2,   1.1827
  06MT20010620,  AR25,   203,  1,      1,2,20010702,0000, 62.0217, -37.4730, 2569,   2559.2,   1.0633,  34.8721,2,    322.3,2,    3.879,6,    1.936,6,   0.8945
  06MT20010620,  AR25,   208,  1,      4,2,20010703,0000, 62.9653, -40.4140,  453,      9.9,   3.9658,  33.9522,2,    366.7,2,    5.331,2,    2.674,2,   3.9651
  06MT20010620,  AR25,   208,  1,      3,2,20010703,0000, 62.9653, -40.4140,  453,     69.7,   5.0146,  34.7506,2,    324.2,2,    4.727,2,    2.407,2,   5.0092
  06MT20010620,  AR25,   208,  1,      2,2,20010703,0000, 62.9653, -40.4140,  453,    150.8,   4.8646,  34.8436,2,    310.6,2,    4.872,2,    2.375,2,   4.8531
  06MT20010620,  AR25,   208,  1,      1,2,20010703,0000, 62.9653, -40.4140,  453,    208.3,-999.0000,-999.0000,9,   -999.0,9,    4.810,2,    2.330,2,-999.0000
  06MT20010620,  AR25,   209,  1,     15,2,20010703,0000, 62.8655, -40.1173, 1694,      9.7,   7.6604,  35.0113,2,    324.1,2,    4.255,2,    2.241,2,   7.6594
  06MT20010620,  AR25,   209,  1,     14,2,20010703,0000, 62.8655, -40.1173, 1694,    199.7,   6.5199,  35.0647,2,    296.6,2,    3.985,2,    2.081,2,   6.5019
  06MT20010620,  AR25,   209,  1,     13,2,20010703,0000, 62.8655, -40.1173, 1694,    500.7,   5.1094,  34.9807,2,    299.0,2,    4.174,2,    2.134,2,   5.0687
  06MT20010620,  AR25,   209,  1,     12,2,20010703,0000, 62.8655, -40.1173, 1694,    599.5,   4.6913,  34.9365,2,    301.4,2,    4.322,2,    2.164,2,   4.6441
  06MT20010620,  AR25,   209,  1,     11,2,20010703,0000, 62.8655, -40.1173, 1694,    799.5,   4.3400,  34.9250,2,    299.7,2,    4.371,2,    2.065,2,   4.2780
  06MT20010620,  AR25,   209,  1,     10,2,20010703,0000, 62.8655, -40.1173, 1694,    900.0,   4.0734,  34.9109,2,    300.2,2,    4.285,2,    2.039,2,   4.0049
  06MT20010620,  AR25,   209,  1,      9,2,20010703,0000, 62.8655, -40.1173, 1694,   1000.4,   3.8437,  34.8974,2,    300.7,2,    4.088,2,    2.020,2,   3.7685
  06MT20010620,  AR25,   209,  1,      8,2,20010703,0000, 62.8655, -40.1173, 1694,   1100.1,   3.7292,  34.8991,2,    298.4,2,    3.769,2,    1.858,2,   3.6467
  06MT20010620,  AR25,   209,  1,      7,2,20010703,0000, 62.8655, -40.1173, 1694,   1199.3,   3.5993,  34.8995,2,    298.6,2,    3.774,2,    1.851,2,   3.5097
  06MT20010620,  AR25,   209,  1,      6,2,20010703,0000, 62.8655, -40.1173, 1694,   1299.9,   3.5294,  34.9011,2,    297.9,2,    3.636,2,    1.781,2,   3.4319
  06MT20010620,  AR25,   209,  1,      4,2,20010703,0000, 62.8655, -40.1173, 1694,   1585.2,   3.2084,  34.8884,2,    301.5,2,    3.658,4,    1.740,2,   3.0901
  06MT20010620,  AR25,   209,  1,      3,2,20010703,0000, 62.8655, -40.1173, 1694,   1633.3,   3.1221,  34.8862,2,    302.4,2,    3.804,4,    1.740,2,   3.0006
  06MT20010620,  AR25,   209,  1,      1,2,20010703,0000, 62.8655, -40.1173, 1694,   1684.5,   2.9584,  34.8838,2,    303.7,2,    3.839,4,    1.734,2,   2.8346
  06MT20010620,  AR25,   211,  1,     23,2,20010704,0000, 62.6830, -39.5185, 1963,      9.5,   8.0972,  35.0022,2,    315.9,2,    4.256,2,    2.240,2,   8.0963
  06MT20010620,  AR25,   211,  1,     21,2,20010704,0000, 62.6830, -39.5185, 1963,    200.2,   6.0616,  35.0413,2,    293.5,2,    3.832,2,    2.112,2,   6.0443
  06MT20010620,  AR25,   211,  1,     20,2,20010704,0000, 62.6830, -39.5185, 1963,    399.4,   5.1603,  34.9755,2,    297.6,2,    3.797,2,    2.067,2,   5.1279
  06MT20010620,  AR25,   211,  1,     18,2,20010704,0000, 62.6830, -39.5185, 1963,    700.2,   4.2450,  34.9234,2,    298.5,2,    3.805,2,    2.030,2,   4.1918
  06MT20010620,  AR25,   211,  1,     16,2,20010704,0000, 62.6830, -39.5185, 1963,    900.2,   3.7727,  34.8950,2,    300.0,2,    3.748,2,    1.977,2,   3.7063
  06MT20010620,  AR25,   211,  1,     14,2,20010704,0000, 62.6830, -39.5185, 1963,    999.7,   3.6408,  34.8970,2,    298.2,2,    3.747,2,    1.859,2,   3.5672
  06MT20010620,  AR25,   211,  1,     13,2,20010704,0000, 62.6830, -39.5185, 1963,   1099.8,   3.5515,  34.9004,2,    296.1,2,    3.566,2,    1.770,2,   3.4705
  06MT20010620,  AR25,   211,  1,     11,2,20010704,0000, 62.6830, -39.5185, 1963,   1300.3,   3.2532,  34.8884,2,    300.3,2,    3.322,2,    1.716,2,   3.1585
  06MT20010620,  AR25,   211,  1,     10,2,20010704,0000, 62.6830, -39.5185, 1963,   1400.2,   3.1044,  34.8840,2,    302.3,2,    3.260,2,    1.675,2,   3.0029
  06MT20010620,  AR25,   211,  1,      9,2,20010704,0000, 62.6830, -39.5185, 1963,   1549.9,   2.8702,  34.8867,2,    303.3,2,    3.257,2,    1.690,2,   2.7589
  06MT20010620,  AR25,   211,  1,      7,2,20010704,0000, 62.6830, -39.5185, 1963,   1700.8,   2.4132,  34.8736,2,    309.4,2,    3.631,2,    1.883,2,   2.2950
  06MT20010620,  AR25,   211,  1,      5,2,20010704,0000, 62.6830, -39.5185, 1963,   1850.5,   2.1374,  34.8711,2,    311.8,2,    3.724,2,    1.922,2,   2.0107
  06MT20010620,  AR25,   211,  1,      3,2,20010704,0000, 62.6830, -39.5185, 1963,   1899.6,   2.0723,  34.8713,2,    312.9,2,    3.988,4,    1.940,2,   1.9424
  06MT20010620,  AR25,   211,  1,      1,2,20010704,0000, 62.6830, -39.5185, 1963,   1953.3,-999.0000,-999.0000,9,   -999.0,9,    4.001,4,    1.920,2,-999.0000
  06MT20010620,  AR25,   212,  1,      8,2,20010704,0000, 62.5837, -39.2185, 2029,   1819.9,   2.0651,  34.8690,2,    312.8,2,    3.733,2,    1.921,2,   1.9418
  06MT20010620,  AR25,   212,  1,      6,2,20010704,0000, 62.5837, -39.2185, 2029,   1920.2,   1.9557,  34.8688,2,    313.6,2,    3.704,2,    1.929,2,   1.8258
  06MT20010620,  AR25,   212,  1,      4,2,20010704,0000, 62.5837, -39.2185, 2029,   1969.6,   1.8652,  34.8691,2,    314.3,2,    3.774,2,    1.954,2,   1.7325
  06MT20010620,  AR25,   212,  1,      2,2,20010704,0000, 62.5837, -39.2185, 2029,   2018.7,   1.7924,  34.8708,2,    315.0,2,    3.914,2,    1.935,2,   1.6567
  06MT20010620,  AR25,   213,  1,     21,2,20010704,0000, 62.5000, -39.9353, 2160,    299.4,   5.0129,  34.9763,2,    303.2,2,    3.933,2,    2.179,2,   4.9892
  06MT20010620,  AR25,   213,  1,     20,2,20010704,0000, 62.5000, -39.9353, 2160,    600.7,   4.1235,  34.9132,2,    300.6,2,    3.747,2,    2.082,2,   4.0789
  06MT20010620,  AR25,   213,  1,     18,2,20010704,0000, 62.5000, -39.9353, 2160,    800.6,   3.6976,  34.8937,2,    298.6,2,    3.663,2,    1.991,2,   3.6396
  06MT20010620,  AR25,   213,  1,     17,2,20010704,0000, 62.5000, -39.9353, 2160,    899.8,   3.6196,  34.8956,2,    295.3,2,    3.470,2,    1.841,2,   3.5542
  06MT20010620,  AR25,   213,  1,     15,2,20010704,0000, 62.5000, -39.9353, 2160,   1000.6,   3.5505,  34.9011,2,    294.2,2,    3.301,2,    1.763,2,   3.4775
  06MT20010620,  AR25,   213,  1,     14,2,20010704,0000, 62.5000, -39.9353, 2160,   1149.4,   3.4252,  34.9013,2,    295.1,2,    3.242,2,    1.672,2,   3.3413
