EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,DEGC
  58JH19931106,   GNS,    68,  2,      8,19931110, 65.0000,  -4.3500, 3316,    200.0,   2.8920,  34.9580,2,    312.1,2,     5.36,2,    13.19,2,     0.02,2,     0.83,2,    6.162,2,    2.534,2,    0.497,2,     -999,9,    1.890,2,-999.0000,9,  -999.00,9,   2.8797
  58JH19931106,   GNS,    68,  2,      7,19931110, 65.0000,  -4.3500, 3316,    295.0,   2.3970,  34.9510,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,    1.530,2,   2.0223,3,  -999.00,9,   2.3798
  58JH19931106,   GNS,    68,  2,      6,19931110, 65.0000,  -4.3500, 3316,    297.0,   2.3830,  34.9500,2,    306.9,2,     5.52,2,    13.57,2,     0.02,2,     0.87,2,    5.529,2,    2.379,2,    0.462,2,     -999,9,    1.460,2,-999.0000,9,  -999.00,9,   2.3657
  58JH19931106,   GNS,    68,  2,      5,19931110, 65.0000,  -4.3500, 3316,    395.0,   1.5210,  34.9180,2,    306.0,2,     5.86,2,    13.80,2,     0.02,2,     0.89,2,    5.018,2,    2.113,2,    0.401,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.5005
  58JH19931106,   GNS,    68,  2,      4,19931110, 65.0000,  -4.3500, 3316,    502.0,   0.6050,  34.8930,2,    303.4,2,     6.35,2,    14.02,2,     0.02,2,     0.91,2,    4.085,2,    1.700,2,    0.280,2,     -999,9, -999.000,9,   1.8571,2,     5.13,2,   0.5823
  58JH19931106,   GNS,    68,  2,      3,19931110, 65.0000,  -4.3500, 3316,    599.0,   0.1130,  34.8930,2,    303.0,2,     6.80,2,    14.00,2,     0.02,2,     0.91,2,    3.323,2,    1.400,2,    0.203,2,     -999,9,    1.560,2,   1.8973,2,     6.59,2,   0.0878
  58JH19931106,   GNS,    68,  2,      2,19931110, 65.0000,  -4.3500, 3316,    697.0,  -0.1810,  34.8970,2,    302.5,2,     7.26,2,    14.17,2,     0.01,2,     0.92,2,    2.797,2,    1.197,2,    0.145,2,     -999,9,    1.370,2,   1.9062,2,     7.15,2,  -0.2092
  58JH19931106,   GNS,    68,  2,      1,19931110, 65.0000,  -4.3500, 3316,    799.0,  -0.3800,  34.9000,2,    303.0,2,     7.67,2,    14.21,2,     0.01,2,     0.92,2,    2.493,2,    1.041,2,    0.117,2,     -999,9,    1.300,2,   1.8929,2,     6.76,2,  -0.4117
  58JH19931106,   GNS,    68,  1,     12,19931110, 65.0000,  -4.3500, 3316,    900.0,  -0.4880,  34.9030,2,    299.9,2,     8.16,2,    14.47,2,     0.02,2,     0.93,2,    2.272,2,    0.894,2,    0.177,2,    7.969,2, -999.000,9,   1.8705,2,     7.04,2,  -0.5238
  58JH19931106,   GNS,    68,  1,     11,19931110, 65.0000,  -4.3500, 3316,   1000.0,  -0.5780,  34.9060,2,    299.9,2,     8.65,2,    14.52,2,     0.01,2,     0.94,2,    1.836,2,    0.695,2,    0.145,2,    6.296,2,    0.970,2,   1.8705,2,     7.11,2,  -0.6179
  58JH19931106,   GNS,    68,  1,     10,19931110, 65.0000,  -4.3500, 3316,   1151.0,  -0.6850,  34.9090,2,    299.9,2,     9.82,2,    14.72,2,     0.02,2,     0.95,2,    1.391,2,    0.550,2,    0.118,2,    4.589,2,    0.860,2,   1.8616,2,     6.83,2,  -0.7315
  58JH19931106,   GNS,    68,  1,      9,19931110, 65.0000,  -4.3500, 3316,   1296.0,  -0.7580,  34.9110,2,    300.8,2,     9.83,2,    14.71,2,     0.01,2,     0.95,2,    1.092,2,    0.404,2,    0.090,2,     3.54,2,    0.730,2,   1.8750,2,     5.95,2,  -0.8113
  58JH19931106,   GNS,    68,  1,      8,19931110, 65.0000,  -4.3500, 3316,   1595.0,  -0.8560,  34.9110,2,    300.3,2,    10.66,2,    14.00,2,     0.01,2,     0.97,2,    0.776,2,    0.285,2,    0.045,2,    2.752,2, -999.000,9,   1.8884,2,     5.26,2,  -0.9246
  58JH19931106,   GNS,    68,  1,      7,19931110, 65.0000,  -4.3500, 3316,   1897.0,  -0.8960,  34.9120,2,    301.6,2,    11.21,2,    14.04,2,     0.02,2,     0.97,2,    0.662,2,    0.242,2, -999.000,9,    2.937,2,    0.460,2,   1.9688,2,     4.80,2,  -0.9820
  58JH19931106,   GNS,    68,  1,      6,19931110, 65.0000,  -4.3500, 3316,   2195.0,  -0.9130,  34.9110,2,   -999.0,9,    11.69,2,    14.09,2,     0.01,2,     0.97,2,    0.674,2,    0.190,2,    0.054,2,     1.88,2,    0.380,2,   1.8884,2,     4.16,2,  -1.0179
  58JH19931106,   GNS,    68,  1,      5,19931110, 65.0000,  -4.3500, 3316,   2499.0,  -0.9030,  34.9110,2,   -999.0,9,    11.99,2,    14.96,2,     0.01,2,     0.97,2,    0.718,2,    0.206,2, -999.000,9,    1.801,2,    0.380,2,   1.8929,2,     4.59,2,  -1.0292
  58JH19931106,   GNS,    68,  1,      4,19931110, 65.0000,  -4.3500, 3316,   2797.0,  -0.8870,  34.9110,2,    303.0,2,    12.44,2,    14.79,2,     0.01,2,     0.98,2,    0.422,2,    0.170,2, -999.000,9,    1.171,2,    0.360,2,   1.8795,2,     3.65,2,  -1.0357
  58JH19931106,   GNS,    68,  1,      3,19931110, 65.0000,  -4.3500, 3316,   3095.0,  -0.8630,  34.9110,2,    301.2,2,    12.44,2,    15.11,2,     0.02,2,     0.98,2,    0.403,2,    0.155,2, -999.000,9,    1.204,2,    0.340,2,   2.2589,3,  -999.00,9,  -1.0358
  58JH19931106,   GNS,    68,  1,      2,19931110, 65.0000,  -4.3500, 3316,   3299.0,  -0.8450,  34.9100,2,    303.0,2,    12.49,2,    15.06,2,     0.01,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,    0.340,2,   1.9107,2,     3.63,2,  -1.0352
  58JH19931106,   GNS,    68,  1,      1,19931110, 65.0000,  -4.3500, 3316,   3306.0,  -0.8450,  34.9100,2,    302.5,2,    12.50,2,    15.09,2,     0.01,2,     0.98,2,    0.447,2,    0.150,2, -999.000,9,    1.575,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0358
  58JH19931106,   GNS,    69,  1,     12,19931110, 65.0000,  -5.5333, 3762,      9.0,   4.8270,  34.8360,2,    307.3,2,     2.82,2,     7.80,2,     0.18,2,     0.55,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.8263
  58JH19931106,   GNS,    69,  1,     11,19931110, 65.0000,  -5.5333, 3762,     48.0,   4.7150,  34.8250,2,    309.5,2,     2.85,2,     7.80,2,     0.16,2,     0.54,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.7114
  58JH19931106,   GNS,    69,  1,     10,19931110, 65.0000,  -5.5333, 3762,    100.0,   3.2060,  34.9570,2,    309.9,2,     5.29,2,    13.10,2,     0.02,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.1997
  58JH19931106,   GNS,    69,  1,      9,19931110, 65.0000,  -5.5333, 3762,    145.0,   3.2370,  34.9980,2,    311.2,2,     5.25,2,    13.11,2,     0.02,2,     0.82,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.2277
  58JH19931106,   GNS,    69,  1,      8,19931110, 65.0000,  -5.5333, 3762,    198.0,   2.9900,  34.9920,2,    311.7,2,     5.24,2,    13.13,2,     0.02,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.9777
  58JH19931106,   GNS,    69,  1,      7,19931110, 65.0000,  -5.5333, 3762,    297.0,   2.2380,  34.9590,2,    311.2,2,     5.34,2,    13.31,2,     0.01,2,     0.84,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.2211
  58JH19931106,   GNS,    69,  1,      6,19931110, 65.0000,  -5.5333, 3762,    497.0,   0.5350,  34.8910,2,    305.1,2,     6.17,2,    13.86,2,     0.02,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.5128
  58JH19931106,   GNS,    69,  1,      5,19931110, 65.0000,  -5.5333, 3762,    998.0,  -0.5910,  34.9020,2,    299.9,2,     8.72,2,    14.57,2,     0.02,2,     0.94,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6307
  58JH19931106,   GNS,    69,  1,      4,19931110, 65.0000,  -5.5333, 3762,   1495.0,  -0.8270,  34.9070,2,    302.1,2,    10.33,2,    14.80,2,     0.01,2,     0.97,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.8903
  58JH19931106,   GNS,    69,  1,      3,19931110, 65.0000,  -5.5333, 3762,   1997.0,  -0.9040,  34.9070,2,    303.0,2,    11.31,2,    14.92,2,     0.02,2,     0.97,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9961
  58JH19931106,   GNS,    69,  1,      2,19931110, 65.0000,  -5.5333, 3762,   3000.0,  -0.8720,  34.9080,2,    302.5,2,    12.45,2,    15.10,2,     0.02,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0369
  58JH19931106,   GNS,    69,  1,      1,19931110, 65.0000,  -5.5333, 3762,   3752.0,  -0.8060,  34.9080,2,    302.1,2,    12.50,2,    15.17,2,     0.02,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -1.0372
  58JH19931106,   GNS,    70,  1,     12,19931111, 65.0000,  -6.5000, 2065,      5.0,   4.3720,  34.7710,2,    307.3,2,     2.62,2,     7.47,2,     0.15,2,     0.53,2,    5.542,2,    2.442,2,    0.414,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.3716
  58JH19931106,   GNS,    70,  1,     11,19931111, 65.0000,  -6.5000, 2065,     29.0,   4.3630,  34.7810,2,    310.0,2,     2.66,2,     7.53,2,     0.15,2,     0.53,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.3609
  58JH19931106,   GNS,    70,  1,     10,19931111, 65.0000,  -6.5000, 2065,     48.0,   4.3670,  34.7800,2,    310.4,2,     2.69,2,     7.59,2,     0.14,2,     0.54,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.3636
  58JH19931106,   GNS,    70,  1,      9,19931111, 65.0000,  -6.5000, 2065,     97.0,   3.3530,  34.9650,2,    311.7,2,     5.29,2,    13.14,2,     0.02,2,     0.83,2,    5.617,2,    2.458,2,    0.454,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.3468
  58JH19931106,   GNS,    70,  1,      8,19931111, 65.0000,  -6.5000, 2065,    145.0,   2.9860,  34.9810,2,    310.3,2,     5.27,2,    13.10,2,     0.03,2,     0.84,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.9770
  58JH19931106,   GNS,    70,  1,      7,19931111, 65.0000,  -6.5000, 2065,    197.0,   2.9290,  34.9860,2,    309.0,2,     5.52,2,    13.22,2,     0.02,2,     0.84,2,    5.882,2,    2.428,2,    0.441,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.9168
  58JH19931106,   GNS,    70,  1,      6,19931111, 65.0000,  -6.5000, 2065,    299.0,   1.7540,  34.9330,2,    303.4,2,     5.50,2,    13.45,2,     0.10,3,     0.89,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.7382
  58JH19931106,   GNS,    70,  1,      5,19931111, 65.0000,  -6.5000, 2065,    397.0,   0.8600,  34.8960,2,    304.3,2,     6.03,2,    13.88,2,     0.03,2,     0.91,2,    4.902,2,    1.982,2,    0.363,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.8416
  58JH19931106,   GNS,    70,  1,      4,19931111, 65.0000,  -6.5000, 2065,    497.0,   0.2760,  34.8890,2,    305.1,2,     6.48,2,    13.94,2,     0.02,2,     0.92,2,    3.971,2,    1.602,2,    0.264,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.2549
  58JH19931106,   GNS,    70,  1,      3,19931111, 65.0000,  -6.5000, 2065,    996.0,  -0.6860,  34.9080,2,    302.1,2,     9.19,2,    14.49,2,     0.02,2,     0.95,2,    1.409,2,    0.564,2, -999.000,9,    5.192,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.7248
  58JH19931106,   GNS,    70,  1,      2,19931111, 65.0000,  -6.5000, 2065,   1499.0,  -0.9020,  34.9110,2,    303.8,2,    10.95,2,    14.80,2,     0.02,2,     0.96,2,    0.671,2,    0.251,2,    0.061,2,    2.415,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9646
  58JH19931106,   GNS,    70,  1,      1,19931111, 65.0000,  -6.5000, 2065,   1950.0,  -0.9320,  34.9100,2,    304.3,2,    11.49,2,    14.86,2,     0.02,2,     0.97,2,    0.592,2,    0.226,2,    0.047,2,    2.194,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0207
  58JH19931106,   GNS,    75,  1,      5,19931112, 65.0000,  -7.7500, 2009,    401.0,   0.2400,  34.8760,2,    303.8,2,     6.84,2,    13.87,2,     0.02,2,     0.92,2,    3.490,2,    1.555,2,    0.236,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.2235
  58JH19931106,   GNS,    75,  1,      4,19931112, 65.0000,  -7.7500, 2009,    499.0,  -0.0190,  34.8920,2,    303.4,2,     9.01,2,    14.42,2,     0.01,2,     0.95,2,    2.747,2,    1.197,2,    0.175,2,      9.7,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.0390
  58JH19931106,   GNS,    75,  1,      3,19931112, 65.0000,  -7.7500, 2009,   1000.0,  -0.6390,  34.9070,2,    303.0,2,     8.99,2,    14.42,2,     0.02,2,     0.95,2,    1.820,2,    0.792,2,    0.104,2,    6.403,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6784
  58JH19931106,   GNS,    75,  1,      2,19931112, 65.0000,  -7.7500, 2009,   1498.0,  -0.8500,  34.9100,2,    303.0,2,    10.57,2,    14.74,2,     0.02,2,     0.98,2,    1.004,2,    0.467,2,    0.043,2,    3.451,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9132
  58JH19931106,   GNS,    75,  1,      1,19931112, 65.0000,  -7.7500, 2009,   1999.0,  -0.9080,  34.9110,2,    303.4,2,    11.03,2,    14.84,2,     0.03,2,     0.97,2,    1.018,2,    0.488,2,    0.046,2,    3.873,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0002
  58JH19931106,   GNS,    78,  1,     12,19931112, 63.5000,  -7.7500, 1177,    880.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.871,2,    0.780,2,    0.065,2,    6.648,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6409
  58JH19931106,   GNS,    78,  1,     11,19931112, 63.5000,  -7.7500, 1177,    881.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6410
  58JH19931106,   GNS,    78,  1,     10,19931112, 63.5000,  -7.7500, 1177,    881.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6410
  58JH19931106,   GNS,    78,  1,      9,19931112, 63.5000,  -7.7500, 1177,    881.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6410
  58JH19931106,   GNS,    78,  1,      8,19931112, 63.5000,  -7.7500, 1177,    882.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6410
  58JH19931106,   GNS,    78,  1,      7,19931112, 63.5000,  -7.7500, 1177,    882.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6410
  58JH19931106,   GNS,    78,  1,      6,19931112, 63.5000,  -7.7500, 1177,    883.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6411
  58JH19931106,   GNS,    78,  1,      5,19931112, 63.5000,  -7.7500, 1177,    883.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6411
  58JH19931106,   GNS,    78,  1,      4,19931112, 63.5000,  -7.7500, 1177,    883.0,  -0.6060,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6401
  58JH19931106,   GNS,    78,  1,      3,19931112, 63.5000,  -7.7500, 1177,    883.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.864,2,    0.767,2,    0.067,2,    6.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6411
  58JH19931106,   GNS,    78,  1,      2,19931112, 63.5000,  -7.7500, 1177,    884.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.939,2,    0.777,2,    0.080,2,    6.697,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6411
  58JH19931106,   GNS,    78,  1,      1,19931112, 63.5000,  -7.7500, 1177,    885.0,  -0.6070,  34.9000,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.939,2,    0.777,2,    0.080,2,    6.697,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6412
  58JH19931106,   GNS,    82,  1,     12,19931113, 65.0000,  -9.0000, 1380,     10.0,   3.6860,  34.4490,2,    314.8,2,     2.17,2,     5.99,2,     0.23,2,     0.46,2,    5.365,2,    2.595,2,    0.514,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.6853
  58JH19931106,   GNS,    82,  1,     11,19931113, 65.0000,  -9.0000, 1380,     50.0,   3.7080,  34.5830,2,    304.8,2,     4.49,2,    10.71,2,     0.04,2,     0.71,2,    5.297,2,    2.530,2,    0.477,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.7047
  58JH19931106,   GNS,    82,  1,     10,19931113, 65.0000,  -9.0000, 1380,    100.0,   2.3500,  34.7940,2,    313.4,2,     5.76,2,    12.97,2,     0.01,2,     0.86,2,    5.273,2,    2.537,2,    0.469,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.3444
  58JH19931106,   GNS,    82,  1,      9,19931113, 65.0000,  -9.0000, 1380,    149.0,   1.7360,  34.8680,2,    314.7,2,     5.71,2,    13.12,2,     0.01,2,     0.84,2,    5.139,2,    2.452,2,    0.446,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.7283
  58JH19931106,   GNS,    82,  1,      8,19931113, 65.0000,  -9.0000, 1380,    202.0,   1.2180,  34.8760,2,    313.9,2,     5.70,2,    13.14,2,     0.01,2,     0.86,2,    5.023,2,    2.403,2,    0.406,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.2084
  58JH19931106,   GNS,    82,  1,      7,19931113, 65.0000,  -9.0000, 1380,    299.0,   0.4210,  34.8710,2,    314.7,2,     5.97,2,    13.26,2,     0.01,2,     0.87,2,    4.708,2,    2.201,2,    0.351,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.4085
  58JH19931106,   GNS,    82,  1,      6,19931113, 65.0000,  -9.0000, 1380,    401.0,   0.1780,  34.8850,2,    307.8,2,     6.44,2,    13.57,2,     0.01,2,     0.89,2,    3.970,2,    1.812,2,    0.267,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.1617
  58JH19931106,   GNS,    82,  1,      5,19931113, 65.0000,  -9.0000, 1380,    601.0,  -0.2810,  34.8980,2,    303.0,2,     7.47,2,    13.85,2,     0.01,2,     0.92,2,    2.784,2,    1.250,2,    0.140,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.3043
  58JH19931106,   GNS,    82,  1,      4,19931113, 65.0000,  -9.0000, 1380,    800.0,  -0.5100,  34.9020,2,    303.0,2,     8.48,2,    14.02,2,     0.01,2,     0.92,2,    2.079,2,    0.933,2,    0.086,2,    8.614,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.5409
  58JH19931106,   GNS,    82,  1,      3,19931113, 65.0000,  -9.0000, 1380,   1000.0,  -0.6600,  34.9070,2,    301.2,2,     9.42,2,    14.17,2,     0.01,2,     0.94,2,    1.646,2,    0.699,2, -999.000,9,    5.623,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.6992
  58JH19931106,   GNS,    82,  1,      2,19931113, 65.0000,  -9.0000, 1380,   1198.0,  -0.7550,  34.9090,2,    302.1,2,    10.21,2,    14.32,2,     0.01,2,     0.95,2,    1.172,2,    0.553,2, -999.000,9,    4.045,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8032
  58JH19931106,   GNS,    82,  1,      1,19931113, 65.0000,  -9.0000, 1380,   1370.0,  -0.7870,  34.9090,2,    299.9,2,    10.57,2,    14.37,2,     0.01,2,     0.95,2,    1.100,2,    0.501,2,    0.035,2,    3.705,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8439
  58JH19931106,   GNS,    87,  1,     12,19931114, 65.0000, -10.0000,  730,     10.0,   3.4730,  34.2760,2,    317.0,2,     2.00,2,     5.09,2,     0.23,2,     0.45,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.4724
  58JH19931106,   GNS,    87,  1,     11,19931114, 65.0000, -10.0000,  730,     30.0,   3.5140,  34.3290,2,    317.9,2,     2.09,2,     5.29,2,     0.23,2,     0.45,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.5121
  58JH19931106,   GNS,    87,  1,     10,19931114, 65.0000, -10.0000,  730,     49.0,   3.9010,  34.4750,2,    311.3,2,     2.55,2,     6.67,2,     0.19,2,     0.51,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.8977
  58JH19931106,   GNS,    87,  1,      9,19931114, 65.0000, -10.0000,  730,     73.0,   3.7570,  34.7730,2,    300.4,2,     4.95,2,    11.67,2,     0.02,2,     0.79,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.7521
  58JH19931106,   GNS,    87,  1,      8,19931114, 65.0000, -10.0000,  730,     99.0,   2.7040,  34.8300,2,    298.2,2,     6.82,2,    14.44,2,     0.01,2,     0.94,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.6982
  58JH19931106,   GNS,    87,  1,      7,19931114, 65.0000, -10.0000,  730,    149.0,   1.2560,  34.8040,2,    316.9,2,     6.43,2,    13.97,2,     0.01,2,     0.92,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.2489
  58JH19931106,   GNS,    87,  1,      6,19931114, 65.0000, -10.0000,  730,    197.0,   0.4050,  34.8260,2,    316.0,2,     6.73,2,    13.81,2,     0.01,2,     0.91,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.3970
  58JH19931106,   GNS,    87,  1,      5,19931114, 65.0000, -10.0000,  730,    299.0,  -0.0360,  34.8780,2,    304.7,2,     7.78,2,    13.59,2,     0.01,2,     0.92,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.0474
  58JH19931106,   GNS,    87,  1,      4,19931114, 65.0000, -10.0000,  730,    400.0,  -0.1880,  34.8920,2,    305.6,2,     7.63,2,    13.75,2,     0.02,2,     0.92,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.2031
  58JH19931106,   GNS,    87,  1,      3,19931114, 65.0000, -10.0000,  730,    498.0,  -0.3790,  34.8960,2,    303.4,2,     8.49,2,    13.89,2,     0.02,2,     0.92,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.3974
  58JH19931106,   GNS,    87,  1,      2,19931114, 65.0000, -10.0000,  730,    597.0,  -0.4840,  34.8980,2,    300.8,2,     9.13,2,    13.98,2,     0.01,2,     0.93,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.5061
  58JH19931106,   GNS,    87,  1,      1,19931114, 65.0000, -10.0000,  730,    681.0,  -0.5770,  34.9000,2,    301.6,2,     9.57,2,    14.10,2,     0.01,2,     0.94,2, -999.000,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6022
  58JH19931106,   GNS,    88,  1,      8,19931114, 64.5000, -10.0000,  615,      9.0,   3.1590,  34.1400,2,    318.8,2,     2.46,2,     5.25,2,     0.22,2,     0.48,2,    7.095,2,    2.669,2,    0.550,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.1585
  58JH19931106,   GNS,    88,  1,      7,19931114, 64.5000, -10.0000,  615,     49.0,   3.5450,  34.2300,2,    314.4,2,     2.77,2,     5.84,2,     0.21,2,     0.51,2,    7.332,2,    2.612,2,    0.565,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.5419
