EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,CFC-11,CFC-11_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,DEGC
  58JH19911105,   GNS,    34,  1,      1,19911111, 64.6660, -10.4990,  460,    425.0,-999.0000,-999.0000,9,    299.2,2,     9.46,2,    14.47,2,     0.01,2,     0.99,2,        -999,2, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,-999.0000
  58JH19911105,   GNS,    38,  2,      7,19911114, 68.7167, -10.4833, 2140,      0.0,   1.9460,  34.7090,2,   -999.0,9,     4.20,2,     6.57,2,     0.20,2,     0.65,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.9460
  58JH19911105,   GNS,    38,  2,      6,19911114, 68.7167, -10.4833, 2140,     10.0,   1.9360,  34.7110,2,    327.4,2,     4.14,2,     6.46,2,     0.20,2,     0.63,2, 0.781250215,2,    6.007,2, -999.000,9,     -999,9,    2.080,2,   1.8482,2,    -1.90,2,   1.9355
  58JH19911105,   GNS,    38,  2,      5,19911114, 68.7167, -10.4833, 2140,     30.0,   1.9470,  34.7100,2,    328.3,2,     4.15,2,     6.58,2,     0.19,2,     0.64,2, 0.683594446,2,    5.994,2, -999.000,9,     -999,9, -999.000,9,   1.8661,2,    -2.12,2,   1.9454
  58JH19911105,   GNS,    38,  2,      4,19911114, 68.7167, -10.4833, 2140,     50.0,   1.9450,  34.7110,2,    327.4,2,     4.09,2,     6.42,2,     0.19,2,     0.59,2,  0.38085948,2,    5.953,2, -999.000,9,     -999,9,    2.160,2,   1.8304,2,    -1.91,2,   1.9424
  58JH19911105,   GNS,    38,  2,      3,19911114, 68.7167, -10.4833, 2140,     75.0,   1.9410,  34.7110,2,    331.3,2,     4.12,2,     6.50,2,     0.18,2,     0.60,2, 0.400390735,2,    6.023,2, -999.000,9,     -999,9,    2.300,2,   1.8304,2,    -1.91,2,   1.9371
  58JH19911105,   GNS,    38,  2,      2,19911114, 68.7167, -10.4833, 2140,    100.0,   1.9500,  34.7130,2,    329.2,2,     4.14,2,     6.53,2,     0.19,2,     0.59,2, 0.302734009,2,    5.900,2, -999.000,9,     -999,9,    2.440,2,   1.8259,2,    -1.68,2,   1.9447
  58JH19911105,   GNS,    38,  2,      1,19911114, 68.7167, -10.4833, 2140,    150.0,   0.3750,  34.7910,2,    331.3,2,     5.67,2,    11.76,2,     0.03,2,     0.80,2, 0.380836875,2,    5.951,2, -999.000,9,     -999,9,    2.060,2,   1.8438,2,    -0.56,2,   0.3690
  58JH19911105,   GNS,    38,  1,     12,19911114, 68.7167, -10.4833, 2140,    200.0,   0.4070,  34.8640,2,    308.6,2,     6.42,2,    12.75,2,     0.03,2,     0.86,2, 0.283171057,2,    4.358,2,    5.320,2,     -999,9,    1.810,2,   1.8705,2,     3.52,2,   0.3988
  58JH19911105,   GNS,    38,  1,     11,19911114, 68.7167, -10.4833, 2140,    300.0,   0.0990,  34.8960,2,    302.5,2,     6.96,2,    13.09,2,     0.03,2,     0.89,2,0.0976428739,2,    3.327,2,    4.261,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.0872
  58JH19911105,   GNS,    38,  1,     10,19911114, 68.7167, -10.4833, 2140,    400.0,  -0.1000,  34.8980,2,    300.8,2,     7.33,2,    13.07,2,     0.03,2,  -999.00,9,        -999,9,    2.941,2,    3.831,2,     -999,9,    1.600,2,   1.8393,2,     6.58,2,  -0.1154
  58JH19911105,   GNS,    38,  1,      9,19911114, 68.7167, -10.4833, 2140,    500.0,  -0.2770,  34.9010,2,    302.5,2,     7.78,2,    13.47,2,     0.03,2,  -999.00,9, 0.146463767,2,    2.484,2,    3.558,2,     -999,9,    1.330,2,-999.0000,9,  -999.00,9,  -0.2959
  58JH19911105,   GNS,    38,  1,      8,19911114, 68.7167, -10.4833, 2140,    600.0,  -0.4180,  34.9020,2,    300.3,2,     8.21,2,    13.29,2,     0.03,2,     0.89,2,        -999,9,    2.154,2,    3.185,2,     -999,9,    1.260,2,   1.8527,2,     6.27,2,  -0.4406
  58JH19911105,   GNS,    38,  1,      7,19911114, 68.7167, -10.4833, 2140,    800.0,  -0.6280,  34.9060,2,    300.8,2,     9.21,2,    13.65,2,     0.03,2,  -999.00,9,        -999,9,    1.509,2,    2.516,2,     -999,9,    0.940,2,   1.8527,2,     6.43,2,  -0.6581
  58JH19911105,   GNS,    38,  1,      6,19911114, 68.7167, -10.4833, 2140,   1000.0,  -0.7470,  34.9070,2,    301.2,2,     9.84,2,    13.81,2,     0.03,2,     0.97,2, 0.136698908,2,    1.154,2,    2.067,2,     -999,9,    0.960,2,-999.0000,9,  -999.00,9,  -0.7855
  58JH19911105,   GNS,    38,  1,      5,19911114, 68.7167, -10.4833, 2140,   1200.0,  -0.8140,  34.9090,2,    302.1,2,    10.42,2,    14.14,2,     0.03,2,  -999.00,9,        -999,9,    0.928,2,    1.795,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.8617
  58JH19911105,   GNS,    38,  1,      4,19911114, 68.7167, -10.4833, 2140,   1250.0,  -0.8270,  34.9090,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,        -999,9, -999.000,9, -999.000,9,     -999,9,    0.730,2,   1.8438,2,     4.82,2,  -0.8772
  58JH19911105,   GNS,    38,  1,      3,19911114, 68.7167, -10.4833, 2140,   1500.0,  -0.8660,  34.9090,2,    299.9,2,    10.79,2,    14.03,2,     0.03,2,     1.00,2, 0.107406125,2,    0.752,2,    1.541,2,     -999,9,    0.530,2,   1.9911,3,     2.90,3,  -0.9291
  58JH19911105,   GNS,    38,  1,      2,19911114, 68.7167, -10.4833, 2140,   1800.0,  -0.8870,  34.9090,2,    299.5,2,    11.56,2,    14.17,2,     0.03,2,     1.02,2,        -999,9,    0.686,2,    1.397,2,     -999,9,    0.640,2,   1.8705,2,     4.75,2,  -0.9672
  58JH19911105,   GNS,    38,  1,      1,19911114, 68.7167, -10.4833, 2140,   2000.0,  -0.8910,  34.9090,2,    297.7,2,    12.36,2,    14.89,2,     0.04,2,     1.05,2, 0.117170319,2,    0.666,2,    1.429,2,     -999,9,    0.660,2,   1.8438,2,     4.32,2,  -0.9835
  58JH19911105,   GNS,    39,  1,     11,19911114, 68.8000,  -9.1330, 1870,     10.0,   4.1500,  34.8900,2,   -999.0,9,     4.47,2,     8.92,2,     0.18,2,     0.64,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.1493
  58JH19911105,   GNS,    39,  1,     10,19911114, 68.8000,  -9.1330, 1870,     20.0,   4.1500,  34.9000,2,   -999.0,9,     4.45,2,     9.15,2,     0.18,2,     0.65,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.1486
  58JH19911105,   GNS,    39,  1,      9,19911114, 68.8000,  -9.1330, 1870,     30.0,   4.1500,  34.9000,2,   -999.0,9,     4.46,2,     9.22,2,     0.23,2,     0.65,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.1479
  58JH19911105,   GNS,    39,  1,      8,19911114, 68.8000,  -9.1330, 1870,     50.0,   4.1600,  34.9000,2,   -999.0,9,     4.42,2,     9.22,2,     0.17,2,     0.66,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.1565
  58JH19911105,   GNS,    39,  1,      7,19911114, 68.8000,  -9.1330, 1870,     75.0,   4.1600,  34.9000,2,   -999.0,9,     4.42,2,     9.27,2,     0.18,2,     0.65,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.1547
  58JH19911105,   GNS,    39,  1,      6,19911114, 68.8000,  -9.1330, 1870,    100.0,   4.1500,  34.9000,2,   -999.0,9,     4.47,2,     9.37,2,     0.19,2,     0.65,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.1429
  58JH19911105,   GNS,    39,  1,      5,19911114, 68.8000,  -9.1330, 1870,    200.0,   2.4200,  34.9500,2,   -999.0,9,     5.94,2,    13.07,2,     0.04,2,     0.88,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.4085
  58JH19911105,   GNS,    39,  1,      4,19911114, 68.8000,  -9.1330, 1870,    300.0,   1.2900,  34.9100,2,   -999.0,9,     6.17,2,    13.60,2,     0.04,2,     0.88,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.2753
  58JH19911105,   GNS,    39,  1,      3,19911114, 68.8000,  -9.1330, 1870,    500.0,   0.0800,  34.9000,2,   -999.0,9,     6.93,2,    14.41,2,     0.04,2,     0.95,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.0596
  58JH19911105,   GNS,    39,  1,      2,19911114, 68.8000,  -9.1330, 1870,   1000.0,  -0.6600,  34.9100,2,   -999.0,9,     9.16,2,    14.49,2,     0.03,2,     0.97,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6992
  58JH19911105,   GNS,    39,  1,      1,19911114, 68.8000,  -9.1330, 1870,   1500.0,  -0.8400,  34.9100,2,   -999.0,9,    10.58,2,    14.88,2,     0.14,3,     1.03,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9034
  58JH19911105,   GNS,    42,  1,     12,19911116, 69.2000,  -5.0000, 3285,      0.0,   5.2300,  35.0500,2,   -999.0,9,     5.06,2,    10.64,2,     0.10,2,     0.74,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.2300
  58JH19911105,   GNS,    42,  1,     11,19911116, 69.2000,  -5.0000, 3285,     10.0,   5.2240,  35.0470,2,    301.2,2,     5.03,2,    10.90,2,     0.10,2,     0.70,2,        -999,9,    5.021,2,    6.766,2,     -999,9,    1.480,2,   1.7857,2,    -1.41,2,   5.2232
  58JH19911105,   GNS,    42,  1,     10,19911116, 69.2000,  -5.0000, 3285,     30.0,   5.2270,  35.0460,2,    298.6,2,     5.03,2,    10.78,2,     0.11,2,     0.71,2,        -999,9,    5.028,2,    6.788,2,     -999,9,    2.140,2,   1.7812,2,    -1.63,2,   5.2246
  58JH19911105,   GNS,    42,  1,      9,19911116, 69.2000,  -5.0000, 3285,     50.0,   5.2190,  35.0450,2,    298.1,2,     4.99,2,    10.53,2,     0.11,2,     0.71,2,        -999,9,    5.062,2,    6.832,2,     -999,9,    2.310,2,   1.7857,2,    -1.66,2,   5.2151
  58JH19911105,   GNS,    42,  1,      8,19911116, 69.2000,  -5.0000, 3285,     75.0,   5.2240,  35.0460,2,    298.6,2,     5.04,2,    10.86,2,     0.11,2,     0.70,2,        -999,9,    5.057,2,    6.832,2,     -999,9,    2.270,2,   1.7902,2,    -1.40,2,   5.2181
  58JH19911105,   GNS,    42,  1,      7,19911116, 69.2000,  -5.0000, 3285,    100.0,   5.2150,  35.0440,2,    298.6,2,     4.99,2,    10.80,2,     0.12,2,     0.71,2,        -999,9,    5.037,2,    6.790,2,     -999,9,    2.140,2,   1.7857,2,    -1.75,2,   5.2071
  58JH19911105,   GNS,    42,  1,      6,19911116, 69.2000,  -5.0000, 3285,    200.0,   3.5140,  34.9600,2,    300.8,2,     6.16,2,    13.42,2,     0.06,2,  -999.00,9,        -999,9,    5.152,2,    6.405,2,     -999,9,    2.070,2,   1.8080,2,    -1.16,2,   3.5007
  58JH19911105,   GNS,    42,  1,      5,19911116, 69.2000,  -5.0000, 3285,    300.0,   2.5050,  34.9560,2,    302.1,2,     6.11,2,    13.85,2,     0.06,2,     0.92,2,        -999,9,    5.011,2,    6.384,2,     -999,9,    2.200,2,   1.8393,2,     0.41,2,   2.4873
  58JH19911105,   GNS,    42,  1,      4,19911116, 69.2000,  -5.0000, 3285,    500.0,   0.4260,  34.9000,2,    302.1,2,     6.79,2,    14.36,2,     0.07,2,     0.96,2,        -999,9,    3.555,2,    5.166,2,     -999,9,    1.870,2,   1.8304,2,     5.30,2,   0.4041
  58JH19911105,   GNS,    42,  1,      3,19911116, 69.2000,  -5.0000, 3285,   1000.0,  -0.6350,  34.9050,2,    300.8,2,     9.19,2,    14.89,2,     0.07,2,     1.00,2,        -999,9,    1.182,2,    2.581,2,     -999,9, -999.000,9,   1.8527,2,     6.81,2,  -0.6744
  58JH19911105,   GNS,    42,  1,      2,19911116, 69.2000,  -5.0000, 3285,   1500.0,  -0.8500,  34.9110,2,    301.6,2,    10.63,2,    15.31,2,     0.07,2,     1.04,2,        -999,9,    0.554,2,    1.524,2,     -999,9,    0.370,2,   1.8705,2,     4.34,2,  -0.9133
  58JH19911105,   GNS,    42,  1,      1,19911116, 69.2000,  -5.0000, 3285,   2000.0,  -0.9190,  34.9100,2,    304.3,2,    11.56,2,    15.33,2,     0.08,2,     1.05,2,        -999,9, -999.000,9,    1.110,2,    8.021,2,    0.410,2,   1.8661,2,     4.02,2,  -1.0111
  58JH19911105,   GNS,    43,  2,      1,19911116, 69.3670,  -3.5170, 2140,      0.0,   5.6100,  35.0700,2,   -999.0,9,     4.65,2,     9.86,2,     0.17,2,     0.72,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.6100
  58JH19911105,   GNS,    43,  1,     12,19911116, 69.3670,  -3.5170, 2140,     10.0,   5.5930,  35.0700,2,   -999.0,9,     4.86,2,    10.77,2,     0.14,2,     0.70,2,        -999,9,    4.762,2,    6.456,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.5922
  58JH19911105,   GNS,    43,  1,     11,19911116, 69.3670,  -3.5170, 2140,     20.0,   5.6200,  35.0700,2,   -999.0,9,     4.83,2,    10.56,2,     0.14,2,     0.71,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.6184
  58JH19911105,   GNS,    43,  1,     10,19911116, 69.3670,  -3.5170, 2140,     30.0,   5.6170,  35.0700,2,   -999.0,9,     4.82,2,    10.20,2,     0.13,2,     0.68,2,        -999,9,    4.688,2,    6.277,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.6145
  58JH19911105,   GNS,    43,  1,      9,19911116, 69.3670,  -3.5170, 2140,     50.0,   5.5630,  35.0670,2,   -999.0,9,     4.82,2,    10.15,2,     0.13,2,     0.70,2,        -999,9,    4.759,2,    6.340,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.5589
  58JH19911105,   GNS,    43,  1,      8,19911116, 69.3670,  -3.5170, 2140,     75.0,   5.5010,  35.0640,2,   -999.0,9,     4.80,2,    10.11,2,     0.12,2,     0.71,2,        -999,9,    4.701,2,    6.338,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.4949
  58JH19911105,   GNS,    43,  1,      7,19911116, 69.3670,  -3.5170, 2140,    100.0,   5.4760,  35.0630,2,   -999.0,9,     4.80,2,    10.13,2,     0.12,2,     0.74,2,        -999,9,    4.798,2,    6.551,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.4679
  58JH19911105,   GNS,    43,  1,      6,19911116, 69.3670,  -3.5170, 2140,    200.0,   3.7950,  34.9680,2,   -999.0,9,     6.03,2,    13.01,2,     0.06,2,     0.85,2,        -999,9,    4.947,2,    6.228,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.7813
  58JH19911105,   GNS,    43,  1,      5,19911116, 69.3670,  -3.5170, 2140,    300.0,   2.8070,  34.9650,2,   -999.0,9,     6.04,2,    13.32,2,     0.05,2,  -999.00,9,        -999,9,    4.851,2,    6.139,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   2.7885
  58JH19911105,   GNS,    43,  1,      4,19911116, 69.3670,  -3.5170, 2140,    500.0,   0.5710,  34.9000,2,   -999.0,9,     6.54,2,    13.74,2,     0.05,2,     0.94,2,        -999,9,    3.684,2,    5.302,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.5485
  58JH19911105,   GNS,    43,  1,      3,19911116, 69.3670,  -3.5170, 2140,   1000.0,  -0.6010,  34.9050,2,   -999.0,9,     8.98,2,    14.76,2,     0.04,2,     1.04,2,        -999,9,    1.273,2,    2.645,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6407
  58JH19911105,   GNS,    43,  1,      2,19911116, 69.3670,  -3.5170, 2140,   1500.0,  -0.8910,  34.9090,2,   -999.0,9,    10.74,2,    15.02,2,     0.04,2,     1.07,2,        -999,9,    0.489,2,    1.384,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.9538
  58JH19911105,   GNS,    43,  1,      1,19911116, 69.3670,  -3.5170, 2140,   2000.0,  -0.9390,  34.9090,2,   -999.0,9,    11.92,2,    15.15,2,     0.04,2,     1.06,2,        -999,9,    0.371,2,    1.143,2,    7.928,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0308
  58JH19911105,   GNS,    44,  1,     12,19911116, 69.4990,  -2.1870, 3455,     20.0,   6.9180,  35.1750,2,   -999.0,9,     4.94,2,    10.06,2,     0.08,2,     0.67,2,        -999,9,    4.432,2,    5.215,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.9162
  58JH19911105,   GNS,    44,  1,     11,19911116, 69.4990,  -2.1870, 3455,     51.0,   6.9240,  35.1780,2,   -999.0,9,     4.90,2,    10.20,2,     0.07,2,     0.70,2,        -999,9,    4.374,2,    5.171,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.9193
  58JH19911105,   GNS,    44,  1,     10,19911116, 69.4990,  -2.1870, 3455,    100.0,   6.8950,  35.1820,2,   -999.0,9,     4.95,2,    10.94,2,     0.06,2,     0.72,2,        -999,9,    4.329,2,    5.128,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.8857
  58JH19911105,   GNS,    44,  1,      9,19911116, 69.4990,  -2.1870, 3455,    251.0,   5.8300,  35.1070,2,   -999.0,9,     6.13,2,    13.12,2,     0.13,3,     0.84,2,        -999,9,    4.501,2,    4.805,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.8086
  58JH19911105,   GNS,    44,  1,      8,19911116, 69.4990,  -2.1870, 3455,    500.0,   3.2920,  35.0040,2,   -999.0,9,     6.01,2,    13.36,2,     0.02,2,     0.84,2,        -999,9,    4.863,2,    6.004,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   3.2584
  58JH19911105,   GNS,    44,  1,      7,19911116, 69.4990,  -2.1870, 3455,    751.0,   0.5050,  34.9000,2,   -999.0,9,     6.88,2,    14.28,2,     0.02,2,     0.88,2,        -999,9,    3.536,2,    4.970,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   0.4700
  58JH19911105,   GNS,    44,  1,      6,19911116, 69.4990,  -2.1870, 3455,   1000.0,  -0.2690,  34.9000,2,   -999.0,9,     8.01,2,    14.49,2,     0.02,2,     0.91,2,        -999,9,    2.138,2,    3.638,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.3114
  58JH19911105,   GNS,    44,  1,      5,19911116, 69.4990,  -2.1870, 3455,   1253.0,  -0.5990,  34.9060,2,   -999.0,9,     9.09,2,    14.76,2,     0.01,2,     0.93,2,        -999,9,    1.360,2,    2.692,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.6516
  58JH19911105,   GNS,    44,  1,      4,19911116, 69.4990,  -2.1870, 3455,   1750.0,  -0.8150,  34.9100,2,   -999.0,9,    10.71,2,    15.30,2,     0.02,2,     1.03,2,        -999,9,    0.470,2,    1.438,2,    9.006,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.8932
  58JH19911105,   GNS,    44,  1,      3,19911116, 69.4990,  -2.1870, 3455,   2001.0,  -0.8740,  34.9100,2,   -999.0,9,    11.15,2,    15.00,2,     0.01,2,     1.02,2,        -999,9,    0.418,2,    1.325,2,    8.878,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9669
  58JH19911105,   GNS,    44,  1,      2,19911116, 69.4990,  -2.1870, 3455,   2500.0,  -0.8970,  34.9100,2,   -999.0,9,    11.95,2,    15.42,2,     0.02,2,     1.03,2,        -999,9,    0.360,2,    1.151,2,    6.771,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0234
  58JH19911105,   GNS,    44,  1,      1,19911116, 69.4990,  -2.1870, 3455,   3005.0,  -0.8750,  34.9090,2,   -999.0,9,    12.59,2,    15.81,2,     0.01,2,     1.09,2,        -999,9,    0.277,2,    0.970,2,     5.15,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0402
  58JH19911105,   GNS,    45,  2,      2,19911117, 69.6330,  -0.6830, 2870,      0.0,   6.6200,  35.1800,2,   -999.0,9,     5.15,2,    11.26,2,     0.04,2,     0.78,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.6200
  58JH19911105,   GNS,    45,  2,      1,19911117, 69.6330,  -0.6830, 2870,     20.0,   6.6220,  35.1800,2,   -999.0,9,     5.14,2,    11.53,2,     0.04,2,  -999.00,9,        -999,9,    4.690,2,    4.910,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.6202
  58JH19911105,   GNS,    45,  1,     12,19911117, 69.6330,  -0.6830, 2870,     50.0,   6.6240,  35.1820,2,   -999.0,9,     5.13,2,    11.43,2,     0.03,2,     0.77,2,        -999,9,    4.521,2,    5.003,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.6195
  58JH19911105,   GNS,    45,  1,     11,19911117, 69.6330,  -0.6830, 2870,     99.0,   6.6230,  35.1810,2,   -999.0,9,     5.16,2,    11.17,2,     0.04,2,     0.74,2,        -999,9,    4.526,2,    4.992,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   6.6140
  58JH19911105,   GNS,    45,  1,     10,19911117, 69.6330,  -0.6830, 2870,    198.0,   5.6810,  35.0910,2,   -999.0,9,     5.77,2,    12.77,2,     0.04,2,     0.79,2,        -999,9,    4.700,2,    5.163,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.6644
  58JH19911105,   GNS,    45,  1,      9,19911117, 69.6330,  -0.6830, 2870,    401.0,   4.6480,  35.1000,2,   -999.0,9,     5.64,2,    12.99,2,     0.02,2,     0.81,2,        -999,9,    4.965,2,    5.710,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   4.6170
  58JH19911105,   GNS,    45,  1,      8,19911117, 69.6330,  -0.6830, 2870,    749.0,   1.9510,  34.9400,2,   -999.0,9,     6.24,2,    14.23,2,     0.02,2,     0.91,2,        -999,9,    4.684,2,    5.696,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   1.9073
  58JH19911105,   GNS,    45,  1,      7,19911117, 69.6330,  -0.6830, 2870,    999.0,  -0.0560,  34.8990,2,   -999.0,9,     7.40,2,    14.75,2,     0.02,2,     0.97,2,        -999,9,    2.671,2,    4.013,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.1001
  58JH19911105,   GNS,    45,  1,      6,19911117, 69.6330,  -0.6830, 2870,   1200.0,-999.0000,-999.0000,9,   -999.0,9,     8.65,2,    14.76,2,     0.02,2,     1.00,2,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,-999.0000
  58JH19911105,   GNS,    45,  1,      5,19911117, 69.6330,  -0.6830, 2870,   1251.0,  -0.5270,  34.9030,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,        -999,9,    1.689,2,    2.886,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.5803
  58JH19911105,   GNS,    45,  1,      4,19911117, 69.6330,  -0.6830, 2870,   1502.0,  -0.7130,  34.9080,2,   -999.0,9,     9.88,2,    15.67,2,     0.02,2,  -999.00,9,        -999,9,    0.890,2,    1.962,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,  -0.7780
  58JH19911105,   GNS,    45,  1,      3,19911117, 69.6330,  -0.6830, 2870,   2001.0,  -0.8830,  34.9090,2,   -999.0,9,    11.38,2,    15.90,2,     0.02,2,     1.06,2,        -999,9,    0.494,2,    1.355,2,    8.147,2, -999.000,9,-999.0000,9,  -999.00,9,  -0.9757
  58JH19911105,   GNS,    45,  1,      2,19911117, 69.6330,  -0.6830, 2870,   2500.0,  -0.9080,  34.9080,2,   -999.0,9,    11.94,2,    15.63,2,     0.02,2,  -999.00,9,        -999,9,    0.394,2,    1.127,2,    7.017,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0341
  58JH19911105,   GNS,    45,  1,      1,19911117, 69.6330,  -0.6830, 2870,   2751.0,  -0.8930,  34.9100,2,   -999.0,9,    12.31,2,    15.77,2,     0.02,2,     1.04,2,        -999,9,    0.355,2,    0.942,2,    5.624,2, -999.000,9,-999.0000,9,  -999.00,9,  -1.0380
  58JH19911105,   GNS,    46,  2,      1,19911117, 69.7670,   0.7500, 3200,      0.0,   5.4800,  35.1300,2,   -999.0,9,     5.08,2,    11.50,2,     0.04,2,  -999.00,9,        -999,9, -999.000,9, -999.000,9,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.4800
  58JH19911105,   GNS,    46,  1,     12,19911117, 69.7670,   0.7500, 3200,     20.0,   5.4840,  35.1250,2,    295.9,2,     5.08,2,    11.62,2,     0.04,2,     0.71,2,        -999,9,    4.788,2,    5.570,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.4824
  58JH19911105,   GNS,    46,  1,     11,19911117, 69.7670,   0.7500, 3200,     50.0,   5.4870,  35.1240,2,    295.9,2,     5.13,2,    11.66,2,     0.04,2,     0.72,2,        -999,9,    4.772,2,    5.552,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.4829
  58JH19911105,   GNS,    46,  1,     10,19911117, 69.7670,   0.7500, 3200,     99.0,   5.4910,  35.1240,2,    295.5,2,     5.08,2,    11.42,2,     0.04,2,     0.72,2,        -999,9,    4.736,2,    5.501,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.4829
  58JH19911105,   GNS,    46,  1,      9,19911117, 69.7670,   0.7500, 3200,    201.0,   5.4640,  35.1240,2,    296.8,2,     5.09,2,    11.47,2,     0.04,2,     0.72,2,        -999,9,    4.663,2,    5.568,2,     -999,9, -999.000,9,-999.0000,9,  -999.00,9,   5.4475
