EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,DEGC
  58JH19940525,   75N,   317,  1,     47,     11,2,19940528, 70.0000,   5.0000, 3202,    400.0,   4.4500,  35.0440,2,    300.0,2,     5.40,2,    13.00,2,     0.02,2,     0.92,2,   2133.2,2,   2389.0,3,   4.4198
  58JH19940525,   75N,   317,  1,     48,      9,2,19940528, 70.0000,   5.0000, 3202,    600.0,   3.3380,  34.9990,2,    308.6,2,     5.70,2,    13.40,2,     0.02,2,     0.96,2,   2141.3,2,   -999.0,9,   3.2990
  58JH19940525,   75N,   317,  1,     49,      8,2,19940528, 70.0000,   5.0000, 3202,    800.0,   1.2160,  34.8900,2,    302.3,2,     6.40,2,    14.10,2,     0.01,2,     1.02,2,   2148.5,2,   2365.0,3,   1.1778
  58JH19940525,   75N,   317,  1,     50,      7,2,19940528, 70.0000,   5.0000, 3202,   1000.0,   0.4800,  34.8750,2,    298.6,2,     7.20,2,    14.40,2,     0.02,2,     1.08,2,   2153.2,2,   -999.0,9,   0.4315
  58JH19940525,   75N,   317,  1,     51,      6,2,19940528, 70.0000,   5.0000, 3202,   1200.0,  -0.3480,  34.8740,2,    297.3,2,     8.10,2,    14.50,2,     0.01,2,     1.04,2,   2153.7,2,   -999.0,9,  -0.4022
  58JH19940525,   75N,   317,  1,     52,      5,2,19940528, 70.0000,   5.0000, 3202,   1500.0,  -0.6240,  34.8800,2,    295.9,2,     9.50,2,    14.80,2,     0.02,2,     1.06,2,   2153.7,2,   -999.0,9,  -0.6860
  58JH19940525,   75N,   317,  1,     53,      4,2,19940528, 70.0000,   5.0000, 3202,   1800.0,  -0.7610,  34.8840,2,    297.3,2,    10.50,2,    15.10,2,     0.02,2,     1.07,2,   2153.2,2,   2403.0,3,  -0.8419
  58JH19940525,   75N,   317,  1,     54,      3,2,19940528, 70.0000,   5.0000, 3202,   2000.0,  -0.8190,  34.8840,2,   -999.0,9,    10.70,2,    15.10,2,     0.02,2,     1.07,2,   2151.7,2,   -999.0,9,  -0.9136
  58JH19940525,   75N,   317,  1,     55,      2,2,19940528, 70.0000,   5.0000, 3202,   2500.0,  -0.8700,  34.8880,2,    300.9,2,    10.70,2,    15.00,2,     0.01,2,     1.06,2,   2153.1,2,   2373.0,3,  -0.9968
  58JH19940525,   75N,   317,  1,     56,      1,2,19940528, 70.0000,   5.0000, 3202,   3000.0,  -0.8550,  34.8970,2,    299.1,2,    11.70,2,    15.10,2,     0.01,2,     1.08,2,   2153.5,2,   2307.0,3,  -1.0251
  58JH19940525,   75N,   318,  1,     57,     12,2,19940528, 70.4167,   4.0667, 3161,      5.0,   5.4100,  35.0800,2,    329.6,2,     4.00,2,     6.80,2,     0.12,2,     0.60,2,   -999.0,9,   -999.0,9,   5.4096
  58JH19940525,   75N,   318,  1,     58,     11,2,19940528, 70.4167,   4.0667, 3161,     10.0,   5.4110,  35.0800,2,    328.2,2,     4.00,2,     6.80,2,     0.11,2,     0.59,2,   -999.0,9,   -999.0,9,   5.4092
  58JH19940525,   75N,   318,  1,     59,     10,2,19940528, 70.4167,   4.0667, 3161,     20.0,   5.3950,  35.0800,2,    327.7,2,     4.00,2,     6.90,2,     0.11,2,     0.58,2,   -999.0,9,   -999.0,9,   5.3984
  58JH19940525,   75N,   318,  1,     60,      9,2,19940528, 70.4167,   4.0667, 3161,     30.0,   5.1220,  35.0820,2,    317.7,2,     4.50,2,     8.50,2,     0.13,2,     0.70,2,   -999.0,9,   -999.0,9,   5.1177
  58JH19940525,   75N,   318,  1,     61,      8,2,19940528, 70.4167,   4.0667, 3161,     50.0,   4.9170,  35.0720,2,    295.9,2,     5.10,2,    12.10,2,     0.24,2,     0.88,2,   -999.0,9,   -999.0,9,   4.9162
  58JH19940525,   75N,   318,  1,     62,      7,2,19940528, 70.4167,   4.0667, 3161,     75.0,   4.7130,  35.0720,2,    300.9,2,     5.20,2,    12.20,2,     0.24,2,     0.89,2,   -999.0,9,   -999.0,9,   4.7044
  58JH19940525,   75N,   318,  1,     63,      6,2,19940528, 70.4167,   4.0667, 3161,    100.0,   4.5870,  35.0720,2,   -999.0,9,     5.10,2,    12.00,2,     0.10,2,     0.88,2,   -999.0,9,   -999.0,9,   4.5826
  58JH19940525,   75N,   318,  1,     64,      5,2,19940528, 70.4167,   4.0667, 3161,    150.0,   4.4800,  35.0690,2,    302.7,2,     5.20,2,    12.40,2,     0.14,2,     1.03,2,   -999.0,9,   -999.0,9,   4.4689
  58JH19940525,   75N,   318,  1,     65,      3,2,19940528, 70.4167,   4.0667, 3161,    300.0,   4.2760,  35.0640,2,    303.2,2,     5.20,2,    12.50,2,     0.08,2,     0.90,2,   -999.0,9,   -999.0,9,   4.2580
  58JH19940525,   75N,   318,  1,     66,      2,2,19940528, 70.4167,   4.0667, 3161,    400.0,   4.1810,  35.0640,2,    306.4,2,     5.20,2,    12.40,2,     0.10,2,     0.90,2,   -999.0,9,   -999.0,9,   4.1506
  58JH19940525,   75N,   318,  1,     67,      1,2,19940528, 70.4167,   4.0667, 3161,    500.0,   4.1110,  35.0600,2,    305.9,2,     5.20,2,    12.40,2,     0.06,2,     0.91,2,   -999.0,9,   -999.0,9,   4.0732
  58JH19940525,   75N,   319,  1,     68,     12,2,19940528, 70.8333,   3.1333, 3091,      5.0,   5.0600,  35.0690,2,    334.6,2,     4.00,2,     6.80,2,     0.12,2,     0.56,2,   -999.0,9,   -999.0,9,   5.0596
  58JH19940525,   75N,   319,  1,     69,     10,2,19940528, 70.8333,   3.1333, 3091,     20.0,   5.0530,  35.0720,2,    332.7,2,     4.00,2,     7.20,2,     0.22,2,     0.65,2,   -999.0,9,   -999.0,9,   5.0484
  58JH19940525,   75N,   319,  1,     70,      9,2,19940528, 70.8333,   3.1333, 3091,     30.0,   4.9870,  35.0720,2,    328.2,2,     4.20,2,     7.60,2,     0.13,2,     0.62,2,   -999.0,9,   -999.0,9,   4.9877
  58JH19940525,   75N,   319,  1,     71,      8,2,19940528, 70.8333,   3.1333, 3091,     50.0,   4.6600,  35.0720,2,    308.2,2,     5.00,2,    11.00,2,     0.28,2,     0.83,2,   -999.0,9,   -999.0,9,   4.6563
  58JH19940525,   75N,   319,  1,     72,      7,2,19940528, 70.8333,   3.1333, 3091,     75.0,   4.5530,  35.0690,2,   -999.0,9,     5.10,2,    11.40,2,     0.33,2,     0.88,2,   -999.0,9,   -999.0,9,   4.5445
  58JH19940525,   75N,   319,  1,     73,      6,2,19940528, 70.8333,   3.1333, 3091,    100.0,   4.5130,  35.0670,2,    302.7,2,     5.20,2,    11.80,2,     0.11,2,     0.89,2,   -999.0,9,   -999.0,9,   4.5026
  58JH19940525,   75N,   319,  1,     74,      5,2,19940528, 70.8333,   3.1333, 3091,    150.0,   4.4420,  35.0670,2,    301.4,2,     5.20,2,    12.50,2,     0.06,2,     0.91,2,   -999.0,9,   -999.0,9,   4.4290
  58JH19940525,   75N,   319,  1,     75,      4,2,19940528, 70.8333,   3.1333, 3091,    200.0,   4.4230,  35.0760,2,    301.4,2,     5.20,2,    12.40,2,     0.03,2,     0.90,2,   -999.0,9,   -999.0,9,   4.4052
  58JH19940525,   75N,   319,  1,     76,      3,2,19940528, 70.8333,   3.1333, 3091,    300.0,   4.3140,  35.0670,2,    303.6,2,     5.20,2,    12.20,2,     0.03,2,     0.90,2,   -999.0,9,   -999.0,9,   4.2879
  58JH19940525,   75N,   319,  1,     77,      2,2,19940528, 70.8333,   3.1333, 3091,    400.0,   4.2060,  35.0620,2,    305.9,2,     5.20,2,    12.30,2,     0.06,2,     0.90,2,   -999.0,9,   -999.0,9,   4.1805
  58JH19940525,   75N,   319,  1,     78,      1,2,19940528, 70.8333,   3.1333, 3091,    500.0,   4.1030,  35.0600,2,    303.2,2,     5.30,2,    12.40,2,     0.02,2,     0.92,2,   -999.0,9,   -999.0,9,   4.0632
  58JH19940525,   75N,   320,  1,     79,     12,2,19940528, 71.2500,   2.1667, 2652,      5.0,   4.7310,  35.0320,2,    335.0,2,     4.10,2,     6.80,2,     0.11,2,     0.57,2,   -999.0,9,   -999.0,9,   4.7296
  58JH19940525,   75N,   320,  1,     80,     11,2,19940528, 71.2500,   2.1667, 2652,     10.0,   4.7360,  35.0320,2,    333.2,2,     4.10,2,     7.00,2,     0.12,2,     0.58,2,   -999.0,9,   -999.0,9,   4.7392
  58JH19940525,   75N,   320,  1,     81,     10,2,19940528, 71.2500,   2.1667, 2652,     20.0,   4.6790,  35.0360,2,    330.0,2,     4.30,2,     7.40,2,     0.11,2,     0.61,2,   -999.0,9,   -999.0,9,   4.6785
  58JH19940525,   75N,   320,  1,     82,      9,2,19940528, 71.2500,   2.1667, 2652,     30.0,   4.6340,  35.0360,2,    327.3,2,     4.50,2,     7.80,2,     0.13,2,     0.63,2,   -999.0,9,   -999.0,9,   4.6278
  58JH19940525,   75N,   320,  1,     83,      8,2,19940528, 71.2500,   2.1667, 2652,     50.0,   4.4030,  35.0530,2,    296.8,2,     5.20,2,    11.70,2,     0.25,2,     0.86,2,   -999.0,9,   -999.0,9,   4.3964
  58JH19940525,   75N,   320,  1,     84,      7,2,19940528, 71.2500,   2.1667, 2652,     75.0,   4.3770,  35.0510,2,    305.4,2,     5.20,2,    12.30,2,     0.15,2,     0.91,2,   -999.0,9,   -999.0,9,   4.3746
  58JH19940525,   75N,   320,  1,     85,      6,2,19940528, 71.2500,   2.1667, 2652,    100.0,   4.3070,  35.0480,2,    305.4,2,     5.20,2,    12.20,2,     0.14,2,     0.89,2,   -999.0,9,   -999.0,9,   4.3028
  58JH19940525,   75N,   320,  1,     86,      5,2,19940528, 71.2500,   2.1667, 2652,    150.0,   4.2530,  35.0580,2,    304.1,2,     5.20,2,    12.30,2,     0.09,2,     0.91,2,   -999.0,9,   -999.0,9,   4.2392
  58JH19940525,   75N,   320,  1,     87,      4,2,19940528, 71.2500,   2.1667, 2652,    200.0,   4.2030,  35.0600,2,    305.0,2,     5.30,2,    12.50,2,     0.06,2,     0.89,2,   -999.0,9,   -999.0,9,   4.1856
  58JH19940525,   75N,   320,  1,     88,      3,2,19940528, 71.2500,   2.1667, 2652,    300.0,   4.1600,  35.0600,2,    304.6,2,     5.30,2,    12.60,2,     0.04,2,     0.91,2,   -999.0,9,   -999.0,9,   4.1382
  58JH19940525,   75N,   320,  1,     89,      2,2,19940528, 71.2500,   2.1667, 2652,    400.0,   3.9670,  35.0480,2,    303.2,2,     5.30,2,    13.00,2,     0.02,2,     0.90,2,   -999.0,9,   -999.0,9,   3.9413
  58JH19940525,   75N,   320,  1,     90,      1,2,19940528, 71.2500,   2.1667, 2652,    500.0,   3.5950,  35.0250,2,   -999.0,9,     5.40,2,    12.80,2,     0.02,2,     0.92,2,   -999.0,9,   -999.0,9,   3.5652
  58JH19940525,   75N,   321,  1,     91,     12,2,19940529, 71.6667,   1.1833, 2255,      5.0,   4.7760,  35.0600,2,    338.6,2,     3.90,2,     6.50,2,     0.10,2,     0.57,2,   -999.0,9,   -999.0,9,   4.7796
  58JH19940525,   75N,   321,  1,     92,     11,2,19940529, 71.6667,   1.1833, 2255,     10.0,   4.7760,  35.0580,2,    338.2,2,     4.00,2,     6.40,2,     0.10,2,     0.56,2,   -999.0,9,   -999.0,9,   4.7792
  58JH19940525,   75N,   321,  1,     93,     10,2,19940529, 71.6667,   1.1833, 2255,     20.0,   4.7080,  35.0720,2,   -999.0,9,     4.00,2,     6.70,2,     0.10,2,     0.57,2,   -999.0,9,   -999.0,9,   4.7085
  58JH19940525,   75N,   321,  1,     94,      9,2,19940529, 71.6667,   1.1833, 2255,     30.0,   4.5540,  35.0480,2,    328.2,2,     4.40,2,     8.30,2,     0.11,2,     0.66,2,   -999.0,9,   -999.0,9,   4.5478
  58JH19940525,   75N,   321,  1,     95,      8,2,19940529, 71.6667,   1.1833, 2255,     50.0,   4.4360,  35.0420,2,    321.4,2,     4.80,2,     9.40,2,     0.11,2,     0.74,2,   -999.0,9,   -999.0,9,   4.4364
  58JH19940525,   75N,   321,  1,     96,      7,2,19940529, 71.6667,   1.1833, 2255,     75.0,   4.3110,  35.5300,2,    309.6,2,     5.20,2,    11.30,2,     0.17,2,     0.84,2,   -999.0,9,   -999.0,9,   4.3046
  58JH19940525,   75N,   321,  1,     97,      6,2,19940529, 71.6667,   1.1833, 2255,    100.0,   4.1580,  35.0670,2,    305.9,2,     5.20,2,    12.20,2,     0.13,2,     0.91,2,   -999.0,9,   -999.0,9,   4.1529
  58JH19940525,   75N,   321,  1,     98,      5,2,19940529, 71.6667,   1.1833, 2255,    150.0,   4.1130,  35.0580,2,    305.0,2,     5.30,2,    12.50,2,     0.11,2,     0.91,2,   -999.0,9,   -999.0,9,   4.0994
  58JH19940525,   75N,   321,  1,     99,      4,2,19940529, 71.6667,   1.1833, 2255,    200.0,   4.0500,  35.0580,2,   -999.0,9,     5.30,2,    12.20,2,     0.05,2,     0.91,2,   -999.0,9,   -999.0,9,   4.0358
  58JH19940525,   75N,   321,  1,      0,      3,2,19940529, 71.6667,   1.1833, 2255,    300.0,   3.8840,  35.0480,2,    305.4,2,     5.40,2,    12.70,2,     0.02,2,     0.92,2,   -999.0,9,   -999.0,9,   3.8589
  58JH19940525,   75N,   321,  1,      1,      2,2,19940529, 71.6667,   1.1833, 2255,    400.0,   3.4490,  35.0510,2,    305.9,2,     5.50,2,    13.00,2,     0.02,2,     0.92,2,   -999.0,9,   -999.0,9,   3.4229
  58JH19940525,   75N,   321,  1,      2,      1,2,19940529, 71.6667,   1.1833, 2255,    500.0,   2.5190,  34.9590,2,    305.9,2,     5.80,2,    13.50,2,     0.01,2,     0.98,2,   -999.0,9,   -999.0,9,   2.4896
  58JH19940525,   75N,   322,  1,      3,     12,2,19940529, 72.0833,   0.1667, 2656,      5.0,   1.8680,  34.8690,2,    391.8,2,     4.00,2,     2.60,2,     0.10,2,     0.56,2,   2080.7,2,   2300.0,2,   1.8697
  58JH19940525,   75N,   322,  1,      4,     11,2,19940529, 72.0833,   0.1667, 2656,     10.0,   1.8690,  34.8700,2,    389.6,2,     4.00,2,     2.70,2,     0.07,2,     0.54,2,   2081.8,2,   2312.0,2,   1.8695
  58JH19940525,   75N,   322,  1,      5,     10,2,19940529, 72.0833,   0.1667, 2656,     20.0,   1.8440,  34.8960,2,    384.6,2,     4.10,2,     3.30,2,     0.10,2,     0.63,2,   2088.5,2,   2299.0,2,   1.8390
  58JH19940525,   75N,   322,  1,      6,      9,2,19940529, 72.0833,   0.1667, 2656,     30.0,   1.5030,  34.8430,2,    366.4,2,     4.40,2,     5.90,2,     0.06,2,     0.65,2,   2104.9,2,   2294.0,2,   1.4986
  58JH19940525,   75N,   322,  1,      7,      8,2,19940529, 72.0833,   0.1667, 2656,     50.0,   0.8810,  34.8440,2,    369.1,2,     4.40,2,     6.40,2,     0.05,2,     0.72,2,   2108.5,2,   2289.0,2,   0.8778
  58JH19940525,   75N,   322,  1,      8,      7,2,19940529, 72.0833,   0.1667, 2656,     75.0,   0.7080,  34.8470,2,    364.6,2,     4.30,2,     6.10,2,     0.05,2,     0.66,2,   2111.5,2,   2288.0,2,   0.7068
  58JH19940525,   75N,   322,  1,      9,      6,2,19940529, 72.0833,   0.1667, 2656,    100.0,   0.2670,  34.8470,2,    354.1,2,     4.90,2,     8.90,2,     0.05,2,     0.79,2,   2131.3,2,   2292.0,2,   0.2661
  58JH19940525,   75N,   322,  1,     10,      5,2,19940529, 72.0833,   0.1667, 2656,    150.0,  -0.2990,  34.8220,2,    345.4,2,     5.30,2,    11.00,2,     0.06,2,     0.89,2,   2141.8,2,   2310.0,2,  -0.3051
  58JH19940525,   75N,   322,  1,     11,      4,2,19940529, 72.0833,   0.1667, 2656,    200.0,  -0.3880,  34.8280,2,    342.3,2,     5.60,2,    11.70,2,     0.07,2,     1.03,2,   2135.9,2,   2286.0,2,  -0.3968
  58JH19940525,   75N,   322,  1,     12,      3,2,19940529, 72.0833,   0.1667, 2656,    300.0,  -0.4230,  34.8350,2,    332.7,2,     5.80,2,    12.70,2,     0.02,2,     0.94,2,   2146.7,2,   2325.0,3,  -0.4304
  58JH19940525,   75N,   322,  1,     13,      2,2,19940529, 72.0833,   0.1667, 2656,    400.0,  -0.3000,  34.8540,2,    324.6,2,     6.20,2,    13.20,2,     0.01,2,     0.97,2,   2143.2,2,   2292.0,2,  -0.3147
  58JH19940525,   75N,   322,  1,     14,      1,2,19940529, 72.0833,   0.1667, 2656,    498.0,  -0.3080,  34.8550,2,    318.6,2,     6.90,2,    13.60,2,     0.02,2,     1.06,2,   2145.3,2,   2366.0,3,  -0.3187
  58JH19940525,   75N,   323,  1,     16,     12,2,19940529, 72.5000,  -0.8830, 2720,      5.0,   0.6750,  34.8190,2,    365.0,2,     3.10,2,     8.60,2,     0.06,2,     0.66,2,   -999.0,9,   -999.0,9,   0.6798
  58JH19940525,   75N,   323,  1,     17,     11,2,19940529, 72.5000,  -0.8830, 2720,     10.0,   0.6620,  34.8150,2,   -999.0,9,     3.20,2,     8.60,2,     0.05,2,     0.65,2,   -999.0,9,   -999.0,9,   0.6596
  58JH19940525,   75N,   323,  1,     18,     10,2,19940529, 72.5000,  -0.8830, 2720,     20.0,   0.6530,  34.8170,2,    366.4,2,     3.20,2,     8.50,2,     0.05,2,     0.66,2,   -999.0,9,   -999.0,9,   0.6492
  58JH19940525,   75N,   323,  1,     19,      9,2,19940529, 72.5000,  -0.8830, 2720,     30.0,   0.4990,  34.8060,2,    362.7,2,     3.80,2,     9.00,2,     0.05,2,     0.69,2,   -999.0,9,   -999.0,9,   0.4988
  58JH19940525,   75N,   323,  1,     20,      8,2,19940529, 72.5000,  -0.8830, 2720,     50.0,   0.3430,  34.8150,2,    355.4,2,     4.60,2,     9.80,2,     0.05,2,     0.76,2,   -999.0,9,   -999.0,9,   0.3381
  58JH19940525,   75N,   323,  1,     21,      7,2,19940529, 72.5000,  -0.8830, 2720,     75.0,  -0.1240,  34.8210,2,    344.1,2,     5.50,2,    11.60,2,     0.04,2,     0.90,2,   -999.0,9,   -999.0,9,  -0.1226
  58JH19940525,   75N,   323,  1,     22,      5,2,19940529, 72.5000,  -0.8830, 2720,    150.0,  -0.2850,  34.8220,2,    338.6,2,     5.70,2,    12.20,2,     0.04,2,     0.92,2,   -999.0,9,   -999.0,9,  -0.2852
  58JH19940525,   75N,   323,  1,     23,      4,2,19940529, 72.5000,  -0.8830, 2720,    200.0,  -0.4440,  34.8310,2,    342.7,2,     5.70,2,    12.30,2,     0.04,2,     0.92,2,   -999.0,9,   -999.0,9,  -0.4467
  58JH19940525,   75N,   323,  1,     24,      3,2,19940529, 72.5000,  -0.8830, 2720,    300.0,  -0.4150,  34.8450,2,    330.0,2,     6.20,2,    12.80,2,     0.02,2,     0.94,2,   -999.0,9,   -999.0,9,  -0.4304
  58JH19940525,   75N,   323,  1,     25,      2,2,19940529, 72.5000,  -0.8830, 2720,    400.0,  -0.4510,  34.8520,2,    329.6,2,     6.40,2,    12.90,2,     0.01,2,     0.96,2,   -999.0,9,   -999.0,9,  -0.4642
  58JH19940525,   75N,   323,  1,     26,      1,2,19940529, 72.5000,  -0.8830, 2720,    500.0,  -0.3210,  34.8560,2,    315.4,2,     6.60,2,    13.20,2,     0.01,2,     0.97,2,   -999.0,9,   -999.0,9,  -0.3387
  58JH19940525,   75N,   324,  1,     27,     12,2,19940529, 72.9167,  -1.9500, 3066,      5.0,   0.6450,  34.8190,2,    320.0,2,     4.40,2,     9.00,2,     0.06,2,     0.75,2,   -999.0,9,   -999.0,9,   0.6398
  58JH19940525,   75N,   324,  1,     28,     11,2,19940529, 72.9167,  -1.9500, 3066,     10.0,   0.5920,  34.8170,2,    363.6,2,     4.30,2,     9.00,2,     0.05,2,     0.73,2,   -999.0,9,   -999.0,9,   0.5896
  58JH19940525,   75N,   324,  1,     29,     10,2,19940529, 72.9167,  -1.9500, 3066,     20.0,   0.4990,  34.8300,2,    364.1,2,     4.30,2,     9.00,2,     0.05,2,     0.73,2,   -999.0,9,   -999.0,9,   0.4992
  58JH19940525,   75N,   324,  1,     30,      9,2,19940529, 72.9167,  -1.9500, 3066,     30.0,   0.2210,  34.8260,2,    363.2,2,     4.40,2,     9.60,2,     0.04,2,     0.77,2,   -999.0,9,   -999.0,9,   0.2189
  58JH19940525,   75N,   324,  1,     31,      8,2,19940529, 72.9167,  -1.9500, 3066,     50.0,  -0.0390,  34.7910,2,    352.3,2,     4.70,2,    10.30,2,     0.04,2,     0.85,2,   -999.0,9,   -999.0,9,  -0.0418
  58JH19940525,   75N,   324,  1,     32,      7,2,19940529, 72.9167,  -1.9500, 3066,     75.0,  -0.3490,  34.8300,2,    346.4,2,     5.50,2,    11.30,2,     0.03,2,     0.89,2,   -999.0,9,   -999.0,9,  -0.3525
  58JH19940525,   75N,   324,  1,     33,      6,2,19940529, 72.9167,  -1.9500, 3066,    100.0,  -0.3650,  34.8350,2,    342.7,2,     5.70,2,    11.80,2,     0.04,2,     0.91,2,   -999.0,9,   -999.0,9,  -0.3633
  58JH19940525,   75N,   324,  1,     34,      5,2,19940529, 72.9167,  -1.9500, 3066,    150.0,  -0.4150,  34.8300,2,    342.3,2,     5.70,2,    11.90,2,     0.04,2,     0.91,2,   -999.0,9,   -999.0,9,  -0.4250
  58JH19940525,   75N,   324,  1,     35,      4,2,19940529, 72.9167,  -1.9500, 3066,    200.0,  -0.5400,  34.8260,2,    344.1,2,     5.60,2,    11.80,2,     0.04,2,     0.90,2,   -999.0,9,   -999.0,9,  -0.5465
  58JH19940525,   75N,   324,  1,     36,      3,2,19940529, 72.9167,  -1.9500, 3066,    300.0,  -0.4330,  34.8100,2,    277.3,3,     5.90,2,    12.30,2,     0.03,2,     0.92,2,   -999.0,9,   -999.0,9,  -0.4404
  58JH19940525,   75N,   324,  1,     37,      2,2,19940529, 72.9167,  -1.9500, 3066,    400.0,  -0.4730,  34.8480,2,    329.6,2,     6.20,2,    12.60,2,     0.02,2,     0.97,2,   -999.0,9,   -999.0,9,  -0.4841
  58JH19940525,   75N,   324,  1,     38,      1,2,19940529, 72.9167,  -1.9500, 3066,    500.0,  -0.5680,  34.8500,2,    326.8,2,     6.40,2,    12.40,2,     0.01,2,     0.98,2,   -999.0,9,   -999.0,9,  -0.5877
  58JH19940525,   75N,   325,  1,     39,     12,2,19940529, 73.3333,  -3.0170, 3133,      5.0,   0.3200,  34.8030,2,    391.8,2,     0.20,2,     5.40,2,     0.07,2,     0.45,2,   -999.0,9,   -999.0,9,   0.3198
  58JH19940525,   75N,   325,  1,     40,     11,2,19940529, 73.3333,  -3.0170, 3133,     10.0,   0.3220,  34.8060,2,    393.2,2,     0.20,2,     5.30,2,     0.06,2,     0.46,2,   -999.0,9,   -999.0,9,   0.3196
  58JH19940525,   75N,   325,  1,     41,     10,2,19940529, 73.3333,  -3.0170, 3133,     20.0,   0.2770,  34.8030,2,    308.6,2,     0.20,2,     5.40,2,     0.06,2,     0.46,2,   -999.0,9,   -999.0,9,   0.2792
  58JH19940525,   75N,   325,  1,     42,      9,2,19940529, 73.3333,  -3.0170, 3133,     30.0,   0.1980,  34.8100,2,    385.0,2,     0.10,2,     6.20,2,     0.06,2,     0.55,2,   -999.0,9,   -999.0,9,   0.1989
  58JH19940525,   75N,   325,  1,     43,      8,2,19940529, 73.3333,  -3.0170, 3133,     50.0,  -0.0260,  34.8110,2,    365.0,2,     1.60,2,     8.60,2,     0.04,2,     0.70,2,   -999.0,9,   -999.0,9,  -0.0318
  58JH19940525,   75N,   325,  1,     44,      7,2,19940529, 73.3333,  -3.0170, 3133,     75.0,  -0.0950,  34.8170,2,    365.0,2,     1.40,2,     8.60,2,     0.04,2,     0.69,2,   -999.0,9,   -999.0,9,  -0.1026
  58JH19940525,   75N,   325,  1,     45,      6,2,19940529, 73.3333,  -3.0170, 3133,    100.0,  -0.3590,  34.8220,2,    343.6,2,     5.70,2,    11.70,2,     0.03,2,     0.92,2,   -999.0,9,   -999.0,9,  -0.3633
  58JH19940525,   75N,   325,  1,     46,      5,2,19940529, 73.3333,  -3.0170, 3133,    150.0,  -0.2910,  34.8350,2,    337.3,2,     5.80,2,    12.20,2,     0.04,2,     0.92,2,   -999.0,9,   -999.0,9,  -0.2952
  58JH19940525,   75N,   325,  1,     47,      4,2,19940529, 73.3333,  -3.0170, 3133,    200.0,  -0.3300,  34.8300,2,    335.4,2,     5.40,2,    11.80,2,     0.03,2,     0.89,2,   -999.0,9,   -999.0,9,  -0.3369
  58JH19940525,   75N,   325,  1,     48,      3,2,19940529, 73.3333,  -3.0170, 3133,    300.0,  -0.4520,  34.8500,2,    324.1,2,     6.30,2,    12.80,2,     0.01,2,     0.97,2,   -999.0,9,   -999.0,9,  -0.4603
  58JH19940525,   75N,   325,  1,     49,      1,2,19940529, 73.3333,  -3.0170, 3133,    500.0,  -0.6480,  34.8520,2,    323.6,2,     6.60,2,    13.00,2,     0.01,2,     0.98,2,   -999.0,9,   -999.0,9,  -0.6673
  58JH19940525,   75N,   326,  1,     50,     12,2,19940530, 73.7500,  -4.1170, 3665,      5.0,   0.1500,  34.8090,2,   -999.0,9,     0.40,2,     7.00,2,     0.05,2,     0.53,2,   -999.0,9,   -999.0,9,   0.1498
  58JH19940525,   75N,   326,  1,     51,     11,2,19940530, 73.7500,  -4.1170, 3665,     10.0,   0.1490,  34.8090,2,    380.9,2,     0.40,2,     6.90,2,     0.05,2,     0.56,2,   -999.0,9,   -999.0,9,   0.1496
  58JH19940525,   75N,   326,  1,     52,     10,2,19940530, 73.7500,  -4.1170, 3665,     20.0,   0.1330,  34.8010,2,    379.1,2,     0.60,2,     7.40,2,     0.06,2,     0.59,2,   -999.0,9,   -999.0,9,   0.1293
  58JH19940525,   75N,   326,  1,     53,      9,2,19940530, 73.7500,  -4.1170, 3665,     30.0,   0.1150,  34.8030,2,    375.9,2,     0.80,2,     7.40,2,     0.05,2,     0.62,2,   -999.0,9,   -999.0,9,   0.1189
  58JH19940525,   75N,   326,  1,     54,      8,2,19940530, 73.7500,  -4.1170, 3665,     50.0,  -0.1960,  34.7800,2,    359.1,2,     2.40,2,     9.30,2,     0.04,2,     0.73,2,   -999.0,9,   -999.0,9,  -0.2017
  58JH19940525,   75N,   326,  1,     55,      7,2,19940530, 73.7500,  -4.1170, 3665,     75.0,  -0.5130,  34.8170,2,    349.1,2,     4.70,2,    11.40,2,     0.03,2,     0.87,2,   -999.0,9,   -999.0,9,  -0.5124
  58JH19940525,   75N,   326,  1,     56,      6,2,19940530, 73.7500,  -4.1170, 3665,    100.0,  -0.4430,  34.8350,2,    337.3,2,     5.90,2,    12.30,2,     0.03,2,     0.91,2,   -999.0,9,   -999.0,9,  -0.4433
  58JH19940525,   75N,   326,  1,     57,      5,2,19940530, 73.7500,  -4.1170, 3665,    150.0,  -0.4620,  34.8400,2,    333.6,2,     6.00,2,    12.30,2,     0.03,2,     0.98,2,   -999.0,9,   -999.0,9,  -0.4649
