BOTTLE,20140508CCHSIOGR
#CTDPRS units changed from 'DBARS' to 'DBAR'
#Changed chief scientists
#BOTTLE,20081204PRINUNIVRMKPRINUNIVRMK
# 9/17/07 Initialized README file  
# Data from CCHDO 7/27/07 
# Ship: Polar Star 
# Cruise: 32PZAWS02I 
# Cruise dates: 7/15-8/13/2002 
# EXPOCODE: 32PZ20020715 
# Region: Dutch Harbor to Barrow AK; 4 short sections north of Alaska  
# Chief Scientist: Thomas J. Weingartner and Robert S. Pickart
# 63 stations with 24 place Rosette 
# Hydro: Who - J. Swift; Status - final 
# 	Notes:Seabird 911 CTD	 
# Nuts: Who - J. Swift; Status - final 
# 	Notes:No oxygen data 
# References: 
# Swift, J. and L. Codispoti, AWS02-I (Polar Star) Data Documentation 
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,
  32PZ20020715,Arctic,    30,  1,    101,      1,2,20020729, 71.6137,-151.7938, 1164,   1119.9,   0.0316,  34.8823,2,  34.8752,2,     8.07,2,    11.74,2,     0.02,2,     0.93,2
  32PZ20020715,Arctic,    31,  1,    120,     20,2,20020729, 71.5675,-151.8870,  878,      2.4,   1.1471,  25.9375,2,-999.0000,5,     8.19,2,     0.00,2,     0.00,2,     0.51,2
  32PZ20020715,Arctic,    31,  1,    119,     19,2,20020729, 71.5675,-151.8870,  878,     25.4,  -0.1920,  30.1954,2,-999.0000,5,    12.49,2,     0.50,2,     0.03,2,     0.79,2
  32PZ20020715,Arctic,    31,  1,    118,     18,2,20020729, 71.5675,-151.8870,  878,     50.1,  -1.2383,  31.3667,2,-999.0000,5,    17.04,2,     1.69,2,     0.08,2,     1.05,2
  32PZ20020715,Arctic,    31,  1,    117,     17,2,20020729, 71.5675,-151.8870,  878,     75.0,  -1.4602,  31.9653,2,-999.0000,5,    22.57,2,     4.04,2,     0.11,2,     1.29,2
  32PZ20020715,Arctic,    31,  1,    116,     16,2,20020729, 71.5675,-151.8870,  878,    100.4,  -1.6049,  32.3416,2,-999.0000,5,    30.64,2,     7.18,2,     0.14,2,     1.59,2
  32PZ20020715,Arctic,    31,  1,    115,     15,2,20020729, 71.5675,-151.8870,  878,    125.0,  -1.6232,  32.4511,2,-999.0000,5,    33.26,2,     8.54,2,     0.15,2,     1.69,2
  32PZ20020715,Arctic,    31,  1,    114,     14,2,20020729, 71.5675,-151.8870,  878,    150.4,  -1.6454,  32.7451,2,  32.7443,2,    36.31,2,    11.28,2,     0.13,2,     1.83,2
  32PZ20020715,Arctic,    31,  1,    113,     13,2,20020729, 71.5675,-151.8870,  878,    200.7,  -0.8462,  34.0189,2,  34.0211,2,    30.92,2,    13.63,2,     0.16,2,     1.63,2
  32PZ20020715,Arctic,    31,  1,    112,     12,2,20020729, 71.5675,-151.8870,  878,    242.1,   0.4017,  34.7488,2,  34.7470,2,    11.14,2,    12.97,2,     0.08,2,     1.02,2
  32PZ20020715,Arctic,    31,  1,    109,      9,2,20020729, 71.5675,-151.8870,  878,    275.3,   0.4937,  34.7895,2,  34.7852,2,    10.28,2,    12.87,2,     0.09,2,     1.00,2
  32PZ20020715,Arctic,    31,  1,    110,     10,2,20020729, 71.5675,-151.8870,  878,    275.5,   0.4794,  34.7877,2,  34.7834,2,    10.28,2,    12.84,2,     0.09,2,     0.99,2
  32PZ20020715,Arctic,    31,  1,    111,     11,2,20020729, 71.5675,-151.8870,  878,    276.1,   0.4985,  34.7919,2,  34.7865,2,    10.28,2,    12.75,2,     0.09,2,     0.99,2
  32PZ20020715,Arctic,    31,  1,    108,      8,2,20020729, 71.5675,-151.8870,  878,    300.5,   0.5860,  34.8160,2,  34.8137,2,     8.23,2,    12.54,2,     0.02,2,     0.91,2
  32PZ20020715,Arctic,    31,  1,    107,      7,2,20020729, 71.5675,-151.8870,  878,    350.8,   0.5429,  34.8238,2,  34.8241,2,     8.55,2,    12.62,2,     0.04,2,     0.93,2
  32PZ20020715,Arctic,    31,  1,    106,      6,2,20020729, 71.5675,-151.8870,  878,    395.3,   0.5213,  34.8362,2,  34.8337,2,     8.12,2,    12.52,2,     0.05,2,     0.92,2
  32PZ20020715,Arctic,    31,  1,    105,      5,2,20020729, 71.5675,-151.8870,  878,    450.8,   0.5024,  34.8453,2,  34.8426,2,     7.68,2,    12.44,2,     0.03,2,     0.90,2
  32PZ20020715,Arctic,    31,  1,    104,      4,2,20020729, 71.5675,-151.8870,  878,    500.4,   0.4482,  34.8495,2,  34.8468,2,     7.90,2,    12.40,2,     0.05,2,     0.92,2
  32PZ20020715,Arctic,    31,  1,    103,      3,2,20020729, 71.5675,-151.8870,  878,    595.6,   0.4128,  34.8541,2,  34.8523,2,     7.79,2,    12.38,2,     0.04,2,     0.91,2
  32PZ20020715,Arctic,    31,  1,    102,      2,2,20020729, 71.5675,-151.8870,  878,    749.8,   0.3359,  34.8620,2,  34.8605,2,     7.68,2,    12.30,2,     0.03,2,     0.92,2
  32PZ20020715,Arctic,    31,  1,    101,      1,2,20020729, 71.5675,-151.8870,  878,    846.4,   0.2486,  34.8677,2,  34.8658,2,     7.79,2,    12.27,2,     0.03,2,     0.92,2
  32PZ20020715,Arctic,    32,  1,    117,     17,2,20020730, 71.5265,-151.9475,  593,      2.6,   1.4235,  25.9154,2,  27.6014,2,     8.46,2,     0.00,2,     0.00,2,     0.51,2
  32PZ20020715,Arctic,    32,  1,    116,     16,2,20020730, 71.5265,-151.9475,  593,     24.1,   0.0893,  29.6501,2,  30.6404,2,    12.62,2,     0.29,2,     0.03,2,     0.78,2
  32PZ20020715,Arctic,    32,  1,    115,     15,2,20020730, 71.5265,-151.9475,  593,     49.9,  -0.8214,  31.3043,2,  31.5435,2,    18.35,2,     1.64,2,     0.07,2,     1.07,2
  32PZ20020715,Arctic,    32,  1,    114,     14,2,20020730, 71.5265,-151.9475,  593,     75.1,  -1.4432,  31.8889,2,  31.9183,2,    22.77,2,     3.33,2,     0.11,2,     1.25,2
  32PZ20020715,Arctic,    32,  1,    113,     13,2,20020730, 71.5265,-151.9475,  593,    100.0,  -1.4629,  32.0704,2,  32.0763,2,    25.43,2,     4.38,2,     0.12,2,     1.36,2
  32PZ20020715,Arctic,    32,  1,    112,     12,2,20020730, 71.5265,-151.9475,  593,    125.0,  -1.4954,  32.2277,2,  32.2499,2,    28.20,2,     7.04,2,     0.13,2,     1.57,2
  32PZ20020715,Arctic,    32,  1,    111,     11,2,20020730, 71.5265,-151.9475,  593,    149.8,  -1.6519,  32.6768,2,  32.6881,2,    37.31,2,    11.03,2,     0.15,2,     1.83,2
  32PZ20020715,Arctic,    32,  1,    110,     10,2,20020730, 71.5265,-151.9475,  593,    174.8,  -1.6945,  33.0650,2,  33.0839,2,    42.99,2,    13.13,2,     0.13,2,     2.02,2
  32PZ20020715,Arctic,    32,  1,    109,      9,2,20020730, 71.5265,-151.9475,  593,    202.1,  -0.3480,  34.4154,2,  34.4190,2,    22.52,2,    13.17,2,     0.16,2,     1.37,2
  32PZ20020715,Arctic,    32,  1,    108,      8,2,20020730, 71.5265,-151.9475,  593,    224.6,   0.2308,  34.6695,2,  34.6694,2,    15.03,2,    12.73,2,     0.13,2,     1.13,2
  32PZ20020715,Arctic,    32,  1,    107,      7,2,20020730, 71.5265,-151.9475,  593,    249.2,   0.4642,  34.7709,2,  34.7713,2,    10.97,2,    12.50,2,     0.09,2,     1.01,2
  32PZ20020715,Arctic,    32,  1,    106,      6,2,20020730, 71.5265,-151.9475,  593,    274.9,   0.4819,  34.7829,2,  34.7823,2,    10.54,2,    12.44,2,     0.10,2,     0.99,2
  32PZ20020715,Arctic,    32,  1,    105,      5,2,20020730, 71.5265,-151.9475,  593,    300.2,   0.5171,  34.8009,2,  34.8000,2,     9.88,2,    12.32,2,     0.08,2,     0.97,2
  32PZ20020715,Arctic,    32,  1,    104,      4,2,20020730, 71.5265,-151.9475,  593,    349.5,   0.5378,  34.8170,2,  34.8163,2,     9.12,2,    12.28,2,     0.07,2,     0.95,2
  32PZ20020715,Arctic,    32,  1,    103,      3,2,20020730, 71.5265,-151.9475,  593,    399.3,   0.5341,  34.8238,2,  34.8240,2,     9.01,2,    12.21,2,     0.07,2,     0.95,2
  32PZ20020715,Arctic,    32,  1,    102,      2,2,20020730, 71.5265,-151.9475,  593,    500.8,   0.5397,  34.8274,2,  34.8288,2,     9.34,2,    12.21,2,     0.08,2,     0.99,2
  32PZ20020715,Arctic,    32,  1,    101,      1,2,20020730, 71.5265,-151.9475,  593,    584.5,   0.5400,  34.8286,2,  34.8289,2,     9.25,2,    12.21,2,     0.08,2,     0.98,2
  32PZ20020715,Arctic,    33,  1,    112,     12,2,20020730, 71.4858,-151.9863,  290,      2.1,   0.3478,  26.0841,2,  27.7529,2,     8.41,2,     0.00,2,     0.00,2,     0.52,2
  32PZ20020715,Arctic,    33,  1,    111,     11,2,20020730, 71.4858,-151.9863,  290,     23.1,  -0.8141,  29.8316,2,  30.5593,2,    12.90,2,     0.56,2,     0.05,2,     0.88,2
  32PZ20020715,Arctic,    33,  1,    110,     10,2,20020730, 71.4858,-151.9863,  290,     49.9,  -1.3418,  31.3970,2,  31.5391,2,    17.19,2,     1.95,2,     0.10,2,     1.13,2
  32PZ20020715,Arctic,    33,  1,    109,      9,2,20020730, 71.4858,-151.9863,  290,     75.1,  -1.4041,  31.8804,2,  31.9528,2,    22.39,2,     3.95,2,     0.13,2,     1.37,2
  32PZ20020715,Arctic,    33,  1,    108,      8,2,20020730, 71.4858,-151.9863,  290,    100.3,  -1.5285,  32.0901,2,  32.1751,2,    26.27,2,     5.92,2,     0.13,2,     1.51,2
  32PZ20020715,Arctic,    33,  1,    107,      7,2,20020730, 71.4858,-151.9863,  290,    125.1,  -1.6156,  32.5399,2,  32.5876,2,    34.26,2,    10.09,2,     0.12,2,     1.77,2
  32PZ20020715,Arctic,    33,  1,    106,      6,2,20020730, 71.4858,-151.9863,  290,    150.8,  -1.6094,  32.8715,2,  32.8959,2,    35.60,2,    12.10,2,     0.10,2,     1.84,2
  32PZ20020715,Arctic,    33,  1,    105,      5,2,20020730, 71.4858,-151.9863,  290,    177.1,  -1.5957,  33.1483,2,  33.1795,2,    38.83,2,    13.01,2,     0.11,2,     1.90,2
  32PZ20020715,Arctic,    33,  1,    104,      4,2,20020730, 71.4858,-151.9863,  290,    201.6,  -0.3562,  34.4651,2,  34.4445,2,    21.05,2,    13.14,2,     0.11,2,     1.31,2
  32PZ20020715,Arctic,    33,  1,    103,      3,2,20020730, 71.4858,-151.9863,  290,    224.5,   0.2028,  34.6675,2,  34.6675,2,    15.64,2,    12.62,2,     0.10,2,     1.16,2
  32PZ20020715,Arctic,    33,  1,    102,      2,2,20020730, 71.4858,-151.9863,  290,    250.4,   0.2973,  34.7014,2,  34.6993,2,    15.76,2,    12.55,2,     0.11,2,     1.20,2
  32PZ20020715,Arctic,    33,  1,    101,      1,2,20020730, 71.4858,-151.9863,  290,    279.5,   0.3421,  34.7188,2,  34.7156,2,    15.87,2,    12.48,2,     0.13,2,     1.23,2
  32PZ20020715,Arctic,    34,  1,    109,      9,2,20020730, 71.4432,-152.0268,  206,      1.4,  -1.4354,  28.7080,2,  28.7097,2,     7.31,2,     0.00,2,     0.00,2,     0.69,2
  32PZ20020715,Arctic,    34,  1,    108,      8,2,20020730, 71.4432,-152.0268,  206,     23.1,  -1.2283,  30.3437,2,  30.4842,2,    12.51,2,     0.37,2,     0.03,2,     0.84,2
  32PZ20020715,Arctic,    34,  1,    107,      7,2,20020730, 71.4432,-152.0268,  206,     49.5,  -1.2630,  31.4603,2,  31.6036,2,    16.95,2,     2.51,2,     0.12,2,     1.14,2
  32PZ20020715,Arctic,    34,  1,    106,      6,2,20020730, 71.4432,-152.0268,  206,     75.4,  -1.4829,  31.8916,2,  31.9380,2,    21.96,2,     3.98,2,     0.12,2,     1.32,2
  32PZ20020715,Arctic,    34,  1,    105,      5,2,20020730, 71.4432,-152.0268,  206,    100.8,  -1.5908,  32.3780,2,  32.4313,2,    32.47,2,     8.22,2,     0.14,2,     1.66,2
  32PZ20020715,Arctic,    34,  1,    104,      4,2,20020730, 71.4432,-152.0268,  206,    125.5,  -1.6310,  32.6936,2,  32.7234,2,    34.47,2,    11.33,2,     0.10,2,     1.82,2
  32PZ20020715,Arctic,    34,  1,    103,      3,2,20020730, 71.4432,-152.0268,  206,    150.6,  -1.6857,  33.0740,2,  33.1155,2,    42.44,2,    13.08,2,     0.13,2,     2.01,2
  32PZ20020715,Arctic,    34,  1,    102,      2,2,20020730, 71.4432,-152.0268,  206,    175.0,  -1.1507,  33.7988,2,  33.8123,2,    37.81,2,    13.67,2,     0.18,2,     1.85,2
  32PZ20020715,Arctic,    34,  1,    101,      1,2,20020730, 71.4432,-152.0268,  206,    198.5,  -0.8202,  34.1611,2,  34.1012,2,    31.08,2,    13.44,2,     0.16,2,     1.67,2
  32PZ20020715,Arctic,    35,  1,    108,      8,2,20020730, 71.3992,-152.0488,  162,      2.0,  -0.6688,  26.2403,2,  28.1397,2,     8.76,2,     0.00,2,     0.00,2,     0.62,2
  32PZ20020715,Arctic,    35,  1,    107,      7,2,20020730, 71.3992,-152.0488,  162,     13.5,  -1.3217,  28.9735,2,  29.6854,2,    10.30,2,     0.00,2,     0.00,2,     0.68,2
  32PZ20020715,Arctic,    35,  1,    106,      6,2,20020730, 71.3992,-152.0488,  162,     28.7,  -1.2348,  31.0340,2,  31.3011,2,    15.29,2,     0.69,2,     0.04,2,     0.98,2
  32PZ20020715,Arctic,    35,  1,    105,      5,2,20020730, 71.3992,-152.0488,  162,     49.3,  -1.4266,  31.7301,2,  31.9745,2,    23.64,2,     4.05,2,     0.11,2,     1.32,2
  32PZ20020715,Arctic,    35,  1,    104,      4,2,20020730, 71.3992,-152.0488,  162,     72.3,  -1.4739,  32.2551,2,  32.2859,2,    29.12,2,     6.39,2,     0.13,2,     1.55,2
  32PZ20020715,Arctic,    35,  1,    103,      3,2,20020730, 71.3992,-152.0488,  162,    100.2,  -1.5731,  32.4178,2,  32.4635,2,    33.15,2,     8.61,2,     0.15,2,     1.70,2
  32PZ20020715,Arctic,    35,  1,    102,      2,2,20020730, 71.3992,-152.0488,  162,    125.0,  -1.5755,  32.4739,2,  32.6934,2,    34.60,2,     9.95,2,     0.14,2,     1.76,2
  32PZ20020715,Arctic,    35,  1,    101,      1,2,20020730, 71.3992,-152.0488,  162,    155.3,  -1.3940,  33.5036,2,  33.4891,2,    40.53,2,    13.24,2,     0.17,2,     1.92,2
  32PZ20020715,Arctic,    36,  1,    105,      5,2,20020731, 71.3430,-152.1033,   75,      3.0,   0.6357,  26.2183,2,  26.9571,2,     7.77,2,     0.00,2,     0.00,2,     0.53,2
  32PZ20020715,Arctic,    36,  1,    104,      4,2,20020731, 71.3430,-152.1033,   75,     14.8,  -1.4529,  29.0038,2,  29.2121,2,     6.65,2,    -0.01,2,     0.01,2,     0.74,2
  32PZ20020715,Arctic,    36,  1,    103,      3,2,20020731, 71.3430,-152.1033,   75,     35.3,  -1.2649,  31.1233,2,  31.1419,2,    14.19,2,     0.61,2,     0.05,2,     0.92,2
  32PZ20020715,Arctic,    36,  1,    102,      2,2,20020731, 71.3430,-152.1033,   75,     54.7,  -1.4443,  31.8034,2,  31.7891,2,    20.99,2,     3.11,2,     0.11,2,     1.29,2
  32PZ20020715,Arctic,    36,  1,    101,      1,2,20020731, 71.3430,-152.1033,   75,     71.8,  -1.4567,  31.8799,2,  31.8644,2,    21.77,2,     4.00,2,     0.12,2,     1.31,2
  32PZ20020715,Arctic,    37,  1,    106,      6,2,20020731, 71.3047,-152.1340,   58,      4.5,   0.9575,  26.5369,2,  26.6154,2,     8.51,2,     0.00,2,     0.00,2,     0.55,2
  32PZ20020715,Arctic,    37,  1,    105,      5,2,20020731, 71.3047,-152.1340,   58,     12.9,  -1.0359,  28.1190,2,  29.6784,2,    10.26,2,    -0.01,2,     0.01,2,     0.67,2
  32PZ20020715,Arctic,    37,  1,    104,      4,2,20020731, 71.3047,-152.1340,   58,     21.2,  -0.4430,  30.0727,2,  30.5098,2,    12.04,2,     0.23,2,     0.03,2,     0.78,2
  32PZ20020715,Arctic,    37,  1,    103,      3,2,20020731, 71.3047,-152.1340,   58,     30.9,  -1.1680,  30.5798,2,  30.9432,2,    13.83,2,     0.52,2,     0.05,2,     0.90,2
  32PZ20020715,Arctic,    37,  1,    102,      2,2,20020731, 71.3047,-152.1340,   58,     45.4,  -1.2301,  31.3648,2,  31.3958,2,    16.50,2,     1.31,2,     0.08,2,     1.04,2
  32PZ20020715,Arctic,    37,  1,    101,      1,2,20020731, 71.3047,-152.1340,   58,     54.2,  -1.2282,  31.4381,2,  31.4260,2,    17.40,2,     1.51,2,     0.08,2,     1.06,2
  32PZ20020715,Arctic,    38,  1,    105,      5,2,20020731, 71.2643,-152.1772,   50,      2.7,   0.2041,  25.6508,2,  27.0637,2,     8.46,2,     0.00,2,     0.00,2,     0.54,2
  32PZ20020715,Arctic,    38,  1,    104,      4,2,20020731, 71.2643,-152.1772,   50,     12.2,   0.1832,  28.7437,2,  29.6593,2,     9.78,2,    -0.01,2,     0.01,2,     0.65,2
  32PZ20020715,Arctic,    38,  1,    103,      3,2,20020731, 71.2643,-152.1772,   50,     23.5,   0.2800,  30.0536,2,  30.5775,2,    12.68,2,     0.20,2,     0.04,2,     0.81,2
  32PZ20020715,Arctic,    38,  1,    102,      2,2,20020731, 71.2643,-152.1772,   50,     37.4,  -1.2189,  31.0258,2,  31.1413,2,    14.79,2,     0.56,2,     0.05,2,     0.93,2
  32PZ20020715,Arctic,    38,  1,    101,      1,2,20020731, 71.2643,-152.1772,   50,     46.2,  -1.0746,  31.2421,2,  31.2146,2,    15.36,2,     0.73,2,     0.05,2,     0.95,2
  32PZ20020715,Arctic,    39,  1,    105,      5,2,20020731, 71.2220,-152.2077,   43,      3.3,  -0.2680,  26.5142,2,  28.2763,2,     9.08,2,    -0.01,2,     0.01,2,     0.62,2
  32PZ20020715,Arctic,    39,  1,    104,      4,2,20020731, 71.2220,-152.2077,   43,     15.1,  -0.2797,  29.0706,2,  29.8763,2,     9.98,2,    -0.02,2,     0.02,2,     0.70,2
  32PZ20020715,Arctic,    39,  1,    103,      3,2,20020731, 71.2220,-152.2077,   43,     24.2,  -0.6107,  30.0850,2,  30.2403,2,    11.42,2,     0.04,2,     0.03,2,     0.82,2
  32PZ20020715,Arctic,    39,  1,    102,      2,2,20020731, 71.2220,-152.2077,   43,     32.7,  -0.7667,  30.2383,2,  30.5260,2,    12.54,2,     0.23,2,     0.04,2,     0.83,2
  32PZ20020715,Arctic,    39,  1,    101,      1,2,20020731, 71.2220,-152.2077,   43,     39.4,  -0.8168,  30.7754,2,  30.6190,2,    12.66,2,     0.22,2,     0.04,2,     0.84,2
  32PZ20020715,Arctic,    40,  1,    110,     10,2,20020801, 71.4972,-151.6307,  962,      4.8,  -0.4747,  28.0700,2,  29.7515,2,    10.48,2,     0.01,2,     0.01,2,     0.71,2
  32PZ20020715,Arctic,    40,  1,    109,      9,2,20020801, 71.4972,-151.6307,  962,     34.5,  -1.4165,  30.7446,2,  30.9314,2,    14.37,2,     0.91,2,     0.06,2,     0.96,2
  32PZ20020715,Arctic,    40,  1,    108,      8,2,20020801, 71.4972,-151.6307,  962,     69.7,  -1.4375,  31.7252,2,  31.7980,2,    19.73,2,     3.33,2,     0.12,2,     1.28,2
  32PZ20020715,Arctic,    40,  1,    107,      7,2,20020801, 71.4972,-151.6307,  962,    165.1,  -1.6778,  33.0275,2,  33.1193,2,    39.79,2,    12.92,2,     0.12,2,     1.92,2
  32PZ20020715,Arctic,    40,  1,    106,      6,2,20020801, 71.4972,-151.6307,  962,    300.6,   0.5677,  34.7893,2,  34.7911,2,     9.15,2,    12.35,2,     0.02,2,     0.94,2
  32PZ20020715,Arctic,    40,  1,    105,      5,2,20020801, 71.4972,-151.6307,  962,    400.9,   0.5456,  34.8249,2,  34.8260,2,     8.49,2,    12.34,2,     0.04,2,     0.93,2
  32PZ20020715,Arctic,    40,  1,    104,      4,2,20020801, 71.4972,-151.6307,  962,    600.7,   0.3883,  34.8568,2,  34.8570,2,     7.61,2,    12.25,2,     0.01,2,     0.90,2
  32PZ20020715,Arctic,    40,  1,    103,      3,2,20020801, 71.4972,-151.6307,  962,    721.4,   0.2894,  34.8648,2,  34.8651,2,     7.96,2,    12.24,2,     0.03,2,     0.92,2
  32PZ20020715,Arctic,    40,  1,    102,      2,2,20020801, 71.4972,-151.6307,  962,    860.5,   0.1741,  34.8721,2,  34.8723,2,     8.07,2,    12.29,2,     0.03,2,     0.93,2
  32PZ20020715,Arctic,    40,  1,    101,      1,2,20020801, 71.4972,-151.6307,  962,    930.8,   0.1314,  34.8751,2,  34.8745,2,     8.31,2,    12.23,2,     0.03,2,     0.93,2
  32PZ20020715,Arctic,    41,  1,    107,      7,2,20020801, 71.5108,-151.6302, 1128,      5.1,  -0.6698,  27.7496,2,  28.9951,2,     9.42,2,    -0.01,2,     0.01,2,     0.66,2
  32PZ20020715,Arctic,    41,  1,    106,      6,2,20020801, 71.5108,-151.6302, 1128,     49.1,  -1.4579,  31.4156,2,  31.4993,2,    17.20,2,     1.76,2,     0.09,2,     1.11,2
  32PZ20020715,Arctic,    41,  1,    105,      5,2,20020801, 71.5108,-151.6302, 1128,    149.0,  -1.6655,  32.8895,2,  33.0215,2,    37.02,2,    12.54,2,     0.11,2,     1.86,2
  32PZ20020715,Arctic,    41,  1,    104,      4,2,20020801, 71.5108,-151.6302, 1128,    365.4,   0.6053,  34.8223,2,  34.8226,2,     7.64,2,    12.24,2,     0.01,2,     0.89,2
  32PZ20020715,Arctic,    41,  1,    103,      3,2,20020801, 71.5108,-151.6302, 1128,    416.3,   0.5570,  34.8347,2,  34.8339,2,     7.97,2,    12.22,2,     0.03,2,     0.91,2
  32PZ20020715,Arctic,    41,  1,    102,      2,2,20020801, 71.5108,-151.6302, 1128,    929.8,   0.1727,  34.8724,2,  34.8719,2,     7.98,2,    12.23,2,     0.03,2,     0.93,2
  32PZ20020715,Arctic,    41,  1,    101,      1,2,20020801, 71.5108,-151.6302, 1128,   1101.9,  -0.1664,  34.8987,2,  34.8990,2,     9.10,2,    12.42,2,     0.01,2,     0.97,2
  32PZ20020715,Arctic,    42,  1,    105,      5,2,20020804, 70.9338,-159.3108,   36,      6.2,   2.9674,  29.0440,2,  30.1630,2,     7.69,2,     0.00,2,     0.00,2,     0.45,2
  32PZ20020715,Arctic,    42,  1,    104,      4,2,20020804, 70.9338,-159.3108,   36,     11.2,   2.2750,  30.5531,2,  30.5830,2,     7.80,2,     0.00,2,     0.00,2,     0.47,2
  32PZ20020715,Arctic,    42,  1,    103,      3,2,20020804, 70.9338,-159.3108,   36,     15.8,   1.8299,  30.6432,2,  30.6527,2,     8.03,2,     0.00,2,     0.00,2,     0.47,2
  32PZ20020715,Arctic,    42,  1,    102,      2,2,20020804, 70.9338,-159.3108,   36,     23.6,   1.6926,  30.6661,2,  30.6677,2,     8.14,2,     0.00,2,     0.00,2,     0.48,2
  32PZ20020715,Arctic,    42,  1,    101,      1,2,20020804, 70.9338,-159.3108,   36,     33.3,   1.4729,  30.7038,2,  30.6938,2,     8.25,2,    -0.01,2,     0.00,2,     0.49,2
  32PZ20020715,Arctic,    43,  1,    105,      5,2,20020804, 70.9610,-159.3722,   49,      6.1,  -0.2179,  30.4261,2,  30.3881,2,    10.33,2,     0.00,2,     0.00,2,     0.50,2
  32PZ20020715,Arctic,    43,  1,    104,      4,2,20020804, 70.9610,-159.3722,   49,     15.7,  -0.1382,  31.2711,2,  31.2722,2,     9.89,2,     0.00,2,     0.00,2,     0.54,2
  32PZ20020715,Arctic,    43,  1,    103,      3,2,20020804, 70.9610,-159.3722,   49,     25.8,  -0.2092,  31.2787,2,  31.2773,2,     9.78,2,     0.00,2,     0.00,2,     0.54,2
  32PZ20020715,Arctic,    43,  1,    102,      2,2,20020804, 70.9610,-159.3722,   49,     35.9,  -0.2299,  31.2843,2,  31.2829,2,     9.90,2,     0.00,2,     0.00,2,     0.54,2
  32PZ20020715,Arctic,    43,  1,    101,      1,2,20020804, 70.9610,-159.3722,   49,     45.3,  -0.2311,  31.2847,2,  31.2817,2,     9.90,2,     0.00,2,     0.00,2,     0.54,2
  32PZ20020715,Arctic,    44,  1,    106,      6,2,20020804, 70.9913,-159.4130,   57,      2.2,   0.4246,  26.7791,2,  27.0545,2,     8.45,2,     0.00,2,     0.00,2,     0.65,2
  32PZ20020715,Arctic,    44,  1,    105,      5,2,20020804, 70.9913,-159.4130,   57,      9.5,  -0.9084,  31.5444,2,  31.6628,2,    14.19,2,    -0.02,2,     0.03,2,     0.76,2
  32PZ20020715,Arctic,    44,  1,    104,      4,2,20020804, 70.9913,-159.4130,   57,     21.0,  -1.0949,  31.8135,2,  31.8240,2,    12.53,2,     0.24,2,     0.05,2,     0.85,2
  32PZ20020715,Arctic,    44,  1,    103,      3,2,20020804, 70.9913,-159.4130,   57,     30.8,  -1.1005,  31.8317,2,  31.8355,2,    11.98,2,     0.36,2,     0.05,2,     0.87,2
  32PZ20020715,Arctic,    44,  1,    102,      2,2,20020804, 70.9913,-159.4130,   57,     43.8,  -1.1048,  31.8505,2,  31.8521,2,    11.76,2,     0.34,2,     0.05,2,     0.88,2
  32PZ20020715,Arctic,    44,  1,    101,      1,2,20020804, 70.9913,-159.4130,   57,     53.2,  -1.1055,  31.8506,2,  31.8525,2,    11.76,2,     0.33,2,     0.05,2,     0.88,2
  32PZ20020715,Arctic,    45,  1,    106,      6,2,20020804, 71.0203,-159.4933,   73,      1.8,  -0.2128,  27.0491,2,  27.9113,2,     9.43,2,    -0.01,2,     0.01,2,     0.66,2
  32PZ20020715,Arctic,    45,  1,    105,      5,2,20020804, 71.0203,-159.4933,   73,     10.0,  -1.0942,  31.4065,2,  31.6303,2,    21.77,2,    -0.01,2,     0.01,2,     0.79,2
  32PZ20020715,Arctic,    45,  1,    104,      4,2,20020804, 71.0203,-159.4933,   73,     20.2,  -1.4961,  32.0770,2,  32.1595,2,    24.00,2,     0.14,2,     0.03,2,     0.97,2
  32PZ20020715,Arctic,    45,  1,    103,      3,2,20020804, 71.0203,-159.4933,   73,     34.4,  -1.6324,  32.5831,2,  32.5865,2,    31.73,2,     7.63,2,     0.14,2,     1.65,2
  32PZ20020715,Arctic,    45,  1,    102,      2,2,20020804, 71.0203,-159.4933,   73,     55.6,  -1.6371,  32.5968,2,  32.5940,2,    31.95,2,     7.90,2,     0.15,2,     1.66,2
  32PZ20020715,Arctic,    45,  1,    101,      1,2,20020804, 71.0203,-159.4933,   73,     68.4,  -1.6358,  32.5984,2,  32.5977,2,    31.95,2,     7.96,2,     0.15,2,     1.64,2
  32PZ20020715,Arctic,    46,  1,    106,      6,2,20020804, 71.0487,-159.5362,   78,      1.8,   0.3886,  26.3407,2,  26.6333,2,     5.98,2,     0.00,2,  -999.00,5,     0.68,2
  32PZ20020715,Arctic,    46,  1,    105,      5,2,20020804, 71.0487,-159.5362,   78,     10.1,  -0.8649,  30.0262,2,  30.7172,2,    12.40,2,     0.00,2,     0.00,2,     0.79,2
