BOTTLE,20060718WHPSIOdm
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20060718
#original HYD file: anas5hy.txt   Tue Jul 18 10:38:19 2006
#original SUM file: anas5su.txt   Tue Jul 18 08:58:56 2006
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,TRITER
,,,,,,,,,,,,DBAR,ITS-68,PSS-78,,DEC C,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,TU,,NMOL/KG,,PERCNT,,UMOL/KG,,UATM,,UMOL/KG,,TU
    316N198107, ANAS5,   141,  2,    201,      1,2,19810723,0650, 58.5717, -11.5450, 1761,     14.0,  12.2930,  35.3140,2, 12.2910,    269.0,2,     0.70,2,     4.20,2,     0.29,2,    4.840,6,   1.7200,2,    -1.85,2,   2068.6,2,    405.0,2,   2328.4,2,   0.090
    316N198107, ANAS5,   141,  2,    202,      2,2,19810723,0650, 58.5717, -11.5450, 1761,     43.0,  12.2440,  35.3140,2, 12.2380,    269.0,2,     0.70,2,     4.30,2,     0.30,2,    4.720,2,   1.7100,2,    -1.91,2,   2067.0,2,    408.6,2,   2324.4,2,   0.100
    316N198107, ANAS5,   141,  2,    203,      3,2,19810723,0650, 58.5717, -11.5450, 1761,     92.0,  10.3990,  35.3730,2, 10.3880,    253.0,2,     3.20,2,    11.20,2,     0.69,2,    4.540,2,-999.0000,9,  -999.00,9,   2110.7,2,    516.5,2,   2324.4,2,   0.090
    316N198107, ANAS5,   141,  2,    204,      4,2,19810723,0650, 58.5717, -11.5450, 1761,    129.0,  10.2300,  35.3710,2, 10.2150,    252.0,2,     3.90,2,    11.90,2,     0.73,2, -999.000,9,-999.0000,9,  -999.00,9,   2116.3,2,    525.2,2,   2327.4,2,-999.000
    316N198107, ANAS5,   141,  2,    205,      5,2,19810723,0650, 58.5717, -11.5450, 1761,    181.0,  10.0000,  35.3550,2,  9.9790,    250.0,2,     4.60,2,    12.60,2,     0.78,2,    4.410,2,   1.7400,2,     0.24,2,   2121.1,2,    547.1,2,   2324.4,2,   0.090
    316N198107, ANAS5,   141,  2,    206,      6,2,19810723,0650, 58.5717, -11.5450, 1761,    231.0,   9.6890,  35.3300,2,  9.6630,    250.0,2,     5.50,2,    13.40,2,     0.83,2,    4.330,6,-999.0000,9,  -999.00,9,   2122.5,2,    559.3,2,   2321.4,2,   0.090
    316N198107, ANAS5,   141,  2,    207,      7,2,19810723,0650, 58.5717, -11.5450, 1761,    282.0,   9.5950,  35.3420,2,  9.5630,    256.0,2,     5.30,2,    13.10,2,     0.81,2,    4.420,2,-999.0000,9,  -999.00,9,   2124.1,2,    556.2,2,   2324.4,2,   0.090
    316N198107, ANAS5,   141,  2,    208,      8,2,19810723,0650, 58.5717, -11.5450, 1761,    342.0,   9.5610,  35.3600,2,  9.5220,    259.0,2,     5.10,2,    13.00,2,     0.81,2,    4.320,2,   1.7400,2,     0.18,2,   2123.4,2,    554.5,2,   2324.4,2,   0.090
    316N198107, ANAS5,   141,  2,    209,      9,2,19810723,0650, 58.5717, -11.5450, 1761,    393.0,   9.4080,  35.3420,2,  9.3630,    260.0,2,     5.40,2,    13.30,2,     0.82,2,    4.330,2,-999.0000,9,  -999.00,9,   2124.6,2,    560.6,2,   2323.4,2,   0.090
    316N198107, ANAS5,   141,  2,    210,     10,2,19810723,0650, 58.5717, -11.5450, 1761,    443.0,   9.2680,  35.3380,2,  9.2180,    260.0,2,     5.40,2,    13.40,2,     0.83,2,    4.380,6,-999.0000,9,  -999.00,9,   2124.3,2,    562.4,2,   2322.4,2,   0.090
    316N198107, ANAS5,   141,  2,    211,     11,2,19810723,0650, 58.5717, -11.5450, 1761,    555.0,   8.8220,  35.2840,2,  8.7610,    267.0,2,     5.20,2,    13.40,2,     0.84,2,    4.450,2,   1.7400,2,    -0.39,2,   2121.7,2,    567.1,2,   2317.4,2,   0.090
    316N198107, ANAS5,   141,  2,    212,     12,2,19810723,0650, 58.5717, -11.5450, 1761,    656.0,   8.7740,  35.3080,2,  8.7020,    265.0,2,     6.10,2,    13.90,2,     0.87,2, -999.000,9,-999.0000,9,  -999.00,9,   2129.8,2,    577.1,2,   2323.4,2,-999.000
    316N198107, ANAS5,   141,  2,    213,     13,2,19810723,0650, 58.5717, -11.5450, 1761,    781.0,   8.5600,  35.2890,2,  8.4740,    264.0,2,     6.70,2,    14.20,2,     0.89,2,    4.200,2,-999.0000,9,  -999.00,9,   2130.5,2,    585.0,2,   2321.4,2,   0.110
    316N198107, ANAS5,   141,  2,    214,     14,2,19810723,0650, 58.5717, -11.5450, 1761,    906.0,   8.2250,  35.2520,2,  8.1270,    266.0,2,     6.70,2,    14.50,2,     0.91,2,    4.040,2,   1.7700,2,     0.48,2,   2131.5,2,    590.9,2,   2320.4,2,   0.110
    316N198107, ANAS5,   141,  2,    215,     15,2,19810723,0650, 58.5717, -11.5450, 1761,   1034.0,   7.6160,  35.2520,2,  7.5080,    238.0,2,     9.00,2,    16.90,2,     1.06,2,    3.630,2,   1.8700,2,     3.43,2,   2147.3,2,    648.8,2,   2320.4,2,   0.100
    316N198107, ANAS5,   141,  2,    216,     16,2,19810723,0650, 58.5717, -11.5450, 1761,   1149.0,   6.8250,  35.1740,2,  6.7110,    227.0,2,    10.60,2,    18.40,2,     1.15,2,    2.970,6,   1.8400,2,     6.52,2,   2162.3,2,    709.5,2,   2320.4,2,   0.100
    316N198107, ANAS5,   141,  2,    217,     17,2,19810723,0650, 58.5717, -11.5450, 1761,   1247.0,   6.0850,  35.1240,2,  5.9680,    242.0,2,    10.30,2,    17.70,2,     1.12,2,    2.880,2,-999.0000,9,  -999.00,9,   2157.7,2,    704.1,2,   2316.4,2,   0.100
    316N198107, ANAS5,   141,  2,    218,     18,2,19810723,0650, 58.5717, -11.5450, 1761,   1354.0,   5.2990,  35.0660,2,  5.1790,    251.0,2,    10.80,2,    17.80,2,     1.13,2,    2.580,2,   1.7700,2,     6.41,2,   2157.9,2,    715.4,2,   2313.4,2,   0.090
    316N198107, ANAS5,   141,  2,    219,     19,2,19810723,0650, 58.5717, -11.5450, 1761,   1456.0,   4.7010,  35.0260,2,  4.5770,    263.0,2,    10.90,2,    17.40,2,     1.10,2,    2.400,2,   1.8100,2,     5.76,2,   2153.4,2,    706.6,2,   2310.4,2,   0.090
    316N198107, ANAS5,   141,  2,    220,     20,2,19810723,0650, 58.5717, -11.5450, 1761,   1561.0,   4.2240,  34.9840,2,  4.0960,    268.0,2,    11.40,2,    17.70,2,     1.12,2,    2.010,2,   1.8600,2,     4.91,2,   2152.7,2,    718.5,2,   2306.4,2,   0.080
    316N198107, ANAS5,   141,  2,    221,     21,2,19810723,0650, 58.5717, -11.5450, 1761,   1621.0,   4.1020,  34.9750,2,  3.9690,    269.0,2,    11.70,2,    17.70,2,     1.11,2,    1.710,2,   1.8100,2,     4.90,2,   -999.0,9,    715.2,2,   -999.0,9,   0.080
    316N198107, ANAS5,   141,  2,    222,     22,2,19810723,0650, 58.5717, -11.5450, 1761,   1702.0,   3.9840,  34.9840,2,  3.8450,    270.0,2,    12.50,2,    17.50,2,     1.13,2,    1.930,2,-999.0000,9,  -999.00,9,   2154.1,2,    709.3,2,   2310.4,2,   0.100
    316N198107, ANAS5,   141,  2,    223,     23,2,19810723,0650, 58.5717, -11.5450, 1761,   1742.0,   4.0290,  35.0130,2,  3.8860,    273.0,2,    12.30,2,    16.80,2,     1.09,2,    2.400,2,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   2309.4,2,   0.090
    316N198107, ANAS5,   141,  2,    224,     24,2,19810723,0650, 58.5717, -11.5450, 1761,   1775.0,   3.8400,  35.0110,2,  3.6960,    273.0,2,    13.00,2,    16.80,2,     1.08,2,    2.010,6,   1.8100,2,     2.14,2,   -999.0,9,   -999.0,9,   2314.4,2,   0.090
    316N198107, ANAS5,   142,  1,    101,      1,2,19810724,0818, 61.3367,  -8.0117,  824,      3.0,  10.4940,  35.2370,2, 10.4940,    283.0,2,     1.00,2,     6.80,2,     0.47,2,    4.700,2,   1.7600,2,    -1.96,2,   2081.1,2,    452.6,2,   2317.4,2,   0.110
    316N198107, ANAS5,   142,  1,    102,      2,2,19810724,0818, 61.3367,  -8.0117,  824,     10.0,  10.4660,  35.2360,2, 10.4650,    282.0,2,     1.00,2,     6.90,2,     0.47,2,    4.390,2,-999.0000,9,  -999.00,9,   2082.2,2,    453.2,2,   2318.4,2,   0.120
    316N198107, ANAS5,   142,  1,    103,      3,2,19810724,0818, 61.3367,  -8.0117,  824,     26.0,  10.1580,  35.2390,2, 10.1550,    277.0,2,     1.60,2,     8.10,2,     0.56,2,    3.860,2,-999.0000,9,  -999.00,9,   2090.5,2,    471.6,2,   2319.4,2,   0.150
    316N198107, ANAS5,   142,  1,    104,      4,2,19810724,0818, 61.3367,  -8.0117,  824,     61.0,   9.0370,  35.2480,2,  9.0300,    268.0,2,     4.20,2,    12.30,2,     0.78,2,    4.130,2,-999.0000,9,  -999.00,9,   2115.3,2,    551.5,2,   2315.4,2,   0.160
    316N198107, ANAS5,   142,  1,    105,      5,2,19810724,0818, 61.3367,  -8.0117,  824,     91.0,   8.5030,  35.2240,2,  8.4930,    269.0,2,     5.20,2,    13.50,2,     0.85,2,    4.230,2,-999.0000,9,  -999.00,9,   2123.3,2,    571.4,2,   2317.4,2,   0.190
    316N198107, ANAS5,   142,  1,    106,      6,2,19810724,0818, 61.3367,  -8.0117,  824,    121.0,   8.5180,  35.2490,2,  8.5050,    271.0,2,     5.60,2,    13.60,2,     0.86,2,    4.140,2,-999.0000,9,  -999.00,9,   2124.7,2,    576.6,2,   2317.4,2,   0.160
    316N198107, ANAS5,   142,  1,    107,      7,2,19810724,0818, 61.3367,  -8.0117,  824,    152.0,   8.3870,  35.2440,2,  8.3710,    269.0,2,     6.00,2,    13.90,2,     0.88,2,    3.900,2,-999.0000,9,  -999.00,9,   2126.7,2,    583.3,2,   2317.4,2,   0.150
    316N198107, ANAS5,   142,  1,    108,      8,2,19810724,0818, 61.3367,  -8.0117,  824,    192.0,   8.2730,  35.2370,2,  8.2530,    270.0,2,     6.10,2,    14.10,2,     0.88,2,    3.810,2,-999.0000,9,  -999.00,9,   2124.7,2,    582.2,2,   2315.4,2,   0.140
    316N198107, ANAS5,   142,  1,    109,      9,2,19810724,0818, 61.3367,  -8.0117,  824,    242.0,   8.1320,  35.2390,2,  8.1070,    271.0,2,     6.30,2,    14.20,2,     0.89,2,    3.700,2,-999.0000,9,  -999.00,9,   -999.0,2,    584.3,2,   -999.0,2,   0.150
    316N198107, ANAS5,   142,  1,    110,     10,2,19810724,0818, 61.3367,  -8.0117,  824,    304.0,   7.9670,  35.2290,2,  7.9360,    273.0,2,     6.40,2,    14.40,2,     0.90,2,    4.210,2,-999.0000,9,  -999.00,9,   2128.3,2,    594.3,2,   2315.4,2,   0.170
    316N198107, ANAS5,   142,  1,    111,     11,2,19810724,0818, 61.3367,  -8.0117,  824,    356.0,   7.8630,  35.2210,2,  7.8270,    273.0,2,     6.70,2,    14.60,2,     0.91,2,    4.000,2,-999.0000,9,  -999.00,9,   2130.6,2,    599.4,2,   2316.4,2,   0.160
    316N198107, ANAS5,   142,  1,    112,     12,2,19810724,0818, 61.3367,  -8.0117,  824,    407.0,   7.8000,  35.2210,2,  7.7590,    271.0,2,     6.90,2,    14.70,2,     0.92,2,    3.980,2,-999.0000,9,  -999.00,9,   2131.9,2,    600.9,2,   2317.4,2,   0.160
    316N198107, ANAS5,   142,  1,    113,     13,2,19810724,0818, 61.3367,  -8.0117,  824,    459.0,   7.0780,  35.2060,2,  7.0340,    279.0,2,     6.60,2,    14.30,2,     0.90,2,    3.930,2,-999.0000,9,  -999.00,9,   2132.6,2,    606.0,2,   2316.4,2,   0.140
    316N198107, ANAS5,   142,  1,    114,     14,2,19810724,0818, 61.3367,  -8.0117,  824,    500.0,   6.2510,  35.1650,2,  6.2060,    285.0,2,     6.70,2,    14.30,2,     0.90,2,    3.910,2,-999.0000,9,  -999.00,9,   2135.3,2,    621.4,2,   2314.4,2,   0.160
    316N198107, ANAS5,   142,  1,    115,     15,2,19810724,0818, 61.3367,  -8.0117,  824,    550.0,   4.9860,  35.0970,2,  4.9410,    292.0,2,     6.80,2,    14.20,2,     0.90,2,    3.800,2,-999.0000,9,  -999.00,9,   2137.0,2,    642.9,2,   2309.4,2,   0.140
    316N198107, ANAS5,   142,  1,    116,     16,2,19810724,0818, 61.3367,  -8.0117,  824,    599.0,   2.8650,  34.9990,2,  2.8260,    300.0,2,     7.10,2,    14.30,2,     0.92,2, -999.000,9,-999.0000,9,  -999.00,9,   2144.6,2,    686.4,2,   2305.4,2,-999.000
    316N198107, ANAS5,   142,  1,    117,     17,2,19810724,0818, 61.3367,  -8.0117,  824,    642.0,   1.4100,  34.9430,2,  1.3760,    302.0,2,     7.60,2,    14.50,2,     0.95,2,    3.360,2,-999.0000,9,  -999.00,9,   2151.5,2,    727.1,2,   2302.4,2,   0.140
    316N198107, ANAS5,   142,  1,    118,     18,2,19810724,0818, 61.3367,  -8.0117,  824,    685.0,   0.6760,  34.9240,2,  0.6430,    303.0,2,     8.10,2,    14.70,2,     0.97,2,    2.750,2,-999.0000,9,  -999.00,9,   2151.6,2,    744.2,2,   2298.4,2,   0.130
    316N198107, ANAS5,   142,  1,    119,     19,2,19810724,0818, 61.3367,  -8.0117,  824,    723.0,  -0.3190,  34.9100,2, -0.3480,    302.0,2,     9.50,2,    15.10,2,     0.99,2, -999.000,9,-999.0000,9,  -999.00,9,   2156.2,2,    761.6,2,   2299.4,2,-999.000
    316N198107, ANAS5,   142,  1,    120,     20,2,19810724,0818, 61.3367,  -8.0117,  824,    742.0,  -0.4120,  34.9090,2, -0.4410,    301.0,2,     9.60,2,    15.10,2,     0.99,2,    1.820,6,-999.0000,9,  -999.00,9,   2158.5,2,    768.6,2,   2300.4,2,   0.080
    316N198107, ANAS5,   142,  1,    121,     21,2,19810724,0818, 61.3367,  -8.0117,  824,    766.0,  -0.5400,  34.9080,2, -0.5690,    301.0,2,    10.00,2,    15.20,2,     1.00,2,    1.600,2,   1.8200,2,     4.42,2,   2158.9,2,    766.2,2,   2301.4,2,   0.080
    316N198107, ANAS5,   142,  1,    122,     22,2,19810724,0818, 61.3367,  -8.0117,  824,    795.0,  -0.5420,  34.9080,2, -0.5720,    302.0,2,    10.00,2,    15.30,2,     1.00,2, -999.000,9,-999.0000,9,  -999.00,9,   2156.2,2,    770.4,2,   2297.4,2,-999.000
    316N198107, ANAS5,   142,  1,    123,     23,2,19810724,0818, 61.3367,  -8.0117,  824,    816.0,  -0.5320,  34.9080,2, -0.5640,    302.0,2,     9.90,2,    15.20,2,     1.00,2,    1.580,2,   1.8400,2,     4.69,2,   -999.0,9,    766.7,2,   -999.0,9,   0.080
    316N198107, ANAS5,   142,  1,    124,     24,2,19810724,0818, 61.3367,  -8.0117,  824,    823.0,  -0.5290,  34.9070,2, -0.5610,    301.0,2,     9.90,2,    15.20,2,     1.00,2,    1.580,2,-999.0000,9,  -999.00,9,   2159.0,2,    775.6,2,   2299.4,2,   0.080
    316N198107, ANAS5,   142,  2,    227,     27,2,19810724,1026, 61.3467,  -7.9967,  820,    405.0,   7.8340,  35.2190,2,  7.7930,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    228,     28,2,19810724,1026, 61.3467,  -7.9967,  820,    563.0,   4.5060,  35.0660,2,  4.4630,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    229,     29,2,19810724,1026, 61.3467,  -7.9967,  820,    622.0,   1.5320,  34.9460,2,  1.4980,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    230,     30,2,19810724,1026, 61.3467,  -7.9967,  820,    656.0,   0.7460,  34.9210,2,  0.7150,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    231,     31,2,19810724,1026, 61.3467,  -7.9967,  820,    685.0,  -0.0190,  34.9100,2, -0.0480,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    232,     32,2,19810724,1026, 61.3467,  -7.9967,  820,    713.0,  -0.3440,  34.9070,2, -0.3720,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    233,     33,2,19810724,1026, 61.3467,  -7.9967,  820,    754.0,  -0.5270,  34.9070,2, -0.5560,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    234,     34,2,19810724,1026, 61.3467,  -7.9967,  820,    793.0,  -0.5280,  34.9050,2, -0.5580,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    235,     35,2,19810724,1026, 61.3467,  -7.9967,  820,    813.0,  -0.5270,  34.9070,2, -0.5580,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   142,  2,    236,     36,2,19810724,1026, 61.3467,  -7.9967,  820,    824.0,  -0.5270,  34.9080,2, -0.5590,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.000
    316N198107, ANAS5,   143,  4,    401,      1,2,19810725,1335, 64.8217,  -6.2133, 3846,      9.0,   8.4510,  34.9170,2,  8.4500,    302.0,2,     0.80,2,     0.50,2,     0.14,2,    4.870,2,   1.7600,2,    -1.90,2,   2050.6,2,    391.1,2,   2312.4,2,   0.150
    316N198107, ANAS5,   143,  4,    402,      2,2,19810725,1335, 64.8217,  -6.2133, 3846,     31.0,   7.1770,  34.9290,2,  7.1740,    313.0,2,     1.40,2,     1.30,2,     0.24,2,    4.720,6,-999.0000,9,  -999.00,9,   2063.1,2,    417.3,2,   2312.4,2,   0.120
    316N198107, ANAS5,   143,  4,    403,      3,2,19810725,1335, 64.8217,  -6.2133, 3846,     60.0,   4.8670,  34.9870,2,  4.8620,    306.0,2,     3.60,2,     6.90,2,     0.65,2,    4.050,2,-999.0000,9,  -999.00,9,   2107.5,2,    542.2,2,   2308.4,2,   0.110
    316N198107, ANAS5,   143,  4,    404,      4,2,19810725,1335, 64.8217,  -6.2133, 3846,     90.0,   3.1010,  34.9660,2,  3.0950,    318.0,2,     5.40,2,    12.60,2,     0.82,2,    4.150,2,-999.0000,9,  -999.00,9,   2124.1,2,    628.3,2,   2298.4,2,   0.160
    316N198107, ANAS5,   143,  4,    405,      5,2,19810725,1335, 64.8217,  -6.2133, 3846,    127.0,   2.5320,  34.9510,2,  2.5250,    321.0,2,     5.40,2,    12.90,2,     0.83,2,    4.960,2,-999.0000,9,  -999.00,9,   2122.4,2,    615.1,2,   2300.4,2,   0.150
    316N198107, ANAS5,   143,  4,    406,      6,2,19810725,1335, 64.8217,  -6.2133, 3846,    158.0,   2.2580,  34.9450,2,  2.2490,    322.0,2,     5.40,2,    13.00,2,     0.83,2, -999.000,9,-999.0000,9,  -999.00,9,   2127.1,2,    642.8,2,   2297.4,2,-999.000
    316N198107, ANAS5,   143,  4,    407,      7,2,19810725,1335, 64.8217,  -6.2133, 3846,    199.0,   2.0430,  34.9370,2,  2.0320,    321.0,2,     5.40,2,    13.10,2,     0.83,2,    4.740,2,-999.0000,9,  -999.00,9,   2132.6,2,    653.9,2,   2300.4,2,   0.140
    316N198107, ANAS5,   143,  4,    408,      8,2,19810725,1335, 64.8217,  -6.2133, 3846,    244.0,   1.8600,  34.9350,2,  1.8470,    321.0,2,     5.50,2,    13.00,2,     0.84,2, -999.000,9,-999.0000,9,  -999.00,9,   2131.4,2,    666.5,2,   2295.4,2,-999.000
    316N198107, ANAS5,   143,  4,    409,      9,2,19810725,1335, 64.8217,  -6.2133, 3846,    295.0,   1.4590,  34.9150,2,  1.4440,    325.0,2,     5.50,2,    12.90,2,     0.83,2,    4.170,2,-999.0000,9,  -999.00,9,   2136.0,2,    670.6,2,   2299.4,2,   0.140
    316N198107, ANAS5,   143,  4,    410,     10,2,19810725,1335, 64.8217,  -6.2133, 3846,    356.0,   0.9910,  34.8900,2,  0.9740,    324.0,2,     5.60,2,    13.20,2,     0.84,2, -999.000,9,-999.0000,9,  -999.00,9,   2141.7,2,    698.1,2,   2298.4,2,-999.000
    316N198107, ANAS5,   143,  4,    411,     11,2,19810725,1335, 64.8217,  -6.2133, 3846,    435.0,   0.5930,  34.8930,2,  0.5740,    315.0,2,     6.00,2,    13.90,2,     0.89,2,    3.490,2,-999.0000,9,  -999.00,9,   2146.5,2,    723.6,2,   2297.4,2,   0.130
    316N198107, ANAS5,   143,  4,    412,     12,2,19810725,1335, 64.8217,  -6.2133, 3846,    519.0,   0.3210,  34.8960,2,  0.2990,    307.0,2,     6.60,2,    14.50,2,     0.93,2,    3.520,6,   1.8300,2,     5.73,2,   2144.0,2,    732.7,2,   2292.4,2,   0.100
    316N198107, ANAS5,   143,  4,    413,     13,2,19810725,1335, 64.8217,  -6.2133, 3846,    618.0,   0.0040,  34.9020,2, -0.0220,    303.0,2,     7.20,2,    14.80,2,     0.95,2,    2.460,2,-999.0000,9,  -999.00,9,   2151.1,2,    753.6,2,   2295.4,2,   0.100
    316N198107, ANAS5,   143,  4,    414,     14,2,19810725,1335, 64.8217,  -6.2133, 3846,    819.0,  -0.3450,  34.9080,2, -0.3780,    302.0,2,     8.10,2,    15.00,2,     0.96,2,    2.070,6,   1.8300,2,     6.19,2,   2150.8,2,    735.9,2,   2299.4,2,   0.090
    316N198107, ANAS5,   143,  4,    415,     15,2,19810725,1335, 64.8217,  -6.2133, 3846,    921.0,  -0.4570,  34.9090,2, -0.4940,    303.0,2,     8.60,2,    15.10,2,     0.97,2,    1.620,2,-999.0000,9,  -999.00,9,   2152.4,2,    751.7,2,   2297.4,2,   0.060
    316N198107, ANAS5,   143,  4,    416,     16,2,19810725,1335, 64.8217,  -6.2133, 3846,   1022.0,  -0.5660,  34.9090,2, -0.6070,    303.0,2,     9.10,2,    15.10,2,     0.98,2,    1.320,6,   1.8600,2,     4.08,2,   2157.1,2,    757.5,2,   2301.4,2,   0.070
    316N198107, ANAS5,   143,  4,    417,     17,2,19810725,1335, 64.8217,  -6.2133, 3846,   1124.0,  -0.6360,  34.9090,2, -0.6820,    303.0,2,     9.50,2,    15.20,2,     0.98,2,    1.080,6,   1.8600,2,     3.46,2,   2153.5,2,    753.1,2,   2298.4,2,   0.070
    316N198107, ANAS5,   143,  4,    418,     18,2,19810725,1335, 64.8217,  -6.2133, 3846,   1426.0,  -0.7880,  34.9100,2, -0.8480,    304.0,2,    10.60,2,    15.40,2,     0.99,2,    0.540,2,-999.0000,9,  -999.00,9,   2158.4,2,    755.3,2,   2303.4,2,   0.060
    316N198107, ANAS5,   143,  4,    419,     19,2,19810725,1335, 64.8217,  -6.2133, 3846,   1832.0,  -0.8850,  34.9080,2, -0.9670,    306.0,2,    11.50,2,    15.50,2,     1.00,2,    0.280,6,-999.0000,9,  -999.00,9,   2149.6,2,    747.5,2,   2295.4,2,   0.040
    316N198107, ANAS5,   143,  4,    420,     20,2,19810725,1335, 64.8217,  -6.2133, 3846,   2239.0,  -0.9220,  34.9070,2, -1.0300,    306.0,2,    12.30,2,    15.60,2,     1.00,2,    0.280,6,-999.0000,9,  -999.00,9,   2156.0,2,    752.5,2,   2301.4,2,   0.040
    316N198107, ANAS5,   143,  4,    421,     21,2,19810725,1335, 64.8217,  -6.2133, 3846,   2646.0,  -0.9160,  34.9070,2, -1.0530,    305.0,2,    13.10,2,    15.70,2,     1.00,2,    0.590,2,-999.0000,9,  -999.00,9,   2158.0,2,    753.5,2,   2303.4,2,   0.070
    316N198107, ANAS5,   143,  4,    422,     22,2,19810725,1335, 64.8217,  -6.2133, 3846,   3054.0,  -0.8840,  34.9070,2, -1.0530,    305.0,2,    13.20,2,    15.70,2,     1.01,2,    0.500,2,-999.0000,9,  -999.00,9,   2157.8,2,    756.9,2,   2302.4,2,   0.080
    316N198107, ANAS5,   143,  4,    423,     23,2,19810725,1335, 64.8217,  -6.2133, 3846,   3508.0,  -0.8450,  34.9070,2, -1.0530,    305.0,2,    13.10,2,    15.70,2,     1.02,2,    0.260,6,   1.8500,2,     1.85,2,   2156.1,2,    757.3,2,   2300.4,2,   0.060
    316N198107, ANAS5,   143,  4,    424,     24,2,19810725,1335, 64.8217,  -6.2133, 3846,   3916.0,  -0.8060,  34.9080,2, -1.0520,    304.0,2,    13.10,2,    15.80,2,     1.01,2,    0.310,2,-999.0000,9,  -999.00,9,   2157.2,2,    754.1,2,   2302.4,2,   0.070
    316N198107, ANAS5,   144,  2,    201,      1,2,19810726,1728, 67.6583,  -3.2700, 3707,    498.0,   1.9750,  34.9520,2,  1.9470,    318.0,2,     5.70,2,    13.20,2,     0.84,2,    4.780,6,-999.0000,9,  -999.00,9,   2136.0,2,    671.4,2,   2299.4,2,   0.090
    316N198107, ANAS5,   144,  2,    202,      2,2,19810726,1728, 67.6583,  -3.2700, 3707,    600.0,   1.2210,  34.9140,2,  1.1900,    315.0,2,     6.10,2,    13.70,2,     0.87,2,    4.020,2,-999.0000,9,  -999.00,9,   2143.5,2,    702.6,2,   2299.4,2,   0.130
    316N198107, ANAS5,   144,  2,    203,      3,2,19810726,1728, 67.6583,  -3.2700, 3707,    699.0,   0.5040,  34.8940,2,  0.4720,    308.0,2,     6.60,2,    14.20,2,     0.92,2,    3.680,6,-999.0000,9,  -999.00,9,   2150.0,2,    744.1,2,   2296.4,2,   0.080
    316N198107, ANAS5,   144,  2,    204,      4,2,19810726,1728, 67.6583,  -3.2700, 3707,    796.0,   0.1890,  34.9040,2,  0.1540,    311.0,2,     7.20,2,    14.70,2,     0.96,2, -999.000,9,-999.0000,9,  -999.00,9,   2151.6,2,    756.4,2,   2295.4,2,-999.000
    316N198107, ANAS5,   144,  2,    205,      5,2,19810726,1728, 67.6583,  -3.2700, 3707,    895.0,  -0.0720,  34.9070,2, -0.1110,    301.0,2,     7.60,2,    14.80,2,     0.96,2,    2.660,2,-999.0000,9,  -999.00,9,   2156.2,2,    765.5,2,   2298.4,2,   0.070
