EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DELC13,DELC13_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,O/OO,,DEGC
  58GS20030922,WedSea,   162,  1,     12,2,20030927, 74.9927,   4.0546, 2986,    701.0,  -0.6245,  34.8930,2,    318.2,2,     7.19,2,    12.96,2,     0.86,2,    4.550,2,    2.300,2,   -999.0,9,   2295.9,2,     1.04,2,  -0.6503
  58GS20030922,WedSea,   162,  1,     13,2,20030927, 74.9927,   4.0546, 2986,    602.0,  -0.5467,  34.8950,2,    318.7,2,     7.01,2,    12.88,2,     0.85,2,    4.600,2,    2.290,2,   -999.0,9,   2294.4,2,     1.02,2,  -0.5687
  58GS20030922,WedSea,   162,  1,     14,2,20030927, 74.9927,   4.0546, 2986,    502.0,  -0.4239,  34.8990,2,    318.5,2,     6.72,2,    12.78,2,     0.85,2,    4.950,2,    2.520,2,   -999.0,9,   2294.8,2,     0.97,2,  -0.4423
  58GS20030922,WedSea,   162,  1,     15,2,20030927, 74.9927,   4.0546, 2986,    469.0,  -0.3885,  34.9000,2,    318.4,2,     6.72,2,    12.78,2,     0.85,2,    4.860,2,    2.430,2,   -999.0,9,   2296.6,2,     0.98,2,  -0.4057
  58GS20030922,WedSea,   162,  1,     16,2,20030927, 74.9927,   4.0546, 2986,    401.0,  -0.3060,  34.9000,2,    316.2,2,     6.62,2,    12.78,2,     0.85,2,    4.820,2,    2.380,2,   -999.0,9,   2295.3,2,     1.06,2,  -0.3207
  58GS20030922,WedSea,   162,  1,     17,2,20030927, 74.9927,   4.0546, 2986,    299.0,  -0.3041,  34.8890,2,    321.8,2,     6.34,2,    12.52,2,     0.83,2, -999.000,9, -999.000,9,   2160.4,2,   -999.0,9,     1.01,2,  -0.3148
  58GS20030922,WedSea,   162,  1,     18,2,20030927, 74.9927,   4.0546, 2986,    199.0,  -0.0415,  34.8870,2,    321.2,2,     6.04,2,    12.34,2,     0.81,2,    5.230,2,    2.640,2,   2158.6,2,   -999.0,9,     1.02,2,  -0.0489
  58GS20030922,WedSea,   162,  1,     19,2,20030927, 74.9927,   4.0546, 2986,    120.0,  -0.9963,  34.7850,2,    346.2,2,     4.99,2,    11.29,2,     0.74,2,    6.880,2,    3.520,2,   2158.9,2,   2290.9,2,     1.07,2,  -0.9997
  58GS20030922,WedSea,   162,  1,     20,2,20030927, 74.9927,   4.0546, 2986,     90.0,  -1.1559,  34.7580,2,    350.3,2,     4.70,2,    11.03,2,     0.74,2,    6.980,2,    3.690,2,   2158.6,2,   2294.2,2,     1.06,2,  -1.1583
  58GS20030922,WedSea,   162,  1,     21,2,20030927, 74.9927,   4.0546, 2986,     58.0,  -1.0694,  34.7230,2,    356.4,2,     3.17,2,     9.13,2,     0.66,2,    7.070,2, -999.000,9,   2150.5,2,   2291.3,2,     1.26,2,  -1.0709
  58GS20030922,WedSea,   162,  1,     22,2,20030927, 74.9927,   4.0546, 2986,     30.0,   3.6742,  34.6990,2,    320.0,2,     0.77,2,     3.66,2,     0.30,2,    5.610,2,    3.140,2,   2108.6,2,   2291.6,2,     1.56,2,   3.6722
  58GS20030922,WedSea,   162,  1,     23,2,20030927, 74.9927,   4.0546, 2986,      8.0,   3.5472,  34.6610,2,    320.0,2,     0.72,2,     3.57,2,     0.29,2,    5.600,2,    3.020,2,   2108.3,2,   2290.8,2,  -999.00,9,   3.5467
  58GS20030922,WedSea,   163,  1,      2,2,20030927, 75.0045,   3.0678, 2244,   2450.0,  -0.8772,  34.9080,2,    297.9,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -1.0004
  58GS20030922,WedSea,   163,  1,      3,2,20030927, 75.0045,   3.0678, 2244,   1133.0,  -0.8382,  34.8850,2,    322.5,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8823
  58GS20030922,WedSea,   164,  1,      2,2,20030927, 74.9992,   2.0015, 2713,   2694.0,  -0.9008,  34.9070,2,    299.2,2,    11.92,2,    14.23,2,     0.96,2,    0.790,2,    0.320,2,   -999.0,9,   2300.5,2,  -999.00,9,  -1.0413
  58GS20030922,WedSea,   164,  1,      3,2,20030927, 74.9992,   2.0015, 2713,   2499.0,  -0.8859,  34.9080,2,    298.9,2,    11.82,2,    14.23,2,     0.97,2,    0.810,2,    0.350,2,   -999.0,9,   -999.0,9,     1.20,2,  -1.0124
  58GS20030922,WedSea,   164,  1,      4,2,20030927, 74.9992,   2.0015, 2713,   2001.0,  -0.8461,  34.9090,2,    298.1,2,    11.34,2,    14.23,2,     0.97,2,    0.920,2,    0.410,2,   -999.0,9,   2299.3,2,     1.12,2,  -0.9394
  58GS20030922,WedSea,   164,  1,      5,2,20030927, 74.9992,   2.0015, 2713,   1801.0,  -0.8167,  34.9080,2,    298.5,2,    10.96,2,    14.23,2,     0.95,2,    1.070,2,    0.600,2,   -999.0,9,   -999.0,9,     1.17,2,  -0.8980
  58GS20030922,WedSea,   164,  1,      6,2,20030927, 74.9992,   2.0015, 2713,   1600.0,  -0.7680,  34.9060,2,    300.3,2,    10.38,2,    14.05,2,     0.95,2,    1.440,2,    0.620,2,   -999.0,9,   2299.3,2,     1.14,2,  -0.8380
  58GS20030922,WedSea,   164,  1,      7,2,20030927, 74.9992,   2.0015, 2713,   1400.0,  -0.7595,  34.9000,2,    306.2,2,     9.42,2,    13.77,2,     0.91,2,    2.290,2,    1.080,2,   -999.0,9,   -999.0,9,     1.09,2,  -0.8183
  58GS20030922,WedSea,   164,  1,      8,2,20030927, 74.9992,   2.0015, 2713,   1199.0,  -0.8066,  34.8890,2,    317.3,2,     8.35,2,    13.23,2,     0.88,2,    3.620,2,    1.880,2,   -999.0,9,   -999.0,9,     1.05,2,  -0.8543
  58GS20030922,WedSea,   164,  1,      9,2,20030927, 74.9992,   2.0015, 2713,    999.0,  -0.7962,  34.8860,2,    319.4,2,     7.88,2,    13.05,2,     0.87,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8342
  58GS20030922,WedSea,   164,  1,     10,2,20030927, 74.9992,   2.0015, 2713,    889.0,  -0.7617,  34.8860,2,    319.5,2,     7.58,2,    13.05,2,     0.86,2,    4.240,2,    2.160,2,   -999.0,9,   2296.7,2,     1.09,2,  -0.7949
  58GS20030922,WedSea,   164,  1,     11,2,20030927, 74.9992,   2.0015, 2713,    799.0,  -0.7204,  34.8870,2,    318.9,2,     7.49,2,    13.05,2,     0.86,2,    4.370,2,    2.060,2,   -999.0,9,   2296.1,2,     1.10,2,  -0.7499
  58GS20030922,WedSea,   164,  1,     12,2,20030927, 74.9992,   2.0015, 2713,    696.0,  -0.6466,  34.8890,2,    319.2,2,     7.39,2,    13.05,2,     0.86,2,    4.450,2,    2.330,2,   -999.0,9,   2295.9,2,     1.07,2,  -0.6720
  58GS20030922,WedSea,   164,  1,     13,2,20030927, 74.9992,   2.0015, 2713,    601.0,  -0.6006,  34.8900,2,    321.6,2,     7.01,2,    12.78,2,     0.85,2,    4.730,2,    2.330,2,   -999.0,9,   2295.4,2,     1.05,2,  -0.6223
  58GS20030922,WedSea,   164,  1,     14,2,20030927, 74.9992,   2.0015, 2713,    531.0,  -0.5732,  34.8900,2,    322.3,2,     6.81,2,    12.69,2,     0.85,2,    4.990,2,    2.600,2,   -999.0,9,   2297.1,2,  -999.00,9,  -0.5921
  58GS20030922,WedSea,   164,  1,     15,2,20030927, 74.9992,   2.0015, 2713,    462.0,  -0.5501,  34.8880,2,    324.9,2,     6.81,2,    12.69,2,     0.86,2,    4.990,2,    2.550,2,   -999.0,9,   2296.6,2,  -999.00,9,  -0.5664
  58GS20030922,WedSea,   164,  1,     16,2,20030927, 74.9992,   2.0015, 2713,    403.0,  -0.5557,  34.8850,2,    326.4,2,     6.72,2,    12.60,2,     0.83,2,    5.120,2,    2.420,2,   -999.0,9,   2297.4,2,  -999.00,9,  -0.5696
  58GS20030922,WedSea,   164,  1,     17,2,20030927, 74.9992,   2.0015, 2713,    301.0,  -0.4652,  34.8810,2,    323.1,2,     6.52,2,    12.47,2,     0.83,2,    5.290,2,    2.730,2,   -999.0,9,   2294.7,2,  -999.00,9,  -0.4756
  58GS20030922,WedSea,   164,  1,     18,2,20030927, 74.9992,   2.0015, 2713,    201.0,  -0.6487,  34.8580,2,    332.3,2,     6.04,2,    11.99,2,     0.79,2,    5.320,2,    2.650,2,   -999.0,9,   2293.2,2,  -999.00,9,  -0.6551
  58GS20030922,WedSea,   164,  1,     19,2,20030927, 74.9992,   2.0015, 2713,    123.0,  -0.9560,  34.8020,2,    346.0,2,     5.47,2,    11.73,2,     0.78,2,    6.110,2,    3.250,2,   -999.0,9,   2292.5,2,     1.05,2,  -0.9595
  58GS20030922,WedSea,   164,  1,     20,2,20030927, 74.9992,   2.0015, 2713,     90.0,  -1.0598,  34.7520,2,    350.9,2,     4.80,2,    11.38,2,     0.77,2,    6.580,2,    3.560,2,   -999.0,9,   2290.4,2,     1.07,2,  -1.0622
  58GS20030922,WedSea,   164,  1,     21,2,20030927, 74.9992,   2.0015, 2713,     61.0,   1.8244,  34.6700,2,    329.8,2,     4.32,2,    10.51,2,     0.72,2,    6.840,2,    3.700,2,   -999.0,9,   2292.4,2,     1.12,2,   1.8213
  58GS20030922,WedSea,   164,  1,     22,2,20030927, 74.9992,   2.0015, 2713,     30.0,   3.1521,  34.6800,2,    320.6,2,     0.72,2,     3.61,2,     0.29,2,    5.460,2,    3.010,2,   -999.0,9,   2286.4,2,  -999.00,9,   3.1502
  58GS20030922,WedSea,   164,  1,     23,2,20030927, 74.9992,   2.0015, 2713,      8.0,   3.1596,  34.6800,2,    319.4,2,     0.72,2,     3.47,2,     0.27,2,    5.580,2,    2.910,2,   -999.0,9,   2285.8,2,  -999.00,9,   3.1591
  58GS20030922,WedSea,   165,  1,      2,2,20030927, 74.9987,   1.0230, 3685,   3621.0,  -0.8762,  34.9040,2,    300.5,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -1.0936
  58GS20030922,WedSea,   166,  1,      2,2,20030927, 74.9993,   0.0055, 3691,   3685.0,  -0.8698,  34.9030,2,    299.9,2,    12.25,2,    14.65,2,     0.95,2,    0.880,2,    0.440,2,   -999.0,9,   2297.6,2,     1.29,2,  -1.0931
  58GS20030922,WedSea,   166,  1,      3,2,20030927, 74.9993,   0.0055, 3691,   3201.0,  -0.8818,  34.9060,2,    299.6,2,    12.16,2,    14.74,2,     0.94,2,    0.860,2,    0.460,2,   -999.0,9,   -999.0,9,  -999.00,9,  -1.0628
  58GS20030922,WedSea,   166,  1,      4,2,20030927, 74.9993,   0.0055, 3691,   2801.0,  -0.8666,  34.9080,2,    298.8,2,    11.90,2,    14.74,2,     0.94,2,    0.820,2,    0.440,2,   -999.0,9,   2299.9,2,     1.26,2,  -1.0160
  58GS20030922,WedSea,   166,  1,      5,2,20030927, 74.9993,   0.0055, 3691,   2399.0,  -0.8239,  34.9090,2,    298.0,2,    11.03,2,    14.65,2,     0.94,2,    0.900,2,    0.480,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9445
  58GS20030922,WedSea,   166,  1,      6,2,20030927, 74.9993,   0.0055, 3691,   2200.0,  -0.7951,  34.9080,2,    298.2,2,    11.29,2,    14.74,2,     0.93,2,    1.080,2,    0.510,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9024
  58GS20030922,WedSea,   166,  1,      7,2,20030927, 74.9993,   0.0055, 3691,   1998.0,  -0.7489,  34.9070,2,    299.7,2,    10.34,2,    14.55,2,     0.93,2,    1.460,2,    0.690,2,   -999.0,9,   2296.7,2,     1.19,2,  -0.8436
  58GS20030922,WedSea,   166,  1,      8,2,20030927, 74.9993,   0.0055, 3691,   1802.0,  -0.7549,  34.9000,2,    306.9,2,     9.24,2,    14.20,2,     0.91,2,    2.570,2,    1.110,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8371
  58GS20030922,WedSea,   166,  1,      9,2,20030927, 74.9993,   0.0055, 3691,   1601.0,  -0.8227,  34.8880,2,    319.5,2,     7.91,2,    13.58,2,     0.86,2,    4.260,2,    2.070,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8920
  58GS20030922,WedSea,   166,  1,     10,2,20030927, 74.9993,   0.0055, 3691,   1402.0,  -0.8414,  34.8840,2,    323.0,2,     7.16,2,    13.32,2,     0.84,2,    4.610,2,    2.320,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8993
  58GS20030922,WedSea,   166,  1,     11,2,20030927, 74.9993,   0.0055, 3691,   1302.0,  -0.8391,  34.8840,2,    323.4,2,     7.04,2,    13.32,2,     0.84,2,    4.980,2,    2.410,2,   -999.0,9,   2296.3,2,     1.15,2,  -0.8918
  58GS20030922,WedSea,   166,  1,     12,2,20030927, 74.9993,   0.0055, 3691,   1203.0,  -0.8331,  34.8830,2,    323.5,2,     7.09,2,    13.32,2,     0.84,2,    5.080,2,    2.620,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8807
  58GS20030922,WedSea,   166,  1,     13,2,20030927, 74.9993,   0.0055, 3691,   1101.0,  -0.8284,  34.8830,2,    324.2,2,     7.09,2,    13.32,2,     0.84,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8710
  58GS20030922,WedSea,   166,  1,     14,2,20030927, 74.9993,   0.0055, 3691,   1001.0,  -0.8201,  34.8830,2,    324.2,2,     7.09,2,    13.32,2,     0.84,2,    5.190,2,    2.690,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8580
  58GS20030922,WedSea,   166,  1,     15,2,20030927, 74.9993,   0.0055, 3691,    901.0,  -0.8189,  34.8810,2,    325.3,2,     6.92,2,    13.23,2,     0.83,2,    5.010,2,    2.670,2,   -999.0,9,   2296.3,2,  -999.00,9,  -0.8522
  58GS20030922,WedSea,   166,  1,     16,2,20030927, 74.9993,   0.0055, 3691,    803.0,  -0.8149,  34.8810,2,    325.4,2,     7.00,2,    13.32,2,     0.83,2,    5.090,2,    2.620,2,   -999.0,9,   2295.1,2,  -999.00,9,  -0.8439
  58GS20030922,WedSea,   166,  1,     17,2,20030927, 74.9993,   0.0055, 3691,    603.0,  -0.7143,  34.8840,2,    324.5,2,     6.83,2,    13.32,2,     0.83,2,    5.180,2,    2.650,2,   -999.0,9,   2296.2,2,  -999.00,9,  -0.7355
  58GS20030922,WedSea,   166,  1,     18,2,20030927, 74.9993,   0.0055, 3691,    494.0,  -0.6575,  34.8840,2,    327.1,2,     6.51,2,    13.14,2,     0.83,2,    5.350,2,    2.760,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.6746
  58GS20030922,WedSea,   166,  1,     19,2,20030927, 74.9993,   0.0055, 3691,    403.0,  -0.5957,  34.8860,2,    329.2,2,     6.43,2,    13.05,2,     0.82,2,    5.470,2,    2.770,2,   -999.0,9,   2296.8,2,     1.10,2,  -0.6095
  58GS20030922,WedSea,   166,  1,     20,2,20030927, 74.9993,   0.0055, 3691,    204.0,  -0.4486,  34.8820,2,    328.7,2,     6.02,2,    12.89,2,     0.81,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.4555
  58GS20030922,WedSea,   166,  1,     21,2,20030927, 74.9993,   0.0055, 3691,    102.0,  -0.1801,  34.8620,2,    329.6,2,     5.22,2,    12.67,2,     0.78,2,    5.920,2,    3.080,2,   -999.0,9,   2295.8,2,  -999.00,9,  -0.1837
  58GS20030922,WedSea,   166,  1,     22,2,20030927, 74.9993,   0.0055, 3691,     30.0,   2.6508,  34.6090,2,    323.8,2,     1.34,2,     3.82,2,     0.31,2,    5.840,2,    3.310,2,   -999.0,9,   2283.4,2,     1.67,2,   2.6491
  58GS20030922,WedSea,   166,  1,     23,2,20030927, 74.9993,   0.0055, 3691,     15.0,   2.6514,  34.6090,2,    323.5,2,     1.34,2,     3.82,2,     0.30,2,    5.810,2,    3.230,2,   -999.0,9,   2283.4,2,     1.64,2,   2.6505
  58GS20030922,WedSea,   177,  1,      2,2,20030928, 75.3968,  -0.5697, 3683,   3003.0,  -0.8243,  34.9090,2,    296.2,2,    11.38,2,    14.47,2,     0.89,2,    0.930,2,    0.600,2,   2159.8,2,   2299.8,2,  -999.00,9,  -0.9905
  58GS20030922,WedSea,   177,  1,      3,2,20030928, 75.3968,  -0.5697, 3683,   2702.0,  -0.7468,  34.9070,2,    298.8,2,    10.68,2,    14.38,2,     0.90,2,    1.250,2,    0.880,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8911
  58GS20030922,WedSea,   177,  1,      4,2,20030928, 75.3968,  -0.5697, 3683,   2501.0,  -0.8043,  34.8930,2,    314.9,2,     8.15,2,    13.49,2,     0.85,2,    3.870,2,    2.050,2,   2160.5,2,   2296.8,2,  -999.00,9,  -0.9325
  58GS20030922,WedSea,   177,  1,      5,2,20030928, 75.3968,  -0.5697, 3683,   2399.0,  -0.8220,  34.8890,2,    318.6,2,     7.82,2,    13.40,2,     0.83,2,    4.200,2,    2.440,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9425
  58GS20030922,WedSea,   177,  1,      6,2,20030928, 75.3968,  -0.5697, 3683,   2301.0,  -0.8403,  34.8860,2,    322.6,2,     7.24,2,    13.14,2,     0.81,2,    4.790,2,    2.560,2,   2160.9,2,   2296.8,2,  -999.00,9,  -0.9536
  58GS20030922,WedSea,   177,  1,      7,2,20030928, 75.3968,  -0.5697, 3683,   2203.0,  -0.8535,  34.8840,2,    324.5,2,     6.83,2,    13.14,2,     0.82,2,    5.350,2,    3.180,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9599
  58GS20030922,WedSea,   177,  1,      8,2,20030928, 75.3968,  -0.5697, 3683,   1900.0,  -0.8757,  34.8830,2,    325.4,2,     6.68,2,    13.05,2,     0.79,2,    5.470,2,    3.010,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9621
  58GS20030922,WedSea,   177,  1,      9,2,20030928, 75.3968,  -0.5697, 3683,   1601.0,  -0.8932,  34.8830,2,    325.9,2,     6.68,2,    13.05,2,     0.79,2,    5.620,2,    3.020,2,   2161.9,2,   2295.4,2,  -999.00,9,  -0.9615
  58GS20030922,WedSea,   177,  1,     10,2,20030928, 75.3968,  -0.5697, 3683,   1398.0,  -0.9046,  34.8820,2,    326.2,2,     6.68,2,    13.01,2,     0.79,2,    5.590,2,    3.040,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9616
  58GS20030922,WedSea,   177,  1,     11,2,20030928, 75.3968,  -0.5697, 3683,   1203.0,  -0.9147,  34.8810,2,    326.4,2,     6.68,2,    13.05,2,     0.81,2,    5.760,2,    2.850,2,   2162.3,2,   2296.5,2,  -999.00,9,  -0.9615
  58GS20030922,WedSea,   177,  1,     12,2,20030928, 75.3968,  -0.5697, 3683,   1001.0,  -0.9226,  34.8810,2,    326.6,2,     6.68,2,    12.97,2,     0.79,2,    5.810,2,    2.870,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9597
  58GS20030922,WedSea,   177,  1,     13,2,20030928, 75.3968,  -0.5697, 3683,    800.0,  -0.9223,  34.8810,2,    326.6,2,     6.76,2,    13.05,2,     0.79,2,    5.650,2,    2.880,2,   2161.9,2,   2295.1,2,  -999.00,9,  -0.9504
  58GS20030922,WedSea,   177,  1,     14,2,20030928, 75.3968,  -0.5697, 3683,    700.0,  -0.9099,  34.8800,2,    326.0,2,     6.76,2,    13.05,2,     0.79,2,    5.540,2,    2.970,2,   2162.3,2,   2296.0,2,  -999.00,9,  -0.9339
  58GS20030922,WedSea,   177,  1,     15,2,20030928, 75.3968,  -0.5697, 3683,    600.0,  -0.8750,  34.8790,2,    327.8,2,     6.51,2,    13.05,2,     0.78,2,    5.660,2,    2.860,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8952
  58GS20030922,WedSea,   177,  1,     16,2,20030928, 75.3968,  -0.5697, 3683,    502.0,  -0.8159,  34.8810,2,    325.2,2,     6.51,2,    13.05,2,     0.79,2,    5.700,2,    2.920,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8326
  58GS20030922,WedSea,   177,  1,     17,2,20030928, 75.3968,  -0.5697, 3683,    401.0,  -0.7192,  34.8840,2,    324.4,2,     6.51,2,    12.89,2,     0.79,2, -999.000,9,    2.890,2,   2161.6,2,   2295.0,2,  -999.00,9,  -0.7325
  58GS20030922,WedSea,   177,  1,     18,2,20030928, 75.3968,  -0.5697, 3683,    300.0,  -0.5466,  34.8910,2,    325.9,2,     6.27,2,    12.80,2,     0.79,2,    5.710,2,    3.060,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.5567
  58GS20030922,WedSea,   177,  1,     19,2,20030928, 75.3968,  -0.5697, 3683,    201.0,  -0.4316,  34.8930,2,    326.4,2,     6.11,2,    12.71,2,     0.77,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.4384
  58GS20030922,WedSea,   177,  1,     20,2,20030928, 75.3968,  -0.5697, 3683,     97.0,  -0.1226,  34.8890,2,    322.3,2,     5.95,2,    12.54,2,     0.76,2,    5.740,2, -999.000,9,   2160.1,2,   2298.8,2,  -999.00,9,  -0.1260
  58GS20030922,WedSea,   177,  1,     21,2,20030928, 75.3968,  -0.5697, 3683,     60.0,   0.1193,  34.8890,2,    320.7,2,     5.70,2,    12.54,2,     0.76,2,    5.620,2,    3.170,2,   2158.9,2,   2297.2,2,  -999.00,9,   0.1171
  58GS20030922,WedSea,   177,  1,     22,2,20030928, 75.3968,  -0.5697, 3683,     31.0,   1.2487,  34.8190,2,    321.0,2,     4.67,2,    11.18,2,     0.68,2,    5.780,2,    3.000,2,   2149.3,2,   2294.6,2,  -999.00,9,   1.2473
  58GS20030922,WedSea,   177,  1,     23,2,20030928, 75.3968,  -0.5697, 3683,     10.0,   2.1119,  34.5930,2,    322.4,2,     2.31,2,     6.18,2,     0.43,2,    5.890,2,    3.070,2,   2115.6,2,   2286.3,2,  -999.00,9,   2.1114
  58GS20030922,WedSea,   178,  1,      2,2,20030928, 75.3655,  -0.5702, 3680,   3003.0,  -0.7743,  34.9090,2,    295.6,2,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9417
  58GS20030922,WedSea,   179,  1,      2,2,20030929, 75.3335,  -0.5713, 3683,   3009.0,  -0.8092,  34.9090,2,    296.0,2,    11.20,2,    14.65,2,     0.93,2,    0.910,2,    0.360,2,   2161.8,2,   2301.1,2,     1.26,2,  -0.9762
  58GS20030922,WedSea,   179,  1,      3,2,20030929, 75.3335,  -0.5713, 3683,   2694.0,  -0.7736,  34.8970,2,    310.9,2,     8.48,2,    13.84,2,     0.89,2,    3.600,2,    1.780,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9167
  58GS20030922,WedSea,   179,  1,      4,2,20030929, 75.3335,  -0.5713, 3683,   2500.0,  -0.8146,  34.8900,2,    318.3,2,  -999.00,9,  -999.00,9,  -999.00,9,    4.560,2,    2.300,2,   2163.1,2,   2296.4,2,  -999.00,9,  -0.9425
  58GS20030922,WedSea,   179,  1,      5,2,20030929, 75.3335,  -0.5713, 3683,   2399.0,  -0.8293,  34.8870,2,    321.7,2,     7.16,2,    13.23,2,     0.82,2,    5.040,2,    2.600,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9497
  58GS20030922,WedSea,   179,  1,      6,2,20030929, 75.3335,  -0.5713, 3683,   2299.0,  -0.8483,  34.8850,2,    324.5,2,     7.16,2,    13.23,2,     0.82,2,    5.480,2,    2.810,2,   2162.5,2,   2299.4,2,     1.16,2,  -0.9613
  58GS20030922,WedSea,   179,  1,      7,2,20030929, 75.3335,  -0.5713, 3683,   2200.0,  -0.8571,  34.8840,2,    325.2,2,     6.83,2,    13.05,2,     0.79,2,    5.300,2,    2.890,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9632
  58GS20030922,WedSea,   179,  1,      8,2,20030929, 75.3335,  -0.5713, 3683,   1899.0,  -0.8761,  34.8830,2,    325.6,2,     6.76,2,    13.14,2,     0.81,2,    5.570,2,    2.810,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9624
  58GS20030922,WedSea,   179,  1,      9,2,20030929, 75.3335,  -0.5713, 3683,   1600.0,  -0.8930,  34.8830,2,    325.9,2,     6.76,2,    13.05,2,     0.83,2,    5.670,2,    2.860,2,   2162.2,2,   -999.0,9,  -999.00,9,  -0.9613
  58GS20030922,WedSea,   179,  1,     10,2,20030929, 75.3335,  -0.5713, 3683,   1400.0,  -0.9046,  34.8820,2,    326.4,2,     6.68,2,    13.05,2,     0.81,2,    5.720,2,    3.000,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9617
  58GS20030922,WedSea,   179,  1,     11,2,20030929, 75.3335,  -0.5713, 3683,   1147.0,  -0.9152,  34.8820,2,    326.5,2,     6.68,2,    13.05,2,     0.81,2,    5.450,2,    2.940,2,   -999.0,9,   2295.2,2,     1.20,2,  -0.9593
  58GS20030922,WedSea,   179,  1,     12,2,20030929, 75.3335,  -0.5713, 3683,   1000.0,  -0.9172,  34.8810,2,    326.4,2,     6.68,2,    13.05,2,     0.79,2,    5.170,2,    2.900,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.9543
  58GS20030922,WedSea,   179,  1,     13,2,20030929, 75.3335,  -0.5713, 3683,    800.0,  -0.8902,  34.8810,2,    325.2,2,     6.68,2,    13.05,2,     0.79,2,    5.110,2,    2.820,2,   2162.4,2,   2297.1,2,     1.10,2,  -0.9186
  58GS20030922,WedSea,   179,  1,     14,2,20030929, 75.3335,  -0.5713, 3683,    701.0,  -0.8573,  34.8810,2,    324.8,2,     6.68,2,    13.05,2,     0.79,2,    5.180,2,    2.830,2,   2162.9,2,   2295.1,2,     1.15,2,  -0.8817
  58GS20030922,WedSea,   179,  1,     15,2,20030929, 75.3335,  -0.5713, 3683,    600.0,  -0.8261,  34.8810,2,    324.1,2,     6.76,2,    13.05,2,     0.79,2,    5.140,2,    2.770,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.8466
  58GS20030922,WedSea,   179,  1,     16,2,20030929, 75.3335,  -0.5713, 3683,    500.0,  -0.7695,  34.8820,2,    324.0,2,     6.76,2,    13.05,2,     0.79,2,    5.140,2,    2.640,2,   -999.0,9,   -999.0,9,  -999.00,9,  -0.7863
  58GS20030922,WedSea,   179,  1,     17,2,20030929, 75.3335,  -0.5713, 3683,    400.0,  -0.6830,  34.8850,2,    324.4,2,     6.51,2,    13.05,2,     0.79,2,    5.140,2,    2.820,2,   2162.8,2,   2295.7,2,  -999.00,9,  -0.6964
