EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,DEGC
  74JC19960720,   GNS,    10,  1,      5,2,19960726,2032, 74.2500,  -8.5300, 3307,   2011.9,  -0.9140,  34.9040,2,  34.9060,2,   -999.0,9,    10.73,2,    17.27,2,     0.98,2,    0.944,   2,    0.359,   2,    0.044,   2,    2.086,   2,     -999,   9,   2160.8,2,   -999.0,9,  -1.0069
  74JC19960720,   GNS,    10,  1,      4,2,19960726,2032, 74.2500,  -8.5300, 3307,   2520.7,  -0.9520,  34.9010,2,  34.9050,2,   -999.0,9,    10.93,2,    17.27,2,     1.02,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     -999,   9,   2160.9,2,   -999.0,9,  -1.0788
  74JC19960720,   GNS,    10,  1,      3,2,19960726,2032, 74.2500,  -8.5300, 3307,   3028.5,  -0.9860,  34.8980,2,  34.8990,2,    306.5,2,    11.22,2,    17.27,2,     0.98,2,    0.840,   2,    0.334,   2, -999.000,   9,    2.207,   2,     -999,   9,   2161.0,2,   2282.0,2,  -1.1505
  74JC19960720,   GNS,    10,  1,      1,2,19960726,2032, 74.2500,  -8.5300, 3307,   3273.8,  -0.9850,  34.8970,2,  34.8990,2,    310.9,2,    11.12,2,    16.98,3,     0.96,2,    0.833,   2,    0.336,   2, -999.000,   9,    2.269,   2,     -999,   9,   2163.4,2,   2279.0,2,  -1.1695
  74JC19960720,   GNS,    11,  1,     24,2,19960727, 318, 74.5800,  -6.7500, 3460,      0.0,   3.8810,  32.9540,2,  32.9780,2,    343.9,2,     0.00,2,     2.44,2,     0.19,2,    5.873,   2,    3.203,   2,    0.558,   2, -999.000,   9,     -999,   9,   1998.8,2,   2169.0,2,   3.8810
  74JC19960720,   GNS,    11,  1,     23,2,19960727, 318, 74.5800,  -6.7500, 3460,      4.6,   3.8660,  33.1600,2,  33.3460,2,    353.5,2,     0.00,2,     2.44,2,     0.23,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,      1.4,   2,   2013.8,2,   2192.0,2,   3.8657
  74JC19960720,   GNS,    11,  1,     22,2,19960727, 318, 74.5800,  -6.7500, 3460,     14.8,   3.4210,  33.5150,2,  33.6410,2,    374.4,2,     0.39,2,     3.02,2,     0.24,2,    6.457,   2,    3.065,   2,    0.578,   2,    9.424,   2,     1.41,   2,   2041.0,2,   2212.0,2,   3.4201
  74JC19960720,   GNS,    11,  1,     21,2,19960727, 318, 74.5800,  -6.7500, 3460,     25.4,  -0.8590,  34.5730,2,  34.6160,2,    410.0,2,     4.00,2,     8.39,2,     0.66,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.42,   2,   2101.2,2,   2268.0,2,  -0.8597
  74JC19960720,   GNS,    11,  1,     20,2,19960727, 318, 74.5800,  -6.7500, 3460,     45.5,  -1.5950,  34.6830,2,  34.7000,2,    370.0,2,     5.17,2,    11.90,2,     0.76,2,    6.730,   2,    3.734,   2,    0.626,   2, -999.000,   9,     1.42,   2,   2131.1,2,   2268.0,2,  -1.5960
  74JC19960720,   GNS,    11,  1,     19,2,19960727, 318, 74.5800,  -6.7500, 3460,     70.7,  -1.0900,  34.7540,2,  34.7650,2,    348.3,2,     5.76,2,    14.34,2,     0.84,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.29,   2,   2141.3,2,   2269.0,2,  -1.0919
  74JC19960720,   GNS,    11,  1,     18,2,19960727, 318, 74.5800,  -6.7500, 3460,     96.8,  -0.2750,  34.8490,2,  34.8530,2,    331.3,2,     6.05,2,    15.32,2,     0.88,2,    4.825,   2,    2.350,   2,    0.402,   2,    6.610,   2,     1.04,   2,   2147.5,2,   2282.0,2,  -0.2783
  74JC19960720,   GNS,    11,  1,     17,2,19960727, 318, 74.5800,  -6.7500, 3460,    121.0,   0.0820,  34.8790,2,  34.8870,2,    329.6,2,     6.44,2,    15.51,2,     0.88,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.99,   2,   2147.4,2,   2270.0,2,   0.0775
  74JC19960720,   GNS,    11,  1,     16,2,19960727, 318, 74.5800,  -6.7500, 3460,    145.5,   0.0240,  34.8880,2,  34.8920,2,    328.7,2,     6.63,2,    15.51,2,     0.88,2,    4.239,   2,    2.135,   2,    0.382,   2,    5.395,   2,     0.93,   2,   2150.4,2,   2276.0,2,   0.0186
  74JC19960720,   GNS,    11,  1,     15,2,19960727, 318, 74.5800,  -6.7500, 3460,    195.8,  -0.1960,  34.8910,2,  34.8920,2,    325.2,2,     6.54,2,    15.90,2,     0.91,2,    3.991,   2,    1.961,   2,    0.322,   2,    5.543,   2,     0.83,   2,   2151.6,2,   2276.0,2,  -0.2030
  74JC19960720,   GNS,    11,  1,     14,2,19960727, 318, 74.5800,  -6.7500, 3460,    246.2,  -0.4510,  34.8840,2,  34.8880,2,    328.7,2,     6.83,2,    15.71,2,     0.91,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.91,   2,   2153.6,2,   2279.0,2,  -0.4594
  74JC19960720,   GNS,    11,  1,     13,2,19960727, 318, 74.5800,  -6.7500, 3460,    294.6,  -0.6580,  34.8760,2,  34.8810,2,    335.2,2,     6.73,2,    15.71,2,     0.91,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.02,   2,   2155.2,2,   2277.0,2,  -0.6676
  74JC19960720,   GNS,    11,  1,     12,2,19960727, 318, 74.5800,  -6.7500, 3460,    397.0,  -0.7820,  34.8740,2,  34.8790,2,    333.0,2,     6.93,2,    15.61,2,     0.89,2,    4.683,   2,    2.383,   2,    0.416,   2,    5.843,   2,     0.97,   2,   2154.3,2,   2274.0,2,  -0.7949
  74JC19960720,   GNS,    11,  1,     11,2,19960727, 318, 74.5800,  -6.7500, 3460,    497.6,  -0.8260,  34.8760,2,  34.8810,2,    333.9,2,     6.93,2,    15.80,2,     0.89,2,    4.499,   2,    2.228,   2,    0.363,   2,    6.150,   2,     0.92,   2,   2156.2,2,   2275.0,2,  -0.8425
  74JC19960720,   GNS,    11,  1,     10,2,19960727, 318, 74.5800,  -6.7500, 3460,    748.9,  -0.8820,  34.8780,2,  34.8810,2,    334.8,2,     6.93,2,    15.80,2,     0.91,2,    4.725,   2,    2.363,   2,    0.428,   3,    5.921,   2,     0.99,   2,   2154.7,2,   2277.0,2,  -0.9082
  74JC19960720,   GNS,    11,  1,      9,2,19960727, 318, 74.5800,  -6.7500, 3460,   1001.6,  -0.8910,  34.8790,2,  34.8840,2,    332.2,2,     7.51,2,    15.80,2,     0.91,2,    4.133,   2,    2.025,   2,    0.344,   2,    5.760,   2,     1.01,   2,   2154.3,2,   2290.0,2,  -0.9284
  74JC19960720,   GNS,    11,  1,      8,2,19960727, 318, 74.5800,  -6.7500, 3460,   1253.8,  -0.8080,  34.8920,2,  34.8960,2,    318.7,2,     8.59,2,    16.68,2,     0.95,2,    2.699,   2,    1.264,   2,    0.216,   2,    4.141,   2,      0.5,   2,   2157.0,2,   -999.0,9,  -0.8585
  74JC19960720,   GNS,    11,  1,      7,2,19960727, 318, 74.5800,  -6.7500, 3460,   1506.4,  -0.8090,  34.9020,2,  34.9050,2,    307.8,2,     9.76,2,    17.17,2,     0.98,2,    1.416,   2,    0.596,   2,    0.078,   2,    2.926,   2,     0.25,   2,   2155.0,2,   2278.0,2,  -0.8731
  74JC19960720,   GNS,    11,  1,      6,2,19960727, 318, 74.5800,  -6.7500, 3460,   1759.3,  -0.8900,  34.9030,2,  34.9050,2,    309.1,2,    10.15,2,    17.27,2,     0.98,2,    1.184,   2,    0.501,   2,    0.097,   2,    2.633,   2,     0.16,   2,   2155.9,2,   2286.0,2,  -0.9677
  74JC19960720,   GNS,    11,  1,      5,2,19960727, 318, 74.5800,  -6.7500, 3460,   2012.0,  -0.9310,  34.9030,2,  34.9040,2,    310.0,2,    10.54,2,    17.27,2,     0.97,2,    1.112,   2,    0.501,   2,    0.057,   2,    2.667,   2,     -999,   9,   2156.8,2,   2279.0,2,  -1.0237
  74JC19960720,   GNS,    11,  1,      4,2,19960727, 318, 74.5800,  -6.7500, 3460,   2520.9,  -0.9650,  34.9010,2,  34.9040,2,    311.3,2,    10.83,2,    17.27,2,     0.98,2,    0.879,   2,    0.469,   2,    0.042,   2,    2.410,   2,     -999,   9,   2156.6,2,   2279.0,2,  -1.0915
  74JC19960720,   GNS,    11,  1,      3,2,19960727, 318, 74.5800,  -6.7500, 3460,   3028.1,  -0.9800,  34.9000,2,  34.9000,2,    317.8,2,    11.22,2,    17.27,2,     0.98,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     -999,   9,   2155.2,2,   -999.0,9,  -1.1446
  74JC19960720,   GNS,    11,  1,      1,2,19960727, 318, 74.5800,  -6.7500, 3460,   3450.0,  -0.9740,  34.8970,2,  34.8985,2,    313.9,2,    11.41,2,    16.68,3,     0.93,3,    0.824,   2,    0.406,   2,    0.037,   2,    2.585,   2,     0.11,   2,   2157.0,2,   2293.0,2,  -1.1738
  74JC19960720,   GNS,    12,  1,     24,2,19960727, 842, 75.0000,  -7.0000, 3455,      0.0,   2.9710,  31.7870,2,  31.7950,2,    363.9,2,     0.00,2,     0.00,2,     0.05,2,    5.404,   2,    3.194,   2,    0.533,   2, -999.000,   9,     1.69,   2,   1927.0,2,   2099.0,2,   2.9710
  74JC19960720,   GNS,    12,  1,     23,2,19960727, 842, 75.0000,  -7.0000, 3455,      1.4,   2.8920,  31.8310,2,  31.9370,2,    360.0,2,     0.10,2,     0.20,2,     0.07,2,    5.889,   2,    2.733,   2,    0.587,   2, -999.000,   9,     1.63,   2,   1937.8,2,   2108.0,2,   2.8919
  74JC19960720,   GNS,    12,  1,     22,2,19960727, 842, 75.0000,  -7.0000, 3455,     11.7,   0.9140,  33.3910,2,  33.9590,2,    410.0,2,     3.22,2,     5.66,2,     0.40,2,    5.748,   2,    3.128,   2,    0.545,   2, -999.000,   9,     1.57,   2,   2051.7,2,   2230.0,2,   0.9135
  74JC19960720,   GNS,    12,  1,     21,2,19960727, 842, 75.0000,  -7.0000, 3455,     21.9,  -0.8450,  34.4840,2,  34.5330,2,    393.9,2,     4.68,2,     8.68,2,     0.57,2,    6.077,   2,    2.747,   2,    0.562,   2, -999.000,   9,     1.47,   2,   2101.4,2,   2260.0,2,  -0.8456
  74JC19960720,   GNS,    12,  1,     20,2,19960727, 842, 75.0000,  -7.0000, 3455,     42.4,  -0.9470,  34.6970,2,  34.6970,2,    360.9,2,     5.46,2,    12.49,2,     0.76,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.29,   2,   2133.0,2,   2269.0,2,  -0.9482
  74JC19960720,   GNS,    12,  1,     19,2,19960727, 842, 75.0000,  -7.0000, 3455,     67.9,  -0.5390,  34.7820,2,  34.7930,2,    338.7,2,     5.85,2,    14.83,2,     0.86,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.35,   2,   2143.7,2,   2265.0,2,  -0.5411
  74JC19960720,   GNS,    12,  1,     18,2,19960727, 842, 75.0000,  -7.0000, 3455,     93.1,  -0.3540,  34.8460,2,  34.8310,2,    339.6,2,     6.05,2,    15.22,2,     0.87,2,    4.539,   2,    2.244,   2,    0.409,   2, -999.000,   9,     1.05,   2,   2146.1,2,   2274.0,2,  -0.3571
  74JC19960720,   GNS,    12,  1,     17,2,19960727, 842, 75.0000,  -7.0000, 3455,    119.0,  -0.1470,  34.8610,2,  34.8690,2,    327.4,2,     6.34,2,    15.41,2,     0.89,2,    4.286,   2,    2.013,   2,    0.377,   2,    6.436,   2,     0.96,   2,   2150.2,2,   2274.0,2,  -0.1512
  74JC19960720,   GNS,    12,  1,     16,2,19960727, 842, 75.0000,  -7.0000, 3455,    144.6,  -0.1230,  34.8790,2,  34.8810,2,    323.9,2,     6.54,2,    15.61,2,     0.90,2,    3.821,   2,    1.845,   2,    0.334,   2,    5.746,   2,     0.99,   2,   2150.0,2,   2278.0,2,  -0.1282
  74JC19960720,   GNS,    12,  1,     15,2,19960727, 842, 75.0000,  -7.0000, 3455,    195.4,  -0.3340,  34.8750,2,  34.8840,2,    323.9,2,     6.93,2,    15.61,2,     0.90,2,    3.823,   2,    1.738,   2,    0.321,   2,    5.724,   2,     0.78,   2,   2155.4,2,   2274.0,2,  -0.3408
  74JC19960720,   GNS,    12,  1,     14,2,19960727, 842, 75.0000,  -7.0000, 3455,    246.8,  -0.4410,  34.8800,2,  34.8860,2,    332.2,2,     6.83,2,    15.71,2,     0.90,2,    3.758,   2,    1.832,   2,    0.330,   2,    5.560,   2,     0.85,   2,   2154.5,2,   2293.0,2,  -0.4494
  74JC19960720,   GNS,    12,  1,     13,2,19960727, 842, 75.0000,  -7.0000, 3455,    297.5,  -0.5390,  34.8790,2,  34.8870,2,    326.1,2,     7.12,2,    15.90,2,     0.90,2,    3.874,   2,    1.775,   2,    0.322,   2,    5.823,   2,     0.83,   2,   2155.1,2,   2271.0,2,  -0.5490
  74JC19960720,   GNS,    12,  1,     12,2,19960727, 842, 75.0000,  -7.0000, 3455,    397.1,  -0.6620,  34.8780,2,  34.8850,2,    330.0,2,     7.32,2,    15.90,2,     0.89,2,    3.621,   2,    1.732,   2,    0.312,   2,    5.358,   2,     0.78,   2,   2156.4,2,   2277.0,2,  -0.6754
  74JC19960720,   GNS,    12,  1,     11,2,19960727, 842, 75.0000,  -7.0000, 3455,    497.2,  -0.7660,  34.8760,2,  34.8830,2,    329.1,2,     7.22,2,    16.00,2,     0.93,2,    3.762,   2,    1.681,   2,    0.325,   2,    5.783,   2,     0.74,   2,   2155.4,2,   2272.0,2,  -0.7827
  74JC19960720,   GNS,    12,  1,     10,2,19960727, 842, 75.0000,  -7.0000, 3455,    749.1,  -0.8720,  34.8750,2,  34.8820,2,    336.1,2,     7.41,2,    15.90,2,     0.92,2,    3.768,   2,    1.858,   2,    0.332,   2,    5.717,   2,     0.85,   2,   2158.6,2,   2277.0,2,  -0.8983
  74JC19960720,   GNS,    12,  1,      9,2,19960727, 842, 75.0000,  -7.0000, 3455,   1002.1,  -0.8760,  34.8790,2,  34.8860,2,    330.0,2,     7.71,2,    16.10,2,     0.93,2,    3.614,   2,    1.660,   2,    0.303,   2,    5.671,   2,     0.71,   2,   2156.4,2,   2270.0,2,  -0.9135
  74JC19960720,   GNS,    12,  1,      8,2,19960727, 842, 75.0000,  -7.0000, 3455,   1247.6,  -0.7700,  34.8960,2,  34.9020,2,    309.6,2,     9.27,2,    17.07,2,     0.98,2,    1.568,   2,    0.760,   2,    0.122,   2,    3.442,   2,      0.2,   2,   2157.2,2,   2298.0,2,  -0.8206
  74JC19960720,   GNS,    12,  1,      7,2,19960727, 842, 75.0000,  -7.0000, 3455,   1506.1,  -0.8430,  34.8990,2,  34.9050,2,    314.8,2,    10.15,2,    17.27,2,     0.98,2,    1.253,   2,    0.496,   2,    0.073,   2,    3.013,   2,     0.18,   2,   2159.7,2,   2278.0,2,  -0.9067
  74JC19960720,   GNS,    12,  1,      6,2,19960727, 842, 75.0000,  -7.0000, 3455,   1746.3,  -0.9020,  34.9000,2,  34.9040,2,    320.9,3,    10.44,2,    17.37,2,     0.99,2,    0.981,   2,    0.493,   2,    0.066,   2,    2.801,   2,     0.09,   2,   2157.6,2,   2281.0,2,  -0.9787
  74JC19960720,   GNS,    12,  1,      5,2,19960727, 842, 75.0000,  -7.0000, 3455,   2010.3,  -0.9360,  34.8990,2,  34.9050,2,    310.0,2,    10.63,2,    17.37,2,     1.00,2,    1.247,   2,    0.761,   3,    0.114,   3,    2.841,   2,     0.08,   2,   2158.6,2,   2279.0,2,  -1.0285
  74JC19960720,   GNS,    12,  1,      4,2,19960727, 842, 75.0000,  -7.0000, 3455,   2520.1,  -0.9700,  34.8990,2,  34.9030,2,   -999.0,9,    11.02,2,    17.56,2,     0.99,2,    0.750,   2,    0.417,   2,    0.038,   2,    2.562,   2,     0.08,   2,   2155.4,2,   2275.0,2,  -1.0964
  74JC19960720,   GNS,    12,  1,      3,2,19960727, 842, 75.0000,  -7.0000, 3455,   3028.9,  -0.9850,  34.8970,2,  34.9000,2,    313.0,2,    11.12,2,    17.37,2,     0.98,2,    0.830,   2,    0.293,   2,    0.032,   2,    2.785,   2,     0.08,   2,   2157.2,2,   2297.0,2,  -1.1496
  74JC19960720,   GNS,    12,  1,      1,2,19960727, 842, 75.0000,  -7.0000, 3455,   3444.6,  -0.9760,  34.8950,2,  34.8985,2,    313.9,2,    11.71,2,    17.37,2,     0.96,2,    0.740,   2,    0.297,   2,    0.032,   2,    2.773,   2,     0.09,   2,   2157.1,2,   2280.0,2,  -1.1753
  74JC19960720,   GNS,    13,  1,     18,2,19960727,2220, 76.1915,  -9.5976,  260,     -0.2,  -0.0800,  30.7550,2,  30.8370,2,    380.6,2,     0.82,2,    -0.03,2,     0.51,3, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   1967.3,2,   2117.6,3,  -0.0800
  74JC19960720,   GNS,    13,  1,     17,2,19960727,2220, 76.1915,  -9.5976,  260,      5.8,  -0.3890,  31.1350,2,  31.2010,2,    395.7,2,     0.82,2,    -0.03,2,     0.48,3, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   1994.5,2,   2140.9,3,  -0.3891
  74JC19960720,   GNS,    13,  1,     16,2,19960727,2220, 76.1915,  -9.5976,  260,     16.3,  -1.1570,  32.6700,2,  32.7500,2,    410.5,2,     1.97,2,     0.71,2,     0.76,3, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2082.7,2,   2228.8,3,  -1.1574
  74JC19960720,   GNS,    13,  1,     15,2,19960727,2220, 76.1915,  -9.5976,  260,     25.9,  -1.5640,  33.2670,2,  33.2710,2,    378.4,2,     4.69,2,     3.47,2,     0.63,3, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2122.0,2,   2241.2,3,  -1.5645
  74JC19960720,   GNS,    13,  1,     14,2,19960727,2220, 76.1915,  -9.5976,  260,     46.4,  -1.6600,  33.6030,2,  33.6520,2,    345.0,2,     7.58,3,     8.35,2,     0.72,3, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2136.2,2,   2251.6,3,  -1.6609
  74JC19960720,   GNS,    13,  1,     13,2,19960727,2220, 76.1915,  -9.5976,  260,     70.9,  -1.4760,  33.9700,2,  34.0250,2,    342.0,2,     6.66,2,    10.20,2,     0.67,2, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2129.3,2,   2248.8,2,  -1.4775
  74JC19960720,   GNS,    13,  1,     12,2,19960727,2220, 76.1915,  -9.5976,  260,     96.8,  -1.3580,  34.1510,2,  34.2060,2,    329.5,2,     5.96,2,    11.39,2,     0.71,2, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2122.6,2,   2251.7,2,  -1.3603
  74JC19960720,   GNS,    13,  1,     11,2,19960727,2220, 76.1915,  -9.5976,  260,    121.9,  -0.7090,  34.3830,2,  34.4170,2,    319.1,2,     6.31,2,    12.68,2,     0.77,2, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2132.3,2,   2252.1,2,  -0.7126
  74JC19960720,   GNS,    13,  1,     10,2,19960727,2220, 76.1915,  -9.5976,  260,    146.9,   0.3230,  34.5650,2,  34.5610,2,    307.6,2,     7.06,2,    13.97,2,     0.83,2, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2136.5,2,   2263.9,2,   0.3173
  74JC19960720,   GNS,    13,  1,      9,2,19960727,2220, 76.1915,  -9.5976,  260,    197.6,   1.9010,  34.8840,2,  34.8900,2,    306.3,2,     6.37,2,    15.08,2,     0.86,2, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2144.0,2,   2287.5,2,   1.8905
  74JC19960720,   GNS,    13,  1,      1,2,19960727,2220, 76.1915,  -9.5976,  260,    249.8,   1.0820,  34.8830,2,  34.8900,2,    299.3,3,     7.70,3,    15.72,2,     0.88,2, -999.000,-999, -999.000,-999, -999.000,-999, -999.000,-999,     -999,-999,   2151.6,2,   2278.5,2,   1.0703
  74JC19960720,   GNS,    14,  1,     24,2,19960728, 445, 75.9800,  -8.7000,  768,      4.8,  -0.4760,  31.7270,2,  31.9460,2,    373.9,2,     5.46,2,     1.66,2,     0.35,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.47,   2,   1995.6,2,   2143.0,2,  -0.4761
  74JC19960720,   GNS,    14,  1,     23,2,19960728, 445, 75.9800,  -8.7000,  768,     10.1,  -0.5900,  32.0210,2,  32.4860,2,    372.6,2,     4.98,2,     2.24,2,     0.36,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.32,   2,   -999.0,9,   -999.0,9,  -0.5903
  74JC19960720,   GNS,    14,  1,     22,2,19960728, 445, 75.9800,  -8.7000,  768,     20.1,   0.0490,  33.4710,2,  33.8380,2,    361.7,2,     3.90,2,     4.59,2,     0.47,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.21,   2,   2077.0,2,   2238.0,2,   0.0483
  74JC19960720,   GNS,    14,  1,     21,2,19960728, 445, 75.9800,  -8.7000,  768,     29.9,   1.2230,  34.2240,2,  34.2680,2,    356.5,2,     3.80,2,     5.27,2,     0.52,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.21,   2,   -999.0,9,   -999.0,9,   1.2217
  74JC19960720,   GNS,    14,  1,     20,2,19960728, 445, 75.9800,  -8.7000,  768,     39.9,   0.6600,  34.4620,2,  34.5440,2,    324.4,2,     5.17,2,     9.66,2,     0.68,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.96,   2,   -999.0,9,   -999.0,9,   0.6584
  74JC19960720,   GNS,    14,  1,     19,2,19960728, 445, 75.9800,  -8.7000,  768,     49.8,   1.0250,  34.6160,2,  34.6630,2,    313.9,2,     6.15,2,    11.80,2,     0.74,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.87,   2,   2132.2,2,   2271.0,2,   1.0228
  74JC19960720,   GNS,    14,  1,     18,2,19960728, 445, 75.9800,  -8.7000,  768,     74.7,   1.5380,  34.7740,2,  34.7790,2,    311.7,2,     5.95,2,    12.98,2,     0.79,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.91,   2,   -999.0,9,   -999.0,9,   1.5343
  74JC19960720,   GNS,    14,  1,     17,2,19960728, 445, 75.9800,  -8.7000,  768,    100.2,   2.3490,  34.9150,2,  34.9290,2,    315.6,2,     5.37,2,    14.24,2,     0.80,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.19,   2,   2141.4,2,   2281.0,2,   2.3434
  74JC19960720,   GNS,    14,  1,     16,2,19960728, 445, 75.9800,  -8.7000,  768,    124.7,   2.4370,  34.9530,2,  34.9590,2,    320.9,2,     5.37,2,    15.02,2,     0.82,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.16,   2,   -999.0,9,   -999.0,9,   2.4299
  74JC19960720,   GNS,    14,  1,     15,2,19960728, 445, 75.9800,  -8.7000,  768,    149.8,   2.4360,  34.9680,2,  34.9720,2,    316.1,2,     5.46,2,    14.44,2,     0.80,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.17,   2,   2143.7,2,   2284.0,2,   2.4274
  74JC19960720,   GNS,    14,  1,     14,2,19960728, 445, 75.9800,  -8.7000,  768,    175.0,   2.4040,  34.9760,2,  34.9840,2,    317.0,2,     5.46,2,    14.54,2,     0.81,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.29,   2,   -999.0,9,   -999.0,9,   2.3940
  74JC19960720,   GNS,    14,  1,     13,2,19960728, 445, 75.9800,  -8.7000,  768,    200.0,   2.3600,  34.9810,2,  34.9890,2,    318.3,2,     5.46,2,    14.63,2,     0.81,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.19,   2,   2145.3,2,   2287.0,2,   2.3486
  74JC19960720,   GNS,    14,  1,     12,2,19960728, 445, 75.9800,  -8.7000,  768,    225.2,   2.3490,  34.9910,2,  34.9960,2,    317.4,2,     5.56,2,    14.54,2,     0.80,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.17,   2,   -999.0,9,   -999.0,9,   2.3361
  74JC19960720,   GNS,    14,  1,     11,2,19960728, 445, 75.9800,  -8.7000,  768,    250.1,   2.3390,  34.9940,2,  35.0010,2,    317.8,2,     5.46,2,    14.93,2,     0.82,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.18,   2,   2146.0,2,   2283.0,2,   2.3246
  74JC19960720,   GNS,    14,  1,     10,2,19960728, 445, 75.9800,  -8.7000,  768,    274.6,   2.2960,  34.9930,2,  34.9990,2,    318.3,2,     5.66,2,    14.93,2,     0.83,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.19,   2,   -999.0,9,   -999.0,9,   2.2803
  74JC19960720,   GNS,    14,  1,      9,2,19960728, 445, 75.9800,  -8.7000,  768,    300.0,   2.0900,  34.9780,2,  34.9840,2,    318.7,2,     5.66,2,    14.93,2,     0.81,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     -999,   9,   2145.0,2,   2284.0,2,   2.0733
  74JC19960720,   GNS,    14,  1,      8,2,19960728, 445, 75.9800,  -8.7000,  768,    325.1,   1.8780,  34.9610,2,  34.9690,2,    315.2,2,     5.85,2,    15.02,2,     0.81,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.17,   2,   -999.0,9,   -999.0,9,   1.8604
  74JC19960720,   GNS,    14,  1,      7,2,19960728, 445, 75.9800,  -8.7000,  768,    350.0,   1.7250,  34.9540,2,  34.9590,2,    315.2,2,     5.95,2,    15.02,2,     0.83,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.97,   2,   2147.7,2,   2281.0,2,   1.7064
  74JC19960720,   GNS,    14,  1,      6,2,19960728, 445, 75.9800,  -8.7000,  768,    400.2,   1.1110,  34.9100,2,  34.9180,2,    307.8,2,     6.24,2,    15.12,2,     0.84,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.66,   2,   2148.9,2,   2281.0,2,   1.0916
  74JC19960720,   GNS,    14,  1,      5,2,19960728, 445, 75.9800,  -8.7000,  768,    450.1,   0.9190,  34.9040,2,  34.9140,2,    307.8,2,     6.24,2,    15.12,2,     0.85,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.62,   2,   -999.0,9,   -999.0,9,   0.8977
