EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,DEGC
  74JC19960720,   GNS,    14,  1,      4,2,19960728, 445, 75.9800,  -8.7000,  768,    500.7,   0.7470,  34.9040,2,  34.9070,2,    309.6,2,     6.63,2,    15.22,2,     0.86,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.61,   2,   2147.7,2,   2281.0,2,   0.7238
  74JC19960720,   GNS,    14,  1,      3,2,19960728, 445, 75.9800,  -8.7000,  768,    549.8,   0.3730,  34.8810,2,  34.8910,2,    305.6,2,     7.02,2,    15.32,2,     0.87,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     -999,   9,   -999.0,9,   -999.0,9,   0.3490
  74JC19960720,   GNS,    14,  1,      1,2,19960728, 445, 75.9800,  -8.7000,  768,    606.3,   0.4275,  34.9000,2,  34.9110,0,    320.4,2,     6.44,3,    15.22,2,     0.85,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.86,   2,   2149.6,2,   2280.0,2,   0.4004
  74JC19960720,   GNS,    16,  1,     24,2,19960728,1505, 75.7200,  -5.7100, 3360,      0.0,  -0.2040,  31.1450,2,  31.0800,2,    371.3,2,     4.98,2,     0.88,2,     0.31,2,    7.256,   2,    3.387,   2,    0.638,   2, -999.000,   9,      1.5,   2,   1919.5,2,   2077.0,2,  -0.2040
  74JC19960720,   GNS,    16,  1,     23,2,19960728,1505, 75.7200,  -5.7100, 3360,      6.0,   0.1590,  31.7560,2,  31.9740,2,    372.6,2,     4.10,2,     1.37,2,     0.33,2,    6.674,   2,    3.221,   2,    0.625,   2,    8.970,   2,     1.32,   2,   1980.6,2,   2143.0,2,   0.1588
  74JC19960720,   GNS,    16,  1,     22,2,19960728,1505, 75.7200,  -5.7100, 3360,     15.6,   2.8100,  34.4530,2,  34.5760,2,    371.3,2,     2.73,2,     6.15,2,     0.56,2,    5.639,   2,    2.757,   2,    0.490,   2,   10.993,   3,      1.2,   2,   2087.3,2,   2271.0,2,   2.8091
  74JC19960720,   GNS,    16,  1,     21,2,19960728,1505, 75.7200,  -5.7100, 3360,     25.7,   2.0510,  34.8850,2,  34.8610,2,    361.3,2,     4.88,2,    11.41,2,     0.81,2,    4.061,   3,    2.227,   2,    0.373,   2,    5.297,   2,     1.27,   2,   2129.9,2,   2282.0,2,   2.0496
  74JC19960720,   GNS,    16,  1,     20,2,19960728,1505, 75.7200,  -5.7100, 3360,     45.4,   2.0940,  34.9410,2,  34.9530,2,    343.0,2,     5.66,2,    15.02,2,     0.88,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.17,   2,   2143.5,2,   2284.0,2,   2.0916
  74JC19960720,   GNS,    16,  1,     19,2,19960728,1505, 75.7200,  -5.7100, 3360,     70.3,   2.1860,  34.9760,2,  34.9810,2,   -999.0,9,     5.66,2,    14.93,2,     0.86,2,    5.148,   2,    2.552,   2,    0.433,   2,    5.314,   2,     1.17,   2,   2141.9,2,   2286.0,2,   2.1822
  74JC19960720,   GNS,    16,  1,     18,2,19960728,1505, 75.7200,  -5.7100, 3360,     95.7,   1.8000,  34.9550,2,  34.9610,2,    322.6,2,     5.85,2,    15.02,2,     0.86,2,    4.896,   2,    2.587,   2,    0.402,   2,    5.146,   2,     1.08,   2,   2144.1,2,   2283.0,2,   1.7951
  74JC19960720,   GNS,    16,  1,     17,2,19960728,1505, 75.7200,  -5.7100, 3360,    120.5,   1.4110,  34.9290,2,  34.9420,2,    323.0,2,     6.05,2,    15.22,2,     0.87,2,    4.973,   2,    2.457,   2,    0.418,   2,    5.186,   2,     1.02,   2,   2142.5,2,   2282.0,2,   1.4051
  74JC19960720,   GNS,    16,  1,     16,2,19960728,1505, 75.7200,  -5.7100, 3360,    146.2,   1.2420,  34.9330,2,  34.9400,2,    329.6,2,     6.15,2,    15.22,2,     0.88,2,    4.503,   2,    2.283,   2,    0.384,   2,    4.840,   2,     0.93,   2,   2145.1,2,   2284.0,2,   1.2351
  74JC19960720,   GNS,    16,  1,     15,2,19960728,1505, 75.7200,  -5.7100, 3360,    196.3,   0.4690,  34.8980,2,  34.9100,2,    323.5,2,     6.34,2,    15.41,2,     0.88,2,    4.548,   2,    2.230,   2,    0.379,   2,    4.990,   2,     0.93,   2,   2146.2,2,   2282.0,2,   0.4609
  74JC19960720,   GNS,    16,  1,     14,2,19960728,1505, 75.7200,  -5.7100, 3360,    246.3,   0.1310,  34.8930,2,  34.9020,2,    317.4,2,     6.93,2,    15.61,2,     0.90,2,    3.279,   2,    1.582,   2,    0.248,   2,    3.744,   2,     0.53,   2,   2147.2,2,   2280.0,2,   0.1214
  74JC19960720,   GNS,    16,  1,     13,2,19960728,1505, 75.7200,  -5.7100, 3360,    296.9,  -0.0110,  34.8940,2,  34.9040,2,    320.0,2,     7.02,2,    15.51,2,     0.90,2,    3.436,   2,    1.652,   2,    0.249,   2,    3.970,   2,     0.59,   2,   2149.7,2,   2277.0,2,  -0.0224
  74JC19960720,   GNS,    16,  1,     12,2,19960728,1505, 75.7200,  -5.7100, 3360,    397.3,  -0.2560,  34.8940,2,  34.9040,2,    337.4,2,     6.83,2,    15.71,2,     0.88,2,    4.557,   2,    2.298,   2,    0.386,   2,    5.070,   2,     0.87,   2,   2150.2,2,   2277.0,2,  -0.2707
  74JC19960720,   GNS,    16,  1,     11,2,19960728,1505, 75.7200,  -5.7100, 3360,    497.9,  -0.4260,  34.8890,2,  34.8990,2,    331.3,2,     6.93,2,    15.90,2,     0.91,2,    4.370,   2,    2.169,   2,    0.374,   2,    4.859,   2,     0.83,   2,   2150.9,2,   2278.0,2,  -0.4442
  74JC19960720,   GNS,    16,  1,     10,2,19960728,1505, 75.7200,  -5.7100, 3360,    749.9,  -0.7680,  34.8750,2,  34.8870,2,    332.6,2,     7.32,2,    16.00,2,     0.92,2,    4.474,   2,    2.210,   2,    0.373,   2,    4.997,   2,     0.81,   2,   2152.8,2,   2274.0,2,  -0.7950
  74JC19960720,   GNS,    16,  1,      9,2,19960728,1505, 75.7200,  -5.7100, 3360,   1000.9,  -0.8780,  34.8710,2,  34.8830,2,    333.9,2,     7.41,2,    16.10,2,     0.92,2,    4.304,   2,    2.112,   2,    0.360,   2,    4.771,   2,     0.83,   2,   2152.0,2,   2277.0,2,  -0.9154
  74JC19960720,   GNS,    16,  1,      8,2,19960728,1505, 75.7200,  -5.7100, 3360,   1253.4,  -0.7940,  34.8850,2,  34.8960,2,    325.2,2,     8.78,2,    16.49,2,     0.95,2,    2.603,   2,    1.256,   2,    0.199,   2,    3.255,   2,     0.39,   2,   2152.9,2,   2290.0,2,  -0.8446
  74JC19960720,   GNS,    16,  1,      7,2,19960728,1505, 75.7200,  -5.7100, 3360,   1505.8,  -0.8060,  34.8950,2,  34.9060,2,    325.2,3,    10.05,2,    17.37,2,     0.98,2,    1.540,   2,    0.820,   2,    0.111,   2,    2.173,   2,     0.15,   2,   2153.4,2,   2278.0,2,  -0.8701
  74JC19960720,   GNS,    16,  1,      6,2,19960728,1505, 75.7200,  -5.7100, 3360,   1760.0,  -0.8840,  34.8950,2,  34.9040,2,    321.3,3,     9.37,3,    17.37,2,     0.99,2,    1.201,   2,    0.566,   2,    0.073,   2,    2.002,   2,     0.12,   2,   2155.1,2,   2286.0,2,  -0.9618
  74JC19960720,   GNS,    16,  1,      5,2,19960728,1505, 75.7200,  -5.7100, 3360,   2013.0,  -0.9240,  34.8940,2,  34.9040,2,    321.3,3,    10.73,2,    17.37,2,     0.99,2,    1.180,   2,    0.419,   2,    0.045,   2,    2.013,   2,     0.12,   2,   2154.3,2,   2279.0,2,  -1.0168
  74JC19960720,   GNS,    16,  1,      4,2,19960728,1505, 75.7200,  -5.7100, 3360,   2520.6,  -0.9460,  34.8970,2,  34.9050,2,    319.1,2,    11.12,2,    17.76,2,     1.01,2,    0.941,   2,    0.369,   2, -999.000,   9,    1.856,   2,     0.08,   2,   2151.1,2,   2280.0,2,  -1.0729
  74JC19960720,   GNS,    16,  1,      3,2,19960728,1505, 75.7200,  -5.7100, 3360,   3029.6,  -0.9640,  34.8930,2,  34.9000,2,    319.6,2,    11.22,2,    17.56,2,     0.99,2,    0.972,   2,    0.438,   2,    0.040,   2,    2.004,   2,     0.08,   2,   2154.3,2,   2279.0,2,  -1.1291
  74JC19960720,   GNS,    16,  1,      1,2,19960728,1505, 75.7200,  -5.7100, 3360,   3350.5,  -0.9840,  34.8910,2,  34.8985,2,    317.4,2,    11.80,2,    17.56,2,     0.98,2,    0.938,   2,    0.422,   2,    0.031,   2,    2.170,   2,     0.08,   2,   2155.2,2,   2278.0,2,  -1.1750
  74JC19960720,   GNS,    17,  1,     23,2,19960728,2033, 75.7300,  -7.7600, 2548,      0.2,   1.3860,  31.4080,2,  31.4240,2,    366.5,2,     4.20,2,     0.59,2,     0.16,2,    6.596,   2,    3.546,   2,    0.598,   2,    8.296,   2,     1.67,   2,   1924.0,2,   2089.0,2,   1.3860
  74JC19960720,   GNS,    17,  1,     22,2,19960728,2033, 75.7300,  -7.7600, 2548,     11.2,   1.7180,  33.5580,2,  31.5760,2,    370.9,2,     4.39,2,     1.17,2,     0.20,2,    6.462,   2,    3.444,   2,    0.577,   2,    9.404,   2,     1.35,   2,   1952.3,2,   2111.0,2,   1.7175
  74JC19960720,   GNS,    17,  1,     21,2,19960728,2033, 75.7300,  -7.7600, 2548,     20.9,   0.1460,  34.3070,2,  34.1600,2,    360.0,2,     4.00,2,     6.34,2,     0.54,2,    5.626,   2,    2.647,   2,    0.466,   2,    5.760,   2,     1.21,   2,   2085.2,2,   2247.0,2,   0.1453
  74JC19960720,   GNS,    17,  1,     20,2,19960728,2033, 75.7300,  -7.7600, 2548,     32.2,   1.4350,  34.6710,2,  34.5850,2,    339.1,2,     4.59,2,     8.88,2,     0.64,2,    5.043,   2,    2.644,   2,    0.480,   2,    5.491,   2,     -999,   9,   2113.2,2,   2267.0,2,   1.4335
  74JC19960720,   GNS,    17,  1,     19,2,19960728,2033, 75.7300,  -7.7600, 2548,     52.2,   2.0750,  34.8710,2,  34.8540,2,    322.6,2,     5.66,2,    13.07,2,     0.79,2,    4.739,   2,    2.378,   2,    0.389,   2,    5.323,   2,     1.09,   2,   2136.1,2,   2286.0,2,   2.0722
  74JC19960720,   GNS,    17,  1,     18,2,19960728,2033, 75.7300,  -7.7600, 2548,     76.7,   2.1590,  34.9180,2,  34.9250,2,    319.6,2,     5.76,2,    14.44,2,     0.81,2,    5.037,   2,    2.452,   2,    0.415,   2,    5.379,   2,     1.08,   2,   2138.9,2,   2279.0,2,   2.1548
  74JC19960720,   GNS,    17,  1,     17,2,19960728,2033, 75.7300,  -7.7600, 2548,    102.5,   1.9870,  34.9210,2,  34.9420,2,    326.5,2,     5.95,2,    14.73,2,     0.81,2,    4.706,   2,    2.325,   2,    0.399,   2,    5.530,   2,     1.05,   2,   2142.9,2,   2291.0,2,   1.9815
  74JC19960720,   GNS,    17,  1,     16,2,19960728,2033, 75.7300,  -7.7600, 2548,    126.8,   2.0820,  34.9380,2,  34.9540,2,    321.3,2,     6.24,2,    14.83,2,     0.82,2,    4.896,   2,    2.500,   2,    0.415,   2,    5.604,   2,     1.07,   2,   2142.7,2,   2283.0,2,   2.0751
  74JC19960720,   GNS,    17,  1,     15,2,19960728,2033, 75.7300,  -7.7600, 2548,    153.1,   1.8790,  34.9340,2,  34.9370,2,    318.3,2,     6.44,2,    14.93,2,     0.83,2,    4.514,   2,    2.209,   2,    0.351,   2,    5.136,   2,     0.96,   2,   2143.6,2,   2285.0,2,   1.8709
  74JC19960720,   GNS,    17,  1,     14,2,19960728,2033, 75.7300,  -7.7600, 2548,    198.2,   2.1290,  34.9780,2,  34.9850,2,    322.6,2,     6.24,2,    15.12,2,     0.83,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.17,   2,   2145.3,2,   2285.0,2,   2.1180
  74JC19960720,   GNS,    17,  1,     13,2,19960728,2033, 75.7300,  -7.7600, 2548,    252.9,   1.6040,  34.9510,2,  34.9550,2,    321.3,2,     6.44,2,    15.61,2,     0.81,2,    4.511,   2,    2.201,   2,    0.370,   2,    5.128,   2,     0.93,   2,   2147.4,2,   2282.0,2,   1.5910
  74JC19960720,   GNS,    17,  1,     12,2,19960728,2033, 75.7300,  -7.7600, 2548,    300.6,   1.1820,  34.9250,2,  34.9360,2,    319.1,2,     6.83,2,    15.41,2,     0.83,2,    4.165,   2,    2.004,   2,    0.326,   2,    5.101,   2,     0.79,   2,   2142.3,2,   2281.0,2,   1.1675
  74JC19960720,   GNS,    17,  1,     11,2,19960728,2033, 75.7300,  -7.7600, 2548,    399.5,   0.6880,  34.9120,2,  34.9240,2,    323.0,2,     6.83,2,    15.61,2,     0.81,3,    3.991,   2,    1.920,   2,    0.313,   2,    4.910,   2,     0.78,   2,   2147.5,2,   2280.0,2,   0.6700
  74JC19960720,   GNS,    17,  1,     10,2,19960728,2033, 75.7300,  -7.7600, 2548,    499.8,   0.1890,  34.9030,2,  34.9130,2,    326.1,2,     7.41,2,    16.10,2,     0.95,2,    4.147,   2,    1.970,   2,    0.343,   2,    5.137,   2,     0.79,   2,   2149.9,2,   2279.0,2,   0.1681
  74JC19960720,   GNS,    17,  1,      9,2,19960728,2033, 75.7300,  -7.7600, 2548,    751.8,  -0.4810,  34.8840,2,  34.8960,2,    333.0,2,     7.51,2,    16.20,2,     0.92,2,    4.276,   2,    2.011,   2,    0.338,   2,    5.173,   2,     0.85,   2,   2153.0,2,   2278.0,2,  -0.5099
  74JC19960720,   GNS,    17,  1,      8,2,19960728,2033, 75.7300,  -7.7600, 2548,   1005.9,  -0.7340,  34.8770,2,  34.8890,2,    337.4,2,     7.32,2,    16.29,2,     0.94,2,    4.268,   2,    1.939,   2,    0.347,   2,    5.158,   2,     0.78,   2,   2156.1,2,   2276.0,2,  -0.7729
  74JC19960720,   GNS,    17,  1,      6,2,19960728,2033, 75.7300,  -7.7600, 2548,   1257.1,  -0.8140,  34.8790,2,  34.8910,2,    328.3,2,     8.49,2,    16.59,2,     0.96,2,    3.470,   2,    1.608,   2,    0.274,   2,    4.544,   2,     0.63,   2,   2154.7,2,   2276.0,2,  -0.8646
  74JC19960720,   GNS,    17,  1,      5,2,19960728,2033, 75.7300,  -7.7600, 2548,   1509.2,  -0.7410,  34.8940,2,  34.9040,2,    313.5,2,    10.05,2,    17.37,2,     0.98,2,    1.845,   2,    0.812,   2,    0.101,   2,    2.797,   2,     0.25,   2,   2158.0,2,   2279.0,2,  -0.8061
  74JC19960720,   GNS,    17,  1,      4,2,19960728,2033, 75.7300,  -7.7600, 2548,   1761.8,  -0.7800,  34.9030,2,  34.9110,2,    311.7,2,    10.93,2,    17.76,2,     1.01,2,    1.085,   2,    0.515,   2,    0.070,   2,    1.781,   2,      0.1,   2,   2158.2,2,   2279.0,2,  -0.8594
  74JC19960720,   GNS,    17,  1,      3,2,19960728,2033, 75.7300,  -7.7600, 2548,   2013.8,  -0.8460,  34.9040,2,  34.9100,2,    310.0,2,    11.32,2,    17.85,2,     1.04,3,    0.937,   2,    0.417,   2,    0.041,   2,    1.918,   2,     0.07,   2,   2155.6,2,   2279.0,2,  -0.9401
  74JC19960720,   GNS,    17,  1,      1,2,19960728,2033, 75.7300,  -7.7600, 2548,   2538.1,  -0.9880,  34.8960,2,  34.9020,2,    315.2,2,    11.61,2,    17.66,2,     1.01,2,    0.930,   2,    0.394,   2,    0.046,   2,    2.254,   2,    0.085,   2,   2155.4,2,   2279.0,2,  -1.1153
  74JC19960720,   GNS,    18,  1,     24,2,19960729, 219, 75.3200,  -6.2000, 3523,      0.3,   4.2980,  32.7040,2,  32.7220,2,    347.8,2,     0.00,2,     0.20,2,     0.05,2,    5.254,   2,    3.215,   2,    0.444,   2,    9.158,   2,     1.42,   2,   1976.6,2,   2158.0,2,   4.2980
  74JC19960720,   GNS,    18,  1,     23,2,19960729, 219, 75.3200,  -6.2000, 3523,      5.9,   3.8260,  32.7570,2,  32.7690,2,    352.2,2,     0.00,2,     0.29,2,     0.08,2,    5.545,   2,    2.631,   2,    0.503,   2,    7.144,   2,     1.32,   2,   1973.9,2,   2164.0,2,   3.8256
  74JC19960720,   GNS,    18,  1,     22,2,19960729, 219, 75.3200,  -6.2000, 3523,     15.4,   2.2360,  34.2680,2,  34.1620,2,    390.9,2,     2.34,2,     3.71,2,     0.31,2,    5.519,   2,    3.253,   2,    0.442,   2,    8.308,   2,     1.36,   2,   2068.4,2,   2252.0,2,   2.2352
  74JC19960720,   GNS,    18,  1,     21,2,19960729, 219, 75.3200,  -6.2000, 3523,     25.4,   0.3910,  34.5940,2,  34.6500,2,    381.7,2,     4.29,2,     8.88,2,     0.60,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,      1.4,   2,   2109.9,2,   2269.0,2,   0.3900
  74JC19960720,   GNS,    18,  1,     20,2,19960729, 219, 75.3200,  -6.2000, 3523,     45.3,  -0.1970,  34.7460,2,  34.7440,2,    355.2,2,     5.27,2,    12.20,2,     0.77,2,    5.735,   2,    2.652,   2,    0.483,   2,    7.112,   2,     1.32,   2,   2136.2,2,   2273.0,2,  -0.1985
  74JC19960720,   GNS,    18,  1,     19,2,19960729, 219, 75.3200,  -6.2000, 3523,     70.8,   0.3530,  34.8410,2,  34.8600,2,    328.7,2,     5.56,2,    14.54,2,     0.86,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.11,   2,   2145.0,2,   2275.0,2,   0.3502
  74JC19960720,   GNS,    18,  1,     18,2,19960729, 219, 75.3200,  -6.2000, 3523,     96.2,   0.6200,  34.8830,2,  34.8950,2,    321.7,2,     5.76,2,    15.02,2,     0.86,2,    4.119,   2,    2.094,   2,    0.323,   2,    4.753,   2,     0.96,   2,   2151.6,2,   2279.0,2,   0.6160
  74JC19960720,   GNS,    18,  1,     17,2,19960729, 219, 75.3200,  -6.2000, 3523,    121.3,   0.4360,  34.8830,2,  34.8980,2,    320.9,2,     5.85,2,    15.22,2,     0.87,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.88,   2,   2151.0,2,   2280.0,2,   0.4311
  74JC19960720,   GNS,    18,  1,     16,2,19960729, 219, 75.3200,  -6.2000, 3523,    147.3,   0.2100,  34.8780,2,  34.8920,2,    326.5,2,     6.05,2,    15.22,2,     0.88,2,    3.860,   2,    1.828,   2,    0.317,   2,    4.752,   2,     0.83,   2,   2151.3,2,   2275.0,2,   0.2043
  74JC19960720,   GNS,    18,  1,     15,2,19960729, 219, 75.3200,  -6.2000, 3523,    197.6,  -0.0160,  34.8810,2,  34.8950,2,    325.6,2,     6.34,2,    15.32,2,     0.89,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.77,   2,   2154.3,2,   2278.0,2,  -0.0234
  74JC19960720,   GNS,    18,  1,     14,2,19960729, 219, 75.3200,  -6.2000, 3523,    247.5,  -0.2300,  34.8790,2,  34.8890,2,    322.6,2,     6.34,2,    15.51,2,     0.91,2,    3.770,   2,    1.928,   2,    0.342,   2,    4.473,   2,     0.88,   2,   2154.8,2,   2273.0,2,  -0.2389
  74JC19960720,   GNS,    18,  1,     13,2,19960729, 219, 75.3200,  -6.2000, 3523,    296.3,  -0.3840,  34.8770,2,  34.8920,2,    323.5,2,     6.44,2,    15.51,2,     0.90,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.83,   2,   2161.4,2,   2278.0,2,  -0.3944
  74JC19960720,   GNS,    18,  1,     12,2,19960729, 219, 75.3200,  -6.2000, 3523,    397.4,  -0.5840,  34.8730,2,  34.8860,2,    328.7,2,     6.54,2,    15.51,2,     0.88,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.96,   2,   2156.8,2,   2272.0,2,  -0.5976
  74JC19960720,   GNS,    18,  1,     11,2,19960729, 219, 75.3200,  -6.2000, 3523,    498.1,  -0.7380,  34.8690,2,  34.8830,2,    330.0,2,     6.73,2,    15.61,2,     0.91,2,    4.212,   2,    1.968,   2,    0.319,   2,    4.776,   2,     0.94,   2,   2161.7,2,   2276.0,2,  -0.7549
  74JC19960720,   GNS,    18,  1,     10,2,19960729, 219, 75.3200,  -6.2000, 3523,    749.4,  -0.8640,  34.8680,2,  34.8830,2,    331.3,2,     6.83,2,    15.90,2,     0.91,2,    3.665,   2,    1.565,   2,    0.296,   2,    4.480,   2,     0.88,   2,   2160.3,2,   2277.0,2,  -0.8904
  74JC19960720,   GNS,    18,  1,      9,2,19960729, 219, 75.3200,  -6.2000, 3523,   1001.6,  -0.8870,  34.8700,2,  34.8840,2,    330.4,2,     7.12,2,    16.00,2,     0.94,2,    3.833,   2,    1.852,   2,    0.267,   2,    4.539,   2,     0.85,   2,   2160.4,2,   2285.0,2,  -0.9244
  74JC19960720,   GNS,    18,  1,      8,2,19960729, 219, 75.3200,  -6.2000, 3523,   1253.7,  -0.8790,  34.8730,2,  34.8870,2,    328.3,2,     7.32,2,    16.00,2,     0.94,2,    3.595,   2,    1.727,   2,    0.257,   2,    4.119,   2,     0.76,   2,   2161.8,2,   2278.0,2,  -0.9288
  74JC19960720,   GNS,    18,  1,      7,2,19960729, 219, 75.3200,  -6.2000, 3523,   1506.6,  -0.7890,  34.8910,2,  34.9050,2,    313.0,2,     9.66,2,    17.17,2,     1.00,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.15,   2,   2159.8,2,   2282.0,2,  -0.8534
  74JC19960720,   GNS,    18,  1,      6,2,19960729, 219, 75.3200,  -6.2000, 3523,   1759.3,  -0.8720,  34.8920,2,  34.9050,2,    306.1,2,    10.05,2,    17.27,2,     1.01,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.14,   2,   2164.6,2,   2275.0,2,  -0.9499
  74JC19960720,   GNS,    18,  1,      5,2,19960729, 219, 75.3200,  -6.2000, 3523,   2013.1,  -0.9200,  34.8940,2,  34.9040,2,    307.4,2,    10.15,2,    17.27,2,     1.00,2,    1.116,   2,    0.545,   2,    0.049,   2,    2.080,   2,     0.14,   2,   2162.0,2,   2283.0,2,  -1.0129
  74JC19960720,   GNS,    18,  1,      4,2,19960729, 219, 75.3200,  -6.2000, 3523,   2520.1,  -0.9640,  34.8940,2,  34.9050,2,    309.1,2,    10.73,2,    17.37,2,     0.99,2,    0.820,   2,    0.634,   3,    0.028,   2,    1.772,   2,      0.1,   2,   2163.3,2,   2281.0,2,  -1.0905
  74JC19960720,   GNS,    18,  1,      3,2,19960729, 219, 75.3200,  -6.2000, 3523,   3028.4,  -0.9810,  34.8920,2,  34.9010,2,    310.9,2,    11.02,2,    17.27,2,     0.98,2,    0.862,   2,    0.367,   2,    0.025,   2,    2.142,   2,     0.14,   2,   2160.7,2,   2287.0,2,  -1.1456
  74JC19960720,   GNS,    18,  1,      1,2,19960729, 219, 75.3200,  -6.2000, 3523,   3512.9,  -0.9680,  34.8890,2,  34.9000,2,    311.7,2,    11.51,2,    17.37,2,     0.98,2,    0.817,   2,    0.358,   2,    0.021,   2,    1.990,   2,    0.105,   2,   2160.2,2,   2276.0,2,  -1.1734
  74JC19960720,   GNS,    19,  1,     24,2,19960729, 753, 75.0000,  -4.9900, 3588,      0.1,   4.4790,  33.0200,2,  33.0390,2,    342.2,2,     0.00,2,     0.49,2,     0.08,2,    5.038,   2,    2.707,   2,    0.471,   2, -999.000,   9,     1.37,   2,   1987.4,2,   2188.0,2,   4.4790
  74JC19960720,   GNS,    19,  1,     23,2,19960729, 753, 75.0000,  -4.9900, 3588,      5.0,   4.2480,  33.0790,2,  33.4530,2,    363.5,2,     0.49,2,     1.37,2,     0.15,2,    5.402,   2,    2.564,   2,    0.490,   2,    6.960,   2,     1.35,   2,   2009.6,2,   2207.0,2,   4.2477
  74JC19960720,   GNS,    19,  1,     22,2,19960729, 753, 75.0000,  -4.9900, 3588,     15.2,   2.1590,  34.3600,2,  34.5030,2,    400.4,2,     1.27,2,     5.07,2,     0.37,2,    5.475,   2,    2.757,   2,    0.458,   2, -999.000,   9,     1.39,   2,   2068.5,2,   2268.0,2,   2.1582
  74JC19960720,   GNS,    19,  1,     21,2,19960729, 753, 75.0000,  -4.9900, 3588,     26.6,   0.7810,  34.7390,2,  34.7660,2,    360.9,2,     4.78,2,    10.83,2,     0.69,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,      1.3,   2,   2116.6,2,   2280.0,2,   0.7799
  74JC19960720,   GNS,    19,  1,     20,2,19960729, 753, 75.0000,  -4.9900, 3588,     45.6,   0.0150,  34.8020,2,  34.8290,2,    341.3,2,     5.56,2,    13.56,2,     0.81,2,    5.145,   2,    2.315,   2,    0.426,   2,    6.530,   2,      1.2,   2,   2134.6,2,   2276.0,2,   0.0134
  74JC19960720,   GNS,    19,  1,     19,2,19960729, 753, 75.0000,  -4.9900, 3588,     70.7,   0.3840,  34.8620,2,  34.8720,2,    330.0,2,     5.85,2,    14.83,2,     0.85,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     1.05,   2,   2140.4,2,   2282.0,2,   0.3812
  74JC19960720,   GNS,    19,  1,     18,2,19960729, 753, 75.0000,  -4.9900, 3588,     95.4,   0.2490,  34.8800,2,  34.8870,2,    329.6,2,     6.24,2,    15.41,2,     0.88,2,    4.076,   2,    2.009,   2,    0.290,   2,    5.019,   2,     0.95,   2,   2139.5,2,   2282.0,2,   0.2453
  74JC19960720,   GNS,    19,  1,     17,2,19960729, 753, 75.0000,  -4.9900, 3588,    120.7,  -0.1930,  34.8620,2,  34.8720,2,    327.0,2,     6.34,2,    15.51,2,     0.88,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.96,   2,   2145.2,2,   2281.0,2,  -0.1972
  74JC19960720,   GNS,    19,  1,     16,2,19960729, 753, 75.0000,  -4.9900, 3588,    146.6,  -0.1940,  34.8660,2,  34.8800,2,    326.1,2,     6.44,2,    16.20,2,     0.91,2,    4.089,   2,    1.982,   2,    0.337,   2,    5.068,   2,     0.91,   2,   2144.7,2,   2282.0,2,  -0.1992
  74JC19960720,   GNS,    19,  1,     15,2,19960729, 753, 75.0000,  -4.9900, 3588,    196.5,  -0.3630,  34.8770,2,  34.8850,2,    326.5,2,     6.63,2,    15.80,2,     0.90,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.91,   2,   2138.9,2,   2276.0,2,  -0.3697
  74JC19960720,   GNS,    19,  1,     14,2,19960729, 753, 75.0000,  -4.9900, 3588,    246.9,  -0.2870,  34.8880,2,  34.8990,2,    321.3,2,     6.93,2,    15.80,2,     0.90,2, -999.000,   9, -999.000,   9, -999.000,   9, -999.000,   9,     0.75,   2,   2141.4,2,   2286.0,2,  -0.2958
