BOTTLE,20181001PRINUNIVRMK
# processed by CCHDO on 2021-04-05, no processing
# 09/20/2018 Initialized README file   
# Data source: J.Jackson 8/29/17   
# SHIP: R/V Knorr  
# Cruise:   
# Region: Davis Strait  
# EXPOCODE:316N20150906  
# DATES: 20150906 - 201509XX  
# Chief Scientist: Craig Lee  
# 57 stations with 24 place Rosette  
# CTD: Who - B. Petrie; Status - final  
# 	Includes: CTDSAL, CTDOXY  
# 	Temperature data are IPTS-68   
# 	CTDSAL are pSS-78    
# TCARBN: Who - K.Azetsu-Scott; Status - final  
# 	Notes: 	  
# ALKALI: Who - K.Azetsu-Scott; Status - final  
# 	Notes:   
# CFC: Who - K.Azetsu-Scott; Status - final  
# 	Notes: includes 12 and SF6 
# These data should be cited as:  
# References that have used data from this cruise:  
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,BTL_DATE,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,
  316N20150906, Davis,    44,  1, 412836,     14,2,20150917,0301, 68.3168, -61.2120, 1715,     50.4,  -1.5307,  33.2092,2,    335.6,2,    3.001,2,     2.91,2,   2137.7,2,   2246.2,2, 20150917,      301
  316N20150906, Davis,    44,  1, 412837,     15,2,20150917,0301, 68.3168, -61.2120, 1715,     40.6,  -1.4234,  33.1029,2,    345.2,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,      301
  316N20150906, Davis,    44,  1, 412838,     16,2,20150917,0301, 68.3168, -61.2120, 1715,     30.2,  -1.2491,  32.8514,2,    376.7,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,      301
  316N20150906, Davis,    44,  1, 412839,     17,2,20150917,0301, 68.3168, -61.2120, 1715,     25.5,  -1.0481,  32.7565,2,    440.5,2,    3.066,2,    2.716,2,   2068.4,2,   2239.7,2, 20150917,      301
  316N20150906, Davis,    44,  1, 412840,     18,2,20150917,0301, 68.3168, -61.2120, 1715,     20.7,  -0.4593,  32.5769,2,    425.7,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,      301
  316N20150906, Davis,    44,  1, 412841,     19,2,20150917,0301, 68.3168, -61.2120, 1715,     10.4,   1.0951,  30.4712,2,    365.8,2, -999.000,9,     -999,9,   1969.7,2,   2094.6,2, 20150917,      301
  316N20150906, Davis,    44,  1, 412842,     20,2,20150917,0301, 68.3168, -61.2120, 1715,      5.9,   1.1153,  30.4147,2,    364.5,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,      301
  316N20150906, Davis,    44,  1, 412843,     21,2,20150917,0301, 68.3168, -61.2120, 1715,      1.7,   1.1061,  30.4397,2,    364.9,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,      301
  316N20150906, Davis,    44,  1, 412844,     22,2,20150917,0301, 68.3168, -61.2120, 1715,      1.7,   1.1179,  30.4207,2,    364.6,2,    2.929,2,    3.217,2,   1966.3,2,   2097.1,2, 20150917,      301
  316N20150906, Davis,    45,  1, 412845,      1,2,20150917,0733, 68.3960, -60.5022, 1631,   1619.4,  -0.1202,  34.4868,2,    117.0,2,    0.007,2,        0,2,   2274.6,2,   2293.9,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412846,      2,2,20150917,0733, 68.3960, -60.5022, 1631,   1419.4,  -0.0317,  34.4861,2,    122.2,2,    0.026,2,        0,2,   2262.4,2,   2293.8,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412847,      3,2,20150917,0733, 68.3960, -60.5022, 1631,   1215.9,   0.4151,  34.4888,2,    148.1,2,    0.138,2,        0,2,   2246.5,2,   2292.5,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412848,      4,2,20150917,0733, 68.3960, -60.5022, 1631,   1012.9,   0.8740,  34.4968,2,    172.4,2,    0.516,2,    0.228,2,   2227.5,2,   2287.6,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412849,      5,2,20150917,0733, 68.3960, -60.5022, 1631,    810.0,   1.3439,  34.5115,2,    192.0,2,    1.090,2,    0.555,2,   2215.7,2,   2290.7,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412850,      6,2,20150917,0733, 68.3960, -60.5022, 1631,    607.5,   1.8112,  34.5265,2,    216.8,2,    1.602,2,    1.125,2,   2197.0,2,   2289.1,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412851,      7,2,20150917,0733, 68.3960, -60.5022, 1631,    405.3,   2.7017,  34.5554,2,    238.6,2,    1.840,2,    1.582,2,   2180.6,2,   2289.7,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412852,      8,2,20150917,0733, 68.3960, -60.5022, 1631,    304.4,   2.3389,  34.4224,2,    238.4,2,    1.942,2,    1.465,2,   -999.0,9,   -999.0,9, 20150917,      733
  316N20150906, Davis,    45,  1, 412853,      9,2,20150917,0733, 68.3960, -60.5022, 1631,    203.0,   0.3803,  34.0012,2,    250.1,2,    2.293,2,    1.817,2,   2175.5,2,   2263.5,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412854,     10,2,20150917,0733, 68.3960, -60.5022, 1631,    101.6,  -1.5443,  33.5146,2,    313.9,2,    2.759,2,    2.735,2,   2146.3,2,   2251.5,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412855,     11,2,20150917,0733, 68.3960, -60.5022, 1631,     51.0,  -1.6231,  33.3101,2,    318.7,2,    2.825,2,    2.715,2,   2151.4,2,   2258.9,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412856,     12,2,20150917,0733, 68.3960, -60.5022, 1631,     25.0,  -1.4431,  32.9351,2,    345.0,2,    2.932,2,    2.585,2,   2130.5,2,   2251.6,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412857,     13,2,20150917,0733, 68.3960, -60.5022, 1631,     10.0,   1.8297,  29.8484,3,    351.6,2, -999.000,9,     -999,9,   1937.1,2,   2068.0,2, 20150917,      733
  316N20150906, Davis,    45,  1, 412858,     14,2,20150917,0733, 68.3960, -60.5022, 1631,      0.9,   1.8881,  29.8034,3,    350.5,2,    2.779,2,    3.296,2,   1923.5,2,   2054.1,2, 20150917,      733
  316N20150906, Davis,    46,  1, 412859,      1,2,20150917,1027, 68.4500, -60.1455, 1465,   1454.0,   0.0853,  34.4860,2,    130.9,2, -999.000,9,     -999,9,   2257.5,2,   2300.1,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412860,      2,2,20150917,1027, 68.4500, -60.1455, 1465,   1217.2,   0.4162,  34.4890,2,    147.4,2, -999.000,9,     -999,9,   2241.1,2,   2293.1,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412861,      3,2,20150917,1027, 68.4500, -60.1455, 1465,   1015.3,   0.8103,  34.4955,2,    169.4,2, -999.000,9,     -999,9,   2227.2,2,   2288.5,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412862,      4,2,20150917,1027, 68.4500, -60.1455, 1465,    811.1,   1.2977,  34.5120,2,    190.8,2, -999.000,9,     -999,9,   2216.2,2,   2292.1,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412863,      5,2,20150917,1027, 68.4500, -60.1455, 1465,    607.6,   1.6352,  34.5091,2,    211.9,2, -999.000,9,     -999,9,   2202.5,2,   2289.7,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412864,      6,2,20150917,1027, 68.4500, -60.1455, 1465,    404.6,   2.2683,  34.5079,2,    233.3,2, -999.000,9,     -999,9,   2188.7,2,   2290.3,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412865,      7,2,20150917,1027, 68.4500, -60.1455, 1465,    302.5,   2.3506,  34.4256,2,    239.3,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1027
  316N20150906, Davis,    46,  1, 412866,      8,2,20150917,1027, 68.4500, -60.1455, 1465,    201.7,   1.5502,  34.1481,2,    250.4,2, -999.000,9,     -999,9,   2166.9,2,   2272.7,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412867,      9,2,20150917,1027, 68.4500, -60.1455, 1465,    101.7,  -1.6448,  33.5844,2,    317.9,2, -999.000,9,     -999,9,   2136.2,2,   2249.4,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412868,     10,2,20150917,1027, 68.4500, -60.1455, 1465,     50.4,  -1.6647,  33.3739,2,    318.9,2, -999.000,9,     -999,9,   2156.9,2,   2256.5,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412869,     11,2,20150917,1027, 68.4500, -60.1455, 1465,     25.3,  -0.8769,  32.8215,2,    386.6,2, -999.000,9,     -999,9,   2092.0,2,   2241.0,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412870,     12,2,20150917,1027, 68.4500, -60.1455, 1465,      8.8,   1.7265,  30.0569,2,    353.2,2, -999.000,9,     -999,9,   1943.9,2,   2057.3,2, 20150917,     1027
  316N20150906, Davis,    46,  1, 412871,     13,2,20150917,1027, 68.4500, -60.1455, 1465,      1.5,   1.7101,  30.0709,2,    353.9,2, -999.000,9,     -999,9,   1938.1,2,   2073.8,2, 20150917,     1027
  316N20150906, Davis,    48,  1, 412872,      1,2,20150917,1427, 68.4967, -59.6920,  904,    893.3,   1.3563,  34.5126,2,    192.9,2,    1.063,2,    0.778,2,   2212.5,2,   2289.6,2, 20150917,     1427
  316N20150906, Davis,    48,  1, 412873,      2,2,20150917,1427, 68.4967, -59.6920,  904,    608.0,   1.6265,  34.5095,2,    211.8,2,    1.460,2,    0.867,2,   2202.5,2,   2285.6,2, 20150917,     1427
  316N20150906, Davis,    48,  1, 412874,      3,2,20150917,1427, 68.4967, -59.6920,  904,    405.0,   2.7380,  34.5425,2,    236.2,2,    1.952,2,    1.334,2,   2183.3,2,   2290.5,2, 20150917,     1427
  316N20150906, Davis,    48,  1, 412875,      4,2,20150917,1427, 68.4967, -59.6920,  904,    302.6,   3.1667,  34.5131,2,    246.9,2,    2.180,2,     2.05,2,   -999.0,9,   -999.0,9, 20150917,     1427
  316N20150906, Davis,    48,  1, 412876,      5,2,20150917,1427, 68.4967, -59.6920,  904,    202.9,   1.8210,  34.1375,2,    260.6,2,    2.495,2,     2.34,2,   2163.3,2,   2268.9,2, 20150917,     1427
  316N20150906, Davis,    48,  1, 412877,      6,2,20150917,1427, 68.4967, -59.6920,  904,    100.9,  -1.6822,  33.5618,2,    319.2,2,    3.005,2,    3.055,2,   2138.8,2,   2251.9,2, 20150917,     1427
  316N20150906, Davis,    48,  1, 412878,      7,2,20150917,1427, 68.4967, -59.6920,  904,     50.9,  -1.5710,  33.3769,2,    328.5,2,    3.095,2,    2.978,2,   2144.1,2,   2259.6,2, 20150917,     1427
  316N20150906, Davis,    48,  1, 412879,      8,2,20150917,1427, 68.4967, -59.6920,  904,     25.8,   0.7441,  32.7117,2,    354.1,2,    2.983,2,    2.995,2,   2069.1,2,   2221.1,2, 20150917,     1427
  316N20150906, Davis,    48,  1, 412880,      9,2,20150917,1427, 68.4967, -59.6920,  904,     10.8,   1.9058,  30.3720,2,    350.9,2, -999.000,9,     -999,9,   1947.2,2,   2087.4,2, 20150917,     1427
  316N20150906, Davis,    48,  1, 412881,     10,2,20150917,1427, 68.4967, -59.6920,  904,      1.3,   1.9068,  30.3660,2,    351.3,2,    2.969,2,    3.231,2,   1944.9,2,   2088.4,2, 20150917,     1427
  316N20150906, Davis,    50,  1, 412882,      1,2,20150917,1826, 68.5387, -59.3478,  532,    521.6,   2.0776,  34.5412,2,    219.2,2, -999.000,9,     -999,9,   2195.6,2,   2293.1,2, 20150917,     1826
  316N20150906, Davis,    50,  1, 412883,      2,2,20150917,1826, 68.5387, -59.3478,  532,    405.2,   2.5448,  34.5544,2,    230.3,2, -999.000,9,     -999,9,   2185.7,2,   2289.7,2, 20150917,     1826
  316N20150906, Davis,    50,  1, 412884,      3,2,20150917,1826, 68.5387, -59.3478,  532,    303.7,   3.4857,  34.5585,2,    247.5,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1826
  316N20150906, Davis,    50,  1, 412885,      4,2,20150917,1826, 68.5387, -59.3478,  532,    202.8,   2.7538,  34.3591,2,    254.2,2, -999.000,9,     -999,9,   2165.4,2,   2276.9,2, 20150917,     1826
  316N20150906, Davis,    50,  1, 412886,      5,2,20150917,1826, 68.5387, -59.3478,  532,    101.3,  -0.1621,  33.7280,2,    302.3,2, -999.000,9,     -999,9,   2132.4,2,   2257.2,2, 20150917,     1826
  316N20150906, Davis,    50,  1, 412887,      6,2,20150917,1826, 68.5387, -59.3478,  532,     80.9,  -1.2689,  33.5986,2,    318.5,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1826
  316N20150906, Davis,    50,  1, 412888,      7,2,20150917,1826, 68.5387, -59.3478,  532,     60.7,  -1.3821,  33.4980,2,    328.5,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1826
  316N20150906, Davis,    50,  1, 412889,      8,2,20150917,1826, 68.5387, -59.3478,  532,     50.9,  -0.9180,  33.4087,2,    337.1,2, -999.000,9,     -999,9,   2105.5,2,   2241.0,2, 20150917,     1826
  316N20150906, Davis,    50,  1, 412890,      9,2,20150917,1826, 68.5387, -59.3478,  532,     40.9,   0.5753,  33.2336,2,    337.3,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1826
  316N20150906, Davis,    50,  1, 412891,     10,2,20150917,1826, 68.5387, -59.3478,  532,     30.8,   1.7709,  33.0649,2,    335.1,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1826
  316N20150906, Davis,    50,  1, 412892,     11,2,20150917,1826, 68.5387, -59.3478,  532,     25.7,   2.1523,  32.8641,2,    334.7,2, -999.000,9,     -999,9,   2046.2,2,   2213.9,2, 20150917,     1826
  316N20150906, Davis,    50,  1, 412893,     12,2,20150917,1826, 68.5387, -59.3478,  532,     20.1,   2.0321,  31.5086,2,    343.3,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1826
  316N20150906, Davis,    50,  1, 412894,     13,2,20150917,1826, 68.5387, -59.3478,  532,     10.8,   1.9746,  30.8666,2,    344.3,2, -999.000,9,     -999,9,   1971.0,2,   2116.9,2, 20150917,     1826
  316N20150906, Davis,    50,  1, 412895,     14,2,20150917,1826, 68.5387, -59.3478,  532,      4.8,   1.9216,  30.5309,2,    346.7,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1826
  316N20150906, Davis,    50,  1, 412896,     15,2,20150917,1826, 68.5387, -59.3478,  532,      1.9,   1.9407,  30.5214,2,    346.8,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150917,     1826
  316N20150906, Davis,    50,  1, 412897,     16,2,20150917,1826, 68.5387, -59.3478,  532,      1.4,   1.9429,  30.5214,2,    346.1,2, -999.000,9,     -999,9,   1946.4,2,   2090.1,2, 20150917,     1826
  316N20150906, Davis,    53,  1, 412898,      1,2,20150917,2251, 68.6570, -58.4000,  321,    310.1,   3.2889,  34.5391,2,    245.2,2,    2.152,2,    1.967,2,   2173.8,2,   2286.8,2, 20150917,     2251
  316N20150906, Davis,    53,  1, 412899,      2,2,20150917,2251, 68.6570, -58.4000,  321,    203.3,   3.3899,  34.4521,2,    254.8,2,    2.364,2,    2.247,2,   2165.7,2,   2280.7,2, 20150917,     2251
  316N20150906, Davis,    53,  1, 412900,      3,2,20150917,2251, 68.6570, -58.4000,  321,    102.3,   0.5765,  33.8201,2,    301.0,2,    2.831,2,     3.16,2,   2129.5,2,   2250.1,2, 20150917,     2251
  316N20150906, Davis,    53,  1, 412901,      4,2,20150917,2251, 68.6570, -58.4000,  321,     51.2,  -1.2848,  33.3817,2,    329.8,2,    3.065,2,    3.221,2,   2130.2,2,   2247.3,2, 20150917,     2251
  316N20150906, Davis,    53,  1, 412902,      5,2,20150917,2251, 68.6570, -58.4000,  321,     25.4,   2.6474,  32.9316,2,    329.2,2,    2.800,2,    3.156,2,   2046.6,2,   2207.5,2, 20150917,     2251
  316N20150906, Davis,    53,  1, 412903,      6,2,20150917,2251, 68.6570, -58.4000,  321,     11.0,   2.1368,  32.5244,2,    338.8,2, -999.000,9,     -999,9,   2030.9,2,   2188.2,2, 20150917,     2251
  316N20150906, Davis,    53,  1, 412904,      7,2,20150917,2251, 68.6570, -58.4000,  321,      1.5,   2.4374,  31.8443,2,    337.8,2,    2.873,2,    3.426,2,   2006.4,2,   2153.1,2, 20150917,     2251
  316N20150906, Davis,    55,  1, 412905,      1,2,20150918,0339, 68.8310, -56.9953,  283,    282.8,   3.9735,  34.5632,2,    250.1,2, -999.000,9,     -999,9,   2174.5,2,   2289.2,2, 20150918,      339
  316N20150906, Davis,    55,  1, 412906,      2,2,20150918,0339, 68.8310, -56.9953,  283,    202.0,   3.2235,  34.3654,2,    262.5,2, -999.000,9,     -999,9,   2157.3,2,   2282.7,2, 20150918,      339
  316N20150906, Davis,    55,  1, 412907,      3,2,20150918,0339, 68.8310, -56.9953,  283,    101.1,   1.2667,  33.9642,2,    293.8,2, -999.000,9,     -999,9,   2137.3,2,   2257.9,2, 20150918,      339
  316N20150906, Davis,    55,  1, 412908,      4,2,20150918,0339, 68.8310, -56.9953,  283,     81.5,   0.8114,  33.8500,2,    305.1,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,      339
  316N20150906, Davis,    55,  1, 412909,      5,2,20150918,0339, 68.8310, -56.9953,  283,     61.3,   0.2274,  33.6912,2,    313.4,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,      339
  316N20150906, Davis,    55,  1, 412910,      6,2,20150918,0339, 68.8310, -56.9953,  283,     51.2,   0.4572,  33.5508,2,    333.8,2, -999.000,9,     -999,9,   2099.2,2,   2246.2,2, 20150918,      339
  316N20150906, Davis,    55,  1, 412911,      7,2,20150918,0339, 68.8310, -56.9953,  283,     41.3,   2.7106,  33.3230,2,    328.9,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,      339
  316N20150906, Davis,    55,  1, 412912,      8,2,20150918,0339, 68.8310, -56.9953,  283,     31.3,   2.8405,  33.2880,2,    329.4,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,      339
  316N20150906, Davis,    55,  1, 412913,      9,2,20150918,0339, 68.8310, -56.9953,  283,     24.9,   2.8752,  33.2733,2,    329.8,2, -999.000,9,     -999,9,   2052.2,2,   2225.3,2, 20150918,      339
  316N20150906, Davis,    55,  1, 412914,     10,2,20150918,0339, 68.8310, -56.9953,  283,     21.2,   2.8851,  33.2699,2,    329.4,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,      339
  316N20150906, Davis,    55,  1, 412915,     11,2,20150918,0339, 68.8310, -56.9953,  283,     10.5,   3.0256,  33.2578,2,    328.7,2, -999.000,9,     -999,9,   2050.7,2,   2225.6,2, 20150918,      339
  316N20150906, Davis,    55,  1, 412916,     12,2,20150918,0339, 68.8310, -56.9953,  283,      5.1,   3.1059,  33.2300,2,    328.4,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,      339
  316N20150906, Davis,    55,  1, 412917,     13,2,20150918,0339, 68.8310, -56.9953,  283,      1.1,   3.1031,  33.2269,2,    328.2,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,      339
  316N20150906, Davis,    55,  1, 412918,     14,2,20150918,0339, 68.8310, -56.9953,  283,      1.1,   3.1017,  33.2268,2,    328.1,2, -999.000,9,     -999,9,   2055.3,2,   2210.7,2, 20150918,      339
  316N20150906, Davis,    58,  1, 412919,      1,2,20150918,0859, 69.0062, -55.5952,  132,    126.0,   1.2893,  33.8866,2,    297.5,2, -999.000,9,     -999,9,   2135.1,2,   2255.2,2, 20150918,      859
  316N20150906, Davis,    58,  1, 412920,      2,2,20150918,0859, 69.0062, -55.5952,  132,    102.0,   1.2829,  33.8870,2,    297.4,2, -999.000,9,     -999,9,   2132.0,2,   2254.2,2, 20150918,      859
  316N20150906, Davis,    58,  1, 412921,      3,2,20150918,0859, 69.0062, -55.5952,  132,     50.8,   2.1462,  33.5341,2,    323.1,2, -999.000,9,     -999,9,   2085.6,2,   2235.3,2, 20150918,      859
  316N20150906, Davis,    58,  1, 412922,      4,2,20150918,0859, 69.0062, -55.5952,  132,     25.7,   3.1023,  33.3324,2,    327.2,2, -999.000,9,     -999,9,   2061.3,2,   2223.4,2, 20150918,      859
  316N20150906, Davis,    58,  1, 412923,      5,2,20150918,0859, 69.0062, -55.5952,  132,     10.7,   3.0483,  33.3204,2,    327.4,2, -999.000,9,     -999,9,   2058.3,2,   2225.7,2, 20150918,      859
  316N20150906, Davis,    58,  1, 412924,      6,2,20150918,0859, 69.0062, -55.5952,  132,      1.9,   3.0819,  33.3211,2,    328.0,2, -999.000,9,     -999,9,   2055.3,2,   2235.3,2, 20150918,      859
  316N20150906, Davis,    60,  1, 412925,      1,2,20150918,1245, 69.1665, -54.3017,  112,    104.8,   1.7181,  33.7995,2,    300.3,2, -999.000,9,     -999,9,   2120.7,2,   2250.3,2, 20150918,     1245
  316N20150906, Davis,    60,  1, 412926,      2,2,20150918,1245, 69.1665, -54.3017,  112,     81.7,   1.7921,  33.7627,2,    302.1,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,     1245
  316N20150906, Davis,    60,  1, 412927,      3,2,20150918,1245, 69.1665, -54.3017,  112,     60.7,   1.8726,  33.7345,2,    303.7,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,     1245
  316N20150906, Davis,    60,  1, 412928,      4,2,20150918,1245, 69.1665, -54.3017,  112,     50.7,   1.9411,  33.7156,2,    304.1,2, -999.000,9,     -999,9,   2111.9,2,   2245.2,2, 20150918,     1245
  316N20150906, Davis,    60,  1, 412929,      5,2,20150918,1245, 69.1665, -54.3017,  112,     40.5,   1.9849,  33.6980,2,    305.3,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,     1245
  316N20150906, Davis,    60,  1, 412930,      6,2,20150918,1245, 69.1665, -54.3017,  112,     30.7,   2.1032,  33.6521,2,    306.5,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,     1245
  316N20150906, Davis,    60,  1, 412931,      7,2,20150918,1245, 69.1665, -54.3017,  112,     25.7,   2.4064,  33.5593,2,    311.9,2, -999.000,9,     -999,9,   2099.9,2,   2233.6,2, 20150918,     1245
  316N20150906, Davis,    60,  1, 412932,      8,2,20150918,1245, 69.1665, -54.3017,  112,     20.7,   2.9467,  33.4463,2,    317.2,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,     1245
  316N20150906, Davis,    60,  1, 412933,      9,2,20150918,1245, 69.1665, -54.3017,  112,     10.6,   3.6036,  33.2886,2,    320.4,2, -999.000,9,     -999,9,   2057.3,2,   2222.8,2, 20150918,     1245
  316N20150906, Davis,    60,  1, 412934,     10,2,20150918,1245, 69.1665, -54.3017,  112,      5.5,   3.6316,  33.2678,2,    321.8,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,     1245
  316N20150906, Davis,    60,  1, 412935,     11,2,20150918,1245, 69.1665, -54.3017,  112,      1.2,   3.6431,  33.2647,2,    321.6,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150918,     1245
  316N20150906, Davis,    60,  1, 412936,     12,2,20150918,1245, 69.1665, -54.3017,  112,      1.2,   3.6442,  33.2644,2,    322.0,2, -999.000,9,     -999,9,   2054.6,2,   2224.6,2, 20150918,     1245
  316N20150906, Davis,    62,  1, 412937,      1,2,20150918,1745, 68.5017, -54.8935,  377,    366.5,   4.3042,  34.6916,2,    251.2,2, -999.000,9,     -999,9,   2171.7,2,   2292.2,2, 20150918,     1745
  316N20150906, Davis,    62,  1, 412938,      2,2,20150918,1745, 68.5017, -54.8935,  377,    202.9,   3.2912,  34.4426,2,    269.9,2, -999.000,9,     -999,9,   2157.1,2,   2285.2,2, 20150918,     1745
  316N20150906, Davis,    62,  1, 412939,      3,2,20150918,1745, 68.5017, -54.8935,  377,    101.4,   1.0123,  33.8853,2,    292.5,2, -999.000,9,     -999,9,   2136.7,2,   2252.5,2, 20150918,     1745
  316N20150906, Davis,    62,  1, 412940,      4,2,20150918,1745, 68.5017, -54.8935,  377,     51.5,   2.7853,  33.3295,2,    327.1,2, -999.000,9,     -999,9,   2066.0,2,   2230.3,2, 20150918,     1745
  316N20150906, Davis,    62,  1, 412941,      5,2,20150918,1745, 68.5017, -54.8935,  377,     25.5,   3.3137,  33.1140,2,    325.2,2, -999.000,9,     -999,9,   2047.7,2,   2218.5,2, 20150918,     1745
  316N20150906, Davis,    62,  1, 412942,      6,2,20150918,1745, 68.5017, -54.8935,  377,     10.6,   3.3001,  33.0055,2,    327.8,2, -999.000,9,     -999,9,   2039.7,2,   2211.5,2, 20150918,     1745
  316N20150906, Davis,    62,  1, 412943,      7,2,20150918,1745, 68.5017, -54.8935,  377,      1.7,   3.2847,  32.9662,2,    328.8,2, -999.000,9,     -999,9,   2036.2,2,   2206.8,2, 20150918,     1745
  316N20150906, Davis,    63,  1, 412944,      1,2,20150918,1947, 68.5023, -54.3727,  335,    330.9,   3.8116,  34.5248,2,    254.7,2, -999.000,9,     -999,9,   2167.6,2,   2287.0,2, 20150918,     1947
  316N20150906, Davis,    63,  1, 412945,      2,2,20150918,1947, 68.5023, -54.3727,  335,    203.0,   2.9386,  34.3351,2,    269.1,2, -999.000,9,     -999,9,   2155.8,2,   2276.8,2, 20150918,     1947
  316N20150906, Davis,    63,  1, 412946,      3,2,20150918,1947, 68.5023, -54.3727,  335,    101.4,   1.2087,  33.9447,2,    296.7,2, -999.000,9,     -999,9,   2137.0,2,   2262.8,2, 20150918,     1947
  316N20150906, Davis,    63,  1, 412947,      4,2,20150918,1947, 68.5023, -54.3727,  335,     50.8,   0.6680,  33.6419,2,    325.1,2, -999.000,9,     -999,9,   2102.1,2,   2244.0,2, 20150918,     1947
  316N20150906, Davis,    63,  1, 412948,      5,2,20150918,1947, 68.5023, -54.3727,  335,     25.9,   1.8789,  33.4083,2,    328.2,2, -999.000,9,     -999,9,   2076.5,2,   2233.2,2, 20150918,     1947
  316N20150906, Davis,    63,  1, 412949,      6,2,20150918,1947, 68.5023, -54.3727,  335,     10.8,   3.1304,  33.1599,2,    327.7,2, -999.000,9,     -999,9,   2047.7,2,   2220.5,2, 20150918,     1947
  316N20150906, Davis,    63,  1, 412950,      7,2,20150918,1947, 68.5023, -54.3727,  335,      1.9,   3.3146,  33.1222,2,    326.6,2, -999.000,9,     -999,9,   2044.3,2,   2218.0,2, 20150918,     1947
  316N20150906, Davis,    64,  1, 412951,      1,2,20150920,1252, 64.2008, -63.2018,  218,    212.4,  -1.2916,  33.3638,2,    309.9,2, -999.000,9,     -999,9,   2147.3,2,   2248.2,2, 20150920,     1252
  316N20150906, Davis,    64,  1, 412952,      2,2,20150920,1252, 64.2008, -63.2018,  218,    101.2,  -1.4717,  33.0010,2,    321.2,2, -999.000,9,     -999,9,   2142.6,2,   2238.9,2, 20150920,     1252
  316N20150906, Davis,    64,  1, 412953,      3,2,20150920,1252, 64.2008, -63.2018,  218,     81.1,  -1.5254,  32.9209,2,    325.4,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9, 20150920,     1252
