EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C
  58GS20060721,   75N,   264,  1,     16,2,20060727,1221, 75.0000,  -4.5000, 3553,     30.0,   4.4911,  34.8680,2,  34.8739,2,    334.5,2,   -999.0,9,     1.45,2,     1.58,2,     0.05,2,     0.33,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.4889
  58GS20060721,   75N,   264,  1,     17,2,20060727,1221, 75.0000,  -4.5000, 3553,      6.2,   5.7458,  34.8290,2,  34.8287,2,    328.9,2,   -999.0,9,     0.76,2,     0.24,2,     0.03,2,     0.14,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   5.7453
  58GS20060721,   75N,   265,  1,      1,2,20060727,1533, 75.0000,  -4.0000, 3579,   3499.4,  -0.8446,  34.9110,2,  34.9086,2,    304.7,2,    301.1,2,    12.16,2,    15.15,2,     0.00,2,     0.95,2,    0.857,2,    0.406,2,   2160.9,2,   2314.8,3,  -1.0521
  58GS20060721,   75N,   265,  1,      2,2,20060727,1533, 75.0000,  -4.0000, 3579,   3001.1,  -0.8348,  34.9150,2,  34.9127,2,    300.4,2,    299.7,2,    12.05,2,    15.14,2,     0.00,2,     0.98,2,    0.789,2,    0.354,2,   2161.2,2,   2306.0,2,  -1.0006
  58GS20060721,   75N,   265,  1,      3,3,20060727,1533, 75.0000,  -4.0000, 3579,   2501.5,  -0.8161,  34.9160,2,  34.9133,2,    298.1,2,    298.8,2,    11.65,2,    15.09,2,     0.00,2,     0.99,2,    0.879,2,    0.406,2,   2161.2,2,   2308.6,2,  -0.9442
  58GS20060721,   75N,   265,  1,      4,2,20060727,1533, 75.0000,  -4.0000, 3579,   2501.3,  -0.8156,  34.9160,2,  34.9128,2,    298.1,2,    298.8,2,    11.61,2,    15.11,2,     0.00,2,     0.99,2,    0.894,2,    0.425,2,   2160.5,2,   2310.6,2,  -0.9437
  58GS20060721,   75N,   265,  1,      5,2,20060727,1533, 75.0000,  -4.0000, 3579,   2000.6,  -0.7487,  34.9130,2,  34.9103,2,    299.0,2,    300.7,2,    10.60,2,    14.84,2,     0.00,2,     0.98,2,    1.531,2,    0.755,2,   2160.9,2,   2318.6,3,  -0.8435
  58GS20060721,   75N,   265,  1,      6,2,20060727,1533, 75.0000,  -4.0000, 3579,   1500.9,  -0.7499,  34.8970,2,  34.8949,2,    314.1,2,    316.0,2,     8.21,2,    13.89,2,     0.00,2,     0.91,2,    4.075,2,    1.920,2,   2162.0,2,   2309.7,2,  -0.8144
  58GS20060721,   75N,   265,  1,      7,2,20060727,1533, 75.0000,  -4.0000, 3579,   1000.6,  -0.6372,  34.8930,2,  34.8910,2,    324.4,2,    326.1,2,     6.68,2,    13.25,2,     0.00,2,     0.84,2,    5.259,2,    2.586,2,   2161.9,2,   2300.4,2,  -0.6766
  58GS20060721,   75N,   265,  1,      8,2,20060727,1533, 75.0000,  -4.0000, 3579,    800.1,  -0.6160,  34.8940,2,  34.8923,2,    328.8,2,    330.7,2,     6.35,2,    13.01,2,     0.00,2,     0.83,2,    5.599,2,    2.863,2,   2162.1,2,   2299.8,2,  -0.6462
  58GS20060721,   75N,   265,  1,      9,2,20060727,1533, 75.0000,  -4.0000, 3579,    500.1,  -0.5475,  34.8930,2,  34.8916,2,    328.0,2,    330.6,2,     6.29,2,    12.89,2,     0.00,2,     0.85,2,    5.588,2,    2.862,2,   2160.7,2,   2304.0,2,  -0.5653
  58GS20060721,   75N,   265,  1,     10,2,20060727,1533, 75.0000,  -4.0000, 3579,    400.5,  -0.5021,  34.8930,2,  34.8917,2,    329.3,2,    330.7,2,     6.20,2,    12.86,2,     0.00,2,     0.85,2,    5.528,2,    2.726,2,   2160.8,2,   2301.4,2,  -0.5161
  58GS20060721,   75N,   265,  1,     11,2,20060727,1533, 75.0000,  -4.0000, 3579,    301.2,  -0.3807,  34.8950,2,  34.8923,2,    326.1,2,    327.3,2,     6.32,2,    12.87,2,     0.01,2,     0.86,2,    5.418,2,    2.580,2,   2160.3,2,   2302.4,2,  -0.3913
  58GS20060721,   75N,   265,  1,     12,2,20060727,1533, 75.0000,  -4.0000, 3579,    200.6,  -0.1208,  34.8980,2,  34.8947,2,    325.4,2,    326.3,2,     6.09,2,    12.76,2,     0.05,2,     0.85,2,    5.458,2,    2.680,2,   2159.7,2,   2300.8,2,  -0.1281
  58GS20060721,   75N,   265,  1,     13,2,20060727,1533, 75.0000,  -4.0000, 3579,    149.7,   0.0610,  34.8940,2,  34.8917,2,    329.3,2,    329.1,2,     5.73,2,    11.93,2,     0.17,2,     0.83,2,    5.708,2,    2.812,2,   2159.0,2,   2307.4,2,   0.0554
  58GS20060721,   75N,   265,  1,     14,2,20060727,1533, 75.0000,  -4.0000, 3579,    100.8,   0.1989,  34.8850,2,  34.8816,2,    335.6,2,    336.0,2,     5.12,2,    10.62,2,     0.13,2,     0.79,2,    6.007,2,    3.042,2,   2155.8,2,   2310.0,2,   0.1951
  58GS20060721,   75N,   265,  1,     15,2,20060727,1533, 75.0000,  -4.0000, 3579,     74.9,   0.3069,  34.8820,2,  34.8800,2,    335.8,2,    336.2,2,     4.94,2,    10.43,2,     0.10,2,     0.73,2,    6.098,2,    3.001,2,   2155.5,2,   2306.7,2,   0.3040
  58GS20060721,   75N,   265,  1,     16,2,20060727,1533, 75.0000,  -4.0000, 3579,     50.3,   0.6584,  34.8780,2,  34.8783,2,    331.5,2,    332.4,2,     4.65,2,     9.96,2,     0.07,2,     0.77,2,    6.007,2,    3.024,2,   2156.5,2,   2308.2,2,   0.6563
  58GS20060721,   75N,   265,  1,     17,2,20060727,1533, 75.0000,  -4.0000, 3579,     30.5,   2.0687,  34.8590,2,  34.8604,2,    345.0,2,    337.9,3,     3.04,2,     6.59,2,     0.05,2,     0.66,2,    6.096,2,    3.088,2,   2137.2,2,   2307.5,2,   2.0671
  58GS20060721,   75N,   265,  1,     18,2,20060727,1533, 75.0000,  -4.0000, 3579,      5.8,   5.3627,  34.8050,2,  34.8005,2,    338.5,2,    336.5,2,     0.86,2,     0.21,2,     0.04,2,     0.14,2,    5.504,2,    2.995,2,   2066.2,2,   2297.7,2,   5.3622
  58GS20060721,   75N,   266,  1,      1,2,20060727,1913, 75.0000,  -3.5000, 3598,   3267.3,  -0.8446,  34.9120,2,  34.9092,2,    303.4,2,   -999.0,9,    12.00,2,    14.48,2,     0.00,2,     0.98,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -1.0321
  58GS20060721,   75N,   266,  1,      2,2,20060727,1913, 75.0000,  -3.5000, 3598,   2998.2,  -0.8409,  34.9140,2,-999.0000,9,    300.3,2,   -999.0,9,    11.85,2,    14.49,2,     0.00,2,     0.98,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -1.0064
  58GS20060721,   75N,   266,  1,      3,2,20060727,1913, 75.0000,  -3.5000, 3598,   2499.1,  -0.8220,  34.9150,2,-999.0000,9,    297.9,2,   -999.0,9,    11.51,2,    14.45,2,     0.00,2,     0.99,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.9498
  58GS20060721,   75N,   266,  1,      4,2,20060727,1913, 75.0000,  -3.5000, 3598,   1998.2,  -0.7548,  34.9130,2,-999.0000,9,    297.9,2,   -999.0,9,    10.56,2,    14.22,2,     0.00,2,     0.98,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.8494
  58GS20060721,   75N,   266,  1,      5,2,20060727,1913, 75.0000,  -3.5000, 3598,   1499.0,  -0.7441,  34.8970,2,-999.0000,9,    313.4,2,   -999.0,9,     7.93,2,    13.33,2,     0.00,2,     0.90,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.8086
  58GS20060721,   75N,   266,  1,      6,2,20060727,1913, 75.0000,  -3.5000, 3598,    999.0,  -0.6267,  34.8930,2,  34.8879,2,    326.7,2,   -999.0,9,     6.40,2,    12.51,2,     0.00,2,     0.85,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.6661
  58GS20060721,   75N,   266,  1,      7,2,20060727,1913, 75.0000,  -3.5000, 3598,    798.7,  -0.6048,  34.8930,2,-999.0000,9,    331.1,2,   -999.0,9,     6.09,2,    12.33,2,     0.00,2,     0.85,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.6350
  58GS20060721,   75N,   266,  1,      8,2,20060727,1913, 75.0000,  -3.5000, 3598,    498.8,  -0.4912,  34.8930,2,-999.0000,9,    327.4,2,   -999.0,9,     6.23,2,    12.36,2,     0.00,2,     0.86,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.5092
  58GS20060721,   75N,   266,  1,      9,2,20060727,1913, 75.0000,  -3.5000, 3598,    399.0,  -0.3061,  34.8990,2,-999.0000,9,    323.6,2,   -999.0,9,     6.28,2,    12.42,2,     0.00,2,     0.86,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.3207
  58GS20060721,   75N,   266,  1,     10,2,20060727,1913, 75.0000,  -3.5000, 3598,    298.1,   0.0340,  34.9140,2,-999.0000,9,    321.7,2,   -999.0,9,     6.11,2,    12.29,2,     0.00,2,     0.85,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.0225
  58GS20060721,   75N,   266,  1,     11,2,20060727,1913, 75.0000,  -3.5000, 3598,    199.0,   0.3806,  34.9200,2,-999.0000,9,    317.0,2,   -999.0,9,     6.05,2,    12.22,2,     0.01,2,     0.85,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.3725
  58GS20060721,   75N,   266,  1,     12,2,20060727,1913, 75.0000,  -3.5000, 3598,    149.0,   0.7005,  34.9270,2,  34.9243,2,    316.7,2,   -999.0,9,     5.85,2,    11.82,2,     0.15,2,     0.79,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.6941
  58GS20060721,   75N,   266,  1,     13,2,20060727,1913, 75.0000,  -3.5000, 3598,     98.6,   1.0167,  34.9340,2,-999.0000,9,    319.4,2,   -999.0,9,     5.68,2,    11.29,2,     0.22,2,     0.80,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   1.0123
  58GS20060721,   75N,   266,  1,     14,2,20060727,1913, 75.0000,  -3.5000, 3598,     74.9,   1.3051,  34.9480,2,-999.0000,9,    318.0,2,   -999.0,9,     5.72,2,    11.28,2,     0.24,2,     0.79,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   1.3016
  58GS20060721,   75N,   266,  1,     15,2,20060727,1913, 75.0000,  -3.5000, 3598,     48.8,   1.6803,  34.9580,2,-999.0000,9,    316.0,2,   -999.0,9,     5.58,2,    11.22,2,     0.28,2,     0.79,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   1.6778
  58GS20060721,   75N,   266,  1,     16,2,20060727,1913, 75.0000,  -3.5000, 3598,     29.2,   2.1488,  34.9670,2,-999.0000,9,    316.4,2,   -999.0,9,     5.29,2,    10.71,2,     0.29,2,     0.78,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   2.1472
  58GS20060721,   75N,   266,  1,     17,2,20060727,1913, 75.0000,  -3.5000, 3598,      6.7,   5.0653,  34.7870,2,  34.8038,2,    337.5,2,   -999.0,9,     0.97,2,     0.49,2,     0.04,2,     0.18,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   5.0648
  58GS20060721,   75N,   267,  1,      1,2,20060728,0141, 75.0000,  -3.0000, 3619,   2000.3,  -0.7720,  34.9130,2,  34.9066,2,    301.3,2,    299.4,2,    11.08,2,    14.46,2,     0.00,2,     0.95,2,    1.242,2,    0.704,2,   2160.9,2,   2301.5,2,  -0.8664
  58GS20060721,   75N,   267,  1,      2,2,20060728,0141, 75.0000,  -3.0000, 3619,   1699.2,  -0.7452,  34.9060,2,  34.9002,2,    306.2,2,    306.3,2,     9.73,2,    14.01,2,     0.00,2,     0.92,2,    2.508,2,    1.308,2,   2161.3,2,   2301.9,2,  -0.8213
  58GS20060721,   75N,   267,  1,      3,2,20060728,0141, 75.0000,  -3.0000, 3619,   1399.0,  -0.7592,  34.8950,2,-999.0000,9,    317.3,2,    317.5,2,     8.04,2,    13.45,2,     0.00,2,     0.88,2,    4.346,2,    2.306,2,   2162.2,2,   2307.6,2,  -0.8179
  58GS20060721,   75N,   267,  1,      4,2,20060728,0141, 75.0000,  -3.0000, 3619,   1199.5,  -0.6977,  34.8950,2,-999.0000,9,    316.4,2,    316.4,2,     7.86,2,    13.44,2,     0.00,2,     0.88,2,    4.534,2,    2.483,2,   2164.3,2,   2298.0,2,  -0.7465
  58GS20060721,   75N,   267,  1,      5,2,20060728,0141, 75.0000,  -3.0000, 3619,    999.4,  -0.6689,  34.8920,2,-999.0000,9,    324.8,2,    326.3,2,     6.84,2,    12.88,2,     0.00,2,     0.85,2,    5.453,2,    2.834,2,   2163.9,2,   2307.2,2,  -0.7080
  58GS20060721,   75N,   267,  1,      6,2,20060728,0141, 75.0000,  -3.0000, 3619,    799.4,  -0.6415,  34.8920,2,  34.8844,2,    330.8,2,    331.4,2,     6.41,2,    12.65,2,     0.00,2,     0.84,2,    5.877,2,    3.161,2,   2163.1,2,   2303.9,2,  -0.6715
  58GS20060721,   75N,   267,  1,      7,2,20060728,0141, 75.0000,  -3.0000, 3619,    649.1,  -0.6453,  34.8900,2,  34.8862,2,    331.9,2,    332.7,2,     6.28,2,    12.60,2,     0.01,2,     0.84,2,    6.018,2,    3.307,2,   2164.4,2,   2299.9,2,  -0.6687
  58GS20060721,   75N,   267,  1,      8,2,20060728,0141, 75.0000,  -3.0000, 3619,    499.1,  -0.6297,  34.8900,2,-999.0000,9,    331.4,2,    332.2,2,     6.27,2,    12.53,2,     0.01,2,     0.84,2,    5.955,2,    3.145,2,   2168.4,4,   2293.4,4,  -0.6471
  58GS20060721,   75N,   267,  1,      9,9,20060728,0141, 75.0000,  -3.0000, 3619,    490.2,  -0.6264,  34.8900,2,-999.0000,9,    331.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.6435
  58GS20060721,   75N,   267,  1,     10,2,20060728,0141, 75.0000,  -3.0000, 3619,    399.6,  -0.5804,  34.8910,2,-999.0000,9,    331.2,2,    332.0,2,     6.26,2,    12.55,2,     0.01,2,     0.83,2,    5.970,2,    3.209,2,   2163.4,2,   2313.8,3,  -0.5941
  58GS20060721,   75N,   267,  1,     11,2,20060728,0141, 75.0000,  -3.0000, 3619,    298.8,  -0.4732,  34.8940,2,-999.0000,9,    329.7,2,    329.7,2,     6.22,2,    12.68,2,     0.01,2,     0.83,2,    5.785,2,    2.948,2,   2163.2,2,   2301.6,2,  -0.4835
  58GS20060721,   75N,   267,  1,     12,2,20060728,0141, 75.0000,  -3.0000, 3619,    199.3,  -0.1319,  34.9090,2,-999.0000,9,    326.7,2,    327.1,2,     6.03,2,    12.63,2,     0.04,2,     0.82,2,    5.817,2,    3.223,2,   2162.6,2,   2297.2,2,  -0.1391
  58GS20060721,   75N,   267,  1,     13,2,20060728,0141, 75.0000,  -3.0000, 3619,    149.2,  -0.0555,  34.9030,2,  34.8994,2,    327.9,2,    327.6,2,     5.90,2,    12.32,2,     0.13,2,     0.82,2,    5.820,2,    2.949,2,   2163.3,2,   2296.6,2,  -0.0609
  58GS20060721,   75N,   267,  1,     14,2,20060728,0141, 75.0000,  -3.0000, 3619,     99.2,   0.0528,  34.8890,2,  34.8851,2,    338.7,2,    340.1,2,     5.05,2,    10.11,2,     0.10,2,     0.76,2,    6.408,2,    3.191,2,   2161.0,2,   2301.8,2,   0.0491
  58GS20060721,   75N,   267,  1,     15,2,20060728,0141, 75.0000,  -3.0000, 3619,     74.1,   0.1731,  34.8850,2,-999.0000,9,    341.5,2,    342.1,2,     4.84,2,     9.60,2,     0.06,2,     0.74,2,    6.415,2,    3.279,2,   2158.3,2,   -999.0,9,   0.1703
  58GS20060721,   75N,   267,  1,     16,2,20060728,0141, 75.0000,  -3.0000, 3619,     49.1,   0.3562,  34.8780,2,-999.0000,9,    343.6,2,    344.1,2,     4.14,2,     8.32,2,     0.04,2,     0.72,2,    6.717,2, -999.000,9,   2157.2,2,   -999.0,9,   0.3543
  58GS20060721,   75N,   267,  1,     17,2,20060728,0141, 75.0000,  -3.0000, 3619,     30.0,   0.5313,  34.7340,2,-999.0000,9,   -999.0,9,    340.3,2,     2.88,2,     4.22,2,     0.03,2,     0.54,2,    6.401,2,    3.248,2,   2123.0,2,   -999.0,9,   0.5301
  58GS20060721,   75N,   267,  1,     18,2,20060728,0141, 75.0000,  -3.0000, 3619,      5.8,   4.9765,  34.1550,2,  34.8444,2,   -999.0,9,    327.9,2,     1.18,2,     0.47,2,     0.02,2,     0.24,2,    5.696,2,    3.278,2,   2079.0,2,   -999.0,9,   4.9761
  58GS20060721,   75N,   267,  1,     19,2,20060728,0141, 75.0000,  -3.0000, 3619,      5.8,   5.0183,  34.1890,2,  34.8445,2,   -999.0,9,    327.7,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    5.668,2,    3.496,2,   2078.1,2,   2314.9,3,   5.0178
  58GS20060721,   75N,   268,  1,      1,2,20060728,0401, 75.0000,  -2.5000, 3634,   1999.5,  -0.7708,  34.9130,2,  34.9099,2,    301.4,2,   -999.0,9,    10.91,2,    14.66,2,     0.00,2,     0.98,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.8652
  58GS20060721,   75N,   268,  1,      2,2,20060728,0401, 75.0000,  -2.5000, 3634,   1999.4,  -0.7708,  34.9130,2,-999.0000,9,    301.5,2,   -999.0,9,    10.91,2,    14.63,2,     0.01,2,     0.96,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.8652
  58GS20060721,   75N,   268,  1,      3,2,20060728,0401, 75.0000,  -2.5000, 3634,   1498.7,  -0.7562,  34.8980,2,-999.0000,9,    314.7,2,   -999.0,9,     8.41,2,    13.83,2,     0.00,2,     0.92,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.8205
  58GS20060721,   75N,   268,  1,      4,2,20060728,0401, 75.0000,  -2.5000, 3634,    998.5,  -0.6546,  34.8930,2,-999.0000,9,    325.4,2,   -999.0,9,     6.76,2,    13.18,2,     0.00,2,     0.87,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.6938
  58GS20060721,   75N,   268,  1,      5,2,20060728,0401, 75.0000,  -2.5000, 3634,    798.9,  -0.6277,  34.8930,2,-999.0000,9,    329.5,2,   -999.0,9,     6.37,2,    12.93,2,     0.00,2,     0.86,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.6578
  58GS20060721,   75N,   268,  1,      6,2,20060728,0401, 75.0000,  -2.5000, 3634,    648.8,  -0.6079,  34.8930,2,  34.8883,2,    330.0,2,   -999.0,9,     6.34,2,    12.96,2,     0.01,2,     0.86,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.6315
  58GS20060721,   75N,   268,  1,      7,2,20060728,0401, 75.0000,  -2.5000, 3634,    498.4,  -0.5894,  34.8910,2,-999.0000,9,    329.8,2,   -999.0,9,     6.23,2,    12.98,2,     0.01,2,     0.85,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.6069
  58GS20060721,   75N,   268,  1,      8,2,20060728,0401, 75.0000,  -2.5000, 3634,    398.7,  -0.5602,  34.8910,2,-999.0000,9,    331.4,2,   -999.0,9,     6.09,2,    12.80,2,     0.01,2,     0.85,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.5740
  58GS20060721,   75N,   268,  1,      9,2,20060728,0401, 75.0000,  -2.5000, 3634,    298.6,  -0.3679,  34.8990,2,-999.0000,9,    327.2,2,   -999.0,9,     6.11,2,    12.97,2,     0.02,2,     0.86,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.3784
  58GS20060721,   75N,   268,  1,     10,2,20060728,0401, 75.0000,  -2.5000, 3634,    292.8,  -0.3550,  34.9000,2,-999.0000,9,    327.0,2,   -999.0,9,     6.13,2,    12.95,2,     0.02,2,     0.86,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.3653
  58GS20060721,   75N,   268,  1,     11,2,20060728,0401, 75.0000,  -2.5000, 3634,    199.2,   0.1441,  34.9250,2,-999.0000,9,    324.1,2,   -999.0,9,     5.96,2,    12.78,2,     0.02,2,     0.85,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.1364
  58GS20060721,   75N,   268,  1,     12,2,20060728,0401, 75.0000,  -2.5000, 3634,    149.2,   0.3180,  34.9240,2,  34.9231,2,    321.8,2,   -999.0,9,     5.94,2,    12.65,2,     0.08,2,     0.83,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.3121
  58GS20060721,   75N,   268,  1,     13,2,20060728,0401, 75.0000,  -2.5000, 3634,     98.4,   0.1760,  34.8880,2,-999.0000,9,    339.4,2,   -999.0,9,     5.14,2,    10.85,2,     0.10,2,     0.79,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.1723
  58GS20060721,   75N,   268,  1,     14,2,20060728,0401, 75.0000,  -2.5000, 3634,     73.4,   0.3588,  34.8910,2,-999.0000,9,    340.6,2,   -999.0,9,     4.37,2,     8.86,2,     0.04,2,     0.73,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.3559
  58GS20060721,   75N,   268,  1,     15,2,20060728,0401, 75.0000,  -2.5000, 3634,     49.2,   0.6951,  34.8810,2,-999.0000,9,    344.6,2,   -999.0,9,     3.56,2,     6.16,2,     0.04,2,     0.65,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.6930
  58GS20060721,   75N,   268,  1,     16,2,20060728,0401, 75.0000,  -2.5000, 3634,     29.6,   3.8695,  34.8290,2,-999.0000,9,    335.1,2,   -999.0,9,     2.06,2,     1.57,2,     0.01,2,     0.33,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.8675
  58GS20060721,   75N,   268,  1,     17,2,20060728,0401, 75.0000,  -2.5000, 3634,      4.6,   5.3999,  34.8720,2,  34.8697,2,    330.3,2,   -999.0,9,     0.38,2,     0.01,2,     0.01,2,     0.15,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   5.3995
  58GS20060721,   75N,   269,  1,      1,2,20060728,0612, 75.0000,  -2.0000, 3581,   1999.6,  -0.7745,  34.9130,2,  34.9097,2,    301.1,2,    299.4,2,    10.94,2,    14.36,2,     0.00,2,     0.96,2,    1.329,2,    0.727,2,   2160.6,2,   2300.8,2,  -0.8689
  58GS20060721,   75N,   269,  1,      2,2,20060728,0612, 75.0000,  -2.0000, 3581,   1499.4,  -0.7602,  34.8980,2,-999.0000,9,    314.3,2,    314.4,2,     8.44,2,    13.48,2,     0.00,2,     0.89,2,    3.917,2,    1.926,2,   2161.2,2,   2305.7,2,  -0.8245
  58GS20060721,   75N,   269,  1,      3,2,20060728,0612, 75.0000,  -2.0000, 3581,   1298.8,  -0.7410,  34.8960,2,  34.8904,2,    316.4,2,    316.6,2,     7.93,2,    13.35,2,     0.00,2,     0.88,2,    4.465,2,    2.295,2,   2162.9,2,   2305.6,2,  -0.7946
  58GS20060721,   75N,   269,  1,      4,2,20060728,0612, 75.0000,  -2.0000, 3581,    999.5,  -0.6683,  34.8920,2,  34.8885,2,    323.6,2,    325.9,2,     6.78,2,    12.77,2,     0.00,2,     0.87,2,    5.579,2,    2.782,2,   2163.3,2,   2300.7,2,  -0.7074
  58GS20060721,   75N,   269,  1,      5,2,20060728,0612, 75.0000,  -2.0000, 3581,    798.8,  -0.6414,  34.8920,2,  34.8891,2,    326.8,2,    327.8,2,     6.56,2,    12.64,2,     0.01,2,     0.87,2,    5.753,2,    2.928,2,   2162.6,2,   2296.9,2,  -0.6714
  58GS20060721,   75N,   269,  1,      6,2,20060728,0612, 75.0000,  -2.0000, 3581,    648.9,  -0.6252,  34.8920,2,  34.8890,2,    332.5,2,    333.2,2,     6.17,2,    12.41,2,     0.00,2,     0.83,2,    6.138,2,    3.188,2,   2160.9,2,   2300.7,2,  -0.6487
  58GS20060721,   75N,   269,  1,      7,2,20060728,0612, 75.0000,  -2.0000, 3581,    498.6,  -0.6149,  34.8910,2,  34.8885,2,    331.6,2,    332.4,2,     6.19,2,    12.43,2,     0.01,2,     0.85,2,    6.100,2,    3.026,2,   2162.4,2,   2302.8,2,  -0.6323
  58GS20060721,   75N,   269,  1,      8,2,20060728,0612, 75.0000,  -2.0000, 3581,    398.4,  -0.5795,  34.8910,2,  34.8874,2,    331.5,2,    332.2,2,     6.17,2,    12.42,2,     0.01,2,     0.85,2, -999.000,9, -999.000,9,   2162.0,2,   2300.4,2,  -0.5932
  58GS20060721,   75N,   269,  1,      9,9,20060728,0612, 75.0000,  -2.0000, 3581,    389.5,  -0.5746,  34.8920,2,-999.0000,9,    331.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.5880
  58GS20060721,   75N,   269,  1,     10,2,20060728,0612, 75.0000,  -2.0000, 3581,    299.4,  -0.4821,  34.8940,2,  34.8910,2,    329.8,2,    330.1,2,     6.17,2,    12.44,2,     0.01,2,     0.84,2,    6.359,2,    3.083,2,   2161.4,2,   2300.8,2,  -0.4924
  58GS20060721,   75N,   269,  1,     11,2,20060728,0612, 75.0000,  -2.0000, 3581,    198.5,  -0.1701,  34.9070,2,  34.9038,2,    326.5,2,    326.8,2,     5.96,2,    12.44,2,     0.04,2,     0.85,2,    5.938,2,    2.891,2,   2160.6,2,   2300.2,2,  -0.1772
  58GS20060721,   75N,   269,  1,     12,2,20060728,0612, 75.0000,  -2.0000, 3581,    148.7,  -0.0227,  34.9070,2,  34.9040,2,    327.1,2,    327.7,2,     5.71,2,    12.15,2,     0.14,2,     0.83,2,    6.049,2,    2.965,2,   2161.0,2,   2323.3,3,  -0.0282
  58GS20060721,   75N,   269,  1,     13,2,20060728,0612, 75.0000,  -2.0000, 3581,     99.5,   0.0171,  34.8860,2,  34.8818,2,    338.6,2,    340.4,2,     4.73,2,     9.81,2,     0.07,2,     0.76,2,    6.650,2,    3.251,2,   2159.0,2,   2306.0,2,   0.0135
  58GS20060721,   75N,   269,  1,     14,2,20060728,0612, 75.0000,  -2.0000, 3581,     74.6,   0.1202,  34.8820,2,  34.8789,2,    342.3,2,    343.3,2,     4.34,2,     9.11,2,     0.05,2,     0.71,2,    6.715,2,    3.290,2,   2154.0,2,   2304.0,2,   0.1174
