BOTTLE,20090112PRINUNIVRMKPRINUNIVRMK
# 10/19/07 Initialized README file 
# Data from L.Anderson 1/16/07
# Ship: Oden 
# Cruise: AO-01 Leg 2; transit 
# Dates: 7/17-7/26/2001 
# EXPOCODE: 77DN20010717 
# Region: Arctic ~zonal section on ~88N North of Russia 
# Ch. Sci.:Swedish Polar Res. Secretariate 
# 30 stations  with 12? place Rosette (CTD data at CCHDO) 
# Station called "Mak-1" renamed to #30 
# Hydro: Who - G.Bjork; Status - final 
# 	Notes: See TimmermanS et al., 2005; Bjork et al. 2002. 
# Nuts/O2: Who - ; Status - not measured 
# TA: Who - L.Anderson; Status - final 
# 	Notes:  
# References: 
# Bjork, G., J. Söderkvist, P. Winsor, A. Nikolopoulos and M. Steele, Return of the cold halocline layer to the Amundsen Basin of the Arctic Ocean: Implications for the sea ice mass balance, Geophys. Res. Lett., 29(11), 1513,doi:10.1029/2001GL014157, 2002. 
# Timmermans, M.-L., P. Winsor and J.A. Whitehead, Deep-water flow over the Lomonosov Ridge in the Arctic Ocean, J.Phys.Ocean., 35, 1489-1493, 2005. 
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,DEGC
  77DN20010717,Arctic,    18,  1, 234397,      4,20010721, 87.5019,  61.8819, 4441,     29.6,  -1.7744,  33.8776,2,   2280.5,2,  -1.7749
  77DN20010717,Arctic,    18,  1, 234398,      3,20010721, 87.5019,  61.8819, 4441,     19.8,  -1.7171,  33.7584,2,   2288.6,3,  -1.7175
  77DN20010717,Arctic,    18,  1, 234399,      2,20010721, 87.5019,  61.8819, 4441,      9.5,  -1.6921,  33.7057,2,   2272.3,2,  -1.6923
  77DN20010717,Arctic,    18,  1, 234400,      1,20010721, 87.5019,  61.8819, 4441,      2.2,  -1.6896,  33.6969,2,   2267.4,2,  -1.6896
  77DN20010717,Arctic,    19,  1, 234402,     13,20010721, 87.9969,  69.7703, 4332,    400.5,   1.2817,  34.8888,2,   2307.3,2,   1.2617
  77DN20010717,Arctic,    19,  1, 234403,     12,20010721, 87.9969,  69.7703, 4332,    300.4,   1.6144,  34.8790,2,   2298.0,2,   1.5989
  77DN20010717,Arctic,    19,  1, 234404,     11,20010721, 87.9969,  69.7703, 4332,    200.2,   1.2026,  34.7555,2,   2291.5,2,   1.1931
  77DN20010717,Arctic,    19,  1, 234405,     10,20010721, 87.9969,  69.7703, 4332,    150.1,  -0.0676,  34.4809,2,   2295.4,2,  -0.0729
  77DN20010717,Arctic,    19,  1, 234406,      9,20010721, 87.9969,  69.7703, 4332,    100.1,  -1.5437,  34.2270,2,   2280.1,2,  -1.5459
  77DN20010717,Arctic,    19,  1, 234407,      8,20010721, 87.9969,  69.7703, 4332,     74.4,  -1.7519,  34.0215,2,   2280.4,2,  -1.7533
  77DN20010717,Arctic,    19,  1, 234408,      7,20010721, 87.9969,  69.7703, 4332,     50.2,  -1.8155,  34.0221,2,   2288.0,3,  -1.8164
  77DN20010717,Arctic,    19,  1, 234409,      6,20010721, 87.9969,  69.7703, 4332,     40.2,  -1.8075,  33.7040,2,   2272.9,2,  -1.8082
  77DN20010717,Arctic,    19,  1, 234410,      5,20010721, 87.9969,  69.7703, 4332,     30.0,  -1.7704,  33.6578,2,   2283.0,2,  -1.7709
  77DN20010717,Arctic,    19,  1, 234411,      4,20010721, 87.9969,  69.7703, 4332,     20.0,  -1.7379,  33.5864,2,   2263.8,2,  -1.7383
  77DN20010717,Arctic,    19,  1, 234412,      3,20010721, 87.9969,  69.7703, 4332,      9.9,  -1.7189,  33.5606,2,   2263.1,2,  -1.7191
  77DN20010717,Arctic,    19,  1, 234413,      2,20010721, 87.9969,  69.7703, 4332,      5.6,  -1.7132,  33.5532,2,   2269.1,2,  -1.7133
  77DN20010717,Arctic,    19,  1, 234414,      1,20010721, 87.9969,  69.7703, 4332,      2.2,  -1.7134,  33.5540,2,   2263.9,2,  -1.7134
  77DN20010717,Arctic,    20,  1, 234416,      7,20010722, 88.2861,  82.9086, 4337,    299.8,   1.5995,  34.8729,2,   2297.2,2,   1.5840
  77DN20010717,Arctic,    20,  1, 234417,      6,20010722, 88.2861,  82.9086, 4337,     99.5,  -1.6078,  34.2075,2,   2280.9,2,  -1.6099
  77DN20010717,Arctic,    20,  1, 234418,      5,20010722, 88.2861,  82.9086, 4337,     60.3,  -1.8034,  33.7331,2,   2276.2,2,  -1.8045
  77DN20010717,Arctic,    20,  1, 234419,      4,20010722, 88.2861,  82.9086, 4337,     39.9,  -1.8211,  33.5219,2,   2271.8,2,  -1.8218
  77DN20010717,Arctic,    20,  1, 234420,      3,20010722, 88.2861,  82.9086, 4337,     18.8,  -1.6817,  32.8607,2,   2246.2,2,  -1.6820
  77DN20010717,Arctic,    20,  1, 234421,      2,20010722, 88.2861,  82.9086, 4337,     10.2,  -1.6626,  32.6352,2,   2238.1,2,  -1.6628
  77DN20010717,Arctic,    20,  1, 234422,      1,20010722, 88.2861,  82.9086, 4337,      4.7,  -1.6629,  32.6169,2,   2235.9,2,  -1.6630
  77DN20010717,Arctic,    21,  1, 234426,     10,20010722, 88.4244,  95.3883, 4306,    499.6,   0.5505,  34.8727,2,   2305.7,2,   0.5282
  77DN20010717,Arctic,    21,  1, 234427,      9,20010722, 88.4244,  95.3883, 4306,    300.0,   1.3199,  34.8652,2,   2310.8,2,   1.3051
  77DN20010717,Arctic,    21,  1, 234428,      8,20010722, 88.4244,  95.3883, 4306,    200.0,   0.4953,  34.6172,2,   2289.5,2,   0.4871
  77DN20010717,Arctic,    21,  1, 234429,      7,20010722, 88.4244,  95.3883, 4306,    100.7,  -1.6695,  34.0742,2,   2283.0,2,  -1.6716
  77DN20010717,Arctic,    21,  1, 234430,      6,20010722, 88.4244,  95.3883, 4306,     74.3,  -1.8043,  33.7349,2,   2276.6,2,  -1.8057
  77DN20010717,Arctic,    21,  1, 234431,      5,20010722, 88.4244,  95.3883, 4306,     50.5,  -1.8317,  33.5593,2,   2267.7,2,  -1.8326
  77DN20010717,Arctic,    21,  1, 234432,      4,20010722, 88.4244,  95.3883, 4306,     40.0,  -1.8081,  33.3527,2,   2268.0,2,  -1.8088
  77DN20010717,Arctic,    21,  1, 234433,      3,20010722, 88.4244,  95.3883, 4306,     29.8,  -1.7633,  32.9164,2,   2256.1,2,  -1.7638
  77DN20010717,Arctic,    21,  1, 234434,      2,20010722, 88.4244,  95.3883, 4306,     20.6,  -1.6858,  32.3092,2,   2236.1,2,  -1.6861
  77DN20010717,Arctic,    21,  1, 234435,      1,20010722, 88.4244,  95.3883, 4306,     10.6,  -1.5933,  31.9103,2,   2216.8,2,  -1.5935
  77DN20010717,Arctic,    22,  1, 234437,     10,20010723, 88.4347, 109.8514, 4242,    301.0,   1.5442,  34.8676,2,   2296.9,2,   1.5288
  77DN20010717,Arctic,    22,  1, 234438,      9,20010723, 88.4347, 109.8514, 4242,    200.0,   0.8521,  34.6836,2,   2290.8,2,   0.8433
  77DN20010717,Arctic,    22,  1, 234439,      8,20010723, 88.4347, 109.8514, 4242,    100.6,  -1.5726,  34.1770,2,   2280.7,2,  -1.5748
  77DN20010717,Arctic,    22,  1, 234440,      7,20010723, 88.4347, 109.8514, 4242,     60.1,  -1.8282,  33.6545,2,   2270.6,2,  -1.8293
  77DN20010717,Arctic,    22,  1, 234441,      6,20010723, 88.4347, 109.8514, 4242,     50.4,  -1.8311,  33.5947,2,   2268.9,2,  -1.8320
  77DN20010717,Arctic,    22,  1, 234442,      5,20010723, 88.4347, 109.8514, 4242,     40.1,  -1.8182,  33.5167,2,   2267.7,2,  -1.8189
  77DN20010717,Arctic,    22,  1, 234443,      4,20010723, 88.4347, 109.8514, 4242,     30.0,  -1.7628,  33.0666,2,   2260.2,2,  -1.7633
  77DN20010717,Arctic,    22,  1, 234444,      3,20010723, 88.4347, 109.8514, 4242,     20.2,  -1.5667,  31.5097,2,   2204.2,2,  -1.5670
  77DN20010717,Arctic,    22,  1, 234445,      2,20010723, 88.4347, 109.8514, 4242,      9.6,  -1.5529,  31.3514,2,   2214.8,2,  -1.5530
  77DN20010717,Arctic,    22,  1, 234446,      1,20010723, 88.4347, 109.8514, 4242,      2.3,  -1.5532,  31.3626,2,   2202.9,2,  -1.5532
  77DN20010717,Arctic,    23,  1, 234452,     10,20010723, 88.4650, 121.9636, 4151,    399.9,   0.9772,  34.8625,2,   2296.9,2,   0.9583
  77DN20010717,Arctic,    23,  1, 234453,      9,20010723, 88.4650, 121.9636, 4151,    299.9,   1.4394,  34.8701,2,   2300.0,2,   1.4243
  77DN20010717,Arctic,    23,  1, 234454,      8,20010723, 88.4650, 121.9636, 4151,    200.2,   1.1993,  34.7687,2,   2294.1,2,   1.1898
  77DN20010717,Arctic,    23,  1, 234455,      7,20010723, 88.4650, 121.9636, 4151,    149.8,  -0.1188,  34.4926,2,   2282.0,2,  -0.1241
  77DN20010717,Arctic,    23,  1, 234456,      6,20010723, 88.4650, 121.9636, 4151,    100.5,  -1.3011,  34.2160,2,   2276.8,2,  -1.3035
  77DN20010717,Arctic,    23,  1, 234457,      5,20010723, 88.4650, 121.9636, 4151,     74.9,  -1.6141,  33.9959,2,   2275.3,2,  -1.6156
  77DN20010717,Arctic,    23,  1, 234458,      4,20010723, 88.4650, 121.9636, 4151,     49.9,  -1.7123,  33.6889,2,   2270.6,2,  -1.7132
  77DN20010717,Arctic,    23,  1, 234459,      3,20010723, 88.4650, 121.9636, 4151,     38.7,  -1.7389,  33.2922,2,   2264.2,2,  -1.7396
  77DN20010717,Arctic,    23,  1, 234460,      2,20010723, 88.4650, 121.9636, 4151,     29.9,  -1.6740,  32.1147,2,   2228.5,2,  -1.6745
  77DN20010717,Arctic,    23,  1, 234461,      1,20010723, 88.4650, 121.9636, 4151,     19.0,  -1.5366,  31.0879,2,   2195.0,2,  -1.5369
  77DN20010717,Arctic,    24,  1, 234471,     11,20010723, 88.3736, 126.5044, 3998,    300.9,   0.9848,  34.8373,2,   2295.1,2,   0.9708
  77DN20010717,Arctic,    24,  1, 234472,     10,20010723, 88.3736, 126.5044, 3998,    200.4,   0.7252,  34.7056,2,   2293.5,2,   0.7165
  77DN20010717,Arctic,    24,  1, 234473,      9,20010723, 88.3736, 126.5044, 3998,    150.5,  -0.1042,  34.5095,2,   2287.4,2,  -0.1095
  77DN20010717,Arctic,    24,  1, 234474,      8,20010723, 88.3736, 126.5044, 3998,    100.5,  -1.3310,  34.2077,2,   2286.2,2,  -1.3334
  77DN20010717,Arctic,    24,  1, 234475,      7,20010723, 88.3736, 126.5044, 3998,     74.5,  -1.6034,  33.9982,2,   2277.7,2,  -1.6049
  77DN20010717,Arctic,    24,  1, 234476,      6,20010723, 88.3736, 126.5044, 3998,     50.5,  -1.7192,  33.5956,2,   2273.0,2,  -1.7201
  77DN20010717,Arctic,    24,  1, 234477,      5,20010723, 88.3736, 126.5044, 3998,     40.2,  -1.7230,  33.1691,2,   2262.5,2,  -1.7237
  77DN20010717,Arctic,    24,  1, 234478,      4,20010723, 88.3736, 126.5044, 3998,     30.6,  -1.6464,  32.0407,2,   2238.1,2,  -1.6469
  77DN20010717,Arctic,    24,  1, 234479,      3,20010723, 88.3736, 126.5044, 3998,     20.5,  -1.5372,  31.1574,2,   2191.0,2,  -1.5375
  77DN20010717,Arctic,    24,  1, 234480,      2,20010723, 88.3736, 126.5044, 3998,     10.1,  -1.5307,  31.0995,2,   2200.3,2,  -1.5309
  77DN20010717,Arctic,    24,  1, 234481,      1,20010723, 88.3736, 126.5044, 3998,      1.6,  -1.5377,  31.0931,2,   2195.7,2,  -1.5377
  77DN20010717,Arctic,    25,  1, 234488,     10,20010723, 88.2731, 129.2856, 3771,    300.5,   1.0457,  34.8412,2,   2306.8,2,   1.0316
  77DN20010717,Arctic,    25,  1, 234489,      9,20010723, 88.2731, 129.2856, 3771,    200.2,   0.6933,  34.7042,2,   2297.9,2,   0.6847
  77DN20010717,Arctic,    25,  1, 234490,      8,20010723, 88.2731, 129.2856, 3771,    150.4,  -0.2049,  34.4769,2,   2293.8,2,  -0.2101
  77DN20010717,Arctic,    25,  1, 234491,      7,20010723, 88.2731, 129.2856, 3771,    100.1,  -1.3617,  34.1895,2,   2288.8,2,  -1.3640
  77DN20010717,Arctic,    25,  1, 234492,      6,20010723, 88.2731, 129.2856, 3771,     74.9,  -1.6362,  33.9258,2,   2279.8,2,  -1.6377
  77DN20010717,Arctic,    25,  1, 234493,      5,20010723, 88.2731, 129.2856, 3771,     49.9,  -1.7354,  33.5454,2,   2287.6,3,  -1.7363
  77DN20010717,Arctic,    25,  1, 234494,      4,20010723, 88.2731, 129.2856, 3771,     40.2,  -1.7716,  33.3896,2,   2260.0,2,  -1.7723
  77DN20010717,Arctic,    25,  1, 234495,      3,20010723, 88.2731, 129.2856, 3771,     30.2,  -1.5956,  31.6081,2,   2205.2,2,  -1.5961
  77DN20010717,Arctic,    25,  1, 234496,      2,20010723, 88.2731, 129.2856, 3771,     19.8,  -1.5370,  31.0141,2,   2189.2,2,  -1.5373
  77DN20010717,Arctic,    25,  1, 234497,      1,20010723, 88.2731, 129.2856, 3771,     10.2,  -1.5421,  30.9781,2,   2197.1,2,  -1.5422
  77DN20010717,Arctic,    26,  1,  34202,     12,20010723, 88.1453, 132.5567, 3229,    400.6,   0.9658,  34.8684,2,   2301.4,2,   0.9469
  77DN20010717,Arctic,    26,  1,  34203,     11,20010723, 88.1453, 132.5567, 3229,    300.6,   1.3889,  34.8603,2,   2290.4,2,   1.3739
  77DN20010717,Arctic,    26,  1,  34204,     10,20010723, 88.1453, 132.5567, 3229,    200.4,   1.1370,  34.7659,2,   2294.3,2,   1.1276
  77DN20010717,Arctic,    26,  1,  34205,      9,20010723, 88.1453, 132.5567, 3229,    150.4,  -0.0514,  34.5103,2,   2273.5,2,  -0.0568
  77DN20010717,Arctic,    26,  1,  34206,      8,20010723, 88.1453, 132.5567, 3229,    100.4,  -1.3429,  34.2172,2,   2270.0,2,  -1.3453
  77DN20010717,Arctic,    26,  1,  34207,      7,20010723, 88.1453, 132.5567, 3229,     75.3,  -1.6074,  33.9992,2,   2275.2,2,  -1.6090
  77DN20010717,Arctic,    26,  1,  34208,      6,20010723, 88.1453, 132.5567, 3229,     50.4,  -1.7201,  33.6682,2,   2273.0,2,  -1.7210
  77DN20010717,Arctic,    26,  1,  34209,      5,20010723, 88.1453, 132.5567, 3229,     40.6,  -1.7390,  33.1179,2,   2260.2,2,  -1.7397
  77DN20010717,Arctic,    26,  1,  34210,      4,20010723, 88.1453, 132.5567, 3229,     30.3,  -1.6432,  31.9581,2,   2231.1,2,  -1.6437
  77DN20010717,Arctic,    26,  1,  34211,      3,20010723, 88.1453, 132.5567, 3229,     20.2,  -1.5279,  30.8918,2,   2188.1,2,  -1.5282
  77DN20010717,Arctic,    26,  1,  34212,      2,20010723, 88.1453, 132.5567, 3229,     10.3,  -1.5289,  30.8465,2,   2178.9,2,  -1.5290
  77DN20010717,Arctic,    26,  1,  34213,      1,20010723, 88.1453, 132.5567, 3229,      1.8,  -1.5293,  30.8445,2,   2182.4,2,  -1.5293
  77DN20010717,Arctic,    27,  1,  34269,     12,20010728, 87.7156, 146.8728, 2095,    400.4,   0.5991,  34.8532,2,   2296.6,2,   0.5814
  77DN20010717,Arctic,    27,  1,  34270,     11,20010728, 87.7156, 146.8728, 2095,    300.2,   0.9530,  34.8556,2,   2297.8,2,   0.9391
  77DN20010717,Arctic,    27,  1,  34271,     10,20010728, 87.7156, 146.8728, 2095,    200.4,   0.9242,  34.7587,2,   2292.8,2,   0.9152
  77DN20010717,Arctic,    27,  1,  34272,      9,20010728, 87.7156, 146.8728, 2095,    150.3,  -0.1022,  34.5162,2,   2285.8,2,  -0.1075
  77DN20010717,Arctic,    27,  1,  34273,      8,20010728, 87.7156, 146.8728, 2095,    100.0,  -1.3111,  34.1944,2,   2276.0,2,  -1.3135
  77DN20010717,Arctic,    27,  1,  34274,      7,20010728, 87.7156, 146.8728, 2095,     75.0,  -1.6084,  33.9731,2,   2274.4,2,  -1.6099
  77DN20010717,Arctic,    27,  1,  34275,      6,20010728, 87.7156, 146.8728, 2095,     50.3,  -1.7247,  33.4889,2,   2268.8,2,  -1.7256
  77DN20010717,Arctic,    27,  1,  34276,      5,20010728, 87.7156, 146.8728, 2095,     39.7,  -1.6882,  32.5451,2,   2238.8,2,  -1.6889
  77DN20010717,Arctic,    27,  1,  34277,      4,20010728, 87.7156, 146.8728, 2095,     30.1,  -1.5604,  30.8843,2,   2181.9,2,  -1.5608
  77DN20010717,Arctic,    27,  1,  34278,      3,20010728, 87.7156, 146.8728, 2095,     20.3,  -1.5654,  30.8316,2,   2179.0,2,  -1.5657
  77DN20010717,Arctic,    27,  1,  34279,      2,20010728, 87.7156, 146.8728, 2095,     11.1,  -1.5631,  30.8246,2,   2187.6,2,  -1.5633
  77DN20010717,Arctic,    27,  1,  34280,      1,20010728, 87.7156, 146.8728, 2095,      1.7,  -1.5637,  30.8193,2,   2181.1,2,  -1.5637
  77DN20010717,Arctic,    28,  1,  34255,     11,20010728, 87.7092, 148.4739, 2351,    400.2,   0.5921,  34.8511,2,   2296.7,2,   0.5744
  77DN20010717,Arctic,    28,  1,  34256,     10,20010728, 87.7092, 148.4739, 2351,    299.8,   0.8850,  34.8351,2,   2296.9,2,   0.8713
  77DN20010717,Arctic,    28,  1,  34257,      9,20010728, 87.7092, 148.4739, 2351,    200.5,   0.9048,  34.7551,2,   2294.8,2,   0.8958
  77DN20010717,Arctic,    28,  1,  34258,      8,20010728, 87.7092, 148.4739, 2351,    150.1,  -0.1240,  34.4854,2,   2284.9,2,  -0.1293
  77DN20010717,Arctic,    28,  1,  34259,      7,20010728, 87.7092, 148.4739, 2351,    100.0,  -1.3818,  34.1534,2,   2276.3,2,  -1.3841
  77DN20010717,Arctic,    28,  1,  34260,      6,20010728, 87.7092, 148.4739, 2351,     75.4,  -1.6780,  33.8349,2,   2276.1,2,  -1.6795
  77DN20010717,Arctic,    28,  1,  34261,      5,20010728, 87.7092, 148.4739, 2351,     50.3,  -1.7488,  33.3361,2,   2269.7,2,  -1.7497
  77DN20010717,Arctic,    28,  1,  34262,      4,20010728, 87.7092, 148.4739, 2351,     40.3,  -1.7038,  32.4359,2,   2240.0,2,  -1.7045
  77DN20010717,Arctic,    28,  1,  34263,      3,20010728, 87.7092, 148.4739, 2351,     30.4,  -1.5772,  31.0722,2,   2195.1,2,  -1.5776
  77DN20010717,Arctic,    28,  1,  34264,      2,20010728, 87.7092, 148.4739, 2351,     20.3,  -1.5739,  30.9086,2,   2185.9,2,  -1.5742
  77DN20010717,Arctic,    28,  1,  34265,      1,20010728, 87.7092, 148.4739, 2351,     10.8,  -1.5723,  30.8959,2,   2187.8,2,  -1.5725
  77DN20010717,Arctic,    29,  1,  34241,     13,20010728, 87.7575, 150.8075, 2616,    400.2,   0.5057,  34.8450,2,   2309.0,2,   0.4883
  77DN20010717,Arctic,    29,  1,  34242,     12,20010728, 87.7575, 150.8075, 2616,    300.2,   0.5048,  34.8100,2,   2294.2,2,   0.4921
  77DN20010717,Arctic,    29,  1,  34243,     11,20010728, 87.7575, 150.8075, 2616,    200.1,   0.3127,  34.6460,2,   2288.9,2,   0.3048
  77DN20010717,Arctic,    29,  1,  34244,     10,20010728, 87.7575, 150.8075, 2616,    150.0,  -0.4822,  34.4241,2,   2283.8,2,  -0.4870
  77DN20010717,Arctic,    29,  1,  34245,      9,20010728, 87.7575, 150.8075, 2616,    100.0,  -1.5161,  34.0674,2,   2277.8,2,  -1.5183
  77DN20010717,Arctic,    29,  1,  34246,      8,20010728, 87.7575, 150.8075, 2616,     75.0,  -1.7114,  33.7288,2,   2271.4,2,  -1.7128
  77DN20010717,Arctic,    29,  1,  34247,      7,20010728, 87.7575, 150.8075, 2616,     50.1,  -1.7379,  33.1850,2,   2273.1,2,  -1.7388
  77DN20010717,Arctic,    29,  1,  34248,      6,20010728, 87.7575, 150.8075, 2616,     40.3,  -1.7126,  32.3117,2,   2236.1,2,  -1.7132
  77DN20010717,Arctic,    29,  1,  34249,      5,20010728, 87.7575, 150.8075, 2616,     30.1,  -1.6332,  31.2477,2,   2200.7,2,  -1.6336
  77DN20010717,Arctic,    29,  1,  34250,      4,20010728, 87.7575, 150.8075, 2616,     20.1,  -1.5948,  31.0685,2,   2193.3,2,  -1.5951
  77DN20010717,Arctic,    29,  1,  34251,      3,20010728, 87.7575, 150.8075, 2616,     10.3,  -1.5945,  31.0685,2,   2193.2,2,  -1.5946
  77DN20010717,Arctic,    29,  1,  34252,      2,20010728, 87.7575, 150.8075, 2616,      4.8,  -1.5921,  31.0585,2,   2191.4,2,  -1.5922
  77DN20010717,Arctic,    29,  1,  34253,      1,20010728, 87.7575, 150.8075, 2616,      1.6,  -1.5915,  31.0496,2,   2193.0,2,  -1.5915
  77DN20010717,Arctic,    30,  1,  34214,     11,20010726, 87.9228, 154.2917, 2941,    300.2,   0.9235,  34.8326,2,   2293.1,2,   0.9097
  77DN20010717,Arctic,    30,  1,  34215,     10,20010726, 87.9228, 154.2917, 2941,    200.2,   0.5020,  34.6523,2,   2288.4,2,   0.4937
  77DN20010717,Arctic,    30,  1,  34216,      9,20010726, 87.9228, 154.2917, 2941,    149.9,  -0.4222,  34.4049,2,   2278.1,2,  -0.4271
  77DN20010717,Arctic,    30,  1,  34217,      8,20010726, 87.9228, 154.2917, 2941,    100.0,  -1.5714,  34.0084,2,   2276.3,2,  -1.5735
  77DN20010717,Arctic,    30,  1,  34218,      7,20010726, 87.9228, 154.2917, 2941,     74.6,  -1.7323,  34.4088,2,   2285.0,2,  -1.7338
  77DN20010717,Arctic,    30,  1,  34220,      6,20010726, 87.9228, 154.2917, 2941,     50.2,  -1.7228,  32.6439,2,   2245.0,2,  -1.7236
  77DN20010717,Arctic,    30,  1,  34221,      5,20010726, 87.9228, 154.2917, 2941,     40.2,  -1.6926,  30.3562,2,   2138.9,3,  -1.6931
  77DN20010717,Arctic,    30,  1,  34222,      4,20010726, 87.9228, 154.2917, 2941,     30.6,  -1.6668,  31.5428,2,   2218.1,2,  -1.6673
  77DN20010717,Arctic,    30,  1,  34223,      3,20010726, 87.9228, 154.2917, 2941,     19.2,  -1.6098,  31.2301,2,   2200.5,2,  -1.6101
  77DN20010717,Arctic,    30,  1,  34225,      2,20010726, 87.9228, 154.2917, 2941,      4.9,  -1.6018,  31.2195,2,   2203.1,2,  -1.6019
  77DN20010717,Arctic,    30,  1,  34226,      1,20010726, 87.9228, 154.2917, 2941,      1.5,  -1.5991,  31.0359,2,   2189.7,2,  -1.5991
END_DATA
