EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,ID,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,DEGC
  58AA19991003,   GNS,    96,  1,      1,2,19991008, 75.5117,  20.2017,   56,     53.3,   4.0272,  34.6749,2,  34.6800,2,     3.03,2,     4.00,2,     0.18,2,     0.46,2,   2107.8,2,   2356.4,3,     8310,   4.0235
  58AA19991003,   GNS,    97,  1,      1,2,19991008, 75.0500,  19.4617,   40,     36.7,   3.5947,  34.5082,2,  34.5160,2,     2.64,2,     3.52,2,     0.16,2,     0.48,2,   2097.3,2,   2270.1,2,     8311,   3.5923
  58AA19991003,   GNS,    97,  1,      2,2,19991008, 75.0500,  19.4617,   40,     22.6,   3.5960,  34.5091,2,-999.0000,9,     2.54,2,     3.52,2,     0.15,2,     0.42,2,   2102.7,2,   2266.4,2,     8312,   3.5945
  58AA19991003,   GNS,    98,  1,      1,2,19991009, 74.2500,  19.1667,   60,     55.7,   2.9551,  34.3948,2,  34.3500,2,     2.25,2,     2.93,2,     0.16,2,     0.40,2,   2100.9,2,   2260.8,2,     8313,   2.9518
  58AA19991003,   GNS,    98,  1,      2,2,19991009, 74.2500,  19.1667,   60,     51.0,   2.9354,  34.3914,2,-999.0000,9,     2.34,2,     2.93,2,     0.16,2,     0.41,2,   2096.4,2,   2262.3,2,     8314,   2.9324
  58AA19991003,   GNS,    98,  1,      3,2,19991009, 74.2500,  19.1667,   60,     32.9,   2.9122,  34.3881,2,-999.0000,9,     2.05,2,     2.64,2,     0.15,2,     0.36,2,   2098.3,2,   2262.7,2,     8315,   2.9103
  58AA19991003,   GNS,    98,  1,      5,2,19991009, 74.2500,  19.1667,   60,     23.0,   2.8234,  34.3727,2,-999.0000,9,     2.15,2,     2.74,2,     0.16,2,     0.40,2,   2099.6,2,   2260.6,2,     8316,   2.8221
  58AA19991003,   GNS,    98,  1,      7,2,19991009, 74.2500,  19.1667,   60,     14.6,   2.6453,  34.3450,2,-999.0000,9,     2.25,2,     2.74,2,     0.18,2,     0.40,2,   2096.6,2,   2263.0,2,     8317,   2.6445
  58AA19991003,   GNS,    98,  1,      8,2,19991009, 74.2500,  19.1667,   60,      8.3,   2.7162,  34.3563,2,-999.0000,9,     1.56,2,     1.86,2,     0.17,2,     0.40,2,   2100.1,2,   2264.3,2,     8318,   2.7157
  58AA19991003,   GNS,    99,  1,      1,2,19991009, 74.0750,  19.1933,   86,     83.4,   1.3694,  34.5415,2,  34.5450,2,     3.22,2,     5.27,2,     0.25,2,     0.61,2,   -999.0,9,   -999.0,9,     8319,   1.3655
  58AA19991003,   GNS,    99,  1,      2,2,19991009, 74.0750,  19.1933,   86,     76.5,   1.3673,  34.5407,2,-999.0000,9,     3.32,2,     5.47,2,     0.25,2,     0.61,2,   -999.0,9,   -999.0,9,     8320,   1.3637
  58AA19991003,   GNS,    99,  1,      3,2,19991009, 74.0750,  19.1933,   86,     52.2,   1.3395,  34.4752,2,-999.0000,9,     3.22,2,     4.98,2,     0.26,2,     0.60,2,   -999.0,9,   -999.0,9,     8321,   1.3371
  58AA19991003,   GNS,    99,  1,      5,2,19991009, 74.0750,  19.1933,   86,     34.6,   1.4143,  34.4620,2,-999.0000,9,     1.47,2,     1.95,2,     0.15,2,     0.36,2,   -999.0,9,   -999.0,9,     8322,   1.4127
  58AA19991003,   GNS,    99,  1,      7,2,19991009, 74.0750,  19.1933,   86,     22.8,   2.5233,  34.3517,2,-999.0000,9,     1.66,2,     2.34,2,     0.19,2,     0.35,2,   -999.0,9,   -999.0,9,     8323,   2.5220
  58AA19991003,   GNS,    99,  1,      8,2,19991009, 74.0750,  19.1933,   86,     12.4,   2.5335,  34.3534,2,-999.0000,9,     1.37,2,     1.95,2,     0.18,2,     0.29,2,   -999.0,9,   -999.0,9,     8324,   2.5328
  58AA19991003,   GNS,    99,  1,      9,2,19991009, 74.0750,  19.1933,   86,      7.9,   2.5338,  34.3539,2,-999.0000,9,     1.17,2,     1.66,2,     0.16,2,     0.26,2,   -999.0,9,   -999.0,9,     8326,   2.5334
  58AA19991003,   GNS,   100,  1,      1,2,19991009, 74.0000,  19.2222,  135,    127.6,   2.0771,  34.8369,2,  34.8420,2,     4.00,2,     8.10,2,     0.18,2,     0.79,2,   2143.7,2,   -999.0,9,     8327,   2.0702
  58AA19991003,   GNS,   100,  1,      2,2,19991009, 74.0000,  19.2222,  135,     98.7,   1.7920,  34.7746,2,-999.0000,9,     3.91,2,     7.52,2,     0.19,2,     0.72,2,   2141.7,2,   -999.0,9,     8328,   1.7869
  58AA19991003,   GNS,   100,  1,      3,2,19991009, 74.0000,  19.2222,  135,     73.7,   2.0274,  34.6251,2,-999.0000,9,     2.83,2,     5.08,2,     0.26,2,     0.57,2,   2124.7,2,   -999.0,9,     8330,   2.0235
  58AA19991003,   GNS,   100,  1,      4,2,19991009, 74.0000,  19.2222,  135,     51.2,   3.4341,  34.5833,2,-999.0000,9,     1.66,2,     3.03,2,     0.26,2,     0.39,2,   2098.2,2,   -999.0,9,     8331,   3.4308
  58AA19991003,   GNS,   100,  1,      5,2,19991009, 74.0000,  19.2222,  135,     30.3,   3.2750,  34.5490,2,-999.0000,9,     1.66,2,     2.83,2,     0.25,2,     0.34,2,   2096.2,2,   -999.0,9,     8332,   3.2731
  58AA19991003,   GNS,   100,  1,      6,2,19991009, 74.0000,  19.2222,  135,     21.3,   3.1663,  34.5181,2,  34.5240,2,     1.56,2,     2.73,2,     0.23,2,     0.33,2,   2096.3,2,   -999.0,9,     8333,   3.1650
  58AA19991003,   GNS,   100,  1,      7,2,19991009, 74.0000,  19.2222,  135,      5.3,   3.1596,  34.5159,2,-999.0000,9,     1.47,2,     2.44,2,     0.22,2,     0.28,2,   2097.0,2,   -999.0,9,     8334,   3.1593
  58AA19991003,   GNS,   101,  1,      1,2,19991009, 73.8750,  19.2500,  193,    188.0,   2.3584,  35.0243,2,-999.0000,9,     5.57,2,    11.91,2,     0.03,2,     0.89,2,   -999.0,9,   -999.0,9,     8336,   2.3477
  58AA19991003,   GNS,   101,  1,      2,2,19991009, 73.8750,  19.2500,  193,    151.7,   2.9923,  35.0513,2,-999.0000,9,     4.10,2,    10.74,2,     0.02,2,     0.74,2,   -999.0,9,   -999.0,9,     8337,   2.9829
  58AA19991003,   GNS,   101,  1,      3,2,19991009, 73.8750,  19.2500,  193,     99.3,   3.6038,  35.0671,2,-999.0000,9,     3.81,2,    11.72,2,     0.02,2,     0.90,2,   -999.0,9,   -999.0,9,     8338,   3.5972
  58AA19991003,   GNS,   101,  1,      4,2,19991009, 73.8750,  19.2500,  193,     76.3,   3.7186,  35.0455,2,-999.0000,9,     4.10,2,    11.62,2,     0.02,2,     0.82,2,   -999.0,9,   -999.0,9,     8339,   3.7135
  58AA19991003,   GNS,   101,  1,      5,2,19991009, 73.8750,  19.2500,  193,     50.5,   4.3939,  34.9712,2,-999.0000,9,     3.22,2,     8.69,2,     0.08,2,     0.65,2,   -999.0,9,   -999.0,9,     8340,   4.3902
  58AA19991003,   GNS,   101,  1,      6,2,19991009, 73.8750,  19.2500,  193,     31.5,   4.7844,  34.8930,2,-999.0000,9,     2.15,2,     4.98,2,     0.23,2,     0.43,2,   -999.0,9,   -999.0,9,     8341,   4.7820
  58AA19991003,   GNS,   101,  1,      7,2,19991009, 73.8750,  19.2500,  193,     23.4,   4.7991,  34.8929,2,-999.0000,9,     2.05,2,     4.88,2,     0.23,2,     0.44,2,   -999.0,9,   -999.0,9,     8342,   4.7973
  58AA19991003,   GNS,   101,  1,      8,2,19991009, 73.8750,  19.2500,  193,     13.3,   4.7997,  34.8930,2,-999.0000,9,     2.05,2,     4.78,2,     0.23,2,     0.45,2,   -999.0,9,   -999.0,9,     8343,   4.7987
  58AA19991003,   GNS,   101,  1,      9,2,19991009, 73.8750,  19.2500,  193,      5.8,   4.8003,  34.8928,2,-999.0000,9,     3.52,2,     9.08,2,     0.10,2,     0.66,2,   -999.0,9,   -999.0,9,     8344,   4.7999
  58AA19991003,   GNS,   102,  1,      1,2,19991010, 73.0000,  19.4443,  412,    400.7,   1.8349,  35.0111,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     8358,   1.8130
  58AA19991003,   GNS,   102,  1,      2,2,19991010, 73.0000,  19.4443,  412,    302.4,   3.6360,  35.0575,2,-999.0000,9,     4.49,2,    12.01,2,     0.01,2,     0.82,2,   2167.4,2,   -999.0,9,     8359,   3.6153
  58AA19991003,   GNS,   102,  1,      3,2,19991010, 73.0000,  19.4443,  412,    252.0,   4.4878,  35.0587,2,  35.0660,2,     5.27,2,    12.40,2,     0.01,2,     0.84,2,   2138.6,2,   2294.6,2,     8360,   4.4690
  58AA19991003,   GNS,   102,  1,      4,2,19991010, 73.0000,  19.4443,  412,    202.7,   5.1769,  35.0912,2,-999.0000,9,     4.88,2,    11.72,2,     0.02,2,     0.79,2,   2141.8,2,   2297.8,2,     8361,   5.1607
  58AA19991003,   GNS,   102,  1,      5,2,19991010, 73.0000,  19.4443,  412,    151.8,   5.8584,  35.1218,2,-999.0000,9,     4.00,2,     9.47,2,     0.03,2,     0.71,2,   -999.0,9,   2316.9,2,     8362,   5.8455
  58AA19991003,   GNS,   102,  1,      6,2,19991010, 73.0000,  19.4443,  412,    101.8,   6.2839,  35.1396,2,  35.1450,2,     5.08,2,    12.50,2,     0.01,2,     0.85,2,   2141.1,2,   2298.6,2,     8363,   6.2750
  58AA19991003,   GNS,   102,  1,      7,2,19991010, 73.0000,  19.4443,  412,     79.0,   6.7464,  35.1519,2,-999.0000,9,     4.98,2,    12.30,2,     0.02,2,     0.86,2,   2129.3,2,   2302.4,2,     8364,   6.7392
  58AA19991003,   GNS,   102,  1,      8,2,19991010, 73.0000,  19.4443,  412,     52.4,   6.8257,  35.0584,2,-999.0000,9,     3.71,2,     8.79,2,     0.08,2,     0.65,2,   2128.1,2,   2298.4,2,     8365,   6.8209
  58AA19991003,   GNS,   102,  1,      9,2,19991010, 73.0000,  19.4443,  412,     32.6,   6.6814,  34.9972,2,-999.0000,9,     2.73,2,     5.96,2,     0.12,2,     0.52,2,   2113.4,2,   2295.7,2,     8366,   6.6785
  58AA19991003,   GNS,   102,  1,     10,2,19991010, 73.0000,  19.4443,  412,     23.5,   6.6785,  34.9963,2,  35.0010,2,     2.44,2,     5.17,2,     0.12,2,     0.40,2,   2109.0,2,   2294.4,2,     8367,   6.6764
  58AA19991003,   GNS,   102,  1,     11,2,19991010, 73.0000,  19.4443,  412,     13.1,   6.6835,  34.9959,2,-999.0000,9,     2.44,2,     5.27,2,     0.11,2,     0.44,2,   2110.1,2,   2296.1,2,     8368,   6.6823
  58AA19991003,   GNS,   102,  1,     12,2,19991010, 73.0000,  19.4443,  412,      7.6,   6.6886,  34.9964,2,-999.0000,9,     2.83,2,     6.15,2,     0.14,2,     0.51,2,   2110.1,2,   2301.0,2,     8369,   6.6879
  58AA19991003,   GNS,   103,  1,      1,2,19991010, 72.8750,  19.4722,  420,    397.7,   2.5688,  35.0353,2,-999.0000,9,     4.59,2,    10.35,2,     0.02,2,     0.75,2,   2157.1,2,   2299.1,2,     8371,   2.5447
  58AA19991003,   GNS,   103,  1,      2,2,19991010, 72.8750,  19.4722,  420,    295.9,   3.8799,  35.0539,2,  35.0620,2,     3.22,2,     8.01,2,     0.01,2,     0.67,2,   2149.0,2,   2298.5,2,     8372,   3.8591
  58AA19991003,   GNS,   103,  1,      3,2,19991010, 72.8750,  19.4722,  420,    248.5,   4.7445,  35.0723,2,-999.0000,9,     4.98,2,    12.30,2,     0.01,2,     0.84,2,   -999.0,9,   2297.4,2,     8373,   4.7254
  58AA19991003,   GNS,   103,  1,      4,2,19991010, 72.8750,  19.4722,  420,    198.4,   5.3225,  35.0956,2,-999.0000,9,     5.08,2,    12.30,2,     0.02,2,     0.84,2,   2140.2,2,   2298.9,2,     8374,   5.3064
  58AA19991003,   GNS,   103,  1,      5,2,19991010, 72.8750,  19.4722,  420,    148.7,   5.9691,  35.1250,2,-999.0000,9,     4.88,2,    11.81,2,     0.02,2,     0.81,2,   -999.0,9,   2299.9,2,     8375,   5.9564
  58AA19991003,   GNS,   103,  1,      6,2,19991010, 72.8750,  19.4722,  420,     99.4,   6.3049,  35.1328,2,  35.1380,2,     4.78,2,    12.01,2,     0.01,2,     0.83,2,   2136.9,2,   2301.5,2,     8376,   6.2962
  58AA19991003,   GNS,   103,  1,      7,2,19991010, 72.8750,  19.4722,  420,     75.6,   6.5199,  35.0475,2,-999.0000,9,     3.32,2,     8.20,2,     0.06,2,     0.58,2,   2123.2,2,   2300.3,2,     8377,   6.5132
  58AA19991003,   GNS,   103,  1,      8,2,19991010, 72.8750,  19.4722,  420,     49.7,   6.7789,  34.9356,2,-999.0000,9,     1.95,2,     3.61,2,     0.12,2,     0.36,2,   2103.8,2,   -999.0,9,     8378,   6.7744
  58AA19991003,   GNS,   103,  1,      9,2,19991010, 72.8750,  19.4722,  420,     30.7,   7.0648,  34.8827,2,-999.0000,9,     3.81,2,     8.98,2,     0.05,2,     0.65,2,   2134.9,2,   2298.5,2,     8379,   7.0619
  58AA19991003,   GNS,   103,  1,     10,2,19991010, 72.8750,  19.4722,  420,     22.2,   7.0908,  34.8808,2,-999.0000,9,     1.86,2,     3.22,2,     0.15,2,     0.31,2,   -999.0,9,   2310.9,2,     8380,   7.0887
  58AA19991003,   GNS,   103,  1,     11,2,19991010, 72.8750,  19.4722,  420,     12.4,   7.0906,  34.8808,2,-999.0000,9,     2.15,2,     3.91,2,     0.14,2,     0.39,2,   2104.7,2,   2296.6,2,     8381,   7.0894
  58AA19991003,   GNS,   103,  1,     12,2,19991010, 72.8750,  19.4722,  420,      7.7,   7.0887,  34.8812,2,-999.0000,9,     1.46,2,     2.54,2,     0.12,2,     0.27,2,   2099.6,2,   2298.2,2,     8382,   7.0880
  58AA19991003,   GNS,   104,  1,      1,2,19991010, 72.7500,  19.5000,  395,    383.2,   2.1145,  35.0192,2,-999.0000,9,     6.74,2,    12.69,2,     0.01,2,     0.80,2,   2161.2,2,   2296.9,2,     8384,   2.0927
  58AA19991003,   GNS,   104,  1,      2,2,19991010, 72.7500,  19.5000,  395,    301.7,   4.0911,  35.0472,2,  35.0560,2,     5.08,2,    12.20,2,     0.01,2,     0.84,2,   2144.8,2,   2300.6,2,     8385,   4.0694
  58AA19991003,   GNS,   104,  1,      3,2,19991010, 72.7500,  19.5000,  395,    251.8,   4.9628,  35.0727,2,-999.0000,9,     5.17,2,    12.30,2,     0.02,2,     0.83,2,   2138.5,2,   2298.7,2,     8386,   4.9430
  58AA19991003,   GNS,   104,  1,      4,2,19991010, 72.7500,  19.5000,  395,    201.4,   5.5443,  35.1052,2,-999.0000,9,     3.51,2,     8.20,2,     0.08,2,     0.56,2,   -999.0,9,   2300.8,2,     8387,   5.5276
  58AA19991003,   GNS,   104,  1,      5,2,19991010, 72.7500,  19.5000,  395,    151.7,   5.9700,  35.1067,2,-999.0000,9,     4.88,2,    12.01,2,     0.02,2,     0.81,2,   2138.8,2,   2300.1,2,     8388,   5.9570
  58AA19991003,   GNS,   104,  1,      6,2,19991010, 72.7500,  19.5000,  395,    101.4,   6.0936,  35.0231,2,-999.0000,9,     3.42,2,     8.49,2,     0.08,2,     0.65,2,   2127.8,2,   2302.0,2,     8389,   6.0849
  58AA19991003,   GNS,   104,  1,      7,2,19991010, 72.7500,  19.5000,  395,     76.6,   6.2729,  34.9631,2,-999.0000,9,     2.54,2,     5.66,2,     0.15,2,     0.48,2,   2113.6,2,   2294.6,2,     8390,   6.2662
  58AA19991003,   GNS,   104,  1,      8,2,19991010, 72.7500,  19.5000,  395,     53.1,   6.6497,  34.9330,2,-999.0000,9,     1.66,2,     3.12,2,     0.16,2,     0.32,2,   2105.6,2,   2298.1,2,     8391,   6.6449
  58AA19991003,   GNS,   104,  1,      9,2,19991010, 72.7500,  19.5000,  395,     32.3,   7.1075,  34.8825,2,-999.0000,9,     1.86,2,     3.32,2,     0.13,2,     0.35,2,   2100.6,2,   2299.6,2,     8392,   7.1045
  58AA19991003,   GNS,   104,  1,     10,2,19991010, 72.7500,  19.5000,  395,     22.4,   7.1399,  34.8818,2,  34.8870,2,     1.66,2,     3.03,2,     0.20,2,     0.31,2,   2100.5,2,   2296.6,2,     8393,   7.1378
  58AA19991003,   GNS,   104,  1,     11,2,19991010, 72.7500,  19.5000,  395,     11.7,   7.3204,  34.8693,2,-999.0000,9,     2.05,2,     3.81,2,     0.12,2,     0.36,2,   2099.7,2,   2298.7,2,     8394,   7.3193
  58AA19991003,   GNS,   104,  1,     12,2,19991010, 72.7500,  19.5000,  395,      6.6,   7.3256,  34.8736,2,-999.0000,9,     1.46,2,     2.54,2,     0.09,2,     0.33,2,   2100.7,2,   2298.9,2,     8395,   7.3250
  58AA19991003,   GNS,   105,  1,      2,2,19991010, 72.5000,  19.5550,  386,    300.6,   5.0855,  35.0617,2,-999.0000,9,     4.78,2,    11.52,2,     0.01,2,     0.81,2,   -999.0,9,   2297.3,2,     8397,   5.0615
  58AA19991003,   GNS,   105,  1,      3,2,19991010, 72.5000,  19.5550,  386,    250.6,   5.8465,  35.1200,2,-999.0000,9,     5.27,2,    12.59,2,     0.01,2,     0.85,2,   2139.9,2,   2297.1,2,     8398,   5.8251
  58AA19991003,   GNS,   105,  1,      4,2,19991010, 72.5000,  19.5550,  386,    202.1,   6.2580,  35.1372,2,-999.0000,9,     5.08,2,    12.50,2,     0.01,2,     0.86,2,   -999.0,9,   2304.2,2,     8399,   6.2402
  58AA19991003,   GNS,   105,  1,      5,2,19991010, 72.5000,  19.5550,  386,    151.6,   6.8983,  35.1695,2,-999.0000,9,     5.17,2,    12.50,2,     0.01,2,     0.87,2,   2139.9,2,   2301.6,2,     8400,   6.8842
  58AA19991003,   GNS,   105,  1,      7,2,19991010, 72.5000,  19.5550,  386,     77.2,   7.4500,  35.1447,2,-999.0000,9,     4.88,2,    12.01,2,     0.02,2,     0.83,2,   2137.7,2,   -999.0,9,     8402,   7.4426
  58AA19991003,   GNS,   105,  1,      8,2,19991010, 72.5000,  19.5550,  386,     52.5,   7.5629,  35.0072,2,-999.0000,9,     3.51,2,     8.59,2,     0.04,2,     0.63,2,   2128.7,2,   2307.5,2,     8403,   7.5578
  58AA19991003,   GNS,   105,  1,      9,2,19991010, 72.5000,  19.5550,  386,     33.0,   7.4321,  34.8883,2,-999.0000,9,     2.44,2,     4.59,2,     0.13,2,     0.42,2,   2103.5,2,   2301.5,2,     8404,   7.4289
  58AA19991003,   GNS,   105,  1,     10,2,19991010, 72.5000,  19.5550,  386,     23.2,   7.4306,  34.8872,2,-999.0000,9,     2.34,2,     4.59,2,     0.13,2,     0.43,2,   2103.1,2,   2302.3,2,     8405,   7.4284
  58AA19991003,   GNS,   105,  1,     11,2,19991010, 72.5000,  19.5550,  386,     11.9,   7.4302,  34.8864,2,-999.0000,9,     2.34,2,     4.49,2,     0.13,2,     0.41,2,   2104.1,2,   2299.1,2,     8406,   7.4291
  58AA19991003,   GNS,   105,  1,     12,2,19991010, 72.5000,  19.5550,  386,      7.7,   7.4324,  34.8864,2,-999.0000,9,     2.44,2,     4.59,2,     0.13,2,     0.44,2,   2105.3,2,   2300.2,2,     8407,   7.4317
  58AA19991003,   GNS,   105,  1,      1,2,19991010, 72.5000,  19.5550,  386,    376.4,   3.5693,  35.0521,2,-999.0000,9,     4.49,2,    10.93,2,     0.01,2,     0.71,2,   2149.9,2,   2299.9,2,     8408,   3.5435
  58AA19991003,   GNS,   106,  1,      1,2,19991010, 72.2500,  19.6110,  326,    314.7,   5.1901,  35.0975,2,-999.0000,9,     6.35,2,    13.28,2,     0.03,2,     0.89,2,   2151.1,2,   -999.0,9,     8410,   5.1647
  58AA19991003,   GNS,   106,  1,      2,2,19991010, 72.2500,  19.6110,  326,    302.8,   5.2377,  35.0992,2,-999.0000,9,     6.35,2,    13.28,2,     0.03,2,     0.89,2,   -999.0,9,   2300.2,2,     8411,   5.2131
  58AA19991003,   GNS,   106,  1,      3,2,19991010, 72.2500,  19.6110,  326,    252.9,   5.7243,  35.1182,2,-999.0000,9,     5.56,2,    12.79,2,     0.02,2,     0.87,2,   2140.4,2,   2300.1,2,     8412,   5.7029
  58AA19991003,   GNS,   106,  1,      4,2,19991010, 72.2500,  19.6110,  326,    202.0,   6.1380,  35.1313,2,-999.0000,9,     5.27,2,    12.59,2,     0.01,2,     0.85,2,   -999.0,9,   2302.2,2,     8413,   6.1204
  58AA19991003,   GNS,   106,  1,      5,2,19991010, 72.2500,  19.6110,  326,    153.8,   6.4525,  35.1409,2,-999.0000,9,     5.08,2,    12.50,2,     0.01,2,     0.85,2,   2137.9,2,   2300.6,2,     8414,   6.4387
  58AA19991003,   GNS,   106,  1,      6,2,19991010, 72.2500,  19.6110,  326,    102.8,   6.8658,  35.1438,2,-999.0000,9,     4.98,2,    12.30,2,     0.02,2,     0.84,2,   2136.7,2,   2302.6,2,     8415,   6.8563
  58AA19991003,   GNS,   106,  1,      7,2,19991010, 72.2500,  19.6110,  326,     77.9,   7.0333,  35.1181,2,-999.0000,9,     4.78,2,    11.91,2,     0.01,2,     0.82,2,   2138.2,2,   2301.0,2,     8416,   7.0260
  58AA19991003,   GNS,   106,  1,      8,2,19991010, 72.2500,  19.6110,  326,     54.4,   7.4272,  34.9776,2,-999.0000,9,     3.22,2,     7.71,2,     0.08,2,     0.59,2,   2113.9,2,   2299.5,2,     8417,   7.4220
  58AA19991003,   GNS,   106,  1,      9,2,19991010, 72.2500,  19.6110,  326,     31.8,   7.6202,  34.7949,2,-999.0000,9,     4.88,2,    11.13,2,     0.03,2,     0.79,2,   2133.0,2,   2302.6,2,     8418,   7.6171
  58AA19991003,   GNS,   106,  1,     10,2,19991010, 72.2500,  19.6110,  326,     21.8,   7.6330,  34.7949,2,  34.8000,2,     2.05,2,     3.22,2,     0.14,2,     0.33,2,   2091.1,2,   2295.1,2,     8419,   7.6309
  58AA19991003,   GNS,   106,  1,     11,2,19991010, 72.2500,  19.6110,  326,     11.5,   7.6756,  34.7908,2,-999.0000,9,     2.05,2,     3.32,2,     0.13,2,     0.33,2,   2095.2,2,   2296.9,2,     8420,   7.6745
  58AA19991003,   GNS,   106,  1,     12,2,19991010, 72.2500,  19.6110,  326,      6.6,   7.6758,  34.7914,2,-999.0000,9,     2.05,2,     3.32,2,     0.14,2,     0.33,2,   2094.8,2,   2296.1,2,     8421,   7.6752
  58AA19991003,   GNS,   107,  1,      1,2,19991010, 72.0000,  19.6567,  305,    298.5,   4.9189,  35.0877,2,-999.0000,9,     6.44,2,    13.28,2,     0.03,2,     0.92,2,   2149.7,2,   2299.0,2,     8423,   4.8955
  58AA19991003,   GNS,   107,  1,      2,2,19991010, 72.0000,  19.6567,  305,    251.7,   5.5770,  35.1117,2,-999.0000,9,     4.98,2,    10.93,2,     0.02,2,     0.80,2,   2148.8,2,   2300.8,2,     8424,   5.5560
  58AA19991003,   GNS,   107,  1,      3,2,19991010, 72.0000,  19.6567,  305,    201.5,   6.1285,  35.1346,2,-999.0000,9,     3.42,2,     7.91,2,     0.01,2,     0.66,2,   2143.2,2,   2299.2,2,     8425,   6.1109
  58AA19991003,   GNS,   107,  1,      4,2,19991010, 72.0000,  19.6567,  305,    150.6,   6.5268,  35.1437,2,  35.1480,2,     3.71,2,     8.69,2,     0.03,2,     0.64,2,   2138.7,2,   2302.4,2,     8426,   6.5132
  58AA19991003,   GNS,   107,  1,      5,2,19991010, 72.0000,  19.6567,  305,    100.6,   6.9810,  35.1373,2,-999.0000,9,     4.88,2,    12.11,2,     0.02,2,     0.84,2,   2137.7,2,   -999.0,9,     8427,   6.9716
  58AA19991003,   GNS,   107,  1,      6,2,19991010, 72.0000,  19.6567,  305,     77.0,   7.2454,  35.0850,2,-999.0000,9,     3.71,2,     9.47,2,     0.02,2,     0.63,2,   2131.9,2,   2305.5,2,     8428,   7.2381
  58AA19991003,   GNS,   107,  1,      7,2,19991010, 72.0000,  19.6567,  305,     52.0,   7.8001,  34.7903,2,-999.0000,9,     1.27,2,     2.25,2,     0.13,2,     0.27,2,   2093.8,2,   2301.5,2,     8429,   7.7950
  58AA19991003,   GNS,   107,  1,      8,2,19991010, 72.0000,  19.6567,  305,     32.1,   7.8026,  34.7766,2,-999.0000,9,     1.86,2,     3.22,2,     0.14,2,     0.32,2,   2099.1,2,   2298.5,2,     8430,   7.7994
  58AA19991003,   GNS,   107,  1,      9,2,19991010, 72.0000,  19.6567,  305,     23.2,   7.8101,  34.7715,2,-999.0000,9,     1.66,2,     2.83,2,     0.13,2,     0.29,2,   -999.0,9,   2298.5,2,     8431,   7.8078
  58AA19991003,   GNS,   107,  1,     10,2,19991010, 72.0000,  19.6567,  305,     14.2,   7.8072,  34.7614,2,-999.0000,9,     2.05,2,     3.42,2,     0.15,2,     0.34,2,   -999.0,9,   2296.0,2,     8432,   7.8058
  58AA19991003,   GNS,   107,  1,     11,2,19991010, 72.0000,  19.6567,  305,      7.8,   7.8045,  34.7610,2,-999.0000,9,     1.95,2,     3.22,2,     0.14,2,     0.32,2,   -999.0,9,   2294.1,2,     8433,   7.8037
  58AA19991003,   GNS,   108,  1,      1,2,19991010, 71.7500,  19.7222,  263,    253.0,   6.1136,  35.1330,2,  35.1400,2,     5.27,2,    12.20,2,     0.03,2,     0.79,2,   -999.0,9,   -999.0,9,     8437,   6.0915
  58AA19991003,   GNS,   108,  1,      2,2,19991010, 71.7500,  19.7222,  263,    203.7,   6.2960,  35.1362,2,-999.0000,9,     4.59,2,    10.45,2,     0.14,2,     0.73,2,   -999.0,9,   -999.0,9,     8438,   6.2780
  58AA19991003,   GNS,   108,  1,      3,2,19991010, 71.7500,  19.7222,  263,    153.7,   6.6862,  35.1416,2,-999.0000,9,     4.49,2,    10.54,2,     0.05,2,     0.75,2,   -999.0,9,   -999.0,9,     8439,   6.6722
  58AA19991003,   GNS,   108,  1,      4,2,19991010, 71.7500,  19.7222,  263,    102.7,   6.9834,  35.1095,2,-999.0000,9,     3.91,2,     9.27,2,     0.14,2,     0.66,2,   -999.0,9,   -999.0,9,     8440,   6.9738
  58AA19991003,   GNS,   108,  1,      5,2,19991010, 71.7500,  19.7222,  263,     77.8,   7.3350,  35.0592,2,-999.0000,9,     4.39,2,    11.13,2,     0.02,2,     0.70,2,   -999.0,9,   -999.0,9,     8441,   7.3276
  58AA19991003,   GNS,   108,  1,      6,2,19991010, 71.7500,  19.7222,  263,     52.8,   7.7592,  34.9483,2,-999.0000,9,     3.81,2,     9.67,2,     0.04,2,     0.68,2,   -999.0,9,   -999.0,9,     8442,   7.7540
  58AA19991003,   GNS,   108,  1,      7,2,19991010, 71.7500,  19.7222,  263,     32.8,   8.1520,  34.6104,2,-999.0000,9,     2.05,2,     3.03,2,     0.17,2,     0.33,2,   -999.0,9,   -999.0,9,     8443,   8.1487
  58AA19991003,   GNS,   108,  1,      9,2,19991010, 71.7500,  19.7222,  263,     13.6,   8.1561,  34.6065,2,  34.6130,2,     1.46,2,     2.05,2,     0.22,2,     0.22,2,   -999.0,9,   -999.0,9,     8445,   8.1547
