EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,ID,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,DEGC
  58AA19991003,   GNS,    52,  1,      4,2,19991006, 78.0700,  20.5017,   44,      7.6,   1.5344,  33.4799,2,  33.4890,2,     1.95,2,     2.74,2,     0.13,2,     0.38,2,   2066.3,2,   2224.9,2,     8201,   1.5341
  58AA19991003,   GNS,    55,  1,      1,2,19991006, 77.8667,  20.1183,   85,     81.5,   2.0595,  34.5837,2,-999.0000,9,     4.49,2,     7.23,2,     0.17,2,     0.63,2,   2136.7,2,   2292.4,2,     8202,   2.0552
  58AA19991003,   GNS,    55,  1,      2,2,19991006, 77.8667,  20.1183,   85,     72.5,   2.4590,  34.5367,2,  34.5410,2,     4.00,2,     6.64,2,     0.19,2,     0.61,2,   2122.4,2,   2290.5,2,     8203,   2.4549
  58AA19991003,   GNS,    55,  1,      3,2,19991006, 77.8667,  20.1183,   85,     47.6,   3.0472,  34.3745,2,-999.0000,9,     2.64,2,     4.98,2,     0.20,2,     0.48,2,   2103.7,2,   2283.8,2,     8204,   3.0443
  58AA19991003,   GNS,    55,  1,      4,2,19991006, 77.8667,  20.1183,   85,     14.0,   1.6693,  33.8435,2,  34.2240,3,     2.15,2,     4.01,2,     0.18,2,     0.40,2,   2092.6,2,   2270.6,3,     8205,   1.6686
  58AA19991003,   GNS,    58,  1,      1,2,19991006, 77.6150,  18.8333,  139,    136.0,  -1.2959,  34.9127,2,  34.8710,2,     5.86,2,     9.37,2,     0.08,2,     0.74,2,   2189.9,2,   2306.9,2,     8206,  -1.2994
  58AA19991003,   GNS,    58,  1,      2,2,19991006, 77.6150,  18.8333,  139,    135.9,  -1.4237,  34.9436,2,-999.0000,9,     4.59,2,     7.42,2,     0.06,2,     0.62,2,   2190.9,2,   2307.5,2,     8207,  -1.4271
  58AA19991003,   GNS,    58,  1,      3,2,19991006, 77.6150,  18.8333,  139,    127.6,  -0.6987,  34.8040,2,-999.0000,9,     5.86,2,    10.35,2,     0.09,2,     0.84,2,   2188.8,2,   2307.6,2,     8208,  -0.7026
  58AA19991003,   GNS,    58,  1,      4,2,19991006, 77.6150,  18.8333,  139,     79.7,   2.0567,  34.7327,2,-999.0000,9,     2.64,2,     8.30,2,     0.08,2,     0.55,2,   2144.2,2,   2388.9,3,     8209,   2.0525
  58AA19991003,   GNS,    58,  1,      5,2,19991006, 77.6150,  18.8333,  139,     54.7,   2.9902,  34.5493,2,-999.0000,9,     1.86,2,     4.30,2,     0.13,2,     0.36,2,   2121.0,2,   2278.8,2,     8210,   2.9869
  58AA19991003,   GNS,    58,  1,      7,2,19991006, 77.6150,  18.8333,  139,     26.0,   2.4473,  34.2256,2,  34.2320,2,     2.15,2,     4.01,2,     0.18,2,     0.41,2,   2097.1,2,   2269.0,2,     8211,   2.4459
  58AA19991003,   GNS,    59,  1,      2,2,19991006, 77.5317,  18.3667,   54,     42.8,   1.9714,  33.8972,2,-999.0000,9,     1.76,2,     2.54,2,     0.16,2,     0.34,2,   2072.3,2,   2246.3,2,     8212,   1.9692
  58AA19991003,   GNS,    59,  1,      3,2,19991006, 77.5317,  18.3667,   54,     33.0,   1.7575,  33.6400,2,-999.0000,9,     0.98,2,     1.37,2,     0.10,2,     0.24,2,   2067.3,2,   2233.4,2,     8213,   1.7559
  58AA19991003,   GNS,    59,  1,      4,2,19991006, 77.5317,  18.3667,   54,     12.7,   1.0127,  33.1181,2,  33.2180,2,     1.17,2,     0.98,2,     0.09,2,     0.23,2,   2048.1,2,   2208.7,2,     8214,   1.0122
  58AA19991003,   GNS,    61,  1,      1,2,19991007, 77.4950,  19.0733,  182,    179.1,  -1.7934,  35.0633,2,  34.7660,3,     3.12,2,     9.96,2,     0.10,2,     0.69,2,   2154.6,2,   2270.2,3,     8215,  -1.7974
  58AA19991003,   GNS,    61,  1,      2,2,19991007, 77.4950,  19.0733,  182,    169.1,  -1.7535,  35.0392,2,-999.0000,9,     7.71,2,    10.35,2,     0.06,2,     0.90,2,   2215.7,2,   2269.7,3,     8216,  -1.7573
  58AA19991003,   GNS,    61,  1,      3,2,19991007, 77.4950,  19.0733,  182,    158.7,  -1.6670,  34.9946,2,  35.0320,2,     7.32,2,    10.45,2,     0.05,2,     0.91,2,   2212.3,2,   2291.7,2,     8217,  -1.6706
  58AA19991003,   GNS,    61,  1,      6,2,19991007, 77.4950,  19.0733,  182,    118.9,  -1.3064,  34.8527,2,-999.0000,9,     4.98,2,     9.47,2,     0.02,2,     0.74,2,   2187.0,2,   2228.2,3,     8218,  -1.3094
  58AA19991003,   GNS,    61,  1,      7,2,19991007, 77.4950,  19.0733,  182,     99.3,   0.0572,  34.7672,2,-999.0000,9,     3.81,2,    10.64,2,     0.03,2,     0.78,2,   2159.2,2,   2264.4,2,     8219,   0.0535
  58AA19991003,   GNS,    61,  1,      8,2,19991007, 77.4950,  19.0733,  182,     79.4,   1.4128,  34.7599,2,-999.0000,9,     2.93,2,     9.37,2,     0.09,2,     0.63,2,   2150.1,2,   2268.1,2,     8220,   1.4090
  58AA19991003,   GNS,    61,  1,      9,2,19991007, 77.4950,  19.0733,  182,     51.4,   2.5400,  34.6932,2,-999.0000,9,     2.93,2,     8.50,2,     0.14,2,     0.63,2,   2133.7,2,   2267.9,2,     8221,   2.5371
  58AA19991003,   GNS,    61,  1,     10,2,19991007, 77.4950,  19.0733,  182,     22.0,   2.7529,  34.2721,2,-999.0000,9,     2.05,2,     4.40,2,     0.21,2,     0.43,2,   2101.3,2,   2251.7,2,     8222,   2.7516
  58AA19991003,   GNS,    62,  1,      1,2,19991007, 77.4713,  19.5543,  110,    105.9,   0.7733,  34.8063,2,-999.0000,9,     3.22,2,     9.28,2,     0.02,2,     0.62,2,   2148.5,2,   2276.5,2,     8223,   0.7688
  58AA19991003,   GNS,    62,  1,      2,2,19991007, 77.4713,  19.5543,  110,    101.1,   1.0561,  34.8094,2,-999.0000,9,     4.00,2,    10.94,2,     0.08,2,     0.79,2,   2163.6,2,   2273.9,2,     8224,   1.0515
  58AA19991003,   GNS,    62,  1,      3,2,19991007, 77.4713,  19.5543,  110,     90.5,   2.5056,  34.8512,2,-999.0000,9,     3.91,2,    10.84,2,     0.06,2,     0.78,2,   2155.7,2,   2270.5,2,     8225,   2.5004
  58AA19991003,   GNS,    62,  1,      4,2,19991007, 77.4713,  19.5543,  110,     75.0,   2.7954,  34.8378,2,-999.0000,9,     3.81,2,    11.03,2,     0.03,2,     0.76,2,   2147.9,2,   2276.8,2,     8226,   2.7909
  58AA19991003,   GNS,    62,  1,      6,2,19991007, 77.4713,  19.5543,  110,     74.9,   2.8013,  34.8393,2,-999.0000,9,     3.32,2,     9.57,2,     0.02,2,     0.68,2,   2148.2,2,   2271.8,2,     8227,   2.7968
  58AA19991003,   GNS,    62,  1,      8,2,19991007, 77.4713,  19.5543,  110,     20.6,   2.6668,  34.4112,2,-999.0000,9,     1.76,2,     3.42,2,     0.17,2,     0.34,2,   2101.6,2,   2260.0,2,     8228,   2.6656
  58AA19991003,   GNS,    62,  1,      9,2,19991007, 77.4713,  19.5543,  110,      8.7,   2.0702,  34.1757,2,  34.1860,2,     1.37,2,     2.44,2,     0.15,2,     0.30,2,   2082.2,2,   2247.2,2,     8229,   2.0698
  58AA19991003,   GNS,    63,  1,      1,2,19991007, 77.4470,  20.0405,  110,    103.6,   1.3256,  34.7930,2,  34.8010,2,     2.64,2,     8.01,2,     0.06,2,     0.62,2,   -999.0,9,   2274.5,2,     8230,   1.3207
  58AA19991003,   GNS,    63,  1,      2,2,19991007, 77.4470,  20.0405,  110,     94.8,   2.1547,  34.8054,2,-999.0000,9,     3.22,2,     9.67,2,     0.07,2,     0.66,2,   2149.1,2,   2276.7,2,     8231,   2.1496
  58AA19991003,   GNS,    63,  1,      3,2,19991007, 77.4470,  20.0405,  110,     75.4,   3.1142,  34.7536,2,-999.0000,9,     3.32,2,     9.18,2,     0.06,2,     0.64,2,   2137.6,2,   2276.8,2,     8232,   3.1095
  58AA19991003,   GNS,    63,  1,      4,2,19991007, 77.4470,  20.0405,  110,     56.0,   3.1397,  34.5619,2,-999.0000,9,     2.83,2,     6.45,2,     0.14,2,     0.50,2,   2127.7,2,   2268.9,2,     8233,   3.1363
  58AA19991003,   GNS,    63,  1,      5,2,19991007, 77.4470,  20.0405,  110,     21.2,   2.7470,  34.3957,2,-999.0000,9,     1.95,2,     3.81,2,     0.15,2,     0.34,2,   2095.4,2,   2255.6,2,     8234,   2.7458
  58AA19991003,   GNS,    65,  1,      1,2,19991007, 77.4250,  20.6867,   47,     43.0,   2.0318,  34.1510,2,  34.0640,2,     2.25,2,     4.40,2,     0.15,2,     0.43,2,   2099.4,2,   2237.8,2,     8235,   2.0296
  58AA19991003,   GNS,    65,  1,      2,2,19991007, 77.4250,  20.6867,   47,     39.6,   2.0079,  34.1410,2,-999.0000,9,     2.34,2,     4.69,2,     0.13,2,     0.40,2,   2106.2,2,   2243.9,2,     8236,   2.0059
  58AA19991003,   GNS,    65,  1,      3,2,19991007, 77.4250,  20.6867,   47,     27.3,   1.7667,  33.9996,2,-999.0000,9,     2.44,2,     4.69,2,     0.14,2,     0.41,2,   2096.7,2,   2237.4,2,     8237,   1.7654
  58AA19991003,   GNS,    65,  1,      4,2,19991007, 77.4250,  20.6867,   47,     11.4,   1.4031,  33.7588,2,-999.0000,9,     2.35,2,     4.40,2,     0.14,2,     0.38,2,   2090.4,2,   2226.3,2,     8238,   1.4026
  58AA19991003,   GNS,    67,  1,      1,2,19991007, 77.2217,  19.4450,  173,    171.3,  -1.8616,  35.1378,2,  35.0780,2,     5.66,2,     7.71,2,     0.03,2,     0.73,2,   2216.9,2,   2297.1,2,     8239,  -1.8653
  58AA19991003,   GNS,    67,  1,      2,2,19991007, 77.2217,  19.4450,  173,    151.4,  -1.8441,  35.0959,2,-999.0000,9,     8.01,2,    10.15,2,     0.06,2,     0.87,2,   2225.1,2,   2301.1,2,     8240,  -1.8474
  58AA19991003,   GNS,    67,  1,      3,2,19991007, 77.2217,  19.4450,  173,    121.4,  -1.4817,  34.8856,2,-999.0000,9,     6.25,2,    10.15,2,     0.07,2,     0.79,2,   2195.9,2,   2286.1,2,     8241,  -1.4846
  58AA19991003,   GNS,    67,  1,      4,2,19991007, 77.2217,  19.4450,  173,    101.6,  -0.4392,  34.7757,2,-999.0000,9,     3.91,2,     9.47,2,     0.07,2,     0.67,2,   2172.0,2,   2283.1,2,     8242,  -0.4425
  58AA19991003,   GNS,    67,  1,      5,2,19991007, 77.2217,  19.4450,  173,     81.6,   1.4589,  34.8331,2,-999.0000,9,     3.03,2,     7.42,2,     0.02,2,     0.60,2,   2158.2,2,   2283.9,2,     8243,   1.4549
  58AA19991003,   GNS,    67,  1,      7,2,19991007, 77.2217,  19.4450,  173,     30.6,   2.3127,  34.4808,2,  34.6230,2,     2.34,2,     6.15,2,     0.24,2,     0.55,2,   2118.3,2,   2271.3,2,     8244,   2.3110
  58AA19991003,   GNS,    68,  1,      1,2,19991007, 77.2400,  20.0383,  114,    111.0,   1.9908,  34.8608,2,  34.8490,2,     4.39,2,    11.33,2,     0.02,2,     0.81,2,   2146.3,2,   2283.9,2,     8245,   1.9849
  58AA19991003,   GNS,    68,  1,      2,2,19991007, 77.2400,  20.0383,  114,     96.7,   2.8023,  34.8391,2,-999.0000,9,     3.12,2,     8.01,2,     0.02,2,     0.64,2,   2149.6,2,   2281.7,2,     8246,   2.7965
  58AA19991003,   GNS,    68,  1,      3,2,19991007, 77.2400,  20.0383,  114,     59.7,   3.0389,  34.5063,2,-999.0000,9,     2.83,2,     6.45,2,     0.13,2,     0.49,2,   2122.4,2,   2272.3,2,     8247,   3.0353
  58AA19991003,   GNS,    68,  1,      4,2,19991007, 77.2400,  20.0383,  114,     10.1,   1.7572,  34.1587,2,  34.1790,2,     2.74,2,     5.76,2,     0.13,2,     0.46,2,   2101.7,2,   2250.7,2,     8248,   1.7567
  58AA19991003,   GNS,    69,  1,      1,2,19991007, 77.2583,  20.6883,   56,     55.2,   2.2903,  34.1328,2,  34.0420,2,     3.03,2,     5.47,2,     0.15,2,     0.50,2,   2098.9,2,   2242.5,2,     8249,   2.2873
  58AA19991003,   GNS,    69,  1,      2,2,19991007, 77.2583,  20.6883,   56,     21.9,   1.5674,  33.9303,2,-999.0000,9,     2.83,2,     5.57,2,     0.15,2,     0.50,2,   2097.9,2,   2244.5,2,     8250,   1.5664
  58AA19991003,   GNS,    70,  1,      1,2,19991007, 77.1550,  20.6883,   89,     85.9,   2.5305,  34.3197,2,-999.0000,9,     3.42,2,     6.74,2,     0.14,2,     0.56,2,   2109.6,2,   2259.5,2,     8251,   2.5257
  58AA19991003,   GNS,    70,  1,      2,2,19991007, 77.1550,  20.6883,   89,     52.3,   1.9723,  34.1735,2,  34.1840,2,     3.22,2,     6.55,2,     0.14,2,     0.56,2,   2104.8,2,   2251.3,2,     8252,   1.9696
  58AA19991003,   GNS,    70,  1,      3,2,19991007, 77.1550,  20.6883,   89,     12.5,   1.8164,  34.1410,2,-999.0000,9,     3.22,2,     6.45,2,     0.15,2,     0.54,2,   2106.6,2,   2247.0,2,     8253,   1.8158
  58AA19991003,   GNS,    71,  1,      1,2,19991007, 77.0395,  20.6883,   60,     54.3,   2.6174,  34.4597,2,  34.4640,2,     3.32,2,     6.93,2,     0.15,2,     0.57,2,   2115.9,2,   2269.5,2,     8254,   2.6143
  58AA19991003,   GNS,    71,  1,      2,2,19991007, 77.0395,  20.6883,   60,     40.4,   2.5843,  34.4498,2,-999.0000,9,     3.32,2,     6.93,2,     0.15,2,     0.57,2,   2114.0,2,   2264.9,2,     8255,   2.5820
  58AA19991003,   GNS,    71,  1,      3,2,19991007, 77.0395,  20.6883,   60,     16.9,   2.2418,  34.3367,2,-999.0000,9,     3.22,2,     6.84,2,     0.15,2,     0.63,2,   2111.2,2,   2261.3,2,     8256,   2.2409
  58AA19991003,   GNS,    71,  1,      4,2,19991007, 77.0395,  20.6883,   60,      6.6,   1.9101,  34.2404,2,-999.0000,9,     3.32,2,     6.74,2,     0.15,2,     0.55,2,   2107.7,2,   2267.4,2,     8257,   1.9098
  58AA19991003,   GNS,    74,  1,      1,2,19991007, 76.9787,  19.5273,  118,    114.4,  -1.8094,  35.0649,2,-999.0000,9,     7.71,2,    10.84,2,     0.06,2,     0.97,2,   2216.2,2,   2313.1,2,     8258,  -1.8118
  58AA19991003,   GNS,    74,  1,      2,2,19991007, 76.9787,  19.5273,  118,    109.6,  -1.8059,  35.0269,2,  35.0430,2,     7.71,2,    11.81,2,     0.06,2,     0.92,2,   2217.9,2,   2303.3,2,     8259,  -1.8082
  58AA19991003,   GNS,    74,  1,      3,2,19991007, 76.9787,  19.5273,  118,    109.3,  -1.8031,  35.0203,2,-999.0000,9,     7.71,2,    10.45,2,     0.06,2,     0.88,2,   2212.5,2,   2303.9,2,     8260,  -1.8054
  58AA19991003,   GNS,    74,  1,      4,2,19991007, 76.9787,  19.5273,  118,     91.1,   0.9450,  34.8597,2,-999.0000,9,     5.18,2,    11.91,2,     0.05,2,     0.89,2,   2174.5,2,   2289.9,2,     8261,   0.9410
  58AA19991003,   GNS,    74,  1,      6,2,19991007, 76.9787,  19.5273,  118,     82.4,   1.6231,  34.8664,2,-999.0000,9,     4.78,2,    12.21,2,     0.04,2,     0.89,2,   2165.7,2,   2291.3,2,     8262,   1.6190
  58AA19991003,   GNS,    74,  1,      7,2,19991007, 76.9787,  19.5273,  118,     64.5,   2.5562,  34.8838,2,-999.0000,9,     3.91,2,    11.33,2,     0.06,2,     0.78,2,   2154.1,2,   2288.1,2,     8263,   2.5525
  58AA19991003,   GNS,    74,  1,      8,2,19991007, 76.9787,  19.5273,  118,     49.5,   2.0049,  34.6497,2,-999.0000,9,     2.93,2,     8.20,2,     0.15,2,     0.64,2,   2133.4,2,   2283.2,2,     8264,   2.0023
  58AA19991003,   GNS,    74,  1,      9,2,19991007, 76.9787,  19.5273,  118,     31.5,   2.7457,  34.4457,2,-999.0000,9,     1.76,2,     3.91,2,     0.21,2,     0.45,2,   2102.8,2,   2273.9,2,     8265,   2.7439
  58AA19991003,   GNS,    74,  1,     10,2,19991007, 76.9787,  19.5273,  118,      5.0,   2.1281,  34.1669,2,-999.0000,9,     1.56,2,     3.03,2,     0.18,2,     0.32,2,   2094.1,2,   2254.7,2,     8266,   2.1278
  58AA19991003,   GNS,    21,  1,      1,2,19991007, 76.9612,  19.2863,  115,    112.8,   1.7141,  35.0016,2,  35.0040,2,     7.62,2,    10.94,2,     0.07,2,     0.92,2,   2216.8,2,   2302.2,2,     8267,   1.7083
  58AA19991003,   GNS,    21,  1,      2,2,19991007, 76.9612,  19.2863,  115,     82.3,   1.4592,  34.7928,2,-999.0000,9,     3.91,2,    11.43,2,     0.03,2,     0.81,2,   2164.3,2,   2287.2,2,     8268,   1.4552
  58AA19991003,   GNS,    21,  1,      3,2,19991007, 76.9612,  19.2863,  115,      7.8,   1.7233,  33.9926,2,  33.9990,2,     1.47,2,     2.54,2,     0.17,2,     0.30,2,   2082.7,2,   2243.4,2,     8269,   1.7229
  58AA19991003,   GNS,    75,  1,      1,2,19991007, 76.9543,  19.0683,  100,     97.3,  -1.1337,  34.8279,2,  34.8230,2,     5.37,2,    10.84,2,     0.09,2,     0.83,2,   2190.9,2,   2289.6,2,     8270,  -1.1363
  58AA19991003,   GNS,    75,  1,      2,2,19991007, 76.9543,  19.0683,  100,     12.4,   1.8542,  34.0520,2,  34.0730,2,     1.56,2,     2.74,2,     0.18,2,     0.33,2,   2085.0,2,   2251.3,2,     8271,   1.8536
  58AA19991003,   GNS,    76,  1,      1,2,19991007, 76.9300,  18.6500,   39,     35.8,   2.0731,  34.5723,2,  34.4990,2,     0.88,2,     1.95,2,     0.08,2,     0.25,2,   2117.4,2,   2271.4,2,     8272,   2.0712
  58AA19991003,   GNS,    76,  1,      2,2,19991007, 76.9300,  18.6500,   39,     22.0,   2.5740,  34.2892,2,-999.0000,9,     1.95,2,     4.20,2,     0.21,2,     0.44,2,   2102.2,2,   2265.2,2,     8273,   2.5728
  58AA19991003,   GNS,    76,  1,      3,2,19991007, 76.9300,  18.6500,   39,      6.6,   1.7350,  33.8243,2,-999.0000,9,     1.56,2,     2.54,2,     0.15,2,     0.23,2,   2074.1,2,   2239.3,2,     8274,   1.7347
  58AA19991003,   GNS,    81,  1,      1,2,19991007, 76.7783,  17.5317,  117,    113.7,   1.5548,  34.8254,2,  34.8300,2,     4.49,2,    10.35,2,     0.11,2,     0.80,2,   2159.9,2,   2289.5,2,     8275,   1.5492
  58AA19991003,   GNS,    81,  1,      2,2,19991007, 76.7783,  17.5317,  117,     73.2,   2.0144,  34.6735,2,-999.0000,9,     2.34,2,     5.96,2,     0.11,2,     0.55,2,   2101.4,2,   2285.0,2,     8276,   2.0105
  58AA19991003,   GNS,    81,  1,      3,2,19991007, 76.7783,  17.5317,  117,     43.6,   2.5908,  34.2890,2,-999.0000,9,     1.47,2,     3.03,2,     0.18,2,     0.30,2,   -999.0,9,   2266.9,2,     8277,   2.5883
  58AA19991003,   GNS,    81,  1,      4,2,19991007, 76.7783,  17.5317,  117,     23.0,   1.5406,  33.7569,2,-999.0000,9,     1.37,2,     2.35,2,     0.16,2,     0.29,2,   2082.2,2,   2239.2,2,     8278,   1.5395
  58AA19991003,   GNS,    81,  1,      6,2,19991007, 76.7783,  17.5317,  117,      9.8,   1.4293,  33.7024,2,  33.7130,2,     1.17,2,     1.76,2,     0.13,2,     0.25,2,   2063.0,2,   2230.3,2,     8279,   1.4289
  58AA19991003,   GNS,    82,  1,      1,2,19991007, 76.7350,  17.7300,  153,    149.4,   1.2890,  34.8271,2,  34.8380,2,     5.18,2,    11.13,2,     0.09,2,     0.76,2,   2166.2,2,   2295.9,2,     8280,   1.2819
  58AA19991003,   GNS,    82,  1,      2,2,19991007, 76.7350,  17.7300,  153,    125.9,   1.3410,  34.8236,2,-999.0000,9,     5.37,2,    12.01,2,     0.11,2,     0.87,2,   2153.6,2,   2294.6,2,     8281,   1.3350
  58AA19991003,   GNS,    85,  1,      1,2,19991007, 76.5717,  18.8250,   76,     73.3,   0.5966,  34.8639,2,-999.0000,9,     1.76,2,     3.81,2,     0.02,2,     0.60,2,   2172.1,2,   2291.9,2,     8282,   0.5936
  58AA19991003,   GNS,    85,  1,      2,2,19991007, 76.5717,  18.8250,   76,     51.0,   2.5274,  34.8908,2,-999.0000,9,     3.91,2,    10.45,2,     0.04,2,     0.75,2,   2156.0,2,   2291.6,2,     8283,   2.5245
  58AA19991003,   GNS,    85,  1,      3,2,19991007, 76.5717,  18.8250,   76,     41.6,   2.3170,  34.7123,2,-999.0000,9,     3.12,2,     9.08,2,     0.13,2,     0.65,2,   2144.5,2,   2286.4,2,     8284,   2.3147
  58AA19991003,   GNS,    85,  1,      4,2,19991007, 76.5717,  18.8250,   76,     21.6,   3.3884,  34.5339,2,-999.0000,9,     1.66,2,     3.71,2,     0.18,2,     0.32,2,   2103.7,2,   2284.2,2,     8285,   3.3870
  58AA19991003,   GNS,    85,  1,      5,2,19991007, 76.5717,  18.8250,   76,     12.5,   3.2720,  34.5171,2,  34.5350,2,     1.86,2,     3.91,2,     0.19,2,     0.37,2,   2100.8,2,   2277.0,2,     8286,   3.2712
  58AA19991003,   GNS,    86,  1,      1,2,19991007, 76.5800,  18.9967,  127,    121.9,   0.3456,  34.8558,2,  34.8630,2,     5.47,2,    12.11,2,     0.05,2,     0.89,2,   2184.4,2,   2298.8,2,     8287,   0.3408
  58AA19991003,   GNS,    86,  1,      2,2,19991007, 76.5800,  18.9967,  127,     83.3,   0.0988,  34.7213,2,-999.0000,9,     3.52,2,    10.74,2,     0.09,2,     0.78,2,   2168.0,2,   2288.4,2,     8288,   0.0957
  58AA19991003,   GNS,    86,  1,      3,2,19991007, 76.5800,  18.9967,  127,      6.9,   3.4409,  34.5697,2,  34.5760,2,     1.86,2,     3.91,2,     0.20,2,     0.36,2,   2098.4,2,   2278.9,2,     8289,   3.4405
  58AA19991003,   GNS,    87,  1,      1,2,19991007, 76.5840,  19.0683,  147,    145.4,  -0.2943,  34.8641,2,  34.8740,2,     5.86,2,    11.52,2,     0.06,2,     0.86,2,   2179.1,2,   2293.8,2,     8290,  -0.2993
  58AA19991003,   GNS,    87,  1,      2,2,19991007, 76.5840,  19.0683,  147,    110.9,   0.6021,  34.8286,2,-999.0000,9,     4.98,2,    11.82,2,     0.04,2,     0.84,2,   2169.8,2,   2300.7,2,     8291,   0.5975
  58AA19991003,   GNS,    87,  1,      4,2,19991007, 76.5840,  19.0683,  147,     60.7,   3.6080,  34.9172,2,-999.0000,9,     4.20,2,    11.72,2,     0.03,2,     0.81,2,   2140.5,2,   2304.0,2,     8292,   3.6040
  58AA19991003,   GNS,    87,  1,      6,2,19991007, 76.5840,  19.0683,  147,     11.6,   3.5315,  34.5614,2,-999.0000,9,     1.76,2,     3.61,2,     0.19,2,     0.39,2,   2094.1,2,   2277.7,2,     8293,   3.5308
  58AA19991003,   GNS,    88,  1,      1,2,19991007, 76.5893,  19.1490,  168,    166.6,  -0.7631,  34.8635,2,  34.8680,2,     5.96,2,    11.23,2,     0.08,2,     0.87,2,   2192.3,2,   2299.7,2,     8294,  -0.7682
  58AA19991003,   GNS,    88,  1,      2,2,19991007, 76.5893,  19.1490,  168,    156.4,  -0.7431,  34.8637,2,-999.0000,9,     6.05,2,    11.33,2,     0.08,2,     0.89,2,   2191.5,2,   2304.4,2,     8295,  -0.7479
  58AA19991003,   GNS,    88,  1,      3,2,19991007, 76.5893,  19.1490,  168,     93.0,   3.0287,  34.9268,2,-999.0000,9,     4.39,2,    12.11,2,     0.03,2,     0.83,2,   2151.9,2,   2294.3,2,     8296,   3.0230
  58AA19991003,   GNS,    88,  1,      4,2,19991007, 76.5893,  19.1490,  168,     13.2,   3.4475,  34.5539,2,  34.5670,2,     1.86,2,     3.91,2,     0.19,2,     0.36,2,   2097.0,2,   2278.9,2,     8297,   3.4467
  58AA19991003,   GNS,    89,  1,      1,2,19991007, 76.5955,  19.2312,  190,    186.4,  -0.9630,  34.9088,2,  34.9060,2,     6.15,2,    10.55,2,     0.05,2,     0.81,2,   2189.9,2,   2298.0,2,     8298,  -0.9684
  58AA19991003,   GNS,    89,  1,      2,2,19991007, 76.5955,  19.2312,  190,    164.6,  -0.2093,  34.8931,2,-999.0000,9,     6.05,2,    11.23,2,     0.04,2,     1.41,4,   -999.0,9,   2300.2,2,     8299,  -0.2151
  58AA19991003,   GNS,    89,  1,      3,2,19991007, 76.5955,  19.2312,  190,    130.5,   1.9593,  34.8909,2,-999.0000,9,     4.78,2,    12.11,2,     0.02,2,     0.86,2,   2161.5,2,   2297.1,2,     8300,   1.9524
  58AA19991003,   GNS,    89,  1,      4,2,19991007, 76.5955,  19.2312,  190,    100.5,   2.9117,  34.9287,2,-999.0000,9,     4.39,2,    12.11,2,     0.01,2,     0.83,2,   2152.1,2,   2297.0,2,     8301,   2.9056
  58AA19991003,   GNS,    89,  1,      6,2,19991007, 76.5955,  19.2312,  190,     22.3,   3.4873,  34.5504,2,-999.0000,9,     1.66,2,     3.52,2,     0.18,2,     0.35,2,   2096.3,2,   2279.3,2,     8302,   3.4859
  58AA19991003,   GNS,    90,  1,      1,2,19991007, 76.6137,  19.5273,  210,    206.5,   1.9391,  34.9165,2,  34.9240,2,     5.86,2,    12.30,2,     0.03,2,     0.89,2,   2164.6,2,   2297.8,2,     8303,   1.9280
  58AA19991003,   GNS,    90,  1,      2,2,19991007, 76.6137,  19.5273,  210,    164.9,   2.5400,  34.9373,2,-999.0000,9,     5.27,2,    12.20,2,     0.02,2,     0.85,2,   2157.8,2,   2347.1,3,     8304,   2.5304
  58AA19991003,   GNS,    90,  1,      3,2,19991007, 76.6137,  19.5273,  210,     15.5,   3.8737,  34.6154,2,  34.6200,2,     1.76,2,     3.52,2,     0.17,2,     0.34,2,   2099.0,2,   2360.3,3,     8305,   3.8727
  58AA19991003,   GNS,    92,  1,      1,2,19991008, 76.6800,  20.4200,   86,     82.5,   3.1292,  34.7212,2,  34.7130,2,     4.10,2,     8.98,2,     0.13,2,     0.66,2,   2131.2,2,   2286.9,2,     8306,   3.1241
  58AA19991003,   GNS,    95,  1,      1,2,19991008, 76.4450,  21.8167,  256,    252.2,   0.1763,  34.8976,2,-999.0000,9,     6.15,2,    10.35,2,     0.04,2,     0.83,2,   2180.4,2,   2297.7,2,     8307,   0.1664
  58AA19991003,   GNS,    95,  1,      3,2,19991008, 76.4450,  21.8167,  256,     64.2,   4.7145,  35.0151,2,-999.0000,9,     4.59,2,    11.91,2,     0.03,2,     0.81,2,   2090.7,2,   2295.0,2,     8308,   4.7097
  58AA19991003,   GNS,    95,  1,      4,2,19991008, 76.4450,  21.8167,  256,     27.8,   3.7179,  34.6247,2,  34.6510,2,     1.95,2,     4.30,2,     0.18,2,     0.37,2,   2101.7,2,   2278.8,2,     8309,   3.7161
