EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEGC
  58AA19940224,   GNS,    39,  1,      7,2,19940312, 72.5000, -12.0000, 2403,    500.5,   0.0320,  34.8780,2,-999.0000,9,    307.3,2,  -999.00,9,  -999.00,9,     0.11,2,     1.01,2,    3.350,2,    2.000,2,    5.070,2,   2152.7,2,   2280.8,2,  0.0117768
  58AA19940224,   GNS,    39,  1,      6,2,19940312, 72.5000, -12.0000, 2403,    796.5,  -0.3980,  34.8880,2,-999.0000,9,    300.9,2,  -999.00,9,  -999.00,9,     0.10,2,     1.03,2,    2.660,2,    1.590,2,    4.100,2,   2145.4,3,   2285.1,2,  -0.429479
  58AA19940224,   GNS,    39,  1,      5,2,19940312, 72.5000, -12.0000, 2403,    997.5,  -0.5120,  34.8970,2,-999.0000,9,    300.9,2,  -999.00,9,  -999.00,9,     0.10,2,     1.09,2, -999.000,9, -999.000,9, -999.000,9,   2155.3,2,   2288.3,2,   -0.55231
  58AA19940224,   GNS,    39,  1,      4,2,19940312, 72.5000, -12.0000, 2403,   1295.5,  -0.6650,  34.9050,2,-999.0000,9,    302.3,2,  -999.00,9,  -999.00,9,     0.11,2,     1.11,2,    1.050,2,    0.910,2,    2.010,2,   2142.9,4,   2290.8,2,  -0.719215
  58AA19940224,   GNS,    39,  1,      3,2,19940312, 72.5000, -12.0000, 2403,   1494.5,  -0.7680,  34.9040,2,-999.0000,9,    304.1,2,  -999.00,9,  -999.00,9,     0.11,2,     1.08,2,    0.950,2,    0.910,2,    1.880,2,   2153.7,2,   2286.6,2,  -0.831944
  58AA19940224,   GNS,    39,  1,      2,2,19940312, 72.5000, -12.0000, 2403,   1737.5,  -0.8420,  34.9040,2,-999.0000,9,    300.0,2,  -999.00,9,  -999.00,9,     0.10,2,     1.14,2,    0.720,2,    0.710,2,    1.630,2,   2149.0,2,   2297.4,3,   -0.91905
  58AA19940224,   GNS,    39,  1,      1,2,19940312, 72.5000, -12.0000, 2403,   1844.5,  -0.8580,  34.9040,2,-999.0000,9,    299.1,2,  -999.00,9,  -999.00,9,     0.11,2,     1.14,2,    0.710,2,    0.770,2,    1.640,2,   2148.3,2,   2286.1,2,  -0.941298
  58AA19940224,   GNS,    41,  1,     12,2,19940312, 71.7500, -10.7500, 2410,      5.5,  -0.6500,  34.8050,2,-999.0000,9,    344.2,2,  -999.00,9,  -999.00,9,     0.10,2,     1.06,2, -999.000,9, -999.000,9, -999.000,9,   2160.5,2,   -999.0,9,  -0.650164
  58AA19940224,   GNS,    41,  1,     11,2,19940312, 71.7500, -10.7500, 2410,     12.5,  -0.6600,  34.8060,2,-999.0000,9,    344.9,2,  -999.00,9,  -999.00,9,     0.11,2,     1.01,2, -999.000,9, -999.000,9, -999.000,9,   2150.8,2,   -999.0,9,  -0.660374
  58AA19940224,   GNS,    41,  1,     10,2,19940312, 71.7500, -10.7500, 2410,     32.5,  -0.6600,  34.8060,2,-999.0000,9,    341.0,2,  -999.00,9,  -999.00,9,     0.12,2,     0.94,2, -999.000,9, -999.000,9, -999.000,9,   2151.9,2,   -999.0,9,  -0.660978
  58AA19940224,   GNS,    41,  1,      9,2,19940312, 71.7500, -10.7500, 2410,     52.5,  -0.6560,  34.8080,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,     0.11,2,     0.97,2,    6.110,2,    3.590,2,    9.680,2,   2151.4,2,   -999.0,9,  -0.657591
  58AA19940224,   GNS,    41,  1,      7,2,19940312, 71.7500, -10.7500, 2410,    101.5,  -0.6480,  34.8090,2,-999.0000,9,    342.1,2,  -999.00,9,  -999.00,9,     0.13,2,     1.16,2,    6.070,2,    3.510,2,    9.580,2,   2152.5,2,   -999.0,9,   -0.65113
  58AA19940224,   GNS,    41,  1,      6,2,19940312, 71.7500, -10.7500, 2410,    201.5,  -0.6380,  34.8120,2,-999.0000,9,    341.1,2,  -999.00,9,  -999.00,9,     0.12,2,     1.00,2,    6.250,2,    3.030,2,    9.620,2,   2150.7,2,   -999.0,9,  -0.644423
  58AA19940224,   GNS,    41,  1,      5,2,19940312, 71.7500, -10.7500, 2410,    303.5,  -0.5230,  34.8250,2,-999.0000,9,    340.0,2,  -999.00,9,  -999.00,9,     0.10,2,     1.00,2, -999.000,9, -999.000,9, -999.000,9,   2150.3,2,   -999.0,9,  -0.533268
  58AA19940224,   GNS,    41,  1,      4,2,19940312, 71.7500, -10.7500, 2410,    399.5,  -0.0060,  34.8850,2,-999.0000,9,    313.0,2,  -999.00,9,  -999.00,9,     0.11,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9,   2156.0,2,   -999.0,9, -0.0216557
  58AA19940224,   GNS,    41,  1,      3,2,19940312, 71.7500, -10.7500, 2410,    499.5,  -0.2090,  34.8840,2,-999.0000,9,    317.7,2,  -999.00,9,  -999.00,9,     0.11,2,     1.03,2,    3.620,2,    2.280,2,    5.360,2,   2162.9,2,   -999.0,9,  -0.228178
  58AA19940224,   GNS,    41,  1,      2,2,19940312, 71.7500, -10.7500, 2410,    603.5,  -0.3730,  34.8820,2,-999.0000,9,    319.2,2,  -999.00,9,  -999.00,9,     0.11,2,     1.02,2,    3.360,2,    2.160,2,    5.000,2,   2161.2,2,   -999.0,9,  -0.395912
  58AA19940224,   GNS,    41,  1,      1,2,19940312, 71.7500, -10.7500, 2410,    700.5,  -0.4810,  34.8810,2,-999.0000,9,    319.4,2,  -999.00,9,  -999.00,9,     0.12,2,     1.74,3, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.507582
  58AA19940224,   GNS,    41,  1,     12,2,19940312, 71.7500, -10.7500, 2410,    794.5,  -0.5960,  34.8820,2,-999.0000,9,    317.3,2,  -999.00,9,  -999.00,9,     0.12,2,     1.03,2,    2.600,2,    1.680,2,    4.180,2,   -999.0,9,   -999.0,9,   -0.62607
  58AA19940224,   GNS,    41,  1,     11,2,19940312, 71.7500, -10.7500, 2410,    999.5,  -0.6750,  34.8920,2,-999.0000,9,    305.7,2,  -999.00,9,  -999.00,9,     0.12,2,     1.33,3,    1.860,2,    1.290,2,    3.190,2,   2151.7,2,   -999.0,9,  -0.714057
  58AA19940224,   GNS,    41,  1,     10,2,19940312, 71.7500, -10.7500, 2410,   1093.5,  -0.6850,  34.8960,2,-999.0000,9,    304.4,2,  -999.00,9,  -999.00,9,     0.11,2,     1.07,2,    1.570,2,    1.130,2,    2.810,2,   2153.3,2,   -999.0,9,  -0.728579
  58AA19940224,   GNS,    41,  1,      9,2,19940312, 71.7500, -10.7500, 2410,   1198.5,  -0.7230,  34.9000,2,-999.0000,9,    302.7,2,  -999.00,9,  -999.00,9,     0.11,2,     1.08,2,    1.260,2,    0.990,2,    2.380,2,   2151.4,2,   -999.0,9,  -0.771533
  58AA19940224,   GNS,    41,  1,      8,2,19940312, 71.7500, -10.7500, 2410,   1297.5,  -0.7720,  34.9000,2,-999.0000,9,    309.0,2,  -999.00,9,  -999.00,9,     0.11,2,     1.34,3,    1.090,2,    0.830,2,    2.180,2,   2150.5,2,   -999.0,9,  -0.825178
  58AA19940224,   GNS,    41,  1,      7,2,19940312, 71.7500, -10.7500, 2410,   1399.5,  -0.8140,  34.9000,2,-999.0000,9,    306.8,2,  -999.00,9,  -999.00,9,     0.10,2,     1.10,2,    1.020,2,    0.900,3,    2.040,2,   2151.4,2,   -999.0,9,   -0.87216
  58AA19940224,   GNS,    41,  1,      6,2,19940312, 71.7500, -10.7500, 2410,   1502.5,  -0.8420,  34.9010,2,-999.0000,9,    311.6,2,  -999.00,9,  -999.00,9,     0.11,2,     1.12,2,    0.870,2,    0.740,2,    1.830,2,   2149.7,2,   -999.0,9,  -0.905486
  58AA19940224,   GNS,    41,  1,      5,2,19940312, 71.7500, -10.7500, 2410,   1601.5,  -0.8750,  34.9000,2,-999.0000,9,    306.9,2,  -999.00,9,  -999.00,9,     0.11,2,     1.11,2, -999.000,9, -999.000,9, -999.000,9,   2150.5,2,   -999.0,9,  -0.943651
  58AA19940224,   GNS,    41,  1,      4,2,19940312, 71.7500, -10.7500, 2410,   1803.5,  -0.9210,  34.9000,2,-999.0000,9,    313.0,2,  -999.00,9,  -999.00,9,     0.13,2,     1.49,3, -999.000,9, -999.000,9, -999.000,9,   2151.8,2,   -999.0,9,   -1.00087
  58AA19940224,   GNS,    41,  1,      3,2,19940312, 71.7500, -10.7500, 2410,   2001.5,  -0.9460,  34.9000,2,-999.0000,9,    311.6,2,  -999.00,9,  -999.00,9,     0.11,2,     1.10,2, -999.000,9, -999.000,9, -999.000,9,   2152.4,2,   -999.0,9,   -1.03773
  58AA19940224,   GNS,    41,  1,      2,2,19940312, 71.7500, -10.7500, 2410,   2200.5,  -0.9850,  34.8980,2,-999.0000,9,    303.0,2,  -999.00,9,  -999.00,9,     0.11,2,     1.11,2, -999.000,9, -999.000,9, -999.000,9,   2152.2,2,   -999.0,9,   -1.08899
  58AA19940224,   GNS,    41,  1,      1,2,19940312, 71.7500, -10.7500, 2410,   2305.5,  -1.0070,  34.8960,2,-999.0000,9,    305.1,2,  -999.00,9,  -999.00,9,     0.10,2,     1.10,2,    0.810,2,    0.720,2,    2.180,2,   2154.3,2,   -999.0,9,   -1.11764
  58AA19940224,   GNS,    44,  1,     12,2,19940314, 67.2450,  -2.1630, 3730,      7.5,   3.4830,  34.9250,2,-999.0000,9,    312.3,2,  -999.00,9,  -999.00,9,     0.12,2,     0.93,2,    5.040,2,    2.790,2,    7.230,2,   2147.2,3,   -999.0,9,    3.48252
  58AA19940224,   GNS,    44,  1,     11,2,19940314, 67.2450,  -2.1630, 3730,     11.5,   3.4570,  34.9250,2,-999.0000,9,    311.8,2,  -999.00,9,  -999.00,9,     0.11,2,     0.99,2,    5.200,2,    2.700,2,    7.380,2,   2142.7,2,   -999.0,9,    3.45626
  58AA19940224,   GNS,    44,  1,     10,2,19940314, 67.2450,  -2.1630, 3730,     31.5,   3.4540,  34.9250,2,-999.0000,9,    311.8,2,  -999.00,9,  -999.00,9,     0.14,2,     0.97,2,    5.160,2, -999.000,9,    7.420,2,   2141.1,2,   -999.0,9,    3.45197
  58AA19940224,   GNS,    44,  1,      9,2,19940314, 67.2450,  -2.1630, 3730,     51.5,   3.4470,  34.9240,2,-999.0000,9,    310.4,2,  -999.00,9,  -999.00,9,     0.12,2,     0.92,2,    5.160,2,    2.800,2,    7.620,2,   2140.0,2,   -999.0,9,    3.44367
  58AA19940224,   GNS,    44,  1,      7,2,19940314, 67.2450,  -2.1630, 3730,    101.5,   3.4420,  34.9250,2,-999.0000,9,    312.7,2,  -999.00,9,  -999.00,9,     0.13,2,     0.93,2, -999.000,9, -999.000,9, -999.000,9,   2139.8,2,   -999.0,9,     3.4354
  58AA19940224,   GNS,    44,  1,      6,2,19940314, 67.2450,  -2.1630, 3730,    153.5,   3.0830,  34.9230,2,-999.0000,9,    311.4,2,  -999.00,9,  -999.00,9,     0.11,2,     0.97,2, -999.000,9, -999.000,9, -999.000,9,   2140.0,2,   -999.0,9,     3.0734
  58AA19940224,   GNS,    44,  1,      5,2,19940314, 67.2450,  -2.1630, 3730,    201.5,   2.9600,  34.9610,2,-999.0000,9,    306.4,2,  -999.00,9,  -999.00,9,     0.29,2,     1.00,2, -999.000,9, -999.000,9, -999.000,9,   2143.7,2,   -999.0,9,     2.9475
  58AA19940224,   GNS,    44,  1,      4,2,19940314, 67.2450,  -2.1630, 3730,    403.5,   1.1440,  34.8960,2,-999.0000,9,    301.8,2,  -999.00,9,  -999.00,9,     0.25,2,     1.03,2,    4.300,2,    2.330,2,    5.690,2,   2155.2,2,   -999.0,9,    1.12431
  58AA19940224,   GNS,    44,  1,      3,2,19940314, 67.2450,  -2.1630, 3730,    502.5,   0.4190,  34.8850,2,-999.0000,9,    297.3,2,  -999.00,9,  -999.00,9,     0.10,2,     1.07,2,    3.330,2,    1.810,2,    4.620,2,   2155.2,2,   -999.0,9,   0.397063
  58AA19940224,   GNS,    44,  1,      2,2,19940314, 67.2450,  -2.1630, 3730,    749.5,  -0.2530,  34.8890,2,-999.0000,9,    296.4,2,  -999.00,9,  -999.00,9,     0.10,2,     1.14,2,    2.280,2,    1.300,3,    3.410,2,   2163.6,2,   -999.0,9,  -0.283206
  58AA19940224,   GNS,    44,  1,      1,2,19940314, 67.2450,  -2.1630, 3730,   1004.5,  -0.5630,  34.8950,2,-999.0000,9,    295.0,2,  -999.00,9,  -999.00,9,     0.10,2,     1.08,2,    1.260,2,    0.830,2,    2.320,2,   2161.4,2,   -999.0,9,  -0.603231
  58AA19940224,   GNS,    44,  1,     12,2,19940314, 67.2450,  -2.1630, 3730,   1312.5,  -0.7490,  34.8990,2,-999.0000,9,    296.8,2,  -999.00,9,  -999.00,9,     0.10,2,     1.13,2,    0.530,2, -999.000,9,    1.300,2,   2155.6,2,   -999.0,9,  -0.803213
  58AA19940224,   GNS,    44,  1,     11,2,19940314, 67.2450,  -2.1630, 3730,   1512.5,  -0.8250,  34.9000,2,-999.0000,9,    297.7,2,  -999.00,9,  -999.00,9,     0.12,2,     1.11,2,    0.510,2,    0.390,2,    1.430,2,   2156.1,2,   -999.0,9,  -0.889248
  58AA19940224,   GNS,    44,  1,     10,2,19940314, 67.2450,  -2.1630, 3730,   1813.5,  -0.8870,  34.9020,2,-999.0000,9,    299.6,2,  -999.00,9,  -999.00,9,     0.10,2,     1.30,3,    0.410,2,    0.430,2,    1.310,2,   2150.8,2,   -999.0,9,  -0.967976
  58AA19940224,   GNS,    44,  1,      9,2,19940314, 67.2450,  -2.1630, 3730,   2013.5,  -0.9050,  34.9020,2,-999.0000,9,    297.7,2,  -999.00,9,  -999.00,9,     0.10,2,     1.15,2,    0.430,2,    0.400,2,    1.250,2,   2158.7,2,   -999.0,9,  -0.998154
  58AA19940224,   GNS,    44,  1,      7,2,19940314, 67.2450,  -2.1630, 3730,   2309.5,  -0.9100,  34.9020,2,-999.0000,9,    301.4,2,  -999.00,9,  -999.00,9,     0.12,2,     1.79,4,    0.430,2,    0.470,2,    1.340,2,   2158.3,2,   -999.0,9,    -1.0227
  58AA19940224,   GNS,    44,  1,      6,2,19940314, 67.2450,  -2.1630, 3730,   2512.5,  -0.9030,  34.9040,2,-999.0000,9,    299.6,2,  -999.00,9,  -999.00,9,     0.13,2,     1.14,2,    0.410,2,    0.460,2,    1.270,2,   2160.3,2,   -999.0,9,   -1.03013
  58AA19940224,   GNS,    44,  1,      5,2,19940314, 67.2450,  -2.1630, 3730,   2715.5,  -0.8930,  34.9060,2,-999.0000,9,    299.6,2,  -999.00,9,  -999.00,9,     0.10,2,     1.32,3,    0.340,2,    0.400,2,    1.240,2,   2161.5,2,   -999.0,9,   -1.03531
  58AA19940224,   GNS,    44,  1,      4,2,19940314, 67.2450,  -2.1630, 3730,   3015.5,  -0.8700,  34.9060,2,-999.0000,9,    299.6,2,  -999.00,9,  -999.00,9,     0.11,2,     1.13,2,    0.260,2, -999.000,9,    0.910,2,   2161.6,2,   -999.0,9,   -1.03616
  58AA19940224,   GNS,    44,  1,      3,2,19940314, 67.2450,  -2.1630, 3730,   3317.5,  -0.8450,  34.9070,2,-999.0000,9,    299.1,2,  -999.00,9,  -999.00,9,     0.10,2,     1.13,2,    0.260,2, -999.000,9,    0.880,2,   2160.5,2,   -999.0,9,   -1.03674
  58AA19940224,   GNS,    44,  1,      2,2,19940314, 67.2450,  -2.1630, 3730,   3521.5,  -0.8270,  34.9080,2,-999.0000,9,    298.6,2,  -999.00,9,  -999.00,9,     0.11,2,     1.13,2,    0.220,2, -999.000,9,    0.820,2,   2161.3,2,   -999.0,9,   -1.03688
  58AA19940224,   GNS,    44,  1,      1,2,19940314, 67.2450,  -2.1630, 3730,   3720.5,  -0.8090,  34.9080,2,-999.0000,9,    299.1,2,  -999.00,9,  -999.00,9,     0.10,2,     1.25,3,    0.300,2,    0.430,2,    1.150,2,   2161.5,2,   -999.0,9,   -1.03723
END_DATA
