EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,THETA
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,DEG C
58AA19950217, 75N, 6, 2, 7688, 2, 19950225, 0000, 75.0050, -7.0180, 3228,    301.4,  -0.7160,  34.8840, 2,  34.8840, 2,    332.0, 2,     6.80, 2,    10.70, 2,     0.07, 2,     0.92, 2,    3.980, 2,    1.860, 2,    0.280, 2,   2153.1, 2,   2282.0, 2,    7.7102, 2,     25.00,  -0.7257
58AA19950217, 75N, 6, 2, 7689, 2, 19950225, 0000, 75.0050, -7.0180, 3228,    399.9,  -0.9140,  34.8770, 2,  34.8770, 2,    331.2, 2,     7.00, 2,    10.80, 2,     0.07, 2,     0.96, 2,    4.420, 2,    2.490, 2,    0.280, 2,   2156.5, 2,   -999.0, 9,    7.7063, 2,     25.00,  -0.9266
58AA19950217, 75N, 6, 2, 7690, 2, 19950225, 0000, 75.0050, -7.0180, 3228,    500.8,  -0.9780,  34.8740, 2,  34.8740, 2,    331.2, 2,     6.90, 2,    11.10, 2,     0.07, 2,     0.95, 2,    4.140, 2,    3.590, 2,    0.310, 2,   2147.8, 2,   2272.0, 2,    7.6977, 2,     25.00,  -0.9940
58AA19950217, 75N, 6, 2, 7691, 2, 19950225, 0000, 75.0050, -7.0180, 3228,    603.6,  -0.9860,  34.8740, 2,  34.8750, 2,    331.2, 2,     7.00, 2,    10.90, 2,     0.07, 2,     0.98, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2152.6, 2,   2270.0, 2,    7.7064, 2,     25.00,  -1.0058
58AA19950217, 75N, 6, 2, 7692, 2, 19950225, 0000, 75.0050, -7.0180, 3228,    703.4,  -0.9820,  34.8740, 2,  34.8750, 2,    331.6, 2,     7.10, 2,    11.10, 2,     0.07, 2,     0.94, 2,    4.680, 2,    2.400, 2,    0.320, 2,   2148.0, 2,   2275.0, 2,    7.7112, 2,     25.00,  -1.0058
58AA19950217, 75N, 8, 1, 7693, 2, 19950226, 0000, 74.9983, -6.0250, 3408,     54.8,  -0.1700,  34.9030, 2,  34.9040, 2,    329.9, 2,     6.70, 2,    12.10, 2,     0.06, 2,     0.89, 2,    5.590, 2,    3.220, 2,    0.370, 2,   2147.8, 2,   2280.0, 2,    7.6900, 2,     25.00,  -0.1719
58AA19950217, 75N, 8, 1, 7694, 2, 19950226, 0000, 74.9983, -6.0250, 3408,    103.9,  -0.1880,  34.9030, 2,  34.9040, 2,    331.2, 2,     6.60, 2,    12.00, 2,     0.20, 2,     0.89, 2,    5.570, 2,    2.620, 2,    0.320, 2,   2148.0, 2,   -999.0, 9,    7.6938, 2,     25.00,  -0.1916
58AA19950217, 75N, 8, 1, 7695, 2, 19950226, 0000, 74.9983, -6.0250, 3408,    204.4,  -0.2180,  34.9020, 2,  34.9020, 2,    333.8, 2,     6.70, 2,    12.10, 2,     0.06, 2,     0.90, 2,    5.580, 2, -999.000, 9,    0.350, 2,   2151.3, 2,   2284.0, 2,    7.6890, 2,     25.00,  -0.2253
58AA19950217, 75N, 8, 1, 7696, 2, 19950226, 0000, 74.9983, -6.0250, 3408,    503.8,  -0.6560,  34.8840, 2,  34.8840, 2,    332.5, 2,     6.80, 2,    12.20, 2,     0.06, 2,     0.92, 2,    5.240, 2,    2.290, 2,    0.320, 2,   2152.9, 2,   2272.0, 2,    7.6832, 2,     25.00,  -0.6735
58AA19950217, 75N, 8, 1, 7697, 2, 19950226, 0000, 74.9983, -6.0250, 3408,   1003.6,  -0.8480,  34.8760, 2,  34.8770, 2,    331.2, 2,     7.00, 2,    12.30, 2,     0.07, 2,     0.92, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2162.8, 2,   2283.0, 2,    7.6775, 2,     25.00,  -0.8858
58AA19950217, 75N, 8, 1, 7698, 2, 19950226, 0000, 74.9983, -6.0250, 3408,   1208.0,  -0.8990,  34.8750, 2,  34.8770, 2,    328.6, 2,     7.30, 2,    12.50, 2,     0.06, 2,     0.91, 2,    5.160, 2,    2.660, 2,    0.270, 2,   2152.0, 2,   2274.0, 2,    7.6698, 2,     25.00,  -0.9462
58AA19950217, 75N, 8, 1, 7699, 2, 19950226, 0000, 74.9983, -6.0250, 3408,   1406.6,  -0.7550,  34.8970, 2,  34.8970, 2,    306.0, 2,     9.20, 2,    13.40, 2,     0.07, 2,     0.98, 2,    2.200, 2,    1.200, 2,    0.090, 2,   2156.0, 2,   2287.0, 2,    7.6755, 2,     25.00,  -0.8142
58AA19950217, 75N, 8, 1, 7700, 2, 19950226, 0000, 74.9983, -6.0250, 3408,   2000.0,  -0.9400,  34.9030, 2,  34.9020, 2,    309.0, 2,    10.40, 2,     3.60, 4,     0.61, 2,  -999.00, 9,    1.310, 2,    0.620, 2,    0.010, 2,   2157.8, 2,   2279.0, 2,    7.6707, 2,     25.00,  -1.0317
58AA19950217, 75N, 8, 1, 7701, 2, 19950226, 0000, 74.9983, -6.0250, 3408,   2399.6,  -0.9670,  34.9050, 2,  34.9030, 2,    312.9, 3,    10.90, 2,    13.90, 2,     0.18, 2,     1.00, 2,    0.980, 2,    0.220, 2,    0.000, 2,   2159.2, 2,   2289.0, 2,    7.6736, 2,     25.00,  -1.0849
58AA19950217, 75N, 8, 1, 7702, 2, 19950226, 0000, 74.9983, -6.0250, 3408,   2797.9,  -0.9790,  34.9040, 2,  34.9030, 2,    305.5, 2,    11.20, 2,    11.10, 3,     0.07, 2,     1.08, 3,    0.770, 2,    0.390, 2,    0.000, 2,   2158.6, 2,   2289.0, 2,    7.6784, 2,     25.00,  -1.1257
58AA19950217, 75N, 8, 1, 7703, 2, 19950226, 0000, 74.9983, -6.0250, 3408,   3199.4,  -0.9920,  34.9010, 2,  34.9000, 2,    293.8, 4,    11.40, 2,    11.60, 3,     0.07, 2,     1.02, 2,    0.770, 2, -999.000, 9,    0.000, 2,   2150.8, 2,   2290.0, 2,    7.6794, 2,     25.00,  -1.1702
58AA19950217, 75N, 8, 1, 7704, 2, 19950226, 0000, 74.9983, -6.0250, 3408,   3335.8,  -1.0010,  34.9000, 2,  34.9000, 2,    307.7, 2,    11.60, 2,    11.90, 3,     0.07, 2,     1.02, 2,    0.650, 2,    0.820, 2,    0.000, 2,   2158.4, 2,   2300.0, 2,    7.6803, 2,     25.00,  -1.1904
58AA19950217, 75N, 9, 1, 7705, 2, 19950226, 0000, 74.9983, -4.9970, 3514,    900.8,  -0.9550,  34.8770, 2,  34.8770, 2,    329.0, 2,     7.30, 2,    12.40, 2,     0.06, 2,     0.92, 2,    4.780, 2,    2.400, 2,    0.290, 2,   2154.3, 2,   2293.0, 2,    7.6765, 2,     25.00,  -0.9873
58AA19950217, 75N, 9, 1, 7706, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   1001.3,  -0.7810,  34.8970, 2,  34.8980, 2,    306.0, 2,     9.20, 2,    13.20, 2,     0.06, 2,     0.97, 2,    1.870, 2,    1.140, 2,    0.000, 2,   2143.0, 2,   2289.0, 2,    7.6774, 2,     25.00,  -0.8193
58AA19950217, 75N, 9, 1, 7707, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   1101.0,  -0.7900,  34.9020, 2,  34.9020, 2,    303.8, 2,     9.60, 2,    13.50, 2,     0.06, 2,     1.01, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2164.5, 2,   2287.0, 2,    7.6765, 2,     25.00,  -0.8330
58AA19950217, 75N, 9, 1, 7708, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   1199.1,  -0.8200,  34.9030, 2,  34.9030, 2,    303.8, 2,     9.80, 2,    13.50, 2,     0.06, 2,     1.00, 2,    1.140, 2,    1.030, 2,    0.000, 2,   2155.8, 2,   2285.0, 2,    7.6774, 2,     25.00,  -0.8676
58AA19950217, 75N, 9, 1, 7709, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   1300.4,  -0.8600,  34.9030, 2,  34.9030, 2,    303.4, 2,    10.00, 2,    13.50, 2,     0.06, 2,     1.01, 2,    1.400, 2,    0.720, 2,    0.000, 2,   2157.3, 2,   2290.0, 2,    7.6784, 2,     25.00,  -0.9124
58AA19950217, 75N, 9, 1, 7710, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   1501.4,  -0.9160,  34.9040, 2,  34.9040, 2,    302.5, 2,    10.40, 2,    13.50, 2,     0.06, 2,     1.01, 2,    1.220, 2,    0.740, 2,    0.000, 2,   2157.9, 2,   2293.0, 2,    7.6774, 2,     25.00,  -0.9785
58AA19950217, 75N, 9, 1, 7711, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   2001.4,  -0.9830,  34.9040, 2,  34.9040, 2,    306.0, 2,    10.70, 2,    13.80, 2,     0.06, 2,     1.01, 2,    1.060, 2,    0.530, 2,    0.000, 2,   2158.1, 2,   2293.0, 2,    7.6784, 2,     25.00,  -1.0742
58AA19950217, 75N, 9, 1, 7712, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   2300.6,  -0.9900,  34.9040, 2,  34.9030, 2,    305.5, 2,    10.90, 2,    13.60, 2,     0.06, 2,     1.01, 2,    0.870, 2,    0.590, 2,    0.000, 2,   2146.8, 2,   2296.0, 2,    7.6813, 2,     25.00,  -1.1006
58AA19950217, 75N, 9, 1, 7713, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   2500.3,  -0.9990,  34.9040, 2, -999.0000, 9,    306.0, 2,    11.30, 2,    13.80, 2,     0.06, 2,     1.03, 2,    0.850, 2, -999.000, 9,    0.000, 2,   2152.6, 2,   2290.0, 2,    7.6823, 2,     25.00,  -1.1234
58AA19950217, 75N, 9, 1, 7714, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   2701.3,  -1.0010,  34.9030, 2,  34.9010, 2,    306.8, 2,    11.40, 2,    13.80, 2,     0.06, 2,     1.02, 2,    0.770, 2,    0.420, 2,    0.000, 2,   2157.4, 2,   2285.0, 2,    7.6823, 2,     25.00,  -1.1400
58AA19950217, 75N, 9, 1, 7715, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   3000.3,  -1.0000,  34.9010, 2, -999.0000, 9,    307.3, 2,    11.70, 2,    13.80, 2,     0.09, 2,     1.03, 2,    0.750, 2,    0.410, 2,    0.000, 2,   2155.1, 2,   2283.0, 2,    7.6832, 2,     25.00,  -1.1620
58AA19950217, 75N, 9, 1, 7716, 2, 19950226, 0000, 74.9983, -4.9970, 3514,   3408.9,  -0.9950,  34.8990, 2,  34.8990, 2,    308.6, 2,    11.90, 2,    13.70, 2,     0.14, 2,     1.00, 2,    0.710, 2,    0.420, 2,    0.000, 2,   2153.4, 2,   2287.0, 2,    7.6813, 2,     25.00,  -1.1907
58AA19950217, 75N, 9, 2, 7717, 2, 19950226, 0000, 74.9983, -4.9970, 3514,     10.9,  -1.0040,  34.8750, 2,  34.8750, 2,    334.2, 2,     7.00, 2,    12.10, 2,     0.06, 2,     0.89, 2,    4.830, 2,    2.190, 2,    0.340, 2,   2153.5, 2,   2277.0, 2,    7.6717, 2,     25.00,  -1.0043
58AA19950217, 75N, 9, 2, 7718, 2, 19950226, 0000, 74.9983, -4.9970, 3514,     21.3,  -1.0050,  34.8750, 2,  34.8750, 2,    334.6, 2,     7.00, 2,    12.10, 2,     0.06, 2,     0.90, 2,    4.510, 2,    4.460, 2,    0.260, 2,   2153.8, 2,   2278.0, 2,    7.6688, 2,     25.00,  -1.0056
58AA19950217, 75N, 9, 2, 7719, 2, 19950226, 0000, 74.9983, -4.9970, 3514,     31.1,  -1.0000,  34.8750, 2,  34.8750, 2,    334.6, 2,     7.00, 2,    12.20, 2,     0.06, 2,     0.91, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2152.1, 2,   2279.0, 2,    7.6813, 2,     25.00,  -1.0008
58AA19950217, 75N, 9, 2, 7720, 2, 19950226, 0000, 74.9983, -4.9970, 3514,     52.2,  -0.9970,  34.8750, 2,  34.8750, 2,    334.6, 2,     7.00, 2,    12.00, 2,     0.06, 2,     0.88, 2,    4.970, 2,    2.760, 2,    0.430, 2,   2152.6, 2,   2281.0, 2,    7.6736, 2,     25.00,  -0.9984
58AA19950217, 75N, 9, 2, 7721, 2, 19950226, 0000, 74.9983, -4.9970, 3514,     76.4,  -0.9980,  34.8750, 2,  34.8750, 2,    294.2, 4,     7.00, 2,    12.10, 2,     0.06, 2,     0.91, 2,    4.350, 2, -999.000, 9,    0.240, 2,   -999.0, 9,   2276.0, 2,    7.6669, 2,     25.00,  -1.0001
58AA19950217, 75N, 9, 2, 7722, 2, 19950226, 0000, 74.9983, -4.9970, 3514,     99.8,  -0.9980,  34.8750, 2,  34.8750, 2,    332.0, 2,     7.00, 2,    12.20, 2,     0.12, 2,     0.89, 2,    3.080, 2,    1.560, 2,    0.180, 2,   2151.0, 2,   2279.0, 2,    7.6678, 2,     25.00,  -1.0008
58AA19950217, 75N, 9, 2, 7723, 2, 19950226, 0000, 74.9983, -4.9970, 3514,    199.0,  -1.0000,  34.8760, 2,  34.8750, 2,    333.8, 2,     7.00, 2,    12.20, 2,     0.06, 2,     0.90, 2,    5.150, 2,    2.310, 2,    0.290, 2,   2155.3, 2,   2278.0, 2,    7.6717, 2,     25.00,  -1.0057
58AA19950217, 75N, 9, 2, 7724, 2, 19950226, 0000, 74.9983, -4.9970, 3514,    298.7,  -0.9980,  34.8750, 2,  34.8750, 2,    335.9, 2,     7.00, 2,    12.20, 2,     0.06, 2,     0.90, 2,    5.200, 2,    1.670, 2,    0.320, 2,   2153.3, 2,   2278.0, 2,    7.6650, 2,     25.00,  -1.0069
58AA19950217, 75N, 9, 2, 7725, 2, 19950226, 0000, 74.9983, -4.9970, 3514,    397.2,  -0.9960,  34.8760, 2,  34.8760, 2,    333.8, 2,     7.00, 2,    12.30, 2,     0.06, 2,     0.94, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2151.8, 2,   2283.0, 2,    7.6688, 2,     25.00,  -1.0082
58AA19950217, 75N, 9, 2, 7726, 2, 19950226, 0000, 74.9983, -4.9970, 3514,    498.3,  -0.9880,  34.8760, 2,  34.8760, 2,    333.8, 2,     7.10, 2,    12.20, 2,     0.17, 2,     0.89, 2,    5.350, 2, -999.000, 9,    0.330, 2,   2154.9, 2,   2289.0, 2,    7.6611, 2,     25.00,  -1.0038
58AA19950217, 75N, 9, 2, 7727, 2, 19950226, 0000, 74.9983, -4.9970, 3514,    698.6,  -0.9810,  34.8760, 2,  34.8770, 2,    330.3, 2,     7.10, 2,    12.30, 2,     0.07, 2,     0.95, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2160.8, 2,   2282.0, 2,    7.6698, 2,     25.00,  -1.0046
58AA19950217, 75N, 9, 2, 7728, 2, 19950226, 0000, 74.9983, -4.9970, 3514,    802.2,  -0.9510,  34.8780, 2,  34.8770, 2,    331.6, 2,     7.30, 2,    12.40, 2,     0.06, 2,     0.91, 2,    4.450, 2,    2.080, 2,    0.230, 2,   2153.9, 2,   2281.0, 2,    7.6698, 2,     25.00,  -0.9790
58AA19950217, 75N, 11, 1, 7729, 2, 19950227, 0000, 74.9817, -4.5050, 3514,     53.2,  -0.8510,  34.8750, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    4.870, 2,    2.590, 2,    0.340, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.8525
58AA19950217, 75N, 11, 1, 7730, 2, 19950227, 0000, 74.9817, -4.5050, 3514,    103.8,  -0.8470,  34.8750, 2,  34.8750, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    4.600, 2,    2.060, 2,    0.300, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.8500
58AA19950217, 75N, 11, 1, 7731, 2, 19950227, 0000, 74.9817, -4.5050, 3514,    252.2,  -0.8890,  34.8750, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    4.530, 2, -999.000, 9,    0.300, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.8966
58AA19950217, 75N, 11, 1, 7732, 2, 19950227, 0000, 74.9817, -4.5050, 3514,    399.8,  -0.9730,  34.8740, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    5.240, 2,    2.470, 2,    0.330, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.9854
58AA19950217, 75N, 11, 1, 7733, 2, 19950227, 0000, 74.9817, -4.5050, 3514,    599.3,  -0.9710,  34.8740, 2,  34.8740, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    4.730, 2,    2.010, 2,    0.320, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.9907
58AA19950217, 75N, 11, 1, 7734, 2, 19950227, 0000, 74.9817, -4.5050, 3514,    799.2,  -0.9760,  34.8740, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    5.050, 2,    1.460, 2,    0.330, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -1.0037
58AA19950217, 75N, 11, 1, 7735, 2, 19950227, 0000, 74.9817, -4.5050, 3514,    998.4,  -0.7890,  34.8960, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    2.150, 2,    1.270, 2,    0.120, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.8271
58AA19950217, 75N, 11, 1, 7736, 2, 19950227, 0000, 74.9817, -4.5050, 3514,   1496.5,  -0.9350,  34.9020, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    1.280, 2,    1.040, 2,    0.000, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.9970
58AA19950217, 75N, 11, 1, 7737, 2, 19950227, 0000, 74.9817, -4.5050, 3514,   1997.0,  -0.9850,  34.9040, 2,  34.9030, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    1.030, 2,    0.400, 2,    0.000, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -1.0758
58AA19950217, 75N, 11, 1, 7738, 2, 19950227, 0000, 74.9817, -4.5050, 3514,   2495.5,  -1.0020,  34.9040, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    0.750, 2,    0.360, 2,    0.000, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -1.1260
58AA19950217, 75N, 11, 1, 7739, 2, 19950227, 0000, 74.9817, -4.5050, 3514,   2997.4,  -1.0030,  34.9020, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    0.730, 2,    0.570, 2,    0.000, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -1.1647
58AA19950217, 75N, 11, 1, 7740, 2, 19950227, 0000, 74.9817, -4.5050, 3514,   3396.6,  -0.9950,  34.8990, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    0.620, 2,    0.290, 2,    0.000, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -1.1897
58AA19950217, 75N, 12, 1, 7741, 2, 19950227, 0000, 75.0000, -4.0030, 3547,      8.4,  -1.0260,  34.8690, 2,  34.8700, 2,    335.9, 2,     6.90, 2,    12.20, 2,     0.07, 2,     0.92, 2,    5.070, 2,    4.220, 2,    0.290, 2,   2149.6, 2,   2284.0, 2,    7.6707, 2,     25.00,  -1.0262
58AA19950217, 75N, 12, 1, 7742, 2, 19950227, 0000, 75.0000, -4.0030, 3547,     31.0,  -1.0200,  34.8690, 2,  34.8700, 2,    336.4, 2,     6.90, 2,    12.00, 2,     0.06, 2,     0.90, 2,    5.660, 2,    2.800, 2,    0.360, 2,   2156.5, 2,   2287.0, 2,    7.6688, 2,     25.00,  -1.0208
58AA19950217, 75N, 12, 1, 7743, 2, 19950227, 0000, 75.0000, -4.0030, 3547,     49.6,  -1.0210,  34.8690, 2,  34.8680, 2,    335.5, 2,     7.00, 2,    12.00, 2,     0.06, 2,     0.91, 2,    5.050, 2,    2.140, 2,    0.330, 2,   2155.5, 2,   2284.0, 2,    7.6726, 2,     25.00,  -1.0224
58AA19950217, 75N, 12, 1, 7744, 2, 19950227, 0000, 75.0000, -4.0030, 3547,    101.3,  -1.0200,  34.8690, 2,  34.8690, 2,    335.1, 2,     6.90, 2,    12.10, 2,     0.06, 2,     0.90, 2,    5.540, 2,    2.800, 2,    0.350, 2,   2156.4, 2,   2285.0, 2,    7.6736, 2,     25.00,  -1.0228
58AA19950217, 75N, 12, 1, 7745, 2, 19950227, 0000, 75.0000, -4.0030, 3547,    302.1,  -1.0140,  34.8690, 2,  34.8700, 2,    335.9, 2,     6.90, 2,    12.00, 2,     0.07, 2,     0.93, 2,    5.000, 2,    3.130, 2,    0.340, 2,   2151.2, 2,   2284.0, 2,    7.6755, 2,     25.00,  -1.0230
58AA19950217, 75N, 12, 1, 7746, 2, 19950227, 0000, 75.0000, -4.0030, 3547,    403.6,  -0.9960,  34.8710, 2,  34.8710, 2,    332.5, 2,     6.90, 2,    12.00, 2,     0.06, 2,     0.89, 2,    4.890, 2,    2.330, 2,    0.320, 2,   2151.1, 2,   2282.0, 2,    7.6755, 2,     25.00,  -1.0084
58AA19950217, 75N, 12, 1, 7747, 2, 19950227, 0000, 75.0000, -4.0030, 3547,    701.6,  -0.9840,  34.8710, 2,  34.8720, 2,    336.8, 2,     7.00, 2,    12.00, 2,     0.06, 2,     0.89, 2,    4.870, 2,    1.950, 2,    0.260, 2,   2152.3, 2,   2282.0, 2,    7.6717, 2,     25.00,  -1.0077
58AA19950217, 75N, 12, 1, 7748, 2, 19950227, 0000, 75.0000, -4.0030, 3547,   1000.7,  -0.8070,  34.8900, 2,  34.8900, 2,    310.7, 2,     8.80, 2,    13.00, 2,     0.06, 2,     0.98, 2,    2.460, 2,    0.710, 2,    0.080, 2,   2154.4, 2,   -999.0, 9,    7.6687, 2,     25.00,  -0.8450
58AA19950217, 75N, 12, 1, 7749, 2, 19950227, 0000, 75.0000, -4.0030, 3547,   1301.9,  -0.8490,  34.9010, 2,  34.9010, 2,    304.7, 2,     9.90, 2,    13.60, 2,     0.08, 2,     1.02, 2,    1.490, 2,    1.070, 2,    0.050, 2,   -999.0, 9,   2283.0, 2,    7.6726, 2,     25.00,  -0.9016
58AA19950217, 75N, 12, 1, 7750, 2, 19950227, 0000, 75.0000, -4.0030, 3547,   2000.3,  -0.9840,  34.9020, 2,  34.9000, 2,    308.1, 2,    10.70, 2,    13.60, 2,     0.07, 2,     1.00, 2,    1.000, 2, -999.000, 9,    0.000, 2,   2153.7, 2,   2284.0, 2,    7.6765, 2,     25.00,  -1.0751
58AA19950217, 75N, 12, 1, 7751, 2, 19950227, 0000, 75.0000, -4.0030, 3547,   3102.0,  -1.0040,  34.8990, 2,  34.8990, 2,    309.4, 2,    11.40, 2,    13.50, 2,     0.14, 2,     0.99, 2,    0.710, 2,    0.280, 2,    0.000, 2,   2151.7, 2,   2280.0, 2,    7.6784, 2,     25.00,  -1.1740
58AA19950217, 75N, 12, 1, 7752, 2, 19950227, 0000, 75.0000, -4.0030, 3547,   3461.4,  -0.9940,  34.8970, 2,  34.8960, 2,    310.3, 2,    11.70, 2,    13.60, 2,     0.06, 2,     1.01, 2,    0.710, 2,    0.390, 2,    0.000, 2,   2154.6, 2,   2286.0, 2,    7.6755, 2,     25.00,  -1.1942
58AA19950217, 75N, 13, 1, 7753, 2, 19950227, 0000, 75.0000, -3.5030, 3545,    105.7,  -0.9960,  34.8680, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    5.150, 2,    2.650, 2,    0.320, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.9990
58AA19950217, 75N, 13, 1, 7754, 2, 19950227, 0000, 75.0000, -3.5030, 3545,    296.9,  -0.9840,  34.8690, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    4.800, 2,    2.390, 2,    0.340, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.9929
58AA19950217, 75N, 13, 1, 7755, 2, 19950227, 0000, 75.0000, -3.5030, 3545,    605.6,  -0.9900,  34.8690, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    4.680, 2, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -1.0099
58AA19950217, 75N, 13, 1, 7756, 2, 19950227, 0000, 75.0000, -3.5030, 3545,    803.2,  -0.9770,  34.8700, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    3.780, 2,    1.910, 2,    0.280, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -1.0049
58AA19950217, 75N, 13, 1, 7757, 2, 19950227, 0000, 75.0000, -3.5030, 3545,   1003.1,  -0.7940,  34.8910, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    2.230, 2,    1.290, 2,    0.000, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.8322
58AA19950217, 75N, 13, 1, 7758, 2, 19950227, 0000, 75.0000, -3.5030, 3545,   1100.5,  -0.7780,  34.8970, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    1.870, 2,    1.140, 2,    0.000, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.8211
58AA19950217, 75N, 13, 1, 7759, 2, 19950227, 0000, 75.0000, -3.5030, 3545,   1199.9,  -0.8030,  34.9000, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.8508
58AA19950217, 75N, 13, 1, 7760, 2, 19950227, 0000, 75.0000, -3.5030, 3545,   1501.5,  -0.9130,  34.9010, 2, -999.0000, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,    1.390, 2,    0.750, 2,    0.000, 2,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00,  -0.9756
