EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C
  90JS20080815,ISSS08,     9,  1,      1,2,20080825,   0, 73.3660, 129.9970,   33,      4.0,   8.5000,   8.1000,2,-999.0000,9,    350.6,2,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,    15.00
  90JS20080815,ISSS08,    10,  1,      4,2,20080825,   0, 73.1840, 129.9960,   30,     19.5,  -0.9000,  28.3000,2,-999.0000,9,    168.6,2,    36.60,2,     7.00,2,     0.85,2,     -999,9,    8.410,2, -999.000,9,    0.440,2,    2.070,2,   2200.3,2,   2114.2,2,   7.2100,2,    15.00
  90JS20080815,ISSS08,    10,  1,      3,2,20080825,   0, 73.1840, 129.9960,   30,     15.2,  -0.9000,  28.3000,2,-999.0000,9,    167.6,2,    35.50,2,     6.90,2,     0.96,2,     -999,9,    8.380,2, -999.000,9,    0.390,2,    2.220,2,   2205.0,2,   2123.2,2,   7.2000,2,    15.00
  90JS20080815,ISSS08,    10,  1,      2,2,20080825,   0, 73.1840, 129.9960,   30,      9.9,  -0.7000,  28.2000,2,-999.0000,9,    193.1,2,    33.90,2,     6.40,2,     0.85,2,     -999,9,    8.430,2,    3.900,2,    0.440,2,    2.630,2,   2169.9,2,   2101.9,2,   7.2400,2,    15.00
  90JS20080815,ISSS08,    10,  1,      1,2,20080825,   0, 73.1840, 129.9960,   30,      4.2,   9.5000,   5.4000,2,-999.0000,9,   -999.0,9,    58.00,2,     3.10,2,     0.17,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1041.1,2,   1080.9,2,   7.5600,2,    15.00
  90JS20080815,ISSS08,    11,  1,      2,2,20080825,   0, 73.0180, 129.9890,   21,     10.6,  -0.3000,  26.2000,2,-999.0000,9,    294.7,2,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2025.0,2,   2009.6,2,   7.4200,2,    15.00
  90JS20080815,ISSS08,    11,  1,      1,2,20080825,   0, 73.0180, 129.9890,   21,      3.6,  10.6000,   3.5000,2,-999.0000,9,    321.1,2,    58.40,2,     2.50,2,     0.15,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1425.3,2,   1013.6,2,   7.5000,2,    15.00
  90JS20080815,ISSS08,    20,  1,      2,2,20080829,   0, 73.3050, 139.8930,   18,      8.1,   6.0000,  14.8000,2,  14.7500,2,    342.1,2,    17.90,2,     0.20,2,     0.20,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1416.8,2,   1425.3,2,   7.6700,2,    15.00
  90JS20080815,ISSS08,    20,  1,      1,2,20080829,   0, 73.3050, 139.8930,   18,      4.0,   6.4000,  13.7000,2,  13.8300,2,    348.5,2,    15.20,2,     0.20,2,     0.03,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1354.7,2,   1369.7,2,   7.6800,2,    15.00
  90JS20080815,ISSS08,    21,  1,      3,2,20080829,   0, 73.0890, 140.3480,   25,     14.8,  -0.4000,  28.2000,2,-999.0000,9,    261.1,2,    24.60,2,     4.60,2,     0.74,2,     -999,9,    9.390,2,    4.150,2,    0.490,2,    3.510,2,   2195.8,2,   1584.9,3,   7.3800,2,    15.00
  90JS20080815,ISSS08,    21,  1,      2,2,20080829,   0, 73.0890, 140.3480,   25,     10.2,   3.9000,  17.6000,2,  16.4400,2,    342.5,2,    17.00,2,     0.40,2,     0.15,2,     -999,9,    9.100,2,    4.030,2,    0.570,2,    6.960,2,   1550.8,2,   1527.6,2,   7.5800,2,    15.00
  90JS20080815,ISSS08,    21,  1,      1,2,20080829,   0, 73.0890, 140.3480,   25,      4.1,   6.6000,  12.6000,2,  12.5600,2,    354.4,2,    13.40,2,     0.10,2,     0.25,2,     -999,9,    8.210,2,    3.660,2,    0.460,2,    7.000,2,   1287.1,2,   1298.0,2,   7.7000,2,    15.00
  90JS20080815,ISSS08,    22,  1,      5,2,20080829,   0, 72.8750, 140.6290,   30,     19.7,   0.2000,  27.1000,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2177.7,2,   2062.1,2,   7.4200,2,    15.00
  90JS20080815,ISSS08,    22,  1,      4,2,20080829,   0, 72.8750, 140.6290,   30,     19.7,   0.2000,  27.1000,2,-999.0000,9,    284.9,2,    25.00,2,     4.20,2,     0.62,2,     -999,9,    9.630,2,    4.100,2,    0.520,2,    4.920,2,   -999.0,9,   -999.0,9,-999.0000,9,    15.00
  90JS20080815,ISSS08,    22,  1,      3,2,20080829,   0, 72.8750, 140.6290,   30,     15.8,   0.3000,  26.9000,2,  26.5760,2,    290.1,2,    24.10,2,     4.10,2,     0.59,2,     -999,9,    9.020,2,    4.220,2,    0.530,2,    5.150,2,   2108.9,2,   2040.1,2,   7.4200,2,    15.00
  90JS20080815,ISSS08,    22,  1,      2,2,20080829,   0, 72.8750, 140.6290,   30,     10.7,   1.1000,  24.2000,2,  23.8970,2,    297.3,2,    21.70,2,     2.90,2,     0.51,2,     -999,9,    8.830,2, -999.000,9,    0.550,2,    5.520,2,   1905.4,2,   1897.4,2,   7.4400,2,    15.00
  90JS20080815,ISSS08,    22,  1,      1,2,20080829,   0, 72.8750, 140.6290,   30,      4.1,   1.6000,  22.5000,2,  21.7360,2,    319.0,2,    20.60,2,     2.00,2,     0.36,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1786.1,2,   1798.0,2,   7.4900,2,    15.00
  90JS20080815,ISSS08,    23,  1,      2,2,20080830,   0, 72.7890, 142.6700,   20,     10.0,   2.3000,  17.3000,2,-999.0000,9,    336.7,2,    16.10,2,     1.10,2,     0.05,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1575.7,2,   1572.6,2,   7.4300,2,    15.00
  90JS20080815,ISSS08,    23,  1,      1,2,20080830,   0, 72.7890, 142.6700,   20,      4.0,   6.5000,  12.2000,2,  12.1700,2,    349.5,2,    12.40,2,     0.20,2,     0.13,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1220.6,2,   1250.7,2,   7.6300,2,    15.00
  90JS20080815,ISSS08,    24,  1,      3,2,20080830,   0, 73.0480, 142.6660,   25,     15.1,   2.0000,  20.8000,2,-999.0000,9,    315.6,2,    18.40,2,     1.40,2,     0.08,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1750.8,2,   1737.4,2,   7.4400,2,    15.00
  90JS20080815,ISSS08,    24,  1,      2,2,20080830,   0, 73.0480, 142.6660,   25,     10.0,   4.8000,  12.8000,2,  12.8130,2,    353.2,2,    13.70,2,     0.10,2,     0.13,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1285.6,2,   1306.4,2,   7.5500,2,    15.00
  90JS20080815,ISSS08,    24,  1,      1,2,20080830,   0, 73.0480, 142.6660,   25,      4.1,   6.3000,  12.3000,2,  12.2770,2,    354.0,2,    12.20,2,     0.00,2,     0.14,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1218.9,2,   1248.4,2,   7.6300,2,    15.00
  90JS20080815,ISSS08,    25,  1,      2,2,20080830,   0, 73.1430, 142.6670,   14,      4.0,   6.1000,  12.2000,2,-999.0000,9,    356.9,2,    13.80,2,     0.00,2,     0.09,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1237.9,2,   1266.6,2,   7.6600,2,    15.00
  90JS20080815,ISSS08,    25,  1,      1,2,20080830,   0, 73.1430, 142.6670,   14,      4.0,   6.1000,  12.2000,2,  12.2390,2,    357.4,2,    13.80,2,     0.00,2,     0.11,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1236.0,2,   1268.0,2,   7.6600,2,    15.00
  90JS20080815,ISSS08,    26,  1,      3,2,20080831,   0, 72.4600, 150.5960,   26,     15.6,  -0.7000,  27.1000,2,-999.0000,9,    235.0,2,    37.50,2,     2.90,2,     0.87,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1991.2,2,   1928.6,2,   7.2500,2,    15.00
  90JS20080815,ISSS08,    26,  1,      2,2,20080831,   0, 72.4600, 150.5960,   26,     10.0,  -0.5000,  26.5000,2,  25.5570,2,    250.1,2,    34.80,2,     2.20,2,     1.47,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1908.3,2,   1865.4,2,   7.2900,2,    15.00
  90JS20080815,ISSS08,    26,  1,      1,2,20080831,   0, 72.4600, 150.5960,   26,      4.1,   6.6000,  19.2000,2,  19.1800,2,    339.5,2,    18.30,2,     0.20,2,     0.79,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1467.5,2,   1532.7,2,   7.7500,2,    15.00
  90JS20080815,ISSS08,    27,  1,      4,2,20080831,   0, 72.5670, 152.3730,   28,     17.6,  -0.8000,  26.7000,2,-999.0000,9,    308.6,2,    25.90,2,     1.30,2,     1.51,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1852.1,2,   1849.0,2,   7.4500,2,    15.00
  90JS20080815,ISSS08,    27,  1,      3,2,20080831,   0, 72.5670, 152.3730,   28,     13.6,  -0.8000,  22.5000,2,-999.0000,9,    376.2,2,    18.90,2,     0.30,2,     1.22,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1633.3,2,   1669.4,2,   7.6200,2,    15.00
  90JS20080815,ISSS08,    27,  1,      2,2,20080831,   0, 72.5670, 152.3730,   28,     10.2,  -0.2000,  21.1000,2,  20.9610,2,    390.4,2,    19.40,2,     0.30,2,     1.07,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1549.2,2,   1587.6,2,   7.6400,2,    15.00
  90JS20080815,ISSS08,    27,  1,      1,2,20080831,   0, 72.5670, 152.3730,   28,      4.1,   5.3000,  16.1000,2,  16.2050,2,    355.3,2,    19.90,2,     0.30,2,     0.67,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1281.3,2,   1321.3,2,   7.7200,2,    15.00
  90JS20080815,ISSS08,    28,  1,      5,2,20080901,   0, 72.6510, 154.1850,   38,     28.0,  -0.9000,  31.0000,2,-999.0000,9,    157.3,2,    47.70,2,     6.60,2,     1.18,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2212.5,2,   2129.9,2,   7.2100,2,    15.00
  90JS20080815,ISSS08,    28,  1,      4,2,20080901,   0, 72.6510, 154.1850,   38,     25.0,  -0.9000,  31.0000,2,-999.0000,9,    158.3,2,    45.30,2,     6.30,2,     1.20,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2222.7,2,   2136.4,2,   7.2200,2,    15.00
  90JS20080815,ISSS08,    28,  1,      3,2,20080901,   0, 72.6510, 154.1850,   38,     14.8,  -0.6000,  23.3000,2,-999.0000,9,    376.9,2,    15.70,2,     0.20,2,     1.29,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1657.7,2,   1685.0,2,   7.6500,2,    15.00
  90JS20080815,ISSS08,    28,  1,      2,2,20080901,   0, 72.6510, 154.1850,   38,     10.2,  -0.3000,  22.2000,2,  21.9610,2,    379.8,2,    18.20,2,     0.20,2,     1.11,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1600.0,2,   1633.6,2,   7.6300,2,    15.00
  90JS20080815,ISSS08,    28,  1,      1,2,20080901,   0, 72.6510, 154.1850,   38,      4.2,   2.3000,  19.7000,2,  19.7370,2,    375.6,2,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1464.0,2,   1510.1,2,   7.6900,2,    15.00
  90JS20080815,ISSS08,    29,  1,      4,2,20080901,   0, 72.2000, 153.1660,   28,     17.9,  -0.9000,  28.8000,2,-999.0000,9,    213.7,2,    40.00,2,     4.30,2,     1.03,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2067.1,2,   2000.4,2,   7.2700,2,    15.00
  90JS20080815,ISSS08,    29,  1,      3,2,20080901,   0, 72.2000, 153.1660,   28,     13.9,  -0.9000,  24.5000,2,-999.0000,9,    351.5,2,    21.40,2,     0.20,2,     1.41,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1766.5,2,   1774.9,2,   7.5600,2,    15.00
  90JS20080815,ISSS08,    29,  1,      2,2,20080901,   0, 72.2000, 153.1660,   28,      9.9,  -0.8000,  23.3000,2,  23.0790,2,    371.5,2,    18.70,2,     0.40,2,     1.21,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1686.0,2,   1287.1,3,   7.6200,2,    15.00
  90JS20080815,ISSS08,    29,  1,      1,2,20080901,   0, 72.2000, 153.1660,   28,      4.1,   5.0000,  17.9000,2,  17.8580,2,    355.7,2,    21.80,2,     0.20,2,     0.69,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1367.4,2,   1410.7,2,   7.7100,2,    15.00
  90JS20080815,ISSS08,    30,  1,      2,2,20080901,   0, 71.3580, 152.1530,   19,      9.0,   1.2000,  22.9000,2,-999.0000,9,    334.9,2,    22.20,2,     0.30,2,     1.12,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1718.5,2,   1710.4,2,   7.4600,2,    15.00
  90JS20080815,ISSS08,    30,  1,      1,2,20080901,   0, 71.3580, 152.1530,   19,      4.0,   5.4000,  19.5000,2,  19.2100,2,    343.5,2,    16.30,2,     0.50,2,     0.77,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1501.1,2,   1537.5,2,   7.6700,2,    15.00
  90JS20080815,ISSS08,    31,  1,      4,2,20080902,   0, 71.1080, 161.6930,   30,     20.1,   0.7000,  26.9000,2,-999.0000,9,    372.6,2,    18.70,2,     0.40,2,     1.15,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1851.8,2,   1915.8,2,   7.7100,2,    15.00
  90JS20080815,ISSS08,    31,  1,      3,2,20080902,   0, 71.1080, 161.6930,   30,     16.2,   0.7000,  26.9000,2,  26.8860,2,    372.5,2,    18.90,2,     0.50,2,     1.03,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1851.4,2,   1914.0,2,   7.7100,2,    15.00
  90JS20080815,ISSS08,    31,  1,      2,2,20080902,   0, 71.1080, 161.6930,   30,     10.1,   1.0000,  25.5000,2,  25.3460,2,    374.8,2,    16.70,2,     0.20,2,     0.90,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1740.9,2,   1814.8,2,   7.7600,2,    15.00
  90JS20080815,ISSS08,    31,  1,      1,2,20080902,   0, 71.1080, 161.6930,   30,      4.2,   2.1000,  23.2000,2,  23.1900,2,    370.1,2,    18.00,2,     0.10,2,     0.59,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1616.0,2,   1681.0,2,   7.7400,2,    15.00
  90JS20080815,ISSS08,    32,  1,      2,2,20080902,   0, 70.5660, 161.2170,   18,      8.2,   2.0000,  28.5000,2,  28.4800,2,    328.4,2,    28.80,2,     3.30,2,     1.57,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1988.9,2,   2014.6,2,   7.5700,2,    15.00
  90JS20080815,ISSS08,    32,  1,      1,2,20080902,   0, 70.5660, 161.2170,   18,      4.1,   4.3000,  24.9000,2,  24.9520,2,    355.6,2,    34.40,2,     0.40,2,     0.79,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1770.5,2,   1838.0,2,   7.7600,2,    15.00
  90JS20080815,ISSS08,    33,  1,      3,2,20080903,   0, 70.1680, 161.2170,   17,      7.4,   1.2000,  29.4000,2,  29.3490,2,    304.2,2,    34.50,2,     6.60,2,     1.97,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2056.7,2,   2063.9,2,   7.4700,2,    15.00
  90JS20080815,ISSS08,    33,  1,      2,2,20080903,   0, 70.1680, 161.2170,   17,      4.1,   1.4000,  29.3000,2,-999.0000,9,    307.2,2,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,    15.00
  90JS20080815,ISSS08,    33,  1,      1,2,20080903,   0, 70.1680, 161.2170,   17,      3.9,   1.4000,  29.3000,2,  29.2880,2,    306.9,2,    34.80,2,     6.70,2,     1.99,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2056.6,2,   2060.5,2,   7.4800,2,    15.00
  90JS20080815,ISSS08,    34,  1,      5,2,20080903,   0, 69.7600, 162.3170,   24,     13.6,  -0.1000,  30.2000,2,  30.1720,2,    302.1,2,    27.90,2,     4.20,2,     1.86,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2091.0,2,   2117.5,2,   7.5200,2,    15.00
  90JS20080815,ISSS08,    34,  1,      4,2,20080903,   0, 69.7600, 162.3170,   24,     10.2,  -0.1000,  30.2000,2,-999.0000,9,    303.1,2,    27.70,2,     4.40,2,     1.77,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2088.3,2,   2102.1,2,   7.5200,2,    15.00
  90JS20080815,ISSS08,    34,  1,      3,2,20080903,   0, 69.7600, 162.3170,   24,      3.8,   3.0000,  25.4000,2,  24.6780,2,    328.0,2,    36.40,2,     3.60,2,     1.46,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1818.3,2,   1851.7,2,   7.5800,2,    15.00
  90JS20080815,ISSS08,    34,  1,      2,2,20080903,   0, 69.7600, 162.3170,   24,      9.8,   0.8000,  29.9000,2,-999.0000,9,    308.8,2,    27.30,2,     4.30,2,     1.60,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2079.4,2,   2088.4,2,   7.5200,2,    15.00
  90JS20080815,ISSS08,    34,  1,      1,2,20080903,   0, 69.7600, 162.3170,   24,      3.7,   0.8000,  29.9000,2,  29.7830,2,    308.8,2,    28.20,2,     4.50,2,     1.68,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2084.2,2,   2088.6,2,   7.5200,2,    15.00
  90JS20080815,ISSS08,    35,  1,      6,2,20080903,   0, 69.8170, 164.0570,   40,     30.4,  -0.9000,  30.6000,2,-999.0000,9,    300.6,2,    24.20,2,     4.40,2,     1.60,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2122.0,2,   2129.5,2,   7.5200,2,    15.00
  90JS20080815,ISSS08,    35,  1,      5,2,20080903,   0, 69.8170, 164.0570,   40,     24.9,  -0.9000,  30.6000,2,-999.0000,9,    301.2,2,    24.60,2,     4.40,2,     1.65,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2116.7,2,   2122.8,2,   7.5300,2,    15.00
  90JS20080815,ISSS08,    35,  1,      4,2,20080903,   0, 69.8170, 164.0570,   40,     20.0,  -0.9000,  30.6000,2,-999.0000,9,    300.9,2,    24.50,2,     4.50,2,     1.74,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2118.6,2,   2122.5,2,   7.5300,2,    15.00
  90JS20080815,ISSS08,    35,  1,      3,2,20080903,   0, 69.8170, 164.0570,   40,     15.1,  -0.9000,  30.6000,2,  30.6070,2,    301.4,2,    24.00,2,     4.30,2,     1.65,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2117.8,2,   2123.0,2,   7.5200,2,    15.00
  90JS20080815,ISSS08,    35,  1,      2,2,20080903,   0, 69.8170, 164.0570,   40,     10.5,  -0.1000,  30.4000,2,  30.4990,2,    306.0,2,    24.80,2,     4.50,2,     1.62,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2108.6,2,   2115.4,2,   7.5400,2,    15.00
  90JS20080815,ISSS08,    35,  1,      1,2,20080903,   0, 69.8170, 164.0570,   40,      3.8,   2.7000,  29.3000,2,-999.0000,9,    358.8,2,    22.60,2,     0.30,2,     1.24,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1970.1,2,   2062.4,2,   7.7700,2,    15.00
  90JS20080815,ISSS08,    36,  1,      6,2,20080904,   0, 69.8160, 165.9990,   42,     32.2,  -1.4000,  30.8000,2,-999.0000,9,    304.5,2,    11.20,2,     3.10,2,     1.61,2,     -999,9,    7.800,2,    4.820,2,    0.520,2,    5.070,2,   2119.4,2,   2137.3,2,   7.5400,2,    15.00
  90JS20080815,ISSS08,    36,  1,      5,2,20080904,   0, 69.8160, 165.9990,   42,     25.1,  -1.4000,  30.8000,2,-999.0000,9,    304.5,2,    10.20,2,     3.40,2,     1.60,2,     -999,9,    7.710,2,    4.360,2,    0.520,2,    6.030,2,   2115.6,2,   2138.0,2,   7.5500,2,    15.00
  90JS20080815,ISSS08,    36,  1,      4,2,20080904,   0, 69.8160, 165.9990,   42,     20.5,  -1.2000,  30.6000,2,  30.5420,2,    359.2,2,     4.80,2,     0.20,2,     0.76,2,     -999,9,    7.840,2,    4.440,2,    0.540,2,    6.620,2,   2077.8,2,   2126.3,2,   7.6900,2,    15.00
  90JS20080815,ISSS08,    36,  1,      3,2,20080904,   0, 69.8160, 165.9990,   42,     14.9,   0.6000,  29.3000,2,  29.1610,2,    399.5,2,     9.50,2,     0.10,2,     0.98,2,     -999,9, -999.000,9,    4.330,2,    0.560,2,    7.610,2,   2002.9,2,   2054.0,2,   7.8200,2,    15.00
  90JS20080815,ISSS08,    36,  1,      2,2,20080904,   0, 69.8160, 165.9990,   42,     10.0,   2.5000,  28.5000,2,  28.5330,2,    370.7,2,     7.90,2,     0.10,2,     0.84,2,     -999,9, -999.000,9,    4.220,2,    0.410,2,    8.540,2,   1892.8,2,   2001.1,2,   7.8900,2,    15.00
  90JS20080815,ISSS08,    36,  1,      1,2,20080904,   0, 69.8160, 165.9990,   42,      4.1,   2.4000,  28.4000,2,-999.0000,9,    367.9,2,     7.50,2,     0.10,2,     0.79,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1911.1,2,   1984.7,2,   7.9000,2,    15.00
  90JS20080815,ISSS08,    37,  1,      6,2,20080904,   0, 70.1350, 168.0070,   49,     39.1,  -1.3000,  31.1000,2,-999.0000,9,    306.6,2,    17.40,2,     4.00,2,     1.61,2,     -999,9,    7.820,2,    4.120,2,    0.560,2,    6.920,2,   2149.1,2,   2160.1,2,   7.5500,2,    15.00
  90JS20080815,ISSS08,    37,  1,      5,2,20080904,   0, 70.1350, 168.0070,   49,     35.8,  -1.4000,  31.1000,2,-999.0000,9,    307.4,2,    17.00,2,     3.90,2,     1.58,2,     -999,9,    7.950,2,    4.120,2,    0.560,2,    6.900,2,   2207.8,2,   2157.3,2,   7.5500,2,    15.00
  90JS20080815,ISSS08,    37,  1,      4,2,20080904,   0, 70.1350, 168.0070,   49,     30.4,  -1.4000,  31.1000,2,  31.1180,2,    307.6,2,    17.10,2,     4.00,2,     1.58,2,     -999,9,    8.270,2,    4.310,2,    0.530,2,    7.030,2,   2140.3,2,   2156.5,2,   7.5500,2,    15.00
  90JS20080815,ISSS08,    37,  1,      3,2,20080904,   0, 70.1350, 168.0070,   49,     19.9,  -1.3000,  31.1000,2,  31.0830,2,    317.2,2,    17.10,2,     3.70,2,     1.53,2,     -999,9,    8.810,2,    4.270,2,    0.550,2,    7.050,2,   2132.4,2,   -999.0,9,   7.5900,2,    15.00
  90JS20080815,ISSS08,    37,  1,      2,2,20080904,   0, 70.1350, 168.0070,   49,      8.5,   2.0000,  27.7000,2,  27.8620,2,    381.6,2,     7.80,2,     0.00,2,     0.85,2,     -999,9,    8.300,2,    4.060,2,    0.550,2,    8.530,2,   1834.9,2,   1946.6,2,   7.9200,2,    15.00
  90JS20080815,ISSS08,    37,  1,      1,2,20080904,   0, 70.1350, 168.0070,   49,      4.2,   2.0000,  27.6000,2,-999.0000,9,    370.1,2,     7.30,2,     0.20,2,     0.90,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1816.0,2,   1927.4,2,   7.9100,2,    15.00
  90JS20080815,ISSS08,    38,  1,      6,2,20080904,   0, 70.6980, 169.1320,   46,     36.4,  -1.5000,  31.6000,2,-999.0000,9,    292.1,2,    21.60,2,     5.30,2,     1.58,2,     -999,9,    8.530,2,    4.210,2,    0.530,2,    6.800,2,   2177.3,2,   2185.8,2,   7.5300,2,    15.00
  90JS20080815,ISSS08,    38,  1,      5,2,20080904,   0, 70.6980, 169.1320,   46,     25.2,  -1.4000,  31.4000,2,-999.0000,9,    348.9,2,    16.00,2,     2.80,2,     1.51,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2108.8,2,   2168.8,2,   7.6900,2,    15.00
  90JS20080815,ISSS08,    38,  1,      4,2,20080904,   0, 70.6980, 169.1320,   46,     19.9,  -1.0000,  30.4000,2,  30.4570,2,    467.2,2,     4.70,2,     0.10,2,     1.10,2,     -999,9,    8.750,2,    4.220,2,    0.550,2,    7.430,2,   1955.2,2,   2116.3,2,   7.9800,2,    15.00
  90JS20080815,ISSS08,    38,  1,      3,2,20080904,   0, 70.6980, 169.1320,   46,     15.0,   0.0000,  29.2000,2,  29.2680,2,    446.4,2,     5.90,2,     0.10,2,     0.91,2,     -999,9,    8.660,2,    4.130,2,    0.600,2,    8.000,2,   1879.6,2,   2038.9,2,   8.0000,2,    15.00
  90JS20080815,ISSS08,    38,  1,      2,2,20080904,   0, 70.6980, 169.1320,   46,      9.8,   1.3000,  27.7000,2,-999.0000,9,    380.6,2,     6.60,2,     0.20,2,     0.89,2,     -999,9,    8.550,2,    3.910,2,    0.550,2,    8.710,2,   1837.7,2,   1939.8,2,   7.9500,2,    15.00
  90JS20080815,ISSS08,    38,  1,      1,2,20080904,   0, 70.6980, 169.1320,   46,      4.1,   1.4000,  27.6000,2,-999.0000,9,    375.4,2,     7.80,2,     0.20,2,     0.79,2,     -999,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   1808.1,2,   1933.1,2,   7.9400,2,    15.00
  90JS20080815,ISSS08,    39,  1,      5,2,20080904,   0, 71.2190, 169.3730,   54,     44.2,  -1.6000,  32.4000,2,-999.0000,9,    238.3,2,    34.60,2,    12.40,2,     1.86,2,     -999,9,    8.650,2,    4.120,2,    0.550,2,    6.850,2,   2247.7,2,   2220.9,2,   7.3800,2,    15.00
