BOTTLE,20180125PRINUNIVRMK
# processed by CCHDO on 2020-12-11, no changes
# 8/29/2017 Initialized README file  
# Data source: J.Jackson 8/29/17 
# Cruise: KN179-05 
# Region: Davis Strait  
# EXPOCODE: 316N20040922 
# DATES:20040922 - 20041004 
# Chief Scientist: Craig Lee 
# 23 stations with 24 place Rosette 
# CTD: Who - B. Petrie; Status - final 
# 	Includes: CTDSAL, CTDOXY 
# SALNTY: Who - ; Status -  
# 	Notes: 	no data in file 
# Nutrients: Who - K.Azetsu-Scott; Status - final 
# 	Includes: nitrate, silicate, phopshpate 
# 	Sigificant data scatter 
# OXYGEN: Who - ; Status - 
# 	Notes: no data in file 
# TCARBN: Who - K.Azetsu-Scott; Status - final 
# 	Notes:  
# ALKALI: Who - K.Azetsu-Scott; Status - final 
# 	Notes:  
# O18: Who - K.Azetsu-Scott; Status - final 
# 	Notes: 
# CFC:  Who - M.Warner; Status - no date 
# 	Notes: Samples lost in shipping 
# These data should be cited as: 
# References that have used data from this cruise: 
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DELO18,DELO18_FLAG_W,BTL_DATE,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,/MILLE,,,
  316N20040922, Davis,    16,  1, 271737,     12,2,20040927,0451, 66.7570, -60.1405,  598,     23.1,   0.1941,  31.5705,2,    322.4,2,     4.39,2,     1.36,2,     0.62,2,   2025.9,2,   2172.2,2,    -1.87,2, 20040927,      616
  316N20040922, Davis,    16,  1, 271738,     13,2,20040927,0451, 66.7570, -60.1405,  598,     12.9,   1.1650,  30.8904,2,    320.3,2,     4.19,2,     0.29,2,     0.60,2,   -999.0,9,   -999.0,9,    -1.95,2, 20040927,      616
  316N20040922, Davis,    16,  1, 271739,     14,2,20040927,0451, 66.7570, -60.1405,  598,      2.4,   1.1670,  30.8922,2,    320.5,2,     3.80,2,     0.31,2,     0.60,2,   1987.1,2,   2127.3,2,    -1.97,2, 20040927,      616
  316N20040922, Davis,    18,  1, 271740,      1,2,20040927,1312, 66.6902, -60.8063,  442,    420.6,   1.2350,  34.2580,2,    219.6,2,    18.46,2,    14.94,2,     1.14,2,   2174.2,2,   2285.9,2,    -0.24,2, 20040927,     1312
  316N20040922, Davis,    18,  1, 271741,      2,2,20040927,1312, 66.6902, -60.8063,  442,    399.7,   1.1792,  34.2471,2,    219.5,2,    19.23,2,    15.53,2,     1.19,2,   2181.8,2,   2281.4,2,  -999.00,9, 20040927,     1312
  316N20040922, Davis,    18,  1, 271742,      3,2,20040927,1312, 66.6902, -60.8063,  442,    292.4,   0.2592,  33.8985,2,    243.6,2,     9.28,2,     8.81,2,     0.88,2,   2154.0,2,   2251.5,2,  -999.00,9, 20040927,     1312
  316N20040922, Davis,    18,  1, 271743,      4,2,20040927,1312, 66.6902, -60.8063,  442,    197.8,  -1.4876,  33.4812,2,    279.8,2,    10.00,2,     8.98,2,     0.93,2,   2135.9,2,   2244.8,2,  -999.00,9, 20040927,     1312
  316N20040922, Davis,    18,  1, 271744,      5,2,20040927,1312, 66.6902, -60.8063,  442,    101.3,  -1.3575,  33.0764,2,    278.4,2,    11.19,2,     7.75,2,     0.96,2,   2138.5,2,   2252.6,2,  -999.00,9, 20040927,     1312
  316N20040922, Davis,    18,  1, 271745,      6,2,20040927,1312, 66.6902, -60.8063,  442,     52.1,  -1.2085,  32.5729,2,    301.2,2,     7.26,2,     4.38,2,     0.85,2,   2105.4,2,   2227.8,2,    -1.70,2, 20040927,     1312
  316N20040922, Davis,    18,  1, 271746,      7,2,20040927,1312, 66.6902, -60.8063,  442,     31.7,   0.1933,  31.5790,2,    329.1,2,     5.76,2,     1.24,2,     0.71,2,   -999.0,9,   -999.0,9,    -1.96,2, 20040927,     1312
  316N20040922, Davis,    18,  1, 271747,      8,2,20040927,1312, 66.6902, -60.8063,  442,     22.0,   0.3981,  31.4211,2,    328.5,2,     5.20,2,     1.02,2,     0.68,2,   2021.7,2,   2167.4,2,    -2.02,2, 20040927,     1312
  316N20040922, Davis,    18,  1, 271748,      9,2,20040927,1312, 66.6902, -60.8063,  442,     12.0,   1.0562,  30.9968,2,    320.5,2,     4.25,2,     0.52,2,     0.61,2,   -999.0,9,   -999.0,9,    -1.93,2, 20040927,     1312
  316N20040922, Davis,    18,  1, 271749,     10,2,20040927,1312, 66.6902, -60.8063,  442,      3.1,   1.0596,  30.9950,2,    320.4,2,     4.22,2,     0.48,2,     0.60,2,   1980.5,2,   2142.8,2,    -1.90,2, 20040927,     1312
  316N20040922, Davis,    20,  1, 271750,      1,2,20040928,0242, 66.6732, -60.9817,  374,    359.4,   0.6267,  34.0996,2,    224.1,2,    17.88,2,    14.39,2,     1.19,2,   2174.1,2,   2279.5,2,    -0.46,2, 20040928,      242
  316N20040922, Davis,    20,  1, 271751,      2,2,20040928,0242, 66.6732, -60.9817,  374,    299.6,  -0.0643,  33.8699,2,    241.4,2,    17.88,2,    14.40,2,     1.19,2,   2162.8,2,   2278.8,2,  -999.00,9, 20040928,      242
  316N20040922, Davis,    20,  1, 271752,      3,2,20040928,0242, 66.6732, -60.9817,  374,    250.3,  -0.9817,  33.6378,2,    256.9,2,    17.89,2,    14.40,2,     1.19,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,      242
  316N20040922, Davis,    20,  1, 271753,      4,2,20040928,0242, 66.6732, -60.9817,  374,    202.4,  -1.3962,  33.4213,2,    275.9,2,    12.01,2,     9.47,2,     1.00,2,   2136.7,2,   2255.5,2,  -999.00,9, 20040928,      242
  316N20040922, Davis,    20,  1, 271754,      5,2,20040928,0242, 66.6732, -60.9817,  374,    153.8,  -1.2833,  33.2933,2,    272.7,2,    12.01,2,     9.47,2,     1.00,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,      242
  316N20040922, Davis,    20,  1, 271755,      6,2,20040928,0242, 66.6732, -60.9817,  374,    102.9,  -1.5442,  32.9866,2,    288.2,2,     8.66,2,     5.76,2,     0.85,2,   2123.3,2,   2245.4,2,    -1.54,2, 20040928,      242
  316N20040922, Davis,    20,  1, 271756,      7,2,20040928,0242, 66.6732, -60.9817,  374,     52.9,  -0.8793,  32.2938,2,    318.9,2,     8.29,2,     3.96,2,     0.88,2,   2089.2,2,   2225.6,2,    -1.75,2, 20040928,      242
  316N20040922, Davis,    20,  1, 271757,      8,2,20040928,0242, 66.6732, -60.9817,  374,     33.7,   0.2764,  31.5448,2,    323.3,2,     5.42,2,     1.76,2,     0.73,2,   -999.0,9,   -999.0,9,    -1.91,2, 20040928,      242
  316N20040922, Davis,    20,  1, 271758,      9,2,20040928,0242, 66.6732, -60.9817,  374,     23.2,   0.7839,  31.1653,2,    321.3,2,     4.70,2,     0.81,2,     0.66,2,   1986.8,2,   2160.0,2,    -1.98,2, 20040928,      242
  316N20040922, Davis,    20,  1, 271759,     10,2,20040928,0242, 66.6732, -60.9817,  374,     13.3,   0.7774,  31.1585,2,    321.3,2,     4.44,2,     0.73,2,     0.64,2,   -999.0,9,   -999.0,9,    -1.89,2, 20040928,      242
  316N20040922, Davis,    20,  1, 271760,     11,2,20040928,0242, 66.6732, -60.9817,  374,      2.7,   0.7803,  31.1589,2,    321.4,2,     4.73,2,     0.76,2,     0.64,2,   2003.4,2,   2146.2,2,    -1.97,2, 20040928,      242
  316N20040922, Davis,    20,  1, 271761,      1,2,20040928,0242, 66.6732, -60.9817,  374,    202.0,  -1.3916,  33.4213,2,   -999.0,9,    11.74,2,     9.23,2,     0.99,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,      458
  316N20040922, Davis,    20,  1, 271762,      2,2,20040928,0242, 66.6732, -60.9817,  374,    103.0,  -1.5422,  32.9866,2,   -999.0,9,    12.17,2,     8.36,2,     1.04,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,      458
  316N20040922, Davis,    20,  1, 271763,      3,2,20040928,0242, 66.6732, -60.9817,  374,     53.0,  -0.8780,  32.2938,2,   -999.0,9,     9.08,2,     3.88,2,     0.90,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,      458
  316N20040922, Davis,    20,  1, 271764,      4,2,20040928,0242, 66.6732, -60.9817,  374,     13.0,   0.7778,  31.1585,2,   -999.0,9,     4.99,2,     0.99,2,     0.64,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,      458
  316N20040922, Davis,    24,  1, 271765,      1,2,20040928,1935, 67.6770, -62.6058,  666,    620.2,   1.0406,  34.3856,2,   -999.0,9,    19.85,2,    14.15,2,     1.10,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271766,      2,2,20040928,1935, 67.6770, -62.6058,  666,    401.3,   0.0680,  34.0004,2,   -999.0,9,    17.09,2,    13.38,2,     1.08,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271767,      3,2,20040928,1935, 67.6770, -62.6058,  666,    301.2,  -0.3701,  33.8584,2,   -999.0,9,    16.69,2,    13.13,2,     1.12,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271768,      4,2,20040928,1935, 67.6770, -62.6058,  666,    199.5,  -1.3686,  33.3755,2,   -999.0,9,    11.99,2,     9.03,2,     0.97,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271769,      5,2,20040928,1935, 67.6770, -62.6058,  666,    101.9,  -1.4366,  32.9695,2,   -999.0,9,    13.48,2,     8.61,2,     1.04,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271770,      6,2,20040928,1935, 67.6770, -62.6058,  666,     52.6,  -1.3172,  32.6759,2,   -999.0,9,    13.02,2,     7.10,2,     1.03,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271771,      7,2,20040928,1935, 67.6770, -62.6058,  666,     32.5,  -0.3573,  31.9896,2,   -999.0,9,     8.62,2,     3.02,2,     0.81,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271772,      8,2,20040928,1935, 67.6770, -62.6058,  666,     22.4,   1.0087,  31.1272,2,   -999.0,9,     4.79,2,     0.42,2,     0.62,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271773,      9,2,20040928,1935, 67.6770, -62.6058,  666,     12.2,   1.0786,  31.0714,2,   -999.0,9,     4.93,2,     0.04,2,     0.64,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    24,  1, 271774,     10,2,20040928,1935, 67.6770, -62.6058,  666,      3.4,   1.0791,  31.0678,2,   -999.0,9,     4.98,2,     0.04,2,     0.63,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     1935
  316N20040922, Davis,    26,  1, 271775,      1,2,20040928,2223, 67.7687, -62.3620, 1006,    978.7,   0.9398,  34.4903,2,   -999.0,9,    30.50,2,    14.09,2,     1.14,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271776,      2,2,20040928,2223, 67.7687, -62.3620, 1006,    903.1,   1.0104,  34.4846,2,   -999.0,9,    33.24,2,    17.34,2,     1.28,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271777,      3,2,20040928,2223, 67.7687, -62.3620, 1006,    802.9,   1.0449,  34.4721,2,   -999.0,9,    29.06,2,    16.50,2,     1.24,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271778,      4,2,20040928,2223, 67.7687, -62.3620, 1006,    702.0,   1.1041,  34.4574,2,   -999.0,9,    23.77,2,    14.81,2,     1.15,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271779,      5,2,20040928,2223, 67.7687, -62.3620, 1006,    602.8,   1.0715,  34.4198,2,   -999.0,9,    24.81,2,    16.16,2,     1.22,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271780,      6,2,20040928,2223, 67.7687, -62.3620, 1006,    503.0,   1.0987,  34.3790,2,   -999.0,9,    23.06,2,    16.13,2,     1.20,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271781,      7,2,20040928,2223, 67.7687, -62.3620, 1006,    402.4,   0.9401,  34.2919,2,   -999.0,9,    18.28,2,    13.54,2,     1.09,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271782,      8,2,20040928,2223, 67.7687, -62.3620, 1006,    302.4,  -0.0163,  33.9795,2,   -999.0,9,    16.18,2,    12.94,2,     1.10,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271783,      9,2,20040928,2223, 67.7687, -62.3620, 1006,    202.6,  -1.3314,  33.5652,2,   -999.0,9,    11.63,2,     9.60,2,     0.98,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271784,     10,2,20040928,2223, 67.7687, -62.3620, 1006,    102.1,  -1.6349,  33.0541,2,   -999.0,9,    11.15,2,     7.83,2,     0.95,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271785,     11,2,20040928,2223, 67.7687, -62.3620, 1006,     52.9,  -1.3886,  32.7189,2,   -999.0,9,    14.84,2,     8.47,2,     1.12,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271786,     12,2,20040928,2223, 67.7687, -62.3620, 1006,     32.6,  -1.2924,  32.4374,2,   -999.0,9,    13.25,2,     6.07,2,     1.07,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271787,     13,2,20040928,2223, 67.7687, -62.3620, 1006,     23.2,  -0.0675,  31.8512,2,   -999.0,9,     5.68,2,     0.64,2,     0.74,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271788,     14,2,20040928,2223, 67.7687, -62.3620, 1006,     13.1,   1.0571,  31.1101,2,   -999.0,9,     4.03,2,     0.06,2,     0.64,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    26,  1, 271789,     15,2,20040928,2223, 67.7687, -62.3620, 1006,      2.3,   1.0269,  31.0122,2,   -999.0,9,     3.93,2,     0.03,2,     0.61,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040928,     2223
  316N20040922, Davis,    30,  1, 271790,      1,2,20040929,0731, 68.1773, -61.4907, 1706,   1679.7,  -0.2307,  34.4876,2,   -999.0,9,    83.83,3,    20.61,2,     1.64,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271791,      2,2,20040929,0731, 68.1773, -61.4907, 1706,   1559.1,  -0.1509,  34.4852,2,   -999.0,9,    68.15,3,    19.14,2,     1.57,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271792,      3,2,20040929,0731, 68.1773, -61.4907, 1706,   1402.5,   0.1340,  34.4837,2,   -999.0,9,    61.31,3,    20.32,2,     1.55,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271793,      4,2,20040929,0731, 68.1773, -61.4907, 1706,   1201.5,   0.5575,  34.4901,2,   -999.0,9,    48.10,2,    19.87,2,     1.46,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271794,      5,2,20040929,0731, 68.1773, -61.4907, 1706,   1003.6,   0.9189,  34.4941,2,   -999.0,9,    39.75,2,    18.25,2,     1.37,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271795,      6,2,20040929,0731, 68.1773, -61.4907, 1706,    813.4,   1.0931,  34.4882,2,   -999.0,9,    31.29,2,    17.73,2,     1.28,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271797,      8,2,20040929,0731, 68.1773, -61.4907, 1706,    404.5,   2.5427,  34.4595,2,   -999.0,9,    14.40,2,    13.22,2,     1.05,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271798,      9,2,20040929,0731, 68.1773, -61.4907, 1706,    304.7,   1.5725,  34.2067,2,   -999.0,9,    12.78,2,    11.48,2,     1.01,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271799,     10,2,20040929,0731, 68.1773, -61.4907, 1706,    202.1,  -1.0605,  33.6293,2,   -999.0,9,    10.41,2,    10.03,2,     0.95,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271800,     11,2,20040929,0731, 68.1773, -61.4907, 1706,    103.2,  -1.6455,  33.1392,2,   -999.0,9,     8.43,2,     6.11,2,     0.84,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271801,     12,2,20040929,0731, 68.1773, -61.4907, 1706,      2.9,   1.1965,  30.5451,2,   -999.0,9,     3.70,2,     0.07,2,     0.54,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      731
  316N20040922, Davis,    30,  1, 271802,      1,2,20040929,0731, 68.1773, -61.4907, 1706,    200.0,  -1.0605,  33.6293,2,   -999.0,9,    11.64,2,    10.67,2,     1.01,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      830
  316N20040922, Davis,    30,  1, 271803,      2,2,20040929,0731, 68.1773, -61.4907, 1706,    100.0,  -1.6455,  33.1392,2,   -999.0,9,     9.30,2,     6.71,2,     0.90,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      830
  316N20040922, Davis,    30,  1, 271804,      3,2,20040929,0731, 68.1773, -61.4907, 1706,     50.0,  -0.2245,  31.8422,2,   -999.0,9,    10.47,2,     6.26,2,     0.96,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      830
  316N20040922, Davis,    30,  1, 271805,      4,2,20040929,0731, 68.1773, -61.4907, 1706,     10.0,   1.1965,  30.5451,2,   -999.0,9,     3.96,2,     0.11,2,     0.57,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,      830
  316N20040922, Davis,    35,  1, 271806,      1,2,20040929,1933, 68.4935, -59.6860,  861,    826.6,   1.1155,  34.4941,2,   -999.0,9,    27.09,2,    14.83,2,     1.19,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    35,  1, 271807,      2,2,20040929,1933, 68.4935, -59.6860,  861,    802.0,   1.1524,  34.4953,2,   -999.0,9,    31.53,2,    17.48,2,     1.30,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    35,  1, 271808,      3,2,20040929,1933, 68.4935, -59.6860,  861,    601.1,   2.0671,  34.5580,2,   -999.0,9,    17.35,2,    15.09,2,     1.09,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    35,  1, 271809,      4,2,20040929,1933, 68.4935, -59.6860,  861,    399.7,   3.6236,  34.6620,2,   -999.0,9,    12.25,2,    15.11,2,     1.07,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    35,  1, 271810,      5,2,20040929,1933, 68.4935, -59.6860,  861,    300.5,   3.3248,  34.5367,2,   -999.0,9,    10.54,2,    14.19,2,     1.01,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    35,  1, 271811,      6,2,20040929,1933, 68.4935, -59.6860,  861,    201.1,   2.0838,  34.2353,2,   -999.0,9,     8.99,2,    11.97,2,     0.92,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    35,  1, 271812,      7,2,20040929,1933, 68.4935, -59.6860,  861,    101.8,  -0.3465,  33.7165,2,   -999.0,9,     6.48,2,     8.20,2,     0.77,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    35,  1, 271813,      8,2,20040929,1933, 68.4935, -59.6860,  861,     51.8,  -1.4070,  33.3682,2,   -999.0,9,     6.14,2,     6.06,2,     0.77,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    35,  1, 271814,      9,2,20040929,1933, 68.4935, -59.6860,  861,      2.5,   1.8002,  32.2223,2,   -999.0,9,     2.97,2,     0.20,2,     0.46,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     1933
  316N20040922, Davis,    37,  1, 271815,      1,2,20040929,2200, 68.5373, -59.3455,  519,    497.8,   2.9144,  34.6147,2,   -999.0,9,    14.11,2,    13.37,2,     1.01,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2200
  316N20040922, Davis,    37,  1, 271816,      2,2,20040929,2200, 68.5373, -59.3455,  519,    399.4,   2.5032,  34.5433,2,   -999.0,9,    17.19,2,    15.30,2,     1.11,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2200
  316N20040922, Davis,    37,  1, 271817,      3,2,20040929,2200, 68.5373, -59.3455,  519,    302.1,   3.2062,  34.5125,2,   -999.0,9,    10.33,2,    11.96,2,     0.91,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2200
  316N20040922, Davis,    37,  1, 271818,      4,2,20040929,2200, 68.5373, -59.3455,  519,    202.9,   2.7340,  34.3469,2,   -999.0,9,    10.55,2,    12.94,2,     1.01,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2200
  316N20040922, Davis,    37,  1, 271819,      5,2,20040929,2200, 68.5373, -59.3455,  519,    103.5,   0.0523,  33.7406,2,   -999.0,9,     6.67,2,     9.22,2,     0.87,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2200
  316N20040922, Davis,    37,  1, 271820,      6,2,20040929,2200, 68.5373, -59.3455,  519,     53.6,  -0.3007,  33.4624,2,   -999.0,9,     5.26,2,     6.48,2,     0.71,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2200
  316N20040922, Davis,    37,  1, 271821,      7,2,20040929,2200, 68.5373, -59.3455,  519,      3.6,   2.1179,  32.4240,2,   -999.0,9,     2.44,2,     0.17,2,     0.37,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2200
  316N20040922, Davis,    38,  1, 271822,      1,2,20040929,2324, 68.5698, -59.1005,  305,    291.2,   2.8851,  34.5197,2,   -999.0,9,    14.54,2,    14.51,2,     1.08,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2324
  316N20040922, Davis,    38,  1, 271823,      2,2,20040929,2324, 68.5698, -59.1005,  305,    202.0,   2.2214,  34.2752,2,   -999.0,9,    10.47,2,    11.35,2,     0.90,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2324
  316N20040922, Davis,    38,  1, 271824,      3,2,20040929,2324, 68.5698, -59.1005,  305,    102.6,  -0.7269,  33.6658,2,   -999.0,9,     7.92,2,    10.07,2,     0.91,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2324
  316N20040922, Davis,    38,  1, 271825,      4,2,20040929,2324, 68.5698, -59.1005,  305,     52.9,  -0.7569,  33.4132,2,   -999.0,9,     5.64,2,     6.76,2,     0.75,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2324
  316N20040922, Davis,    38,  1, 271826,      5,2,20040929,2324, 68.5698, -59.1005,  305,     33.0,   1.8739,  33.0345,2,   -999.0,9,     3.35,2,     2.01,2,     0.44,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2324
  316N20040922, Davis,    38,  1, 271827,      6,2,20040929,2324, 68.5698, -59.1005,  305,      2.6,   2.1989,  32.3242,2,   -999.0,9,     2.42,2,     0.13,2,     0.36,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040929,     2324
  316N20040922, Davis,    40,  1, 271828,      1,2,20040930,0408, 68.7447, -57.7147,  274,    282.1,   3.1809,  34.4621,2,   -999.0,9,    12.56,2,    14.97,2,     1.09,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      408
  316N20040922, Davis,    40,  1, 271829,      2,2,20040930,0408, 68.7447, -57.7147,  274,    202.5,   2.4182,  34.2832,2,   -999.0,9,     8.40,2,    12.94,2,     0.92,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      408
  316N20040922, Davis,    40,  1, 271830,      3,2,20040930,0408, 68.7447, -57.7147,  274,    102.7,   2.2041,  34.0320,2,   -999.0,9,     7.25,2,    10.40,2,     0.89,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      408
  316N20040922, Davis,    40,  1, 271831,      4,2,20040930,0408, 68.7447, -57.7147,  274,     52.6,   3.1657,  33.8777,2,   -999.0,9,     4.11,2,     6.15,2,     0.67,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      408
  316N20040922, Davis,    40,  1, 271832,      5,2,20040930,0408, 68.7447, -57.7147,  274,     32.8,   4.0053,  33.4277,2,   -999.0,9,     2.07,2,     1.99,2,     0.30,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      408
  316N20040922, Davis,    40,  1, 271833,      6,2,20040930,0408, 68.7447, -57.7147,  274,      2.8,   3.9593,  33.4171,2,   -999.0,9,     1.92,2,     1.81,2,     0.30,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      408
  316N20040922, Davis,    42,  1, 271834,      1,2,20040930,0819, 68.9198, -56.2855,  173,    166.8,   2.1688,  34.0591,2,   -999.0,9,     7.77,2,    11.18,2,     0.94,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      819
  316N20040922, Davis,    42,  1, 271835,      2,2,20040930,0819, 68.9198, -56.2855,  173,    102.5,   2.8572,  33.8508,2,   -999.0,9,     4.63,2,     6.31,2,     0.67,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      819
  316N20040922, Davis,    42,  1, 271836,      3,2,20040930,0819, 68.9198, -56.2855,  173,     52.7,   4.2467,  33.6411,2,   -999.0,9,     2.73,2,     2.83,2,     0.43,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      819
  316N20040922, Davis,    42,  1, 271837,      4,2,20040930,0819, 68.9198, -56.2855,  173,     32.8,   4.2498,  33.3674,2,   -999.0,9,     1.42,2,     0.94,2,     0.18,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      819
  316N20040922, Davis,    42,  1, 271838,      5,2,20040930,0819, 68.9198, -56.2855,  173,      4.0,   4.1073,  33.2795,2,   -999.0,9,     1.55,2,     0.83,2,     0.18,2,   -999.0,9,   -999.0,9,  -999.00,9, 20040930,      819
